date,소유권이전등기
2020-03-20,20.21276
2020-03-21,11.84397
2020-03-22,11.70212
2020-03-23,25.03546
2020-03-24,27.37588
2020-03-25,21.6312
2020-03-26,20.42553
2020-03-27,20.56737
2020-03-28,10.63829
2020-03-29,10.14184
2020-03-30,25.95744
2020-03-31,24.68085
2020-04-01,20.3546
2020-04-02,20.78014
2020-04-03,20.78014
2020-04-04,11.77304
2020-04-05,10.42553
2020-04-06,19.50354
2020-04-07,23.75886
2020-04-08,24.18439
2020-04-09,19.71631
2020-04-10,21.98581
2020-04-11,10.9929
2020-04-12,12.19858
2020-04-13,25.1773
2020-04-14,19.78723
2020-04-15,9.92907
2020-04-16,21.84397
2020-04-17,21.84397
2020-04-18,11.06382
2020-04-19,12.05673
2020-04-20,29.85815
2020-04-21,29.64539
2020-04-22,21.20567
2020-04-23,24.96453
2020-04-24,20.49645
2020-04-25,13.40425
2020-04-26,12.48226
2020-04-27,26.31205
2020-04-28,27.30496
2020-04-29,21.06382
2020-04-30,13.12056
2020-05-01,15.1773
2020-05-02,10.63829
2020-05-03,9.85815
2020-05-04,25.31914
2020-05-05,13.97163
2020-05-06,38.22695
2020-05-07,25.53191
2020-05-08,22.48226
2020-05-09,14.32624
2020-05-10,13.82978
2020-05-11,100.0
2020-05-12,55.95744
2020-05-13,39.00709
2020-05-14,32.55319
2020-05-15,23.9007
2020-05-16,16.02836
2020-05-17,20.78014
2020-05-18,35.8156
2020-05-19,37.4468
2020-05-20,36.17021
2020-05-21,28.79432
2020-05-22,28.29787
2020-05-23,14.18439
2020-05-24,16.02836
2020-05-25,30.14184
2020-05-26,25.31914
2020-05-27,29.43262
2020-05-28,24.32624
2020-05-29,24.75177
2020-05-30,11.84397
2020-05-31,14.68085
2020-06-01,33.82978
2020-06-02,34.32624
2020-06-03,34.04255
2020-06-04,25.67375
2020-06-05,22.83687
2020-06-06,12.83687
2020-06-07,15.39007
2020-06-08,29.57446
2020-06-09,28.7234
2020-06-10,28.43971
2020-06-11,24.39716
2020-06-12,22.97872
2020-06-13,13.68794
2020-06-14,14.82269
2020-06-15,32.62411
2020-06-16,29.21985
2020-06-17,49.85815
2020-06-18,40.70921
2020-06-19,33.12056
2020-06-20,18.0851
2020-06-21,23.04964
2020-06-22,36.38297
2020-06-23,35.46099
2020-06-24,33.82978
2020-06-25,33.47517
2020-06-26,29.50354
2020-06-27,15.60283
2020-06-28,17.09219
2020-06-29,32.19858
2020-06-30,34.75177
2020-07-01,30.63829
2020-07-02,29.64539
2020-07-03,26.24113
2020-07-04,12.76595
2020-07-05,11.98581
2020-07-06,31.77304
2020-07-07,27.80141
2020-07-08,30.9929
2020-07-09,30.49645
2020-07-10,29.29078
2020-07-11,17.23404
2020-07-12,16.09929
2020-07-13,36.09929
2020-07-14,35.8156
2020-07-15,35.60283
2020-07-16,33.04964
2020-07-17,24.39716
2020-07-18,16.80851
2020-07-19,16.80851
2020-07-20,38.7234
2020-07-21,40.56737
2020-07-22,33.12056
2020-07-23,32.9078
2020-07-24,25.53191
2020-07-25,12.41134
2020-07-26,16.38297
2020-07-27,35.95744
2020-07-28,33.04964
2020-07-29,36.95035
2020-07-30,32.05673
2020-07-31,28.65248
2020-08-01,13.68794
2020-08-02,16.4539
2020-08-03,39.00709
2020-08-04,44.25531
2020-08-05,37.16312
2020-08-06,33.54609
2020-08-07,35.1773
2020-08-08,21.13475
2020-08-09,24.46808
2020-08-10,45.1773
2020-08-11,45.95744
2020-08-12,39.78723
2020-08-13,38.58156
2020-08-14,32.69503
2020-08-15,15.03546
2020-08-16,12.19858
2020-08-17,19.78723
2020-08-18,38.43971
2020-08-19,40.0
2020-08-20,37.23404
2020-08-21,30.9929
2020-08-22,15.46099
2020-08-23,18.58156
2020-08-24,36.38297
2020-08-25,34.39716
2020-08-26,34.96453
2020-08-27,36.52482
2020-08-28,27.73049
2020-08-29,16.59574
2020-08-30,14.11347
2020-08-31,29.57446
2020-09-01,31.48936
2020-09-02,33.19148
2020-09-03,25.31914
2020-09-04,23.54609
2020-09-05,14.46808
2020-09-06,13.33333
2020-09-07,31.98581
2020-09-08,30.63829
2020-09-09,29.92907
2020-09-10,31.56028
2020-09-11,28.36879
2020-09-12,16.38297
2020-09-13,17.4468
2020-09-14,33.26241
2020-09-15,34.539
2020-09-16,37.94326
2020-09-17,32.48226
2020-09-18,23.61702
2020-09-19,15.03546
2020-09-20,15.31914
2020-09-21,34.539
2020-09-22,32.2695
2020-09-23,31.6312
2020-09-24,27.58865
2020-09-25,22.48226
2020-09-26,14.39716
2020-09-27,14.82269
2020-09-28,25.03546
2020-09-29,20.9929
2020-09-30,8.0851
2020-10-01,7.87234
2020-10-02,8.58156
2020-10-03,13.33333
2020-10-04,19.21985
2020-10-05,35.03546
2020-10-06,32.62411
2020-10-07,29.92907
2020-10-08,24.60992
2020-10-09,12.2695
2020-10-10,15.95744
2020-10-11,17.4468
2020-10-12,32.48226
2020-10-13,31.48936
2020-10-14,29.43262
2020-10-15,28.65248
2020-10-16,26.52482
2020-10-17,13.9007
2020-10-18,20.28368
2020-10-19,32.05673
2020-10-20,36.38297
2020-10-21,29.3617
2020-10-22,30.9929
2020-10-23,29.50354
2020-10-24,15.46099
2020-10-25,19.57446
2020-10-26,37.30496
2020-10-27,34.32624
2020-10-28,28.7234
2020-10-29,25.53191
2020-10-30,25.53191
2020-10-31,12.41134
2020-11-01,12.76595
2020-11-02,30.28368
2020-11-03,26.31205
2020-11-04,28.65248
2020-11-05,24.60992
2020-11-06,21.41843
2020-11-07,12.62411
2020-11-08,14.04255
2020-11-09,31.41843
2020-11-10,29.3617
2020-11-11,28.51063
2020-11-12,24.25531
2020-11-13,22.48226
2020-11-14,15.10638
2020-11-15,16.31205
2020-11-16,32.69503
2020-11-17,30.07092
2020-11-18,30.70921
2020-11-19,33.04964
2020-11-20,26.59574
2020-11-21,13.97163
2020-11-22,16.66666
2020-11-23,35.03546
2020-11-24,32.62411
2020-11-25,30.85106
2020-11-26,34.39716
2020-11-27,26.66666
2020-11-28,13.75886
2020-11-29,13.68794
2020-11-30,31.34751
2020-12-01,24.82269
2020-12-02,30.56737
2020-12-03,28.29787
2020-12-04,25.8156
2020-12-05,15.1773
2020-12-06,14.46808
2020-12-07,32.76595
2020-12-08,30.21276
2020-12-09,32.34042
2020-12-10,32.12765
2020-12-11,29.50354
2020-12-12,16.02836
2020-12-13,16.87943
2020-12-14,35.24822
2020-12-15,31.56028
2020-12-16,33.9007
2020-12-17,37.4468
2020-12-18,33.40425
2020-12-19,18.0851
2020-12-20,16.80851
2020-12-21,38.79432
2020-12-22,37.94326
2020-12-23,36.09929
2020-12-24,26.24113
2020-12-25,12.34042
2020-12-26,19.57446
2020-12-27,22.69503
2020-12-28,38.01418
2020-12-29,38.22695
2020-12-30,31.27659
2020-12-31,20.70921
2021-01-01,11.34751
2021-01-02,12.97872
2021-01-03,14.32624
2021-01-04,31.20567
2021-01-05,29.92907
2021-01-06,24.60992
2021-01-07,23.19148
2021-01-08,24.60992
2021-01-09,16.59574
2021-01-10,19.3617
2021-01-11,35.74468
2021-01-12,29.78723
2021-01-13,32.34042
2021-01-14,25.67375
2021-01-15,26.66666
2021-01-16,16.52482
2021-01-17,16.52482
2021-01-18,31.34751
2021-01-19,31.98581
2021-01-20,36.4539
2021-01-21,32.62411
2021-01-22,31.20567
2021-01-23,15.10638
2021-01-24,19.43262
2021-01-25,35.95744
2021-01-26,33.26241
2021-01-27,32.69503
2021-01-28,32.34042
2021-01-29,28.86524
2021-01-30,18.65248
2021-01-31,15.74468
2021-02-01,32.55319
2021-02-02,32.41134
2021-02-03,27.4468
2021-02-04,29.3617
2021-02-05,27.87234
2021-02-06,13.61702
2021-02-07,16.52482
2021-02-08,32.12765
2021-02-09,29.64539
2021-02-10,24.04255
2021-02-11,15.46099
2021-02-12,12.69503
2021-02-13,11.91489
2021-02-14,18.0851
2021-02-15,38.86524
2021-02-16,41.34751
2021-02-17,41.84397
2021-02-18,40.07092
2021-02-19,30.21276
2021-02-20,16.4539
2021-02-21,15.60283
2021-02-22,33.61702
2021-02-23,33.61702
2021-02-24,28.43971
2021-02-25,27.09219
2021-02-26,23.26241
2021-02-27,13.40425
2021-02-28,15.88652
2021-03-01,16.38297
2021-03-02,33.19148
2021-03-03,32.2695
2021-03-04,32.12765
2021-03-05,23.12056
2021-03-06,12.12765
2021-03-07,14.32624
2021-03-08,31.48936
2021-03-09,30.14184
2021-03-10,27.23404
2021-03-11,28.0851
2021-03-12,23.54609
2021-03-13,14.25531
2021-03-14,14.04255
2021-03-15,26.09929
2021-03-16,25.60283
2021-03-17,33.19148
2021-03-18,25.39007
2021-03-19,26.52482
2021-03-20,14.60992
2021-03-21,13.75886
2021-03-22,32.05673
2021-03-23,27.58865
2021-03-24,32.69503
2021-03-25,29.3617
2021-03-26,26.52482
2021-03-27,14.89361
2021-03-28,16.80851
2021-03-29,34.46808
2021-03-30,35.03546
2021-03-31,30.28368
2021-04-01,26.4539
2021-04-02,22.41134
2021-04-03,12.69503
2021-04-04,14.46808
2021-04-05,30.63829
2021-04-06,30.63829
2021-04-07,25.88652
2021-04-08,29.29078
2021-04-09,24.75177
2021-04-10,11.34751
2021-04-11,11.91489
2021-04-12,29.43262
2021-04-13,29.71631
2021-04-14,25.60283
2021-04-15,28.15602
2021-04-16,22.19858
2021-04-17,11.34751
2021-04-18,14.96453
2021-04-19,30.63829
2021-04-20,29.57446
2021-04-21,31.41843
2021-04-22,24.75177
2021-04-23,22.48226
2021-04-24,12.2695
2021-04-25,15.88652
2021-04-26,28.29787
2021-04-27,28.36879
2021-04-28,26.02836
2021-04-29,23.47517
2021-04-30,23.33333
2021-05-01,10.9929
2021-05-02,12.55319
2021-05-03,25.31914
2021-05-04,21.84397
2021-05-05,12.48226
2021-05-06,26.31205
2021-05-07,26.17021
2021-05-08,9.64539
2021-05-09,12.76595
2021-05-10,31.13475
2021-05-11,27.30496
2021-05-12,22.69503
2021-05-13,25.03546
2021-05-14,21.91489
2021-05-15,11.98581
2021-05-16,12.05673
2021-05-17,30.56737
2021-05-18,25.60283
2021-05-19,15.39007
2021-05-20,27.30496
2021-05-21,27.73049
2021-05-22,13.26241
2021-05-23,14.18439
2021-05-24,30.56737
2021-05-25,32.48226
2021-05-26,28.93617
2021-05-27,27.16312
2021-05-28,23.82978
2021-05-29,13.97163
2021-05-30,12.76595
2021-05-31,29.3617
2021-06-01,26.09929
2021-06-02,25.74468
2021-06-03,24.75177
2021-06-04,20.49645
2021-06-05,11.06382
2021-06-06,13.47517
2021-06-07,28.29787
2021-06-08,29.3617
2021-06-09,25.1773
2021-06-10,26.87943
2021-06-11,20.92198
2021-06-12,10.3546
2021-06-13,12.83687
2021-06-14,26.80851
2021-06-15,31.41843
2021-06-16,30.14184
2021-06-17,24.11347
2021-06-18,21.70212
2021-06-19,12.2695
2021-06-20,10.85106
2021-06-21,27.58865
2021-06-22,26.52482
2021-06-23,28.79432
2021-06-24,22.41134
2021-06-25,22.12765
2021-06-26,12.12765
2021-06-27,10.70921
2021-06-28,27.58865
2021-06-29,25.39007
2021-06-30,25.74468
2021-07-01,24.46808
2021-07-02,21.27659
2021-07-03,13.33333
2021-07-04,12.55319
2021-07-05,27.4468
2021-07-06,29.3617
2021-07-07,25.24822
2021-07-08,27.37588
2021-07-09,23.19148
2021-07-10,14.96453
2021-07-11,12.76595
2021-07-12,27.23404
2021-07-13,30.28368
2021-07-14,34.539
2021-07-15,26.24113
2021-07-16,23.68794
2021-07-17,12.69503
2021-07-18,12.41134
2021-07-19,29.21985
2021-07-20,28.15602
2021-07-21,27.16312
2021-07-22,31.20567
2021-07-23,22.55319
2021-07-24,11.56028
2021-07-25,12.83687
2021-07-26,27.87234
2021-07-27,27.51773
2021-07-28,29.57446
2021-07-29,25.60283
2021-07-30,21.41843
2021-07-31,13.33333
2021-08-01,11.84397
2021-08-02,28.29787
2021-08-03,26.38297
2021-08-04,25.88652
