date,TIGER헬스케어
2020-08-05,100.0
2020-08-06,96.12518
2020-08-07,89.86587
2020-08-08,17.58569
2020-08-09,16.24441
2020-08-10,84.20268
2020-08-11,79.58271
2020-08-12,82.8614
2020-08-13,88.52459
2020-08-14,61.69895
2020-08-15,8.34575
2020-08-16,6.40834
2020-08-17,10.73025
2020-08-18,62.59314
2020-08-19,66.31892
2020-08-20,64.23248
2020-08-21,66.91505
2020-08-22,5.36512
2020-08-23,8.34575
2020-08-24,59.76154
2020-08-25,69.44858
2020-08-26,78.98658
2020-08-27,70.34277
2020-08-28,63.04023
2020-08-29,7.1535
2020-08-30,9.98509
2020-08-31,58.86736
2020-09-01,56.33383
2020-09-02,56.78092
2020-09-03,67.51117
2020-09-04,46.34873
2020-09-05,9.83606
2020-09-06,6.11028
2020-09-07,48.1371
2020-09-08,51.26676
2020-09-09,40.53651
2020-09-10,49.92548
2020-09-11,41.87779
2020-09-12,5.21609
2020-09-13,6.11028
2020-09-14,35.91654
2020-09-15,42.47391
2020-09-16,46.79582
2020-09-17,41.13263
2020-09-18,39.04619
2020-09-19,11.62444
2020-09-20,8.19672
2020-09-21,36.06557
2020-09-22,41.28166
2020-09-23,42.77198
2020-09-24,33.38301
2020-09-25,33.8301
2020-09-26,4.61997
2020-09-27,4.61997
2020-09-28,34.57526
2020-09-29,26.08047
2020-09-30,3.72578
2020-10-01,3.12965
2020-10-02,2.23546
2020-10-03,2.68256
2020-10-04,4.02384
2020-10-05,31.14754
2020-10-06,28.16691
2020-10-07,27.27272
2020-10-08,25.18628
2020-10-09,4.02384
2020-10-10,5.66318
2020-10-11,5.51415
2020-10-12,31.74366
2020-10-13,25.18628
2020-10-14,23.09985
2020-10-15,25.03725
2020-10-16,22.50372
2020-10-17,2.98062
2020-10-18,3.42771
2020-10-19,22.50372
2020-10-20,26.08047
2020-10-21,25.93144
2020-10-22,19.67213
2020-10-23,23.09985
2020-10-24,2.98062
2020-10-25,2.83159
2020-10-26,28.16691
2020-10-27,18.47988
2020-10-28,24.2921
2020-10-29,26.08047
2020-10-30,21.75856
2020-10-31,2.98062
2020-11-01,1.19225
2020-11-02,23.845
2020-11-03,26.08047
2020-11-04,30.70044
2020-11-05,42.47391
2020-11-06,39.64232
2020-11-07,2.83159
2020-11-08,2.98062
2020-11-09,41.4307
2020-11-10,35.76751
2020-11-11,35.91654
2020-11-12,34.42622
2020-11-13,32.48882
2020-11-14,2.68256
2020-11-15,2.53353
2020-11-16,28.614
2020-11-17,28.46497
2020-11-18,35.61847
2020-11-19,41.13263
2020-11-20,38.15201
2020-11-21,6.55737
2020-11-22,3.87481
2020-11-23,40.23845
2020-11-24,26.97466
2020-11-25,51.86289
2020-11-26,45.60357
2020-11-27,43.96423
2020-11-28,7.45156
2020-11-29,6.85543
2020-11-30,59.91058
2020-12-01,39.34426
2020-12-02,47.98807
2020-12-03,43.21907
2020-12-04,53.3532
2020-12-05,7.45156
2020-12-06,5.81222
2020-12-07,67.36214
2020-12-08,67.06408
2020-12-09,63.48733
2020-12-10,56.18479
2020-12-11,47.54098
2020-12-12,6.40834
2020-12-13,5.36512
2020-12-14,50.07451
2020-12-15,45.30551
2020-12-16,44.11326
2020-12-17,37.55588
2020-12-18,37.40685
2020-12-19,5.06706
2020-12-20,6.11028
2020-12-21,49.62742
2020-12-22,46.1997
2020-12-23,49.47839
2020-12-24,48.43517
2020-12-25,7.00447
2020-12-26,5.96125
2020-12-27,6.85543
2020-12-28,51.86289
2020-12-29,72.42921
2020-12-30,77.49627
2020-12-31,22.65275
2021-01-01,9.68703
2021-01-02,10.58122
2021-01-03,10.87928
2021-01-04,75.2608
2021-01-05,73.77049
2021-01-06,59.16542
2021-01-07,56.03576
2021-01-08,58.56929
2021-01-09,10.58122
2021-01-10,11.62444
2021-01-11,62.59314
2021-01-12,52.45901
2021-01-13,62.59314
2021-01-14,49.47839
2021-01-15,46.49776
2021-01-16,11.62444
2021-01-17,9.83606
2021-01-18,48.43517
2021-01-19,64.97764
2021-01-20,48.73323
2021-01-21,52.16095
2021-01-22,44.70938
2021-01-23,11.62444
2021-01-24,11.32637
2021-01-25,58.86736
2021-01-26,48.1371
2021-01-27,47.09388
2021-01-28,38.5991
2021-01-29,35.91654
2021-01-30,7.45156
2021-01-31,6.55737
2021-02-01,48.28614
2021-02-02,47.09388
2021-02-03,35.46944
2021-02-04,30.25335
2021-02-05,36.06557
2021-02-06,6.11028
2021-02-07,5.96125
2021-02-08,29.21013
2021-02-09,29.50819
2021-02-10,29.0611
2021-02-11,7.60059
2021-02-12,4.91803
2021-02-13,6.40834
2021-02-14,6.7064
2021-02-15,39.34426
2021-02-16,39.94038
2021-02-17,37.40685
2021-02-18,36.2146
2021-02-19,31.14754
2021-02-20,6.85543
2021-02-21,5.21609
2021-02-22,36.2146
2021-02-23,35.02235
2021-02-24,30.84947
2021-02-25,41.57973
2021-02-26,26.82563
2021-02-27,6.40834
2021-02-28,3.12965
2021-03-01,8.49478
2021-03-02,27.57078
2021-03-03,28.16691
2021-03-04,20.26825
2021-03-05,15.94634
2021-03-06,4.3219
2021-03-07,2.53353
2021-03-08,22.65275
2021-03-09,20.11922
2021-03-10,22.95081
2021-03-11,25.48435
2021-03-12,26.97466
2021-03-13,4.769
2021-03-14,4.769
2021-03-15,23.54694
2021-03-16,28.31594
2021-03-17,27.57078
2021-03-18,31.4456
2021-03-19,17.58569
2021-03-20,5.06706
2021-03-21,4.91803
2021-03-22,21.75856
2021-03-23,22.05663
2021-03-24,20.41728
2021-03-25,23.24888
2021-03-26,24.73919
2021-03-27,2.98062
2021-03-28,1.9374
2021-03-29,28.76304
2021-03-30,25.93144
2021-03-31,24.14307
2021-04-01,26.37853
2021-04-02,29.35916
2021-04-03,4.91803
2021-04-04,3.12965
2021-04-05,23.99403
2021-04-06,22.65275
2021-04-07,25.33532
2021-04-08,22.95081
2021-04-09,24.73919
2021-04-10,1.78837
2021-04-11,2.98062
2021-04-12,32.33979
2021-04-13,36.06557
2021-04-14,39.19523
2021-04-15,38.74813
2021-04-16,40.83457
2021-04-17,5.96125
2021-04-18,4.47093
2021-04-19,44.11326
2021-04-20,32.63785
2021-04-21,27.71982
2021-04-22,24.14307
2021-04-23,30.40238
2021-04-24,5.36512
2021-04-25,4.17287
2021-04-26,32.04172
2021-04-27,29.0611
2021-04-28,23.845
2021-04-29,29.35916
2021-04-30,24.14307
2021-05-01,1.49031
2021-05-02,2.08643
2021-05-03,25.63338
2021-05-04,30.40238
2021-05-05,4.61997
2021-05-06,29.50819
2021-05-07,33.23397
2021-05-08,2.83159
2021-05-09,3.57675
2021-05-10,33.23397
2021-05-11,23.845
2021-05-12,20.86438
2021-05-13,27.57078
2021-05-14,28.01788
2021-05-15,4.47093
2021-05-16,5.81222
2021-05-17,25.63338
2021-05-18,25.93144
2021-05-19,4.91803
2021-05-20,23.09985
2021-05-21,26.2295
2021-05-22,2.98062
2021-05-23,7.1535
2021-05-24,23.39791
2021-05-25,21.16244
2021-05-26,24.73919
2021-05-27,18.03278
2021-05-28,26.97466
2021-05-29,2.83159
2021-05-30,2.53353
2021-05-31,24.14307
2021-06-01,20.71535
2021-06-02,22.05663
2021-06-03,27.12369
2021-06-04,23.39791
2021-06-05,1.19225
2021-06-06,2.08643
2021-06-07,23.54694
2021-06-08,27.12369
2021-06-09,23.24888
2021-06-10,36.2146
2021-06-11,37.55588
2021-06-12,3.72578
2021-06-13,3.72578
2021-06-14,39.19523
2021-06-15,30.9985
2021-06-16,31.74366
2021-06-17,25.93144
2021-06-18,37.40685
2021-06-19,3.72578
2021-06-20,3.72578
2021-06-21,33.8301
2021-06-22,30.9985
2021-06-23,48.88226
2021-06-24,61.25186
2021-06-25,67.21311
2021-06-26,29.0611
2021-06-27,32.19076
2021-06-28,72.72727
2021-06-29,54.99254
2021-06-30,56.63189
2021-07-01,66.16989
2021-07-02,65.57377
2021-07-03,17.73472
2021-07-04,13.11475
2021-07-05,79.43368
2021-07-06,70.64083
2021-07-07,50.81967
2021-07-08,46.79582
2021-07-09,43.51713
2021-07-10,7.1535
2021-07-11,5.21609
2021-07-12,35.76751
2021-07-13,36.81073
2021-07-14,33.08494
2021-07-15,36.95976
2021-07-16,36.06557
2021-07-17,10.73025
2021-07-18,10.58122
2021-07-19,36.51266
2021-07-20,44.11326
2021-07-21,47.69001
2021-07-22,38.74813
2021-07-23,38.5991
2021-07-24,4.91803
2021-07-25,7.45156
2021-07-26,33.08494
2021-07-27,37.70491
2021-07-28,32.78688
2021-07-29,27.86885
2021-07-30,27.42175
2021-07-31,7.30253
2021-08-01,4.02384
2021-08-02,37.85394
2021-08-03,38.45007
2021-08-04,44.56035
2021-08-05,56.92995
2021-08-06,51.26676
2021-08-07,8.64381
2021-08-08,5.06706
2021-08-09,38.00298
2021-08-10,54.24739
2021-08-11,64.97764
2021-08-12,71.23695
2021-08-13,50.5216
2021-08-14,9.538
2021-08-15,4.3219
2021-08-16,11.02831
2021-08-17,42.02682
2021-08-18,37.10879
2021-08-19,34.72429
2021-08-20,35.61847
2021-08-21,2.68256
2021-08-22,4.47093
2021-08-23,45.60357
2021-08-24,42.62295
2021-08-25,34.57526
2021-08-26,33.38301
2021-08-27,41.13263
2021-08-28,4.02384
2021-08-29,3.27868
2021-08-30,34.72429
2021-08-31,39.19523
2021-09-01,44.11326
2021-09-02,31.89269
2021-09-03,34.87332
2021-09-04,4.02384
2021-09-05,3.42771
2021-09-06,30.40238
2021-09-07,33.8301
2021-09-08,32.19076
2021-09-09,29.95529
2021-09-10,25.48435
2021-09-11,3.42771
2021-09-12,6.25931
2021-09-13,23.24888
2021-09-14,31.89269
2021-09-15,32.63785
2021-09-16,28.614
2021-09-17,27.42175
2021-09-18,2.98062
2021-09-19,2.98062
2021-09-20,1.19225
2021-09-21,2.83159
2021-09-22,2.23546
2021-09-23,33.38301
2021-09-24,24.14307
2021-09-25,3.87481
2021-09-26,3.12965
2021-09-27,26.08047
2021-09-28,28.91207
2021-09-29,21.9076
2021-09-30,24.59016
2021-10-01,23.69597
2021-10-02,2.98062
2021-10-03,2.53353
2021-10-04,2.53353
2021-10-05,27.86885
2021-10-06,30.55141
2021-10-07,27.12369
2021-10-08,25.48435
2021-10-09,2.53353
2021-10-10,3.87481
2021-10-11,7.89865
2021-10-12,22.80178
2021-10-13,25.33532
2021-10-14,24.59016
2021-10-15,26.08047
2021-10-16,2.53353
2021-10-17,2.53353
2021-10-18,22.65275
2021-10-19,22.05663
2021-10-20,22.95081
2021-10-21,20.26825
2021-10-22,19.82116
2021-10-23,1.9374
2021-10-24,1.78837
2021-10-25,15.35022
2021-10-26,23.845
2021-10-27,19.67213
2021-10-28,17.43666
2021-10-29,24.14307
2021-10-30,5.51415
2021-10-31,2.98062
2021-11-01,27.57078
2021-11-02,29.95529
2021-11-03,23.39791
2021-11-04,25.48435
2021-11-05,23.24888
2021-11-06,2.23546
2021-11-07,2.98062
2021-11-08,46.94485
2021-11-09,30.70044
2021-11-10,30.25335
2021-11-11,26.37853
2021-11-12,37.10879
2021-11-13,3.72578
2021-11-14,6.40834
2021-11-15,41.57973
2021-11-16,40.53651
2021-11-17,31.89269
2021-11-18,29.21013
2021-11-19,30.25335
2021-11-20,9.38897
2021-11-21,7.00447
2021-11-22,32.33979
2021-11-23,33.68107
2021-11-24,36.51266
2021-11-25,32.19076
2021-11-26,31.29657
2021-11-27,4.47093
2021-11-28,3.87481
2021-11-29,28.614
2021-11-30,19.37406
2021-12-01,18.47988
2021-12-02,14.307
2021-12-03,18.47988
2021-12-04,3.42771
2021-12-05,3.57675
2021-12-06,21.75856
2021-12-07,24.14307
2021-12-08,32.04172
2021-12-09,41.72876
2021-12-10,26.2295
2021-12-11,4.61997
2021-12-12,0.89418
2021-12-13,21.16244
2021-12-14,25.78241
2021-12-15,23.69597
2021-12-16,24.88822
2021-12-17,20.86438
2021-12-18,2.53353
2021-12-19,3.42771
2021-12-20,16.84053
2021-12-21,15.20119
2021-12-22,16.54247
2021-12-23,18.62891
2021-12-24,14.00894
2021-12-25,2.3845
2021-12-26,2.3845
2021-12-27,21.16244
2021-12-28,19.52309
2021-12-29,19.076
2021-12-30,12.22056
2021-12-31,7.60059
2022-01-01,1.49031
2022-01-02,3.87481
2022-01-03,19.52309
2022-01-04,19.22503
2022-01-05,18.77794
2022-01-06,23.99403
2022-01-07,19.82116
2022-01-08,3.57675
2022-01-09,4.02384
2022-01-10,13.56184
2022-01-11,14.15797
2022-01-12,19.97019
2022-01-13,15.79731
2022-01-14,19.52309
2022-01-15,3.72578
2022-01-16,4.91803
2022-01-17,20.11922
2022-01-18,17.13859
2022-01-19,12.36959
2022-01-20,16.54247
2022-01-21,14.75409
2022-01-22,3.57675
2022-01-23,2.68256
2022-01-24,11.02831
2022-01-25,12.07153
2022-01-26,8.94187
2022-01-27,9.23994
2022-01-28,15.20119
2022-01-29,4.769
2022-01-30,2.3845
2022-01-31,1.19225
2022-02-01,1.63934
2022-02-02,2.68256
2022-02-03,14.15797
2022-02-04,11.77347
2022-02-05,2.98062
2022-02-06,1.78837
2022-02-07,10.58122
2022-02-08,10.73025
2022-02-09,12.07153
2022-02-10,11.62444
2022-02-11,7.89865
2022-02-12,2.3845
2022-02-13,2.3845
2022-02-14,9.98509
2022-02-15,11.9225
2022-02-16,14.00894
2022-02-17,10.73025
2022-02-18,11.77347
2022-02-19,1.04321
2022-02-20,4.02384
2022-02-21,11.4754
2022-02-22,9.83606
2022-02-23,7.89865
2022-02-24,7.00447
2022-02-25,9.38897
2022-02-26,1.78837
2022-02-27,3.42771
2022-02-28,10.13412
2022-03-01,2.23546
2022-03-02,8.94187
2022-03-03,13.26378
2022-03-04,8.94187
2022-03-05,1.9374
2022-03-06,2.3845
2022-03-07,6.11028
2022-03-08,7.45156
2022-03-09,2.23546
2022-03-10,7.89865
2022-03-11,10.73025
2022-03-12,1.63934
2022-03-13,1.34128
2022-03-14,9.98509
2022-03-15,8.04769
2022-03-16,10.13412
2022-03-17,12.36959
2022-03-18,11.4754
2022-03-19,3.87481
2022-03-20,1.78837
2022-03-21,12.66766
2022-03-22,14.15797
2022-03-23,13.71087
2022-03-24,12.36959
2022-03-25,9.83606
2022-03-26,2.83159
2022-03-27,1.9374
2022-03-28,8.79284
2022-03-29,9.538
2022-03-30,24.88822
2022-03-31,25.18628
2022-04-01,15.94634
2022-04-02,1.78837
2022-04-03,3.27868
2022-04-04,13.41281
2022-04-05,12.66766
2022-04-06,13.71087
2022-04-07,11.02831
2022-04-08,12.96572
2022-04-09,3.72578
2022-04-10,1.78837
2022-04-11,9.0909
2022-04-12,7.00447
2022-04-13,14.00894
2022-04-14,14.307
2022-04-15,9.23994
2022-04-16,3.72578
2022-04-17,1.63934
2022-04-18,10.28315
2022-04-19,11.17734
2022-04-20,9.38897
2022-04-21,13.11475
2022-04-22,8.19672
2022-04-23,1.34128
2022-04-24,1.04321
2022-04-25,6.11028
2022-04-26,12.36959
2022-04-27,10.73025
2022-04-28,13.56184
2022-04-29,11.62444
2022-04-30,1.19225
2022-05-01,1.04321
2022-05-02,7.74962
2022-05-03,13.11475
2022-05-04,9.68703
2022-05-05,3.57675
2022-05-06,7.60059
2022-05-07,1.34128
2022-05-09,9.38897
2022-05-10,5.66318
2022-05-11,7.45156
2022-05-12,7.74962
2022-05-13,9.68703
2022-05-14,1.63934
2022-05-15,0.89418
2022-05-16,8.04769
2022-05-17,9.38897
2022-05-18,9.38897
2022-05-19,9.0909
2022-05-20,13.71087
2022-05-21,0.74515
2022-05-22,1.63934
2022-05-23,15.20119
2022-05-24,8.94187
2022-05-25,13.56184
2022-05-26,13.56184
2022-05-27,15.20119
2022-05-28,2.3845
2022-05-29,1.04321
2022-05-30,13.56184
2022-05-31,14.45603
2022-06-01,1.63934
2022-06-02,7.89865
2022-06-03,8.94187
2022-06-04,0.74515
2022-06-05,1.78837
2022-06-07,5.81222
2022-06-08,10.87928
2022-06-09,9.538
2022-06-10,6.7064
2022-06-11,1.9374
2022-06-12,1.19225
2022-06-13,8.19672
2022-06-14,7.30253
2022-06-15,6.25931
2022-06-16,7.74962
2022-06-17,5.06706
2022-06-18,1.19225
2022-06-19,2.68256
2022-06-20,9.538
2022-06-21,8.79284
2022-06-22,9.83606
2022-06-23,8.49478
2022-06-24,11.4754
2022-06-25,2.08643
2022-06-26,1.04321
2022-06-27,11.17734
2022-06-28,7.1535
2022-06-29,9.0909
2022-06-30,7.74962
2022-07-01,6.85543
2022-07-02,1.63934
2022-07-03,0.74515
2022-07-04,11.17734
2022-07-05,14.75409
2022-07-06,14.45603
2022-07-07,13.26378
2022-07-08,11.17734
2022-07-09,1.63934
2022-07-10,1.9374
2022-07-11,15.49925
2022-07-12,12.81669
2022-07-13,12.07153
2022-07-14,11.62444
2022-07-15,11.4754
2022-07-16,2.23546
2022-07-17,2.53353
2022-07-18,12.96572
2022-07-19,11.17734
2022-07-20,9.83606
2022-07-21,11.02831
2022-07-22,9.0909
2022-07-23,2.3845
2022-07-24,1.04321
2022-07-25,10.13412
2022-07-26,10.13412
2022-07-27,10.43219
2022-07-28,11.32637
2022-07-29,10.28315
2022-07-30,2.08643
2022-07-31,1.78837
2022-08-01,9.23994
2022-08-02,5.66318
2022-08-03,8.49478
2022-08-04,13.41281
2022-08-05,14.75409
2022-08-06,2.68256
2022-08-07,1.78837
2022-08-08,13.71087
2022-08-09,16.84053
2022-08-10,10.87928
2022-08-11,9.83606
2022-08-12,11.32637
2022-08-13,1.9374
2022-08-14,1.78837
2022-08-15,2.3845
2022-08-16,9.23994
2022-08-17,7.74962
2022-08-18,8.49478
2022-08-19,5.81222
2022-08-20,1.19225
2022-08-21,1.63934
2022-08-22,7.30253
2022-08-23,8.34575
2022-08-24,7.60059
2022-08-25,8.04769
2022-08-26,7.1535
2022-08-27,1.34128
2022-08-28,1.34128
2022-08-29,4.47093
2022-08-30,6.11028
2022-08-31,7.60059
2022-09-01,5.06706
2022-09-02,5.66318
2022-09-03,1.19225
2022-09-04,1.19225
2022-09-05,7.30253
2022-09-06,6.11028
2022-09-07,6.40834
2022-09-08,7.74962
2022-09-09,1.04321
2022-09-10,1.49031
2022-09-11,1.19225
2022-09-12,1.49031
2022-09-13,7.00447
2022-09-14,7.89865
2022-09-15,4.17287
2022-09-16,6.55737
2022-09-17,0.74515
2022-09-18,1.9374
2022-09-19,6.25931
2022-09-20,8.19672
2022-09-21,6.40834
2022-09-22,4.61997
2022-09-23,4.3219
2022-09-24,1.19225
2022-09-26,4.17287
2022-09-27,6.85543
2022-09-28,9.83606
2022-09-29,8.64381
2022-09-30,4.3219
2022-10-01,0.74515
2022-10-02,1.04321
2022-10-03,2.23546
2022-10-04,5.96125
2022-10-05,6.40834
2022-10-06,4.91803
2022-10-07,4.47093
2022-10-08,1.04321
2022-10-11,3.42771
2022-10-12,2.68256
2022-10-13,4.47093
2022-10-14,5.06706
2022-10-17,3.42771
2022-10-18,5.96125
2022-10-19,4.3219
2022-10-20,5.06706
2022-10-21,2.98062
2022-10-22,1.04321
2022-10-23,1.34128
2022-10-24,4.17287
2022-10-25,5.21609
2022-10-26,6.7064
2022-10-27,5.21609
2022-10-28,5.81222
2022-10-29,1.19225
2022-10-30,1.49031
2022-10-31,4.769
2022-11-01,5.21609
2022-11-02,4.47093
2022-11-03,4.02384
2022-11-04,5.36512
2022-11-05,1.49031
2022-11-06,1.78837
2022-11-07,4.61997
2022-11-08,7.89865
2022-11-09,9.38897
2022-11-10,3.57675
2022-11-11,9.0909
2022-11-12,1.19225
2022-11-13,1.78837
2022-11-14,6.11028
2022-11-15,8.94187
2022-11-16,10.87928
2022-11-17,8.19672
2022-11-18,6.11028
2022-11-19,1.19225
2022-11-21,7.89865
2022-11-22,6.11028
2022-11-23,5.81222
2022-11-24,5.66318
2022-11-25,4.3219
2022-11-26,1.19225
2022-11-27,0.74515
2022-11-28,4.769
2022-11-29,5.36512
2022-11-30,4.769
2022-12-01,6.7064
2022-12-02,4.47093
2022-12-03,1.34128
2022-12-05,6.7064
2022-12-06,4.61997
2022-12-07,5.21609
2022-12-08,4.02384
2022-12-09,6.7064
2022-12-10,1.19225
2022-12-11,1.78837
2022-12-12,4.02384
2022-12-13,6.55737
2022-12-14,6.85543
2022-12-15,6.40834
2022-12-16,4.61997
2022-12-17,0.89418
2022-12-18,0.89418
2022-12-19,3.12965
2022-12-20,2.83159
2022-12-21,4.61997
2022-12-22,4.61997
2022-12-23,5.21609
2022-12-26,3.27868
2022-12-27,4.17287
2022-12-28,3.72578
2022-12-29,3.12965
2022-12-30,1.19225
2023-01-01,1.34128
2023-01-02,2.3845
2023-01-03,4.02384
2023-01-04,7.45156
2023-01-05,6.25931
2023-01-06,4.61997
2023-01-07,1.34128
2023-01-08,0.89418
2023-01-09,6.55737
2023-01-10,4.02384
2023-01-11,6.55737
2023-01-12,4.47093
2023-01-13,6.11028
2023-01-14,1.04321
2023-01-15,1.78837
2023-01-16,9.23994
2023-01-17,6.25931
2023-01-18,6.7064
2023-01-19,4.17287
2023-01-20,4.61997
2023-01-21,1.04321
2023-01-22,1.9374
2023-01-23,1.19225
2023-01-24,1.78837
2023-01-25,7.60059
2023-01-26,8.04769
2023-01-27,8.64381
2023-01-28,3.12965
2023-01-29,2.53353
2023-01-30,5.96125
2023-01-31,6.25931
2023-02-01,9.0909
2023-02-02,9.38897
2023-02-03,7.74962
2023-02-04,1.78837
2023-02-05,1.49031
2023-02-06,9.68703
2023-02-07,12.07153
2023-02-08,9.98509
2023-02-09,10.13412
2023-02-10,8.79284
2023-02-11,0.74515
2023-02-12,2.3845
2023-02-13,8.94187
2023-02-14,7.89865
2023-02-15,7.89865
2023-02-16,9.538
2023-02-17,4.91803
2023-02-18,1.78837
2023-02-19,0.89418
2023-02-20,9.0909
2023-02-21,8.19672
2023-02-22,4.02384
2023-02-23,4.91803
2023-02-24,6.7064
2023-02-25,1.63934
2023-02-26,2.3845
2023-02-27,6.55737
2023-02-28,9.23994
2023-03-01,1.9374
2023-03-02,11.9225
2023-03-03,12.81669
2023-03-04,1.63934
2023-03-05,2.08643
2023-03-06,12.81669
2023-03-07,17.28763
2023-03-08,16.09538
2023-03-09,14.60506
2023-03-10,13.26378
2023-03-11,2.68256
2023-03-12,1.49031
2023-03-13,10.73025
2023-03-14,7.60059
2023-03-15,11.62444
2023-03-16,14.15797
2023-03-17,20.41728
2023-03-18,2.98062
2023-03-19,2.83159
2023-03-20,14.45603
2023-03-21,13.26378
2023-03-22,16.09538
2023-03-23,13.41281
2023-03-24,10.28315
2023-03-25,3.12965
2023-03-26,2.23546
2023-03-27,13.41281
2023-03-28,16.09538
2023-03-29,12.36959
2023-03-30,17.43666
2023-03-31,12.96572
2023-04-01,2.08643
2023-04-02,4.3219
2023-04-03,15.49925
2023-04-04,28.91207
2023-04-05,30.10432
2023-04-06,26.37853
2023-04-07,22.65275
2023-04-08,2.98062
2023-04-09,3.12965
2023-04-10,22.65275
2023-04-11,33.97913
2023-04-12,47.69001
2023-04-13,47.98807
2023-04-14,49.32935
2023-04-15,7.1535
2023-04-16,6.25931
2023-04-17,37.70491
2023-04-18,32.04172
2023-04-19,34.57526
2023-04-20,26.2295
2023-04-21,19.67213
2023-04-22,2.3845
2023-04-23,3.42771
2023-04-24,25.33532
2023-04-25,25.33532
2023-04-26,21.31147
2023-04-27,18.03278
2023-04-28,20.56631
2023-04-29,5.96125
2023-04-30,5.21609
2023-05-01,3.72578
2023-05-02,21.60953
2023-05-03,26.52757
2023-05-04,26.52757
2023-05-05,4.91803
2023-05-06,3.72578
2023-05-07,4.47093
2023-05-08,22.80178
2023-05-09,27.71982
2023-05-10,24.73919
2023-05-11,25.93144
2023-05-12,27.42175
2023-05-13,1.63934
2023-05-14,2.3845
2023-05-15,23.24888
2023-05-16,21.01341
2023-05-17,18.47988
2023-05-18,21.4605
2023-05-19,23.99403
2023-05-20,2.08643
2023-05-21,2.23546
2023-05-22,22.20566
2023-05-23,26.37853
2023-05-24,24.14307
2023-05-25,19.076
2023-05-26,21.60953
2023-05-27,3.42771
2023-05-28,3.72578
2023-05-29,3.27868
2023-05-30,22.95081
2023-05-31,13.85991
2023-06-01,24.88822
2023-06-02,24.2921
2023-06-03,3.72578
2023-06-04,5.21609
2023-06-05,26.6766
2023-06-06,9.0909
2023-06-07,29.95529
2023-06-08,33.8301
2023-06-09,29.80625
2023-06-10,3.57675
