date,내보험찾기
2020-08-04,14.22121
2020-08-05,25.95936
2020-08-06,20.99322
2020-08-07,17.09932
2020-08-08,11.17381
2020-08-09,10.72234
2020-08-10,18.51015
2020-08-11,19.13092
2020-08-12,24.15349
2020-08-13,20.14672
2020-08-14,17.04288
2020-08-15,7.56207
2020-08-16,5.53047
2020-08-17,9.70654
2020-08-18,14.95485
2020-08-19,18.67945
2020-08-20,19.01805
2020-08-21,17.43792
2020-08-22,14.44695
2020-08-23,11.51241
2020-08-24,20.42889
2020-08-25,20.76749
2020-08-26,20.76749
2020-08-27,18.17155
2020-08-28,14.27765
2020-08-29,7.2799
2020-08-30,7.78781
2020-08-31,15.68848
2020-09-01,13.31828
2020-09-02,15.80135
2020-09-03,13.93905
2020-09-04,13.71331
2020-09-05,7.67494
2020-09-06,5.36117
2020-09-07,14.84198
2020-09-08,12.41534
2020-09-09,13.37471
2020-09-10,14.05191
2020-09-11,14.33408
2020-09-12,5.69977
2020-09-13,6.9413
2020-09-14,14.78555
2020-09-15,12.92325
2020-09-16,16.93002
2020-09-17,21.10609
2020-09-18,12.35891
2020-09-19,8.69074
2020-09-20,5.30474
2020-09-21,12.75395
2020-09-22,14.84198
2020-09-23,14.27765
2020-09-24,13.14898
2020-09-25,13.71331
2020-09-26,8.46501
2020-09-27,6.65914
2020-09-28,15.01128
2020-09-29,12.81038
2020-09-30,8.63431
2020-10-01,8.12641
2020-10-02,6.54627
2020-10-03,6.15124
2020-10-04,4.85327
2020-10-05,17.94582
2020-10-06,19.24379
2020-10-07,13.60045
2020-10-08,17.09932
2020-10-09,11.85101
2020-10-10,11.28668
2020-10-11,11.62528
2020-10-12,25.79006
2020-10-13,17.83295
2020-10-14,16.30925
2020-10-15,16.13995
2020-10-16,12.52821
2020-10-17,6.6027
2020-10-18,7.56207
2020-10-19,12.97968
2020-10-20,15.51918
2020-10-21,11.28668
2020-10-22,11.51241
2020-10-23,12.13318
2020-10-24,7.4492
2020-10-25,6.65914
2020-10-26,14.61625
2020-10-27,15.06772
2020-10-28,13.54401
2020-10-29,13.93905
2020-10-30,13.03611
2020-10-31,5.98194
2020-11-01,6.2641
2020-11-02,11.85101
2020-11-03,15.85778
2020-11-04,13.14898
2020-11-05,13.54401
2020-11-06,10.66591
2020-11-07,7.50564
2020-11-08,8.23927
2020-11-09,16.53498
2020-11-10,15.68848
2020-11-11,13.65688
2020-11-12,14.78555
2020-11-13,12.18961
2020-11-14,6.82844
2020-11-15,6.9413
2020-11-16,13.26185
2020-11-17,20.31602
2020-11-18,17.26862
2020-11-19,14.67268
2020-11-20,10.15801
2020-11-21,9.53724
2020-11-22,6.54627
2020-11-23,14.33408
2020-11-24,14.84198
2020-11-25,16.13995
2020-11-26,13.14898
2020-11-27,13.43115
2020-11-28,9.87584
2020-11-29,7.2799
2020-11-30,15.34988
2020-12-01,15.23702
2020-12-02,15.74492
2020-12-03,15.34988
2020-12-04,14.84198
2020-12-05,7.67494
2020-12-06,9.65011
2020-12-07,18.34085
2020-12-08,15.51918
2020-12-09,16.59142
2020-12-10,18.00225
2020-12-11,14.44695
2020-12-12,9.81941
2020-12-13,7.90067
2020-12-14,15.68848
2020-12-15,14.61625
2020-12-16,17.38148
2020-12-17,17.26862
2020-12-18,14.84198
2020-12-19,9.08577
2020-12-20,8.23927
2020-12-21,14.33408
2020-12-22,15.46275
2020-12-23,15.12415
2020-12-24,13.20541
2020-12-25,6.6027
2020-12-26,8.63431
2020-12-27,8.91647
2020-12-28,20.25959
2020-12-29,15.34988
2020-12-30,15.74492
2020-12-31,23.70203
2021-01-01,8.86004
2021-01-02,18.67945
2021-01-03,9.70654
2021-01-04,19.01805
2021-01-05,18.34085
2021-01-06,18.17155
2021-01-07,17.83295
2021-01-08,16.47855
2021-01-09,13.71331
2021-01-10,8.52144
2021-01-11,20.42889
2021-01-12,25.11286
2021-01-13,26.07223
2021-01-14,24.32279
2021-01-15,22.29119
2021-01-16,12.30248
2021-01-17,9.42437
2021-01-18,20.42889
2021-01-19,22.29119
2021-01-20,19.69525
2021-01-21,19.69525
2021-01-22,19.18735
2021-01-23,10.04514
2021-01-24,11.28668
2021-01-25,18.62302
2021-01-26,18.39729
2021-01-27,15.80135
2021-01-28,18.56659
2021-01-29,15.06772
2021-01-30,10.66591
2021-01-31,8.63431
2021-02-01,13.99548
2021-02-02,15.40632
2021-02-03,13.99548
2021-02-04,13.60045
2021-02-05,15.01128
2021-02-06,11.85101
2021-02-07,7.39277
2021-02-08,17.83295
2021-02-09,16.19638
2021-02-10,12.24604
2021-02-11,10.21444
2021-02-12,15.34988
2021-02-13,14.67268
2021-02-14,10.94808
2021-02-15,22.96839
2021-02-16,21.44469
2021-02-17,18.84875
2021-02-18,17.49435
2021-02-19,14.50338
2021-02-20,10.10158
2021-02-21,8.46501
2021-02-22,16.47855
2021-02-23,16.98645
2021-02-24,13.82618
2021-02-25,15.46275
2021-02-26,13.65688
2021-02-27,9.19864
2021-02-28,7.50564
2021-03-01,6.65914
2021-03-02,13.31828
2021-03-03,15.85778
2021-03-04,16.19638
2021-03-05,11.79458
2021-03-06,8.12641
2021-03-07,7.22347
2021-03-08,13.37471
2021-03-09,14.84198
2021-03-10,15.85778
2021-03-11,15.01128
2021-03-12,14.55981
2021-03-13,8.63431
2021-03-14,9.19864
2021-03-15,16.42212
2021-03-16,14.50338
2021-03-17,14.84198
2021-03-18,16.87358
2021-03-19,12.81038
2021-03-20,9.98871
2021-03-21,9.08577
2021-03-22,14.05191
2021-03-23,13.14898
2021-03-24,15.46275
2021-03-25,14.16478
2021-03-26,13.09255
2021-03-27,8.46501
2021-03-28,8.74717
2021-03-29,15.57562
2021-03-30,14.10835
2021-03-31,14.22121
2021-04-01,10.60948
2021-04-02,11.11738
2021-04-03,6.9413
2021-04-04,9.70654
2021-04-05,16.59142
2021-04-06,16.87358
2021-04-07,16.87358
2021-04-08,13.93905
2021-04-09,12.75395
2021-04-10,5.69977
2021-04-11,6.15124
2021-04-12,12.41534
2021-04-13,12.07674
2021-04-14,13.88261
2021-04-15,14.44695
2021-04-16,12.97968
2021-04-17,6.65914
2021-04-18,7.22347
2021-04-19,12.69751
2021-04-20,12.52821
2021-04-21,14.95485
2021-04-22,11.28668
2021-04-23,12.75395
2021-04-24,8.35214
2021-04-25,7.05417
2021-04-26,14.67268
2021-04-27,12.13318
2021-04-28,11.79458
2021-04-29,20.37246
2021-04-30,13.76975
2021-05-01,8.91647
2021-05-02,5.81264
2021-05-03,11.51241
2021-05-04,10.27088
2021-05-05,7.67494
2021-05-06,13.48758
2021-05-07,14.27765
2021-05-08,11.73814
2021-05-09,9.25507
2021-05-10,15.68848
2021-05-11,17.49435
2021-05-12,14.27765
2021-05-13,13.43115
2021-05-14,14.84198
2021-05-15,11.85101
2021-05-16,12.07674
2021-05-17,21.21896
2021-05-18,18.45372
2021-05-19,12.35891
2021-05-20,21.21896
2021-05-21,16.76072
2021-05-22,12.24604
2021-05-23,11.17381
2021-05-24,19.35665
2021-05-25,20.65462
2021-05-26,16.76072
2021-05-27,18.05869
2021-05-28,13.88261
2021-05-29,9.87584
2021-05-30,8.12641
2021-05-31,11.56884
2021-06-01,13.09255
2021-06-02,12.81038
2021-06-03,12.30248
2021-06-04,10.55304
2021-06-05,7.2799
2021-06-06,5.64334
2021-06-07,13.99548
2021-06-08,14.22121
2021-06-09,11.34311
2021-06-10,12.30248
2021-06-11,11.51241
2021-06-12,7.56207
2021-06-13,7.39277
2021-06-14,13.37471
2021-06-15,13.03611
2021-06-16,16.08352
2021-06-17,17.43792
2021-06-18,16.87358
2021-06-19,6.54627
2021-06-20,11.11738
2021-06-21,13.37471
2021-06-22,14.61625
2021-06-23,14.67268
2021-06-24,16.30925
2021-06-25,16.30925
2021-06-26,9.02934
2021-06-27,8.12641
2021-06-28,16.76072
2021-06-29,19.97742
2021-06-30,20.03386
2021-07-01,16.25282
2021-07-02,12.13318
2021-07-03,7.1106
2021-07-04,5.47404
2021-07-05,10.44018
2021-07-06,11.39954
2021-07-07,12.97968
2021-07-08,12.13318
2021-07-09,9.70654
2021-07-10,9.25507
2021-07-11,6.88487
2021-07-12,12.97968
2021-07-13,13.65688
2021-07-14,12.24604
2021-07-15,13.09255
2021-07-16,11.79458
2021-07-17,8.06997
2021-07-18,6.6027
2021-07-19,13.03611
2021-07-20,18.73589
2021-07-21,16.13995
2021-07-22,15.40632
2021-07-23,15.34988
2021-07-24,9.53724
2021-07-25,5.86907
2021-07-26,14.44695
2021-07-27,16.87358
2021-07-28,13.93905
2021-07-29,15.40632
2021-07-30,12.92325
2021-07-31,8.74717
2021-08-01,7.22347
2021-08-02,15.80135
2021-08-03,16.25282
2021-08-04,14.72911
2021-08-05,16.19638
2021-08-06,14.33408
2021-08-07,8.12641
2021-08-08,6.65914
2021-08-09,15.63205
2021-08-10,15.74492
2021-08-11,16.64785
2021-08-12,16.08352
2021-08-13,14.78555
2021-08-14,9.31151
2021-08-15,9.19864
2021-08-16,11.06094
2021-08-17,24.15349
2021-08-18,18.39729
2021-08-19,14.16478
2021-08-20,16.02708
2021-08-21,11.51241
2021-08-22,9.25507
2021-08-23,16.08352
2021-08-24,16.47855
2021-08-25,18.73589
2021-08-26,17.04288
2021-08-27,16.25282
2021-08-28,8.01354
2021-08-29,10.04514
2021-08-30,15.63205
2021-08-31,15.46275
2021-09-01,15.97065
2021-09-02,14.16478
2021-09-03,15.91422
2021-09-04,9.48081
2021-09-05,9.59367
2021-09-06,18.00225
2021-09-07,14.39051
2021-09-08,14.95485
2021-09-09,16.13995
2021-09-10,15.23702
2021-09-11,8.57787
2021-09-12,9.81941
2021-09-13,20.03386
2021-09-14,16.47855
2021-09-15,15.46275
2021-09-16,13.43115
2021-09-17,12.69751
2021-09-18,8.35214
2021-09-19,6.82844
2021-09-20,7.95711
2021-09-21,8.91647
2021-09-22,7.4492
2021-09-23,19.01805
2021-09-24,20.20316
2021-09-25,8.57787
2021-09-26,7.73137
2021-09-27,23.02483
2021-09-28,18.45372
2021-09-29,17.88939
2021-09-30,17.66365
2021-10-01,15.01128
2021-10-02,9.19864
2021-10-03,9.48081
2021-10-04,11.34311
2021-10-05,15.68848
2021-10-06,23.02483
2021-10-07,21.67042
2021-10-08,15.12415
2021-10-09,6.6027
2021-10-10,6.71557
2021-10-11,8.91647
2021-10-12,21.16252
2021-10-13,18.62302
2021-10-14,15.57562
2021-10-15,14.95485
2021-10-16,7.2799
2021-10-17,7.78781
2021-10-18,15.46275
2021-10-19,17.38148
2021-10-20,15.18058
2021-10-21,15.51918
2021-10-22,14.55981
2021-10-23,9.31151
2021-10-24,6.15124
2021-10-25,14.61625
2021-10-26,15.68848
2021-10-27,16.19638
2021-10-28,14.05191
2021-10-29,12.69751
2021-10-30,8.80361
2021-10-31,7.1106
2021-11-01,14.33408
2021-11-02,38.03611
2021-11-03,76.63656
2021-11-04,54.45823
2021-11-05,26.91873
2021-11-06,15.68848
2021-11-07,11.73814
2021-11-08,19.69525
2021-11-09,23.13769
2021-11-10,18.39729
2021-11-11,17.55079
2021-11-12,16.02708
2021-11-13,9.65011
2021-11-14,9.14221
2021-11-15,18.73589
2021-11-16,16.02708
2021-11-17,16.02708
2021-11-18,14.55981
2021-11-19,13.60045
2021-11-20,10.21444
2021-11-21,9.36794
2021-11-22,15.34988
2021-11-23,15.18058
2021-11-24,17.21218
2021-11-25,20.93679
2021-11-26,15.12415
2021-11-27,10.38374
2021-11-28,10.94808
2021-11-29,18.00225
2021-11-30,19.13092
2021-12-01,14.33408
2021-12-02,15.46275
2021-12-03,19.13092
2021-12-04,12.18961
2021-12-05,11.11738
2021-12-06,18.51015
2021-12-07,21.50112
2021-12-08,17.32505
2021-12-09,16.59142
2021-12-10,13.88261
2021-12-11,7.61851
2021-12-12,7.78781
2021-12-13,15.06772
2021-12-14,17.04288
2021-12-15,14.78555
2021-12-16,16.87358
2021-12-17,12.75395
2021-12-18,7.73137
2021-12-19,9.53724
2021-12-20,19.24379
2021-12-21,17.15575
2021-12-22,16.36568
2021-12-23,13.71331
2021-12-24,11.23024
2021-12-25,8.91647
2021-12-26,11.28668
2021-12-27,16.42212
2021-12-28,16.70428
2021-12-29,20.82392
2021-12-30,16.36568
2021-12-31,14.33408
2022-01-01,10.83521
2022-01-02,10.83521
2022-01-03,17.94582
2022-01-04,18.96162
2022-01-05,18.51015
2022-01-06,15.91422
2022-01-07,15.80135
2022-01-08,12.24604
2022-01-09,9.14221
2022-01-10,17.43792
2022-01-11,16.36568
2022-01-12,16.64785
2022-01-13,17.49435
2022-01-14,15.23702
2022-01-15,10.44018
2022-01-16,10.27088
2022-01-17,15.06772
2022-01-18,18.45372
2022-01-19,16.02708
2022-01-20,18.96162
2022-01-21,17.15575
2022-01-22,9.31151
2022-01-23,9.02934
2022-01-24,15.80135
2022-01-25,19.63882
2022-01-26,15.85778
2022-01-27,14.55981
2022-01-28,14.10835
2022-01-29,7.56207
2022-01-30,9.08577
2022-01-31,9.25507
2022-02-01,9.98871
2022-02-02,11.45598
2022-02-03,18.45372
2022-02-04,22.12189
2022-02-05,11.73814
2022-02-06,28.5553
2022-02-07,33.57787
2022-02-08,24.04063
2022-02-09,21.33182
2022-02-10,17.38148
2022-02-11,15.29345
2022-02-12,9.98871
2022-02-13,8.29571
2022-02-14,17.38148
2022-02-15,15.51918
2022-02-16,16.02708
2022-02-17,13.99548
2022-02-18,16.25282
2022-02-19,11.68171
2022-02-20,8.69074
2022-02-21,16.42212
2022-02-22,16.98645
2022-02-23,15.18058
2022-02-24,14.95485
2022-02-25,15.85778
2022-02-26,10.55304
2022-02-27,9.65011
2022-02-28,17.04288
2022-03-01,11.73814
2022-03-02,14.84198
2022-03-03,13.76975
2022-03-04,15.12415
2022-03-05,9.87584
2022-03-06,9.25507
2022-03-07,15.74492
2022-03-08,13.48758
2022-03-09,10.10158
2022-03-10,14.16478
2022-03-11,12.86681
2022-03-12,9.08577
2022-03-13,7.22347
2022-03-14,16.70428
2022-03-15,15.97065
2022-03-16,13.93905
2022-03-17,19.30022
2022-03-18,18.28442
2022-03-19,11.62528
2022-03-20,8.52144
2022-03-21,12.30248
2022-03-22,16.59142
2022-03-23,14.78555
2022-03-24,13.54401
2022-03-25,14.50338
2022-03-26,9.02934
2022-03-27,8.35214
2022-03-28,13.09255
2022-03-29,14.33408
2022-03-30,13.82618
2022-03-31,13.09255
2022-04-01,11.34311
2022-04-02,9.81941
2022-04-03,8.12641
2022-04-04,14.39051
2022-04-05,14.61625
2022-04-06,15.06772
2022-04-07,16.36568
2022-04-08,12.86681
2022-04-09,8.23927
2022-04-10,7.4492
2022-04-11,17.72009
2022-04-12,15.97065
2022-04-13,16.98645
2022-04-14,15.01128
2022-04-15,13.43115
2022-04-16,8.63431
2022-04-17,7.50564
2022-04-18,17.21218
2022-04-19,17.15575
2022-04-20,17.15575
2022-04-21,16.59142
2022-04-22,11.90744
2022-04-23,8.57787
2022-04-24,8.01354
2022-04-25,16.59142
2022-04-26,17.43792
2022-04-27,16.42212
2022-04-28,14.39051
2022-04-29,12.30248
2022-04-30,8.35214
2022-05-01,8.63431
2022-05-02,17.77652
2022-05-03,13.09255
2022-05-04,14.10835
2022-05-05,10.27088
2022-05-06,17.77652
2022-05-07,8.40857
2022-05-08,7.61851
2022-05-09,16.47855
2022-05-10,15.80135
2022-05-11,16.93002
2022-05-12,16.36568
2022-05-13,15.97065
2022-05-14,10.21444
2022-05-15,7.90067
2022-05-16,17.43792
2022-05-17,19.52595
2022-05-18,17.49435
2022-05-19,18.22799
2022-05-20,33.18284
2022-05-21,19.41309
2022-05-22,14.05191
2022-05-23,24.37923
2022-05-24,28.78103
2022-05-25,20.99322
2022-05-26,16.59142
2022-05-27,19.13092
2022-05-28,10.60948
2022-05-29,9.98871
2022-05-30,19.58239
2022-05-31,17.88939
2022-06-01,10.10158
2022-06-02,15.68848
2022-06-03,15.74492
2022-06-04,9.25507
2022-06-05,7.22347
2022-06-06,9.59367
2022-06-07,17.26862
2022-06-08,15.51918
2022-06-09,16.25282
2022-06-10,16.53498
2022-06-11,9.59367
2022-06-12,9.81941
2022-06-13,17.49435
2022-06-14,16.59142
2022-06-15,21.04966
2022-06-16,18.79232
2022-06-17,18.17155
2022-06-18,14.16478
2022-06-19,7.39277
2022-06-20,21.83972
2022-06-21,21.04966
2022-06-22,22.40406
2022-06-23,18.79232
2022-06-24,17.66365
2022-06-25,9.76297
2022-06-26,9.14221
2022-06-27,19.86455
2022-06-28,21.83972
2022-06-29,17.66365
2022-06-30,16.98645
2022-07-01,15.57562
2022-07-02,10.89164
2022-07-03,10.83521
2022-07-04,20.14672
2022-07-05,18.73589
2022-07-06,16.53498
2022-07-07,18.96162
2022-07-08,15.68848
2022-07-09,9.48081
2022-07-10,9.08577
2022-07-11,17.21218
2022-07-12,17.15575
2022-07-13,18.84875
2022-07-14,16.98645
2022-07-15,14.39051
2022-07-16,9.70654
2022-07-17,9.14221
2022-07-18,15.91422
2022-07-19,17.32505
2022-07-20,15.51918
2022-07-21,16.19638
2022-07-22,16.19638
2022-07-23,10.38374
2022-07-24,8.18284
2022-07-25,18.79232
2022-07-26,15.51918
2022-07-27,15.12415
2022-07-28,16.02708
2022-07-29,13.26185
2022-07-30,6.9413
2022-07-31,9.93227
2022-08-01,12.18961
2022-08-02,16.93002
2022-08-03,16.42212
2022-08-04,16.19638
2022-08-05,16.64785
2022-08-06,9.70654
2022-08-07,9.31151
2022-08-08,18.22799
2022-08-09,18.17155
2022-08-10,17.83295
2022-08-11,18.11512
2022-08-12,12.97968
2022-08-13,8.46501
2022-08-14,7.73137
2022-08-15,10.04514
2022-08-16,18.56659
2022-08-17,17.55079
2022-08-18,17.88939
2022-08-19,15.80135
2022-08-20,9.19864
2022-08-21,8.86004
2022-08-22,18.51015
2022-08-23,18.34085
2022-08-24,20.20316
2022-08-25,18.84875
2022-08-26,16.76072
2022-08-27,9.02934
2022-08-28,7.56207
2022-08-29,17.60722
2022-08-30,18.62302
2022-08-31,18.39729
2022-09-01,14.84198
2022-09-02,18.90519
2022-09-03,8.35214
2022-09-04,8.06997
2022-09-05,15.46275
2022-09-06,16.08352
2022-09-07,13.20541
2022-09-08,12.35891
2022-09-09,8.06997
2022-09-10,7.84424
2022-09-11,7.67494
2022-09-12,10.38374
2022-09-13,24.20993
2022-09-14,21.83972
2022-09-15,20.42889
2022-09-16,19.18735
2022-09-17,9.42437
2022-09-18,7.16704
2022-09-19,19.97742
2022-09-20,20.54176
2022-09-21,18.73589
2022-09-22,18.56659
2022-09-23,16.59142
2022-09-24,8.80361
2022-09-25,7.73137
2022-09-26,17.94582
2022-09-27,19.97742
2022-09-28,19.58239
2022-09-29,28.0474
2022-09-30,20.48532
2022-10-01,17.72009
2022-10-02,13.48758
2022-10-03,14.95485
2022-10-04,27.8781
2022-10-05,26.0158
2022-10-06,37.92325
2022-10-07,76.0158
2022-10-08,19.69525
2022-10-09,15.57562
2022-10-10,22.29119
2022-10-11,29.0632
2022-10-12,30.98194
2022-10-13,31.88487
2022-10-14,26.0158
2022-10-15,25.79006
2022-10-16,14.67268
2022-10-17,33.57787
2022-10-18,33.97291
2022-10-19,29.4018
2022-10-20,32.56207
2022-10-21,39.67268
2022-10-22,24.15349
2022-10-23,18.79232
2022-10-24,32.05417
2022-10-25,33.35214
2022-10-26,30.69977
2022-10-27,30.5869
2022-10-28,24.26636
2022-10-29,15.06772
2022-10-30,15.74492
2022-10-31,40.63205
2022-11-01,42.43792
2022-11-02,36.51241
2022-11-03,36.23024
2022-11-04,34.36794
2022-11-05,17.43792
2022-11-06,14.05191
2022-11-07,31.2641
2022-11-08,41.98645
2022-11-09,38.20541
2022-11-10,41.47855
2022-11-11,36.96388
2022-11-12,23.81489
2022-11-13,22.46049
2022-11-14,41.64785
2022-11-15,43.73589
2022-11-16,45.99322
2022-11-17,40.18058
2022-11-18,36.62528
2022-11-19,23.19413
2022-11-20,23.30699
2022-11-21,50.62076
2022-11-22,50.39503
2022-11-23,68.79232
2022-11-24,89.05191
2022-11-25,47.00902
2022-11-26,29.00677
2022-11-27,24.88713
2022-11-28,38.71331
2022-11-29,39.61625
2022-11-30,32.50564
2022-12-01,35.15801
2022-12-02,34.70654
2022-12-03,35.72234
2022-12-04,27.3702
2022-12-05,37.24604
2022-12-06,40.29345
2022-12-07,38.76975
2022-12-08,36.51241
2022-12-09,34.87584
2022-12-10,23.36343
2022-12-11,19.58239
2022-12-12,38.31828
2022-12-13,37.52821
2022-12-14,36.34311
2022-12-15,35.44018
2022-12-16,34.81941
2022-12-17,22.46049
2022-12-18,22.40406
2022-12-19,38.65688
2022-12-20,41.53498
2022-12-21,40.51918
2022-12-22,57.61851
2022-12-23,36.28668
2022-12-24,22.17832
2022-12-25,23.92776
2022-12-26,44.07449
2022-12-27,43.28442
2022-12-28,37.75395
2022-12-29,39.05191
2022-12-30,34.93227
2022-12-31,30.36117
2023-01-01,20.09029
2023-01-02,39.27765
2023-01-03,38.48758
2023-01-04,38.09255
2023-01-05,41.53498
2023-01-06,37.24604
2023-01-07,19.13092
2023-01-08,19.30022
2023-01-09,36.96388
2023-01-10,52.3702
2023-01-11,43.05869
2023-01-12,36.45598
2023-01-13,27.93453
2023-01-14,19.69525
2023-01-15,19.52595
2023-01-16,37.24604
2023-01-17,31.99774
2023-01-18,30.69977
2023-01-19,41.59142
2023-01-20,45.71106
2023-01-21,28.83747
2023-01-22,33.01354
2023-01-23,31.88487
2023-01-24,30.98194
2023-01-25,77.7088
2023-01-26,47.51693
2023-01-27,38.71331
2023-01-28,23.08126
2023-01-29,21.16252
2023-01-30,40.80135
2023-01-31,57.1106
2023-02-01,40.74492
2023-02-02,37.24604
2023-02-03,34.31151
2023-02-04,21.95259
2023-02-05,20.88036
2023-02-06,42.49435
2023-02-07,40.51918
2023-02-08,36.17381
2023-02-09,32.4492
2023-02-10,45.82392
2023-02-11,32.16704
2023-02-12,27.2009
2023-02-13,56.2641
2023-02-14,50.62076
2023-02-15,47.00902
2023-02-16,46.61399
2023-02-17,47.34762
2023-02-18,24.60496
2023-02-19,23.58916
2023-02-20,56.9413
2023-02-21,48.30699
2023-02-22,52.7088
2023-02-23,54.51467
2023-02-24,51.24153
2023-02-25,31.03837
2023-02-26,28.66817
2023-02-27,51.97516
2023-02-28,50.90293
2023-03-01,30.36117
2023-03-02,43.62302
2023-03-03,42.88939
2023-03-04,30.64334
2023-03-05,25.73363
2023-03-06,49.20993
2023-03-07,49.83069
2023-03-08,44.30022
2023-03-09,49.94356
2023-03-10,41.81715
2023-03-11,23.25056
2023-03-12,23.41986
2023-03-13,46.67042
2023-03-14,46.10609
2023-03-15,48.19413
2023-03-16,41.59142
2023-03-17,42.94582
2023-03-18,25.28216
2023-03-19,22.68623
2023-03-20,51.91873
2023-03-21,51.693
2023-03-22,48.30699
2023-03-23,46.21896
2023-03-24,45.59819
2023-03-25,27.0316
2023-03-26,24.71783
2023-03-27,50.3386
2023-03-28,71.89616
2023-03-29,50.39503
2023-03-30,44.01805
2023-03-31,42.49435
2023-04-01,29.28893
2023-04-02,23.41986
2023-04-03,43.00225
2023-04-04,40.68848
2023-04-05,43.17155
2023-04-06,46.67042
2023-04-07,37.58465
2023-04-08,24.77426
2023-04-09,21.33182
2023-04-10,48.13769
2023-04-11,47.91196
2023-04-12,46.67042
2023-04-13,43.45372
2023-04-14,37.13318
2023-04-15,23.25056
2023-04-16,23.47629
2023-04-17,44.97742
2023-04-18,46.95259
2023-04-19,42.43792
2023-04-20,40.85778
2023-04-21,38.93905
2023-04-22,20.54176
2023-04-23,20.65462
2023-04-24,41.02708
2023-04-25,48.58916
2023-04-26,45.59819
2023-04-27,44.13092
2023-04-28,41.19638
2023-04-29,22.51693
2023-04-30,18.51015
2023-05-01,31.4334
2023-05-02,43.51015
2023-05-03,40.40632
2023-05-04,38.37471
2023-05-05,24.60496
2023-05-06,24.94356
2023-05-07,24.32279
2023-05-08,46.78329
2023-05-09,47.12189
2023-05-10,42.43792
2023-05-11,42.09932
2023-05-12,40.34988
2023-05-13,23.36343
2023-05-14,23.75846
2023-05-15,45.82392
2023-05-16,51.58013
2023-05-17,48.08126
2023-05-18,44.69525
2023-05-19,44.24379
2023-05-20,22.91196
2023-05-21,24.04063
2023-05-22,53.83747
2023-05-23,53.10383
2023-05-24,46.44469
2023-05-25,48.92776
2023-05-26,39.55981
2023-05-27,20.54176
2023-05-28,23.13769
