date,해외주식
2020-07-13,25.61722
2020-07-14,30.45625
2020-07-15,28.48113
2020-07-16,24.31364
2020-07-17,19.17835
2020-07-18,12.16669
2020-07-19,10.86312
2020-07-20,19.96839
2020-07-21,27.01955
2020-07-22,24.57041
2020-07-23,26.78253
2020-07-24,21.46948
2020-07-25,14.43808
2020-07-26,12.40371
2020-07-27,21.33122
2020-07-28,25.06419
2020-07-29,23.5236
2020-07-30,21.96326
2020-07-31,22.77305
2020-08-01,15.6824
2020-08-02,12.2852
2020-08-03,23.42484
2020-08-04,26.17025
2020-08-05,26.38751
2020-08-06,28.30337
2020-08-07,30.41674
2020-08-08,16.90697
2020-08-09,12.85798
2020-08-10,30.71301
2020-08-11,36.48034
2020-08-12,33.08315
2020-08-13,28.65889
2020-08-14,22.87181
2020-08-15,13.35176
2020-08-16,10.09283
2020-08-17,18.3093
2020-08-18,25.65672
2020-08-19,23.89887
2020-08-20,25.95299
2020-08-21,28.89591
2020-08-22,19.1981
2020-08-23,13.58878
2020-08-24,27.61208
2020-08-25,31.00928
2020-08-26,28.8169
2020-08-27,32.98439
2020-08-28,26.72328
2020-08-29,19.1981
2020-08-30,17.02547
2020-08-31,33.51767
2020-09-01,53.78234
2020-09-02,46.35591
2020-09-03,39.18625
2020-09-04,51.90598
2020-09-05,26.66403
2020-09-06,14.77384
2020-09-07,32.2536
2020-09-08,38.55421
2020-09-09,43.59075
2020-09-10,32.92514
2020-09-11,26.68378
2020-09-12,16.37369
2020-09-13,11.25814
2020-09-14,26.20975
2020-09-15,40.70709
2020-09-16,33.65593
2020-09-17,29.7057
2020-09-18,27.1183
2020-09-19,17.38099
2020-09-20,12.95674
2020-09-21,26.03199
2020-09-22,32.07584
2020-09-23,28.52063
2020-09-24,33.53742
2020-09-25,25.55796
2020-09-26,15.99841
2020-09-27,11.61366
2020-09-28,23.44459
2020-09-29,25.59747
2020-09-30,22.6348
2020-10-01,22.65455
2020-10-02,26.74303
2020-10-03,21.23247
2020-10-04,13.2135
2020-10-05,25.81473
2020-10-06,25.61722
2020-10-07,25.65672
2020-10-08,22.99032
2020-10-09,18.54631
2020-10-10,15.10961
2020-10-11,11.90993
2020-10-12,23.66186
2020-10-13,26.68378
2020-10-14,24.43215
2020-10-15,22.73355
2020-10-16,21.31147
2020-10-17,12.62097
2020-10-18,10.88287
2020-10-19,17.539
2020-10-20,22.16077
2020-10-21,20.99545
2020-10-22,20.26466
2020-10-23,18.82283
2020-10-24,12.02844
2020-10-25,8.809
2020-10-26,17.36124
2020-10-27,22.33853
2020-10-28,22.93106
2020-10-29,25.43946
2020-10-30,18.94133
2020-10-31,12.89749
2020-11-01,8.86825
2020-11-02,19.35611
2020-11-03,20.85719
2020-11-04,20.73869
2020-11-05,22.08176
2020-11-06,20.20541
2020-11-07,13.82579
2020-11-08,9.04602
2020-11-09,25.95299
2020-11-10,34.22871
2020-11-11,27.0393
2020-11-12,23.34584
2020-11-13,20.0869
2020-11-14,14.73434
2020-11-15,10.05332
2020-11-16,24.15563
2020-11-17,31.22654
2020-11-18,27.31582
2020-11-19,26.03199
2020-11-20,23.87912
2020-11-21,15.97866
2020-11-22,11.71242
2020-11-23,21.96326
2020-11-24,33.00414
2020-11-25,37.17163
2020-11-26,41.41813
2020-11-27,35.13727
2020-11-28,24.4519
2020-11-29,16.49219
2020-11-30,27.80959
2020-12-01,34.72249
2020-12-02,36.22358
2020-12-03,36.75686
2020-12-04,36.91487
2020-12-05,25.57772
2020-12-06,17.91428
2020-12-07,36.14457
2020-12-08,44.30179
2020-12-09,44.04503
2020-12-10,45.70412
2020-12-11,39.02824
2020-12-12,23.44459
2020-12-13,16.86746
2020-12-14,31.83883
2020-12-15,36.08532
2020-12-16,31.3648
2020-12-17,30.08097
2020-12-18,29.52794
2020-12-19,26.20975
2020-12-20,18.21054
2020-12-21,36.42109
2020-12-22,42.26743
2020-12-23,41.7934
2020-12-24,39.22575
2020-12-25,25.81473
2020-12-26,17.36124
2020-12-27,22.41753
2020-12-28,37.94193
2020-12-29,49.31858
2020-12-30,49.37783
2020-12-31,43.92652
2021-01-01,30.53525
2021-01-02,25.91349
2021-01-03,27.57258
2021-01-04,58.2856
2021-01-05,61.58404
2021-01-06,55.93521
2021-01-07,54.0786
2021-01-08,86.37171
2021-01-09,55.93521
2021-01-10,36.44084
2021-01-11,75.84436
2021-01-12,71.73612
2021-01-13,69.26723
2021-01-14,71.30159
2021-01-15,64.66521
2021-01-16,37.86292
2021-01-17,26.20975
2021-01-18,60.873
2021-01-19,69.14872
2021-01-20,60.9915
2021-01-21,68.91171
2021-01-22,56.40924
2021-01-23,40.37132
2021-01-24,29.96247
2021-01-25,62.41358
2021-01-26,75.68635
2021-01-27,78.11574
2021-01-28,100.0
2021-01-29,86.43096
2021-01-30,52.45901
2021-01-31,30.45625
2021-02-01,62.92711
2021-02-02,63.65791
2021-02-03,61.62354
2021-02-04,55.85621
2021-02-05,52.99229
2021-02-06,35.39403
2021-02-07,26.38751
2021-02-08,46.1584
2021-02-09,63.73691
2021-02-10,66.36381
2021-02-11,63.59865
2021-02-12,54.78965
2021-02-13,48.66679
2021-02-14,38.65297
2021-02-15,85.02863
2021-02-16,86.50997
2021-02-17,80.76239
2021-02-18,73.01994
2021-02-19,57.77207
2021-02-20,39.285
2021-02-21,26.78253
2021-02-22,51.01718
2021-02-23,71.30159
2021-02-24,60.22121
2021-02-25,58.30535
2021-02-26,52.38001
2021-02-27,34.44598
2021-02-28,22.7138
2021-03-01,43.86727
2021-03-02,48.07426
2021-03-03,42.7217
2021-03-04,43.65
2021-03-05,42.24767
2021-03-06,34.8805
2021-03-07,20.34366
2021-03-08,34.42622
2021-03-09,43.70926
2021-03-10,47.83725
2021-03-11,62.01856
2021-03-12,58.89788
2021-03-13,32.2141
2021-03-14,21.80525
2021-03-15,41.43788
2021-03-16,43.96602
2021-03-17,40.19356
2021-03-18,39.83804
2021-03-19,37.80367
2021-03-20,22.79281
2021-03-21,17.18348
2021-03-22,29.33043
2021-03-23,32.01659
2021-03-24,29.76496
2021-03-25,31.00928
2021-03-26,25.51846
2021-03-27,19.1981
2021-03-28,14.26031
2021-03-29,31.89808
2021-03-30,37.25064
2021-03-31,30.00197
2021-04-01,30.4365
2021-04-02,44.3808
2021-04-03,25.45921
2021-04-04,17.97353
2021-04-05,29.94272
2021-04-06,32.3326
2021-04-07,28.99466
2021-04-08,26.92079
2021-04-09,25.43946
2021-04-10,18.32905
2021-04-11,14.77384
2021-04-12,26.1505
2021-04-13,28.95516
2021-04-14,39.85779
2021-04-15,38.51471
2021-04-16,31.85858
2021-04-17,20.9757
2021-04-18,15.18862
2021-04-19,27.41457
2021-04-20,29.09342
2021-04-21,29.50819
2021-04-22,28.48113
2021-04-23,27.21706
2021-04-24,17.63776
2021-04-25,13.0555
2021-04-26,23.70136
2021-04-27,27.21706
2021-04-28,25.75548
2021-04-29,23.97787
2021-04-30,20.58068
2021-05-01,14.71459
2021-05-02,11.49516
2021-05-03,19.73138
2021-05-04,22.00276
2021-05-05,21.80525
2021-05-06,22.33853
2021-05-07,20.63993
2021-05-08,13.64803
2021-05-09,11.4754
2021-05-10,21.62749
2021-05-11,34.20896
2021-05-12,26.64428
2021-05-13,31.14754
2021-05-14,22.55579
2021-05-15,13.9443
2021-05-16,10.70511
2021-05-17,19.65238
2021-05-18,22.39778
2021-05-19,20.42267
2021-05-20,22.47679
2021-05-21,20.0079
2021-05-22,12.12719
2021-05-23,9.85581
2021-05-24,19.77088
2021-05-25,22.97057
2021-05-26,22.33853
2021-05-27,20.99545
2021-05-28,23.87912
2021-05-29,15.34663
2021-05-30,10.92237
2021-05-31,36.02607
2021-06-01,28.20462
2021-06-02,25.71597
2021-06-03,28.75765
2021-06-04,24.15563
2021-06-05,14.0233
2021-06-06,11.08038
2021-06-07,19.51412
2021-06-08,24.35315
2021-06-09,20.44242
2021-06-10,20.24491
2021-06-11,18.52656
2021-06-12,11.67292
2021-06-13,8.17697
2021-06-14,18.40805
2021-06-15,20.50167
2021-06-16,20.65968
2021-06-17,18.92158
2021-06-18,20.65968
2021-06-19,13.86529
2021-06-20,9.6978
2021-06-21,16.39344
2021-06-22,21.56824
2021-06-23,22.16077
2021-06-24,20.9362
2021-06-25,19.71163
2021-06-26,13.29251
2021-06-27,9.71755
2021-06-28,17.34149
2021-06-29,20.69919
2021-06-30,20.02765
2021-07-01,18.96109
2021-07-02,17.47975
2021-07-03,12.14694
2021-07-04,8.73
2021-07-05,32.96464
2021-07-06,26.58502
2021-07-07,21.60774
2021-07-08,22.87181
2021-07-09,19.73138
2021-07-10,12.93699
2021-07-11,9.91507
2021-07-12,17.26249
2021-07-13,19.2376
2021-07-14,20.28441
2021-07-15,19.83014
2021-07-16,17.24274
2021-07-17,11.89018
2021-07-18,8.27572
2021-07-19,19.41536
2021-07-20,22.6743
2021-07-21,19.51412
2021-07-22,19.07959
2021-07-23,18.28955
2021-07-24,13.90479
2021-07-25,8.73
2021-07-26,16.92672
2021-07-27,20.30416
2021-07-28,18.60556
2021-07-29,18.28955
2021-07-30,15.86016
2021-07-31,10.27059
2021-08-01,8.43373
2021-08-02,13.0555
2021-08-03,18.52656
2021-08-04,20.02765
2021-08-05,19.88939
2021-08-06,19.94864
2021-08-07,14.0628
2021-08-08,10.80387
2021-08-09,17.40075
2021-08-10,22.57554
2021-08-11,21.60774
2021-08-12,22.16077
2021-08-13,21.52873
2021-08-14,14.77384
2021-08-15,10.19158
2021-08-16,16.43294
2021-08-17,24.3729
2021-08-18,24.29389
2021-08-19,22.53604
2021-08-20,21.21271
2021-08-21,14.33932
2021-08-22,8.94726
2021-08-23,19.53387
2021-08-24,25.41971
2021-08-25,23.22733
2021-08-26,22.53604
2021-08-27,24.66916
2021-08-28,15.93916
2021-08-29,11.96918
2021-08-30,18.76357
2021-08-31,23.74086
2021-09-01,22.18052
2021-09-02,22.85206
2021-09-03,20.91645
2021-09-04,12.91724
2021-09-05,11.15939
2021-09-06,28.38238
2021-09-07,25.89373
2021-09-08,21.31147
2021-09-09,19.79063
2021-09-10,19.69188
2021-09-11,13.23326
2021-09-12,10.5866
2021-09-13,17.61801
2021-09-14,21.07446
2021-09-15,19.88939
2021-09-16,19.39561
2021-09-17,19.84989
2021-09-18,13.86529
2021-09-19,10.05332
2021-09-20,17.97353
2021-09-21,25.89373
2021-09-22,21.56824
2021-09-23,22.55579
2021-09-24,20.99545
2021-09-25,13.72703
2021-09-26,9.95457
2021-09-27,18.64507
2021-09-28,23.12857
2021-09-29,27.1183
2021-09-30,20.28441
2021-10-01,19.02034
2021-10-02,11.75192
2021-10-03,8.74975
2021-10-04,17.22299
2021-10-05,24.29389
2021-10-06,22.49654
2021-10-07,18.74382
2021-10-08,16.55145
2021-10-09,9.97432
2021-10-10,8.41398
2021-10-11,13.72703
2021-10-12,21.17321
2021-10-13,19.49437
2021-10-14,17.91428
2021-10-15,16.59095
2021-10-16,11.3569
2021-10-17,9.02626
2021-10-18,15.91941
2021-10-19,17.91428
2021-10-20,16.78846
2021-10-21,15.99841
2021-10-22,18.66482
2021-10-23,13.31226
2021-10-24,9.32253
2021-10-25,18.23029
2021-10-26,29.72545
2021-10-27,24.03713
2021-10-28,22.57554
2021-10-29,25.61722
2021-10-30,17.4205
2021-10-31,12.99624
2021-11-01,24.21489
2021-11-02,32.41161
2021-11-03,28.30337
2021-11-04,27.15781
2021-11-05,28.34287
2021-11-06,18.52656
2021-11-07,14.43808
2021-11-08,33.53742
2021-11-09,34.30772
2021-11-10,31.95733
2021-11-11,31.3253
2021-11-12,27.73059
2021-11-13,19.00059
2021-11-14,13.9838
2021-11-15,25.32095
2021-11-16,32.31285
2021-11-17,35.19652
2021-11-18,31.20679
2021-11-19,26.9998
2021-11-20,17.32174
2021-11-21,12.87774
2021-11-22,26.40726
2021-11-23,28.08611
2021-11-24,26.2295
2021-11-25,40.80584
2021-11-26,31.62156
2021-11-27,20.06715
2021-11-28,13.47027
2021-11-29,24.07663
2021-11-30,28.91566
2021-12-01,26.68378
2021-12-02,26.54552
2021-12-03,20.22516
2021-12-04,21.44973
2021-12-05,11.59391
2021-12-06,20.24491
2021-12-07,23.74086
2021-12-08,23.66186
2021-12-09,21.41023
2021-12-10,20.10665
2021-12-11,14.55658
2021-12-12,10.88287
2021-12-13,19.1586
2021-12-14,22.41753
2021-12-15,19.92889
2021-12-16,20.91645
2021-12-17,18.80308
2021-12-18,13.31226
2021-12-19,9.24353
2021-12-20,18.92158
2021-12-21,20.02765
2021-12-22,19.90914
2021-12-23,19.90914
2021-12-24,23.26683
2021-12-25,11.02113
2021-12-26,10.29034
2021-12-27,16.13667
2021-12-28,21.19296
2021-12-29,20.18566
2021-12-30,19.41536
2021-12-31,17.04523
2022-01-01,10.96188
2022-01-02,11.73217
2022-01-03,18.70432
2022-01-04,26.44677
2022-01-05,25.08394
2022-01-06,29.40944
2022-01-07,22.55579
2022-01-08,15.40588
2022-01-09,12.16669
2022-01-10,21.52873
2022-01-11,23.97787
2022-01-12,22.95081
2022-01-13,20.34366
2022-01-14,21.11396
2022-01-15,13.76654
2022-01-16,11.33715
2022-01-17,29.54769
2022-01-18,29.25143
2022-01-19,26.111
2022-01-20,23.85937
2022-01-21,29.09342
2022-01-22,23.06932
2022-01-23,12.3247
2022-01-24,26.36776
2022-01-25,36.77661
2022-01-26,27.71084
2022-01-27,32.53012
2022-01-28,29.92297
2022-01-29,20.20541
2022-01-30,10.96188
2022-01-31,17.4205
2022-02-01,31.34505
2022-02-02,31.48331
2022-02-03,32.37211
2022-02-04,28.6984
2022-02-05,19.96839
2022-02-06,13.27276
2022-02-07,24.11613
2022-02-08,23.44459
2022-02-09,21.48923
2022-02-10,22.69405
2022-02-11,21.42998
2022-02-12,18.3093
2022-02-13,11.87043
2022-02-14,20.54118
2022-02-15,26.24925
2022-02-16,23.74086
2022-02-17,23.40509
2022-02-18,24.07663
2022-02-19,15.95891
2022-02-20,10.60635
2022-02-21,25.97274
2022-02-22,31.22654
2022-02-23,23.36559
2022-02-24,36.22358
2022-02-25,28.24412
2022-02-26,16.35394
2022-02-27,9.95457
2022-02-28,18.19079
2022-03-01,20.50167
2022-03-02,19.94864
2022-03-03,19.84989
2022-03-04,19.55362
2022-03-05,16.37369
2022-03-06,9.38178
2022-03-07,15.89966
2022-03-08,22.7138
2022-03-09,16.27493
2022-03-10,21.56824
2022-03-11,20.14615
2022-03-12,17.00572
2022-03-13,10.40884
2022-03-14,17.22299
2022-03-15,23.40509
2022-03-16,24.59016
2022-03-17,24.62966
2022-03-18,22.79281
2022-03-19,16.98597
2022-03-20,10.42859
2022-03-21,19.59312
2022-03-22,22.23977
2022-03-23,22.08176
2022-03-24,21.29172
2022-03-25,20.20541
2022-03-26,13.45052
2022-03-27,9.48054
2022-03-28,16.31443
2022-03-29,22.27928
2022-03-30,22.31878
2022-03-31,21.84475
2022-04-01,17.85502
2022-04-02,11.69267
2022-04-03,9.14477
2022-04-04,17.14398
2022-04-05,21.37072
2022-04-06,22.33853
2022-04-07,22.53604
2022-04-08,18.70432
2022-04-09,11.81117
2022-04-10,7.50543
2022-04-11,15.42563
2022-04-12,20.58068
2022-04-13,18.25004
2022-04-14,18.46731
2022-04-15,24.25439
2022-04-16,11.96918
2022-04-17,7.20916
2022-04-18,14.57633
2022-04-19,18.05253
2022-04-20,19.05984
2022-04-21,19.53387
2022-04-22,18.07228
2022-04-23,14.10231
2022-04-24,8.82875
2022-04-25,23.5631
2022-04-26,23.01007
2022-04-27,29.44894
2022-04-28,22.04226
2022-04-29,18.62532
2022-04-30,16.90697
2022-05-01,9.50029
2022-05-02,15.54414
2022-05-03,21.31147
2022-05-04,19.2376
2022-05-05,19.31661
2022-05-06,26.03199
2022-05-07,13.31226
2022-05-08,8.39423
2022-05-09,17.26249
2022-05-10,28.24412
2022-05-11,21.96326
2022-05-12,27.17756
2022-05-13,19.61287
2022-05-14,14.57633
2022-05-15,7.54493
2022-05-16,14.47758
2022-05-17,17.89452
2022-05-18,17.51925
2022-05-19,22.95081
2022-05-20,16.92672
2022-05-21,14.55658
2022-05-22,7.52518
2022-05-23,13.80604
2022-05-24,18.3093
2022-05-25,17.81552
2022-05-26,15.89966
2022-05-27,15.97866
2022-05-28,11.53466
2022-05-29,7.86095
2022-05-30,26.92079
2022-05-31,22.35828
2022-06-01,13.9443
2022-06-02,15.44538
2022-06-03,13.33201
2022-06-04,10.11258
2022-06-05,5.90558
2022-06-06,11.25814
2022-06-07,14.75409
2022-06-08,15.82065
2022-06-09,17.12423
2022-06-10,17.20323
2022-06-11,13.27276
2022-06-12,9.42129
2022-06-13,20.28441
2022-06-14,26.74303
2022-06-15,22.45704
2022-06-16,23.30634
2022-06-17,21.23247
2022-06-18,13.80604
2022-06-19,8.11771
2022-06-20,22.00276
2022-06-21,20.9362
2022-06-22,22.35828
2022-06-23,19.79063
2022-06-24,16.01817
2022-06-25,11.63341
2022-06-26,6.12285
2022-06-27,14.18131
2022-06-28,17.44025
2022-06-29,19.00059
2022-06-30,16.72921
2022-07-01,15.46513
2022-07-02,10.70511
2022-07-03,5.62907
2022-07-04,16.63045
2022-07-05,16.94647
2022-07-06,16.31443
2022-07-07,16.76871
2022-07-08,15.7614
2022-07-09,9.93482
2022-07-10,4.99703
2022-07-11,10.94212
2022-07-12,15.20837
2022-07-13,16.09717
2022-07-14,14.33932
2022-07-15,13.33201
2022-07-16,9.93482
2022-07-17,4.32549
2022-07-18,11.49516
2022-07-19,15.7219
2022-07-20,17.16373
2022-07-21,16.35394
2022-07-22,15.64289
2022-07-23,10.03357
2022-07-24,5.2933
2022-07-25,10.94212
2022-07-26,13.49002
2022-07-27,14.41832
2022-07-28,15.93916
2022-07-29,15.64289
2022-07-30,12.06794
2022-07-31,5.27355
2022-08-01,11.33715
2022-08-02,17.16373
2022-08-03,17.00572
2022-08-04,17.91428
2022-08-05,15.38613
2022-08-06,11.02113
2022-08-07,5.3328
2022-08-08,14.9516
2022-08-09,17.34149
2022-08-10,16.86746
2022-08-11,20.0869
2022-08-12,16.31443
2022-08-13,12.36421
2022-08-14,6.32036
2022-08-15,12.97649
2022-08-16,17.4995
2022-08-17,18.74382
2022-08-18,15.82065
2022-08-19,16.5712
2022-08-20,11.19889
2022-08-21,6.91289
2022-08-22,16.01817
2022-08-23,18.88208
2022-08-24,16.21568
2022-08-25,16.27493
2022-08-26,16.51194
2022-08-27,17.28224
2022-08-28,6.77463
2022-08-29,14.47758
2022-08-30,17.539
2022-08-31,17.20323
2022-09-01,16.90697
2022-09-02,15.18862
2022-09-03,11.19889
2022-09-04,6.06359
2022-09-05,20.48192
2022-09-06,16.39344
2022-09-07,15.20837
2022-09-08,14.33932
2022-09-09,11.02113
2022-09-10,11.59391
2022-09-11,7.09065
2022-09-12,12.2852
2022-09-13,21.39047
2022-09-14,25.3802
2022-09-15,18.56606
2022-09-16,14.71459
2022-09-17,10.82362
2022-09-18,6.69563
2022-09-19,13.41102
2022-09-20,16.41319
2022-09-21,16.21568
2022-09-22,16.96622
2022-09-23,16.33418
2022-09-24,11.45565
2022-09-25,6.57712
2022-09-26,18.60556
2022-09-27,17.55875
2022-09-28,18.94133
2022-09-29,17.89452
2022-09-30,16.49219
2022-10-01,10.96188
2022-10-02,5.78708
2022-10-03,15.64289
2022-10-04,19.59312
2022-10-05,19.47461
2022-10-06,16.82796
2022-10-07,13.82579
2022-10-08,11.77167
2022-10-09,6.1821
2022-10-10,12.79873
2022-10-11,17.4995
2022-10-12,18.19079
2022-10-13,19.13885
2022-10-14,16.37369
2022-10-15,14.75409
2022-10-16,7.18941
2022-10-17,15.42563
2022-10-18,19.79063
2022-10-19,17.20323
2022-10-20,15.20837
2022-10-21,14.0628
2022-10-22,10.01382
2022-10-23,5.64882
2022-10-24,12.3247
2022-10-25,16.37369
2022-10-26,16.49219
2022-10-27,17.95378
2022-10-28,14.71459
2022-10-29,11.45565
2022-10-30,5.21429
2022-10-31,11.04088
2022-11-01,15.48489
2022-11-02,15.66265
2022-11-03,16.43294
2022-11-04,13.92455
2022-11-05,11.53466
2022-11-06,5.35255
2022-11-07,15.82065
2022-11-08,16.66995
2022-11-09,17.4205
2022-11-10,20.1264
2022-11-11,25.91349
2022-11-12,16.33418
2022-11-13,7.66344
2022-11-14,14.99111
2022-11-15,18.70432
2022-11-16,18.96109
2022-11-17,17.4995
2022-11-18,15.16887
2022-11-19,10.62611
2022-11-20,5.49081
2022-11-21,12.18645
2022-11-22,16.05767
2022-11-23,15.16887
2022-11-24,23.28658
2022-11-25,19.2771
2022-11-26,9.26328
2022-11-27,5.53031
2022-11-28,11.59391
2022-11-29,14.39857
2022-11-30,13.64803
2022-12-01,17.16373
2022-12-02,12.06794
2022-12-03,8.96701
2022-12-04,5.27355
2022-12-05,11.13964
2022-12-06,14.67509
2022-12-07,15.24787
2022-12-08,14.04305
2022-12-09,15.20837
2022-12-10,10.90262
2022-12-11,6.89314
2022-12-12,11.85068
2022-12-13,17.89452
2022-12-14,17.83527
2022-12-15,19.11909
2022-12-16,16.78846
2022-12-17,12.58147
2022-12-18,7.20916
2022-12-19,10.94212
2022-12-20,16.72921
2022-12-21,17.67726
2022-12-22,16.5317
2022-12-23,19.61287
2022-12-24,12.10744
2022-12-25,6.87339
2022-12-26,17.30199
2022-12-27,17.12423
2022-12-28,19.47461
2022-12-29,17.14398
2022-12-30,14.29982
2022-12-31,9.5793
2023-01-01,6.65613
2023-01-02,15.89966
2023-01-03,17.44025
2023-01-04,20.60043
2023-01-05,19.35611
2023-01-06,17.04523
2023-01-07,14.43808
2023-01-08,7.44617
2023-01-09,14.29982
2023-01-10,19.51412
2023-01-11,19.2376
2023-01-12,19.96839
2023-01-13,19.25735
2023-01-14,13.82579
2023-01-15,6.43887
2023-01-16,18.90183
2023-01-17,19.55362
2023-01-18,17.12423
2023-01-19,16.27493
2023-01-20,14.37882
2023-01-21,12.60122
2023-01-22,7.64368
2023-01-23,10.5076
2023-01-24,19.47461
2023-01-25,18.74382
2023-01-26,21.27197
2023-01-27,20.1264
2023-01-28,19.21785
2023-01-29,9.18427
2023-01-30,17.57851
2023-01-31,20.9362
2023-02-01,20.54118
2023-02-02,25.14319
2023-02-03,24.86667
2023-02-04,17.36124
2023-02-05,7.9202
2023-02-06,15.30713
2023-02-07,20.20541
2023-02-08,21.88425
2023-02-09,21.72624
2023-02-10,22.29903
2023-02-11,14.10231
2023-02-12,7.86095
2023-02-13,15.01086
2023-02-14,18.52656
2023-02-15,21.27197
2023-02-16,20.62018
2023-02-17,18.98084
2023-02-18,14.61584
2023-02-19,7.48568
2023-02-20,21.09421
2023-02-21,20.18566
2023-02-22,19.51412
2023-02-23,18.05253
2023-02-24,16.90697
2023-02-25,12.60122
2023-02-26,6.00434
2023-02-27,11.90993
2023-02-28,16.21568
2023-03-01,14.77384
2023-03-02,16.76871
2023-03-03,15.10961
2023-03-04,12.87774
2023-03-05,6.95239
2023-03-06,13.03574
2023-03-07,17.44025
2023-03-08,17.4995
2023-03-09,17.22299
2023-03-10,16.41319
2023-03-11,13.9443
2023-03-12,7.8412
2023-03-13,16.70946
2023-03-14,21.29172
2023-03-15,20.0474
2023-03-16,20.81769
2023-03-17,19.59312
2023-03-18,13.76654
2023-03-19,6.35986
2023-03-20,13.60853
2023-03-21,18.56606
2023-03-22,19.29685
2023-03-23,21.21271
2023-03-24,18.40805
2023-03-25,12.58147
2023-03-26,6.2216
2023-03-27,12.00869
2023-03-28,17.32174
2023-03-29,16.92672
2023-03-30,18.2698
2023-03-31,16.88722
2023-04-01,12.00869
2023-04-02,6.37961
2023-04-03,13.35176
2023-04-04,18.2698
2023-04-05,18.23029
2023-04-06,17.00572
2023-04-07,21.05471
2023-04-08,10.01382
2023-04-09,6.20185
2023-04-10,14.24056
2023-04-11,18.11179
2023-04-12,18.01303
2023-04-13,17.59826
2023-04-14,17.06498
2023-04-15,10.70511
2023-04-16,6.34011
2023-04-17,15.07011
2023-04-18,19.35611
2023-04-19,18.96109
2023-04-20,17.77602
2023-04-21,16.96622
2023-04-22,11.49516
2023-04-23,5.90558
2023-04-24,12.26545
2023-04-25,16.70946
2023-04-26,17.14398
2023-04-27,18.21054
2023-04-28,16.25518
2023-04-29,10.96188
2023-04-30,5.58957
2023-05-01,10.42859
2023-05-02,16.27493
2023-05-03,18.19079
2023-05-04,15.07011
2023-05-05,12.36421
2023-05-06,11.10013
2023-05-07,5.92534
2023-05-08,12.77898
2023-05-09,16.33418
2023-05-10,19.43511
2023-05-11,20.0869
2023-05-12,14.47758
2023-05-13,10.17183
2023-05-14,4.93778
2023-05-15,13.27276
2023-05-16,15.16887
2023-05-17,15.66265
2023-05-18,17.539
2023-05-19,17.26249
2023-05-20,10.31009
2023-05-21,5.64882
2023-05-22,13.07525
2023-05-23,17.67726
2023-05-24,16.29468
2023-05-25,20.14615
2023-05-26,19.29685
2023-05-27,14.33932
2023-05-28,6.93264
2023-05-29,18.58581
