date,아파트시세
2020-08-23,52.78365
2020-08-24,57.36434
2020-08-25,55.81395
2020-08-26,64.62297
2020-08-27,62.22692
2020-08-28,53.13601
2020-08-29,49.96476
2020-08-30,47.14587
2020-08-31,55.32064
2020-09-01,53.41789
2020-09-02,53.48837
2020-09-03,54.19309
2020-09-04,46.86398
2020-09-05,43.69274
2020-09-06,52.50176
2020-09-07,55.25017
2020-09-08,58.28047
2020-09-09,54.40451
2020-09-10,49.89429
2020-09-11,49.75334
2020-09-12,42.7766
2020-09-13,50.73995
2020-09-14,54.89781
2020-09-15,53.62931
2020-09-16,49.26004
2020-09-17,53.41789
2020-09-18,48.55532
2020-09-19,35.65891
2020-09-20,42.56518
2020-09-21,52.00845
2020-09-22,50.81042
2020-09-23,42.56518
2020-09-24,44.0451
2020-09-25,43.55179
2020-09-26,36.36363
2020-09-27,45.45454
2020-09-28,54.82734
2020-09-29,42.35377
2020-09-30,35.09513
2020-10-01,41.15574
2020-10-02,48.90768
2020-10-03,44.25651
2020-10-04,49.40098
2020-10-05,63.21353
2020-10-06,51.65609
2020-10-07,49.96476
2020-10-08,49.75334
2020-10-09,52.36081
2020-10-10,54.40451
2020-10-11,51.16279
2020-10-12,70.82452
2020-10-13,56.4482
2020-10-14,55.25017
2020-10-15,65.39816
2020-10-16,58.42142
2020-10-17,43.19943
2020-10-18,47.42776
2020-10-19,56.58914
2020-10-20,54.61592
2020-10-21,51.51515
2020-10-22,53.98167
2020-10-23,51.93798
2020-10-24,44.32699
2020-10-25,47.49823
2020-10-26,58.49189
2020-10-27,63.07258
2020-10-28,65.0458
2020-10-29,63.56589
2020-10-30,56.58914
2020-10-31,53.98167
2020-11-01,42.63565
2020-11-02,62.5088
2020-11-03,67.51233
2020-11-04,56.58914
2020-11-05,72.6568
2020-11-06,66.80761
2020-11-07,51.72656
2020-11-08,52.21987
2020-11-09,60.60606
2020-11-10,59.54897
2020-11-11,72.09302
2020-11-12,81.88865
2020-11-13,70.40169
2020-11-14,58.35095
2020-11-15,66.66666
2020-11-16,75.33474
2020-11-17,75.96899
2020-11-18,98.09725
2020-11-19,100.0
2020-11-20,82.24101
2020-11-21,67.51233
2020-11-22,63.42494
2020-11-23,84.91895
2020-11-24,79.06976
2020-11-25,67.51233
2020-11-26,70.82452
2020-11-27,66.10288
2020-11-28,57.85764
2020-11-29,60.747
2020-11-30,73.29105
2020-12-01,66.45525
2020-12-02,62.15644
2020-12-03,78.29457
2020-12-04,70.82452
2020-12-05,54.05214
2020-12-06,61.80408
2020-12-07,67.15997
2020-12-08,57.01198
2020-12-09,63.21353
2020-12-10,89.28823
2020-12-11,92.81183
2020-12-12,62.22692
2020-12-13,62.08597
2020-12-14,70.96546
2020-12-15,61.52219
2020-12-16,63.35447
2020-12-17,79.06976
2020-12-18,71.31782
2020-12-19,61.45172
2020-12-20,49.82381
2020-12-21,57.08245
2020-12-22,59.05567
2020-12-23,55.53206
2020-12-24,53.48837
2020-12-25,55.32064
2020-12-26,54.89781
2020-12-27,62.0155
2020-12-28,72.79774
2020-12-29,72.79774
2020-12-30,65.25722
2020-12-31,60.39464
2021-01-01,57.7167
2021-01-02,55.74348
2021-01-03,65.96194
2021-01-04,70.47216
2021-01-05,71.03594
2021-01-06,62.08597
2021-01-07,58.63284
2021-01-08,59.05567
2021-01-09,55.53206
2021-01-10,65.32769
2021-01-11,67.37138
2021-01-12,60.81747
2021-01-13,68.63988
2021-01-14,70.68357
2021-01-15,72.79774
2021-01-16,63.49541
2021-01-17,61.38125
2021-01-18,62.43833
2021-01-19,61.87455
2021-01-20,56.58914
2021-01-21,72.37491
2021-01-22,66.80761
2021-01-23,62.36786
2021-01-24,60.88794
2021-01-25,76.60324
2021-01-26,61.94503
2021-01-27,73.43199
2021-01-28,67.15997
2021-01-29,55.81395
2021-01-30,57.7167
2021-01-31,59.26708
2021-02-01,67.08949
2021-02-02,71.31782
2021-02-03,64.62297
2021-02-04,56.02536
2021-02-05,49.33051
2021-02-06,54.54545
2021-02-07,57.85764
2021-02-08,59.19661
2021-02-09,56.02536
2021-02-10,50.8809
2021-02-11,49.96476
2021-02-12,51.65609
2021-02-13,56.09584
2021-02-14,56.9415
2021-02-15,68.28752
2021-02-16,62.57928
2021-02-17,62.93164
2021-02-18,63.91825
2021-02-19,62.08597
2021-02-20,53.55884
2021-02-21,59.76039
2021-02-22,62.72022
2021-02-23,66.52572
2021-02-24,59.33756
2021-02-25,54.54545
2021-02-26,55.32064
2021-02-27,49.6124
2021-02-28,51.79704
2021-03-01,58.21
2021-03-02,63.63636
2021-03-03,57.50528
2021-03-04,52.78365
2021-03-05,51.02184
2021-03-06,45.87737
2021-03-07,53.27695
2021-03-08,55.46159
2021-03-09,61.45172
2021-03-10,55.53206
2021-03-11,56.9415
2021-03-12,54.33403
2021-03-13,51.23326
2021-03-14,50.8809
2021-03-15,71.67019
2021-03-16,72.44538
2021-03-17,62.15644
2021-03-18,51.3742
2021-03-19,55.39112
2021-03-20,48.3439
2021-03-21,63.42494
2021-03-22,63.14305
2021-03-23,53.34742
2021-03-24,54.89781
2021-03-25,57.85764
2021-03-26,50.66948
2021-03-27,52.6427
2021-03-28,47.63918
2021-03-29,54.33403
2021-03-30,51.02184
2021-03-31,52.00845
2021-04-01,46.30021
2021-04-02,47.42776
2021-04-03,46.93446
2021-04-04,45.73643
2021-04-05,55.60253
2021-04-06,51.23326
2021-04-07,54.68639
2021-04-08,46.01832
2021-04-09,53.27695
2021-04-10,50.24665
2021-04-11,44.82029
2021-04-12,56.65961
2021-04-13,54.54545
2021-04-14,48.62579
2021-04-15,51.30373
2021-04-16,53.41789
2021-04-17,42.07188
2021-04-18,47.35729
2021-04-19,53.77026
2021-04-20,52.1494
2021-04-21,50.8809
2021-04-22,52.43128
2021-04-23,50.1057
2021-04-24,38.33685
2021-04-25,43.55179
2021-04-26,52.43128
2021-04-27,52.29034
2021-04-28,51.58562
2021-04-29,47.00493
2021-04-30,45.24312
2021-05-01,35.37702
2021-05-02,34.60183
2021-05-03,42.70613
2021-05-04,38.68921
2021-05-05,33.75616
2021-05-06,44.96124
2021-05-07,42.63565
2021-05-08,40.80338
2021-05-09,45.24312
2021-05-10,51.86751
2021-05-11,45.03171
2021-05-12,45.38407
2021-05-13,46.86398
2021-05-14,46.15926
2021-05-15,40.38054
2021-05-16,45.52501
2021-05-17,44.96124
2021-05-18,46.93446
2021-05-19,47.78012
2021-05-20,49.11909
2021-05-21,46.93446
2021-05-22,42.07188
2021-05-23,42.07188
2021-05-24,55.1797
2021-05-25,49.96476
2021-05-26,43.62226
2021-05-27,46.44115
2021-05-28,41.15574
2021-05-29,40.16913
2021-05-30,35.44749
2021-05-31,52.36081
2021-06-01,47.35729
2021-06-02,46.37068
2021-06-03,63.56589
2021-06-04,47.92107
2021-06-05,43.76321
2021-06-06,44.96124
2021-06-07,55.1797
2021-06-08,44.11557
2021-06-09,49.40098
2021-06-10,45.03171
2021-06-11,44.32699
2021-06-12,38.4778
2021-06-13,38.90063
2021-06-14,47.14587
2021-06-15,46.86398
2021-06-16,46.37068
2021-06-17,44.32699
2021-06-18,50.38759
2021-06-19,40.38054
2021-06-20,37.13883
2021-06-21,46.72304
2021-06-22,44.67935
2021-06-23,51.65609
2021-06-24,51.44467
2021-06-25,46.15926
2021-06-26,41.08527
2021-06-27,40.09866
2021-06-28,61.38125
2021-06-29,50.81042
2021-06-30,49.11909
2021-07-01,47.28682
2021-07-02,42.35377
2021-07-03,37.2093
2021-07-04,49.89429
2021-07-05,49.18957
2021-07-06,49.68287
2021-07-07,45.66596
2021-07-08,50.95137
2021-07-09,46.37068
2021-07-10,40.09866
2021-07-11,46.51162
2021-07-12,52.92459
2021-07-13,51.23326
2021-07-14,46.93446
2021-07-15,52.99506
2021-07-16,48.8372
2021-07-17,45.3136
2021-07-18,45.8069
2021-07-19,48.55532
2021-07-20,49.11909
2021-07-21,45.45454
2021-07-22,51.30373
2021-07-23,46.72304
2021-07-24,40.31007
2021-07-25,37.77307
2021-07-26,46.15926
2021-07-27,41.78999
2021-07-28,46.22973
2021-07-29,41.78999
2021-07-30,43.62226
2021-07-31,32.84002
2021-08-01,34.39041
2021-08-02,42.14235
2021-08-03,44.32699
2021-08-04,38.33685
2021-08-05,46.5821
2021-08-06,44.74982
2021-08-07,39.11205
2021-08-08,38.68921
2021-08-09,48.20295
2021-08-10,45.59548
2021-08-11,45.94785
2021-08-12,54.40451
2021-08-13,48.20295
2021-08-14,40.02818
2021-08-15,40.31007
2021-08-16,50.45806
2021-08-17,55.39112
2021-08-18,59.90133
2021-08-19,59.05567
2021-08-20,55.10923
2021-08-21,43.19943
2021-08-22,46.15926
2021-08-23,49.96476
2021-08-24,50.95137
2021-08-25,52.29034
2021-08-26,57.85764
2021-08-27,49.47145
2021-08-28,44.0451
2021-08-29,50.52854
2021-08-30,55.46159
2021-08-31,50.52854
2021-09-01,50.38759
2021-09-02,54.82734
2021-09-03,52.71317
2021-09-04,42.07188
2021-09-05,41.5081
2021-09-06,47.28682
2021-09-07,53.55884
2021-09-08,45.03171
2021-09-09,46.37068
2021-09-10,44.18604
2021-09-11,37.56166
2021-09-12,46.79351
2021-09-13,47.49823
2021-09-14,41.5081
2021-09-15,48.3439
2021-09-16,46.51162
2021-09-17,41.22621
2021-09-18,38.33685
2021-09-19,33.05144
2021-09-20,37.27977
2021-09-21,44.82029
2021-09-22,52.43128
2021-09-23,53.62931
2021-09-24,46.51162
2021-09-25,42.28329
2021-09-26,44.46793
2021-09-27,50.8809
2021-09-28,50.31712
2021-09-29,52.92459
2021-09-30,43.41085
2021-10-01,43.90415
2021-10-02,42.42424
2021-10-03,39.39393
2021-10-04,45.17265
2021-10-05,53.34742
2021-10-06,49.54193
2021-10-07,49.04862
2021-10-08,43.2699
2021-10-09,36.08174
2021-10-10,40.52149
2021-10-11,42.42424
2021-10-12,44.89076
2021-10-13,46.01832
2021-10-14,51.3742
2021-10-15,44.60887
2021-10-16,39.46441
2021-10-17,31.36011
2021-10-18,42.42424
2021-10-19,45.59548
2021-10-20,42.98801
2021-10-21,39.53488
2021-10-22,38.05496
2021-10-23,32.27625
2021-10-24,39.11205
2021-10-25,47.42776
2021-10-26,42.49471
2021-10-27,38.83016
2021-10-28,38.40732
2021-10-29,36.15221
2021-10-30,31.71247
2021-10-31,34.03805
2021-11-01,40.02818
2021-11-02,44.39746
2021-11-03,38.83016
2021-11-04,33.4038
2021-11-05,35.09513
2021-11-06,29.5983
2021-11-07,32.20577
2021-11-08,39.46441
2021-11-09,38.68921
2021-11-10,40.16913
2021-11-11,38.83016
2021-11-12,39.04157
2021-11-13,31.92389
2021-11-14,41.86046
2021-11-15,42.0014
2021-11-16,42.91754
2021-11-17,41.64904
2021-11-18,36.15221
2021-11-19,38.9711
2021-11-20,31.92389
2021-11-21,35.30655
2021-11-22,39.53488
2021-11-23,36.36363
2021-11-24,35.09513
2021-11-25,36.92741
2021-11-26,37.98449
2021-11-27,32.20577
2021-11-28,35.65891
2021-11-29,44.18604
2021-11-30,38.54827
2021-12-01,32.48766
2021-12-02,36.22269
2021-12-03,35.79985
2021-12-04,34.10852
2021-12-05,37.98449
2021-12-06,47.56871
2021-12-07,42.7766
2021-12-08,48.69626
2021-12-09,39.25299
2021-12-10,42.14235
2021-12-11,36.85694
2021-12-12,35.9408
2021-12-13,40.94432
2021-12-14,37.91402
2021-12-15,35.87033
2021-12-16,41.36715
2021-12-17,44.46793
2021-12-18,34.74277
2021-12-19,34.88372
2021-12-20,47.0754
2021-12-21,39.46441
2021-12-22,42.42424
2021-12-23,36.85694
2021-12-24,34.95419
2021-12-25,28.82311
2021-12-26,32.1353
2021-12-27,41.71952
2021-12-28,42.35377
2021-12-29,37.27977
2021-12-30,36.64552
2021-12-31,31.71247
2022-01-01,33.19238
2022-01-02,32.20577
2022-01-03,40.45102
2022-01-04,39.46441
2022-01-05,41.15574
2022-01-06,40.59196
2022-01-07,39.32346
2022-01-08,33.82663
2022-01-09,37.35024
2022-01-10,43.34038
2022-01-11,41.86046
2022-01-12,38.4778
2022-01-13,42.98801
2022-01-14,39.32346
2022-01-15,36.99788
2022-01-16,40.94432
2022-01-17,41.64904
2022-01-18,44.96124
2022-01-19,41.36715
2022-01-20,47.78012
2022-01-21,44.0451
2022-01-22,44.0451
2022-01-23,47.78012
2022-01-24,58.70331
2022-01-25,52.78365
2022-01-26,46.15926
2022-01-27,48.8372
2022-01-28,37.42071
2022-01-29,37.91402
2022-01-30,31.78294
2022-01-31,38.83016
2022-02-01,44.11557
2022-02-02,42.84707
2022-02-03,52.21987
2022-02-04,55.32064
2022-02-05,45.52501
2022-02-06,50.59901
2022-02-07,51.44467
2022-02-08,49.68287
2022-02-09,45.17265
2022-02-10,42.91754
2022-02-11,46.08879
2022-02-12,43.48132
2022-02-13,42.28329
2022-02-14,45.66596
2022-02-15,46.37068
2022-02-16,42.56518
2022-02-17,40.38054
2022-02-18,41.43763
2022-02-19,38.75968
2022-02-20,42.35377
2022-02-21,42.42424
2022-02-22,42.70613
2022-02-23,42.84707
2022-02-24,43.55179
2022-02-25,32.55813
2022-02-26,34.74277
2022-02-27,37.27977
2022-02-28,37.7026
2022-03-01,36.99788
2022-03-02,33.47427
2022-03-03,34.74277
2022-03-04,32.27625
2022-03-05,29.31642
2022-03-06,28.82311
2022-03-07,35.65891
2022-03-08,32.34672
2022-03-09,28.82311
2022-03-10,34.39041
2022-03-11,33.82663
2022-03-12,32.69908
2022-03-13,36.50458
2022-03-14,39.53488
2022-03-15,42.28329
2022-03-16,38.40732
2022-03-17,37.35024
2022-03-18,35.72938
2022-03-19,32.62861
2022-03-20,34.6723
2022-03-21,37.77307
2022-03-22,38.19591
2022-03-23,49.26004
2022-03-24,38.12544
2022-03-25,33.19238
2022-03-26,31.99436
2022-03-27,33.75616
2022-03-28,40.73291
2022-03-29,36.85694
2022-03-30,37.06835
2022-03-31,33.05144
2022-04-01,29.80972
2022-04-02,29.95066
2022-04-03,31.99436
2022-04-04,38.19591
2022-04-05,36.15221
2022-04-06,32.06483
2022-04-07,37.84355
2022-04-08,37.49119
2022-04-09,27.69556
2022-04-10,30.30303
2022-04-11,35.23608
2022-04-12,32.34672
2022-04-13,34.10852
2022-04-14,36.01127
2022-04-15,34.60183
2022-04-16,31.21916
2022-04-17,34.74277
2022-04-18,34.17899
2022-04-19,38.4778
2022-04-20,37.35024
2022-04-21,35.37702
2022-04-22,32.9105
2022-04-23,28.61169
2022-04-24,34.17899
2022-04-25,35.87033
2022-04-26,45.8069
2022-04-27,50.8809
2022-04-28,38.75968
2022-04-29,33.33333
2022-04-30,34.81324
2022-05-01,30.16208
2022-05-02,35.09513
2022-05-03,36.99788
2022-05-04,34.17899
2022-05-05,35.72938
2022-05-06,36.15221
2022-05-07,33.47427
2022-05-08,35.9408
2022-05-09,40.52149
2022-05-10,39.67582
2022-05-11,40.38054
2022-05-12,43.55179
2022-05-13,34.31994
2022-05-14,30.8668
2022-05-15,35.44749
2022-05-16,40.31007
2022-05-17,39.81677
2022-05-18,33.4038
2022-05-19,38.33685
2022-05-20,34.74277
2022-05-21,28.75264
2022-05-22,33.12191
2022-05-23,38.19591
2022-05-24,39.67582
2022-05-25,34.95419
2022-05-26,38.19591
2022-05-27,38.54827
2022-05-28,32.34672
2022-05-29,39.88724
2022-05-30,44.18604
2022-05-31,38.40732
2022-06-01,39.53488
2022-06-02,36.22269
2022-06-03,35.87033
2022-06-04,36.08174
2022-06-05,32.84002
2022-06-06,42.70613
2022-06-07,37.98449
2022-06-08,36.78646
2022-06-09,41.08527
2022-06-10,40.16913
2022-06-11,35.72938
2022-06-12,39.53488
2022-06-13,49.33051
2022-06-14,45.10218
2022-06-15,37.27977
2022-06-16,45.17265
2022-06-17,44.39746
2022-06-18,39.25299
2022-06-19,37.13883
2022-06-20,43.48132
2022-06-21,43.90415
2022-06-22,38.61874
2022-06-23,38.26638
2022-06-24,34.74277
2022-06-25,28.04792
2022-06-26,38.68921
2022-06-27,42.21282
2022-06-28,39.04157
2022-06-29,30.3735
2022-06-30,34.81324
2022-07-01,35.23608
2022-07-02,28.82311
2022-07-03,32.84002
2022-07-04,42.63565
2022-07-05,40.45102
2022-07-06,37.2093
2022-07-07,36.36363
2022-07-08,38.9711
2022-07-09,31.00775
2022-07-10,36.36363
2022-07-11,44.25651
2022-07-12,46.37068
2022-07-13,44.11557
2022-07-14,50.1057
2022-07-15,47.85059
2022-07-16,41.08527
2022-07-17,39.11205
2022-07-18,43.55179
2022-07-19,40.31007
2022-07-20,39.7463
2022-07-21,41.5081
2022-07-22,38.19591
2022-07-23,32.69908
2022-07-24,34.60183
2022-07-25,39.04157
2022-07-26,39.25299
2022-07-27,38.05496
2022-07-28,37.63213
2022-07-29,37.77307
2022-07-30,29.24594
2022-07-31,33.12191
2022-08-01,36.36363
2022-08-02,37.91402
2022-08-03,34.39041
2022-08-04,39.11205
2022-08-05,33.12191
2022-08-06,29.31642
2022-08-07,39.67582
2022-08-08,43.2699
2022-08-09,32.06483
2022-08-10,38.61874
2022-08-11,36.29316
2022-08-12,40.45102
2022-08-13,34.53136
2022-08-14,34.17899
2022-08-15,35.72938
2022-08-16,45.38407
2022-08-17,40.66243
2022-08-18,42.14235
2022-08-19,41.5081
2022-08-20,32.69908
2022-08-21,36.29316
2022-08-22,45.03171
2022-08-23,41.15574
2022-08-24,41.01479
2022-08-25,46.44115
2022-08-26,45.10218
2022-08-27,39.25299
2022-08-28,39.95771
2022-08-29,44.46793
2022-08-30,39.46441
2022-08-31,38.75968
2022-09-01,38.4778
2022-09-02,40.16913
2022-09-03,37.2093
2022-09-04,32.1353
2022-09-05,35.30655
2022-09-06,32.34672
2022-09-07,33.12191
2022-09-08,36.71599
2022-09-09,31.71247
2022-09-10,34.95419
2022-09-11,36.85694
2022-09-12,45.73643
2022-09-13,54.19309
2022-09-14,53.34742
2022-09-15,57.36434
2022-09-16,56.87103
2022-09-17,46.22973
2022-09-18,40.02818
2022-09-19,45.59548
2022-09-20,41.86046
2022-09-21,46.15926
2022-09-22,46.93446
2022-09-23,49.04862
2022-09-24,41.08527
2022-09-25,35.65891
2022-09-26,50.1057
2022-09-27,39.53488
2022-09-28,45.66596
2022-09-29,47.92107
2022-09-30,39.32346
2022-10-01,33.05144
2022-10-02,34.31994
2022-10-03,40.94432
2022-10-04,39.7463
2022-10-05,39.32346
2022-10-06,42.49471
2022-10-07,38.83016
2022-10-08,33.19238
2022-10-09,34.17899
2022-10-10,38.9711
2022-10-11,40.52149
2022-10-12,41.78999
2022-10-13,48.20295
2022-10-14,47.63918
2022-10-15,40.87385
2022-10-16,41.86046
2022-10-17,53.06553
2022-10-18,45.38407
2022-10-19,50.24665
2022-10-20,51.58562
2022-10-21,48.8372
2022-10-22,36.50458
2022-10-23,39.60535
2022-10-24,46.65257
2022-10-25,47.0754
2022-10-26,49.6124
2022-10-27,52.71317
2022-10-28,41.29668
2022-10-29,40.09866
2022-10-30,31.99436
2022-10-31,39.25299
2022-11-01,40.94432
2022-11-02,47.28682
2022-11-03,50.95137
2022-11-04,46.93446
2022-11-05,41.22621
2022-11-06,48.20295
2022-11-07,61.31078
2022-11-08,53.84073
2022-11-09,58.28047
2022-11-10,58.9852
2022-11-11,50.52854
2022-11-12,43.48132
2022-11-13,48.55532
2022-11-14,55.60253
2022-11-15,62.36786
2022-11-16,66.24383
2022-11-17,54.61592
2022-11-18,57.92811
2022-11-19,48.97815
2022-11-20,60.11275
2022-11-21,64.05919
2022-11-22,55.25017
2022-11-23,62.22692
2022-11-24,60.25369
2022-11-25,56.80056
2022-11-26,48.62579
2022-11-27,49.18957
2022-11-28,54.96828
2022-11-29,49.40098
2022-11-30,47.56871
2022-12-01,55.53206
2022-12-02,47.28682
2022-12-03,38.83016
2022-12-04,47.42776
2022-12-05,51.79704
2022-12-06,51.86751
2022-12-07,52.71317
2022-12-08,59.4785
2022-12-09,55.673
2022-12-10,56.51867
2022-12-11,59.40803
2022-12-12,73.85482
2022-12-13,72.6568
2022-12-14,69.55602
2022-12-15,74.20718
2022-12-16,80.76109
2022-12-17,77.51937
2022-12-18,91.26145
2022-12-19,85.69415
2022-12-20,73.99577
2022-12-21,76.46229
2022-12-22,72.86821
2022-12-23,72.30443
2022-12-24,63.284
2022-12-25,74.77096
2022-12-26,67.30091
2022-12-27,70.33121
2022-12-28,68.78083
2022-12-29,71.24735
2022-12-30,64.48202
2022-12-31,54.61592
2023-01-01,64.34108
2023-01-02,75.75757
2023-01-03,78.43551
2023-01-04,74.06624
2023-01-05,69.62649
2023-01-06,67.30091
2023-01-07,60.81747
2023-01-08,76.74418
2023-01-09,77.30796
2023-01-10,73.92529
2023-01-11,76.74418
2023-01-12,72.09302
2023-01-13,65.18675
2023-01-14,65.60958
2023-01-15,64.76391
2023-01-16,73.1501
2023-01-17,66.59619
2023-01-18,63.14305
2023-01-19,65.60958
2023-01-20,58.84425
2023-01-21,53.27695
2023-01-22,62.43833
2023-01-23,63.49541
2023-01-24,71.45877
2023-01-25,84.00281
2023-01-26,85.41226
2023-01-27,74.06624
2023-01-28,72.23396
2023-01-29,75.89852
2023-01-30,91.05003
2023-01-31,79.9859
2023-02-01,83.86187
2023-02-02,75.40521
2023-02-03,68.78083
2023-02-04,67.44186
2023-02-05,74.77096
2023-02-06,77.16701
2023-02-07,73.78435
2023-02-08,73.36152
2023-02-09,74.98238
2023-02-10,67.79422
2023-02-11,69.06272
2023-02-12,71.8816
2023-02-13,79.42212
2023-02-14,76.10993
2023-02-15,75.19379
2023-02-16,72.6568
2023-02-17,67.15997
2023-02-18,56.30725
2023-02-19,57.01198
2023-02-20,63.21353
2023-02-21,65.0458
2023-02-22,56.9415
2023-02-23,60.04228
2023-02-24,54.82734
2023-02-25,58.56236
2023-02-26,57.78717
2023-02-27,57.50528
2023-02-28,61.87455
2023-03-01,56.4482
2023-03-02,55.673
2023-03-03,50.8809
2023-03-04,48.41437
2023-03-05,51.86751
2023-03-06,58.70331
2023-03-07,63.21353
2023-03-08,57.57575
2023-03-09,54.89781
2023-03-10,49.6124
2023-03-11,42.7766
2023-03-12,43.12896
2023-03-13,54.05214
2023-03-14,51.79704
2023-03-15,52.21987
2023-03-16,52.29034
2023-03-17,58.56236
2023-03-18,46.22973
2023-03-19,52.85412
2023-03-20,68.71035
2023-03-21,63.07258
2023-03-22,66.38477
2023-03-23,67.08949
2023-03-24,53.77026
2023-03-25,45.10218
2023-03-26,53.9112
2023-03-27,60.04228
2023-03-28,51.16279
2023-03-29,54.19309
2023-03-30,59.05567
2023-03-31,47.35729
2023-04-01,43.90415
2023-04-02,49.47145
2023-04-03,56.9415
2023-04-04,53.48837
2023-04-05,52.78365
2023-04-06,50.24665
2023-04-07,47.35729
2023-04-08,45.3136
2023-04-09,47.99154
2023-04-10,52.43128
2023-04-11,53.84073
2023-04-12,49.89429
2023-04-13,53.34742
2023-04-14,52.78365
2023-04-15,41.22621
2023-04-16,51.79704
2023-04-17,56.51867
2023-04-18,57.57575
2023-04-19,54.54545
2023-04-20,54.89781
2023-04-21,57.22339
2023-04-22,43.2699
2023-04-23,45.3136
2023-04-24,57.50528
2023-04-25,53.77026
2023-04-26,55.39112
2023-04-27,51.3742
2023-04-28,48.90768
2023-04-29,41.01479
2023-04-30,51.30373
2023-05-01,51.44467
2023-05-02,55.74348
2023-05-03,60.25369
2023-05-04,49.54193
2023-05-05,47.35729
2023-05-06,47.14587
2023-05-07,52.43128
2023-05-08,58.70331
2023-05-09,58.77378
2023-05-10,58.21
2023-05-11,60.04228
2023-05-12,53.55884
2023-05-13,48.48484
2023-05-14,51.51515
2023-05-15,61.16983
2023-05-16,57.29386
2023-05-17,54.47498
2023-05-18,52.29034
2023-05-19,54.96828
2023-05-20,47.56871
2023-05-21,42.84707
2023-05-22,59.4785
2023-05-23,56.80056
2023-05-24,53.20648
2023-05-25,56.30725
2023-05-26,46.51162
2023-05-27,37.98449
2023-05-28,42.21282
2023-05-29,48.62579
