date,ETF배당금
2021-01-04,45.74669
2021-01-05,40.45368
2021-01-06,44.42344
2021-01-07,35.53875
2021-01-08,49.52741
2021-01-09,43.28922
2021-01-10,46.69187
2021-01-11,46.69187
2021-01-12,42.155
2021-01-13,34.40453
2021-01-14,33.08128
2021-01-15,23.25141
2021-01-16,18.33648
2021-01-17,20.79395
2021-01-18,21.17202
2021-01-19,23.25141
2021-01-20,31.00189
2021-01-21,33.64839
2021-01-22,44.04536
2021-01-23,29.11153
2021-01-24,34.97164
2021-01-25,42.53308
2021-01-26,36.10586
2021-01-27,31.00189
2021-01-28,40.83175
2021-01-29,33.45935
2021-01-30,24.00756
2021-01-31,29.30056
2021-02-01,30.81285
2021-02-02,56.14366
2021-02-03,53.87523
2021-02-04,38.56332
2021-02-05,37.61814
2021-02-06,24.38563
2021-02-07,31.19092
2021-02-08,28.35538
2021-02-09,30.43478
2021-02-10,31.56899
2021-02-11,28.73345
2021-02-12,24.19659
2021-02-13,22.30623
2021-02-14,33.64839
2021-02-15,34.40453
2021-02-16,36.862
2021-02-17,32.70321
2021-02-18,27.4102
2021-02-19,21.92816
2021-02-20,21.73913
2021-02-21,24.19659
2021-02-22,20.79395
2021-02-23,24.19659
2021-02-24,18.52551
2021-02-25,32.32514
2021-02-26,22.49527
2021-02-27,15.12287
2021-02-28,16.82419
2021-03-01,17.95841
2021-03-02,23.62948
2021-03-03,25.33081
2021-03-04,23.62948
2021-03-05,23.25141
2021-03-06,15.68998
2021-03-07,20.60491
2021-03-08,28.35538
2021-03-09,26.08695
2021-03-10,23.25141
2021-03-11,31.94706
2021-03-12,32.32514
2021-03-13,23.06238
2021-03-14,21.92816
2021-03-15,24.7637
2021-03-16,28.16635
2021-03-17,23.44045
2021-03-18,19.84877
2021-03-19,18.71455
2021-03-20,13.23251
2021-03-21,12.6654
2021-03-22,17.58034
2021-03-23,17.95841
2021-03-24,16.63516
2021-03-25,16.25708
2021-03-26,20.60491
2021-03-27,19.84877
2021-03-28,17.01323
2021-03-29,23.81852
2021-03-30,32.70321
2021-03-31,29.11153
2021-04-01,37.99621
2021-04-02,33.64839
2021-04-03,31.56899
2021-04-04,36.29489
2021-04-05,44.80151
2021-04-06,39.13043
2021-04-07,39.5085
2021-04-08,37.05103
2021-04-09,40.83175
2021-04-10,25.33081
2021-04-11,31.19092
2021-04-12,41.5879
2021-04-13,45.55765
2021-04-14,51.22873
2021-04-15,44.42344
2021-04-16,63.32703
2021-04-17,28.92249
2021-04-18,31.75803
2021-04-19,43.47826
2021-04-20,45.93572
2021-04-21,41.02079
2021-04-22,45.74669
2021-04-23,47.44801
2021-04-24,24.7637
2021-04-25,27.59924
2021-04-26,41.39886
2021-04-27,32.1361
2021-04-28,38.18525
2021-04-29,45.74669
2021-04-30,40.64272
2021-05-01,20.79395
2021-05-02,19.09262
2021-05-03,28.92249
2021-05-04,80.90737
2021-05-05,38.75236
2021-05-06,42.91115
2021-05-07,26.8431
2021-05-08,18.33648
2021-05-09,20.60491
2021-05-10,29.67863
2021-05-11,24.57466
2021-05-12,18.90359
2021-05-13,17.3913
2021-05-14,17.3913
2021-05-15,11.90926
2021-05-16,11.15311
2021-05-17,18.14744
2021-05-18,24.38563
2021-05-19,15.12287
2021-05-20,20.79395
2021-05-21,15.68998
2021-05-22,12.85444
2021-05-23,14.55576
2021-05-24,18.52551
2021-05-25,23.06238
2021-05-26,25.51984
2021-05-27,15.87901
2021-05-28,18.71455
2021-05-29,19.84877
2021-05-30,15.12287
2021-05-31,21.55009
2021-06-01,19.09262
2021-06-02,18.90359
2021-06-03,20.60491
2021-06-04,16.82419
2021-06-05,9.45179
2021-06-06,10.77504
2021-06-07,18.33648
2021-06-08,16.06805
2021-06-09,16.44612
2021-06-10,16.25708
2021-06-11,16.82419
2021-06-12,16.63516
2021-06-13,13.98865
2021-06-14,14.55576
2021-06-15,18.90359
2021-06-16,17.95841
2021-06-17,17.01323
2021-06-18,14.17769
2021-06-19,10.0189
2021-06-20,11.15311
2021-06-21,15.12287
2021-06-22,17.3913
2021-06-23,20.22684
2021-06-24,17.20226
2021-06-25,18.14744
2021-06-26,15.87901
2021-06-27,19.28166
2021-06-28,31.37996
2021-06-29,26.65406
2021-06-30,22.1172
2021-07-01,15.50094
2021-07-02,14.36672
2021-07-03,11.90926
2021-07-04,11.34215
2021-07-05,20.60491
2021-07-06,17.20226
2021-07-07,17.95841
2021-07-08,18.71455
2021-07-09,10.39697
2021-07-10,8.88468
2021-07-11,6.99432
2021-07-12,12.09829
2021-07-13,15.68998
2021-07-14,16.82419
2021-07-15,16.82419
2021-07-16,9.82986
2021-07-17,10.58601
2021-07-18,10.77504
2021-07-19,14.55576
2021-07-20,10.96408
2021-07-21,12.28733
2021-07-22,19.47069
2021-07-23,16.06805
2021-07-24,10.96408
2021-07-25,13.23251
2021-07-26,16.25708
2021-07-27,14.7448
2021-07-28,15.87901
2021-07-29,13.04347
2021-07-30,13.42155
2021-07-31,10.96408
2021-08-01,13.04347
2021-08-02,17.20226
2021-08-03,27.78827
2021-08-04,20.0378
2021-08-05,12.28733
2021-08-06,21.73913
2021-08-07,11.53119
2021-08-08,11.53119
2021-08-09,15.50094
2021-08-10,16.63516
2021-08-11,17.3913
2021-08-12,16.44612
2021-08-13,15.68998
2021-08-14,12.28733
2021-08-15,7.18336
2021-08-16,12.09829
2021-08-17,16.82419
2021-08-18,21.55009
2021-08-19,17.20226
2021-08-20,13.98865
2021-08-21,11.15311
2021-08-22,6.99432
2021-08-23,13.42155
2021-08-24,13.42155
2021-08-25,16.06805
2021-08-26,15.87901
2021-08-27,15.3119
2021-08-28,13.23251
2021-08-29,12.85444
2021-08-30,17.20226
2021-08-31,15.3119
2021-09-01,17.20226
2021-09-02,15.87901
2021-09-03,14.55576
2021-09-04,12.09829
2021-09-05,10.0189
2021-09-06,12.85444
2021-09-07,13.42155
2021-09-08,10.0189
2021-09-09,10.0189
2021-09-10,12.47637
2021-09-11,4.72589
2021-09-12,9.26275
2021-09-13,9.82986
2021-09-14,12.09829
2021-09-15,12.28733
2021-09-16,10.20793
2021-09-17,10.96408
2021-09-18,6.80529
2021-09-19,7.9395
2021-09-20,5.67107
2021-09-21,7.9395
2021-09-22,4.72589
2021-09-23,11.53119
2021-09-24,17.3913
2021-09-25,12.47637
2021-09-26,11.90926
2021-09-27,14.55576
2021-09-28,10.96408
2021-09-29,9.45179
2021-09-30,10.58601
2021-10-01,10.58601
2021-10-02,5.293
2021-10-03,9.64083
2021-10-04,7.18336
2021-10-05,9.82986
2021-10-06,9.64083
2021-10-07,13.04347
2021-10-08,10.39697
2021-10-09,4.15879
2021-10-10,4.91493
2021-10-11,7.3724
2021-10-12,9.07372
2021-10-13,8.31758
2021-10-14,10.96408
2021-10-15,10.0189
2021-10-16,6.61625
2021-10-17,7.3724
2021-10-18,11.72022
2021-10-19,16.25708
2021-10-20,11.72022
2021-10-21,12.47637
2021-10-22,12.85444
2021-10-23,5.86011
2021-10-24,6.23818
2021-10-25,9.82986
2021-10-26,11.72022
2021-10-27,10.58601
2021-10-28,15.12287
2021-10-29,9.64083
2021-10-30,6.80529
2021-10-31,8.50661
2021-11-01,10.39697
2021-11-02,27.59924
2021-11-03,20.79395
2021-11-04,14.93383
2021-11-05,12.6654
2021-11-06,8.12854
2021-11-07,5.293
2021-11-08,12.28733
2021-11-09,10.0189
2021-11-10,10.20793
2021-11-11,10.39697
2021-11-12,11.53119
2021-11-13,6.61625
2021-11-14,7.3724
2021-11-15,13.98865
2021-11-16,12.09829
2021-11-17,32.1361
2021-11-18,17.01323
2021-11-19,14.7448
2021-11-20,10.58601
2021-11-21,7.9395
2021-11-22,12.28733
2021-11-23,14.36672
2021-11-24,14.93383
2021-11-25,14.17769
2021-11-26,14.55576
2021-11-27,5.67107
2021-11-28,6.99432
2021-11-29,12.85444
2021-11-30,14.55576
2021-12-01,11.90926
2021-12-02,10.20793
2021-12-03,9.07372
2021-12-04,7.75047
2021-12-05,9.82986
2021-12-06,11.53119
2021-12-07,10.0189
2021-12-08,13.61058
2021-12-09,14.36672
2021-12-10,12.85444
2021-12-11,9.26275
2021-12-12,8.50661
2021-12-13,15.50094
2021-12-14,11.53119
2021-12-15,13.42155
2021-12-16,13.23251
2021-12-17,14.93383
2021-12-18,9.07372
2021-12-19,7.9395
2021-12-20,13.04347
2021-12-21,13.42155
2021-12-22,18.52551
2021-12-23,16.06805
2021-12-24,24.38563
2021-12-25,11.15311
2021-12-26,10.39697
2021-12-27,29.86767
2021-12-28,45.93572
2021-12-29,32.70321
2021-12-30,20.60491
2021-12-31,10.20793
2022-01-01,9.26275
2022-01-02,10.58601
2022-01-03,14.55576
2022-01-04,15.87901
2022-01-05,16.06805
2022-01-06,13.98865
2022-01-07,11.90926
2022-01-08,8.69565
2022-01-09,10.58601
2022-01-10,10.20793
2022-01-11,12.28733
2022-01-12,10.96408
2022-01-13,12.09829
2022-01-14,7.3724
2022-01-15,8.50661
2022-01-16,7.18336
2022-01-17,8.88468
2022-01-18,6.61625
2022-01-19,7.18336
2022-01-20,7.56143
2022-01-21,7.3724
2022-01-22,6.42722
2022-01-23,6.23818
2022-01-24,8.50661
2022-01-25,11.90926
2022-01-26,12.28733
2022-01-27,9.64083
2022-01-28,11.72022
2022-01-29,6.04914
2022-01-30,5.48204
2022-01-31,4.15879
2022-02-01,9.07372
2022-02-02,9.45179
2022-02-03,13.04347
2022-02-04,35.72778
2022-02-05,11.90926
2022-02-06,9.64083
2022-02-07,13.04347
2022-02-08,13.23251
2022-02-09,11.34215
2022-02-10,12.6654
2022-02-11,11.72022
2022-02-12,7.9395
2022-02-13,6.80529
2022-02-14,13.23251
2022-02-15,8.50661
2022-02-16,11.15311
2022-02-17,11.53119
2022-02-18,10.96408
2022-02-19,3.78071
2022-02-20,6.80529
2022-02-21,9.82986
2022-02-22,11.34215
2022-02-23,9.64083
2022-02-24,10.39697
2022-02-25,10.96408
2022-02-26,7.75047
2022-02-27,8.12854
2022-02-28,7.18336
2022-03-01,7.75047
2022-03-02,9.82986
2022-03-03,10.77504
2022-03-04,6.61625
2022-03-05,6.61625
2022-03-06,5.67107
2022-03-07,7.56143
2022-03-08,6.61625
2022-03-09,3.59168
2022-03-10,8.69565
2022-03-11,9.45179
2022-03-12,7.75047
2022-03-13,6.04914
2022-03-14,8.88468
2022-03-15,7.75047
2022-03-16,9.64083
2022-03-17,11.53119
2022-03-18,10.58601
2022-03-19,10.39697
2022-03-20,6.80529
2022-03-21,10.77504
2022-03-22,11.53119
2022-03-23,12.47637
2022-03-24,11.90926
2022-03-25,12.47637
2022-03-26,7.3724
2022-03-27,5.67107
2022-03-28,10.0189
2022-03-29,13.79962
2022-03-30,19.65973
2022-03-31,14.93383
2022-04-01,9.82986
2022-04-02,5.86011
2022-04-03,9.07372
2022-04-04,12.47637
2022-04-05,10.96408
2022-04-06,14.36672
2022-04-07,8.12854
2022-04-08,10.58601
2022-04-09,7.56143
2022-04-10,8.50661
2022-04-11,9.64083
2022-04-12,10.39697
2022-04-13,7.75047
2022-04-14,11.34215
2022-04-15,11.90926
2022-04-16,7.75047
2022-04-17,6.80529
2022-04-18,7.3724
2022-04-19,11.72022
2022-04-20,15.12287
2022-04-21,14.93383
2022-04-22,16.82419
2022-04-23,6.61625
2022-04-24,6.61625
2022-04-25,10.0189
2022-04-26,10.96408
2022-04-27,11.34215
2022-04-28,17.76937
2022-04-29,13.79962
2022-04-30,4.91493
2022-05-01,8.31758
2022-05-02,13.61058
2022-05-03,49.14933
2022-05-04,15.68998
2022-05-05,6.04914
2022-05-06,8.50661
2022-05-07,3.02457
2022-05-08,4.34782
2022-05-09,7.18336
2022-05-10,6.23818
2022-05-11,5.10396
2022-05-12,6.23818
2022-05-13,7.9395
2022-05-14,3.59168
2022-05-15,3.78071
2022-05-16,4.34782
2022-05-17,7.9395
2022-05-18,6.04914
2022-05-19,7.3724
2022-05-20,8.12854
2022-05-21,4.34782
2022-05-22,3.78071
2022-05-23,5.10396
2022-05-24,5.48204
2022-05-25,2.83553
2022-05-26,3.02457
2022-05-27,2.6465
2022-05-28,3.40264
2022-05-29,4.15879
2022-05-30,4.53686
2022-05-31,4.53686
2022-06-01,1.70132
2022-06-02,4.34782
2022-06-03,5.67107
2022-06-04,2.83553
2022-06-05,1.51228
2022-06-06,3.96975
2022-06-07,2.45746
2022-06-08,5.293
2022-06-09,4.15879
2022-06-10,3.96975
2022-06-11,3.21361
2022-06-12,3.40264
2022-06-13,5.293
2022-06-14,5.48204
2022-06-15,5.67107
2022-06-16,1.70132
2022-06-17,5.293
2022-06-18,4.34782
2022-06-19,3.02457
2022-06-20,7.18336
2022-06-21,2.07939
2022-06-22,4.15879
2022-06-23,3.59168
2022-06-24,5.48204
2022-06-25,4.34782
2022-06-26,2.6465
2022-06-27,6.42722
2022-06-28,3.59168
2022-06-29,4.91493
2022-06-30,5.48204
2022-07-01,5.67107
2022-07-02,3.02457
2022-07-03,3.78071
2022-07-04,3.21361
2022-07-05,5.86011
2022-07-06,6.23818
2022-07-07,6.04914
2022-07-08,4.91493
2022-07-09,4.72589
2022-07-10,4.53686
2022-07-11,5.10396
2022-07-12,5.67107
2022-07-13,4.53686
2022-07-14,5.10396
2022-07-15,3.96975
2022-07-16,4.34782
2022-07-17,3.78071
2022-07-18,6.42722
2022-07-19,7.3724
2022-07-20,3.02457
2022-07-21,5.10396
2022-07-22,4.53686
2022-07-23,5.67107
2022-07-24,3.21361
2022-07-25,6.61625
2022-07-26,8.50661
2022-07-27,7.75047
2022-07-28,7.18336
2022-07-29,7.9395
2022-07-30,3.40264
2022-07-31,1.32325
2022-08-01,7.75047
2022-08-02,16.25708
2022-08-03,12.85444
2022-08-04,6.80529
2022-08-05,8.69565
2022-08-06,3.59168
2022-08-07,3.59168
2022-08-08,6.42722
2022-08-09,6.23818
2022-08-10,4.34782
2022-08-11,6.23818
2022-08-12,6.23818
2022-08-13,2.26843
2022-08-14,2.83553
2022-08-15,3.02457
2022-08-16,6.61625
2022-08-17,7.9395
2022-08-18,4.53686
2022-08-19,5.293
2022-08-20,3.40264
2022-08-21,3.40264
2022-08-22,5.10396
2022-08-23,6.23818
2022-08-24,3.78071
2022-08-25,4.72589
2022-08-26,3.02457
2022-08-27,2.26843
2022-08-28,2.45746
2022-08-29,4.34782
2022-08-30,5.48204
2022-08-31,3.96975
2022-09-01,3.21361
2022-09-02,3.96975
2022-09-03,1.70132
2022-09-04,2.83553
2022-09-05,3.96975
2022-09-06,4.34782
2022-09-07,3.96975
2022-09-08,3.78071
2022-09-09,2.45746
2022-09-10,3.78071
2022-09-11,1.89035
2022-09-12,6.99432
2022-09-13,8.12854
2022-09-14,4.34782
2022-09-15,7.56143
2022-09-16,4.53686
2022-09-17,1.13421
2022-09-18,3.78071
2022-09-19,4.15879
2022-09-20,5.48204
2022-09-21,4.72589
2022-09-22,2.6465
2022-09-23,4.15879
2022-09-24,2.83553
2022-09-25,1.51228
2022-09-26,3.78071
2022-09-27,4.53686
2022-09-28,7.75047
2022-09-29,1.32325
2022-09-30,3.02457
2022-10-01,1.13421
2022-10-02,1.89035
2022-10-03,2.07939
2022-10-04,5.10396
2022-10-05,4.72589
2022-10-06,4.53686
2022-10-07,3.21361
2022-10-08,1.51228
2022-10-09,2.6465
2022-10-10,3.02457
2022-10-11,1.32325
2022-10-12,1.89035
2022-10-13,3.21361
2022-10-14,1.70132
2022-10-15,1.51228
2022-10-16,2.6465
2022-10-17,3.78071
2022-10-18,2.6465
2022-10-19,4.72589
2022-10-20,2.26843
2022-10-21,1.89035
2022-10-23,2.07939
2022-10-24,3.40264
2022-10-25,4.34782
2022-10-26,4.15879
2022-10-27,5.293
2022-10-28,4.72589
2022-10-29,3.78071
2022-10-30,2.45746
2022-10-31,4.72589
2022-11-01,7.9395
2022-11-02,10.58601
2022-11-03,6.23818
2022-11-04,4.15879
2022-11-05,1.13421
2022-11-06,1.32325
2022-11-07,4.91493
2022-11-08,3.21361
2022-11-09,3.21361
2022-11-10,2.45746
2022-11-11,2.6465
2022-11-12,1.70132
2022-11-13,1.89035
2022-11-14,4.91493
2022-11-15,6.23818
2022-11-16,7.18336
2022-11-17,2.83553
2022-11-18,1.51228
2022-11-19,1.70132
2022-11-20,0.94517
2022-11-21,3.02457
2022-11-22,3.59168
2022-11-23,5.10396
2022-11-24,3.21361
2022-11-25,5.10396
2022-11-26,1.13421
2022-11-27,0.94517
2022-11-28,4.53686
2022-11-29,4.34782
2022-11-30,3.40264
2022-12-01,4.34782
2022-12-02,5.10396
2022-12-03,1.89035
2022-12-04,2.83553
2022-12-05,3.96975
2022-12-06,4.15879
2022-12-07,6.23818
2022-12-08,3.21361
2022-12-09,2.45746
2022-12-10,2.45746
2022-12-11,1.89035
2022-12-12,4.53686
2022-12-13,5.48204
2022-12-14,5.10396
2022-12-15,2.45746
2022-12-16,5.293
2022-12-17,3.59168
2022-12-18,2.07939
2022-12-19,4.15879
2022-12-20,5.48204
2022-12-21,5.48204
2022-12-22,7.75047
2022-12-23,7.3724
2022-12-24,4.15879
2022-12-25,3.21361
2022-12-26,11.34215
2022-12-27,13.79962
2022-12-28,12.85444
2022-12-29,7.18336
2022-12-30,6.04914
2022-12-31,2.45746
2023-01-01,3.78071
2023-01-02,6.80529
2023-01-03,5.86011
2023-01-04,3.78071
2023-01-05,1.89035
2023-01-06,3.59168
2023-01-07,2.6465
2023-01-08,2.45746
2023-01-09,6.61625
2023-01-10,5.293
2023-01-11,6.04914
2023-01-12,4.91493
2023-01-13,5.293
2023-01-14,5.67107
2023-01-15,3.78071
2023-01-16,4.15879
2023-01-17,6.42722
2023-01-18,4.53686
2023-01-19,3.96975
2023-01-20,5.86011
2023-01-21,2.83553
2023-01-22,1.32325
2023-01-23,0.94517
2023-01-24,6.42722
2023-01-25,7.56143
2023-01-26,6.23818
2023-01-27,7.3724
2023-01-28,4.34782
2023-01-29,4.15879
2023-01-30,3.78071
2023-01-31,7.3724
2023-02-01,7.3724
2023-02-02,16.63516
2023-02-03,10.39697
2023-02-04,2.83553
2023-02-05,3.21361
2023-02-06,5.10396
2023-02-07,5.48204
2023-02-08,6.23818
2023-02-09,6.80529
2023-02-10,4.15879
2023-02-11,6.61625
2023-02-12,3.40264
2023-02-13,4.15879
2023-02-14,5.48204
2023-02-15,4.72589
2023-02-16,6.23818
2023-02-17,4.53686
2023-02-18,1.89035
2023-02-19,2.07939
2023-02-20,4.53686
2023-02-21,7.56143
2023-02-22,5.293
2023-02-23,3.40264
2023-02-24,3.96975
2023-02-25,1.89035
2023-02-26,2.26843
2023-02-27,3.78071
2023-02-28,4.72589
2023-03-01,2.6465
2023-03-02,5.293
2023-03-03,4.15879
2023-03-04,2.07939
2023-03-05,4.15879
2023-03-06,5.10396
2023-03-07,5.48204
2023-03-08,4.34782
2023-03-09,4.72589
2023-03-10,3.78071
2023-03-11,3.02457
2023-03-12,3.96975
2023-03-13,4.15879
2023-03-14,4.53686
2023-03-15,6.23818
2023-03-16,8.12854
2023-03-17,5.86011
2023-03-18,2.6465
2023-03-19,3.96975
2023-03-20,5.293
2023-03-21,7.18336
2023-03-22,7.56143
2023-03-23,4.91493
2023-03-24,6.61625
2023-03-25,2.83553
2023-03-26,2.26843
2023-03-27,4.72589
2023-03-28,4.15879
2023-03-29,7.56143
2023-03-30,5.10396
2023-03-31,5.67107
2023-04-01,5.10396
2023-04-02,2.26843
2023-04-03,8.12854
2023-04-04,6.04914
2023-04-05,7.56143
2023-04-06,4.53686
2023-04-07,6.42722
2023-04-08,3.02457
2023-04-09,2.45746
2023-04-10,7.3724
2023-04-11,7.9395
2023-04-12,9.64083
2023-04-13,4.53686
2023-04-14,10.96408
2023-04-15,5.293
2023-04-16,3.59168
2023-04-17,9.07372
2023-04-18,8.50661
2023-04-19,7.75047
2023-04-20,9.26275
2023-04-21,9.45179
2023-04-22,4.34782
2023-04-23,3.02457
2023-04-24,6.80529
2023-04-25,6.42722
2023-04-26,9.64083
2023-04-27,11.15311
2023-04-28,6.61625
2023-04-29,3.78071
2023-04-30,4.72589
2023-05-01,6.80529
2023-05-02,11.34215
2023-05-03,37.61814
2023-05-04,16.44612
2023-05-05,5.293
2023-05-06,3.40264
2023-05-07,3.40264
2023-05-08,4.72589
2023-05-09,7.9395
2023-05-10,5.293
2023-05-11,5.67107
2023-05-12,3.59168
2023-05-13,2.07939
2023-05-14,3.02457
2023-05-15,3.59168
2023-05-16,4.15879
2023-05-17,6.23818
2023-05-18,3.02457
2023-05-19,5.67107
2023-05-20,2.07939
2023-05-21,1.32325
2023-05-22,6.61625
2023-05-23,5.86011
2023-05-24,7.56143
2023-05-25,3.59168
2023-05-26,4.72589
2023-05-27,3.21361
2023-05-28,2.26843
2023-05-29,2.83553
2023-05-30,4.15879
2023-05-31,6.99432
