date,로봇관련주
2021-04-09,12.15031
2021-04-10,7.627
2021-04-11,6.06819
2021-04-12,7.91927
2021-04-13,7.12595
2021-04-14,8.57341
2021-04-15,8.23938
2021-04-16,6.44398
2021-04-17,4.84342
2021-04-18,5.70633
2021-04-19,5.69241
2021-04-20,5.20528
2021-04-21,5.27487
2021-04-22,5.51148
2021-04-23,4.52331
2021-04-24,4.38413
2021-04-25,6.26304
2021-04-26,5.49756
2021-04-27,5.83159
2021-04-28,4.64857
2021-04-29,5.95685
2021-04-30,7.07028
2021-05-01,5.17745
2021-05-02,3.59081
2021-05-03,3.36812
2021-05-04,4.42588
2021-05-05,4.52331
2021-05-06,4.81558
2021-05-07,4.10577
2021-05-08,3.28462
2021-05-09,3.52122
2021-05-10,4.46764
2021-05-11,3.897
2021-05-12,3.1176
2021-05-13,3.00626
2021-05-14,3.10368
2021-05-15,3.14544
2021-05-16,7.37647
2021-05-17,6.1517
2021-05-18,4.09185
2021-05-19,3.49338
2021-05-20,4.99652
2021-05-21,3.36812
2021-05-22,3.08977
2021-05-23,2.74182
2021-05-24,3.85525
2021-05-25,8.67084
2021-05-26,8.53166
2021-05-27,4.45372
2021-05-28,5.42797
2021-05-29,3.92484
2021-05-30,3.49338
2021-05-31,4.2032
2021-06-01,3.88308
2021-06-02,3.82741
2021-06-03,3.96659
2021-06-04,3.897
2021-06-05,3.14544
2021-06-06,2.9645
2021-06-07,4.03618
2021-06-08,3.82741
2021-06-09,3.78566
2021-06-10,3.02018
2021-06-11,2.97842
2021-06-12,2.90883
2021-06-13,4.46764
2021-06-14,5.84551
2021-06-15,5.78983
2021-06-16,9.25539
2021-06-17,6.41614
2021-06-18,4.32846
2021-06-19,3.8135
2021-06-20,3.54906
2021-06-21,5.26096
2021-06-22,11.10647
2021-06-23,8.50382
2021-06-24,7.55741
2021-06-25,6.778
2021-06-26,5.01043
2021-06-27,7.97494
2021-06-28,6.09603
2021-06-29,4.35629
2021-06-30,5.38622
2021-07-01,5.14961
2021-07-02,3.5073
2021-07-03,3.897
2021-07-04,3.91092
2021-07-05,7.57132
2021-07-06,9.9652
2021-07-07,5.83159
2021-07-08,3.82741
2021-07-09,2.97842
2021-07-10,3.13152
2021-07-11,3.61864
2021-07-12,5.44189
2021-07-13,9.28322
2021-07-14,5.95685
2021-07-15,6.27696
2021-07-16,3.63256
2021-07-17,3.1176
2021-07-18,11.38482
2021-07-19,6.08211
2021-07-20,4.10577
2021-07-21,3.47947
2021-07-22,3.67432
2021-07-23,4.52331
2021-07-24,1.99025
2021-07-25,3.71607
2021-07-26,2.67223
2021-07-27,2.90883
2021-07-28,3.71607
2021-07-29,5.70633
2021-07-30,2.67223
2021-07-31,2.47738
2021-08-01,2.28253
2021-08-02,2.86708
2021-08-03,4.49547
2021-08-04,3.95267
2021-08-05,3.92484
2021-08-06,3.72999
2021-08-07,3.06193
2021-08-08,3.15935
2021-08-09,6.13778
2021-08-10,8.68475
2021-08-11,5.23312
2021-08-12,3.64648
2021-08-13,5.48364
2021-08-14,4.38413
2021-08-15,3.06193
2021-08-16,3.75782
2021-08-17,2.75574
2021-08-18,4.02226
2021-08-19,3.6604
2021-08-20,8.21155
2021-08-21,6.17954
2021-08-22,6.56924
2021-08-23,11.4405
2021-08-24,10.86986
2021-08-25,6.24913
2021-08-26,4.49547
2021-08-27,4.30062
2021-08-28,3.36812
2021-08-29,18.3716
2021-08-30,9.21363
2021-08-31,5.59498
2021-09-01,3.99443
2021-09-02,4.00835
2021-09-03,6.75017
2021-09-04,3.75782
2021-09-05,3.98051
2021-09-06,3.13152
2021-09-07,3.63256
2021-09-08,7.59916
2021-09-09,3.8135
2021-09-10,4.48155
2021-09-11,13.43075
2021-09-12,6.75017
2021-09-13,8.68475
2021-09-14,5.72025
2021-09-15,10.04871
2021-09-16,23.82741
2021-09-17,12.97146
2021-09-18,7.64091
2021-09-19,3.95267
2021-09-20,3.42379
2021-09-21,5.03827
2021-09-22,4.06402
2021-09-23,5.05219
2021-09-24,10.43841
2021-09-25,10.95337
2021-09-26,6.44398
2021-09-27,5.69241
2021-09-28,3.897
2021-09-29,5.42797
2021-09-30,5.16353
2021-10-01,2.4913
2021-10-02,2.17118
2021-10-03,1.85107
2021-10-04,5.73416
2021-10-05,3.1176
2021-10-06,2.25469
2021-10-07,2.56089
2021-10-08,2.07376
2021-10-09,2.83924
2021-10-10,2.05984
2021-10-11,3.38204
2021-10-12,3.897
2021-10-13,3.10368
2021-10-14,2.74182
2021-10-15,3.54906
2021-10-16,2.35212
2021-10-17,1.5588
2021-10-18,2.12943
2021-10-19,2.97842
2021-10-20,2.78357
2021-10-21,3.00626
2021-10-22,2.42171
2021-10-23,3.35421
2021-10-24,3.71607
2021-10-25,3.6604
2021-10-26,5.66457
2021-10-27,4.94084
2021-10-28,5.05219
2021-10-29,3.84133
2021-10-30,5.20528
2021-10-31,4.64857
2021-11-01,3.92484
2021-11-02,3.47947
2021-11-03,3.67432
2021-11-04,2.93667
2021-11-05,2.75574
2021-11-06,2.05984
2021-11-07,2.35212
2021-11-08,2.92275
2021-11-09,3.63256
2021-11-10,3.46555
2021-11-11,3.28462
2021-11-12,2.82533
2021-11-13,2.54697
2021-11-14,6.95894
2021-11-15,6.19345
2021-11-16,4.56506
2021-11-17,5.26096
2021-11-18,4.48155
2021-11-19,5.33054
2021-11-20,4.70424
2021-11-21,4.96868
2021-11-22,6.02644
2021-11-23,5.45581
2021-11-24,4.21711
2021-11-25,3.56297
2021-11-26,4.09185
2021-11-27,3.28462
2021-11-28,3.57689
2021-11-29,2.63048
2021-11-30,2.79749
2021-12-01,2.65831
2021-12-02,2.24077
2021-12-03,2.19902
2021-12-04,3.20111
2021-12-05,2.03201
2021-12-06,2.63048
2021-12-07,2.70006
2021-12-08,2.31036
2021-12-09,2.50521
2021-12-10,2.22686
2021-12-11,1.7954
2021-12-12,17.85664
2021-12-13,95.32359
2021-12-14,47.15379
2021-12-15,30.22964
2021-12-16,78.24634
2021-12-17,39.35977
2021-12-18,22.83924
2021-12-19,43.63256
2021-12-20,23.2707
2021-12-21,56.91022
2021-12-22,36.86847
2021-12-23,28.37856
2021-12-24,21.76757
2021-12-25,14.33542
2021-12-26,16.53444
2021-12-27,52.38691
2021-12-28,36.04732
2021-12-29,29.9652
2021-12-30,45.16353
2021-12-31,19.67988
2022-01-01,16.52052
2022-01-02,31.20389
2022-01-03,61.15518
2022-01-04,94.90605
2022-01-05,61.36395
2022-01-06,40.89074
2022-01-07,50.09046
2022-01-08,25.09394
2022-01-09,27.94711
2022-01-10,33.65344
2022-01-11,24.52331
2022-01-12,22.25469
2022-01-13,20.87682
2022-01-14,11.77453
2022-01-15,9.1858
2022-01-16,11.524
2022-01-17,13.37508
2022-01-18,16.95198
2022-01-19,12.40083
2022-01-20,13.50034
2022-01-21,12.41475
2022-01-22,6.65274
2022-01-23,8.35073
2022-01-24,10.13221
2022-01-25,8.58733
2022-01-26,11.18997
2022-01-27,11.98329
2022-01-28,20.43145
2022-01-29,12.09464
2022-01-30,9.89561
2022-01-31,8.35073
2022-02-01,7.25121
2022-02-02,12.58176
2022-02-03,17.16075
2022-02-04,27.20946
2022-02-05,15.14265
2022-02-06,14.89213
2022-02-07,18.5247
2022-02-08,24.11969
2022-02-09,18.3716
2022-02-10,13.89004
2022-02-11,9.5755
2022-02-12,7.41823
2022-02-13,6.84759
2022-02-14,7.7105
2022-02-15,8.32289
2022-02-16,8.81002
2022-02-17,7.75226
2022-02-18,8.78218
2022-02-19,6.12386
2022-02-20,6.49965
2022-02-21,9.77035
2022-02-22,8.16979
2022-02-23,18.62212
2022-02-24,16.8128
2022-02-25,27.44606
2022-02-26,14.85038
2022-02-27,13.40292
2022-02-28,13.26374
2022-03-01,10.66109
2022-03-02,11.95546
2022-03-03,10.85594
2022-03-04,9.53375
2022-03-05,8.05845
2022-03-06,8.08629
2022-03-07,8.03061
2022-03-08,6.16562
2022-03-09,4.35629
2022-03-10,7.90535
2022-03-11,8.04453
2022-03-12,9.61725
2022-03-13,10.24356
2022-03-14,14.66945
2022-03-15,11.53792
2022-03-16,42.81141
2022-03-17,89.01878
2022-03-18,73.95963
2022-03-19,44.73208
2022-03-20,25.49756
2022-03-21,41.60055
2022-03-22,26.55532
2022-03-23,27.27905
2022-03-24,31.0508
2022-03-25,51.14822
2022-03-26,26.6945
2022-03-27,25.08002
2022-03-28,48.65692
2022-03-29,28.82393
2022-03-30,26.08211
2022-03-31,20.51496
2022-04-01,14.23799
2022-04-02,9.58942
2022-04-03,9.77035
2022-04-04,20.44537
2022-04-05,19.03966
2022-04-06,16.6597
2022-04-07,11.64926
2022-04-08,11.53792
2022-04-09,10.09046
2022-04-10,8.43423
2022-04-11,18.70563
2022-04-12,19.47112
2022-04-13,20.41753
2022-04-14,15.69937
2022-04-15,21.7954
2022-04-16,10.88378
2022-04-17,10.93945
2022-04-18,12.42867
2022-04-19,13.89004
2022-04-20,12.16423
2022-04-21,36.59011
2022-04-22,36.00556
2022-04-23,13.56993
2022-04-24,12.59568
2022-04-25,14.68336
2022-04-26,32.8462
2022-04-27,20.29227
2022-04-28,14.0153
2022-04-29,12.65135
2022-04-30,9.88169
2022-05-01,11.99721
2022-05-02,14.50243
2022-05-03,34.66945
2022-05-04,28.23938
2022-05-05,14.29366
2022-05-06,12.17814
2022-05-07,7.00069
2022-05-08,9.17188
2022-05-09,10.52192
2022-05-10,8.39248
2022-05-11,12.13639
2022-05-12,11.8302
2022-05-13,7.82185
2022-05-14,5.762
2022-05-15,7.01461
2022-05-16,8.74043
2022-05-17,9.78427
2022-05-18,17.81489
2022-05-19,12.27557
2022-05-20,10.99512
2022-05-21,7.65483
2022-05-22,13.16631
2022-05-23,15.90814
2022-05-24,20.0835
2022-05-25,13.6256
2022-05-26,9.5755
2022-05-27,8.28114
2022-05-28,4.96868
2022-05-29,8.60125
2022-05-30,17.75922
2022-05-31,16.07515
2022-06-01,10.00695
2022-06-02,22.04592
2022-06-03,18.63604
2022-06-04,10.93945
2022-06-05,8.05845
2022-06-06,11.42658
2022-06-07,15.14265
2022-06-08,15.08698
2022-06-09,16.77105
2022-06-10,10.99512
2022-06-11,6.10995
2022-06-12,6.76409
2022-06-13,8.96311
2022-06-14,10.13221
2022-06-15,10.27139
2022-06-16,8.55949
2022-06-17,6.19345
2022-06-18,4.55114
2022-06-19,6.86151
2022-06-20,6.91718
2022-06-21,5.85942
2022-06-22,5.26096
2022-06-23,5.12178
2022-06-24,5.23312
2022-06-25,3.28462
2022-06-26,3.53514
2022-06-27,9.15796
2022-06-28,6.56924
2022-06-29,5.90118
2022-06-30,4.62073
2022-07-01,4.11969
2022-07-02,2.83924
2022-07-03,3.67432
2022-07-04,4.37021
2022-07-05,4.21711
2022-07-06,4.87125
2022-07-07,10.52192
2022-07-08,7.05636
2022-07-09,6.84759
2022-07-10,11.524
2022-07-11,6.55532
2022-07-12,5.762
2022-07-13,6.3883
2022-07-14,6.73625
2022-07-15,6.91718
2022-07-16,9.90953
2022-07-17,5.88726
2022-07-18,12.69311
2022-07-19,11.77453
2022-07-20,9.26931
2022-07-21,9.19972
2022-07-22,7.65483
2022-07-23,6.36047
2022-07-24,5.02435
2022-07-25,6.40222
2022-07-26,6.52748
2022-07-27,5.80375
2022-07-28,7.04244
2022-07-29,8.43423
2022-07-30,5.73416
2022-07-31,5.66457
2022-08-01,15.17049
2022-08-02,40.2366
2022-08-03,24.99652
2022-08-04,19.88865
2022-08-05,12.12247
2022-08-06,8.57341
2022-08-07,9.19972
2022-08-08,18.42727
2022-08-09,12.35908
2022-08-10,9.4224
2022-08-11,10.93945
2022-08-12,13.24982
2022-08-13,9.9652
2022-08-14,11.524
2022-08-15,14.26583
2022-08-16,16.8128
2022-08-17,14.19624
2022-08-18,15.42101
2022-08-19,16.31176
2022-08-20,7.48782
2022-08-21,7.27905
2022-08-22,8.0167
2022-08-23,9.22755
2022-08-24,11.1343
2022-08-25,11.60751
2022-08-26,9.25539
2022-08-27,4.32846
2022-08-28,4.88517
2022-08-29,7.66875
2022-08-30,9.11621
2022-08-31,7.54349
2022-09-01,7.4739
2022-09-02,6.3883
2022-09-03,7.12595
2022-09-04,9.26931
2022-09-05,7.61308
2022-09-06,8.07237
2022-09-07,6.19345
2022-09-08,8.78218
2022-09-09,4.80167
2022-09-10,5.53931
2022-09-11,6.59707
2022-09-12,9.90953
2022-09-13,18.44119
2022-09-14,14.68336
2022-09-15,17.9819
2022-09-16,22.50521
2022-09-17,20.40361
2022-09-18,16.59011
2022-09-19,17.32776
2022-09-20,30.13221
2022-09-21,25.72025
2022-09-22,21.53096
2022-09-23,14.36325
2022-09-24,13.12456
2022-09-25,22.40779
2022-09-26,21.57272
2022-09-27,19.34585
2022-09-28,21.23869
2022-09-29,17.16075
2022-09-30,14.9478
2022-10-01,22.46346
2022-10-02,13.20807
2022-10-03,15.21224
2022-10-04,15.68545
2022-10-05,11.03688
2022-10-06,10.93945
2022-10-07,8.93528
2022-10-08,6.01252
2022-10-09,7.78009
2022-10-10,9.32498
2022-10-11,9.71468
2022-10-12,7.39039
2022-10-13,7.58524
2022-10-14,6.02644
2022-10-15,5.38622
2022-10-16,7.29297
2022-10-17,10.03479
2022-10-18,11.23173
2022-10-19,9.08837
2022-10-20,7.57132
2022-10-21,7.41823
2022-10-22,5.72025
2022-10-23,5.92901
2022-10-24,8.33681
2022-10-25,7.48782
2022-10-26,8.99095
2022-10-27,8.62908
2022-10-28,9.60334
2022-10-29,5.45581
2022-10-30,6.49965
2022-10-31,9.5755
2022-11-01,9.79819
2022-11-02,7.87752
2022-11-03,8.643
2022-11-04,9.5755
2022-11-05,5.90118
2022-11-06,6.09603
2022-11-07,6.72233
2022-11-08,9.00487
2022-11-09,9.35281
2022-11-10,7.36256
2022-11-11,7.96102
2022-11-12,5.70633
2022-11-13,7.69659
2022-11-14,9.83994
2022-11-15,10.1183
2022-11-16,8.07237
2022-11-17,15.61586
2022-11-18,12.49826
2022-11-19,8.61517
2022-11-20,7.12595
2022-11-21,13.97355
2022-11-22,20.41753
2022-11-23,21.47529
2022-11-24,13.08281
2022-11-25,7.82185
2022-11-26,6.45789
2022-11-27,5.77592
2022-11-28,7.25121
2022-11-29,7.58524
2022-11-30,8.04453
2022-12-01,8.55949
2022-12-02,6.87543
2022-12-03,5.16353
2022-12-04,5.83159
2022-12-05,9.04662
2022-12-06,7.04244
2022-12-07,7.22338
2022-12-08,7.34864
2022-12-09,5.20528
2022-12-10,6.48573
2022-12-11,8.43423
2022-12-12,7.93319
2022-12-13,7.48782
2022-12-14,14.21016
2022-12-15,7.55741
2022-12-16,5.59498
2022-12-17,9.64509
2022-12-18,5.97077
2022-12-19,12.58176
2022-12-20,8.58733
2022-12-21,5.67849
2022-12-22,5.33054
2022-12-23,4.71816
2022-12-24,4.52331
2022-12-25,4.94084
2022-12-26,6.62491
2022-12-27,5.74808
2022-12-28,7.8636
2022-12-29,7.20946
2022-12-30,6.26304
2022-12-31,4.70424
2023-01-01,6.55532
2023-01-02,12.02505
2023-01-03,22.95059
2023-01-04,29.60334
2023-01-05,19.16492
2023-01-06,18.46903
2023-01-07,14.15448
2023-01-08,15.07306
2023-01-09,41.41962
2023-01-10,59.80514
2023-01-11,26.68058
2023-01-12,18.38552
2023-01-13,21.37787
2023-01-14,16.85455
2023-01-15,16.60403
2023-01-16,22.97842
2023-01-17,33.36116
2023-01-18,37.36951
2023-01-19,23.39596
2023-01-20,22.32428
2023-01-21,17.38343
2023-01-22,16.36743
2023-01-23,16.04732
2023-01-24,22.1851
2023-01-25,60.04175
2023-01-26,66.91718
2023-01-27,36.52052
2023-01-28,24.50939
2023-01-29,26.97286
2023-01-30,29.79819
2023-01-31,34.64161
2023-02-01,28.7961
2023-02-02,22.79749
2023-02-03,20.37578
2023-02-04,19.33194
2023-02-05,14.30758
2023-02-06,20.16701
2023-02-07,32.88796
2023-02-08,30.10438
2023-02-09,26.87543
2023-02-10,25.08002
2023-02-11,20.04175
2023-02-12,21.30828
2023-02-13,29.00487
2023-02-14,25.19137
2023-02-15,17.34168
2023-02-16,17.50869
2023-02-17,15.40709
2023-02-18,12.6096
2023-02-19,14.04314
2023-02-20,22.26861
2023-02-21,25.762
2023-02-22,28.96311
2023-02-23,32.98538
2023-02-24,26.91718
2023-02-25,26.3048
2023-02-26,26.41614
2023-02-27,50.34098
2023-02-28,37.80097
2023-03-01,27.76617
2023-03-02,26.52748
2023-03-03,31.20389
2023-03-04,23.6604
2023-03-05,23.20111
2023-03-06,30.49408
2023-03-07,29.08837
2023-03-08,32.72094
2023-03-09,28.29505
2023-03-10,20.69589
2023-03-11,11.80236
2023-03-12,12.35908
2023-03-13,16.60403
2023-03-14,13.56993
2023-03-15,21.65622
2023-03-16,55.56019
2023-03-17,100.0
2023-03-18,34.82254
2023-03-19,34.8643
2023-03-20,46.3048
2023-03-21,40.43145
2023-03-22,37.99582
2023-03-23,50.67501
2023-03-24,30.67501
2023-03-25,21.7954
2023-03-26,21.05775
2023-03-27,33.83437
2023-03-28,32.15031
2023-03-29,24.42588
2023-03-30,33.76478
2023-03-31,30.84203
2023-04-01,17.02157
2023-04-02,15.19832
2023-04-03,22.43562
2023-04-04,22.99234
2023-04-05,22.64439
2023-04-06,20.05567
2023-04-07,20.01391
2023-04-08,19.151
2023-04-09,20.51496
2023-04-10,28.54558
2023-04-11,28.00278
2023-04-12,26.34655
2023-04-13,24.74599
2023-04-14,20.16701
2023-04-15,14.00139
2023-04-16,23.77174
2023-04-17,35.3375
2023-04-18,27.07028
2023-04-19,22.26861
2023-04-20,22.75574
2023-04-21,22.86708
2023-04-22,21.57272
2023-04-23,16.54836
2023-04-24,16.20041
2023-04-25,15.58803
2023-04-26,13.9318
2023-04-27,17.95407
2023-04-28,16.32567
2023-04-29,9.65901
2023-04-30,19.151
2023-05-01,17.39735
2023-05-02,15.42101
2023-05-03,11.95546
2023-05-04,10.92553
2023-05-05,8.53166
2023-05-06,8.26722
2023-05-07,8.07237
2023-05-08,11.9137
2023-05-09,17.13291
2023-05-10,13.98747
2023-05-11,12.95755
2023-05-12,11.81628
2023-05-13,7.00069
2023-05-14,8.71259
2023-05-15,12.31732
2023-05-16,12.09464
2023-05-17,9.28322
2023-05-18,10.3549
2023-05-19,9.70076
2023-05-20,12.7627
2023-05-21,8.82393
2023-05-22,11.27348
2023-05-23,11.81628
2023-05-24,8.71259
2023-05-25,11.4405
2023-05-26,9.40848
2023-05-27,6.56924
2023-05-28,8.37856
2023-05-29,8.2533
