date,하이트진로주가
2020-09-29,21.9239
2020-09-30,2.92961
2020-10-01,2.0396
2020-10-02,1.98768
2020-10-03,2.00252
2020-10-04,2.01735
2020-10-05,19.81013
2020-10-06,31.35058
2020-10-07,25.19468
2020-10-08,21.64948
2020-10-09,3.9457
2020-10-10,2.38819
2020-10-11,2.87028
2020-10-12,25.41719
2020-10-13,22.4579
2020-10-14,21.61981
2020-10-15,20.52955
2020-10-16,19.69146
2020-10-17,2.61811
2020-10-18,1.82451
2020-10-19,18.84595
2020-10-20,19.60246
2020-10-21,17.99302
2020-10-22,16.82859
2020-10-23,21.23414
2020-10-24,2.90736
2020-10-25,2.40302
2020-10-26,20.99681
2020-10-27,22.0574
2020-10-28,20.41088
2020-10-29,19.26129
2020-10-30,18.17844
2020-10-31,2.15827
2020-11-01,2.28435
2020-11-02,18.40094
2020-11-03,17.82985
2020-11-04,18.17103
2020-11-05,19.21679
2020-11-06,16.60609
2020-11-07,2.29919
2020-11-08,1.83935
2020-11-09,17.81502
2020-11-10,17.85952
2020-11-11,18.49736
2020-11-12,17.26618
2020-11-13,22.06482
2020-11-14,4.36846
2020-11-15,3.55262
2020-11-16,26.08469
2020-11-17,24.26759
2020-11-18,23.66683
2020-11-19,22.42082
2020-11-20,20.97456
2020-11-21,3.79737
2020-11-22,4.56129
2020-11-23,26.9302
2020-11-24,31.10583
2020-11-25,29.04398
2020-11-26,26.76703
2020-11-27,24.77193
2020-11-28,5.34747
2020-11-29,4.95438
2020-11-30,25.44685
2020-12-01,27.95371
2020-12-02,32.72268
2020-12-03,36.43106
2020-12-04,36.40881
2020-12-05,6.50448
2020-12-06,6.20781
2020-12-07,31.86234
2020-12-08,33.57561
2020-12-09,34.77712
2020-12-10,51.14588
2020-12-11,41.69695
2020-12-12,7.89883
2020-12-13,6.02239
2020-12-14,31.95876
2020-12-15,30.25291
2020-12-16,35.11829
2020-12-17,30.63858
2020-12-18,30.46799
2020-12-19,5.3623
2020-12-20,5.79989
2020-12-21,28.93273
2020-12-22,25.2021
2020-12-23,28.02047
2020-12-24,28.28747
2020-12-25,6.44515
2020-12-26,5.64414
2020-12-27,5.39939
2020-12-28,32.48535
2020-12-29,28.16138
2020-12-30,28.10947
2020-12-31,9.6121
2021-01-01,5.34005
2021-01-02,4.99147
2021-01-03,5.46614
2021-01-04,34.06511
2021-01-05,44.97515
2021-01-06,71.19335
2021-01-07,84.75116
2021-01-08,73.28487
2021-01-09,14.78157
2021-01-10,12.5343
2021-01-11,60.82474
2021-01-12,61.41808
2021-01-13,72.80278
2021-01-14,75.8214
2021-01-15,68.66424
2021-01-16,11.87421
2021-01-17,9.97552
2021-01-18,57.29437
2021-01-19,57.21278
2021-01-20,52.71823
2021-01-21,52.91848
2021-01-22,55.35859
2021-01-23,12.95705
2021-01-24,9.73818
2021-01-25,56.94578
2021-01-26,48.66127
2021-01-27,48.09018
2021-01-28,47.09634
2021-01-29,45.41274
2021-01-30,9.49343
2021-01-31,8.94459
2021-02-01,45.25699
2021-02-02,46.57717
2021-02-03,43.03196
2021-02-04,39.14559
2021-02-05,53.74174
2021-02-06,11.51079
2021-02-07,9.35993
2021-02-08,58.8593
2021-02-09,52.02848
2021-02-10,41.96395
2021-02-11,7.69858
2021-02-12,6.66023
2021-02-13,6.77149
2021-02-14,7.21649
2021-02-15,51.20522
2021-02-16,59.86798
2021-02-17,49.20269
2021-02-18,43.79589
2021-02-19,41.81561
2021-02-20,7.34999
2021-02-21,7.11266
2021-02-22,42.30512
2021-02-23,43.54372
2021-02-24,55.29184
2021-02-25,47.99376
2021-02-26,38.04791
2021-02-27,7.32032
2021-02-28,6.54898
2021-03-01,7.56508
2021-03-02,37.12081
2021-03-03,42.13453
2021-03-04,64.96328
2021-03-05,59.66031
2021-03-06,9.87169
2021-03-07,9.33026
2021-03-08,63.68018
2021-03-09,62.12267
2021-03-10,54.20158
2021-03-11,54.26092
2021-03-12,49.63287
2021-03-13,7.87658
2021-03-14,7.29807
2021-03-15,54.54275
2021-03-16,68.89416
2021-03-17,64.54794
2021-03-18,58.34754
2021-03-19,49.36586
2021-03-20,9.07068
2021-03-21,7.69116
2021-03-22,50.35971
2021-03-23,49.85537
2021-03-24,48.01602
2021-03-25,47.39301
2021-03-26,44.30764
2021-03-27,7.43899
2021-03-28,6.60832
2021-03-29,43.23221
2021-03-30,45.29407
2021-03-31,39.2865
2021-04-01,39.64992
2021-04-02,37.50648
2021-04-03,6.67507
2021-04-04,4.98405
2021-04-05,35.37046
2021-04-06,35.11088
2021-04-07,37.68449
2021-04-08,40.44352
2021-04-09,36.92056
2021-04-10,6.3339
2021-04-11,5.11755
2021-04-12,37.13565
2021-04-13,36.87606
2021-04-14,37.95149
2021-04-15,40.54735
2021-04-16,36.61648
2021-04-17,6.89015
2021-04-18,5.61447
2021-04-19,36.20114
2021-04-20,38.64866
2021-04-21,33.36052
2021-04-22,31.89942
2021-04-23,30.17874
2021-04-24,5.4958
2021-04-25,5.23622
2021-04-26,32.05518
2021-04-27,31.79559
2021-04-28,31.091
2021-04-29,30.97975
2021-04-30,31.57309
2021-05-01,6.48965
2021-05-02,5.05822
2021-05-03,33.10835
2021-05-04,35.20729
2021-05-05,6.86049
2021-05-06,33.30119
2021-05-07,34.22087
2021-05-08,5.41422
2021-05-09,4.99147
2021-05-10,39.29392
2021-05-11,38.04049
2021-05-12,38.34458
2021-05-13,36.62389
2021-05-14,39.74634
2021-05-15,8.95943
2021-05-16,6.70473
2021-05-17,45.13832
2021-05-18,43.6253
2021-05-19,8.418
2021-05-20,39.82793
2021-05-21,35.51138
2021-05-22,5.21397
2021-05-23,4.98405
2021-05-24,34.81421
2021-05-25,36.67581
2021-05-26,62.2265
2021-05-27,63.12393
2021-05-28,50.47838
2021-05-29,8.13617
2021-05-30,6.48965
2021-05-31,67.69265
2021-06-01,65.37862
2021-06-02,69.07216
2021-06-03,63.88785
2021-06-04,48.65386
2021-06-05,7.49833
2021-06-06,7.61699
2021-06-07,47.42268
2021-06-08,45.38307
2021-06-09,43.57338
2021-06-10,48.03085
2021-06-11,52.54023
2021-06-12,8.52184
2021-06-13,6.3339
2021-06-14,47.8306
2021-06-15,51.73181
2021-06-16,48.83927
2021-06-17,46.12474
2021-06-18,44.09997
2021-06-19,7.60216
2021-06-20,7.74308
2021-06-21,41.8527
2021-06-22,38.29266
2021-06-23,46.15441
2021-06-24,41.46703
2021-06-25,38.09241
2021-06-26,5.68122
2021-06-27,6.09656
2021-06-28,36.34206
2021-06-29,33.73136
2021-06-30,39.93918
2021-07-01,39.2865
2021-07-02,39.76859
2021-07-03,10.15352
2021-07-04,6.53415
2021-07-05,43.6698
2021-07-06,42.1642
2021-07-07,45.23474
2021-07-08,43.56597
2021-07-09,40.99977
2021-07-10,8.76659
2021-07-11,7.43158
2021-07-12,44.02581
2021-07-13,44.63398
2021-07-14,52.31773
2021-07-15,53.40799
2021-07-16,45.62782
2021-07-17,7.95816
2021-07-18,6.45998
2021-07-19,39.89468
2021-07-20,38.30749
2021-07-21,39.67217
2021-07-22,41.54861
2021-07-23,34.4582
2021-07-24,4.62805
2021-07-25,4.88021
2021-07-26,30.70533
2021-07-27,31.20967
2021-07-28,29.7189
2021-07-29,30.36416
2021-07-30,28.08722
2021-07-31,3.50812
2021-08-01,3.38945
2021-08-02,29.06623
2021-08-03,30.72758
2021-08-04,34.07995
2021-08-05,33.42727
2021-08-06,29.25906
2021-08-07,4.07921
2021-08-08,4.03471
2021-08-09,28.0798
2021-08-10,27.43454
2021-08-11,27.21204
2021-08-12,28.94014
2021-08-13,28.82147
2021-08-14,4.31654
2021-08-15,3.1002
2021-08-16,4.88021
2021-08-17,29.77082
2021-08-18,28.68797
2021-08-19,28.65089
2021-08-20,26.55937
2021-08-21,4.15337
2021-08-22,2.95186
2021-08-23,28.31714
2021-08-24,38.18883
2021-08-25,33.99836
2021-08-26,30.54216
2021-08-27,26.8857
2021-08-28,3.33011
2021-08-29,3.3672
2021-08-30,37.03181
2021-08-31,35.5633
2021-09-01,37.85507
2021-09-02,38.04049
2021-09-03,36.51264
2021-09-04,5.51064
2021-09-05,5.2733
2021-09-06,35.34821
2021-09-07,32.29993
2021-09-08,30.79433
2021-09-09,29.4074
2021-09-10,27.99821
2021-09-11,4.20529
2021-09-12,3.68612
2021-09-13,26.69287
2021-09-14,31.98101
2021-09-15,30.58666
2021-09-16,25.3801
2021-09-17,24.42334
2021-09-18,3.84929
2021-09-19,3.21886
2021-09-20,2.15085
2021-09-21,2.36594
2021-09-22,2.76644
2021-09-23,28.19105
2021-09-24,25.58036
2021-09-25,3.31528
2021-09-26,3.34495
2021-09-27,24.37884
2021-09-28,21.82748
2021-09-29,22.59882
2021-09-30,22.28732
2021-10-01,18.66053
2021-10-02,3.00378
2021-10-03,2.18794
2021-10-04,4.09404
2021-10-05,29.75598
2021-10-06,28.42097
2021-10-07,28.3913
2021-10-08,25.13535
2021-10-09,3.2782
2021-10-10,2.87028
2021-10-11,3.53778
2021-10-12,21.78298
2021-10-13,24.73485
2021-10-14,27.17496
2021-10-15,29.6299
2021-10-16,5.42164
2021-10-17,3.81962
2021-10-18,27.21946
2021-10-19,26.47037
2021-10-20,23.19958
2021-10-21,22.21315
2021-10-22,22.83616
2021-10-23,5.11755
2021-10-24,4.62063
2021-10-25,42.88363
2021-10-26,43.37313
2021-10-27,36.80189
2021-10-28,33.82778
2021-10-29,29.09589
2021-10-30,5.51064
2021-10-31,5.74797
2021-11-01,34.85871
2021-11-02,33.79811
2021-11-03,30.18616
2021-11-04,31.68434
2021-11-05,28.19105
2021-11-06,5.74056
2021-11-07,4.83571
2021-11-08,36.08989
2021-11-09,28.55447
2021-11-10,23.21441
2021-11-11,22.46532
2021-11-12,24.06734
2021-11-13,3.56003
2021-11-14,3.05569
2021-11-15,25.89186
2021-11-16,21.15997
2021-11-17,20.94489
2021-11-18,21.37506
2021-11-19,26.70028
2021-11-20,4.21271
2021-11-21,3.24853
2021-11-22,24.72001
2021-11-23,23.19958
2021-11-24,22.57657
2021-11-25,21.87198
2021-11-26,21.73848
2021-11-27,3.16695
2021-11-28,2.73677
2021-11-29,22.51724
2021-11-30,26.4407
2021-12-01,26.68545
2021-12-02,24.86093
2021-12-03,26.38136
2021-12-04,3.30786
2021-12-05,2.91478
2021-12-06,23.84484
2021-12-07,24.29726
2021-12-08,24.8906
2021-12-09,23.68167
2021-12-10,20.12905
2021-12-11,3.31528
2021-12-12,2.86286
2021-12-13,22.3244
2021-12-14,20.13646
2021-12-15,21.21189
2021-12-16,24.11926
2021-12-17,23.00674
2021-12-18,3.67128
2021-12-19,3.13728
2021-12-20,20.99681
2021-12-21,21.52339
2021-12-22,22.53949
2021-12-23,21.61981
2021-12-24,21.59015
2021-12-25,3.46362
2021-12-26,3.24853
2021-12-27,20.87072
2021-12-28,20.5073
2021-12-29,21.25639
2021-12-30,19.09812
2021-12-31,5.45872
2022-01-01,2.02477
2022-01-02,2.54394
2022-01-03,18.96462
2022-01-04,19.06845
2022-01-05,18.53445
2022-01-06,21.85715
2022-01-07,23.08091
2022-01-08,3.19661
2022-01-09,3.33011
2022-01-10,20.45538
2022-01-11,20.44055
2022-01-12,22.94741
2022-01-13,24.54201
2022-01-14,22.16865
2022-01-15,5.56997
2022-01-16,4.17562
2022-01-17,21.71623
2022-01-18,20.35897
2022-01-19,20.38122
2022-01-20,20.6408
2022-01-21,18.23778
2022-01-22,3.98279
2022-01-23,3.26336
2022-01-24,22.87324
2022-01-25,23.08091
2022-01-26,22.82133
2022-01-27,24.49751
2022-01-28,25.77319
2022-01-29,4.16079
2022-01-30,3.21886
2022-01-31,2.75161
2022-02-01,2.3066
2022-02-02,2.98894
2022-02-03,26.5297
2022-02-04,42.62404
2022-02-05,9.49343
2022-02-06,9.59727
2022-02-07,57.99896
2022-02-08,56.58977
2022-02-09,50.49321
2022-02-10,54.1645
2022-02-11,51.72439
2022-02-12,10.12385
2022-02-13,8.81109
2022-02-14,43.51405
2022-02-15,38.30749
2022-02-16,41.10361
2022-02-17,49.89987
2022-02-18,89.75005
2022-02-19,19.27612
2022-02-20,15.12274
2022-02-21,100.0
2022-02-22,80.79062
2022-02-23,75.9104
2022-02-24,62.55284
2022-02-25,53.37832
2022-02-26,9.64918
2022-02-27,9.80493
2022-02-28,45.56107
2022-03-01,11.08062
2022-03-02,46.62167
2022-03-03,48.80219
2022-03-04,47.43009
2022-03-05,8.46992
2022-03-06,9.2561
2022-03-07,46.6365
2022-03-08,40.5251
2022-03-09,7.36482
2022-03-10,52.7479
2022-03-11,52.21389
2022-03-12,8.49959
2022-03-13,7.03107
2022-03-14,48.72061
2022-03-15,44.81198
2022-03-16,43.55855
2022-03-17,43.23221
2022-03-18,49.7812
2022-03-19,10.8507
2022-03-20,7.44641
2022-03-21,43.84039
2022-03-22,40.53252
2022-03-23,40.37677
2022-03-24,39.90209
2022-03-25,34.27278
2022-03-26,5.76281
2022-03-27,4.56129
2022-03-28,34.34695
2022-03-29,31.63984
2022-03-30,32.19609
2022-03-31,34.03545
2022-04-01,42.20129
2022-04-02,6.57865
2022-04-03,6.56382
2022-04-04,38.13691
2022-04-05,36.15664
2022-04-06,32.25543
2022-04-07,29.42223
2022-04-08,30.68308
2022-04-09,4.84313
2022-04-10,4.15337
2022-04-11,31.23192
2022-04-12,28.63606
2022-04-13,32.52243
2022-04-14,31.43217
2022-04-15,32.90068
2022-04-16,5.52547
2022-04-17,5.0508
2022-04-18,35.8303
2022-04-19,36.20114
2022-04-20,37.95149
2022-04-21,32.8636
2022-04-22,26.7967
2022-04-23,6.09656
2022-04-24,4.10146
2022-04-25,28.24297
2022-04-26,36.73514
2022-04-27,37.55099
2022-04-28,35.83772
2022-04-29,30.98716
2022-04-30,4.74671
2022-05-01,3.44137
2022-05-02,29.48898
2022-05-03,36.74998
2022-05-04,28.50997
2022-05-05,4.45746
2022-05-06,24.28984
2022-05-07,3.17436
2022-05-08,2.63294
2022-05-09,23.64458
2022-05-10,24.79418
2022-05-11,25.77319
2022-05-12,24.49009
2022-05-13,25.25402
2022-05-14,4.7393
2022-05-15,3.2782
2022-05-16,27.0637
2022-05-17,29.80048
2022-05-18,26.03278
2022-05-19,25.35785
2022-05-20,25.83994
2022-05-21,3.73062
2022-05-22,3.19661
2022-05-23,23.92642
2022-05-24,20.35155
2022-05-25,25.96603
2022-05-26,24.14892
2022-05-27,23.43692
2022-05-28,3.1447
2022-05-29,3.13728
2022-05-30,24.20826
2022-05-31,22.75457
2022-06-01,3.91604
2022-06-02,22.27249
2022-06-03,27.03404
2022-06-04,5.64414
2022-06-05,2.58844
2022-06-06,4.50938
2022-06-07,29.09589
2022-06-08,30.80175
2022-06-09,24.8906
2022-06-10,22.43565
2022-06-11,3.70837
2022-06-12,4.01246
2022-06-13,23.89675
2022-06-14,23.57042
2022-06-15,28.00563
2022-06-16,24.54201
2022-06-17,26.95987
2022-06-18,3.93829
2022-06-19,2.93703
2022-06-20,24.43076
2022-06-21,23.48142
2022-06-22,22.51724
2022-06-23,22.74716
2022-06-24,22.02032
2022-06-25,3.08536
2022-06-26,2.18794
2022-06-27,20.91522
2022-06-28,18.90528
2022-06-29,17.26618
2022-06-30,17.16976
2022-07-01,16.99918
2022-07-02,2.27694
2022-07-03,2.18794
2022-07-04,18.88303
2022-07-05,18.65311
2022-07-06,18.93495
2022-07-07,16.71734
2022-07-08,19.03878
2022-07-09,2.2176
2022-07-10,1.69843
2022-07-11,17.93369
2022-07-12,15.59741
2022-07-13,17.7186
2022-07-14,16.42067
2022-07-15,15.93858
2022-07-16,2.56619
2022-07-17,2.05443
2022-07-18,18.6902
2022-07-19,16.76926
2022-07-20,16.56159
2022-07-21,16.11659
2022-07-22,15.42683
2022-07-23,2.98894
2022-07-24,2.32144
2022-07-25,16.40584
2022-07-26,16.40584
2022-07-27,15.62708
2022-07-28,16.70993
2022-07-29,16.90276
2022-07-30,2.4401
2022-07-31,1.88385
2022-08-01,16.99176
2022-08-02,15.9905
2022-08-03,19.60987
2022-08-04,20.41088
2022-08-05,18.71245
2022-08-06,3.78995
2022-08-07,3.05569
2022-08-08,19.42446
2022-08-09,18.08944
2022-08-10,16.15367
2022-08-11,17.59994
2022-08-12,19.78046
2022-08-13,2.58844
2022-08-14,1.85418
2022-08-15,2.37335
2022-08-16,23.67425
2022-08-17,22.94741
2022-08-18,20.31447
2022-08-19,17.4071
2022-08-20,2.57361
2022-08-21,2.23985
2022-08-22,16.89534
2022-08-23,15.96825
2022-08-24,16.73959
2022-08-25,16.99918
2022-08-26,15.07082
2022-08-27,1.67618
2022-08-28,1.45368
2022-08-29,14.15857
2022-08-30,15.19691
2022-08-31,13.66906
2022-09-01,12.59363
2022-09-02,13.58748
2022-09-03,1.84677
2022-09-04,1.41659
2022-09-05,13.92123
2022-09-06,13.06089
2022-09-07,13.26114
2022-09-08,13.61714
2022-09-09,2.3511
2022-09-10,1.91352
2022-09-11,1.53526
2022-09-12,1.89868
2022-09-13,20.06971
2022-09-14,16.39101
2022-09-15,13.37981
2022-09-16,12.88288
2022-09-17,1.76518
2022-09-18,1.39434
2022-09-19,12.23021
2022-09-20,11.89646
2022-09-21,10.60594
2022-09-22,11.84454
2022-09-23,11.44404
2022-09-24,1.67618
2022-09-25,1.63168
2022-09-26,13.62456
2022-09-27,12.96447
2022-09-28,13.63198
2022-09-29,12.69747
2022-09-30,11.72587
2022-10-01,1.37209
2022-10-02,1.04576
2022-10-03,1.44626
2022-10-04,12.51205
2022-10-05,13.66906
2022-10-06,12.83097
2022-10-07,11.57012
2022-10-08,1.57976
2022-10-09,1.52784
2022-10-10,1.6391
2022-10-11,12.88288
2022-10-12,11.48112
2022-10-13,12.4898
2022-10-14,12.54171
2022-10-15,2.1286
2022-10-16,1.42401
2022-10-17,13.30564
2022-10-18,13.47622
2022-10-19,12.74938
2022-10-20,11.31053
2022-10-21,10.63561
2022-10-22,1.78743
2022-10-23,1.36468
2022-10-24,12.61588
2022-10-25,11.46629
2022-10-26,12.59363
2022-10-27,14.40332
2022-10-28,13.55039
2022-10-29,1.69843
2022-10-30,1.80968
2022-10-31,12.4453
2022-11-01,14.03248
2022-11-02,14.49232
2022-11-03,13.60231
2022-11-04,14.6184
2022-11-05,1.84677
2022-11-06,1.65393
2022-11-07,13.32047
2022-11-08,14.64065
2022-11-09,14.51457
2022-11-10,12.74938
2022-11-11,17.19201
2022-11-12,2.27694
2022-11-13,3.5452
2022-11-14,17.42193
2022-11-15,14.74449
2022-11-16,14.29207
2022-11-17,13.37981
2022-11-18,13.53556
2022-11-19,1.9951
2022-11-20,2.82578
2022-11-21,18.19328
2022-11-22,16.94726
2022-11-23,15.47133
2022-11-24,14.69257
2022-11-25,12.7123
2022-11-26,1.6836
2022-11-27,1.9061
2022-11-28,11.36245
2022-11-29,12.77163
2022-11-30,12.46755
2022-12-01,12.4898
2022-12-02,10.72461
2022-12-03,1.72068
2022-12-04,1.74293
2022-12-05,12.61588
2022-12-06,11.82229
2022-12-07,11.5627
2022-12-08,10.78395
2022-12-09,13.27597
2022-12-10,2.05443
2022-12-11,1.5946
2022-12-12,12.57138
2022-12-13,11.0732
2022-12-14,11.65912
2022-12-15,12.05963
2022-12-16,10.75428
2022-12-17,1.78001
2022-12-18,1.50559
2022-12-19,10.45761
2022-12-20,10.0126
2022-12-21,12.32663
2022-12-22,11.59237
2022-12-23,10.60594
2022-12-24,1.61685
2022-12-25,1.26826
2022-12-26,11.15478
2022-12-27,11.70362
2022-12-28,11.1177
2022-12-29,10.36119
2022-12-30,4.48713
2022-12-31,1.23859
2023-01-01,1.21634
2023-01-02,12.60105
2023-01-03,11.55529
2023-01-04,13.07572
2023-01-05,12.23021
2023-01-06,11.74071
2023-01-07,1.92835
2023-01-08,1.93577
2023-01-09,14.69999
2023-01-10,14.65549
2023-01-11,13.55781
2023-01-12,12.34888
2023-01-13,12.05963
2023-01-14,2.20277
2023-01-15,1.97285
2023-01-16,12.7568
2023-01-17,10.83586
2023-01-18,10.40569
2023-01-19,10.93228
2023-01-20,10.64303
2023-01-21,1.5946
2023-01-22,1.37951
2023-01-23,1.52043
2023-01-24,2.73677
2023-01-25,14.26982
2023-01-26,14.06956
2023-01-27,13.63939
2023-01-28,2.09152
2023-01-29,1.6836
2023-01-30,14.63324
2023-01-31,13.23889
2023-02-01,13.03864
2023-02-02,13.40206
2023-02-03,12.6678
2023-02-04,1.80968
2023-02-05,1.72068
2023-02-06,12.15604
2023-02-07,12.26729
2023-02-08,12.98672
2023-02-09,12.17088
2023-02-10,11.19928
2023-02-11,1.72068
2023-02-12,1.66135
2023-02-13,12.37113
2023-02-14,12.33405
2023-02-15,11.5182
2023-02-16,12.94964
2023-02-17,11.48854
2023-02-18,1.56493
2023-02-19,4.07179
2023-02-20,19.68404
2023-02-21,15.27849
2023-02-22,14.35882
2023-02-23,14.26982
2023-02-24,12.24504
2023-02-25,2.32144
2023-02-26,2.81094
2023-02-27,15.58258
2023-02-28,16.035
2023-03-01,2.72194
2023-03-02,14.1289
2023-03-03,12.20796
2023-03-04,2.07668
2023-03-05,1.7726
2023-03-06,15.21916
2023-03-07,15.58258
2023-03-08,14.87799
2023-03-09,16.27975
2023-03-10,14.38107
2023-03-11,2.3511
2023-03-12,1.9061
2023-03-13,15.47133
2023-03-14,13.09797
2023-03-15,15.16724
2023-03-16,13.69131
2023-03-17,14.1289
2023-03-18,2.18052
2023-03-19,1.78001
2023-03-20,14.64807
2023-03-21,16.1685
2023-03-22,17.69635
2023-03-23,17.85952
2023-03-24,16.16109
2023-03-25,3.1447
2023-03-26,2.93703
2023-03-27,17.53318
2023-03-28,17.5406
2023-03-29,17.59994
2023-03-30,19.20937
2023-03-31,19.34287
2023-04-01,3.57487
2023-04-02,3.1447
2023-04-03,21.61981
2023-04-04,20.94489
2023-04-05,19.72113
2023-04-06,16.94726
2023-04-07,18.65311
2023-04-08,3.09278
2023-04-09,2.38077
2023-04-10,17.82985
2023-04-11,18.40836
2023-04-12,18.03752
2023-04-13,18.14136
2023-04-14,18.43061
2023-04-15,3.00378
2023-04-16,2.40302
2023-04-17,16.50967
2023-04-18,16.45776
2023-04-19,17.66669
2023-04-20,17.45902
2023-04-21,14.52199
2023-04-22,2.4401
2023-04-23,2.19535
2023-04-24,15.61966
2023-04-25,14.6629
2023-04-26,14.55165
2023-04-27,14.36623
2023-04-28,13.78773
2023-04-29,2.12118
2023-04-30,1.71326
2023-05-01,3.5452
2023-05-02,15.64191
2023-05-03,14.28465
2023-05-04,13.9064
2023-05-05,2.61069
2023-05-06,2.18794
2023-05-07,2.06185
2023-05-08,16.02759
2023-05-09,22.92516
2023-05-10,19.49121
2023-05-11,18.03752
2023-05-12,16.41326
2023-05-13,2.20277
2023-05-14,2.06185
2023-05-15,17.51093
2023-05-16,17.07335
2023-05-17,19.32804
2023-05-18,17.86694
2023-05-19,17.39968
2023-05-20,5.97789
2023-05-21,2.69969
2023-05-22,22.50241
2023-05-23,20.7298
2023-05-24,19.94363
2023-05-25,18.03752
2023-05-26,16.57642
2023-05-27,2.11377
2023-05-28,1.73551
