date,신혼부부청약
2023-05-28,31.90578
2023-05-29,41.32762
2023-05-30,43.04068
2023-05-31,37.2591
2023-06-01,36.6167
2023-06-02,25.91006
2023-06-03,26.76659
2023-06-04,32.54817
2023-06-05,39.18629
2023-06-06,34.90364
2023-06-07,52.24839
2023-06-08,53.53319
2023-06-09,38.11563
2023-06-10,27.19486
2023-06-11,36.18843
2023-06-12,51.39186
2023-06-13,49.6788
2023-06-14,42.18415
2023-06-15,31.26338
2023-06-16,31.47751
2023-06-17,22.9122
2023-06-18,31.69164
2023-06-19,60.8137
2023-06-20,45.39614
2023-06-21,40.68522
2023-06-22,32.97644
2023-06-23,33.83297
2023-06-24,22.05567
2023-06-25,36.40256
2023-06-26,55.67451
2023-06-27,43.04068
2023-06-28,33.83297
2023-06-29,34.0471
2023-06-30,38.75802
2023-07-01,27.19486
2023-07-02,40.47109
2023-07-03,49.6788
2023-07-04,44.11134
2023-07-05,36.18843
2023-07-06,36.83083
2023-07-07,32.76231
2023-07-08,27.19486
2023-07-09,33.83297
2023-07-10,44.11134
2023-07-11,44.96788
2023-07-12,38.11563
2023-07-13,36.6167
2023-07-14,27.83725
2023-07-15,25.05353
2023-07-16,23.5546
2023-07-17,40.89935
2023-07-18,42.39828
2023-07-19,30.40685
2023-07-20,31.04925
2023-07-21,26.55246
2023-07-22,19.70021
2023-07-23,29.33618
2023-07-24,37.90149
2023-07-25,34.47537
2023-07-26,36.6167
2023-07-27,32.11991
2023-07-28,24.197
2023-07-29,21.84154
2023-07-30,28.69379
2023-07-31,40.89935
2023-08-01,31.26338
2023-08-02,31.69164
2023-08-03,31.04925
2023-08-04,20.12847
2023-08-05,21.6274
2023-08-06,27.19486
2023-08-07,32.11991
2023-08-08,35.76017
2023-08-09,34.90364
2023-08-10,32.97644
2023-08-11,75.80299
2023-08-12,43.25481
2023-08-13,40.25695
2023-08-14,49.89293
2023-08-15,40.89935
2023-08-16,50.32119
2023-08-17,49.46466
2023-08-18,36.83083
2023-08-19,30.19271
2023-08-20,35.54603
2023-08-21,45.82441
2023-08-22,36.40256
2023-08-23,42.82655
2023-08-24,36.6167
2023-08-25,32.97644
2023-08-26,25.69593
2023-08-27,38.54389
2023-08-28,44.11134
2023-08-29,58.02997
2023-08-30,62.31263
2023-08-31,46.89507
2023-09-01,38.75802
2023-09-02,33.83297
2023-09-03,45.18201
2023-09-04,57.81584
2023-09-05,50.74946
2023-09-06,53.31905
2023-09-07,50.10706
2023-09-08,45.39614
2023-09-09,44.75374
2023-09-10,51.60599
2023-09-11,73.01927
2023-09-12,63.16916
2023-09-13,84.58244
2023-09-14,62.95503
2023-09-15,58.67237
2023-09-16,47.7516
2023-09-17,57.17344
2023-09-18,79.65738
2023-09-19,65.09635
2023-09-20,53.10492
2023-09-21,53.53319
2023-09-22,45.61027
2023-09-23,35.11777
2023-09-24,42.61241
2023-09-25,59.74304
2023-09-26,44.96788
2023-09-27,37.68736
2023-09-28,27.83725
2023-09-29,30.40685
2023-09-30,35.54603
2023-10-01,36.83083
2023-10-02,44.11134
2023-10-03,51.82012
2023-10-04,77.51605
2023-10-05,65.31049
2023-10-06,48.394
2023-10-07,27.40899
2023-10-08,37.04496
2023-10-09,58.45824
2023-10-10,68.95074
2023-10-11,54.38972
2023-10-12,55.03211
2023-10-13,44.11134
2023-10-14,41.54175
2023-10-15,45.61027
2023-10-16,67.88008
2023-10-17,55.67451
2023-10-18,51.60599
2023-10-19,44.75374
2023-10-20,41.32762
2023-10-21,35.3319
2023-10-22,45.61027
2023-10-23,59.74304
2023-10-24,50.96359
2023-10-25,39.82869
2023-10-26,36.40256
2023-10-27,34.0471
2023-10-28,24.62526
2023-10-29,39.40042
2023-10-30,51.60599
2023-10-31,47.32334
2023-11-01,52.24839
2023-11-02,36.18843
2023-11-03,37.04496
2023-11-04,34.6895
2023-11-05,43.89721
2023-11-06,58.02997
2023-11-07,44.75374
2023-11-08,47.1092
2023-11-09,39.61456
2023-11-10,30.40685
2023-11-11,28.90792
2023-11-12,41.54175
2023-11-13,45.61027
2023-11-14,42.18415
2023-11-15,40.04282
2023-11-16,35.54603
2023-11-17,23.98286
2023-11-18,29.76445
2023-11-19,33.40471
2023-11-20,49.0364
2023-11-21,40.47109
2023-11-22,37.90149
2023-11-23,35.54603
2023-11-24,39.82869
2023-11-25,30.83511
2023-11-26,32.76231
2023-11-27,48.17987
2023-11-28,40.68522
2023-11-29,35.76017
2023-11-30,43.46895
2023-12-01,29.55032
2023-12-02,20.77087
2023-12-03,32.54817
2023-12-04,48.394
2023-12-05,52.89079
2023-12-06,40.25695
2023-12-07,38.75802
2023-12-08,31.26338
2023-12-09,28.26552
2023-12-10,35.3319
2023-12-11,52.89079
2023-12-12,44.32548
2023-12-13,40.04282
2023-12-14,33.19057
2023-12-15,27.62312
2023-12-16,24.8394
2023-12-17,27.40899
2023-12-18,43.68308
2023-12-19,38.54389
2023-12-20,40.89935
2023-12-21,40.47109
2023-12-22,27.62312
2023-12-23,19.70021
2023-12-24,21.6274
2023-12-25,31.04925
2023-12-26,52.46252
2023-12-27,42.39828
2023-12-28,35.11777
2023-12-29,34.47537
2023-12-30,35.54603
2023-12-31,33.83297
2024-01-01,53.31905
2024-01-02,61.24197
2024-01-03,64.66809
2024-01-04,64.45396
2024-01-05,53.31905
2024-01-06,34.26124
2024-01-07,49.0364
2024-01-08,56.10278
2024-01-09,56.95931
2024-01-10,58.45824
2024-01-11,55.67451
2024-01-12,42.61241
2024-01-13,33.61884
2024-01-14,48.394
2024-01-15,67.45182
2024-01-16,57.17344
2024-01-17,48.60813
2024-01-18,41.54175
2024-01-19,43.46895
2024-01-20,35.9743
2024-01-21,52.24839
2024-01-22,57.81584
2024-01-23,53.31905
2024-01-24,45.82441
2024-01-25,49.89293
2024-01-26,42.61241
2024-01-27,36.83083
2024-01-28,48.82226
2024-01-29,58.02997
2024-01-30,53.10492
2024-01-31,48.17987
2024-02-01,41.11349
2024-02-02,31.04925
2024-02-03,29.12205
2024-02-04,47.32334
2024-02-05,64.23982
2024-02-06,43.04068
2024-02-07,34.0471
2024-02-08,26.98072
2024-02-09,24.62526
2024-02-10,28.90792
2024-02-11,36.83083
2024-02-12,47.96573
2024-02-13,60.1713
2024-02-14,50.96359
2024-02-15,39.61456
2024-02-16,39.18629
2024-02-17,34.90364
2024-02-18,41.54175
2024-02-19,52.03426
2024-02-20,51.60599
2024-02-21,49.25053
2024-02-22,36.18843
2024-02-23,36.40256
2024-02-24,37.2591
2024-02-25,41.75588
2024-02-26,64.66809
2024-02-27,48.394
2024-02-28,46.89507
2024-02-29,36.83083
2024-03-01,23.12633
2024-03-02,30.19271
2024-03-03,45.18201
2024-03-04,54.38972
2024-03-05,44.32548
2024-03-06,43.89721
2024-03-07,39.18629
2024-03-08,32.11991
2024-03-09,28.69379
2024-03-10,38.32976
2024-03-11,46.03854
2024-03-12,38.32976
2024-03-13,37.90149
2024-03-14,35.54603
2024-03-15,34.26124
2024-03-16,29.12205
2024-03-17,41.54175
2024-03-18,48.17987
2024-03-19,50.10706
2024-03-20,43.04068
