date,전산회계1급
2023-05-29,6.3739
2023-05-30,8.25672
2023-05-31,6.44035
2023-06-01,7.0052
2023-06-02,8.60006
2023-06-03,24.4213
2023-06-04,5.96965
2023-06-05,6.31852
2023-06-06,3.4666
2023-06-07,5.6983
2023-06-08,5.62631
2023-06-09,4.89533
2023-06-10,2.9516
2023-06-11,3.52752
2023-06-12,6.20777
2023-06-13,5.59308
2023-06-14,4.74581
2023-06-15,5.08361
2023-06-16,4.61291
2023-06-17,3.38354
2023-06-18,3.68257
2023-06-19,6.73939
2023-06-20,6.45143
2023-06-21,6.25761
2023-06-22,13.12437
2023-06-23,5.84228
2023-06-24,3.79887
2023-06-25,3.49429
2023-06-26,6.52896
2023-06-27,6.69509
2023-06-28,6.53449
2023-06-29,5.31066
2023-06-30,5.59308
2023-07-01,3.8044
2023-07-02,4.80119
2023-07-03,9.55809
2023-07-04,8.19581
2023-07-05,12.05559
2023-07-06,19.31553
2023-07-07,7.51467
2023-07-08,4.47447
2023-07-09,4.88426
2023-07-10,8.9434
2023-07-11,7.95215
2023-07-12,8.16812
2023-07-13,5.1556
2023-07-14,4.0536
2023-07-15,2.87407
2023-07-16,3.33924
2023-07-17,5.62631
2023-07-18,5.41588
2023-07-19,5.51556
2023-07-20,4.87318
2023-07-21,4.46339
2023-07-22,3.17864
2023-07-23,3.55521
2023-07-24,6.19669
2023-07-25,5.64292
2023-07-26,5.55432
2023-07-27,5.50448
2023-07-28,5.70938
2023-07-29,4.99501
2023-07-30,5.28297
2023-07-31,10.93698
2023-08-01,9.05969
2023-08-02,8.58345
2023-08-03,8.73297
2023-08-04,12.34355
2023-08-05,31.30468
2023-08-06,6.56218
2023-08-07,7.30424
2023-08-08,5.95857
2023-08-09,4.59076
2023-08-10,4.16989
2023-08-11,4.06468
2023-08-12,2.45874
2023-08-13,2.71901
2023-08-14,4.11451
2023-08-15,3.20079
2023-08-16,5.33281
2023-08-17,5.69276
2023-08-18,4.88979
2023-08-19,2.80761
2023-08-20,2.86299
2023-08-21,6.60649
2023-08-22,6.20777
2023-08-23,6.83907
2023-08-24,16.0649
2023-08-25,5.654
2023-08-26,3.62166
2023-08-27,3.67704
2023-08-28,6.32406
2023-08-29,7.08273
2023-08-30,9.79067
2023-08-31,14.20976
2023-09-01,6.40713
2023-09-02,3.80994
2023-09-03,6.05825
2023-09-04,8.83818
2023-09-05,8.6056
2023-09-06,8.93232
2023-09-07,5.29405
2023-09-08,4.29172
2023-09-09,2.81315
2023-09-10,3.16757
2023-09-11,5.46572
2023-09-12,4.96732
2023-09-13,4.67936
2023-09-14,4.24188
2023-09-15,3.6715
2023-09-16,2.48089
2023-09-17,3.24509
2023-09-18,4.79012
2023-09-19,4.65721
2023-09-20,4.42463
2023-09-21,4.76796
2023-09-22,3.63827
2023-09-23,2.56396
2023-09-24,3.06789
2023-09-25,4.98394
2023-09-26,4.81227
2023-09-27,3.13434
2023-09-28,2.10433
2023-09-29,2.1154
2023-09-30,2.44766
2023-10-01,2.99036
2023-10-02,4.90087
2023-10-03,5.03378
2023-10-04,7.51467
2023-10-05,6.68401
2023-10-06,7.18241
2023-10-07,7.74172
2023-10-08,24.25517
2023-10-09,6.39051
2023-10-10,7.22117
2023-10-11,5.23867
2023-10-12,4.28618
2023-10-13,3.73795
2023-10-14,2.41444
2023-10-15,2.68025
2023-10-16,5.4491
2023-10-17,4.51877
2023-10-18,4.28618
2023-10-19,4.14774
2023-10-20,3.43338
2023-10-21,2.75224
2023-10-22,2.6581
2023-10-23,5.84782
2023-10-24,5.05039
2023-10-25,6.20777
2023-10-26,14.25407
2023-10-27,4.88979
2023-10-28,3.3337
2023-10-29,3.72688
2023-10-30,6.6674
2023-10-31,7.22117
2023-11-01,10.74316
2023-11-02,16.49684
2023-11-03,6.92767
2023-11-04,3.95946
2023-11-05,4.26403
2023-11-06,7.84693
2023-11-07,7.57005
2023-11-08,7.59774
2023-11-09,4.7292
2023-11-10,3.74349
2023-11-11,2.26492
2023-11-12,2.59164
2023-11-13,4.65167
2023-11-14,4.57414
2023-11-15,4.62952
2023-11-16,4.37479
2023-11-17,3.74349
2023-11-18,2.51412
2023-11-19,2.81315
2023-11-20,5.73706
2023-11-21,5.6097
2023-11-22,5.48233
2023-11-23,4.92856
2023-11-24,4.3914
2023-11-25,3.79887
2023-11-26,4.78458
2023-11-27,9.84051
2023-11-28,7.95215
2023-11-29,6.74493
2023-11-30,7.10488
2023-12-01,10.17277
2023-12-02,25.57869
2023-12-03,6.41267
2023-12-04,7.66973
2023-12-05,5.53217
2023-12-06,4.42463
2023-12-07,4.45785
2023-12-08,3.67704
2023-12-09,2.46981
2023-12-10,3.01805
2023-12-11,4.81227
2023-12-12,4.69597
2023-12-13,4.98394
2023-12-14,4.59076
2023-12-15,4.47447
2023-12-16,2.84638
2023-12-17,3.68257
2023-12-18,5.76475
2023-12-19,5.32174
2023-12-20,5.93088
2023-12-21,13.00808
2023-12-22,5.74814
2023-12-23,3.40015
2023-12-24,2.48089
2023-12-25,3.22294
2023-12-26,6.65632
2023-12-27,6.32406
2023-12-28,5.18883
2023-12-29,4.82334
2023-12-30,3.46106
2023-12-31,3.73241
2024-01-01,5.38819
2024-01-02,10.15616
2024-01-03,13.21298
2024-01-04,18.62886
2024-01-05,8.91017
2024-01-06,5.12238
2024-01-07,5.9918
2024-01-08,9.35873
2024-01-09,8.71635
2024-01-10,9.02647
2024-01-11,6.241
2024-01-12,4.75135
2024-01-13,3.378
2024-01-14,4.10344
2024-01-15,6.35729
2024-01-16,6.19116
2024-01-17,5.9032
2024-01-18,4.95071
2024-01-19,4.98394
2024-01-20,3.4666
2024-01-21,3.84317
2024-01-22,6.56772
2024-01-23,6.49573
2024-01-24,6.36283
2024-01-25,5.95857
2024-01-26,6.05271
2024-01-27,4.65167
2024-01-28,5.83121
2024-01-29,11.06988
2024-01-30,8.56684
2024-01-31,7.65311
2024-02-01,7.50913
2024-02-02,7.25994
2024-02-03,9.20367
2024-02-04,28.87916
2024-02-05,9.032
2024-02-06,6.05271
2024-02-07,4.95071
2024-02-08,3.27832
2024-02-09,2.24277
2024-02-10,2.21508
2024-02-11,2.27599
2024-02-12,3.15095
2024-02-13,6.22992
2024-02-14,5.24975
2024-02-15,5.27743
2024-02-16,4.85657
2024-02-17,3.13434
2024-02-18,3.4223
2024-02-19,6.10809
2024-02-20,6.34068
2024-02-21,7.17687
2024-02-22,16.03167
2024-02-23,6.09702
2024-02-24,3.52198
2024-02-25,4.16989
2024-02-26,7.49252
2024-02-27,10.13955
2024-02-28,14.98504
2024-02-29,7.20456
2024-03-01,4.9784
2024-03-02,4.33602
2024-03-03,5.30512
2024-03-04,10.32229
2024-03-05,10.38874
2024-03-06,6.94982
2024-03-07,6.54003
2024-03-08,5.25528
2024-03-09,3.15095
2024-03-10,3.77118
2024-03-11,6.16901
2024-03-12,6.06379
2024-03-13,6.14132
2024-03-14,5.43249
2024-03-15,4.6849
2024-03-16,2.81869
2024-03-17,3.32816
2024-03-18,6.60649
2024-03-19,6.241
2024-03-20,6.35175
