date,의정부롯데캐슬
2023-05-29,17.96246
2023-05-30,15.81769
2023-05-31,16.01876
2023-06-01,11.46112
2023-06-02,17.42627
2023-06-03,14.34316
2023-06-04,15.88471
2023-06-05,16.15281
2023-06-06,16.08579
2023-06-07,17.29222
2023-06-08,18.02949
2023-06-09,18.02949
2023-06-10,16.28686
2023-06-11,15.21447
2023-06-12,16.55495
2023-06-13,17.69436
2023-06-14,16.9571
2023-06-15,16.28686
2023-06-16,15.68364
2023-06-17,16.689
2023-06-18,15.95174
2023-06-19,17.2252
2023-06-20,17.09115
2023-06-21,14.54423
2023-06-22,15.75067
2023-06-23,16.21983
2023-06-24,16.55495
2023-06-25,12.73458
2023-06-26,16.82305
2023-06-27,15.54959
2023-06-28,16.42091
2023-06-29,16.42091
2023-06-30,12.53351
2023-07-01,13.27077
2023-07-02,13.53887
2023-07-03,13.40482
2023-07-04,13.67292
2023-07-05,12.19839
2023-07-06,14.34316
2023-07-07,15.34852
2023-07-08,15.48257
2023-07-09,15.2815
2023-07-10,17.82841
2023-07-11,14.81233
2023-07-12,16.28686
2023-07-13,13.0697
2023-07-14,14.27613
2023-07-15,16.42091
2023-07-16,15.61662
2023-07-17,17.69436
2023-07-18,17.09115
2023-07-19,16.55495
2023-07-20,15.75067
2023-07-21,14.34316
2023-07-22,13.0697
2023-07-23,13.47184
2023-07-24,19.43699
2023-07-25,14.94638
2023-07-26,16.28686
2023-07-27,16.89008
2023-07-28,12.93565
2023-07-29,13.80697
2023-07-30,15.0134
2023-07-31,16.55495
2023-08-01,12.86863
2023-08-02,15.41554
2023-08-03,12.19839
2023-08-04,11.32707
2023-08-05,11.52815
2023-08-06,11.72922
2023-08-07,12.53351
2023-08-08,13.20375
2023-08-09,15.34852
2023-08-10,11.79624
2023-08-11,13.87399
2023-08-12,16.28686
2023-08-13,11.72922
2023-08-14,14.94638
2023-08-15,16.75603
2023-08-16,14.07506
2023-08-17,13.3378
2023-08-18,17.62734
2023-08-19,12.33243
2023-08-20,13.73994
2023-08-21,15.61662
2023-08-22,13.00268
2023-08-23,15.54959
2023-08-24,14.54423
2023-08-25,14.47721
2023-08-26,14.7453
2023-08-27,15.34852
2023-08-28,15.61662
2023-08-29,14.87935
2023-08-30,13.40482
2023-08-31,17.96246
2023-09-01,14.87935
2023-09-02,13.00268
2023-09-03,13.94101
2023-09-04,13.60589
2023-09-05,14.7453
2023-09-06,15.08042
2023-09-07,12.60053
2023-09-08,11.66219
2023-09-09,11.19302
2023-09-10,10.8579
2023-09-11,11.99731
2023-09-12,10.18766
2023-09-13,12.73458
2023-09-14,14.47721
2023-09-15,16.62198
2023-09-16,15.21447
2023-09-17,12.39946
2023-09-18,15.0134
2023-09-19,15.95174
2023-09-20,13.94101
2023-09-21,12.06434
2023-09-22,14.7453
2023-09-23,12.93565
2023-09-24,11.3941
2023-09-25,12.93565
2023-09-26,11.52815
2023-09-27,9.65147
2023-09-28,10.72386
2023-09-29,10.99195
2023-09-30,11.59517
2023-10-01,10.8579
2023-10-02,13.00268
2023-10-03,13.13672
2023-10-04,12.33243
2023-10-05,11.26005
2023-10-06,13.73994
2023-10-07,11.72922
2023-10-08,11.86327
2023-10-09,11.05898
2023-10-10,14.07506
2023-10-11,12.86863
2023-10-12,12.19839
2023-10-13,11.66219
2023-10-14,11.52815
2023-10-15,9.1823
2023-10-16,11.05898
2023-10-17,11.05898
2023-10-18,9.78552
2023-10-19,12.06434
2023-10-20,10.65683
2023-10-21,11.19302
2023-10-22,13.80697
2023-10-23,14.07506
2023-10-24,12.26541
2023-10-25,12.66756
2023-10-26,11.32707
2023-10-27,15.61662
2023-10-28,14.67828
2023-10-29,16.01876
2023-10-30,15.54959
2023-10-31,16.08579
2023-11-01,15.61662
2023-11-02,15.61662
2023-11-03,12.33243
2023-11-04,13.13672
2023-11-05,14.67828
2023-11-06,16.689
2023-11-07,14.81233
2023-11-08,14.61126
2023-11-09,13.73994
2023-11-10,10.52278
2023-11-11,11.66219
2023-11-12,12.33243
2023-11-13,11.3941
2023-11-14,18.9008
2023-11-15,13.27077
2023-11-16,11.99731
2023-11-17,11.3941
2023-11-18,10.79088
2023-11-19,9.1823
2023-11-20,8.57908
2023-11-21,10.92493
2023-11-22,12.26541
2023-11-23,9.98659
2023-11-24,11.3941
2023-11-25,11.93029
2023-11-26,10.25469
2023-11-27,11.99731
2023-11-28,11.126
2023-11-29,12.26541
2023-11-30,10.05361
2023-12-01,8.9142
2023-12-02,9.85254
2023-12-03,7.77479
2023-12-04,12.39946
2023-12-05,13.27077
2023-12-06,13.27077
2023-12-07,13.60589
2023-12-08,15.21447
2023-12-09,13.53887
2023-12-10,13.20375
2023-12-11,12.19839
2023-12-12,13.27077
2023-12-13,12.39946
2023-12-14,10.99195
2023-12-15,9.11528
2023-12-16,10.58981
2023-12-17,10.45576
2023-12-18,10.79088
2023-12-19,12.33243
2023-12-20,12.86863
2023-12-21,7.84182
2023-12-22,8.44504
2023-12-23,11.05898
2023-12-24,11.72922
2023-12-25,12.26541
2023-12-26,13.60589
2023-12-27,12.93565
2023-12-28,14.41018
2023-12-29,13.27077
2023-12-30,10.32171
2023-12-31,12.86863
2024-01-01,13.20375
2024-01-02,11.86327
2024-01-03,13.40482
2024-01-04,11.93029
2024-01-05,10.38873
2024-01-06,11.3941
2024-01-07,13.0697
2024-01-08,10.25469
2024-01-09,13.20375
2024-01-10,12.73458
2024-01-11,13.40482
2024-01-12,12.19839
2024-01-13,10.45576
2024-01-14,9.1823
2024-01-15,12.60053
2024-01-16,11.26005
2024-01-17,13.67292
2024-01-18,12.06434
2024-01-19,12.53351
2024-01-20,11.32707
2024-01-21,10.45576
2024-01-22,10.72386
2024-01-23,11.19302
2024-01-24,13.3378
2024-01-25,13.0697
2024-01-26,13.47184
2024-01-27,10.99195
2024-01-28,10.45576
2024-01-29,13.13672
2024-01-30,10.79088
2024-01-31,14.7453
2024-02-01,14.41018
2024-02-02,13.0697
2024-02-03,12.06434
2024-02-04,12.60053
2024-02-05,14.34316
2024-02-06,14.41018
2024-02-07,13.0697
2024-02-08,12.33243
2024-02-09,9.1823
2024-02-10,13.13672
2024-02-11,10.32171
2024-02-12,12.33243
2024-02-13,15.81769
2024-02-14,12.19839
2024-02-15,12.8016
2024-02-16,11.59517
2024-02-17,10.18766
2024-02-18,10.8579
2024-02-19,12.66756
2024-02-20,14.61126
2024-02-21,14.94638
2024-02-22,14.20911
2024-02-23,13.00268
2024-02-24,13.20375
2024-02-25,12.66756
2024-02-26,15.14745
2024-02-27,14.54423
2024-02-28,15.08042
2024-02-29,10.79088
2024-03-01,10.65683
2024-03-02,9.11528
2024-03-03,8.37801
2024-03-04,8.78016
2024-03-05,8.51206
2024-03-06,9.65147
2024-03-07,9.65147
2024-03-08,8.44504
2024-03-09,7.97587
2024-03-10,9.04825
2024-03-11,8.57908
2024-03-12,11.52815
2024-03-13,11.99731
2024-03-14,10.45576
2024-03-15,9.4504
2024-03-16,10.52278
2024-03-17,9.38337
2024-03-18,10.38873
2024-03-19,11.3941
2024-03-20,9.1823
