date,시간외단일가
2020-06-17,11.33146
2020-06-18,7.73326
2020-06-19,5.94081
2020-06-20,0.5679
2020-06-21,0.72319
2020-06-22,6.52646
2020-06-23,6.26469
2020-06-24,6.92133
2020-06-25,5.48826
2020-06-26,3.86884
2020-06-27,0.45254
2020-06-28,0.41261
2020-06-29,4.805
2020-06-30,5.56812
2020-07-01,4.37463
2020-07-02,7.4005
2020-07-03,4.30808
2020-07-04,0.40818
2020-07-05,0.3993
2020-07-06,4.27259
2020-07-07,5.35959
2020-07-08,3.97533
2020-07-09,4.71183
2020-07-10,3.28763
2020-07-11,0.43923
2020-07-12,0.48804
2020-07-13,5.00022
2020-07-14,5.7101
2020-07-15,4.99578
2020-07-16,3.45179
2020-07-17,2.95044
2020-07-18,0.38599
2020-07-19,0.43923
2020-07-20,5.52819
2020-07-21,8.40321
2020-07-22,7.52917
2020-07-23,7.13873
2020-07-24,6.84147
2020-07-25,0.76755
2020-07-26,0.74981
2020-07-27,8.6561
2020-07-28,8.36771
2020-07-29,6.9302
2020-07-30,6.91246
2020-07-31,5.43502
2020-08-01,0.5679
2020-08-02,0.64332
2020-08-03,7.77319
2020-08-04,8.87794
2020-08-05,7.66227
2020-08-06,7.6179
2020-08-07,5.94081
2020-08-08,0.74537
2020-08-09,0.90953
2020-08-10,8.48307
2020-08-11,8.9578
2020-08-12,7.81312
2020-08-13,8.80252
2020-08-14,6.56639
2020-08-15,0.67438
2020-08-16,0.55015
2020-08-17,1.06482
2020-08-18,8.62948
2020-08-19,7.05
2020-08-20,8.16806
2020-08-21,5.65686
2020-08-22,0.50135
2020-08-23,0.55015
2020-08-24,5.48826
2020-08-25,6.48209
2020-08-26,7.32951
2020-08-27,6.02511
2020-08-28,3.81117
2020-08-29,0.52353
2020-08-30,0.50578
2020-08-31,6.14046
2020-09-01,6.07391
2020-09-02,5.97187
2020-09-03,4.84937
2020-09-04,5.67017
2020-09-05,0.90509
2020-09-06,0.94059
2020-09-07,6.00736
2020-09-08,7.33839
2020-09-09,5.44389
2020-09-10,6.65069
2020-09-11,4.60978
2020-09-12,0.4836
2020-09-13,0.53684
2020-09-14,4.07737
2020-09-15,5.35072
2020-09-16,4.81831
2020-09-17,3.95758
2020-09-18,3.05692
2020-09-19,0.47029
2020-09-20,0.4836
2020-09-21,3.61151
2020-09-22,4.81387
2020-09-23,4.51217
2020-09-24,3.52278
2020-09-25,3.16784
2020-09-26,0.38156
2020-09-27,0.40818
2020-09-28,3.04805
2020-09-29,3.7668
2020-09-30,0.23514
2020-10-01,0.11091
2020-10-02,0.1819
2020-10-03,0.07542
2020-10-04,0.22627
2020-10-05,2.76409
2020-10-06,3.97976
2020-10-07,3.49172
2020-10-08,3.51834
2020-10-09,0.44811
2020-10-10,0.33719
2020-10-11,0.45698
2020-10-12,3.0791
2020-10-13,3.34974
2020-10-14,2.75966
2020-10-15,3.26545
2020-10-16,3.02586
2020-10-17,0.33719
2020-10-18,0.2174
2020-10-19,2.36922
2020-10-20,2.20506
2020-10-21,2.43577
2020-10-22,2.36922
2020-10-23,2.24499
2020-10-24,0.28395
2020-10-25,0.40818
2020-10-26,1.98766
2020-10-27,2.01872
2020-10-28,2.8972
2020-10-29,2.72416
2020-10-30,2.12076
2020-10-31,0.27064
2020-11-01,0.25289
2020-11-02,1.59723
2020-11-03,1.85899
2020-11-04,2.28049
2020-11-05,2.95931
2020-11-06,2.2095
2020-11-07,0.23514
2020-11-08,0.38156
2020-11-09,2.68867
2020-11-10,3.62482
2020-11-11,3.05248
2020-11-12,3.0303
2020-11-13,3.15009
2020-11-14,0.45698
2020-11-15,0.4348
2020-11-16,3.94427
2020-11-17,3.5494
2020-11-18,2.93713
2020-11-19,3.30981
2020-11-20,2.79515
2020-11-21,0.33275
2020-11-22,0.32388
2020-11-23,3.31425
2020-11-24,3.39855
2020-11-25,3.01699
2020-11-26,2.47127
2020-11-27,2.50676
2020-11-28,0.41705
2020-11-29,0.40374
2020-11-30,3.47397
2020-12-01,3.26101
2020-12-02,3.39411
2020-12-03,3.69581
2020-12-04,3.28319
2020-12-05,0.45698
2020-12-06,0.47916
2020-12-07,3.83779
2020-12-08,3.5139
2020-12-09,3.66919
2020-12-10,4.06406
2020-12-11,3.45623
2020-12-12,0.41705
2020-12-13,0.40374
2020-12-14,2.97262
2020-12-15,2.81733
2020-12-16,3.2965
2020-12-17,3.95758
2020-12-18,3.74462
2020-12-19,0.44811
2020-12-20,0.59896
2020-12-21,4.29477
2020-12-22,3.82891
2020-12-23,3.65588
2020-12-24,2.92382
2020-12-25,0.4348
2020-12-26,0.28395
2020-12-27,0.45698
2020-12-28,5.00022
2020-12-29,4.44562
2020-12-30,3.52721
2020-12-31,0.60339
2021-01-01,0.39487
2021-01-02,0.40818
2021-01-03,0.63889
2021-01-04,5.18656
2021-01-05,5.68791
2021-01-06,5.31523
2021-01-07,6.24251
2021-01-08,6.69506
2021-01-09,1.1713
2021-01-10,1.57504
2021-01-11,7.85305
2021-01-12,5.67904
2021-01-13,6.99676
2021-01-14,7.25852
2021-01-15,5.59031
2021-01-16,0.66994
2021-01-17,0.63001
2021-01-18,5.9763
2021-01-19,10.04924
2021-01-20,6.81929
2021-01-21,12.12564
2021-01-22,7.0988
2021-01-23,0.86073
2021-01-24,0.66994
2021-01-25,5.21762
2021-01-26,5.30192
2021-01-27,5.31079
2021-01-28,4.31252
2021-01-29,4.56541
2021-01-30,0.46142
2021-01-31,0.5191
2021-02-01,3.5982
2021-02-02,3.77124
2021-02-03,4.91592
2021-02-04,3.82004
2021-02-05,3.39411
2021-02-06,0.50135
2021-02-07,0.57677
2021-02-08,3.8999
2021-02-09,3.97089
2021-02-10,3.8511
2021-02-11,0.58565
2021-02-12,0.37268
2021-02-13,0.38599
2021-02-14,0.70988
2021-02-15,5.44389
2021-02-16,5.85651
2021-02-17,5.72341
2021-02-18,5.57699
2021-02-19,3.97533
2021-02-20,0.44811
2021-02-21,0.49247
2021-02-22,4.08181
2021-02-23,3.55827
2021-02-24,3.46954
2021-02-25,5.1067
2021-02-26,4.41457
2021-02-27,0.41261
2021-02-28,0.3993
2021-03-01,0.55903
2021-03-02,3.28763
2021-03-03,3.51834
2021-03-04,3.68694
2021-03-05,3.13234
2021-03-06,0.40818
2021-03-07,0.44811
2021-03-08,3.92209
2021-03-09,2.92382
2021-03-10,3.19446
2021-03-11,3.13678
2021-03-12,2.98149
2021-03-13,0.4836
2021-03-14,0.55903
2021-03-15,3.46954
2021-03-16,3.27432
2021-03-17,3.34087
2021-03-18,4.15723
2021-03-19,3.92209
2021-03-20,0.4836
2021-03-21,0.41261
2021-03-22,3.58933
2021-03-23,3.14122
2021-03-24,3.332
2021-03-25,2.97262
2021-03-26,2.72416
2021-03-27,0.43923
2021-03-28,0.45254
2021-03-29,3.05248
2021-03-30,3.18558
2021-03-31,3.16784
2021-04-01,3.02586
2021-04-02,2.37366
2021-04-03,0.42149
2021-04-04,0.35494
2021-04-05,2.48901
2021-04-06,2.71085
2021-04-07,2.53782
2021-04-08,2.79515
2021-04-09,2.7774
2021-04-10,0.29282
2021-04-11,0.44811
2021-04-12,2.97706
2021-04-13,2.91051
2021-04-14,2.946
2021-04-15,3.55827
2021-04-16,3.0303
2021-04-17,0.37712
2021-04-18,0.32831
2021-04-19,2.75078
2021-04-20,2.57331
2021-04-21,3.00811
2021-04-22,3.15009
2021-04-23,2.87501
2021-04-24,0.43036
2021-04-25,0.35937
2021-04-26,3.46066
2021-04-27,3.19446
2021-04-28,3.07023
2021-04-29,2.80402
2021-04-30,2.94156
2021-05-01,0.315
2021-05-02,0.41705
2021-05-03,2.44908
2021-05-04,2.06752
2021-05-05,0.44811
2021-05-06,2.10302
2021-05-07,1.97879
2021-05-08,0.20409
2021-05-09,0.24845
2021-05-10,2.84395
2021-05-11,3.77567
2021-05-12,3.4651
2021-05-13,3.00811
2021-05-14,3.07023
2021-05-15,0.39043
2021-05-16,0.36381
2021-05-17,2.49345
2021-05-18,2.06752
2021-05-19,0.37712
2021-05-20,2.08083
2021-05-21,2.23168
2021-05-22,0.315
2021-05-23,0.44811
2021-05-24,2.03647
2021-05-25,1.91667
2021-05-26,2.14738
2021-05-27,2.62212
2021-05-28,1.88562
2021-05-29,0.24845
2021-05-30,0.20852
2021-05-31,2.39141
2021-06-01,2.52007
2021-06-02,2.27605
2021-06-03,2.46683
2021-06-04,2.19619
2021-06-05,0.27064
2021-06-06,0.36825
2021-06-07,2.82621
2021-06-08,2.70641
2021-06-09,2.88389
2021-06-10,2.68867
2021-06-11,2.63543
2021-06-12,0.32831
2021-06-13,0.28395
2021-06-14,2.80402
2021-06-15,2.48014
2021-06-16,2.2095
2021-06-17,2.44908
2021-06-18,2.35147
2021-06-19,0.27064
2021-06-20,0.23514
2021-06-21,2.26718
2021-06-22,2.6443
2021-06-23,3.03917
2021-06-24,2.85283
2021-06-25,2.16069
2021-06-26,0.29726
2021-06-27,0.2662
2021-06-28,2.22281
2021-06-29,2.15182
2021-06-30,2.04978
2021-07-01,1.86343
2021-07-02,1.81019
2021-07-03,0.19078
2021-07-04,0.23071
2021-07-05,2.52451
2021-07-06,2.46239
2021-07-07,2.4269
2021-07-08,3.12347
2021-07-09,2.28936
2021-07-10,0.29282
2021-07-11,0.23514
2021-07-12,1.77913
2021-07-13,2.14738
2021-07-14,2.05421
2021-07-15,2.4269
2021-07-16,2.15182
2021-07-17,0.2174
2021-07-18,0.17747
2021-07-19,2.16069
2021-07-20,2.20063
2021-07-21,1.91667
2021-07-22,2.00541
2021-07-23,1.68596
2021-07-24,0.21296
2021-07-25,0.23958
2021-07-26,1.54842
2021-07-27,1.93442
2021-07-28,1.89005
2021-07-29,1.89005
2021-07-30,1.8235
2021-07-31,0.17747
2021-08-01,0.15528
2021-08-02,1.6549
2021-08-03,1.85899
2021-08-04,1.91224
2021-08-05,2.16957
2021-08-06,2.99037
2021-08-07,0.27507
2021-08-08,0.29726
2021-08-09,3.35862
2021-08-10,3.06579
2021-08-11,3.12791
2021-08-12,3.20333
2021-08-13,3.2122
2021-08-14,0.33275
2021-08-15,0.19965
2021-08-16,0.35494
2021-08-17,2.58219
2021-08-18,2.58219
2021-08-19,2.90163
2021-08-20,2.36035
2021-08-21,0.20409
2021-08-22,0.19521
2021-08-23,1.9566
2021-08-24,2.62655
2021-08-25,2.43134
2021-08-26,2.47127
2021-08-27,2.21394
2021-08-28,0.50578
2021-08-29,0.27507
2021-08-30,2.50676
2021-08-31,2.7286
2021-09-01,3.13678
2021-09-02,2.90607
2021-09-03,2.48458
2021-09-04,0.31944
2021-09-05,0.23958
2021-09-06,2.15626
2021-09-07,2.08527
2021-09-08,2.5112
2021-09-09,2.53338
2021-09-10,2.29823
2021-09-11,0.32388
2021-09-12,0.21296
2021-09-13,2.02315
2021-09-14,2.26274
2021-09-15,1.96548
2021-09-16,1.81019
2021-09-17,2.5955
2021-09-18,0.16415
2021-09-19,0.10204
2021-09-20,0.08429
2021-09-21,0.06655
2021-09-22,0.20852
2021-09-23,2.02759
2021-09-24,2.15182
2021-09-25,0.29282
2021-09-26,0.25289
2021-09-27,2.08083
2021-09-28,2.34704
2021-09-29,2.2095
2021-09-30,2.33373
2021-10-01,1.80132
2021-10-02,0.11091
2021-10-03,0.16415
2021-10-04,0.20852
2021-10-05,1.86343
2021-10-06,2.22281
2021-10-07,2.30711
2021-10-08,1.64159
2021-10-09,0.12866
2021-10-10,0.11535
2021-10-11,0.17747
2021-10-12,1.57504
2021-10-13,1.83237
2021-10-14,2.14738
2021-10-15,2.00541
2021-10-16,0.24845
2021-10-17,0.18634
2021-10-18,1.89893
2021-10-19,1.72146
2021-10-20,1.74364
2021-10-21,3.332
2021-10-22,1.75251
2021-10-23,0.25289
2021-10-24,0.21296
2021-10-25,1.65934
2021-10-26,1.67709
2021-10-27,1.75251
2021-10-28,1.61941
2021-10-29,1.61054
2021-10-30,0.22183
2021-10-31,0.16859
2021-11-01,1.53511
2021-11-02,1.53511
2021-11-03,2.80846
2021-11-04,2.36478
2021-11-05,2.28049
2021-11-06,0.20852
2021-11-07,0.24402
2021-11-08,1.76582
2021-11-09,1.66378
2021-11-10,1.8235
2021-11-11,2.06309
2021-11-12,2.08527
2021-11-13,0.315
2021-11-14,0.29726
2021-11-15,2.24056
2021-11-16,2.14738
2021-11-17,2.11189
2021-11-18,2.35591
2021-11-19,2.02315
2021-11-20,0.17747
2021-11-21,0.32388
2021-11-22,2.15182
2021-11-23,1.90336
2021-11-24,1.57504
2021-11-25,1.97879
2021-11-26,2.45352
2021-11-27,0.4348
2021-11-28,0.40818
2021-11-29,2.15626
2021-11-30,2.35147
2021-12-01,2.10745
2021-12-02,1.59723
2021-12-03,1.5218
2021-12-04,0.18634
2021-12-05,0.19521
2021-12-06,1.49074
2021-12-07,1.73033
2021-12-08,1.53511
2021-12-09,1.79244
2021-12-10,1.48631
2021-12-11,0.16859
2021-12-12,0.14197
2021-12-13,1.39757
2021-12-14,1.46856
2021-12-15,1.48631
2021-12-16,1.53955
2021-12-17,1.43307
2021-12-18,0.17303
2021-12-19,0.17747
2021-12-20,1.53955
2021-12-21,1.51736
2021-12-22,1.39314
2021-12-23,1.57061
2021-12-24,1.27778
2021-12-25,0.22627
2021-12-26,0.24402
2021-12-27,1.54399
2021-12-28,1.96104
2021-12-29,1.7747
2021-12-30,1.42419
2021-12-31,0.32831
2022-01-01,0.10648
2022-01-02,0.14197
2022-01-03,1.64159
2022-01-04,1.62828
2022-01-05,1.93442
2022-01-06,1.72589
2022-01-07,1.49074
2022-01-08,0.23514
2022-01-09,0.22627
2022-01-10,1.5573
2022-01-11,1.66821
2022-01-12,1.76139
2022-01-13,1.53068
2022-01-14,1.64159
2022-01-15,0.19078
2022-01-16,0.22627
2022-01-17,1.20236
2022-01-18,1.4375
2022-01-19,1.41532
2022-01-20,1.23785
2022-01-21,1.6904
2022-01-22,0.23071
2022-01-23,0.20409
2022-01-24,1.38426
2022-01-25,1.45969
2022-01-26,1.94773
2022-01-27,4.90261
2022-01-28,2.45352
2022-01-29,0.24402
2022-01-30,0.10648
2022-01-31,0.11979
2022-02-01,0.11091
2022-02-02,0.25289
2022-02-03,2.26718
2022-02-04,1.9078
2022-02-05,0.20409
2022-02-06,0.20409
2022-02-07,2.71529
2022-02-08,1.85456
2022-02-09,2.34704
2022-02-10,1.80575
2022-02-11,1.57061
2022-02-12,0.17303
2022-02-13,0.23071
2022-02-14,1.68596
2022-02-15,2.2938
2022-02-16,2.0409
2022-02-17,1.45081
2022-02-18,1.45081
2022-02-19,0.14197
2022-02-20,0.10648
2022-02-21,1.4375
2022-02-22,1.87231
2022-02-23,1.50849
2022-02-24,2.19175
2022-02-25,2.31154
2022-02-26,0.34606
2022-02-27,0.23958
2022-02-28,1.50849
2022-03-01,0.2174
2022-03-02,1.71702
2022-03-03,1.5218
2022-03-04,1.36208
2022-03-05,0.15528
2022-03-06,0.22627
2022-03-07,1.58835
2022-03-08,1.84568
2022-03-09,0.23514
2022-03-10,1.77026
2022-03-11,1.75695
2022-03-12,0.19965
2022-03-13,0.2662
2022-03-14,1.34877
2022-03-15,1.57504
2022-03-16,1.97879
2022-03-17,1.89893
2022-03-18,1.79244
2022-03-19,0.20852
2022-03-20,0.1819
2022-03-21,1.78357
2022-03-22,1.90336
2022-03-23,2.37366
2022-03-24,2.07196
2022-03-25,1.76582
2022-03-26,0.34606
2022-03-27,0.28838
2022-03-28,1.80575
2022-03-29,1.85456
2022-03-30,1.92111
2022-03-31,2.22725
2022-04-01,1.89893
2022-04-02,0.28838
2022-04-03,0.2662
2022-04-04,2.01872
2022-04-05,1.71258
2022-04-06,2.39584
2022-04-07,1.73477
2022-04-08,1.58392
2022-04-09,0.19078
2022-04-10,0.2174
2022-04-11,1.3887
2022-04-12,1.70371
2022-04-13,1.66378
2022-04-14,1.49518
2022-04-15,1.76582
2022-04-16,0.15528
2022-04-17,0.21296
2022-04-18,1.33546
2022-04-19,1.57061
2022-04-20,1.68152
2022-04-21,1.8235
2022-04-22,1.63272
2022-04-23,0.17303
2022-04-24,0.27507
2022-04-25,1.76582
2022-04-26,1.92555
2022-04-27,2.16957
2022-04-28,1.87231
2022-04-29,1.6904
2022-04-30,0.32831
2022-05-01,0.19521
2022-05-02,1.45081
2022-05-03,1.53068
2022-05-04,1.18905
2022-05-05,0.30613
2022-05-06,1.06925
2022-05-07,0.17303
2022-05-08,0.15972
2022-05-09,1.37095
2022-05-10,1.26891
2022-05-11,1.26003
2022-05-12,1.60166
2022-05-13,1.20679
2022-05-14,0.2174
2022-05-15,0.23071
2022-05-16,1.44194
2022-05-17,1.57504
2022-05-18,1.44638
2022-05-19,1.65934
2022-05-20,1.29109
2022-05-21,0.35494
2022-05-22,0.29282
2022-05-23,1.49518
2022-05-24,1.48631
2022-05-25,1.28222
2022-05-26,1.33546
2022-05-27,1.19792
2022-05-28,0.20409
2022-05-29,0.15528
2022-05-30,1.43307
2022-05-31,1.35764
2022-06-01,0.22183
2022-06-02,1.21567
2022-06-03,1.10475
2022-06-04,0.11979
2022-06-05,0.10648
2022-06-06,0.12422
2022-06-07,1.32215
2022-06-08,1.34433
2022-06-09,1.47743
2022-06-10,1.59723
2022-06-11,0.15972
2022-06-12,0.16859
2022-06-13,1.36652
2022-06-14,1.54399
2022-06-15,1.76582
2022-06-16,2.13851
2022-06-17,1.70371
2022-06-18,0.15528
2022-06-19,0.14641
2022-06-20,1.23341
2022-06-21,2.18288
2022-06-22,1.58835
2022-06-23,1.5573
2022-06-24,1.25116
2022-06-25,0.18634
2022-06-26,0.10648
2022-06-27,1.24229
2022-06-28,1.39757
2022-06-29,1.27334
2022-06-30,1.1358
2022-07-01,1.01601
2022-07-02,0.0976
2022-07-03,0.07098
2022-07-04,0.95833
2022-07-05,1.09144
2022-07-06,1.18017
2022-07-07,1.03376
2022-07-08,1.1358
2022-07-09,0.06655
2022-07-10,0.08429
2022-07-11,1.05151
2022-07-12,1.06925
2022-07-13,1.10475
2022-07-14,1.26003
2022-07-15,0.97164
2022-07-16,0.0976
2022-07-17,0.06655
2022-07-18,1.23341
2022-07-19,1.27334
2022-07-20,1.26003
2022-07-21,1.37539
2022-07-22,1.11806
2022-07-23,0.11535
2022-07-24,0.06655
2022-07-25,1.01157
2022-07-26,1.15799
2022-07-27,1.12249
2022-07-28,1.59279
2022-07-29,1.16686
2022-07-30,0.12422
2022-07-31,0.15084
2022-08-01,1.20679
2022-08-02,1.15799
2022-08-03,1.28665
2022-08-04,1.56173
2022-08-05,1.18017
2022-08-06,0.12422
2022-08-07,0.14197
2022-08-08,2.40915
2022-08-09,1.69484
2022-08-10,1.3887
2022-08-11,1.62385
2022-08-12,1.41976
2022-08-13,0.23071
2022-08-14,0.11091
2022-08-15,0.15972
2022-08-16,1.61941
2022-08-17,1.32215
2022-08-18,1.36652
2022-08-19,1.18461
2022-08-20,0.1331
2022-08-21,0.07986
2022-08-22,1.25116
2022-08-23,1.33989
2022-08-24,1.39314
2022-08-25,1.60166
2022-08-26,1.37095
2022-08-27,0.16859
2022-08-28,0.12866
2022-08-29,1.3044
2022-08-30,1.43307
2022-08-31,1.32215
2022-09-01,1.3044
2022-09-02,1.18017
2022-09-03,0.1331
2022-09-04,0.11535
2022-09-05,1.13137
2022-09-06,1.11806
2022-09-07,1.43307
2022-09-08,1.53955
2022-09-09,0.06655
2022-09-10,0.06655
2022-09-11,0.07542
2022-09-12,0.10204
2022-09-13,1.45525
2022-09-14,1.57504
2022-09-15,1.473
2022-09-16,1.61497
2022-09-17,0.2174
2022-09-18,0.15972
2022-09-19,1.29553
2022-09-20,1.087
2022-09-21,1.42419
2022-09-22,1.33102
2022-09-23,1.51736
2022-09-24,0.20852
2022-09-25,0.13753
2022-09-26,1.43307
2022-09-27,1.41088
2022-09-28,1.51736
2022-09-29,1.64603
2022-09-30,1.473
2022-10-01,0.10648
2022-10-02,0.09317
2022-10-03,0.08873
2022-10-04,1.68596
2022-10-05,2.04978
2022-10-06,1.81019
2022-10-07,1.77026
2022-10-08,0.21296
2022-10-09,0.10204
2022-10-10,0.11535
2022-10-11,1.52624
2022-10-12,1.88118
2022-10-13,2.03203
2022-10-14,1.93886
2022-10-15,0.29282
2022-10-16,0.27507
2022-10-17,2.32485
2022-10-18,2.09414
2022-10-19,1.89005
2022-10-20,1.66378
2022-10-21,1.45081
2022-10-22,0.1819
2022-10-23,0.16415
2022-10-24,1.63272
2022-10-25,1.57948
2022-10-26,1.55286
2022-10-27,1.67265
2022-10-28,1.48631
2022-10-29,0.16859
2022-10-30,1.10031
2022-10-31,1.75251
2022-11-01,1.88118
2022-11-02,1.49518
2022-11-03,1.75251
2022-11-04,1.37983
2022-11-05,0.14197
2022-11-06,0.15528
2022-11-07,1.59279
2022-11-08,1.57061
2022-11-09,2.00541
2022-11-10,1.77026
2022-11-11,2.73747
2022-11-12,0.19521
2022-11-13,0.23071
2022-11-14,2.0764
2022-11-15,1.85899
2022-11-16,1.93442
2022-11-17,2.06752
2022-11-18,1.50405
2022-11-19,0.17303
2022-11-20,0.07542
2022-11-21,1.51736
2022-11-22,1.85456
2022-11-23,1.75695
2022-11-24,1.63716
2022-11-25,1.92555
2022-11-26,0.25289
2022-11-27,0.20409
2022-11-28,1.56617
2022-11-29,1.62385
2022-11-30,1.74364
2022-12-01,1.72589
2022-12-02,1.41532
2022-12-03,0.1331
2022-12-04,0.14197
2022-12-05,1.49074
2022-12-06,1.15355
2022-12-07,1.62828
2022-12-08,1.50849
2022-12-09,1.55286
2022-12-10,0.14641
2022-12-11,0.15972
2022-12-12,1.33546
2022-12-13,1.44194
2022-12-14,1.59723
2022-12-15,1.53511
2022-12-16,1.33102
2022-12-17,0.11979
2022-12-18,0.15528
2022-12-19,1.02932
2022-12-20,1.33989
2022-12-21,1.42419
2022-12-22,1.29996
2022-12-23,1.25116
2022-12-24,0.11535
2022-12-25,0.09317
2022-12-26,1.17573
2022-12-27,1.57948
2022-12-28,1.4375
2022-12-29,1.38426
2022-12-30,0.32388
2022-12-31,0.03993
2023-01-01,0.08429
2023-01-02,1.42419
2023-01-03,1.38426
2023-01-04,1.55286
2023-01-05,1.62385
2023-01-06,1.56173
2023-01-07,0.22627
2023-01-08,0.14641
2023-01-09,1.75251
2023-01-10,1.8235
2023-01-11,1.69927
2023-01-12,1.71702
2023-01-13,1.75695
2023-01-14,0.2174
2023-01-15,0.15972
2023-01-16,1.71702
2023-01-17,1.53511
2023-01-18,1.63716
2023-01-19,1.69927
2023-01-20,1.56173
2023-01-21,0.11535
2023-01-22,0.12422
2023-01-23,0.1331
2023-01-24,0.10204
2023-01-25,2.27605
2023-01-26,2.22725
2023-01-27,2.40472
2023-01-28,0.29726
2023-01-29,0.17303
2023-01-30,2.48901
2023-01-31,2.52894
2023-02-01,2.40472
2023-02-02,2.70198
2023-02-03,2.44908
2023-02-04,0.22627
2023-02-05,0.24402
2023-02-06,2.20063
2023-02-07,2.67979
2023-02-08,2.82621
2023-02-09,2.88832
2023-02-10,2.85726
2023-02-11,0.19965
2023-02-12,0.25289
2023-02-13,2.36035
2023-02-14,2.26274
2023-02-15,2.23612
2023-02-16,2.55113
2023-02-17,2.16513
2023-02-18,0.25289
2023-02-19,0.1819
2023-02-20,2.56444
2023-02-21,2.3426
2023-02-22,2.32485
2023-02-23,2.48458
2023-02-24,2.37366
2023-02-25,0.21296
2023-02-26,0.24402
2023-02-27,2.24056
2023-02-28,1.78357
2023-03-01,0.30169
2023-03-02,2.38697
2023-03-03,2.49345
2023-03-04,0.32388
2023-03-05,0.26176
2023-03-06,2.90607
2023-03-07,3.17227
2023-03-08,3.26545
2023-03-09,2.79071
2023-03-10,2.53338
2023-03-11,0.29282
2023-03-12,0.23514
2023-03-13,2.45796
2023-03-14,2.33373
2023-03-15,3.47397
2023-03-16,2.75966
2023-03-17,3.07023
2023-03-18,0.46142
2023-03-19,0.47029
2023-03-20,2.57775
2023-03-21,2.99924
2023-03-22,2.57331
2023-03-23,4.22822
2023-03-24,3.22552
2023-03-25,0.39043
2023-03-26,0.3993
2023-03-27,2.93269
2023-03-28,3.19446
2023-03-29,3.94871
2023-03-30,4.29034
2023-03-31,3.25657
2023-04-01,0.35494
2023-04-02,0.39043
2023-04-03,3.51834
2023-04-04,3.68694
2023-04-05,3.99751
2023-04-06,3.99307
2023-04-07,3.9842
2023-04-08,0.44811
2023-04-09,0.39043
2023-04-10,4.35245
2023-04-11,4.54323
2023-04-12,4.92923
2023-04-13,4.34801
2023-04-14,4.14836
2023-04-15,0.34606
2023-04-16,0.37712
2023-04-17,4.02857
2023-04-18,4.5033
2023-04-19,5.7944
2023-04-20,4.46781
2023-04-21,3.89547
2023-04-22,0.40818
2023-04-23,0.33719
2023-04-24,2.96818
2023-04-25,3.53165
2023-04-26,3.42961
2023-04-27,3.71799
2023-04-28,3.13234
2023-04-29,0.35494
2023-04-30,0.17747
2023-05-01,0.27507
2023-05-02,2.8617
2023-05-03,2.87057
2023-05-04,2.58662
2023-05-05,0.31057
2023-05-06,0.15528
2023-05-07,0.2174
2023-05-08,2.63986
2023-05-09,2.96375
2023-05-10,3.10129
2023-05-11,3.93983
2023-05-12,2.59993
2023-05-13,0.2174
2023-05-14,0.16415
2023-05-15,2.74635
2023-05-16,2.75078
2023-05-17,2.70641
2023-05-18,2.78184
2023-05-19,2.74191
2023-05-20,0.24402
2023-05-21,0.24402
2023-05-22,2.58219
2023-05-23,2.93713
2023-05-24,2.78184
2023-05-25,2.44021
2023-05-26,2.48901
2023-05-27,0.27507
2023-05-28,0.16859
2023-05-29,0.21296
