date,미니나스닥
2020-10-27,14.46917
2020-10-28,16.09589
2020-10-29,22.85958
2020-10-30,23.03082
2020-10-31,6.67808
2020-11-01,1.19863
2020-11-02,22.34589
2020-11-03,17.55136
2020-11-04,33.73287
2020-11-05,27.39726
2020-11-06,22.51712
2020-11-07,4.7089
2020-11-08,1.79794
2020-11-09,31.67808
2020-11-10,25.42808
2020-11-11,22.85958
2020-11-12,23.80136
2020-11-13,15.32534
2020-11-14,4.62328
2020-11-15,1.71232
2020-11-16,15.06849
2020-11-17,20.46232
2020-11-18,12.92808
2020-11-19,13.44178
2020-11-20,11.30136
2020-11-21,2.99657
2020-11-22,0.85616
2020-11-23,8.9041
2020-11-24,14.46917
2020-11-25,10.61643
2020-11-26,9.4178
2020-11-27,8.81849
2020-11-28,2.48287
2020-11-29,1.45547
2020-11-30,10.9589
2020-12-01,10.18835
2020-12-02,11.13013
2020-12-03,8.21917
2020-12-04,7.44863
2020-12-05,3.76712
2020-12-06,1.28424
2020-12-07,9.33219
2020-12-08,8.47602
2020-12-09,12.15753
2020-12-10,13.61301
2020-12-11,9.76027
2020-12-12,4.1952
2020-12-13,1.36986
2020-12-14,12.92808
2020-12-15,9.07534
2020-12-16,9.07534
2020-12-17,8.64726
2020-12-18,7.96232
2020-12-19,2.39726
2020-12-20,0.85616
2020-12-21,14.64041
2020-12-22,16.95205
2020-12-23,13.61301
2020-12-24,8.04794
2020-12-25,3.33904
2020-12-26,1.45547
2020-12-27,0.51369
2020-12-28,8.13356
2020-12-29,12.32876
2020-12-30,11.72945
2020-12-31,7.53424
2021-01-01,2.56849
2021-01-02,0.68493
2021-01-03,0.59931
2021-01-04,8.04794
2021-01-05,15.75342
2021-01-06,24.22945
2021-01-07,17.2089
2021-01-08,13.09931
2021-01-09,4.79452
2021-01-10,2.22602
2021-01-11,16.1815
2021-01-12,16.60958
2021-01-13,15.32534
2021-01-14,12.92808
2021-01-15,15.49657
2021-01-16,5.65068
2021-01-17,1.96917
2021-01-18,12.92808
2021-01-19,20.37671
2021-01-20,19.86301
2021-01-21,20.20547
2021-01-22,18.57876
2021-01-23,4.53767
2021-01-24,1.71232
2021-01-25,11.30136
2021-01-26,24.74315
2021-01-27,15.41095
2021-01-28,35.61643
2021-01-29,27.14041
2021-01-30,6.07876
2021-01-31,2.56849
2021-02-01,26.62671
2021-02-02,22.9452
2021-02-03,25.17123
2021-02-04,21.57534
2021-02-05,17.89383
2021-02-06,6.33561
2021-02-07,2.05479
2021-02-08,13.52739
2021-02-09,17.55136
2021-02-10,14.81164
2021-02-11,9.16095
2021-02-12,12.32876
2021-02-13,3.93835
2021-02-14,1.11301
2021-02-15,11.38698
2021-02-16,16.1815
2021-02-17,23.11643
2021-02-18,19.43493
2021-02-19,17.80821
2021-02-20,5.56506
2021-02-21,2.05479
2021-02-22,30.56506
2021-02-23,48.54452
2021-02-24,41.95205
2021-02-25,31.59246
2021-02-26,46.66095
2021-02-27,9.50342
2021-02-28,2.22602
2021-03-01,35.53082
2021-03-02,37.58561
2021-03-03,36.21575
2021-03-04,48.20205
2021-03-05,45.20547
2021-03-06,7.70547
2021-03-07,3.51027
2021-03-08,42.55136
2021-03-09,53.42465
2021-03-10,56.76369
2021-03-11,37.75684
2021-03-12,52.6541
2021-03-13,8.13356
2021-03-14,1.28424
2021-03-15,30.82191
2021-03-16,27.56849
2021-03-17,31.93493
2021-03-18,44.43493
2021-03-19,38.95547
2021-03-20,7.53424
2021-03-21,1.96917
2021-03-22,24.74315
2021-03-23,32.70547
2021-03-24,31.50684
2021-03-25,32.44863
2021-03-26,28.76712
2021-03-27,6.76369
2021-03-28,1.71232
2021-03-29,31.07876
2021-03-30,31.67808
2021-03-31,25.77054
2021-04-01,27.05479
2021-04-02,22.85958
2021-04-03,5.13698
2021-04-04,1.19863
2021-04-05,23.71575
2021-04-06,25.42808
2021-04-07,19.34931
2021-04-08,16.35273
2021-04-09,13.44178
2021-04-10,4.02397
2021-04-11,0.59931
2021-04-12,15.23972
2021-04-13,16.43835
2021-04-14,17.03767
2021-04-15,18.66438
2021-04-16,16.43835
2021-04-17,4.28082
2021-04-18,1.19863
2021-04-19,10.61643
2021-04-20,17.55136
2021-04-21,20.46232
2021-04-22,17.12328
2021-04-23,14.46917
2021-04-24,4.53767
2021-04-25,0.85616
2021-04-26,10.18835
2021-04-27,12.75684
2021-04-28,13.61301
2021-04-29,14.55479
2021-04-30,13.35616
2021-05-01,3.08219
2021-05-02,0.68493
2021-05-03,10.53082
2021-05-04,15.58219
2021-05-05,15.92465
2021-05-06,15.1541
2021-05-07,12.67123
2021-05-08,3.1678
2021-05-09,0.94178
2021-05-10,14.38356
2021-05-11,25.85616
2021-05-12,26.71232
2021-05-13,33.13356
2021-05-14,21.74657
2021-05-15,5.30821
2021-05-16,1.02739
2021-05-17,16.26712
2021-05-18,17.29452
2021-05-19,22.77397
2021-05-20,23.63013
2021-05-21,13.09931
2021-05-22,4.1952
2021-05-23,0.94178
2021-05-24,16.6952
2021-05-25,12.92808
2021-05-26,16.6952
2021-05-27,15.23972
2021-05-28,13.78424
2021-05-29,3.76712
2021-05-30,1.36986
2021-05-31,11.21575
2021-06-01,11.90068
2021-06-02,13.09931
2021-06-03,19.69178
2021-06-04,16.09589
2021-06-05,4.36643
2021-06-06,1.19863
2021-06-07,14.21232
2021-06-08,17.80821
2021-06-09,17.7226
2021-06-10,15.23972
2021-06-11,14.12671
2021-06-12,2.91095
2021-06-13,0.77054
2021-06-14,13.01369
2021-06-15,13.52739
2021-06-16,13.69863
2021-06-17,15.6678
2021-06-18,14.64041
2021-06-19,4.36643
2021-06-20,1.02739
2021-06-21,17.63698
2021-06-22,17.80821
2021-06-23,15.49657
2021-06-24,13.18493
2021-06-25,15.23972
2021-06-26,3.76712
2021-06-27,0.68493
2021-06-28,16.78082
2021-06-29,18.32191
2021-06-30,17.7226
2021-07-01,18.06506
2021-07-02,14.21232
2021-07-03,5.7363
2021-07-04,1.54109
2021-07-05,13.69863
2021-07-06,19.09246
2021-07-07,21.4041
2021-07-08,27.56849
2021-07-09,28.6815
2021-07-10,5.2226
2021-07-11,0.94178
2021-07-12,18.40753
2021-07-13,23.54452
2021-07-14,20.03424
2021-07-15,16.43835
2021-07-16,14.46917
2021-07-17,3.93835
2021-07-18,1.36986
2021-07-19,15.92465
2021-07-20,22.26027
2021-07-21,17.89383
2021-07-22,15.32534
2021-07-23,14.04109
2021-07-24,4.45205
2021-07-25,1.02739
2021-07-26,17.12328
2021-07-27,15.6678
2021-07-28,17.55136
2021-07-29,14.38356
2021-07-30,18.66438
2021-07-31,3.33904
2021-08-01,0.42808
2021-08-02,10.35958
2021-08-03,14.98287
2021-08-04,13.09931
2021-08-05,10.87328
2021-08-06,10.70205
2021-08-07,3.08219
2021-08-08,0.68493
2021-08-09,13.09931
2021-08-10,18.40753
2021-08-11,18.40753
2021-08-12,14.21232
2021-08-13,13.09931
2021-08-14,5.82191
2021-08-15,0.42808
2021-08-16,12.15753
2021-08-17,18.75
2021-08-18,19.86301
2021-08-19,29.7089
2021-08-20,30.05136
2021-08-21,6.25
2021-08-22,0.94178
2021-08-23,16.52397
2021-08-24,20.37671
2021-08-25,22.4315
2021-08-26,18.66438
2021-08-27,21.9178
2021-08-28,5.56506
2021-08-29,1.45547
2021-08-30,14.89726
2021-08-31,25.85616
2021-09-01,21.83219
2021-09-02,18.57876
2021-09-03,15.92465
2021-09-04,4.28082
2021-09-05,0.85616
2021-09-06,12.07191
2021-09-07,17.63698
2021-09-08,23.63013
2021-09-09,22.17465
2021-09-10,16.43835
2021-09-11,4.88013
2021-09-12,0.85616
2021-09-13,17.97945
2021-09-14,18.57876
2021-09-15,17.12328
2021-09-16,15.23972
2021-09-17,14.89726
2021-09-18,4.62328
2021-09-19,1.11301
2021-09-20,15.23972
2021-09-21,25.77054
2021-09-22,23.9726
2021-09-23,20.89041
2021-09-24,18.83561
2021-09-25,5.7363
2021-09-26,0.85616
2021-09-27,17.46575
2021-09-28,35.61643
2021-09-29,35.27397
2021-09-30,25.68493
2021-10-01,27.48287
2021-10-02,6.59246
2021-10-03,1.54109
2021-10-04,26.54109
2021-10-05,44.86301
2021-10-06,54.28082
2021-10-07,45.37671
2021-10-08,37.41438
2021-10-09,7.70547
2021-10-10,2.22602
2021-10-11,24.74315
2021-10-12,43.92123
2021-10-13,34.58904
2021-10-14,25.34246
2021-10-15,23.4589
2021-10-16,5.99315
2021-10-17,2.14041
2021-10-18,23.20205
2021-10-19,20.97602
2021-10-20,24.31506
2021-10-21,27.56849
2021-10-22,23.03082
2021-10-23,5.65068
2021-10-24,1.54109
2021-10-25,19.94863
2021-10-26,17.2089
2021-10-27,19.09246
2021-10-28,18.92123
2021-10-29,22.85958
2021-10-30,5.13698
2021-10-31,1.71232
2021-11-01,17.12328
2021-11-02,20.46232
2021-11-03,18.83561
2021-11-04,19.34931
2021-11-05,18.40753
2021-11-06,5.2226
2021-11-07,1.79794
2021-11-08,20.03424
2021-11-09,17.03767
2021-11-10,25.0
2021-11-11,23.03082
2021-11-12,18.57876
2021-11-13,4.7089
2021-11-14,1.02739
2021-11-15,12.41438
2021-11-16,19.69178
2021-11-17,16.26712
2021-11-18,15.06849
2021-11-19,15.23972
2021-11-20,5.47945
2021-11-21,1.54109
2021-11-22,11.04452
2021-11-23,17.38013
2021-11-24,17.63698
2021-11-25,13.18493
2021-11-26,25.68493
2021-11-27,5.56506
2021-11-28,1.79794
2021-11-29,26.62671
2021-11-30,30.13698
2021-12-01,23.37328
2021-12-02,30.56506
2021-12-03,22.60273
2021-12-04,9.84589
2021-12-05,2.05479
2021-12-06,24.91438
2021-12-07,24.4863
2021-12-08,26.79794
2021-12-09,28.93835
2021-12-10,20.71917
2021-12-11,6.07876
2021-12-12,1.11301
2021-12-13,17.29452
2021-12-14,24.14383
2021-12-15,23.9726
2021-12-16,25.51369
2021-12-17,24.91438
2021-12-18,7.10616
2021-12-19,1.54109
2021-12-20,30.2226
2021-12-21,31.93493
2021-12-22,22.08904
2021-12-23,21.83219
2021-12-24,11.13013
2021-12-25,1.19863
2021-12-26,1.45547
2021-12-27,14.29794
2021-12-28,19.17808
2021-12-29,22.4315
2021-12-30,17.03767
2021-12-31,12.5
2022-01-01,4.88013
2022-01-02,1.88356
2022-01-03,16.78082
2022-01-04,15.32534
2022-01-05,19.34931
2022-01-06,35.18835
2022-01-07,23.54452
2022-01-08,6.67808
2022-01-09,1.96917
2022-01-10,30.30821
2022-01-11,30.7363
2022-01-12,23.88698
2022-01-13,21.06164
2022-01-14,30.05136
2022-01-15,7.87671
2022-01-16,2.22602
2022-01-17,19.00684
2022-01-18,42.7226
2022-01-19,36.9863
2022-01-20,37.92808
2022-01-21,40.83904
2022-01-22,12.15753
2022-01-23,4.96575
2022-01-24,67.12328
2022-01-25,64.04109
2022-01-26,55.65068
2022-01-27,68.32191
2022-01-28,43.2363
2022-01-29,10.70205
2022-01-30,2.82534
2022-01-31,22.08904
2022-02-01,37.5
2022-02-02,44.52054
2022-02-03,57.02054
2022-02-04,47.60273
2022-02-05,11.30136
2022-02-06,3.33904
2022-02-07,36.81506
2022-02-08,36.13013
2022-02-09,34.24657
2022-02-10,39.55479
2022-02-11,40.1541
2022-02-12,11.21575
2022-02-13,4.53767
2022-02-14,73.4589
2022-02-15,75.85616
2022-02-16,64.21232
2022-02-17,70.29109
2022-02-18,57.27739
2022-02-19,16.43835
2022-02-20,4.79452
2022-02-21,50.17123
2022-02-22,79.7089
2022-02-23,59.9315
2022-02-24,93.83561
2022-02-25,76.88356
2022-02-26,13.61301
2022-02-27,3.51027
2022-02-28,64.89726
2022-03-01,54.1952
2022-03-02,55.39383
2022-03-03,46.66095
2022-03-04,53.59589
2022-03-05,10.4452
2022-03-06,3.6815
2022-03-07,58.39041
2022-03-08,53.59589
2022-03-09,36.90068
2022-03-10,49.40068
2022-03-11,47.4315
2022-03-12,10.9589
2022-03-13,2.99657
2022-03-14,47.00342
2022-03-15,51.19863
2022-03-16,54.96575
2022-03-17,59.9315
2022-03-18,50.0
2022-03-19,10.35958
2022-03-20,2.48287
2022-03-21,44.60616
2022-03-22,43.32191
2022-03-23,41.09589
2022-03-24,42.29452
2022-03-25,34.24657
2022-03-26,7.96232
2022-03-27,3.6815
2022-03-28,32.70547
2022-03-29,29.1952
2022-03-30,31.50684
2022-03-31,26.02739
2022-04-01,23.71575
2022-04-02,5.90753
2022-04-03,2.48287
2022-04-04,24.57191
2022-04-05,26.45547
2022-04-06,36.13013
2022-04-07,42.12328
2022-04-08,29.88013
2022-04-09,6.50684
2022-04-10,0.94178
2022-04-11,34.24657
2022-04-12,38.01369
2022-04-13,36.30136
2022-04-14,29.02397
2022-04-15,17.03767
2022-04-16,2.99657
2022-04-17,2.56849
2022-04-18,31.93493
2022-04-19,31.50684
2022-04-20,28.08219
2022-04-21,26.28424
2022-04-22,30.82191
2022-04-23,7.10616
2022-04-24,2.91095
2022-04-25,40.06849
2022-04-26,36.72945
2022-04-27,43.66438
2022-04-28,39.89726
2022-04-29,39.64041
2022-04-30,9.24657
2022-05-01,3.59589
2022-05-02,38.18493
2022-05-03,37.41438
2022-05-04,33.9041
2022-05-05,39.21232
2022-05-06,60.18835
2022-05-07,9.4178
2022-05-08,4.10958
2022-05-09,51.88356
2022-05-10,68.83561
2022-05-11,68.15068
2022-05-12,66.86643
2022-05-13,46.9178
2022-05-14,11.55821
2022-05-15,4.45205
2022-05-16,46.31849
2022-05-17,42.29452
2022-05-18,39.29794
2022-05-19,62.24315
2022-05-20,45.97602
2022-05-21,11.4726
2022-05-22,3.08219
2022-05-23,48.88698
2022-05-24,56.25
2022-05-25,48.80136
2022-05-26,51.19863
2022-05-27,48.54452
2022-05-28,7.79109
2022-05-29,2.82534
2022-05-30,47.51712
2022-05-31,42.89383
2022-06-01,30.13698
2022-06-02,39.98287
2022-06-03,31.76369
2022-06-04,7.87671
2022-06-05,3.33904
2022-06-06,29.28082
2022-06-07,39.29794
2022-06-08,42.7226
2022-06-09,44.26369
2022-06-10,46.83219
2022-06-11,10.53082
2022-06-12,4.1952
2022-06-13,74.74315
2022-06-14,87.32876
2022-06-15,73.80136
2022-06-16,100.0
2022-06-17,82.44863
2022-06-18,16.52397
2022-06-19,5.56506
2022-06-20,75.51369
2022-06-21,66.6952
2022-06-22,76.71232
2022-06-23,71.31849
2022-06-24,64.12671
2022-06-25,12.41438
2022-06-26,4.79452
2022-06-27,66.6952
2022-06-28,62.67123
2022-06-29,62.84246
2022-06-30,61.55821
2022-07-01,63.95547
2022-07-02,14.46917
2022-07-03,4.88013
2022-07-04,51.11301
2022-07-05,69.17808
2022-07-06,70.71917
2022-07-07,59.16095
2022-07-08,57.27739
2022-07-09,11.90068
2022-07-10,4.10958
2022-07-11,50.68493
2022-07-12,58.47602
2022-07-13,65.6678
2022-07-14,63.35616
2022-07-15,53.1678
2022-07-16,8.56164
2022-07-17,4.45205
2022-07-18,54.62328
2022-07-19,66.09589
2022-07-20,65.23972
2022-07-21,57.19178
2022-07-22,52.56849
2022-07-23,10.70205
2022-07-24,3.1678
2022-07-25,50.17123
2022-07-26,46.57534
2022-07-27,52.56849
2022-07-28,59.4178
2022-07-29,50.94178
2022-07-30,8.47602
2022-07-31,4.10958
2022-08-01,52.91095
2022-08-02,54.96575
2022-08-03,47.00342
2022-08-04,59.4178
2022-08-05,40.83904
2022-08-06,10.9589
2022-08-07,2.56849
2022-08-08,44.69178
2022-08-09,50.51369
2022-08-10,50.42808
2022-08-11,52.82534
2022-08-12,41.78082
2022-08-13,8.47602
2022-08-14,2.14041
2022-08-15,42.03767
2022-08-16,47.9452
2022-08-17,52.05479
2022-08-18,64.72602
2022-08-19,57.87671
2022-08-20,10.4452
2022-08-21,2.05479
2022-08-22,64.55479
2022-08-23,67.80821
2022-08-24,57.27739
2022-08-25,56.16438
2022-08-26,49.65753
2022-08-27,17.38013
2022-08-28,3.25342
2022-08-29,65.41095
2022-08-30,58.13356
2022-08-31,51.28424
2022-09-01,60.9589
2022-09-02,53.25342
2022-09-03,11.9863
2022-09-04,2.82534
2022-09-05,48.63013
2022-09-06,50.25684
2022-09-07,54.02397
2022-09-08,44.00684
2022-09-09,31.16438
2022-09-10,10.9589
2022-09-11,3.08219
2022-09-12,34.50342
2022-09-13,60.4452
2022-09-14,64.98287
2022-09-15,46.74657
2022-09-16,45.71917
2022-09-17,11.30136
2022-09-18,4.02397
2022-09-19,57.61986
2022-09-20,51.62671
2022-09-21,49.14383
2022-09-22,58.73287
2022-09-23,52.22602
2022-09-24,8.64726
2022-09-25,4.28082
2022-09-26,61.38698
2022-09-27,71.83219
2022-09-28,82.70547
2022-09-29,80.99315
2022-09-30,61.30136
2022-10-01,14.46917
2022-10-02,4.1952
2022-10-03,66.60958
2022-10-04,53.08219
2022-10-05,62.67123
2022-10-06,60.9589
2022-10-07,57.96232
2022-10-08,13.27054
2022-10-09,4.45205
2022-10-10,51.79794
2022-10-11,71.23287
2022-10-12,66.35273
2022-10-13,82.02054
2022-10-14,68.92123
2022-10-15,12.67123
2022-10-16,4.7089
2022-10-17,58.56164
2022-10-18,59.67465
2022-10-19,67.55136
2022-10-20,60.27397
2022-10-21,47.68835
2022-10-22,10.70205
2022-10-23,2.99657
2022-10-24,54.7089
2022-10-25,51.62671
2022-10-26,64.55479
2022-10-27,52.39726
2022-10-28,41.35273
2022-10-29,10.9589
2022-10-30,3.59589
2022-10-31,49.40068
2022-11-01,48.28767
2022-11-02,47.08904
2022-11-03,51.71232
2022-11-04,46.14726
2022-11-05,7.96232
2022-11-06,2.14041
2022-11-07,42.80821
2022-11-08,55.39383
2022-11-09,47.08904
2022-11-10,54.79452
2022-11-11,59.76027
2022-11-12,11.9863
2022-11-13,2.73972
2022-11-14,44.09246
2022-11-15,51.28424
2022-11-16,46.14726
2022-11-17,42.29452
2022-11-18,35.10273
2022-11-19,9.84589
2022-11-20,2.14041
2022-11-21,36.72945
2022-11-22,39.81164
2022-11-23,36.30136
2022-11-24,30.56506
2022-11-25,25.25684
2022-11-26,7.36301
2022-11-27,1.88356
2022-11-28,28.76712
2022-11-29,35.01712
2022-11-30,29.1952
2022-12-01,36.38698
2022-12-02,32.36301
2022-12-03,7.53424
2022-12-04,1.96917
2022-12-05,25.34246
2022-12-06,33.13356
2022-12-07,41.43835
2022-12-08,31.67808
2022-12-09,27.99657
2022-12-10,9.50342
2022-12-11,2.99657
2022-12-12,27.14041
2022-12-13,36.90068
2022-12-14,34.4178
2022-12-15,45.20547
2022-12-16,39.29794
2022-12-17,7.96232
2022-12-18,3.08219
2022-12-19,33.04794
2022-12-20,46.4041
2022-12-21,39.12671
2022-12-22,38.61301
2022-12-23,46.31849
2022-12-24,9.50342
2022-12-25,1.71232
2022-12-26,19.86301
2022-12-27,38.01369
2022-12-28,34.84589
2022-12-29,36.55821
2022-12-30,30.2226
2022-12-31,8.21917
2023-01-01,1.96917
2023-01-02,18.15068
2023-01-03,42.03767
2023-01-04,36.81506
2023-01-05,37.41438
2023-01-06,32.70547
2023-01-07,10.4452
2023-01-08,2.39726
2023-01-09,28.6815
2023-01-10,40.92465
2023-01-11,40.1541
2023-01-12,45.71917
2023-01-13,37.75684
2023-01-14,10.70205
2023-01-15,1.96917
2023-01-16,30.13698
2023-01-17,42.03767
2023-01-18,37.84246
2023-01-19,42.38013
2023-01-20,29.36643
2023-01-21,10.01712
2023-01-22,2.05479
2023-01-23,13.27054
2023-01-24,20.11986
2023-01-25,31.33561
2023-01-26,25.42808
2023-01-27,19.52054
2023-01-28,5.65068
2023-01-29,1.11301
2023-01-30,21.74657
2023-01-31,19.52054
2023-02-01,16.1815
2023-02-02,21.4041
2023-02-03,23.37328
2023-02-04,4.79452
2023-02-05,1.11301
2023-02-06,26.19863
2023-02-07,23.20205
2023-02-08,22.60273
2023-02-09,25.59931
2023-02-10,22.00342
2023-02-11,4.1952
2023-02-12,0.59931
2023-02-13,17.80821
2023-02-14,26.71232
2023-02-15,32.27739
2023-02-16,26.36986
2023-02-17,30.7363
2023-02-18,4.02397
2023-02-19,1.19863
2023-02-20,20.29109
2023-02-21,25.17123
2023-02-22,37.5
2023-02-23,25.42808
2023-02-24,31.84931
2023-02-25,5.30821
2023-02-26,0.68493
2023-02-27,27.6541
2023-02-28,23.9726
2023-03-01,23.37328
2023-03-02,28.33904
2023-03-03,25.34246
2023-03-04,6.07876
2023-03-05,2.05479
2023-03-06,27.56849
2023-03-07,30.47945
2023-03-08,28.85273
2023-03-09,27.6541
2023-03-10,25.68493
2023-03-11,5.30821
2023-03-12,1.62671
2023-03-13,47.08904
2023-03-14,38.78424
2023-03-15,50.77054
2023-03-16,43.75
2023-03-17,33.47602
2023-03-18,4.88013
2023-03-19,2.73972
2023-03-20,35.70205
2023-03-21,34.9315
2023-03-22,36.72945
2023-03-23,43.49315
2023-03-24,33.81849
2023-03-25,6.59246
2023-03-26,1.36986
2023-03-27,36.30136
2023-03-28,36.38698
2023-03-29,33.30479
2023-03-30,35.18835
2023-03-31,30.99315
2023-04-01,5.05136
2023-04-02,1.71232
2023-04-03,29.02397
2023-04-04,35.9589
2023-04-05,32.70547
2023-04-06,39.21232
2023-04-07,22.26027
2023-04-08,4.02397
2023-04-09,1.45547
2023-04-10,35.27397
2023-04-11,28.85273
2023-04-12,33.13356
2023-04-13,29.45205
2023-04-14,23.03082
2023-04-15,5.56506
2023-04-16,1.11301
2023-04-17,22.68835
2023-04-18,24.82876
2023-04-19,29.28082
2023-04-20,34.33219
2023-04-21,30.39383
2023-04-22,4.62328
2023-04-23,1.36986
2023-04-24,29.62328
2023-04-25,27.82534
2023-04-26,32.19178
2023-04-27,23.9726
2023-04-28,21.66095
2023-04-29,7.44863
2023-04-30,1.19863
2023-05-01,23.37328
2023-05-02,22.77397
2023-05-03,36.4726
2023-05-04,33.9041
2023-05-05,26.11301
2023-05-06,4.10958
2023-05-07,1.36986
2023-05-08,32.36301
2023-05-09,30.13698
2023-05-10,34.07534
2023-05-11,36.30136
2023-05-12,23.9726
2023-05-13,3.33904
2023-05-14,1.71232
2023-05-15,26.11301
2023-05-16,29.36643
2023-05-17,30.13698
2023-05-18,27.31164
2023-05-19,26.54109
2023-05-20,5.99315
2023-05-21,1.79794
2023-05-22,27.82534
2023-05-23,29.53767
2023-05-24,23.37328
2023-05-25,35.61643
2023-05-26,31.67808
2023-05-27,6.84931
2023-05-28,2.05479
2023-05-29,27.22602
2023-05-30,36.9863
2023-05-31,38.01369
2023-06-01,37.5
2023-06-02,34.76027
2023-06-03,5.47945
2023-06-04,1.79794
2023-06-05,33.73287
