date,전고체관련주
2020-09-22,7.80219
2020-09-23,5.38461
2020-09-24,2.52747
2020-09-25,0.54945
2020-09-26,1.97802
2020-09-27,1.31868
2020-09-28,2.74725
2020-09-29,1.42857
2020-09-30,1.31868
2020-10-01,0.54945
2020-10-03,0.98901
2020-10-04,1.0989
2020-10-05,2.08791
2020-10-06,4.3956
2020-10-07,2.96703
2020-10-08,2.52747
2020-10-09,3.2967
2020-10-10,2.63736
2020-10-11,3.07692
2020-10-12,2.08791
2020-10-13,1.31868
2020-10-14,1.20879
2020-10-15,1.42857
2020-10-16,2.74725
2020-10-17,1.20879
2020-10-18,1.53846
2020-10-19,1.53846
2020-10-20,0.98901
2020-10-21,5.38461
2020-10-22,3.07692
2020-10-23,1.64835
2020-10-24,0.54945
2020-10-29,0.54945
2020-10-30,0.76923
2020-11-01,1.0989
2020-11-09,2.1978
2020-11-10,1.31868
2020-11-12,0.54945
2020-11-13,0.54945
2020-11-14,0.98901
2020-11-15,0.65934
2020-11-16,1.20879
2020-11-17,0.76923
2020-11-18,1.42857
2020-11-27,0.76923
2020-11-30,0.54945
2020-12-02,0.65934
2020-12-06,0.54945
2020-12-08,0.54945
2020-12-09,1.0989
2020-12-10,2.1978
2020-12-11,1.20879
2020-12-12,3.18681
2020-12-13,3.84615
2020-12-14,7.91208
2020-12-15,5.71428
2020-12-16,11.0989
2020-12-17,7.25274
2020-12-18,7.91208
2020-12-19,4.61538
2020-12-20,5.05494
2020-12-21,12.96703
2020-12-22,11.86813
2020-12-23,8.24175
2020-12-24,7.6923
2020-12-25,8.46153
2020-12-26,4.72527
2020-12-27,3.95604
2020-12-28,3.84615
2020-12-29,5.82417
2020-12-30,7.14285
2020-12-31,6.5934
2021-01-01,5.60439
2021-01-02,9.23076
2021-01-03,20.76923
2021-01-04,19.12087
2021-01-05,13.62637
2021-01-06,12.41758
2021-01-07,15.38461
2021-01-08,19.23076
2021-01-09,23.18681
2021-01-10,15.38461
2021-01-11,13.95604
2021-01-12,12.41758
2021-01-13,36.70329
2021-01-14,51.31868
2021-01-15,24.3956
2021-01-16,16.37362
2021-01-17,13.84615
2021-01-18,37.03296
2021-01-19,51.86813
2021-01-20,34.3956
2021-01-21,24.61538
2021-01-22,17.80219
2021-01-23,9.8901
2021-01-24,18.02197
2021-01-25,14.61538
2021-01-26,8.35164
2021-01-27,9.56043
2021-01-28,5.4945
2021-01-29,5.38461
2021-01-30,2.41758
2021-01-31,3.73626
2021-02-01,4.28571
2021-02-02,6.26373
2021-02-03,4.50549
2021-02-04,5.82417
2021-02-05,3.73626
2021-02-06,9.67032
2021-02-07,11.86813
2021-02-08,5.38461
2021-02-09,3.84615
2021-02-10,2.74725
2021-02-11,4.61538
2021-02-12,3.62637
2021-02-13,6.04395
2021-02-14,6.15384
2021-02-15,6.26373
2021-02-16,5.27472
2021-02-17,5.38461
2021-02-18,4.3956
2021-02-19,3.62637
2021-02-20,3.62637
2021-02-21,3.95604
2021-02-22,5.4945
2021-02-23,10.43956
2021-02-24,11.64835
2021-02-25,5.82417
2021-02-26,3.51648
2021-02-27,2.63736
2021-02-28,3.2967
2021-03-01,5.82417
2021-03-02,4.50549
2021-03-03,2.63736
2021-03-04,2.41758
2021-03-05,1.53846
2021-03-06,1.31868
2021-03-07,2.52747
2021-03-08,1.97802
2021-03-09,1.97802
2021-03-10,3.40659
2021-03-11,2.41758
2021-03-12,1.0989
2021-03-13,1.20879
2021-03-14,0.65934
2021-03-15,3.40659
2021-03-16,6.81318
2021-03-17,6.26373
2021-03-18,2.85714
2021-03-19,3.07692
2021-03-20,6.48351
2021-03-21,8.35164
2021-03-22,5.05494
2021-03-23,4.17582
2021-03-24,3.73626
2021-03-25,2.63736
2021-03-26,2.85714
2021-03-27,1.0989
2021-03-28,1.86813
2021-03-29,1.75824
2021-03-30,3.2967
2021-03-31,3.40659
2021-04-01,2.63736
2021-04-02,2.85714
2021-04-03,2.74725
2021-04-04,1.53846
2021-04-05,2.30769
2021-04-06,1.20879
2021-04-07,2.1978
2021-04-08,2.08791
2021-04-10,0.54945
2021-04-11,0.87912
2021-04-12,0.98901
2021-04-13,3.51648
2021-04-14,4.28571
2021-04-15,2.08791
2021-04-16,3.07692
2021-04-17,6.04395
2021-04-18,4.3956
2021-04-19,5.05494
2021-04-20,3.62637
2021-04-21,2.41758
2021-04-22,3.40659
2021-04-23,7.14285
2021-04-24,1.86813
2021-04-25,3.73626
2021-04-26,3.40659
2021-04-27,1.75824
2021-04-28,0.98901
2021-04-29,1.97802
2021-04-30,1.0989
2021-05-01,0.54945
2021-05-06,0.98901
2021-05-07,1.64835
2021-05-08,0.87912
2021-05-09,0.54945
2021-05-11,2.1978
2021-05-12,0.54945
2021-05-13,0.87912
2021-05-14,1.31868
2021-05-15,1.31868
2021-05-16,1.53846
2021-05-17,0.65934
2021-05-20,0.54945
2021-05-23,0.76923
2021-05-26,1.53846
2021-05-28,0.76923
2021-06-01,0.54945
2021-06-09,0.98901
2021-06-10,1.86813
2021-06-13,0.54945
2021-06-16,0.54945
2021-06-18,0.76923
2021-06-20,1.31868
2021-06-22,0.76923
2021-06-23,0.65934
2021-06-24,1.20879
2021-06-27,0.87912
2021-07-02,1.20879
2021-07-05,0.65934
2021-07-06,0.54945
2021-07-07,0.65934
2021-07-08,2.41758
2021-07-09,2.08791
2021-07-10,0.65934
2021-07-11,1.31868
2021-07-12,0.65934
2021-07-13,2.41758
2021-07-14,2.1978
2021-07-15,1.75824
2021-07-16,0.76923
2021-07-17,0.54945
2021-07-18,0.54945
2021-07-19,1.42857
2021-07-20,1.42857
2021-07-21,1.86813
2021-07-22,1.86813
2021-07-23,0.87912
2021-07-24,1.0989
2021-07-25,2.30769
2021-07-27,1.20879
2021-07-28,0.76923
2021-07-29,0.65934
2021-07-31,0.65934
2021-08-01,0.54945
2021-08-04,0.54945
2021-08-05,0.54945
2021-08-07,0.54945
2021-08-09,1.31868
2021-08-10,0.87912
2021-08-11,0.76923
2021-08-12,1.97802
2021-08-13,0.65934
2021-08-15,1.20879
2021-08-16,0.87912
2021-08-17,3.62637
2021-08-18,0.54945
2021-08-19,1.64835
2021-08-20,0.76923
2021-08-22,0.65934
2021-08-23,1.53846
2021-08-25,2.63736
2021-08-26,1.53846
2021-08-27,1.20879
2021-08-29,0.54945
2021-08-31,1.0989
2021-09-01,2.08791
2021-09-02,0.54945
2021-09-03,0.76923
2021-09-04,0.54945
2021-09-05,2.1978
2021-09-06,0.87912
2021-09-07,3.84615
2021-09-08,9.45054
2021-09-09,2.1978
2021-09-10,2.74725
2021-09-11,1.20879
2021-09-12,3.18681
2021-09-13,7.58241
2021-09-14,7.14285
2021-09-15,10.43956
2021-09-16,4.28571
2021-09-17,11.53846
2021-09-18,5.60439
2021-09-19,4.17582
2021-09-20,3.84615
2021-09-21,2.96703
2021-09-22,2.1978
2021-09-23,5.4945
2021-09-24,7.58241
2021-09-25,7.36263
2021-09-26,3.84615
2021-09-27,5.38461
2021-09-28,4.28571
2021-09-29,5.93406
2021-09-30,22.63736
2021-10-01,8.35164
2021-10-02,6.92307
2021-10-03,5.71428
2021-10-04,4.83516
2021-10-05,6.48351
2021-10-06,5.27472
2021-10-07,3.07692
2021-10-08,5.82417
2021-10-09,5.05494
2021-10-10,2.63736
2021-10-11,3.73626
2021-10-12,3.18681
2021-10-13,5.38461
2021-10-14,5.82417
2021-10-15,7.14285
2021-10-16,5.38461
2021-10-17,8.24175
2021-10-18,3.07692
2021-10-19,7.14285
2021-10-20,3.95604
2021-10-21,3.18681
2021-10-22,3.40659
2021-10-23,2.08791
2021-10-24,1.53846
2021-10-25,4.3956
2021-10-26,5.38461
2021-10-27,3.62637
2021-10-28,7.03296
2021-10-29,4.94505
2021-10-30,4.17582
2021-10-31,3.73626
2021-11-01,4.83516
2021-11-02,2.74725
2021-11-03,2.1978
2021-11-04,2.85714
2021-11-05,2.74725
2021-11-06,1.31868
2021-11-07,0.54945
2021-11-08,1.97802
2021-11-09,2.30769
2021-11-10,1.53846
2021-11-11,0.54945
2021-11-12,2.41758
2021-11-13,1.20879
2021-11-14,1.53846
2021-11-15,1.64835
2021-11-16,1.42857
2021-11-17,0.98901
2021-11-18,1.31868
2021-11-19,3.95604
2021-11-20,1.53846
2021-11-21,1.20879
2021-11-23,0.65934
2021-11-24,2.52747
2021-11-25,2.08791
2021-11-26,0.98901
2021-11-28,0.54945
2021-11-29,0.98901
2021-12-01,2.1978
2021-12-02,0.87912
2021-12-03,0.54945
2021-12-04,1.20879
2021-12-05,0.54945
2021-12-06,1.42857
2021-12-08,0.54945
2021-12-09,1.86813
2021-12-10,0.54945
2021-12-11,0.87912
2021-12-13,0.65934
2021-12-14,0.76923
2021-12-15,0.76923
2021-12-18,0.54945
2021-12-19,0.98901
2021-12-20,0.54945
2021-12-22,0.65934
2021-12-24,1.31868
2021-12-27,0.65934
2021-12-28,0.54945
2021-12-29,1.64835
2021-12-30,1.75824
2021-12-31,0.76923
2022-01-03,1.31868
2022-01-13,5.38461
2022-01-14,2.1978
2022-01-15,0.65934
2022-01-16,1.31868
2022-01-17,2.1978
2022-01-18,0.54945
2022-01-19,1.64835
2022-01-20,0.65934
2022-01-21,2.30769
2022-01-26,0.54945
2022-02-03,0.87912
2022-02-09,0.98901
2022-02-10,2.08791
2022-02-12,0.76923
2022-02-16,0.76923
2022-02-18,0.54945
2022-03-04,0.76923
2022-03-08,0.87912
2022-03-09,0.54945
2022-03-12,0.87912
2022-03-13,0.87912
2022-03-14,10.10989
2022-03-15,10.98901
2022-03-16,2.74725
2022-03-17,1.86813
2022-03-18,0.87912
2022-03-19,0.54945
2022-03-20,0.87912
2022-03-22,0.54945
2022-03-25,0.54945
2022-03-28,0.65934
2022-03-29,0.76923
2022-03-30,0.76923
2022-03-31,2.74725
2022-04-01,0.65934
2022-04-03,1.64835
2022-04-04,1.97802
2022-04-05,0.87912
2022-04-06,1.20879
2022-04-07,0.54945
2022-04-08,3.51648
2022-04-09,5.71428
2022-04-10,3.62637
2022-04-11,3.18681
2022-04-12,0.54945
2022-04-13,1.42857
2022-04-14,1.75824
2022-04-15,0.76923
2022-04-17,1.64835
2022-04-18,0.54945
2022-04-19,1.20879
2022-04-20,0.54945
2022-04-21,2.1978
2022-04-23,0.54945
2022-04-24,0.98901
2022-04-25,1.20879
2022-04-26,0.65934
2022-05-06,0.65934
2022-05-14,0.54945
2022-05-30,0.65934
2022-06-02,0.54945
2022-06-08,0.54945
2022-06-14,0.54945
2022-06-15,1.20879
2022-06-16,1.0989
2022-06-17,0.54945
2022-06-20,0.54945
2022-06-21,0.54945
2022-06-24,0.65934
2022-06-26,0.76923
2022-06-27,0.54945
2022-07-12,0.54945
2022-07-14,0.54945
2022-07-18,1.20879
2022-07-19,0.87912
2022-07-22,0.54945
2022-07-24,0.76923
2022-07-25,0.65934
2022-07-29,0.54945
2022-08-01,0.54945
2022-08-10,1.75824
2022-08-12,0.54945
2022-08-13,0.76923
2022-08-14,0.54945
2022-08-15,1.31868
2022-08-16,1.0989
2022-08-17,0.98901
2022-08-18,0.54945
2022-08-19,1.42857
2022-08-21,0.65934
2022-08-22,0.54945
2022-08-24,0.87912
2022-08-25,1.64835
2022-08-29,0.98901
2022-08-30,0.87912
2022-08-31,2.08791
2022-09-06,1.20879
2022-09-07,2.30769
2022-09-08,4.28571
2022-09-09,2.08791
2022-09-10,1.64835
2022-09-11,1.97802
2022-09-12,3.40659
2022-09-13,2.08791
2022-09-14,1.20879
2022-09-15,3.51648
2022-09-16,1.64835
2022-09-17,1.20879
2022-09-19,1.0989
2022-09-20,0.87912
2022-09-27,1.20879
2022-10-01,0.87912
2022-10-03,0.54945
2022-10-05,3.62637
2022-10-06,2.30769
2022-10-07,1.42857
2022-10-08,0.87912
2022-10-09,0.76923
2022-10-10,1.0989
2022-10-11,0.87912
2022-10-12,0.87912
2022-10-13,0.65934
2022-10-15,0.76923
2022-10-17,0.54945
2022-10-18,1.97802
2022-10-19,2.30769
2022-10-20,0.65934
2022-10-21,1.64835
2022-10-22,1.31868
2022-10-23,1.0989
2022-10-24,1.53846
2022-10-25,0.54945
2022-10-26,1.97802
2022-10-27,1.0989
2022-10-28,1.0989
2022-10-29,2.1978
2022-10-30,0.98901
2022-10-31,5.27472
2022-11-01,4.17582
2022-11-02,3.40659
2022-11-03,2.96703
2022-11-04,1.75824
2022-11-05,0.98901
2022-11-06,1.31868
2022-11-07,1.42857
2022-11-08,2.52747
2022-11-09,2.52747
2022-11-10,2.52747
2022-11-11,1.86813
2022-11-12,2.08791
2022-11-13,1.31868
2022-11-14,0.98901
2022-11-15,2.41758
2022-11-16,1.64835
2022-11-17,4.94505
2022-11-18,0.87912
2022-11-19,0.65934
2022-11-20,1.20879
2022-11-21,1.42857
2022-11-22,0.87912
2022-11-23,0.54945
2022-11-24,1.42857
2022-11-25,1.86813
2022-11-26,2.85714
2022-11-27,0.76923
2022-11-29,0.87912
2022-11-30,0.65934
2022-12-01,0.54945
2022-12-02,1.0989
2022-12-03,1.31868
2022-12-06,0.54945
2022-12-18,0.76923
2022-12-19,0.76923
2022-12-20,0.54945
2022-12-21,0.54945
2022-12-22,0.65934
2022-12-23,2.08791
2022-12-28,0.76923
2023-01-02,2.30769
2023-01-03,0.76923
2023-01-06,0.76923
2023-01-08,0.98901
2023-01-09,0.87912
2023-01-11,0.65934
2023-01-14,0.54945
2023-01-15,0.54945
2023-01-26,0.65934
2023-01-31,1.86813
2023-02-01,0.98901
2023-02-06,1.0989
2023-02-08,0.65934
2023-02-09,1.53846
2023-02-13,0.87912
2023-02-14,0.54945
2023-02-15,0.87912
2023-02-20,0.54945
2023-02-21,0.65934
2023-02-22,0.54945
2023-02-27,0.98901
2023-02-28,13.40659
2023-03-01,7.58241
2023-03-02,11.53846
2023-03-03,15.4945
2023-03-04,10.76923
2023-03-05,13.62637
2023-03-06,37.47252
2023-03-07,25.16483
2023-03-08,15.4945
2023-03-09,12.85714
2023-03-10,8.35164
2023-03-11,9.67032
2023-03-12,9.12087
2023-03-13,11.42857
2023-03-14,8.90109
2023-03-15,12.96703
2023-03-16,17.47252
2023-03-17,10.65934
2023-03-18,12.1978
2023-03-19,15.60439
2023-03-20,14.28571
2023-03-21,26.70329
2023-03-22,25.05494
2023-03-23,37.47252
2023-03-24,25.93406
2023-03-25,17.14285
2023-03-26,17.58241
2023-03-27,16.5934
2023-03-28,13.40659
2023-03-29,24.61538
2023-03-30,17.91208
2023-03-31,13.51648
2023-04-01,10.0
2023-04-02,6.81318
2023-04-03,14.83516
2023-04-04,11.86813
2023-04-05,13.07692
2023-04-06,9.12087
2023-04-07,8.7912
2023-04-08,10.65934
2023-04-09,11.53846
2023-04-10,19.23076
2023-04-11,20.43956
2023-04-12,12.1978
2023-04-13,8.46153
2023-04-14,10.76923
2023-04-15,12.74725
2023-04-16,6.81318
2023-04-17,10.21978
2023-04-18,18.35164
2023-04-19,14.06593
2023-04-20,40.65934
2023-04-21,69.56043
2023-04-22,15.16483
2023-04-23,15.16483
2023-04-24,21.0989
2023-04-25,12.1978
2023-04-26,7.80219
2023-04-27,8.57142
2023-04-28,6.81318
2023-04-29,5.60439
2023-04-30,4.50549
2023-05-01,5.27472
2023-05-02,6.48351
2023-05-03,5.38461
2023-05-04,3.18681
2023-05-05,1.75824
2023-05-06,3.18681
2023-05-07,2.08791
2023-05-08,4.61538
2023-05-09,6.26373
2023-05-10,7.25274
2023-05-11,5.38461
2023-05-12,4.28571
2023-05-13,6.92307
2023-05-14,4.3956
2023-05-15,5.71428
2023-05-16,10.0
2023-05-17,14.28571
2023-05-18,13.07692
2023-05-19,4.72527
2023-05-20,3.84615
2023-05-21,8.35164
2023-05-22,9.34065
2023-05-23,9.34065
2023-05-24,8.57142
2023-05-25,3.40659
2023-05-26,2.52747
2023-05-27,1.75824
2023-05-28,3.62637
2023-05-29,1.20879
2023-05-30,4.06593
2023-05-31,5.60439
2023-06-01,7.80219
2023-06-02,8.90109
2023-06-03,5.82417
2023-06-04,2.30769
2023-06-05,3.84615
2023-06-06,10.87912
2023-06-07,13.07692
2023-06-08,8.7912
2023-06-09,7.03296
2023-06-10,4.94505
2023-06-11,4.94505
2023-06-12,13.73626
2023-06-13,33.95604
2023-06-14,43.84615
2023-06-15,18.02197
2023-06-16,20.65934
2023-06-17,12.30769
2023-06-18,9.34065
2023-06-19,10.32967
2023-06-20,10.32967
2023-06-21,8.24175
2023-06-22,8.13186
2023-06-23,5.93406
2023-06-24,4.28571
2023-06-25,3.40659
2023-06-26,2.30769
2023-06-27,3.84615
2023-06-28,4.94505
2023-06-29,6.26373
2023-06-30,6.37362
2023-07-01,12.1978
2023-07-02,9.56043
2023-07-03,17.58241
2023-07-04,10.32967
2023-07-05,10.76923
2023-07-06,9.34065
2023-07-07,10.87912
2023-07-08,11.75824
2023-07-09,11.75824
2023-07-10,11.31868
2023-07-11,7.47252
2023-07-12,6.15384
2023-07-13,7.6923
2023-07-14,5.05494
2023-07-15,5.05494
2023-07-16,7.03296
2023-07-17,6.5934
2023-07-18,10.76923
2023-07-19,13.07692
2023-07-20,9.34065
2023-07-21,7.91208
2023-07-22,7.14285
2023-07-23,5.93406
2023-07-24,12.08791
2023-07-25,10.76923
2023-07-26,17.36263
2023-07-27,14.28571
2023-07-28,10.87912
2023-07-29,8.35164
2023-07-30,7.80219
2023-07-31,8.35164
2023-08-01,10.43956
2023-08-02,16.5934
2023-08-03,11.20879
2023-08-04,4.83516
2023-08-05,2.52747
2023-08-06,3.84615
2023-08-07,4.17582
2023-08-08,6.15384
2023-08-09,5.71428
2023-08-10,3.2967
2023-08-11,5.27472
2023-08-12,2.63736
2023-08-13,2.96703
2023-08-14,2.74725
2023-08-15,3.07692
2023-08-16,5.16483
2023-08-17,3.62637
2023-08-18,7.14285
2023-08-19,3.73626
2023-08-20,3.07692
2023-08-21,3.18681
2023-08-22,2.63736
2023-08-23,2.96703
2023-08-24,2.1978
2023-08-25,2.1978
2023-08-26,0.65934
2023-08-27,1.31868
2023-08-28,8.46153
2023-08-29,6.15384
2023-08-30,6.26373
2023-08-31,7.80219
2023-09-01,6.48351
2023-09-02,1.53846
2023-09-03,3.95604
2023-09-04,5.60439
2023-09-05,2.52747
2023-09-06,3.73626
2023-09-07,4.17582
2023-09-08,1.31868
2023-09-09,0.98901
2023-09-10,3.51648
2023-09-11,1.75824
2023-09-12,1.64835
2023-09-13,1.31868
2023-09-14,0.54945
2023-09-15,1.64835
2023-09-16,1.97802
2023-09-17,0.76923
2023-09-18,0.76923
2023-09-19,1.31868
2023-09-20,1.20879
2023-09-21,0.65934
2023-09-23,0.54945
2023-09-24,0.76923
2023-09-25,3.07692
2023-09-26,0.87912
2023-09-27,0.65934
2023-09-28,0.98901
2023-09-29,0.76923
2023-09-30,0.87912
2023-10-01,0.65934
2023-10-02,1.31868
2023-10-03,2.30769
2023-10-04,2.96703
2023-10-05,1.31868
2023-10-06,2.41758
2023-10-07,1.31868
2023-10-08,1.0989
2023-10-09,1.86813
2023-10-10,2.85714
2023-10-11,2.30769
2023-10-12,1.31868
2023-10-13,2.41758
2023-10-14,1.0989
2023-10-15,1.64835
2023-10-16,0.87912
2023-10-17,1.42857
2023-10-18,0.65934
2023-10-19,0.54945
2023-10-20,2.52747
2023-10-24,2.52747
2023-10-25,1.0989
2023-10-26,2.41758
2023-10-27,0.76923
2023-10-28,0.76923
2023-10-29,0.54945
2023-10-30,0.76923
2023-11-01,0.54945
2023-11-02,0.65934
2023-11-03,6.81318
2023-11-04,0.98901
2023-11-05,0.76923
2023-11-06,1.75824
2023-11-07,1.97802
2023-11-08,1.75824
2023-11-09,1.64835
2023-11-10,1.86813
2023-11-11,0.54945
2023-11-12,3.07692
2023-11-13,1.20879
2023-11-14,1.0989
2023-11-15,0.76923
2023-11-16,1.42857
2023-11-17,0.54945
2023-11-19,1.42857
2023-11-20,0.54945
2023-11-21,10.65934
2023-11-22,6.26373
2023-11-23,5.93406
2023-11-24,3.40659
2023-11-25,2.08791
2023-11-26,2.08791
2023-11-27,1.0989
2023-11-28,3.18681
2023-11-29,14.17582
2023-11-30,79.45054
2023-12-01,18.57142
2023-12-02,8.7912
2023-12-03,8.7912
2023-12-04,9.56043
2023-12-05,7.25274
2023-12-06,5.16483
2023-12-07,11.97802
2023-12-08,6.48351
2023-12-09,3.84615
2023-12-10,6.26373
2023-12-11,10.43956
2023-12-12,7.14285
2023-12-13,4.28571
2023-12-14,5.16483
2023-12-15,7.25274
2023-12-16,2.30769
2023-12-17,3.51648
2023-12-18,5.05494
2023-12-19,3.2967
2023-12-20,5.16483
2023-12-21,2.41758
2023-12-22,2.96703
2023-12-23,3.07692
2023-12-24,1.97802
2023-12-25,2.30769
2023-12-26,3.18681
2023-12-27,2.41758
2023-12-28,1.75824
2023-12-29,2.41758
2023-12-30,0.98901
2023-12-31,0.54945
2024-01-01,0.76923
2024-01-02,4.61538
2024-01-03,4.50549
2024-01-04,8.7912
2024-01-05,100.0
2024-01-06,27.58241
2024-01-07,5.60439
2024-01-08,7.03296
2024-01-09,5.60439
2024-01-10,3.62637
2024-01-11,4.94505
2024-01-12,4.28571
2024-01-13,2.30769
2024-01-14,4.3956
2024-01-15,6.70329
2024-01-16,6.81318
2024-01-17,3.40659
2024-01-18,3.2967
2024-01-19,5.16483
2024-01-20,3.2967
2024-01-21,4.17582
2024-01-22,4.83516
2024-01-23,5.38461
2024-01-24,5.82417
2024-01-25,6.92307
2024-01-26,4.83516
2024-01-27,4.06593
2024-01-28,3.2967
2024-01-29,4.17582
2024-01-30,6.26373
2024-01-31,4.72527
2024-02-01,2.1978
2024-02-02,1.53846
2024-02-03,4.17582
2024-02-04,4.72527
2024-02-05,6.48351
2024-02-06,23.51648
2024-02-07,10.76923
2024-02-08,5.27472
2024-02-09,3.51648
2024-02-10,2.08791
2024-02-11,3.2967
2024-02-12,2.41758
2024-02-13,5.16483
2024-02-14,7.80219
2024-02-15,8.7912
2024-02-16,6.5934
2024-02-17,6.37362
2024-02-18,4.94505
2024-02-19,5.93406
2024-02-20,8.46153
2024-02-21,8.24175
2024-02-22,11.53846
2024-02-23,7.47252
2024-02-24,5.05494
2024-02-25,2.96703
2024-02-26,18.7912
2024-02-27,9.34065
2024-02-28,7.91208
2024-02-29,5.93406
2024-03-01,3.62637
2024-03-02,4.72527
2024-03-03,2.74725
2024-03-04,5.82417
2024-03-05,16.15384
2024-03-06,17.36263
2024-03-07,52.1978
2024-03-08,49.23076
2024-03-09,16.37362
2024-03-10,21.42857
2024-03-11,45.82417
2024-03-12,63.51648
2024-03-13,27.6923
2024-03-14,17.91208
2024-03-15,9.12087
2024-03-16,9.78021
2024-03-17,6.37362
2024-03-18,18.57142
2024-03-19,14.28571
2024-03-20,11.86813
