date,하림주가
2020-03-20,5.00782
2020-03-21,0.83021
2020-03-22,0.62332
2020-03-23,4.38449
2020-03-24,4.9362
2020-03-25,5.18819
2020-03-26,5.66032
2020-03-27,5.26776
2020-03-28,0.64985
2020-03-29,0.55966
2020-03-30,5.30489
2020-03-31,5.68419
2020-04-01,8.15097
2020-04-02,6.44279
2020-04-03,5.45608
2020-04-04,0.76921
2020-04-05,0.62597
2020-04-06,5.98923
2020-04-07,6.12715
2020-04-08,5.472
2020-04-09,5.67889
2020-04-10,5.35529
2020-04-11,0.8143
2020-04-12,0.57027
2020-04-13,5.42956
2020-04-14,4.52242
2020-04-15,0.74003
2020-04-16,3.92827
2020-04-17,4.6577
2020-04-18,0.6525
2020-04-19,0.33686
2020-04-20,4.36593
2020-04-21,4.20943
2020-04-22,4.15904
2020-04-23,4.73196
2020-04-24,3.89114
2020-04-25,0.53579
2020-04-26,0.41908
2020-04-27,3.94419
2020-04-28,4.10068
2020-04-29,3.80361
2020-04-30,0.56231
2020-05-01,0.73738
2020-05-02,0.31033
2020-05-03,0.32625
2020-05-04,5.86987
2020-05-05,1.11668
2020-05-06,13.35508
2020-05-07,12.12169
2020-05-08,9.50107
2020-05-09,1.1379
2020-05-10,0.88061
2020-05-11,7.96265
2020-05-12,8.29951
2020-05-13,8.81143
2020-05-14,7.77432
2020-05-15,9.05281
2020-05-16,1.22012
2020-05-17,0.92835
2020-05-18,7.55948
2020-05-19,7.24383
2020-05-20,6.81679
2020-05-21,6.44014
2020-05-22,6.18285
2020-05-23,0.69759
2020-05-24,0.63128
2020-05-25,8.48783
2020-05-26,8.00244
2020-05-27,7.11386
2020-05-28,8.395
2020-05-29,7.73454
2020-05-30,0.83817
2020-05-31,0.80634
2020-06-01,7.9096
2020-06-02,8.41091
2020-06-03,7.98917
2020-06-04,7.06612
2020-06-05,7.62579
2020-06-06,0.74799
2020-06-07,0.67902
2020-06-08,7.14835
2020-06-09,6.03432
2020-06-10,6.36057
2020-06-11,5.92026
2020-06-12,5.55422
2020-06-13,0.59414
2020-06-14,0.48805
2020-06-15,6.21468
2020-06-16,6.20673
2020-06-17,5.42425
2020-06-18,4.84337
2020-06-19,4.73727
2020-06-20,0.49866
2020-06-21,0.44826
2020-06-22,7.60722
2020-06-23,6.50645
2020-06-24,5.65767
2020-06-25,4.8805
2020-06-26,4.89642
2020-06-27,0.42969
2020-06-28,0.40847
2020-06-29,4.19087
2020-06-30,6.60459
2020-07-01,6.99981
2020-07-02,5.62319
2020-07-03,7.2624
2020-07-04,0.71881
2020-07-05,0.54905
2020-07-06,5.96005
2020-07-07,5.18288
2020-07-08,6.18551
2020-07-09,5.02639
2020-07-10,3.98663
2020-07-11,0.47213
2020-07-12,0.40847
2020-07-13,4.58343
2020-07-14,4.55956
2020-07-15,4.58343
2020-07-16,4.76645
2020-07-17,4.18556
2020-07-18,0.41112
2020-07-19,0.3846
2020-07-20,3.76913
2020-07-21,4.20413
2020-07-22,3.93888
2020-07-23,3.78239
2020-07-24,3.65772
2020-07-25,0.49335
2020-07-26,0.36073
2020-07-27,3.78239
2020-07-28,3.88583
2020-07-29,3.64977
2020-07-30,3.70547
2020-07-31,3.0954
2020-08-01,0.39786
2020-08-02,0.33686
2020-08-03,3.49858
2020-08-04,3.44022
2020-08-05,3.11132
2020-08-06,3.55428
2020-08-07,3.36595
2020-08-08,0.44826
2020-08-09,0.48274
2020-08-10,3.37391
2020-08-11,4.25452
2020-08-12,3.72138
2020-08-13,4.05294
2020-08-14,3.30495
2020-08-15,0.44826
2020-08-16,0.35808
2020-08-17,0.69228
2020-08-18,3.26251
2020-08-19,3.01053
2020-08-20,3.18293
2020-08-21,3.06357
2020-08-22,0.36338
2020-08-23,0.29442
2020-08-24,3.06888
2020-08-25,3.15111
2020-08-26,3.28108
2020-08-27,3.07153
2020-08-28,3.21742
2020-08-29,0.33155
2020-08-30,0.46152
2020-08-31,3.97071
2020-09-01,3.27842
2020-09-02,2.93626
2020-09-03,2.95482
2020-09-04,2.82751
2020-09-05,0.34481
2020-09-06,0.29442
2020-09-07,3.33943
2020-09-08,2.99992
2020-09-09,2.71876
2020-09-10,2.98135
2020-09-11,2.77976
2020-09-12,0.37664
2020-09-13,0.36073
2020-09-14,3.43226
2020-09-15,2.99461
2020-09-16,2.74793
2020-09-17,2.52247
2020-09-18,2.20949
2020-09-19,0.32359
2020-09-20,0.25994
2020-09-21,2.69223
2020-09-22,2.42433
2020-09-23,2.44025
2020-09-24,2.49595
2020-09-25,2.51186
2020-09-26,0.42173
2020-09-27,0.33686
2020-09-28,2.10604
2020-09-29,2.0583
2020-09-30,0.2785
2020-10-01,0.24667
2020-10-02,0.2175
2020-10-03,0.25463
2020-10-04,0.31033
2020-10-05,2.50656
2020-10-06,2.91504
2020-10-07,2.2254
2020-10-08,2.09278
2020-10-09,1.39253
2020-10-10,0.85674
2020-10-11,0.95753
2020-10-12,7.04225
2020-10-13,4.96273
2020-10-14,3.77178
2020-10-15,3.39513
2020-10-16,2.88851
2020-10-17,0.46417
2020-10-18,0.29972
2020-10-19,2.61001
2020-10-20,2.50125
2020-10-21,2.5543
2020-10-22,2.99461
2020-10-23,2.69754
2020-10-24,0.33951
2020-10-25,0.34216
2020-10-26,2.69223
2020-10-27,2.68958
2020-10-28,2.17235
2020-10-29,2.10869
2020-10-30,2.05299
2020-10-31,0.29176
2020-11-01,0.18301
2020-11-02,2.16174
2020-11-03,2.21214
2020-11-04,2.06095
2020-11-05,2.45616
2020-11-06,3.02379
2020-11-07,0.50927
2020-11-08,0.40582
2020-11-09,3.71608
2020-11-10,3.18293
2020-11-11,3.38452
2020-11-12,3.21742
2020-11-13,2.61001
2020-11-14,0.41908
2020-11-15,0.3846
2020-11-16,3.0397
2020-11-17,2.54635
2020-11-18,2.41903
2020-11-19,2.30232
2020-11-20,2.45616
2020-11-21,0.29176
2020-11-22,0.32359
2020-11-23,2.25988
2020-11-24,2.36598
2020-11-25,2.48799
2020-11-26,2.16174
2020-11-27,2.21744
2020-11-28,0.79838
2020-11-29,0.80369
2020-11-30,4.08211
2020-12-01,3.24129
2020-12-02,2.94952
2020-12-03,2.83812
2020-12-04,2.48004
2020-12-05,0.5968
2020-12-06,0.61536
2020-12-07,4.42163
2020-12-08,9.56473
2020-12-09,8.38969
2020-12-10,6.41892
2020-12-11,4.80623
2020-12-12,1.0875
2020-12-13,1.22012
2020-12-14,6.61786
2020-12-15,5.69215
2020-12-16,4.66565
2020-12-17,4.20678
2020-12-18,4.29166
2020-12-19,0.67637
2020-12-20,0.82756
2020-12-21,5.19614
2020-12-22,4.228
2020-12-23,4.19617
2020-12-24,4.18026
2020-12-25,0.96018
2020-12-26,0.70024
2020-12-27,1.04241
2020-12-28,5.49587
2020-12-29,5.06087
2020-12-30,4.48794
2020-12-31,1.13259
2021-01-01,0.6021
2021-01-02,0.76125
2021-01-03,0.72146
2021-01-04,4.43224
2021-01-05,4.54364
2021-01-06,5.50383
2021-01-07,6.03432
2021-01-08,5.48261
2021-01-09,1.44823
2021-01-10,1.1989
2021-01-11,5.71337
2021-01-12,5.17492
2021-01-13,5.67624
2021-01-14,5.34468
2021-01-15,5.20941
2021-01-16,0.96018
2021-01-17,1.02384
2021-01-18,7.39768
2021-01-19,6.5542
2021-01-20,6.12185
2021-01-21,5.472
2021-01-22,4.86724
2021-01-23,1.20951
2021-01-24,1.08485
2021-01-25,5.93352
2021-01-26,5.2545
2021-01-27,4.86459
2021-01-28,4.49855
2021-01-29,4.19087
2021-01-30,0.84878
2021-01-31,0.94692
2021-02-01,4.69748
2021-02-02,4.47998
2021-02-03,4.83541
2021-02-04,4.21208
2021-02-05,3.80096
2021-02-06,0.88326
2021-02-07,0.88326
2021-02-08,3.87257
2021-02-09,3.42696
2021-02-10,2.90708
2021-02-11,0.57558
2021-02-12,0.50396
2021-02-13,0.89387
2021-02-14,0.92039
2021-02-15,4.85928
2021-02-16,5.34468
2021-02-17,5.62319
2021-02-18,5.40834
2021-02-19,4.5569
2021-02-20,0.76655
2021-02-21,0.89652
2021-02-22,5.77173
2021-02-23,5.29694
2021-02-24,4.8195
2021-02-25,4.62056
2021-02-26,3.78769
2021-02-27,0.7135
2021-02-28,0.97079
2021-03-01,0.84878
2021-03-02,3.92827
2021-03-03,4.89907
2021-03-04,4.35001
2021-03-05,4.40837
2021-03-06,0.96283
2021-03-07,1.13259
2021-03-08,4.55956
2021-03-09,3.65772
2021-03-10,4.03437
2021-03-11,3.77708
2021-03-12,4.70809
2021-03-13,0.85143
2021-03-14,0.75329
2021-03-15,4.31288
2021-03-16,4.15373
2021-03-17,5.42425
2021-03-18,5.3606
2021-03-19,5.03169
2021-03-20,0.88857
2021-03-21,0.68698
2021-03-22,5.05822
2021-03-23,4.79828
2021-03-24,4.31818
2021-03-25,3.88849
2021-03-26,4.22535
2021-03-27,0.59414
2021-03-28,0.57823
2021-03-29,3.72403
2021-03-30,3.71342
2021-03-31,3.59141
2021-04-01,3.69751
2021-04-02,3.35534
2021-04-03,0.64454
2021-04-04,0.62863
2021-04-05,3.29964
2021-04-06,4.11129
2021-04-07,4.12986
2021-04-08,3.56223
2021-04-09,4.41898
2021-04-10,0.90713
2021-04-11,0.8753
2021-04-12,8.39765
2021-04-13,9.29948
2021-04-14,21.71029
2021-04-15,19.10559
2021-04-16,21.1798
2021-04-17,3.1458
2021-04-18,2.33415
2021-04-19,9.10851
2021-04-20,8.26503
2021-04-21,7.70271
2021-04-22,6.6152
2021-04-23,6.20673
2021-04-24,1.50924
2021-04-25,1.31826
2021-04-26,6.89902
2021-04-27,6.53033
2021-04-28,6.24651
2021-04-29,5.23063
2021-04-30,4.61526
2021-05-01,0.95753
2021-05-02,0.9814
2021-05-03,5.89639
2021-05-04,5.28633
2021-05-05,1.17503
2021-05-06,7.51173
2021-05-07,6.73722
2021-05-08,1.06097
2021-05-09,1.5782
