date,대한항공주가
2020-03-20,13.79028
2020-03-21,3.24899
2020-03-22,2.65312
2020-03-23,13.22318
2020-03-24,12.03275
2020-03-25,14.44875
2020-03-26,15.82623
2020-03-27,14.55526
2020-03-28,3.20284
2020-03-29,2.24858
2020-03-30,11.79638
2020-03-31,11.12857
2020-04-01,12.74335
2020-04-02,11.03888
2020-04-03,9.58778
2020-04-04,2.3065
2020-04-05,1.71306
2020-04-06,10.29352
2020-04-07,12.0092
2020-04-08,11.80348
2020-04-09,11.32233
2020-04-10,10.92471
2020-04-11,2.16917
2020-04-12,1.78911
2020-04-13,9.86189
2020-04-14,8.93903
2020-04-15,2.15908
2020-04-16,7.7314
2020-04-17,11.71939
2020-04-18,2.28203
2020-04-19,1.96961
2020-04-20,13.31941
2020-04-21,13.40238
2020-04-22,11.31467
2020-04-23,10.3421
2020-04-24,9.99344
2020-04-25,2.66358
2020-04-26,1.50939
2020-04-27,9.16587
2020-04-28,7.92778
2020-04-29,7.26483
2020-04-30,1.54415
2020-05-01,1.65551
2020-05-02,0.86064
2020-05-03,1.2392
2020-05-04,6.87393
2020-05-05,1.40438
2020-05-06,7.04845
2020-05-07,6.76331
2020-05-08,5.86773
2020-05-09,0.9677
2020-05-10,0.74423
2020-05-11,5.76888
2020-05-12,5.67247
2020-05-13,6.81657
2020-05-14,7.49054
2020-05-15,6.3429
2020-05-16,1.26816
2020-05-17,0.81505
2020-05-18,5.64276
2020-05-19,8.58475
2020-05-20,6.85973
2020-05-21,6.94045
2020-05-22,5.87464
2020-05-23,0.83691
2020-05-24,0.7788
2020-05-25,5.52093
2020-05-26,6.81563
2020-05-27,7.88854
2020-05-28,7.75849
2020-05-29,6.31674
2020-05-30,0.88138
2020-05-31,0.68649
2020-06-01,6.21116
2020-06-02,6.17697
2020-06-03,8.10211
2020-06-04,8.5457
2020-06-05,29.53879
2020-06-06,1.69381
2020-06-07,1.25415
2020-06-08,8.7064
2020-06-09,7.93152
2020-06-10,6.87393
2020-06-11,6.46024
2020-06-12,6.52788
2020-06-13,0.847
2020-06-14,0.64594
2020-06-15,6.48584
2020-06-16,6.10242
2020-06-17,5.645
2020-06-18,5.32436
2020-06-19,4.89049
2020-06-20,0.69303
2020-06-21,0.51533
2020-06-22,4.73596
2020-06-23,4.98765
2020-06-24,5.70685
2020-06-25,4.99625
2020-06-26,4.75483
2020-06-27,0.65846
2020-06-28,0.54168
2020-06-29,4.47026
2020-06-30,4.55359
2020-07-01,4.30639
2020-07-02,4.17167
2020-07-03,4.0945
2020-07-04,0.59288
2020-07-05,0.51888
2020-07-06,4.44952
2020-07-07,4.54519
2020-07-08,4.66122
2020-07-09,4.62553
2020-07-10,4.17354
2020-07-11,0.68593
2020-07-12,0.60428
2020-07-13,4.67169
2020-07-14,4.54033
2020-07-15,5.12966
2020-07-16,5.87913
2020-07-17,5.1306
2020-07-18,0.71788
2020-07-19,0.56952
2020-07-20,4.85443
2020-07-21,7.07498
2020-07-22,6.07925
2020-07-23,5.4361
2020-07-24,4.71242
2020-07-25,0.71321
2020-07-26,0.78067
2020-07-27,5.38472
2020-07-28,6.69362
2020-07-29,6.80592
2020-07-30,6.02674
2020-07-31,5.24084
2020-08-01,0.81094
2020-08-02,0.66631
2020-08-03,4.80379
2020-08-04,4.90918
2020-08-05,4.90731
2020-08-06,11.44846
2020-08-07,15.86584
2020-08-08,1.38794
2020-08-09,1.06636
2020-08-10,7.53595
2020-08-11,7.77381
2020-08-12,9.4226
2020-08-13,8.47059
2020-08-14,7.05649
2020-08-15,0.90212
2020-08-16,0.72013
2020-08-17,1.58955
2020-08-18,6.89037
2020-08-19,6.26517
2020-08-20,6.5105
2020-08-21,6.05421
2020-08-22,0.82962
2020-08-23,0.69639
2020-08-24,5.5598
2020-08-25,6.13119
2020-08-26,5.71451
2020-08-27,5.25224
2020-08-28,5.02932
2020-08-29,0.76572
2020-08-30,0.74199
2020-08-31,5.06146
2020-09-01,5.10574
2020-09-02,5.59754
2020-09-03,5.88081
2020-09-04,5.87819
2020-09-05,0.9806
2020-09-06,0.93108
2020-09-07,5.82606
2020-09-08,5.41947
2020-09-09,5.39593
2020-09-10,5.10743
2020-09-11,4.9103
2020-09-12,1.02619
2020-09-13,0.7575
2020-09-14,5.24831
2020-09-15,6.25993
2020-09-16,6.41483
2020-09-17,5.74534
2020-09-18,4.89404
2020-09-19,0.92099
2020-09-20,0.71284
2020-09-21,5.30063
2020-09-22,4.8647
2020-09-23,4.77371
2020-09-24,4.69766
2020-09-25,4.53379
2020-09-26,0.80103
2020-09-27,0.60484
2020-09-28,4.69523
2020-09-29,4.20997
2020-09-30,0.68948
2020-10-01,0.58877
2020-10-02,0.59344
2020-10-03,0.54916
2020-10-04,0.57999
2020-10-05,5.11658
2020-10-06,6.06934
2020-10-07,5.81392
2020-10-08,5.71227
2020-10-09,1.06244
2020-10-10,0.77749
2020-10-11,0.77805
2020-10-12,8.10884
2020-10-13,6.64149
2020-10-14,5.91351
2020-10-15,5.86455
2020-10-16,5.35108
2020-10-17,0.77114
2020-10-18,0.66538
2020-10-19,5.31651
2020-10-20,5.00839
2020-10-21,5.89557
2020-10-22,5.4475
2020-10-23,5.47104
2020-10-24,0.84681
2020-10-25,0.71919
2020-10-26,5.79037
2020-10-27,5.18235
2020-10-28,5.02988
2020-10-29,4.82472
2020-10-30,4.70121
2020-10-31,0.72274
2020-11-01,0.60876
2020-11-02,4.53061
2020-11-03,4.54799
2020-11-04,4.6345
2020-11-05,5.12854
2020-11-06,5.30997
2020-11-07,0.72685
2020-11-08,0.62109
2020-11-09,7.68412
2020-11-10,100.0
2020-11-11,20.77951
2020-11-12,15.13786
2020-11-13,16.88307
2020-11-14,2.58006
2020-11-15,2.35284
2020-11-16,31.86006
2020-11-17,31.70833
2020-11-18,18.8155
2020-11-19,15.4344
2020-11-20,13.58549
2020-11-21,2.05481
2020-11-22,1.68092
2020-11-23,13.65089
2020-11-24,14.20024
2020-11-25,14.55302
2020-11-26,12.15009
2020-11-27,11.11362
2020-11-28,1.99353
2020-11-29,1.8915
2020-11-30,12.22464
2020-12-01,18.12022
2020-12-02,16.74031
2020-12-03,14.46949
2020-12-04,13.74469
2020-12-05,2.26222
2020-12-06,1.98773
2020-12-07,12.50791
2020-12-08,13.4375
2020-12-09,16.2203
2020-12-10,16.81038
2020-12-11,15.93442
2020-12-12,2.49691
2020-12-13,2.03874
2020-12-14,15.20382
2020-12-15,13.38033
2020-12-16,11.88364
2020-12-17,11.40231
2020-12-18,10.65433
2020-12-19,1.84236
2020-12-20,1.57498
2020-12-21,10.44637
2020-12-22,10.05659
2020-12-23,10.44076
2020-12-24,11.66558
2020-12-25,2.28277
2020-12-26,1.77323
2020-12-27,1.96569
2020-12-28,11.5886
2020-12-29,10.86193
2020-12-30,11.48078
2020-12-31,3.70043
2021-01-01,2.28053
2021-01-02,2.399
2021-01-03,2.3904
2021-01-04,14.68848
2021-01-05,16.29056
2021-01-06,18.12396
2021-01-07,16.81561
2021-01-08,17.20445
2021-01-09,4.86732
2021-01-10,3.83664
2021-01-11,26.65677
2021-01-12,23.50737
2021-01-13,24.894
2021-01-14,32.58579
2021-01-15,31.26344
2021-01-16,4.20586
2021-01-17,3.36185
2021-01-18,23.16169
2021-01-19,23.16412
2021-01-20,21.71246
2021-01-21,22.34552
2021-01-22,29.77291
2021-01-23,4.85873
2021-01-24,3.74919
2021-01-25,38.61833
2021-01-26,26.73899
2021-01-27,22.11943
2021-01-28,20.51436
2021-01-29,20.94786
2021-01-30,3.48723
2021-01-31,2.70394
2021-02-01,20.03322
2021-02-02,17.90366
2021-02-03,17.66878
2021-02-04,17.88628
2021-02-05,18.22486
2021-02-06,2.99039
2021-02-07,2.50569
2021-02-08,21.9251
2021-02-09,18.09126
2021-02-10,15.43515
2021-02-11,2.64116
2021-02-12,1.98624
2021-02-13,1.94289
2021-02-14,2.37545
2021-02-15,17.33469
2021-02-16,19.2148
2021-02-17,17.25752
2021-02-18,16.3468
2021-02-19,14.69895
2021-02-20,3.08213
2021-02-21,2.64415
2021-02-22,15.36078
2021-02-23,16.09249
2021-02-24,17.93692
2021-02-25,17.04171
2021-02-26,15.74756
2021-02-27,3.17556
2021-02-28,3.21181
2021-03-01,3.15033
2021-03-02,16.47909
2021-03-03,15.81595
2021-03-04,15.12404
2021-03-05,14.04216
2021-03-06,2.60715
2021-03-07,2.49635
2021-03-08,15.1203
2021-03-09,15.75336
2021-03-10,14.10027
2021-03-11,14.40727
2021-03-12,13.38668
2021-03-13,2.56081
2021-03-14,2.43655
2021-03-15,14.89066
2021-03-16,15.84959
2021-03-17,17.28069
2021-03-18,16.30158
2021-03-19,13.83943
2021-03-20,2.39937
2021-03-21,2.01333
2021-03-22,14.27853
2021-03-23,14.00217
2021-03-24,17.3459
2021-03-25,15.39591
2021-03-26,17.16428
2021-03-27,2.97039
2021-03-28,2.55483
2021-03-29,16.00785
2021-03-30,14.06103
2021-03-31,13.82167
2021-04-01,13.43508
2021-04-02,13.34483
2021-04-03,2.46141
2021-04-04,2.05313
2021-04-05,14.3557
2021-04-06,13.92239
2021-04-07,12.81622
2021-04-08,11.89298
2021-04-09,11.10895
2021-04-10,1.85768
2021-04-11,1.54545
2021-04-12,12.33526
2021-04-13,13.12378
2021-04-14,13.2813
2021-04-15,13.60156
2021-04-16,12.47278
2021-04-17,2.3052
2021-04-18,1.80032
2021-04-19,11.72182
2021-04-20,12.94291
2021-04-21,11.5118
2021-04-22,10.91425
2021-04-23,10.10891
2021-04-24,1.8177
2021-04-25,1.49407
2021-04-26,12.34516
2021-04-27,10.97908
2021-04-28,11.00001
2021-04-29,10.86697
2021-04-30,12.0761
2021-05-01,1.8149
2021-05-02,1.46399
2021-05-03,12.05517
2021-05-04,10.96245
2021-05-05,2.23251
2021-05-06,14.28283
2021-05-07,14.85347
2021-05-08,2.08322
2021-05-09,1.83377
2021-05-10,22.13475
2021-05-11,20.82996
2021-05-12,18.08509
2021-05-13,19.22172
2021-05-14,16.49722
2021-05-15,2.49242
2021-05-16,1.90701
2021-05-17,20.75148
2021-05-18,17.85993
2021-05-19,3.05989
2021-05-20,16.32176
2021-05-21,14.55171
2021-05-22,2.0124
2021-05-23,1.65869
2021-05-24,14.29759
2021-05-25,22.23621
2021-05-26,20.40076
2021-05-27,22.73959
2021-05-28,19.09559
2021-05-29,2.60603
2021-05-30,2.13404
2021-05-31,19.92055
2021-06-01,18.50159
2021-06-02,29.79235
2021-06-03,25.84527
2021-06-04,20.92394
2021-06-05,2.85249
2021-06-06,2.45617
2021-06-07,21.78403
2021-06-08,20.92264
2021-06-09,29.42051
2021-06-10,27.23956
2021-06-11,24.30691
2021-06-12,3.46611
2021-06-13,2.71011
2021-06-14,21.95014
2021-06-15,20.06928
2021-06-16,19.46238
2021-06-17,17.91842
2021-06-18,17.18857
2021-06-19,2.24727
2021-06-20,1.77472
2021-06-21,18.32408
2021-06-22,17.16746
2021-06-23,18.2058
2021-06-24,17.02171
2021-06-25,16.67828
2021-06-26,2.11554
2021-06-27,1.54041
2021-06-28,14.77313
2021-06-29,13.86876
2021-06-30,13.76356
2021-07-01,12.86312
2021-07-02,12.36254
2021-07-03,1.76669
2021-07-04,1.33244
2021-07-05,14.23836
2021-07-06,14.26807
2021-07-07,13.33773
2021-07-08,13.18899
2021-07-09,15.24437
2021-07-10,2.07051
2021-07-11,1.55424
2021-07-12,13.52701
2021-07-13,13.2144
2021-07-14,11.91933
2021-07-15,12.24595
2021-07-16,11.49274
2021-07-17,1.51537
2021-07-18,1.10355
2021-07-19,10.80625
2021-07-20,11.63774
2021-07-21,11.7605
2021-07-22,11.58785
2021-07-23,10.56689
2021-07-24,1.38046
2021-07-25,0.97798
2021-07-26,10.16515
2021-07-27,10.7571
2021-07-28,9.66999
2021-07-29,9.52051
2021-07-30,9.02106
2021-07-31,1.19155
2021-08-01,0.99648
2021-08-02,9.44671
2021-08-03,9.7808
2021-08-04,14.05356
2021-08-05,11.57851
2021-08-06,10.72254
2021-08-07,1.35318
2021-08-08,1.09906
2021-08-09,10.42731
2021-08-10,9.90113
2021-08-11,10.13358
2021-08-12,10.38116
2021-08-13,10.517
2021-08-14,1.43315
2021-08-15,0.99162
2021-08-16,2.04771
2021-08-17,11.16668
2021-08-18,11.04374
2021-08-19,10.53419
2021-08-20,10.74085
2021-08-21,1.47744
2021-08-22,1.13942
2021-08-23,11.92082
2021-08-24,13.34277
2021-08-25,13.14321
2021-08-26,11.53292
2021-08-27,10.66536
2021-08-28,1.35935
2021-08-29,1.06879
2021-08-30,12.94702
2021-08-31,12.27902
2021-09-01,12.10805
2021-09-02,10.57586
2021-09-03,10.96133
2021-09-04,1.37336
2021-09-05,1.07963
2021-09-06,10.60015
2021-09-07,9.45474
2021-09-08,9.86114
2021-09-09,9.55022
2021-09-10,11.52451
2021-09-11,1.2762
2021-09-12,0.96509
2021-09-13,10.0323
2021-09-14,13.89361
2021-09-15,11.96753
2021-09-16,10.33071
2021-09-17,12.07404
2021-09-18,1.47576
2021-09-19,1.05085
2021-09-20,0.89894
2021-09-21,1.0544
2021-09-22,1.17885
2021-09-23,17.20875
2021-09-24,15.05434
2021-09-25,1.90272
2021-09-26,1.31189
2021-09-27,14.05954
2021-09-28,12.61909
2021-09-29,12.84967
2021-09-30,12.19848
2021-10-01,11.4038
2021-10-02,1.67793
2021-10-03,1.22631
2021-10-04,2.52774
2021-10-05,14.81517
2021-10-06,16.36717
2021-10-07,14.1268
2021-10-08,13.15891
2021-10-09,1.79004
2021-10-10,1.34608
2021-10-11,2.20915
2021-10-12,12.66188
2021-10-13,11.92755
2021-10-14,12.54622
2021-10-15,11.87616
2021-10-16,1.51761
2021-10-17,1.13643
2021-10-18,11.06522
2021-10-19,10.83409
2021-10-20,10.55362
2021-10-21,10.05547
2021-10-22,9.21987
2021-10-23,1.23304
2021-10-24,1.20314
2021-10-25,12.6232
2021-10-26,11.97015
2021-10-27,10.29072
2021-10-28,10.61005
2021-10-29,9.99474
2021-10-30,1.46473
2021-10-31,1.25378
2021-11-01,10.6151
2021-11-02,11.26198
2021-11-03,10.1091
2021-11-04,9.98951
2021-11-05,9.29928
2021-11-06,1.2932
2021-11-07,1.18109
2021-11-08,11.86925
2021-11-09,10.75822
2021-11-10,9.25107
2021-11-11,9.33422
2021-11-12,10.12349
2021-11-13,1.5703
2021-11-14,1.30647
2021-11-15,10.69077
2021-11-16,9.84713
2021-11-17,9.47604
2021-11-18,9.28265
2021-11-19,8.9706
2021-11-20,1.23341
2021-11-21,1.01554
2021-11-22,10.44188
2021-11-23,9.53845
2021-11-24,9.57134
2021-11-25,9.31292
2021-11-26,9.67074
2021-11-27,1.88982
2021-11-28,1.38756
2021-11-29,12.01742
2021-11-30,12.22072
2021-12-01,11.54674
2021-12-02,11.40847
2021-12-03,10.97385
2021-12-04,1.43315
2021-12-05,1.18987
2021-12-06,11.07569
2021-12-07,11.29169
2021-12-08,10.98525
2021-12-09,10.73935
2021-12-10,9.11112
2021-12-11,1.20874
2021-12-12,0.99629
2021-12-13,9.85909
2021-12-14,8.66865
2021-12-15,8.50833
2021-12-16,8.59653
2021-12-17,8.03242
2021-12-18,1.12672
2021-12-19,0.95444
2021-12-20,8.14416
2021-12-21,8.43266
2021-12-22,8.58681
2021-12-23,8.69705
2021-12-24,8.17256
2021-12-25,1.16446
2021-12-26,1.10187
2021-12-27,8.17536
2021-12-28,8.15705
2021-12-29,10.2057
2021-12-30,8.86279
2021-12-31,2.90387
2022-01-01,0.84812
2022-01-02,0.86232
2022-01-03,8.62119
2022-01-04,8.24917
2022-01-05,8.00159
2022-01-06,8.00738
2022-01-07,8.25047
2022-01-08,1.14017
2022-01-09,1.10672
2022-01-10,8.26374
2022-01-11,8.25795
2022-01-12,8.68341
2022-01-13,7.97188
2022-01-14,7.18224
2022-01-15,0.99555
2022-01-16,0.83205
2022-01-17,6.80797
2022-01-18,6.6015
2022-01-19,6.84329
2022-01-20,6.91971
2022-01-21,6.48528
2022-01-22,1.00732
2022-01-23,0.78851
2022-01-24,7.05499
2022-01-25,7.67217
2022-01-26,8.43415
2022-01-27,8.73592
2022-01-28,9.72287
2022-01-29,1.30273
2022-01-30,0.84139
2022-01-31,0.75619
2022-02-01,0.82831
2022-02-02,1.01386
2022-02-03,8.88577
2022-02-04,9.08066
2022-02-05,1.56993
2022-02-06,1.19268
2022-02-07,9.94523
2022-02-08,10.02034
2022-02-09,10.94283
2022-02-10,10.06089
2022-02-11,8.948
2022-02-12,1.24499
2022-02-13,0.98022
2022-02-14,8.2402
2022-02-15,7.87845
2022-02-16,9.1057
2022-02-17,9.56592
2022-02-18,8.01803
2022-02-19,1.0871
2022-02-20,0.85223
2022-02-21,8.00159
2022-02-22,8.78599
2022-02-23,8.65968
2022-02-24,8.60307
2022-02-25,7.92143
2022-02-26,1.04319
2022-02-27,0.89091
2022-02-28,7.40814
2022-03-01,1.41055
2022-03-02,7.48905
2022-03-03,7.28183
2022-03-04,6.60187
