date,ISA만기
2020-03-22,2.19435
2020-03-24,5.32915
2020-03-26,6.26959
2020-03-27,2.50783
2020-03-28,1.56739
2020-03-31,1.56739
2020-04-01,2.19435
2020-04-03,2.19435
2020-04-06,3.13479
2020-04-09,2.19435
2020-04-15,3.13479
2020-04-20,2.19435
2020-04-21,1.88087
2020-04-23,1.56739
2020-04-28,1.88087
2020-05-04,1.88087
2020-05-05,1.88087
2020-05-12,1.88087
2020-05-13,3.44827
2020-05-22,1.56739
2020-05-27,3.44827
2020-05-28,2.19435
2020-05-31,2.19435
2020-06-01,2.82131
2020-06-02,1.56739
2020-06-03,1.56739
2020-06-06,1.88087
2020-06-08,1.56739
2020-06-10,1.88087
2020-06-14,1.88087
2020-06-16,1.88087
2020-06-19,1.88087
2020-06-21,1.88087
2020-06-23,2.19435
2020-06-24,1.88087
2020-06-25,3.13479
2020-06-30,1.56739
2020-07-02,2.50783
2020-07-04,1.56739
2020-07-06,4.70219
2020-07-07,2.50783
2020-07-16,2.19435
2020-07-17,1.56739
2020-07-19,1.56739
2020-07-21,1.56739
2020-07-23,4.07523
2020-07-24,4.07523
2020-07-27,1.56739
2020-08-06,1.56739
2020-08-11,4.38871
2020-08-12,1.88087
2020-08-13,1.56739
2020-08-25,2.50783
2020-08-27,1.88087
2020-08-29,1.56739
2020-08-30,3.13479
2020-08-31,1.88087
2020-09-01,2.19435
2020-09-02,1.56739
2020-09-04,3.44827
2020-09-06,1.88087
2020-09-07,4.07523
2020-09-20,1.56739
2020-09-21,1.88087
2020-09-22,1.88087
2020-09-25,2.50783
2020-10-04,1.56739
2020-10-07,4.70219
2020-10-12,3.13479
2020-10-13,1.56739
2020-10-14,1.56739
2020-10-15,3.13479
2020-10-19,2.50783
2020-10-21,3.44827
2020-10-22,1.88087
2020-10-23,1.88087
2020-10-24,1.88087
2020-10-26,4.38871
2020-10-28,1.88087
2020-11-02,1.56739
2020-11-03,2.82131
2020-11-04,4.70219
2020-11-06,3.44827
2020-11-08,1.56739
2020-11-10,1.56739
2020-11-11,1.88087
2020-11-12,4.38871
2020-11-13,1.56739
2020-11-15,1.88087
2020-11-16,1.88087
2020-11-19,1.56739
2020-11-20,4.38871
2020-11-23,1.56739
2020-11-24,3.44827
2020-11-25,3.44827
2020-11-26,5.01567
2020-11-27,3.44827
2020-11-28,2.82131
2020-11-29,1.88087
2020-11-30,1.56739
2020-12-01,5.64263
2020-12-02,2.82131
2020-12-03,3.44827
2020-12-06,2.19435
2020-12-07,3.44827
2020-12-08,3.76175
2020-12-09,6.26959
2020-12-10,4.07523
2020-12-11,2.50783
2020-12-12,2.19435
2020-12-13,7.21003
2020-12-14,8.77742
2020-12-15,3.76175
2020-12-16,7.21003
2020-12-17,6.89655
2020-12-18,3.44827
2020-12-19,5.01567
2020-12-20,6.26959
2020-12-21,7.52351
2020-12-22,5.01567
2020-12-23,7.21003
2020-12-24,4.70219
2020-12-25,4.38871
2020-12-26,5.01567
2020-12-27,6.58307
2020-12-28,6.89655
2020-12-29,8.77742
2020-12-30,9.0909
2020-12-31,7.21003
2021-01-01,8.46394
2021-01-02,7.21003
2021-01-03,6.58307
2021-01-04,9.40438
2021-01-05,11.28526
2021-01-06,10.6583
2021-01-07,12.53918
2021-01-08,7.83699
2021-01-09,5.64263
2021-01-10,8.77742
2021-01-11,7.83699
2021-01-12,9.40438
2021-01-13,9.71786
2021-01-14,14.73354
2021-01-15,9.71786
2021-01-16,5.64263
2021-01-17,8.46394
2021-01-18,10.97178
2021-01-19,6.89655
2021-01-20,7.21003
2021-01-21,7.21003
2021-01-22,1.56739
2021-01-23,3.76175
2021-01-24,6.58307
2021-01-25,15.3605
2021-01-26,12.85266
2021-01-27,9.0909
2021-01-28,7.21003
2021-01-29,8.46394
2021-01-30,4.07523
2021-01-31,3.76175
2021-02-01,7.83699
2021-02-02,7.83699
2021-02-03,10.97178
2021-02-04,7.83699
2021-02-05,10.34482
2021-02-06,7.83699
2021-02-07,7.21003
2021-02-08,9.40438
2021-02-09,13.16614
2021-02-10,17.55485
2021-02-11,5.32915
2021-02-12,3.44827
2021-02-13,3.44827
2021-02-14,4.70219
2021-02-15,15.67398
2021-02-16,22.88401
2021-02-17,16.92789
2021-02-18,12.53918
2021-02-19,12.53918
2021-02-20,6.58307
2021-02-21,6.26959
2021-02-22,16.30094
2021-02-23,18.49529
2021-02-24,15.67398
2021-02-25,19.74921
2021-02-26,23.19749
2021-02-27,10.6583
2021-02-28,10.03134
2021-03-01,13.16614
2021-03-02,28.52664
2021-03-03,16.92789
2021-03-04,23.51097
2021-03-05,15.3605
2021-03-06,11.91222
2021-03-07,10.34482
2021-03-08,20.06269
2021-03-09,22.25705
2021-03-10,20.06269
2021-03-11,19.43573
2021-03-12,24.76489
2021-03-13,7.83699
2021-03-14,7.21003
2021-03-15,39.18495
2021-03-16,32.91536
2021-03-17,23.19749
2021-03-18,15.3605
2021-03-19,21.63009
2021-03-20,8.77742
2021-03-21,10.34482
2021-03-22,24.45141
2021-03-23,20.37617
2021-03-24,20.68965
2021-03-25,26.0188
2021-03-26,14.42006
2021-03-27,7.52351
2021-03-28,11.59874
2021-03-29,26.33228
2021-03-30,20.37617
2021-03-31,20.68965
2021-04-01,21.31661
2021-04-02,14.73354
2021-04-03,6.89655
2021-04-04,9.71786
2021-04-05,11.28526
2021-04-06,16.30094
2021-04-07,10.97178
2021-04-08,10.6583
2021-04-09,16.30094
2021-04-10,7.21003
2021-04-11,7.83699
2021-04-12,18.49529
2021-04-13,17.55485
2021-04-14,16.61442
2021-04-15,16.61442
2021-04-16,12.53918
2021-04-17,10.03134
2021-04-18,8.46394
2021-04-19,17.55485
2021-04-20,16.61442
2021-04-21,17.24137
2021-04-22,12.53918
2021-04-23,15.04702
2021-04-24,7.52351
2021-04-25,8.15047
2021-04-26,15.98746
2021-04-27,22.88401
2021-04-28,15.98746
2021-04-29,16.61442
2021-04-30,24.76489
2021-05-01,7.21003
2021-05-02,5.01567
2021-05-03,16.61442
2021-05-04,19.12225
2021-05-05,6.89655
2021-05-06,13.7931
2021-05-07,14.73354
2021-05-08,5.01567
2021-05-09,3.44827
2021-05-10,17.24137
2021-05-11,12.2257
2021-05-12,14.42006
2021-05-13,14.10658
2021-05-14,10.97178
2021-05-15,4.70219
2021-05-16,2.50783
2021-05-17,16.61442
2021-05-18,10.34482
2021-05-19,7.83699
2021-05-20,11.59874
2021-05-21,15.67398
2021-05-22,2.82131
2021-05-23,5.01567
2021-05-24,16.61442
2021-05-25,12.2257
2021-05-26,14.10658
2021-05-27,12.53918
2021-05-28,11.91222
2021-05-29,1.56739
2021-05-30,5.01567
2021-05-31,21.63009
2021-06-01,14.73354
2021-06-02,13.7931
2021-06-03,15.04702
2021-06-04,12.85266
2021-06-05,4.70219
2021-06-06,3.44827
2021-06-07,14.10658
2021-06-08,10.34482
2021-06-09,10.97178
2021-06-10,15.3605
2021-06-11,8.77742
2021-06-12,4.07523
2021-06-13,4.07523
2021-06-14,9.0909
2021-06-15,11.91222
2021-06-16,8.77742
2021-06-17,11.59874
2021-06-18,8.77742
2021-06-19,1.88087
2021-06-20,4.38871
2021-06-21,14.42006
2021-06-22,9.40438
2021-06-23,13.16614
2021-06-24,10.6583
2021-06-25,11.59874
2021-06-26,5.32915
2021-06-27,3.76175
2021-06-28,16.30094
2021-06-29,8.77742
2021-06-30,10.6583
2021-07-01,11.59874
2021-07-02,8.46394
2021-07-03,7.52351
2021-07-04,10.6583
2021-07-05,15.04702
2021-07-06,8.46394
2021-07-07,5.95611
2021-07-08,9.40438
2021-07-09,2.50783
2021-07-10,3.76175
2021-07-11,8.46394
2021-07-12,8.77742
2021-07-13,5.01567
2021-07-14,9.71786
2021-07-15,5.32915
2021-07-16,4.38871
2021-07-17,2.82131
2021-07-18,2.82131
2021-07-19,5.95611
2021-07-20,9.0909
2021-07-21,6.89655
2021-07-22,4.70219
2021-07-23,5.01567
2021-07-24,4.38871
2021-07-25,6.58307
2021-07-26,16.61442
2021-07-27,39.18495
2021-07-28,29.78056
2021-07-29,18.18181
2021-07-30,14.42006
2021-07-31,21.00313
2021-08-01,21.94357
2021-08-02,28.84012
2021-08-03,20.37617
2021-08-04,19.43573
2021-08-05,16.30094
2021-08-06,17.86833
2021-08-07,8.77742
2021-08-08,28.21316
2021-08-09,22.88401
2021-08-10,22.88401
2021-08-11,15.67398
2021-08-12,17.55485
2021-08-13,17.24137
2021-08-14,6.26959
