date,선물거래
2020-03-20,61.9883
2020-03-21,34.83709
2020-03-22,25.81453
2020-03-23,58.31244
2020-03-24,51.04427
2020-03-25,44.69507
2020-03-26,36.92564
2020-03-27,34.41938
2020-03-28,17.87802
2020-03-29,17.71094
2020-03-30,32.58145
2020-03-31,31.66248
2020-04-01,32.33082
2020-04-02,36.8421
2020-04-03,37.67752
2020-04-04,20.2172
2020-04-05,16.62489
2020-04-06,39.26482
2020-04-07,34.41938
2020-04-08,28.23725
2020-04-09,24.97911
2020-04-10,21.63742
2020-04-11,15.70593
2020-04-12,14.11862
2020-04-13,21.30325
2020-04-14,21.63742
2020-04-15,13.36675
2020-04-16,18.6299
2020-04-17,24.81203
2020-04-18,11.6959
2020-04-19,13.53383
2020-04-20,26.1487
2020-04-21,100.0
2020-04-22,83.45864
2020-04-23,46.78362
2020-04-24,29.82456
2020-04-25,13.61737
2020-04-26,14.78696
2020-04-27,26.90058
2020-04-28,31.82957
2020-04-29,17.46031
2020-04-30,14.95405
2020-05-01,12.19715
2020-05-02,12.19715
2020-05-03,11.61236
2020-05-04,15.28822
2020-05-05,12.44778
2020-05-06,18.6299
2020-05-07,14.20217
2020-05-08,12.36424
2020-05-09,8.60484
2020-05-10,9.18964
2020-05-11,10.60985
2020-05-12,16.62489
2020-05-13,13.03258
2020-05-14,14.61988
2020-05-15,15.12113
2020-05-16,9.02255
2020-05-17,7.9365
2020-05-18,11.77944
2020-05-19,15.4553
2020-05-20,15.20467
2020-05-21,13.19966
2020-05-22,16.12364
2020-05-23,10.86048
2020-05-24,12.53132
2020-05-25,13.03258
2020-05-26,12.78195
2020-05-27,13.11612
2020-05-28,12.86549
2020-05-29,14.11862
2020-05-30,9.94152
2020-05-31,9.60735
2020-06-01,16.37426
2020-06-02,18.79699
2020-06-03,21.63742
2020-06-04,20.30075
2020-06-05,16.95906
2020-06-06,11.52882
2020-06-07,10.6934
2020-06-08,16.62489
2020-06-09,15.4553
2020-06-10,16.87552
2020-06-11,17.6274
2020-06-12,20.30075
2020-06-13,8.77192
2020-06-14,10.19214
2020-06-15,18.29573
2020-06-16,24.97911
2020-06-17,16.62489
2020-06-18,14.8705
2020-06-19,12.94903
2020-06-20,9.35672
2020-06-21,10.44277
2020-06-22,14.8705
2020-06-23,13.11612
2020-06-24,15.78947
2020-06-25,16.20718
2020-06-26,15.20467
2020-06-27,6.76691
2020-06-28,8.77192
2020-06-29,13.70091
2020-06-30,13.2832
2020-07-01,14.8705
2020-07-02,11.94653
2020-07-03,12.36424
2020-07-04,7.18462
2020-07-05,6.59983
2020-07-06,10.19214
2020-07-07,12.78195
2020-07-08,12.11361
2020-07-09,11.44527
2020-07-10,9.85797
2020-07-11,6.68337
2020-07-12,6.76691
2020-07-13,11.27819
2020-07-14,14.78696
2020-07-15,11.11111
2020-07-16,13.95154
2020-07-17,11.6959
2020-07-18,8.27067
2020-07-19,8.27067
2020-07-20,11.19465
2020-07-21,13.11612
2020-07-22,10.94402
2020-07-23,12.36424
2020-07-24,10.77694
2020-07-25,7.26817
2020-07-26,8.02005
2020-07-27,13.95154
2020-07-28,14.8705
2020-07-29,15.70593
2020-07-30,13.11612
2020-07-31,10.77694
2020-08-01,7.35171
2020-08-02,9.5238
2020-08-03,11.94653
2020-08-04,14.95405
2020-08-05,13.11612
2020-08-06,12.19715
2020-08-07,12.2807
2020-08-08,8.10359
2020-08-09,8.85547
2020-08-10,15.70593
2020-08-11,17.87802
2020-08-12,16.70843
2020-08-13,16.62489
2020-08-14,13.78446
2020-08-15,7.26817
2020-08-16,6.85045
2020-08-17,9.27318
2020-08-18,10.6934
2020-08-19,9.10609
2020-08-20,16.0401
2020-08-21,12.53132
2020-08-22,7.9365
2020-08-23,7.18462
2020-08-24,10.52631
2020-08-25,12.03007
2020-08-26,12.03007
2020-08-27,11.27819
2020-08-28,12.86549
2020-08-29,8.27067
2020-08-30,6.51629
2020-08-31,14.36925
2020-09-01,15.78947
2020-09-02,13.95154
2020-09-03,12.86549
2020-09-04,17.12614
2020-09-05,9.5238
2020-09-06,11.27819
2020-09-07,17.37677
2020-09-08,21.3868
2020-09-09,23.89306
2020-09-10,21.05263
2020-09-11,19.04761
2020-09-12,9.69089
2020-09-13,10.6934
2020-09-14,16.95906
2020-09-15,17.20969
2020-09-16,15.37176
2020-09-17,14.70342
2020-09-18,13.70091
2020-09-19,9.02255
2020-09-20,9.27318
2020-09-21,14.70342
2020-09-22,16.62489
2020-09-23,19.04761
2020-09-24,18.21219
2020-09-25,12.78195
2020-09-26,7.68588
2020-09-27,8.43776
2020-09-28,13.78446
2020-09-29,11.27819
2020-09-30,7.10108
2020-10-01,10.35923
2020-10-02,11.44527
2020-10-03,7.68588
2020-10-04,11.36173
2020-10-05,12.78195
2020-10-06,12.03007
2020-10-07,12.36424
2020-10-08,12.61487
2020-10-09,7.68588
2020-10-10,7.68588
2020-10-11,6.26566
2020-10-12,11.36173
2020-10-13,11.6959
2020-10-14,10.27568
2020-10-15,12.03007
2020-10-16,11.61236
2020-10-17,8.5213
2020-10-18,6.85045
2020-10-19,12.19715
2020-10-20,13.2832
2020-10-21,12.86549
2020-10-22,12.44778
2020-10-23,9.60735
2020-10-24,7.60233
2020-10-25,10.35923
2020-10-26,9.85797
