date,청년고용지원금
2020-08-04,47.09443
2020-08-05,41.64648
2020-08-06,42.37288
2020-08-07,38.01452
2020-08-08,14.40677
2020-08-09,11.98547
2020-08-10,51.45278
2020-08-11,54.72154
2020-08-12,48.18401
2020-08-13,45.64164
2020-08-14,48.78934
2020-08-15,19.85472
2020-08-16,13.31719
2020-08-17,25.66585
2020-08-18,51.21065
2020-08-19,69.73365
2020-08-20,54.84261
2020-08-21,47.45762
2020-08-22,16.82808
2020-08-23,17.67554
2020-08-24,61.62227
2020-08-25,54.23728
2020-08-26,50.84745
2020-08-27,56.17433
2020-08-28,47.45762
2020-08-29,14.64891
2020-08-30,17.91767
2020-08-31,54.96368
2020-09-01,53.63196
2020-09-02,53.99515
2020-09-03,58.23244
2020-09-04,47.33656
2020-09-05,14.52784
2020-09-06,19.37046
2020-09-07,49.6368
2020-09-08,77.36077
2020-09-09,71.54963
2020-09-10,84.98789
2020-09-11,70.58111
2020-09-12,23.12348
2020-09-13,21.6707
2020-09-14,59.56416
2020-09-15,59.0799
2020-09-16,58.47457
2020-09-17,49.75786
2020-09-18,55.69007
2020-09-19,18.523
2020-09-20,28.93462
2020-09-21,64.89104
2020-09-22,64.04358
2020-09-23,98.66828
2020-09-24,93.09927
2020-09-25,72.27602
2020-09-26,20.21791
2020-09-27,16.82808
2020-09-28,50.0
2020-09-29,38.49878
2020-09-30,12.83292
2020-10-01,11.38014
2020-10-02,13.43825
2020-10-03,11.25907
2020-10-04,13.80145
2020-10-05,56.53753
2020-10-06,56.41646
2020-10-07,56.53753
2020-10-08,53.38983
2020-10-09,19.73365
2020-10-10,18.28087
2020-10-11,19.49152
2020-10-12,84.01937
2020-10-13,62.95399
2020-10-14,62.71186
2020-10-15,55.44794
2020-10-16,50.48426
2020-10-17,16.10169
2020-10-18,16.82808
2020-10-19,46.73123
2020-10-20,57.86924
2020-10-21,53.63196
2020-10-22,45.52058
2020-10-23,45.27845
2020-10-24,15.98062
2020-10-25,14.16464
2020-10-26,46.00484
2020-10-27,47.45762
2020-10-28,45.88377
2020-10-29,44.30992
2020-10-30,38.86198
2020-10-31,15.13317
2020-11-01,13.07506
2020-11-02,43.22033
2020-11-03,42.49394
2020-11-04,38.25665
2020-11-05,40.1937
2020-11-06,37.16707
2020-11-07,11.25907
2020-11-08,12.2276
2020-11-09,38.01452
2020-11-10,39.10411
2020-11-11,43.7046
2020-11-12,42.37288
2020-11-13,35.47215
2020-11-14,13.80145
2020-11-15,13.80145
2020-11-16,47.45762
2020-11-17,41.76755
2020-11-18,48.66828
2020-11-19,38.98305
2020-11-20,40.31476
2020-11-21,11.98547
2020-11-22,14.76997
2020-11-23,47.57869
2020-11-24,43.94673
2020-11-25,42.85714
2020-11-26,48.18401
2020-11-27,43.46246
2020-11-28,16.94915
2020-11-29,14.64891
2020-11-30,53.51089
2020-12-01,52.90556
2020-12-02,51.45278
2020-12-03,46.73123
2020-12-04,43.94673
2020-12-05,16.46489
2020-12-06,18.88619
2020-12-07,45.27845
2020-12-08,44.79418
2020-12-09,46.8523
2020-12-10,51.33171
2020-12-11,43.09927
2020-12-12,15.0121
2020-12-13,19.61259
2020-12-14,43.82566
2020-12-15,53.14769
2020-12-16,50.36319
2020-12-17,48.91041
2020-12-18,41.76755
2020-12-19,12.95399
2020-12-20,12.95399
2020-12-21,46.8523
2020-12-22,53.26876
2020-12-23,46.8523
2020-12-24,42.13075
2020-12-25,15.3753
2020-12-26,15.49636
2020-12-27,24.092
2020-12-28,76.63438
2020-12-29,78.08716
2020-12-30,59.80629
2020-12-31,43.3414
2021-01-01,21.06537
2021-01-02,22.39709
2021-01-03,27.48184
2021-01-04,80.7506
2021-01-05,81.1138
2021-01-06,100.0
2021-01-07,70.70217
2021-01-08,61.98547
2021-01-09,26.75544
2021-01-10,34.74576
2021-01-11,87.16707
2021-01-12,76.63438
2021-01-13,83.5351
2021-01-14,74.092
2021-01-15,63.92251
2021-01-16,29.90314
2021-01-17,25.66585
2021-01-18,68.28087
2021-01-19,59.68523
2021-01-20,62.71186
2021-01-21,60.53268
2021-01-22,57.74818
2021-01-23,22.39709
2021-01-24,23.97094
2021-01-25,63.19612
2021-01-26,56.53753
2021-01-27,60.65375
2021-01-28,61.38014
2021-01-29,47.82082
2021-01-30,21.79176
2021-01-31,27.84503
2021-02-01,62.10653
2021-02-02,65.73849
2021-02-03,54.47941
2021-02-04,62.95399
2021-02-05,50.84745
2021-02-06,19.73365
2021-02-07,22.27602
2021-02-08,56.65859
2021-02-09,52.30024
2021-02-10,43.94673
2021-02-11,18.28087
2021-02-12,13.92251
2021-02-13,14.04358
2021-02-14,15.98062
2021-02-15,60.41162
2021-02-16,59.20096
2021-02-17,80.3874
2021-02-18,84.74576
2021-02-19,64.16464
2021-02-20,22.51815
2021-02-21,20.46004
2021-02-22,63.68038
2021-02-23,65.49636
2021-02-24,62.10653
2021-02-25,53.26876
2021-02-26,54.23728
2021-02-27,22.76029
2021-02-28,21.91283
2021-03-01,22.03389
2021-03-02,69.85472
2021-03-03,70.33898
2021-03-04,69.61259
2021-03-05,54.35835
2021-03-06,24.33414
2021-03-07,22.15496
2021-03-08,61.38014
2021-03-09,59.68523
2021-03-10,59.0799
2021-03-11,56.41646
2021-03-12,50.24213
2021-03-13,17.91767
2021-03-14,17.91767
2021-03-15,59.0799
2021-03-16,60.53268
2021-03-17,62.34866
2021-03-18,58.59564
2021-03-19,45.76271
2021-03-20,16.70702
2021-03-21,16.70702
2021-03-22,54.60048
2021-03-23,51.69491
2021-03-24,50.12106
2021-03-25,51.08958
2021-03-26,55.9322
2021-03-27,23.72881
2021-03-28,27.72397
2021-03-29,65.73849
2021-03-30,66.58595
2021-03-31,56.65859
2021-04-01,64.40677
2021-04-02,46.73123
2021-04-03,19.49152
2021-04-04,17.07021
2021-04-05,52.66343
2021-04-06,55.08474
2021-04-07,45.76271
2021-04-08,49.2736
2021-04-09,41.88861
2021-04-10,16.22276
2021-04-11,19.85472
2021-04-12,62.2276
2021-04-13,54.72154
2021-04-14,52.4213
2021-04-15,52.05811
2021-04-16,46.73123
2021-04-17,20.09685
2021-04-18,14.04358
2021-04-19,50.36319
2021-04-20,49.87893
2021-04-21,46.36803
2021-04-22,53.87409
2021-04-23,40.79903
2021-04-24,18.88619
2021-04-25,16.22276
2021-04-26,50.24213
2021-04-27,44.91525
2021-04-28,53.02663
2021-04-29,46.73123
2021-04-30,42.00968
2021-05-01,21.42857
2021-05-02,16.34382
2021-05-03,52.90556
2021-05-04,55.08474
2021-05-05,20.82324
2021-05-06,57.50605
2021-05-07,47.82082
2021-05-08,20.9443
2021-05-09,17.31234
2021-05-10,52.90556
2021-05-11,48.18401
2021-05-12,54.47941
2021-05-13,50.60532
2021-05-14,44.91525
2021-05-15,15.61743
2021-05-16,17.91767
2021-05-17,67.55447
2021-05-18,91.88861
2021-05-19,30.26634
2021-05-20,68.40193
2021-05-21,60.04842
2021-05-22,18.88619
2021-05-23,18.76513
2021-05-24,61.98547
2021-05-25,56.90072
2021-05-26,53.02663
2021-05-27,58.83777
2021-05-28,66.70702
2021-05-29,27.72397
2021-05-30,19.12832
2021-05-31,63.68038
2021-06-01,57.38498
2021-06-02,56.90072
2021-06-03,49.75786
2021-06-04,45.76271
2021-06-05,15.49636
2021-06-06,18.03874
2021-06-07,51.69491
2021-06-08,47.94188
2021-06-09,56.05326
2021-06-10,47.94188
2021-06-11,65.13317
2021-06-12,21.42857
2021-06-13,24.93946
2021-06-14,66.34382
2021-06-15,63.07506
2021-06-16,65.13317
2021-06-17,51.81598
2021-06-18,41.40435
2021-06-19,19.00726
2021-06-20,16.34382
2021-06-21,49.03147
2021-06-22,46.73123
2021-06-23,52.30024
2021-06-24,49.2736
2021-06-25,45.27845
2021-06-26,17.55447
2021-06-27,15.98062
2021-06-28,60.29055
2021-06-29,58.83777
2021-06-30,57.74818
2021-07-01,55.69007
2021-07-02,49.87893
2021-07-03,19.73365
2021-07-04,18.64406
2021-07-05,48.42615
2021-07-06,49.75786
2021-07-07,53.14769
2021-07-08,51.33171
2021-07-09,44.18886
2021-07-10,15.85956
2021-07-11,14.76997
2021-07-12,47.94188
2021-07-13,50.60532
2021-07-14,45.03631
2021-07-15,50.0
2021-07-16,40.79903
2021-07-17,16.94915
2021-07-18,16.10169
2021-07-19,49.2736
2021-07-20,50.0
2021-07-21,41.76755
2021-07-22,42.00968
2021-07-23,42.13075
2021-07-24,21.91283
2021-07-25,15.13317
2021-07-26,49.39467
2021-07-27,55.32687
2021-07-28,47.09443
2021-07-29,41.16222
2021-07-30,39.58837
2021-07-31,15.25423
2021-08-01,17.19128
2021-08-02,46.00484
2021-08-03,44.55205
2021-08-04,39.8305
2021-08-05,42.25181
2021-08-06,37.77239
2021-08-07,15.85956
2021-08-08,17.07021
2021-08-09,44.91525
2021-08-10,50.84745
2021-08-11,42.9782
2021-08-12,44.06779
2021-08-13,41.88861
2021-08-14,14.64891
2021-08-15,13.19612
2021-08-16,23.60774
2021-08-17,54.96368
2021-08-18,54.35835
2021-08-19,47.45762
2021-08-20,38.01452
2021-08-21,16.10169
2021-08-22,19.97578
2021-08-23,42.25181
2021-08-24,45.52058
2021-08-25,52.54237
2021-08-26,61.8644
2021-08-27,55.69007
2021-08-28,17.91767
2021-08-29,19.12832
2021-08-30,55.08474
2021-08-31,51.33171
2021-09-01,59.92736
2021-09-02,54.11622
2021-09-03,46.4891
2021-09-04,17.91767
2021-09-05,18.28087
2021-09-06,46.4891
2021-09-07,50.0
2021-09-08,52.4213
2021-09-09,46.61016
2021-09-10,41.28329
2021-09-11,15.98062
2021-09-12,14.76997
2021-09-13,44.43099
2021-09-14,46.00484
2021-09-15,50.48426
2021-09-16,44.30992
2021-09-17,32.44552
2021-09-18,11.25907
2021-09-19,8.95883
2021-09-20,7.26392
2021-09-21,10.89588
2021-09-22,11.62227
2021-09-23,45.03631
2021-09-24,45.27845
2021-09-25,13.80145
2021-09-26,12.95399
2021-09-27,48.66828
2021-09-28,45.03631
2021-09-29,48.78934
2021-09-30,49.87893
2021-10-01,41.28329
2021-10-02,15.98062
2021-10-03,11.13801
2021-10-04,21.3075
2021-10-05,57.50605
2021-10-06,50.84745
2021-10-07,47.45762
2021-10-08,39.46731
2021-10-09,17.43341
2021-10-10,18.88619
2021-10-11,22.03389
2021-10-12,43.7046
2021-10-13,41.40435
2021-10-14,42.9782
2021-10-15,35.83535
2021-10-16,13.55932
2021-10-17,11.62227
2021-10-18,34.50363
2021-10-19,41.76755
2021-10-20,37.53026
2021-10-21,35.83535
2021-10-22,32.08232
2021-10-23,11.74334
2021-10-24,12.2276
2021-10-25,36.07748
2021-10-26,45.39951
2021-10-27,39.8305
2021-10-28,43.7046
2021-10-29,31.47699
2021-10-30,16.10169
2021-10-31,11.98547
2021-11-01,44.06779
2021-11-02,45.88377
2021-11-03,44.91525
2021-11-04,41.52542
2021-11-05,37.4092
2021-11-06,13.43825
2021-11-07,9.92736
2021-11-08,38.61985
2021-11-09,42.37288
2021-11-10,43.7046
2021-11-11,39.70944
2021-11-12,29.17675
2021-11-13,11.98547
2021-11-14,11.01694
2021-11-15,34.38256
2021-11-16,39.70944
2021-11-17,37.16707
2021-11-18,39.22518
2021-11-19,34.74576
2021-11-20,11.8644
2021-11-21,14.28571
2021-11-22,33.5351
2021-11-23,34.62469
2021-11-24,38.37772
2021-11-25,36.6828
2021-11-26,35.95641
2021-11-27,11.25907
2021-11-28,10.53268
2021-11-29,35.10895
2021-11-30,42.00968
2021-12-01,38.37772
2021-12-02,40.43583
2021-12-03,36.07748
2021-12-04,15.61743
2021-12-05,13.31719
2021-12-06,36.31961
2021-12-07,38.98305
2021-12-08,39.58837
2021-12-09,34.98789
2021-12-10,36.19854
2021-12-11,12.34866
2021-12-12,11.74334
2021-12-13,40.07263
2021-12-14,38.25665
2021-12-15,37.28813
2021-12-16,39.95157
2021-12-17,30.3874
2021-12-18,11.38014
2021-12-19,12.95399
2021-12-20,34.74576
2021-12-21,40.5569
2021-12-22,36.6828
2021-12-23,32.92978
2021-12-24,28.57142
2021-12-25,11.50121
2021-12-26,10.16949
2021-12-27,41.88861
2021-12-28,39.58837
2021-12-29,38.61985
2021-12-30,43.46246
2021-12-31,28.93462
2022-01-01,18.523
2022-01-02,18.1598
2022-01-03,62.10653
2022-01-04,63.07506
2022-01-05,59.56416
2022-01-06,52.90556
2022-01-07,47.69975
2022-01-08,22.39709
2022-01-09,18.40193
2022-01-10,53.99515
2022-01-11,55.9322
2022-01-12,55.81113
2022-01-13,47.09443
2022-01-14,41.52542
2022-01-15,21.18644
2022-01-16,14.89104
2022-01-17,41.88861
2022-01-18,50.72639
2022-01-19,43.82566
2022-01-20,56.17433
2022-01-21,37.77239
2022-01-22,19.37046
2022-01-23,13.43825
2022-01-24,48.06295
2022-01-25,49.15254
2022-01-26,41.16222
2022-01-27,41.88861
2022-01-28,32.56658
2022-01-29,14.16464
2022-01-30,10.41162
2022-01-31,10.04842
2022-02-01,11.13801
2022-02-02,17.31234
2022-02-03,51.69491
2022-02-04,47.82082
2022-02-05,18.64406
2022-02-06,17.67554
2022-02-07,49.75786
2022-02-08,53.51089
2022-02-09,46.1259
2022-02-10,50.48426
2022-02-11,46.4891
2022-02-12,18.1598
2022-02-13,16.10169
2022-02-14,44.43099
2022-02-15,50.96852
2022-02-16,49.2736
2022-02-17,48.66828
2022-02-18,42.61501
2022-02-19,14.52784
2022-02-20,14.04358
2022-02-21,46.73123
2022-02-22,84.38256
2022-02-23,71.06537
2022-02-24,57.50605
2022-02-25,48.30508
2022-02-26,19.24939
2022-02-27,17.79661
2022-02-28,44.67312
2022-03-01,25.18159
2022-03-02,53.63196
2022-03-03,48.66828
2022-03-04,49.15254
2022-03-05,18.40193
2022-03-06,20.21791
2022-03-07,48.18401
2022-03-08,47.69975
2022-03-09,19.73365
2022-03-10,47.69975
2022-03-11,42.9782
2022-03-12,15.49636
2022-03-13,15.73849
2022-03-14,42.13075
2022-03-15,45.15738
2022-03-16,46.24697
2022-03-17,37.53026
2022-03-18,37.65133
2022-03-19,14.52784
2022-03-20,12.71186
2022-03-21,43.46246
2022-03-22,41.64648
2022-03-23,47.45762
2022-03-24,51.81598
2022-03-25,36.19854
2022-03-26,14.64891
2022-03-27,12.83292
2022-03-28,38.37772
2022-03-29,39.95157
2022-03-30,38.74092
2022-03-31,38.86198
2022-04-01,31.35593
2022-04-02,14.52784
2022-04-03,12.34866
2022-04-04,38.74092
2022-04-05,43.3414
2022-04-06,36.07748
2022-04-07,39.10411
2022-04-08,33.5351
2022-04-09,11.25907
2022-04-10,7.02179
2022-04-11,36.44067
2022-04-12,38.01452
2022-04-13,36.07748
2022-04-14,33.5351
2022-04-15,29.05569
2022-04-16,10.41162
2022-04-17,9.92736
2022-04-18,34.86682
2022-04-19,36.19854
2022-04-20,37.65133
2022-04-21,35.83535
2022-04-22,35.10895
2022-04-23,10.53268
2022-04-24,12.34866
2022-04-25,35.95641
2022-04-26,34.86682
2022-04-27,36.07748
2022-04-28,32.68765
2022-04-29,32.68765
2022-04-30,14.40677
2022-05-01,11.74334
2022-05-02,36.31961
2022-05-03,42.25181
2022-05-04,41.52542
2022-05-05,11.62227
2022-05-06,29.17675
2022-05-07,7.62711
2022-05-08,9.20096
2022-05-09,31.47699
2022-05-10,36.31961
2022-05-11,37.65133
2022-05-12,36.44067
2022-05-13,33.77723
2022-05-14,11.8644
2022-05-15,7.62711
2022-05-16,36.92493
2022-05-17,33.65617
2022-05-18,31.96125
2022-05-19,33.8983
2022-05-20,31.47699
2022-05-21,12.10653
2022-05-22,8.7167
2022-05-23,31.1138
2022-05-24,33.8983
2022-05-25,39.58837
2022-05-26,33.05084
2022-05-27,30.3874
2022-05-28,11.25907
2022-05-29,11.38014
2022-05-30,39.22518
2022-05-31,43.22033
2022-06-01,15.13317
2022-06-02,40.92009
2022-06-03,34.98789
2022-06-04,15.61743
2022-06-05,10.89588
2022-06-06,22.63922
2022-06-07,36.19854
2022-06-08,45.88377
2022-06-09,43.94673
2022-06-10,37.16707
2022-06-11,11.98547
2022-06-12,10.41162
2022-06-13,35.35108
2022-06-14,37.65133
2022-06-15,36.07748
2022-06-16,35.95641
2022-06-17,29.78208
2022-06-18,12.34866
2022-06-19,7.86924
2022-06-20,34.01937
2022-06-21,34.86682
2022-06-22,32.92978
2022-06-23,34.50363
2022-06-24,26.27118
2022-06-25,11.74334
2022-06-26,13.19612
2022-06-27,35.35108
2022-06-28,37.4092
2022-06-29,35.95641
2022-06-30,36.07748
2022-07-01,32.44552
2022-07-02,10.89588
2022-07-03,10.53268
2022-07-04,31.71912
2022-07-05,34.14043
2022-07-06,30.26634
2022-07-07,34.14043
2022-07-08,28.69249
2022-07-09,8.47457
2022-07-10,9.56416
2022-07-11,33.65617
2022-07-12,33.8983
2022-07-13,27.11864
2022-07-14,33.29297
2022-07-15,27.48184
2022-07-16,10.29055
2022-07-17,7.14285
2022-07-18,32.44552
2022-07-19,32.08232
2022-07-20,25.42372
2022-07-21,30.62953
2022-07-22,29.05569
2022-07-23,9.0799
2022-07-24,11.8644
2022-07-25,33.77723
2022-07-26,28.20823
2022-07-27,33.5351
2022-07-28,28.93462
2022-07-29,26.63438
2022-07-30,12.46973
2022-07-31,11.50121
2022-08-01,29.90314
2022-08-02,27.9661
2022-08-03,29.78208
2022-08-04,30.02421
2022-08-05,27.11864
2022-08-06,13.92251
2022-08-07,10.89588
2022-08-08,30.87167
2022-08-09,25.30266
2022-08-10,33.05084
2022-08-11,30.02421
2022-08-12,25.54479
2022-08-13,10.29055
2022-08-14,8.11138
2022-08-15,10.16949
2022-08-16,24.69733
2022-08-17,30.26634
2022-08-18,26.87651
2022-08-19,27.11864
2022-08-20,12.2276
2022-08-21,12.2276
2022-08-22,32.44552
2022-08-23,37.16707
2022-08-24,35.95641
2022-08-25,34.62469
2022-08-26,33.17191
2022-08-27,10.04842
2022-08-28,10.89588
2022-08-29,26.02905
2022-08-30,32.44552
2022-08-31,33.41404
2022-09-01,28.08716
2022-09-02,29.41888
2022-09-03,10.53268
2022-09-04,9.56416
2022-09-05,24.092
2022-09-06,30.62953
2022-09-07,30.99273
2022-09-08,20.09685
2022-09-09,6.41646
2022-09-10,6.65859
2022-09-11,5.569
2022-09-12,10.16949
2022-09-13,34.86682
2022-09-14,32.44552
2022-09-15,34.86682
2022-09-16,27.36077
2022-09-17,9.44309
2022-09-18,8.35351
2022-09-19,30.14527
2022-09-20,32.92978
2022-09-21,32.32445
2022-09-22,29.05569
2022-09-23,26.75544
2022-09-24,10.53268
2022-09-25,10.41162
2022-09-26,33.05084
2022-09-27,30.50847
2022-09-28,32.80871
2022-09-29,34.2615
2022-09-30,27.36077
2022-10-01,8.23244
2022-10-02,7.02179
2022-10-03,8.35351
2022-10-04,34.62469
2022-10-05,32.20338
2022-10-06,29.17675
2022-10-07,23.36561
2022-10-08,9.68523
2022-10-09,7.38498
2022-10-10,6.90072
2022-10-11,23.84987
2022-10-12,26.51331
2022-10-13,28.45036
2022-10-14,23.24455
2022-10-15,9.32203
2022-10-16,9.56416
2022-10-17,24.93946
2022-10-18,28.32929
2022-10-19,27.48184
2022-10-20,24.4552
2022-10-21,23.72881
2022-10-22,7.62711
2022-10-23,7.26392
2022-10-24,21.3075
2022-10-25,26.87651
2022-10-26,27.72397
2022-10-27,23.97094
2022-10-28,18.28087
2022-10-29,5.9322
2022-10-30,6.41646
2022-10-31,28.32929
2022-11-01,33.8983
2022-11-02,25.90799
2022-11-03,26.39225
2022-11-04,24.8184
2022-11-05,8.11138
2022-11-06,7.74818
2022-11-07,25.90799
2022-11-08,27.36077
2022-11-09,26.39225
2022-11-10,25.66585
2022-11-11,20.09685
2022-11-12,6.90072
2022-11-13,7.50605
2022-11-14,26.02905
2022-11-15,25.18159
2022-11-16,26.15012
2022-11-17,25.42372
2022-11-18,19.61259
2022-11-19,7.26392
2022-11-20,7.86924
2022-11-21,24.33414
2022-11-22,26.15012
2022-11-23,27.11864
2022-11-24,19.85472
2022-11-25,23.84987
2022-11-26,8.7167
2022-11-27,9.0799
2022-11-28,25.90799
2022-11-29,24.092
2022-11-30,31.35593
2022-12-01,30.7506
2022-12-02,24.4552
2022-12-03,9.92736
2022-12-04,11.8644
2022-12-05,26.99757
2022-12-06,28.20823
2022-12-07,31.1138
2022-12-08,32.20338
2022-12-09,23.72881
2022-12-10,8.95883
2022-12-11,7.99031
2022-12-12,27.48184
2022-12-13,29.29782
2022-12-14,27.36077
2022-12-15,24.8184
2022-12-16,26.63438
2022-12-17,6.05326
2022-12-18,7.86924
2022-12-19,25.06053
2022-12-20,27.48184
2022-12-21,26.99757
2022-12-22,26.63438
2022-12-23,21.42857
2022-12-24,7.86924
2022-12-25,7.26392
2022-12-26,24.092
2022-12-27,27.6029
2022-12-28,24.8184
2022-12-29,23.97094
2022-12-30,19.12832
2022-12-31,9.92736
2023-01-01,10.53268
2023-01-02,42.00968
2023-01-03,38.98305
2023-01-04,40.07263
2023-01-05,37.4092
2023-01-06,34.86682
2023-01-07,13.68038
2023-01-08,11.01694
2023-01-09,43.3414
2023-01-10,34.50363
2023-01-11,38.61985
2023-01-12,33.77723
2023-01-13,26.87651
2023-01-14,12.2276
2023-01-15,9.80629
2023-01-16,30.99273
2023-01-17,31.47699
2023-01-18,29.05569
2023-01-19,26.87651
2023-01-20,21.3075
2023-01-21,7.86924
2023-01-22,6.05326
2023-01-23,6.53753
2023-01-24,11.8644
2023-01-25,30.3874
2023-01-26,34.86682
2023-01-27,32.56658
2023-01-28,13.19612
2023-01-29,12.10653
2023-01-30,33.5351
2023-01-31,40.43583
2023-02-01,39.95157
2023-02-02,36.07748
2023-02-03,35.95641
2023-02-04,13.07506
2023-02-05,13.31719
2023-02-06,36.6828
2023-02-07,37.16707
2023-02-08,37.53026
2023-02-09,30.3874
2023-02-10,33.41404
2023-02-11,12.46973
2023-02-12,11.74334
2023-02-13,38.74092
2023-02-14,35.59322
2023-02-15,34.62469
2023-02-16,34.62469
2023-02-17,28.08716
2023-02-18,13.31719
2023-02-19,13.07506
2023-02-20,33.17191
2023-02-21,39.70944
2023-02-22,39.46731
2023-02-23,33.65617
2023-02-24,29.41888
2023-02-25,12.10653
2023-02-26,12.59079
2023-02-27,30.62953
2023-02-28,29.17675
2023-03-01,15.13317
2023-03-02,41.52542
2023-03-03,30.87167
2023-03-04,11.13801
2023-03-05,11.74334
2023-03-06,32.32445
2023-03-07,31.59806
2023-03-08,28.57142
2023-03-09,33.5351
2023-03-10,30.26634
2023-03-11,10.77481
2023-03-12,9.0799
2023-03-13,29.05569
2023-03-14,32.08232
2023-03-15,31.35593
2023-03-16,29.17675
2023-03-17,23.84987
2023-03-18,9.32203
2023-03-19,9.32203
2023-03-20,30.02421
2023-03-21,29.05569
2023-03-22,26.63438
2023-03-23,26.87651
2023-03-24,23.60774
2023-03-25,8.83777
2023-03-26,9.92736
2023-03-27,26.39225
2023-03-28,28.08716
2023-03-29,24.092
2023-03-30,25.30266
2023-03-31,22.39709
2023-04-01,8.95883
2023-04-02,6.05326
2023-04-03,29.66101
2023-04-04,16.58595
2023-04-05,26.87651
2023-04-06,22.51815
2023-04-07,24.69733
2023-04-08,8.47457
2023-04-09,7.02179
2023-04-10,26.27118
2023-04-11,25.54479
2023-04-12,24.33414
2023-04-13,24.57627
2023-04-14,22.39709
2023-04-15,7.74818
2023-04-16,6.65859
2023-04-17,24.33414
2023-04-18,27.72397
2023-04-19,23.60774
2023-04-20,21.42857
2023-04-21,21.18644
2023-04-22,6.90072
2023-04-23,7.62711
2023-04-24,19.85472
2023-04-25,28.08716
2023-04-26,26.39225
2023-04-27,26.99757
2023-04-28,19.00726
2023-04-29,9.44309
2023-04-30,7.26392
2023-05-01,15.13317
2023-05-02,25.90799
2023-05-03,26.02905
2023-05-04,25.66585
2023-05-05,10.53268
2023-05-06,7.38498
2023-05-07,6.17433
2023-05-08,33.05084
2023-05-09,49.03147
2023-05-10,30.7506
2023-05-11,27.48184
2023-05-12,23.36561
2023-05-13,32.20338
2023-05-14,18.64406
2023-05-15,34.2615
2023-05-16,41.64648
2023-05-17,36.56174
2023-05-18,33.41404
2023-05-19,26.39225
2023-05-20,9.56416
2023-05-21,10.53268
2023-05-22,24.4552
2023-05-23,32.08232
2023-05-24,26.99757
2023-05-25,26.39225
2023-05-26,22.51815
2023-05-27,8.11138
2023-05-28,6.05326
2023-05-29,10.65375
