date,박셀바이오주가
2023-11-09,5.38299
2023-11-10,10.06743
2023-11-11,0.88709
2023-11-12,0.6212
2023-11-13,6.44896
2023-11-14,5.3564
2023-11-15,6.10089
2023-11-16,5.65371
2023-11-17,4.57566
2023-11-18,0.55594
2023-11-19,0.38916
2023-11-20,5.55461
2023-11-21,9.87406
2023-11-22,6.06946
2023-11-23,6.65925
2023-11-24,5.62713
2023-11-25,0.61153
2023-11-26,0.48826
2023-11-27,5.60054
2023-11-28,6.42479
2023-11-29,5.1872
2023-11-30,5.68514
2023-12-01,4.53457
2023-12-02,0.56319
2023-12-03,0.51001
2023-12-04,5.12194
2023-12-05,5.45551
2023-12-06,5.15578
2023-12-07,4.74486
2023-12-08,5.00833
2023-12-09,0.58736
2023-12-10,0.48343
2023-12-11,4.81013
2023-12-12,4.56116
2023-12-13,4.96724
2023-12-14,5.2573
2023-12-15,4.70377
2023-12-16,0.67196
2023-12-17,0.45442
2023-12-18,4.88748
2023-12-19,9.86439
2023-12-20,11.25909
2023-12-21,8.61473
2023-12-22,7.16443
2023-12-23,0.96202
2023-12-24,0.77832
2023-12-25,0.70822
2023-12-26,6.06221
2023-12-27,6.2725
2023-12-28,7.12334
2023-12-29,2.31563
2023-12-30,0.70822
2023-12-31,0.52693
2024-01-01,0.61395
2024-01-02,9.67344
2024-01-03,8.20139
2024-01-04,6.67617
2024-01-05,5.835
2024-01-06,0.65988
2024-01-07,0.54144
2024-01-08,5.06876
2024-01-09,5.66097
2024-01-10,4.52974
2024-01-11,5.62713
2024-01-12,4.73036
2024-01-13,0.50035
2024-01-14,0.42541
2024-01-15,4.79562
2024-01-16,4.72069
2024-01-17,4.44755
2024-01-18,4.69894
2024-01-19,4.44755
2024-01-20,0.63329
2024-01-21,0.48826
2024-01-22,4.69169
2024-01-23,5.22346
2024-01-24,4.45722
2024-01-25,4.40163
2024-01-26,4.94791
2024-01-27,0.6067
2024-01-28,0.59945
2024-01-29,5.90268
2024-01-30,4.53457
2024-01-31,3.98104
2024-02-01,4.55874
2024-02-02,4.20584
2024-02-03,0.55111
2024-02-04,0.46167
2024-02-05,4.0874
2024-02-06,3.85052
2024-02-07,3.82876
2024-02-08,3.37192
2024-02-09,0.50518
2024-02-10,0.31906
2024-02-11,0.32631
2024-02-12,0.40366
2024-02-13,4.31945
2024-02-14,4.29769
2024-02-15,4.37504
2024-02-16,4.09948
2024-02-17,0.58495
2024-02-18,0.50518
2024-02-19,4.595
2024-02-20,4.68202
2024-02-21,4.43789
2024-02-22,4.13816
2024-02-23,4.88023
2024-02-24,0.65263
2024-02-25,0.53177
2024-02-26,4.54666
2024-02-27,3.9037
2024-02-28,3.96171
2024-02-29,3.8481
2024-03-01,0.58736
2024-03-02,0.38674
2024-03-03,0.36257
2024-03-04,3.92062
2024-03-05,3.78042
2024-03-06,5.71173
2024-03-07,6.96623
2024-03-08,5.69722
2024-03-09,0.77832
2024-03-10,0.68163
2024-03-11,5.25247
2024-03-12,4.54424
2024-03-13,4.30253
2024-03-14,3.44927
2024-03-15,3.74175
2024-03-16,0.48343
2024-03-17,0.43508
2024-03-18,6.28217
2024-03-19,4.7642
2024-03-20,4.26143
