date,보잉주가
2020-07-02,9.42923
2020-07-03,7.15398
2020-07-04,3.00956
2020-07-05,2.20293
2020-07-06,6.21384
2020-07-07,8.64485
2020-07-08,8.06074
2020-07-09,8.03293
2020-07-10,7.0149
2020-07-11,4.57832
2020-07-12,2.24187
2020-07-13,5.56853
2020-07-14,7.70471
2020-07-15,9.4793
2020-07-16,8.4279
2020-07-17,7.1206
2020-07-18,4.25011
2020-07-19,1.9971
2020-07-20,4.88985
2020-07-21,8.07187
2020-07-22,7.44882
2020-07-23,6.72007
2020-07-24,5.50734
2020-07-25,4.7619
2020-07-26,2.77036
2020-07-27,4.78415
2020-07-28,7.91611
2020-07-29,7.44325
2020-07-30,9.0287
2020-07-31,7.43213
2020-08-01,5.15687
2020-08-02,2.8983
2020-08-03,6.93702
2020-08-04,8.17757
2020-08-05,7.5267
2020-08-06,9.46261
2020-08-07,8.87294
2020-08-08,5.27926
2020-08-09,2.72029
2020-08-10,6.00801
2020-08-11,14.18001
2020-08-12,14.26902
2020-08-13,10.96461
2020-08-14,8.4279
2020-08-15,4.82866
2020-08-16,2.4032
2020-08-17,4.08322
2020-08-18,8.04405
2020-08-19,7.53782
2020-08-20,6.8647
2020-08-21,7.14285
2020-08-22,4.55051
2020-08-23,2.22518
2020-08-24,6.17489
2020-08-25,11.30952
2020-08-26,8.30551
2020-08-27,9.16777
2020-08-28,8.29439
2020-08-29,6.90921
2020-08-30,4.19448
2020-08-31,6.75901
2020-09-01,9.80195
2020-09-02,9.80195
2020-09-03,10.31931
2020-09-04,11.75456
2020-09-05,6.19715
2020-09-06,3.86626
2020-09-07,5.84112
2020-09-08,8.70048
2020-09-09,12.91722
2020-09-10,10.56964
2020-09-11,9.30129
2020-09-12,6.10258
2020-09-13,2.73141
2020-09-14,6.06364
2020-09-15,10.1858
2020-09-16,9.38473
2020-09-17,9.0287
2020-09-18,7.18179
2020-09-19,5.27926
2020-09-20,2.46995
2020-09-21,5.74098
2020-09-22,8.7283
2020-09-23,7.51557
2020-09-24,8.8785
2020-09-25,8.73386
2020-09-26,6.25278
2020-09-27,2.78148
2020-09-28,6.28059
2020-09-29,9.39029
2020-09-30,6.41967
2020-10-01,7.96061
2020-10-02,7.99955
2020-10-03,6.56987
2020-10-04,3.03182
2020-10-05,5.94681
2020-10-06,8.88406
2020-10-07,11.66555
2020-10-08,9.20115
2020-10-09,6.70338
2020-10-10,5.28482
2020-10-11,2.6591
2020-10-12,5.99688
2020-10-13,8.34445
2020-10-14,7.69915
2020-10-15,6.88139
2020-10-16,7.78259
2020-10-17,5.30707
2020-10-18,2.42545
2020-10-19,5.10124
2020-10-20,6.93146
2020-10-21,6.87583
2020-10-22,6.54761
2020-10-23,7.29862
2020-10-24,4.58388
2020-10-25,2.30863
2020-10-26,5.27369
2020-10-27,7.57676
2020-10-28,9.23453
2020-10-29,9.86871
2020-10-30,8.28882
2020-10-31,5.27369
2020-11-01,2.47552
2020-11-02,5.16243
2020-11-03,7.45994
2020-11-04,8.30551
2020-11-05,8.7283
2020-11-06,8.12194
2020-11-07,4.92879
2020-11-08,2.38095
2020-11-09,15.86003
2020-11-10,33.95638
2020-11-11,26.64663
2020-11-12,18.59701
2020-11-13,14.06319
2020-11-14,11.22607
2020-11-15,4.36693
2020-11-16,13.92968
2020-11-17,27.62572
2020-11-18,29.12216
2020-11-19,27.56453
2020-11-20,17.80707
2020-11-21,11.40409
2020-11-22,4.27792
2020-11-23,10.54739
2020-11-24,22.26301
2020-11-25,24.38251
2020-11-26,18.22986
2020-11-27,12.0939
2020-11-28,10.20249
2020-11-29,4.81753
2020-11-30,9.3736
2020-12-01,16.47196
2020-12-02,17.76813
2020-12-03,23.37004
2020-12-04,31.56987
2020-12-05,17.5623
2020-12-06,6.25834
2020-12-07,13.1008
2020-12-08,25.01668
2020-12-09,21.13373
2020-12-10,22.24076
2020-12-11,18.65264
2020-12-12,12.37205
2020-12-13,5.29595
2020-12-14,10.45838
2020-12-15,18.52469
2020-12-16,17.28415
2020-12-17,15.65976
2020-12-18,16.72785
2020-12-19,12.47218
2020-12-20,4.48375
2020-12-21,13.37338
2020-12-22,15.9546
2020-12-23,14.25789
2020-12-24,13.0396
2020-12-25,9.25678
2020-12-26,6.07476
2020-12-27,5.58522
2020-12-28,8.96194
2020-12-29,16.08811
2020-12-30,14.35803
2020-12-31,12.63907
2021-01-01,9.46261
2021-01-02,6.29172
2021-01-03,4.9566
2021-01-04,12.96172
2021-01-05,24.82198
2021-01-06,18.89741
2021-01-07,18.20204
2021-01-08,20.63862
2021-01-09,24.83867
2021-01-10,14.63618
2021-01-11,18.58032
2021-01-12,21.23943
2021-01-13,20.3271
2021-01-14,20.66088
2021-01-15,19.43146
2021-01-16,11.45972
2021-01-17,4.79528
2021-01-18,8.22763
2021-01-19,11.93257
2021-01-20,17.36203
2021-01-21,18.08522
2021-01-22,17.45104
2021-01-23,12.40542
2021-01-24,6.27503
2021-01-25,12.90609
2021-01-26,19.6651
2021-01-27,18.70827
2021-01-28,24.07654
2021-01-29,17.29528
2021-01-30,12.05496
2021-01-31,4.47263
2021-02-01,8.7283
2021-02-02,15.32599
2021-02-03,15.96573
2021-02-04,17.20071
2021-02-05,16.64441
2021-02-06,11.17601
2021-02-07,4.77303
2021-02-08,8.3222
2021-02-09,16.255
2021-02-10,15.76546
2021-02-11,12.33867
2021-02-12,11.43747
2021-02-13,10.58633
2021-02-14,5.67423
2021-02-15,8.55585
2021-02-16,11.69336
2021-02-17,17.56786
2021-02-18,15.17578
2021-02-19,12.92834
2021-02-20,12.25522
2021-02-21,5.67423
2021-02-22,13.97975
2021-02-23,28.26546
2021-02-24,19.3202
2021-02-25,29.06097
2021-02-26,19.89875
2021-02-27,13.95193
2021-02-28,6.16377
2021-03-01,8.26101
2021-03-02,19.45371
2021-03-03,15.87116
2021-03-04,20.73319
2021-03-05,17.65131
2021-03-06,14.93658
2021-03-07,5.257
2021-03-08,8.11081
2021-03-09,16.60547
2021-03-10,17.37316
2021-03-11,24.63284
2021-03-12,22.45772
2021-03-13,26.9971
2021-03-14,8.73943
2021-03-15,16.38851
2021-03-16,25.58411
2021-03-17,20.29372
2021-03-18,19.78193
2021-03-19,17.45104
2021-03-20,10.94236
2021-03-21,4.21117
2021-03-22,7.67133
2021-03-23,14.74744
2021-03-24,15.37605
2021-03-25,14.38584
2021-03-26,13.95749
2021-03-27,10.16355
2021-03-28,3.76056
2021-03-29,8.17757
2021-03-30,14.80307
2021-03-31,13.09523
2021-04-01,13.21762
2021-04-02,11.88807
2021-04-03,5.71317
2021-04-04,3.10413
2021-04-05,7.41544
2021-04-06,13.55696
2021-04-07,11.45416
2021-04-08,11.14263
2021-04-09,10.79773
2021-04-10,7.66021
2021-04-11,2.88161
2021-04-12,6.24165
2021-04-13,11.12594
2021-04-14,12.20516
2021-04-15,11.41522
2021-04-16,11.36515
2021-04-17,7.98286
2021-04-18,2.94281
2021-04-19,6.65331
2021-04-20,12.90609
2021-04-21,15.25923
2021-04-22,12.0939
2021-04-23,10.83667
2021-04-24,7.53226
2021-04-25,2.69804
2021-04-26,6.18046
2021-04-27,10.4417
2021-04-28,11.08144
2021-04-29,11.00912
2021-04-30,9.44036
2021-05-01,5.97463
2021-05-02,2.43658
2021-05-03,5.11237
2021-05-04,8.61148
2021-05-05,8.42234
2021-05-06,10.05229
2021-05-07,9.05095
2021-05-08,6.65887
2021-05-09,3.20983
2021-05-10,7.02047
2021-05-11,11.64886
2021-05-12,10.22474
2021-05-13,11.7323
2021-05-14,10.38607
2021-05-15,6.9259
2021-05-16,2.67022
2021-05-17,5.61303
2021-05-18,9.57387
2021-05-19,8.5336
2021-05-20,9.2846
2021-05-21,9.30685
2021-05-22,6.44192
2021-05-23,2.46995
2021-05-24,5.69648
2021-05-25,11.00356
2021-05-26,10.88117
2021-05-27,12.46662
2021-05-28,13.8518
2021-05-29,8.27214
2021-05-30,3.03738
2021-05-31,5.70761
2021-06-01,9.50155
2021-06-02,14.74744
2021-06-03,14.26346
2021-06-04,11.14263
2021-06-05,7.76591
2021-06-06,2.92056
2021-06-07,6.38072
2021-06-08,12.21628
2021-06-09,11.838
2021-06-10,10.62527
2021-06-11,10.63084
2021-06-12,6.67556
2021-06-13,2.22518
2021-06-14,5.42946
2021-06-15,9.87427
2021-06-16,9.29016
2021-06-17,9.61838
2021-06-18,10.49732
2021-06-19,6.70338
2021-06-20,2.08611
2021-06-21,5.06786
2021-06-22,10.51958
2021-06-23,10.64753
2021-06-24,10.4417
2021-06-25,10.66978
2021-06-26,6.24165
2021-06-27,2.10836
2021-06-28,5.19025
2021-06-29,11.09813
2021-06-30,11.65999
2021-07-01,9.63506
2021-07-02,8.7728
2021-07-03,6.74788
2021-07-04,2.03604
2021-07-05,4.22785
2021-07-06,7.68802
2021-07-07,9.92434
2021-07-08,10.16911
2021-07-09,9.56275
2021-07-10,6.51424
2021-07-11,1.93035
2021-07-12,4.75077
2021-07-13,9.2234
2021-07-14,11.53204
2021-07-15,11.05919
2021-07-16,9.40698
2021-07-17,7.58233
2021-07-18,2.61459
2021-07-19,8.53916
2021-07-20,15.64307
2021-07-21,12.01045
2021-07-22,10.69759
2021-07-23,9.19003
2021-07-24,6.13039
2021-07-25,1.99154
2021-07-26,4.25011
2021-07-27,8.44459
2021-07-28,10.22474
2021-07-29,11.30396
2021-07-30,8.22207
2021-07-31,5.46283
2021-08-01,1.75233
2021-08-02,3.93302
2021-08-03,7.91054
2021-08-04,8.55028
2021-08-05,8.36671
2021-08-06,8.46684
2021-08-07,4.80084
2021-08-08,1.86359
2021-08-09,4.36693
2021-08-10,7.87716
2021-08-11,8.82843
2021-08-12,8.98976
2021-08-13,8.3834
2021-08-14,5.02336
2021-08-15,1.81352
2021-08-16,3.46016
2021-08-17,8.03849
2021-08-18,7.82153
2021-08-19,8.02736
2021-08-20,8.84512
2021-08-21,5.50178
2021-08-22,1.81909
2021-08-23,4.11103
2021-08-24,8.8785
2021-08-25,8.7728
2021-08-26,7.80485
2021-08-27,7.45438
2021-08-28,5.47952
2021-08-29,2.28081
2021-08-30,4.93991
2021-08-31,8.61148
2021-09-01,8.05518
2021-09-02,7.92723
2021-09-03,7.89942
2021-09-04,6.74232
2021-09-05,17.46217
2021-09-06,13.69603
2021-09-07,13.0396
2021-09-08,13.5514
2021-09-09,12.12728
2021-09-10,10.87561
2021-09-11,7.10947
2021-09-12,3.24877
2021-09-13,6.22496
2021-09-14,10.8311
2021-09-15,10.37494
2021-09-16,10.56408
2021-09-17,9.84646
2021-09-18,6.13039
2021-09-19,2.78148
2021-09-20,4.14441
2021-09-21,8.81731
2021-09-22,9.55718
2021-09-23,13.21762
2021-09-24,11.50422
2021-09-25,7.38206
2021-09-26,3.34334
2021-09-27,7.13729
2021-09-28,11.25389
2021-09-29,12.33867
2021-09-30,13.5959
2021-10-01,11.09256
2021-10-02,8.49465
2021-10-03,3.59924
2021-10-04,7.35425
2021-10-05,13.00066
2021-10-06,12.15509
2021-10-07,11.50422
2021-10-08,10.40275
2021-10-09,6.13039
2021-10-10,2.24187
2021-10-11,3.88851
2021-10-12,9.47374
2021-10-13,9.4348
2021-10-14,9.99109
2021-10-15,10.89786
2021-10-16,7.0149
2021-10-17,2.08055
2021-10-18,4.89541
2021-10-19,9.34579
2021-10-20,9.66844
2021-10-21,8.80062
2021-10-22,8.81174
2021-10-23,6.14152
2021-10-24,2.24744
2021-10-25,5.49621
2021-10-26,10.7421
2021-10-27,13.13417
2021-10-28,12.41655
2021-10-29,11.16488
2021-10-30,7.52113
2021-10-31,2.80373
2021-11-01,6.33066
2021-11-02,11.81019
2021-11-03,10.66421
2021-11-04,10.73653
2021-11-05,11.43747
2021-11-06,11.38184
2021-11-07,3.92189
2021-11-08,8.28326
2021-11-09,12.56119
2021-11-10,10.10235
2021-11-11,9.23453
2021-11-12,8.923
2021-11-13,6.85358
2021-11-14,2.67578
2021-11-15,6.65331
2021-11-16,16.47196
2021-11-17,12.22741
2021-11-18,11.97708
2021-11-19,12.14953
2021-11-20,12.59457
2021-11-21,3.70493
2021-11-22,8.03293
2021-11-23,13.07298
2021-11-24,10.50845
2021-11-25,9.55162
2021-11-26,9.77414
2021-11-27,11.20939
2021-11-28,3.34334
2021-11-29,6.40854
2021-11-30,12.47774
2021-12-01,10.33044
2021-12-02,13.25656
2021-12-03,13.01179
2021-12-04,8.25545
2021-12-05,2.69247
2021-12-06,4.72852
2021-12-07,11.59879
2021-12-08,11.7323
2021-12-09,10.3805
2021-12-10,9.39586
2021-12-11,6.84801
2021-12-12,2.62572
2021-12-13,4.85647
2021-12-14,9.89096
2021-12-15,8.43346
2021-12-16,9.92434
2021-12-17,9.52937
2021-12-18,7.13173
2021-12-19,2.12505
2021-12-20,4.43368
2021-12-21,9.00089
2021-12-22,10.69203
2021-12-23,9.72963
2021-12-24,8.06631
2021-12-25,4.08878
2021-12-26,2.00267
2021-12-27,3.71606
2021-12-28,8.74499
2021-12-29,8.53916
2021-12-30,7.29305
2021-12-31,5.98575
2022-01-01,4.02759
2022-01-02,1.90253
2022-01-03,3.64931
2022-01-04,10.61971
2022-01-05,11.16488
2022-01-06,9.67957
2022-01-07,8.4724
2022-01-08,7.49332
2022-01-09,2.29194
2022-01-10,3.98865
2022-01-11,8.923
2022-01-12,8.77837
2022-01-13,9.95772
2022-01-14,10.75878
2022-01-15,7.36537
2022-01-16,2.53671
2022-01-17,3.44904
2022-01-18,6.06364
2022-01-19,9.52937
2022-01-20,9.27903
2022-01-21,8.65042
2022-01-22,7.35981
2022-01-23,2.43101
2022-01-24,4.3558
2022-01-25,10.90342
2022-01-26,10.28593
2022-01-27,11.69893
2022-01-28,9.67957
2022-01-29,7.84935
2022-01-30,2.00267
2022-01-31,2.55896
2022-02-01,7.63239
2022-02-02,9.40698
2022-02-03,9.19559
2022-02-04,8.76724
2022-02-05,6.44748
2022-02-06,2.31975
2022-02-07,3.98865
2022-02-08,9.47374
2022-02-09,9.24566
2022-02-10,9.12327
2022-02-11,9.65175
2022-02-12,7.76034
2022-02-13,2.28638
2022-02-14,3.92745
2022-02-15,8.08299
2022-02-16,9.12883
2022-02-17,8.21651
2022-02-18,7.26524
2022-02-19,5.82443
2022-02-20,2.54227
2022-02-21,3.36559
2022-02-22,5.54072
2022-02-23,8.91744
2022-02-24,10.73653
2022-02-25,9.54606
2022-02-26,7.19848
2022-02-27,2.59234
2022-02-28,3.4101
2022-03-01,7.2708
2022-03-02,8.21651
2022-03-03,7.91611
2022-03-04,8.3834
2022-03-05,7.54339
2022-03-06,2.62572
2022-03-07,4.31686
2022-03-08,10.24143
2022-03-09,7.29305
2022-03-10,8.01624
2022-03-11,7.06497
2022-03-12,5.79105
2022-03-13,1.94147
2022-03-14,3.55473
2022-03-15,7.8716
2022-03-16,8.98976
2022-03-17,10.49176
2022-03-18,8.75055
2022-03-19,6.98153
2022-03-20,2.5089
2022-03-21,15.88785
2022-03-22,19.85981
2022-03-23,11.5376
2022-03-24,9.57387
2022-03-25,8.7283
2022-03-26,5.62972
2022-03-27,2.54227
2022-03-28,4.67846
2022-03-29,8.82843
2022-03-30,9.20115
2022-03-31,7.78259
2022-04-01,7.04272
2022-04-02,5.56297
2022-04-03,2.09724
2022-04-04,3.72719
2022-04-05,7.99955
2022-04-06,8.75611
2022-04-07,8.02736
2022-04-08,7.18179
2022-04-09,4.42812
2022-04-10,1.51312
2022-04-11,3.54361
2022-04-12,6.80907
2022-04-13,6.89808
2022-04-14,8.01624
2022-04-15,5.8133
2022-04-16,2.67578
2022-04-17,1.42412
2022-04-18,3.36559
2022-04-19,6.49198
2022-04-20,7.78816
2022-04-21,7.38762
2022-04-22,7.13729
2022-04-23,4.9566
2022-04-24,1.46862
2022-04-25,5.43502
2022-04-26,7.73809
2022-04-27,15.34824
2022-04-28,15.07009
2022-04-29,9.3291
2022-04-30,6.61437
2022-05-01,2.00267
2022-05-02,5.02892
2022-05-03,9.37917
2022-05-04,7.88273
2022-05-05,6.8647
2022-05-06,7.19292
2022-05-07,4.72852
2022-05-08,1.44637
2022-05-09,4.57832
2022-05-10,12.30529
2022-05-11,9.44592
2022-05-12,11.04806
2022-05-13,11.29839
2022-05-14,6.4753
2022-05-15,2.18068
2022-05-16,4.55051
2022-05-17,8.49465
2022-05-18,8.90631
2022-05-19,9.22897
2022-05-20,9.08989
2022-05-21,8.09968
2022-05-22,2.20293
2022-05-23,5.24588
2022-05-24,8.93969
2022-05-25,9.82977
2022-05-26,8.03293
2022-05-27,7.94948
2022-05-28,5.3182
2022-05-29,1.73008
2022-05-30,3.53805
2022-05-31,6.23609
2022-06-01,6.45861
2022-06-02,6.39741
2022-06-03,8.37227
2022-06-04,4.63395
2022-06-05,1.48531
2022-06-06,3.46016
2022-06-07,6.19158
2022-06-08,6.49755
2022-06-09,6.25834
2022-06-10,6.09701
2022-06-11,4.60614
2022-06-12,2.13061
2022-06-13,5.03449
2022-06-14,9.82977
2022-06-15,8.34445
2022-06-16,10.08566
2022-06-17,8.35002
2022-06-18,4.92879
2022-06-19,1.67445
2022-06-20,3.38785
2022-06-21,5.98019
2022-06-22,7.66021
2022-06-23,7.17067
2022-06-24,6.68113
2022-06-25,5.00111
2022-06-26,1.28504
2022-06-27,4.24454
2022-06-28,7.30974
2022-06-29,6.55874
2022-06-30,5.97463
2022-07-01,5.35157
2022-07-02,4.06653
2022-07-03,1.97485
2022-07-04,3.02069
2022-07-05,4.57832
2022-07-06,6.17489
2022-07-07,5.53515
2022-07-08,5.41277
2022-07-09,3.28771
2022-07-10,1.09034
2022-07-11,2.93168
2022-07-12,5.50734
2022-07-13,9.89652
2022-07-14,6.59768
2022-07-15,6.4141
2022-07-16,3.99977
2022-07-17,1.02914
2022-07-18,4.14997
2022-07-19,6.72007
2022-07-20,8.54472
2022-07-21,7.21517
2022-07-22,7.2263
2022-07-23,3.53805
2022-07-24,1.10703
2022-07-25,2.82599
2022-07-26,5.28482
2022-07-27,6.00801
2022-07-28,6.31953
2022-07-29,6.38072
2022-07-30,3.99977
2022-07-31,1.18491
2022-08-01,5.38495
2022-08-02,10.16355
2022-08-03,7.22073
2022-08-04,8.07187
2022-08-05,6.43635
2022-08-06,3.755
2022-08-07,1.31286
2022-08-08,3.97752
2022-08-09,6.87583
2022-08-10,5.99688
2022-08-11,7.53782
2022-08-12,5.84668
2022-08-13,4.33355
2022-08-14,1.32398
2022-08-15,2.90943
2022-08-16,6.48642
2022-08-17,6.61437
2022-08-18,5.5129
2022-08-19,5.37939
2022-08-20,3.1097
2022-08-21,0.96795
2022-08-22,2.97062
2022-08-23,5.07343
2022-08-24,4.75634
2022-08-25,5.54628
2022-08-26,5.84112
2022-08-27,3.80507
2022-08-28,1.01802
2022-08-29,3.18758
2022-08-30,5.95794
2022-08-31,4.99554
2022-09-01,5.3182
2022-09-02,5.49621
2022-09-03,3.09857
2022-09-04,0.82331
2022-09-05,1.93035
2022-09-06,3.23765
2022-09-07,4.69514
2022-09-08,4.55051
2022-09-09,3.6048
2022-09-10,3.07076
2022-09-11,1.25166
2022-09-12,2.34757
2022-09-13,5.44615
2022-09-14,6.20827
2022-09-15,4.92879
2022-09-16,4.67289
2022-09-17,2.92612
2022-09-18,1.05696
2022-09-19,2.54227
2022-09-20,4.78415
2022-09-21,4.47819
2022-09-22,5.36826
2022-09-23,4.64508
2022-09-24,3.15976
2022-09-25,0.97908
2022-09-26,2.92612
2022-09-27,5.04005
2022-09-28,4.96773
2022-09-29,4.98998
2022-09-30,4.54494
2022-10-01,3.03182
2022-10-02,0.87894
2022-10-03,2.09167
2022-10-04,5.02892
2022-10-05,5.45727
2022-10-06,4.39474
2022-10-07,3.76613
2022-10-08,2.58678
2022-10-09,0.91789
2022-10-10,1.94147
2022-10-11,4.92323
2022-10-12,4.67289
2022-10-13,4.37249
2022-10-14,4.72296
2022-10-15,2.98731
2022-10-16,1.02358
2022-10-17,2.61459
2022-10-18,5.04561
2022-10-19,5.12349
2022-10-20,4.58388
2022-10-21,4.16666
2022-10-22,3.23208
2022-10-23,1.01802
2022-10-24,2.79261
2022-10-25,5.09012
2022-10-26,6.63662
2022-10-27,8.22763
2022-10-28,5.29038
2022-10-29,3.53248
2022-10-30,1.04027
2022-10-31,2.63684
2022-11-01,5.00667
2022-11-02,4.75077
2022-11-03,7.19292
2022-11-04,8.11081
2022-11-05,5.08455
2022-11-06,1.46306
2022-11-07,3.4546
2022-11-08,7.51557
2022-11-09,7.99955
2022-11-10,7.51001
2022-11-11,10.41388
2022-11-12,6.2194
2022-11-13,1.83578
2022-11-14,3.54361
2022-11-15,6.65887
2022-11-16,6.4753
2022-11-17,5.32932
2022-11-18,4.67289
2022-11-19,3.32109
2022-11-20,1.03471
2022-11-21,2.26969
2022-11-22,4.64508
2022-11-23,4.98442
2022-11-24,4.70071
2022-11-25,3.43235
2022-11-26,3.37116
2022-11-27,1.05696
2022-11-28,2.05829
2022-11-29,4.43368
2022-11-30,4.43925
2022-12-01,5.79661
2022-12-02,4.31686
2022-12-03,3.97752
2022-12-04,1.36849
2022-12-05,2.55896
2022-12-06,6.05807
2022-12-07,4.74521
2022-12-08,4.47263
2022-12-09,5.02336
2022-12-10,3.46573
2022-12-11,1.2461
2022-12-12,2.31975
2022-12-13,7.79928
2022-12-14,6.21384
2022-12-15,5.7688
2022-12-16,4.73408
2022-12-17,3.51023
2022-12-18,0.99577
2022-12-19,2.33644
2022-12-20,5.60191
2022-12-21,6.25834
2022-12-22,7.91054
2022-12-23,5.84668
2022-12-24,3.69937
2022-12-25,1.20716
2022-12-26,2.33088
2022-12-27,3.79951
2022-12-28,5.72986
2022-12-29,4.9121
2022-12-30,4.21673
2022-12-31,2.90943
2023-01-01,1.0514
2023-01-02,2.30307
2023-01-03,4.26123
2023-01-04,7.74365
2023-01-05,8.81731
2023-01-06,7.84935
2023-01-07,8.13862
2023-01-08,2.61459
2023-01-09,5.44615
2023-01-10,8.7728
2023-01-11,7.6769
2023-01-12,7.65465
2023-01-13,9.21228
2023-01-14,6.39185
2023-01-15,1.93035
2023-01-16,3.38228
2023-01-17,4.92323
2023-01-18,6.46417
2023-01-19,5.71873
2023-01-20,5.07343
2023-01-21,4.6117
2023-01-22,1.54094
2023-01-23,2.09167
2023-01-24,5.75767
2023-01-25,6.80351
2023-01-26,7.30974
2023-01-27,7.38206
2023-01-28,5.15687
2023-01-29,1.65776
2023-01-30,2.88718
2023-01-31,5.38495
2023-02-01,6.36404
2023-02-02,7.43769
2023-02-03,7.05384
2023-02-04,4.43368
2023-02-05,1.20716
2023-02-06,2.65353
2023-02-07,5.257
2023-02-08,6.90921
2023-02-09,5.81886
2023-02-10,5.37939
2023-02-11,3.94971
2023-02-12,1.17378
2023-02-13,2.36982
2023-02-14,6.18602
2023-02-15,7.54895
2023-02-16,6.58099
2023-02-17,5.56297
2023-02-18,3.4101
2023-02-19,0.99577
2023-02-20,1.95816
2023-02-21,3.56586
2023-02-22,4.66733
2023-02-23,4.76746
2023-02-24,4.99554
2023-02-25,3.47685
2023-02-26,1.06252
2023-02-27,2.4032
2023-02-28,4.62283
2023-03-01,3.94414
2023-03-02,4.39474
2023-03-03,4.8064
2023-03-04,3.96083
2023-03-05,1.17935
2023-03-06,2.64241
2023-03-07,4.66733
2023-03-08,4.72852
2023-03-09,4.27236
2023-03-10,4.16666
2023-03-11,2.9595
2023-03-12,1.12928
2023-03-13,2.89274
2023-03-14,5.04561
2023-03-15,5.35714
2023-03-16,5.29595
2023-03-17,4.6562
2023-03-18,2.78704
2023-03-19,0.7955
2023-03-20,2.31975
2023-03-21,4.60614
2023-03-22,4.82866
2023-03-23,4.72296
2023-03-24,4.40031
2023-03-25,2.62572
2023-03-26,0.89007
2023-03-27,2.23631
2023-03-28,4.38918
2023-03-29,4.58388
2023-03-30,5.05674
2023-03-31,4.72852
2023-04-01,3.46016
2023-04-02,0.95683
2023-04-03,2.92612
2023-04-04,5.56853
2023-04-05,4.5672
2023-04-06,4.34468
2023-04-07,3.92189
2023-04-08,2.04161
2023-04-09,0.85669
2023-04-10,2.39764
2023-04-11,4.7174
2023-04-12,4.88429
2023-04-13,4.95104
2023-04-14,7.86048
2023-04-15,3.89408
2023-04-16,1.42412
2023-04-17,3.26546
2023-04-18,4.72852
2023-04-19,4.8064
2023-04-20,4.81753
2023-04-21,4.56163
2023-04-22,2.69247
2023-04-23,0.96239
2023-04-24,2.10836
2023-04-25,4.17779
2023-04-26,4.80084
2023-04-27,5.12349
2023-04-28,4.56163
2023-04-29,2.71473
2023-04-30,0.95683
2023-05-01,1.58544
2023-05-02,3.61593
2023-05-03,3.89964
2023-05-04,3.72719
2023-05-05,3.12082
2023-05-06,2.84824
2023-05-07,0.89563
2023-05-08,2.06942
2023-05-09,4.3558
2023-05-10,4.09434
2023-05-11,3.69937
2023-05-12,3.54361
2023-05-13,1.98041
2023-05-14,0.75656
2023-05-15,1.71895
2023-05-16,3.63262
2023-05-17,3.4101
2023-05-18,4.40031
2023-05-19,4.3558
2023-05-20,2.38095
2023-05-21,0.81219
2023-05-22,2.14174
2023-05-23,3.6048
2023-05-24,3.4101
2023-05-25,3.99421
2023-05-26,3.85514
2023-05-27,2.67022
2023-05-28,0.81775
2023-05-29,1.41855
