date,두나무상장
2021-06-26,2.6413
2021-06-27,2.22547
2021-06-28,3.98121
2021-06-29,4.38164
2021-06-30,4.41244
2021-07-01,7.44648
2021-07-02,11.6048
2021-07-03,3.58077
2021-07-04,2.50269
2021-07-05,4.12752
2021-07-06,4.74356
2021-07-07,5.94486
2021-07-08,6.32989
2021-07-09,3.76559
2021-07-10,2.41798
2021-07-11,2.08686
2021-07-12,3.21115
2021-07-13,3.41906
2021-07-14,2.91082
2021-07-15,4.16602
2021-07-16,3.24965
2021-07-17,1.76343
2021-07-18,1.71723
2021-07-19,2.42568
2021-07-20,2.92622
2021-07-21,2.5874
2021-07-22,3.858
2021-07-23,4.26613
2021-07-24,2.6259
2021-07-25,2.42568
2021-07-26,5.39812
2021-07-27,3.80409
2021-07-28,2.94933
2021-07-29,2.97243
2021-07-30,3.16494
2021-07-31,4.25073
2021-08-01,2.06376
2021-08-02,2.46419
2021-08-03,3.34976
2021-08-04,3.61158
2021-08-05,3.28815
2021-08-06,3.9042
2021-08-07,3.61928
2021-08-08,3.35746
2021-08-09,4.69736
2021-08-10,5.88325
2021-08-11,4.81287
2021-08-12,5.39812
2021-08-13,4.06591
2021-08-14,3.32665
2021-08-15,3.00323
2021-08-16,3.61158
2021-08-17,3.58077
2021-08-18,4.91298
2021-08-19,4.83597
2021-08-20,4.15832
2021-08-21,3.84259
2021-08-22,2.90312
2021-08-23,9.11751
2021-08-24,6.12967
2021-08-25,5.2364
2021-08-26,4.62036
2021-08-27,3.77329
2021-08-28,2.572
2021-08-29,2.72601
2021-08-30,3.858
2021-08-31,4.45864
2021-09-01,4.56645
2021-09-02,7.03064
2021-09-03,6.75342
2021-09-04,4.94378
2021-09-05,3.9042
2021-09-06,6.17588
2021-09-07,6.85353
2021-09-08,5.62143
2021-09-09,4.22762
2021-09-10,3.51147
2021-09-11,2.36408
2021-09-12,1.85584
2021-09-13,2.74141
2021-09-14,3.15724
2021-09-15,2.5643
2021-09-16,2.86462
2021-09-17,4.24303
2021-09-18,3.46527
2021-09-19,1.77113
2021-09-20,1.45541
2021-09-21,1.26289
2021-09-22,2.04835
2021-09-23,4.11982
2021-09-24,4.71276
2021-09-25,2.22547
2021-09-26,5.59833
2021-09-27,4.84367
2021-09-28,4.01971
2021-09-29,3.11104
2021-09-30,2.87232
2021-10-01,2.81071
2021-10-02,2.24857
2021-10-03,1.84044
2021-10-04,2.21007
2021-10-05,3.935
2021-10-06,4.40474
2021-10-07,6.14507
2021-10-08,6.28369
2021-10-09,2.84152
2021-10-10,2.06376
2021-10-11,3.24195
2021-10-12,6.26828
2021-10-13,4.64346
2021-10-14,3.68088
2021-10-15,9.61805
2021-10-16,4.90528
2021-10-17,4.62036
2021-10-18,7.7853
2021-10-19,15.33959
2021-10-20,10.3573
2021-10-21,14.56183
2021-10-22,10.42661
2021-10-23,4.61265
2021-10-24,4.01201
2021-10-25,6.63021
2021-10-26,10.88094
2021-10-27,10.64223
2021-10-28,8.32434
2021-10-29,7.88541
2021-10-30,5.12089
2021-10-31,4.16602
2021-11-01,7.52348
2021-11-02,9.22531
2021-11-03,7.82381
2021-11-04,19.85984
2021-11-05,9.99537
2021-11-06,4.84367
2021-11-07,5.58293
2021-11-08,8.54766
2021-11-09,10.62682
2021-11-10,11.05806
2021-11-11,8.81718
2021-11-12,7.00754
2021-11-13,4.98998
2021-11-14,4.66656
2021-11-15,7.61589
2021-11-16,20.72231
2021-11-17,15.33189
2021-11-18,10.69613
2021-11-19,8.37825
2021-11-20,5.99106
2021-11-21,5.2287
2021-11-22,14.1768
2021-11-23,10.3342
2021-11-24,9.0867
2021-11-25,9.14831
2021-11-26,8.12413
2021-11-27,3.9658
2021-11-28,4.19682
2021-11-29,5.2518
2021-11-30,6.68412
2021-12-01,5.35961
2021-12-02,4.20452
2021-12-03,4.28153
2021-12-04,2.52579
2021-12-05,4.58955
2021-12-06,5.32881
2021-12-07,5.09009
2021-12-08,5.94486
2021-12-09,10.98875
2021-12-10,7.97782
2021-12-11,4.32003
2021-12-12,3.48837
2021-12-13,6.26058
2021-12-14,18.74326
2021-12-15,14.61574
2021-12-16,7.52348
2021-12-17,4.54335
2021-12-18,3.24195
2021-12-19,3.08794
2021-12-20,6.57631
2021-12-21,4.02741
2021-12-22,3.69628
2021-12-23,3.38056
2021-12-24,2.649
2021-12-25,1.54782
2021-12-26,2.54119
2021-12-27,2.6413
2021-12-28,2.94162
2021-12-29,3.30355
2021-12-30,3.38056
2021-12-31,2.44879
2022-01-01,2.02525
2022-01-02,2.20237
2022-01-03,3.44216
2022-01-04,3.54227
2022-01-05,4.11212
2022-01-06,4.13522
2022-01-07,3.82719
2022-01-08,1.94825
2022-01-09,2.35638
2022-01-10,3.31895
2022-01-11,3.49607
2022-01-12,3.80409
2022-01-13,3.41906
2022-01-14,3.13414
2022-01-15,2.42568
2022-01-16,3.18804
2022-01-17,2.98783
2022-01-18,2.5874
2022-01-19,2.81841
2022-01-20,3.33436
2022-01-21,2.16386
2022-01-22,1.81734
2022-01-23,1.60942
2022-01-24,2.19467
2022-01-25,2.47189
2022-01-26,3.32665
2022-01-27,3.00323
2022-01-28,2.96473
2022-01-29,1.83274
2022-01-30,1.73263
2022-01-31,1.67873
2022-02-01,1.73263
2022-02-02,1.90204
2022-02-03,2.53349
2022-02-04,2.52579
2022-02-05,1.99445
2022-02-06,2.6567
2022-02-07,4.10442
2022-02-08,3.66548
2022-02-09,2.95703
2022-02-10,2.5797
2022-02-11,2.22547
2022-02-12,1.64022
2022-02-13,1.54782
2022-02-14,1.83274
2022-02-15,3.04173
2022-02-16,4.85137
2022-02-17,3.11874
2022-02-18,2.73371
2022-02-19,1.57092
2022-02-20,1.3553
2022-02-21,2.38718
2022-02-22,1.93285
2022-02-23,2.07146
2022-02-24,1.26289
2022-02-25,1.20899
2022-02-26,1.13198
2022-02-27,1.04728
2022-02-28,1.96365
2022-03-01,1.81734
2022-03-02,2.39488
2022-03-03,2.05606
2022-03-04,2.08686
2022-03-05,1.15509
2022-03-06,1.43231
2022-03-07,1.62482
2022-03-08,1.43231
2022-03-09,1.14738
2022-03-10,1.94055
2022-03-11,2.29477
2022-03-12,1.87894
2022-03-13,1.49391
2022-03-14,1.90974
2022-03-15,1.77113
2022-03-16,1.77883
2022-03-17,1.86354
2022-03-18,2.08686
2022-03-19,1.80194
2022-03-20,1.44771
2022-03-21,1.99445
2022-03-22,4.62806
2022-03-23,4.74356
2022-03-24,2.97243
2022-03-25,2.82612
2022-03-26,1.88664
2022-03-27,2.24087
2022-03-28,4.82827
2022-03-29,3.44216
2022-03-30,3.03403
2022-03-31,11.78191
2022-04-01,12.46727
2022-04-02,7.50808
2022-04-03,3.43446
2022-04-04,5.04389
2022-04-05,4.24303
2022-04-06,3.70398
2022-04-07,3.39596
2022-04-08,3.65008
2022-04-09,1.51701
2022-04-10,1.45541
2022-04-11,1.77883
2022-04-12,1.77113
2022-04-13,2.00215
2022-04-14,1.69413
2022-04-15,1.65562
2022-04-16,1.17049
2022-04-17,1.41691
2022-04-18,2.37178
2022-04-19,2.21777
2022-04-20,2.75681
2022-04-21,1.87894
2022-04-22,2.6336
2022-04-23,1.84814
2022-04-24,1.60942
2022-04-25,2.06376
2022-04-26,2.17156
2022-04-27,10.3496
2022-04-28,8.97119
2022-04-29,3.48837
2022-04-30,1.77883
2022-05-01,1.49391
2022-05-02,2.05606
2022-05-03,2.34868
2022-05-04,1.75573
2022-05-05,1.20899
2022-05-06,1.59402
2022-05-07,1.05498
2022-05-08,1.13968
2022-05-09,1.44771
2022-05-10,1.3399
2022-05-11,1.70953
2022-05-12,1.83274
2022-05-13,1.3399
2022-05-14,1.15509
2022-05-15,1.10888
2022-05-16,1.20129
2022-05-17,1.3168
2022-05-18,1.286
2022-05-19,1.10888
2022-05-20,0.93177
2022-05-21,0.54674
2022-05-22,0.60064
2022-05-23,0.97797
2022-05-24,0.94717
2022-05-25,1.20129
2022-05-26,1.12428
2022-05-27,0.86246
2022-05-28,0.66995
2022-05-29,0.51594
2022-05-30,0.90867
2022-05-31,1.14738
2022-06-01,0.70845
2022-06-02,0.78546
2022-06-03,0.63144
2022-06-04,0.46203
2022-06-05,0.46973
2022-06-06,0.40813
2022-06-07,0.70075
2022-06-08,0.90097
2022-06-09,0.70075
2022-06-10,1.3861
2022-06-11,0.47743
2022-06-12,0.53134
2022-06-13,0.72385
2022-06-14,0.81626
2022-06-15,0.71615
2022-06-16,0.66995
2022-06-17,0.59294
2022-06-18,0.46973
2022-06-19,0.46973
2022-06-20,0.63144
2022-06-21,0.50823
2022-06-22,0.63144
2022-06-23,0.57754
2022-06-24,1.3091
2022-06-25,0.40043
2022-06-26,0.41583
2022-06-27,1.3399
2022-06-28,1.2937
2022-06-29,0.70075
2022-06-30,0.62374
2022-07-01,0.42353
2022-07-02,0.25411
2022-07-03,0.38503
2022-07-04,0.45433
2022-07-05,0.56984
2022-07-06,0.83936
2022-07-07,0.53134
2022-07-08,0.51594
2022-07-09,0.43893
2022-07-10,0.35422
2022-07-11,0.70075
2022-07-12,0.69305
2022-07-13,0.66995
2022-07-14,0.53134
2022-07-15,0.61604
2022-07-16,0.46203
2022-07-17,0.42353
2022-07-18,0.89326
2022-07-19,0.90867
2022-07-20,1.54012
2022-07-21,0.99337
2022-07-22,0.83166
2022-07-23,0.41583
2022-07-24,0.53134
2022-07-25,0.98567
2022-07-26,0.91637
2022-07-27,0.86246
2022-07-28,0.81626
2022-07-29,0.62374
2022-07-30,0.45433
2022-07-31,0.32342
2022-08-01,0.72385
2022-08-02,0.61604
2022-08-03,0.85476
2022-08-04,0.63144
2022-08-05,0.90867
2022-08-06,0.60834
2022-08-07,0.56984
2022-08-08,0.79316
2022-08-09,0.88556
2022-08-10,0.61604
2022-08-11,0.87016
2022-08-12,0.84706
2022-08-13,0.63144
2022-08-14,0.58524
2022-08-15,0.56214
2022-08-16,1.27059
2022-08-17,1.3168
2022-08-18,1.12428
2022-08-19,0.67765
2022-08-20,0.25411
2022-08-21,0.31572
2022-08-22,0.71615
2022-08-23,0.64685
2022-08-24,0.58524
2022-08-25,0.60064
2022-08-26,0.67765
2022-08-27,0.34652
2022-08-28,0.46973
2022-08-29,0.50823
2022-08-30,0.65455
2022-08-31,0.78546
2022-09-01,0.58524
2022-09-02,0.53904
2022-09-03,0.19251
2022-09-04,0.23101
2022-09-05,0.46203
2022-09-06,0.58524
2022-09-07,0.57754
2022-09-08,0.46973
2022-09-09,0.23101
2022-09-10,0.24641
2022-09-11,0.28492
2022-09-12,0.17711
2022-09-13,0.55444
2022-09-14,0.47743
2022-09-15,0.49283
2022-09-16,0.53134
2022-09-17,0.27722
2022-09-18,0.26952
2022-09-19,0.50053
2022-09-20,0.52364
2022-09-21,0.43123
2022-09-22,0.62374
2022-09-23,0.59294
2022-09-24,0.50053
2022-09-25,0.38503
2022-09-26,0.44663
2022-09-27,0.47743
2022-09-28,0.59294
2022-09-29,0.84706
2022-09-30,0.52364
2022-10-01,0.23871
2022-10-02,0.34652
2022-10-03,0.34652
2022-10-04,0.55444
2022-10-05,0.42353
2022-10-06,0.46973
2022-10-07,0.43123
2022-10-08,0.36192
2022-10-09,0.26952
2022-10-10,0.25411
2022-10-11,0.37732
2022-10-12,0.59294
2022-10-13,0.43123
2022-10-14,0.41583
2022-10-15,0.33882
2022-10-16,0.30802
2022-10-17,0.53134
2022-10-18,0.43123
2022-10-19,0.53904
2022-10-20,0.36962
2022-10-21,0.33882
2022-10-22,0.22331
2022-10-23,0.13091
2022-10-24,0.22331
2022-10-25,0.52364
2022-10-26,0.44663
2022-10-27,0.47743
2022-10-28,0.34652
2022-10-29,0.32342
2022-10-30,0.21561
2022-10-31,0.49283
2022-11-01,0.52364
2022-11-02,0.44663
2022-11-03,0.49283
2022-11-04,0.37732
2022-11-05,0.27722
2022-11-06,0.29262
2022-11-07,0.37732
2022-11-08,0.50053
2022-11-09,0.64685
2022-11-10,0.53134
2022-11-11,0.59294
2022-11-12,0.38503
2022-11-13,0.34652
2022-11-14,0.78546
2022-11-15,0.62374
2022-11-16,0.51594
2022-11-17,0.50053
2022-11-18,0.38503
2022-11-19,0.26952
2022-11-20,0.20791
2022-11-21,0.36962
2022-11-22,0.43123
2022-11-23,0.53134
2022-11-24,0.40813
2022-11-25,0.83166
2022-11-26,0.31572
2022-11-27,0.35422
2022-11-28,0.53134
2022-11-29,0.50053
2022-11-30,0.76235
2022-12-01,0.49283
2022-12-02,0.52364
2022-12-03,0.27722
2022-12-04,0.32342
2022-12-05,0.43123
2022-12-06,0.32342
2022-12-07,0.78546
2022-12-08,1.06268
2022-12-09,0.57754
2022-12-10,0.50053
2022-12-11,0.39273
2022-12-12,0.51594
2022-12-13,0.42353
2022-12-14,0.33882
2022-12-15,0.28492
2022-12-16,0.56214
2022-12-17,0.13091
2022-12-18,0.17711
2022-12-19,0.26182
2022-12-20,0.29262
2022-12-21,0.29262
2022-12-22,0.30032
2022-12-23,0.31572
2022-12-24,0.18481
2022-12-25,0.13091
2022-12-26,0.26952
2022-12-27,0.40043
2022-12-28,0.23101
2022-12-29,0.26182
2022-12-30,0.25411
2022-12-31,0.1155
2023-01-01,0.18481
2023-01-02,0.28492
2023-01-03,0.36962
2023-01-04,0.54674
2023-01-05,0.56214
2023-01-06,0.37732
2023-01-07,0.26952
2023-01-08,0.27722
2023-01-09,0.54674
2023-01-10,0.42353
2023-01-11,0.52364
2023-01-12,0.50823
2023-01-13,0.44663
2023-01-14,0.69305
2023-01-15,0.37732
2023-01-16,0.74695
2023-01-17,0.47743
2023-01-18,0.42353
2023-01-19,0.43893
2023-01-20,0.44663
2023-01-21,0.33112
2023-01-22,0.49283
2023-01-23,0.50823
2023-01-24,0.43123
2023-01-25,0.64685
2023-01-26,0.73155
2023-01-27,1.07038
2023-01-28,0.72385
2023-01-29,0.60834
2023-01-30,0.84706
2023-01-31,0.53134
2023-02-01,0.87786
2023-02-02,0.78546
2023-02-03,0.68535
2023-02-04,0.35422
2023-02-05,0.37732
2023-02-06,0.64685
2023-02-07,0.75465
2023-02-08,0.46203
2023-02-09,0.69305
2023-02-10,0.60064
2023-02-11,0.33112
2023-02-12,0.33882
2023-02-13,0.91637
2023-02-14,0.65455
2023-02-15,0.69305
2023-02-16,1.17049
2023-02-17,0.69305
2023-02-18,0.69305
2023-02-19,0.73155
2023-02-20,0.77006
2023-02-21,0.78546
2023-02-22,5.95256
2023-02-23,1.86354
2023-02-24,1.03958
2023-02-25,0.50053
2023-02-26,0.61604
2023-02-27,0.87016
2023-02-28,0.61604
2023-03-01,0.63914
2023-03-02,0.67765
2023-03-03,0.60834
2023-03-04,0.35422
2023-03-05,0.46973
2023-03-06,0.77006
2023-03-07,0.82396
2023-03-08,0.55444
2023-03-09,0.82396
2023-03-10,0.41583
2023-03-11,0.30802
2023-03-12,0.16171
2023-03-13,0.63914
2023-03-14,0.59294
2023-03-15,0.90867
2023-03-16,0.87016
2023-03-17,0.73925
2023-03-18,0.36962
2023-03-19,0.56214
2023-03-20,0.76235
2023-03-21,0.79316
2023-03-22,0.81626
2023-03-23,0.90097
2023-03-24,0.76235
2023-03-25,0.37732
2023-03-26,0.44663
2023-03-27,0.52364
2023-03-28,0.67765
2023-03-29,0.63914
2023-03-30,0.67765
2023-03-31,0.71615
2023-04-01,0.50823
2023-04-02,0.42353
2023-04-03,0.59294
2023-04-04,0.61604
2023-04-05,0.52364
2023-04-06,0.54674
2023-04-07,0.66225
2023-04-08,0.56214
2023-04-09,0.40043
2023-04-10,0.93177
2023-04-11,0.89326
2023-04-12,0.75465
2023-04-13,0.71615
2023-04-14,0.61604
2023-04-15,0.32342
2023-04-16,0.40043
2023-04-17,0.60834
2023-04-18,0.50053
2023-04-19,0.43123
2023-04-20,0.43893
2023-04-21,0.40813
2023-04-22,0.23101
2023-04-23,0.40043
2023-04-24,0.56214
2023-04-25,0.45433
2023-04-26,0.36192
2023-04-27,0.49283
2023-04-28,0.43123
2023-04-29,0.25411
2023-04-30,0.21561
2023-05-01,0.36192
2023-05-02,0.47743
2023-05-03,0.39273
2023-05-04,0.35422
2023-05-05,0.29262
2023-05-06,0.33882
2023-05-07,0.22331
2023-05-08,0.33882
2023-05-09,0.33112
2023-05-10,0.30802
2023-05-11,0.30032
2023-05-12,0.33112
2023-05-13,0.22331
2023-05-14,0.14631
2023-05-15,0.33112
2023-05-16,0.32342
2023-05-17,0.39273
2023-05-18,0.28492
2023-05-19,0.35422
2023-05-20,0.1155
2023-05-21,0.18481
2023-05-22,0.28492
2023-05-23,0.39273
2023-05-24,0.40813
2023-05-25,0.29262
2023-05-26,0.30802
2023-05-27,0.24641
2023-05-28,0.23101
2023-05-29,0.26952
2023-05-30,0.50053
2023-05-31,0.66995
2023-06-01,0.43123
2023-06-02,0.36192
2023-06-03,0.21561
2023-06-04,0.20791
2023-06-05,0.36192
2023-06-06,0.26182
2023-06-07,0.50053
2023-06-08,0.27722
2023-06-09,0.34652
2023-06-10,0.20791
2023-06-11,0.21561
2023-06-12,0.30802
2023-06-13,0.34652
2023-06-14,0.36962
2023-06-15,0.43123
2023-06-16,0.37732
2023-06-17,0.15401
2023-06-18,0.16171
2023-06-19,0.30802
2023-06-20,0.52364
2023-06-21,0.50823
2023-06-22,0.60064
2023-06-23,0.43893
2023-06-24,0.40043
2023-06-25,0.20791
2023-06-26,0.39273
2023-06-27,0.49283
2023-06-28,0.40813
2023-06-29,0.47743
2023-06-30,0.53134
2023-07-01,0.29262
2023-07-02,0.36192
2023-07-03,0.48513
2023-07-04,0.67765
2023-07-05,0.50823
2023-07-06,0.46973
2023-07-07,0.34652
2023-07-08,0.22331
2023-07-09,0.28492
2023-07-10,0.53134
2023-07-11,0.60834
2023-07-12,0.66225
2023-07-13,0.53904
2023-07-14,1.3784
2023-07-15,0.46973
2023-07-16,0.45433
2023-07-17,0.71615
2023-07-18,0.75465
2023-07-19,0.74695
2023-07-20,0.58524
2023-07-21,0.59294
2023-07-22,0.33882
2023-07-23,0.31572
2023-07-24,0.71615
2023-07-25,0.70845
2023-07-26,0.47743
2023-07-27,0.66995
2023-07-28,0.51594
2023-07-29,0.36192
2023-07-30,0.33112
2023-07-31,0.60064
2023-08-01,0.63144
2023-08-02,0.53134
2023-08-03,0.82396
2023-08-04,0.38503
2023-08-05,0.30032
2023-08-06,0.23101
2023-08-07,0.40813
2023-08-08,0.46203
2023-08-09,0.88556
2023-08-10,0.43893
2023-08-11,0.39273
2023-08-12,0.43893
2023-08-13,0.27722
2023-08-14,0.39273
2023-08-15,0.35422
2023-08-16,0.45433
2023-08-17,0.46203
2023-08-18,0.46973
2023-08-19,0.20021
2023-08-20,0.77006
2023-08-21,0.75465
2023-08-22,0.55444
2023-08-23,0.66995
2023-08-24,0.68535
2023-08-25,0.52364
2023-08-26,0.40043
2023-08-27,0.60834
2023-08-28,0.73925
2023-08-29,0.63144
2023-08-30,0.68535
2023-08-31,0.46973
2023-09-01,0.45433
2023-09-02,0.36192
2023-09-03,0.32342
2023-09-04,0.47743
2023-09-05,0.50823
2023-09-06,0.46203
2023-09-07,0.40813
2023-09-08,0.34652
2023-09-09,0.21561
2023-09-10,0.36962
2023-09-11,0.47743
2023-09-12,0.42353
2023-09-13,0.35422
2023-09-14,0.39273
2023-09-15,0.29262
2023-09-16,0.1078
2023-09-17,0.25411
2023-09-18,0.37732
2023-09-19,1.10118
2023-09-20,0.77776
2023-09-21,0.40813
2023-09-22,0.32342
2023-09-23,0.19251
2023-09-24,0.27722
2023-09-25,0.34652
2023-09-26,0.44663
2023-09-27,0.36192
2023-09-28,0.20791
2023-09-29,0.20021
2023-09-30,0.15401
2023-10-01,0.1155
2023-10-02,0.16941
2023-10-03,0.20021
2023-10-04,0.44663
2023-10-05,0.35422
2023-10-06,0.40813
2023-10-07,0.22331
2023-10-08,0.0924
2023-10-09,0.25411
2023-10-10,0.61604
2023-10-11,0.34652
2023-10-12,0.36962
2023-10-13,0.37732
2023-10-14,0.13861
2023-10-15,0.21561
2023-10-16,0.25411
2023-10-17,0.36962
2023-10-18,0.26952
2023-10-19,0.20791
2023-10-20,0.25411
2023-10-21,0.1232
2023-10-22,0.1232
2023-10-23,0.59294
2023-10-24,0.73925
2023-10-25,0.81626
2023-10-26,0.66225
2023-10-27,0.44663
2023-10-28,0.20021
2023-10-29,0.26182
2023-10-30,0.36962
2023-10-31,0.33882
2023-11-01,0.55444
2023-11-02,0.53904
2023-11-03,0.51594
2023-11-04,0.50053
2023-11-05,0.50053
2023-11-06,0.67765
2023-11-07,0.54674
2023-11-08,0.53134
2023-11-09,1.14738
2023-11-10,0.75465
2023-11-11,0.39273
2023-11-12,0.54674
2023-11-13,1.57092
2023-11-14,1.12428
2023-11-15,0.79316
2023-11-16,1.19359
2023-11-17,0.63914
2023-11-18,0.50823
2023-11-19,0.50053
2023-11-20,0.99337
2023-11-21,1.07038
2023-11-22,0.73925
2023-11-23,1.05498
2023-11-24,0.70075
2023-11-25,0.47743
2023-11-26,0.48513
2023-11-27,0.78546
2023-11-28,0.84706
2023-11-29,0.86246
2023-11-30,0.77006
2023-12-01,0.79316
2023-12-02,0.46203
2023-12-03,0.47743
2023-12-04,1.94825
2023-12-05,1.94055
2023-12-06,2.34098
2023-12-07,2.80301
2023-12-08,2.31788
2023-12-09,2.15616
2023-12-10,1.10888
2023-12-11,1.54782
2023-12-12,2.41798
2023-12-13,1.3707
2023-12-14,1.76343
2023-12-15,1.24749
2023-12-16,0.97027
2023-12-17,0.78546
2023-12-18,1.05498
2023-12-19,1.49391
2023-12-20,1.86354
2023-12-21,1.74803
2023-12-22,1.61712
2023-12-23,1.08578
2023-12-24,0.87016
2023-12-25,0.84706
2023-12-26,1.50161
2023-12-27,2.18697
2023-12-28,2.04065
2023-12-29,1.19359
2023-12-30,0.50053
2023-12-31,0.63914
2024-01-01,0.66995
2024-01-02,1.3553
2024-01-03,1.25519
2024-01-04,0.79316
2024-01-05,0.91637
2024-01-06,0.56214
2024-01-07,0.73155
2024-01-08,0.78546
2024-01-09,1.77113
2024-01-10,1.19359
2024-01-11,5.69844
2024-01-12,3.04943
2024-01-13,1.08578
2024-01-14,1.2937
2024-01-15,1.46311
2024-01-16,0.90097
2024-01-17,1.03188
2024-01-18,0.93947
2024-01-19,0.80856
2024-01-20,0.40813
2024-01-21,0.62374
2024-01-22,0.72385
2024-01-23,0.92407
2024-01-24,0.90867
2024-01-25,1.02417
2024-01-26,1.10888
2024-01-27,0.74695
2024-01-28,0.51594
2024-01-29,1.09348
2024-01-30,1.14738
2024-01-31,0.88556
2024-02-01,0.86246
2024-02-02,0.70075
2024-02-03,0.60064
2024-02-04,0.67765
2024-02-05,0.90097
2024-02-06,0.77006
2024-02-07,0.70075
2024-02-08,0.71615
