date,실업급여조건
2023-05-29,28.0181
2023-05-30,48.53699
2023-05-31,43.63751
2023-06-01,39.51163
2023-06-02,34.21218
2023-06-03,18.48226
2023-06-04,18.09809
2023-06-05,32.39132
2023-06-06,21.57141
2023-06-07,38.36964
2023-06-08,35.96463
2023-06-09,34.98579
2023-06-10,19.19271
2023-06-11,18.31912
2023-06-12,39.75897
2023-06-13,38.07493
2023-06-14,37.30659
2023-06-15,35.31207
2023-06-16,30.05999
2023-06-17,17.49289
2023-06-18,18.86643
2023-06-19,37.4329
2023-06-20,35.92779
2023-06-21,35.87517
2023-06-22,37.97495
2023-06-23,33.86485
2023-06-24,18.75592
2023-06-25,18.27702
2023-06-26,37.48026
2023-06-27,40.04841
2023-06-28,37.71708
2023-06-29,36.65403
2023-06-30,36.20145
2023-07-01,20.77149
2023-07-02,19.88738
2023-07-03,40.68519
2023-07-04,37.93811
2023-07-05,36.8698
2023-07-06,36.23829
2023-07-07,30.8178
2023-07-08,17.27186
2023-07-09,17.17187
2023-07-10,39.83791
2023-07-11,40.22734
2023-07-12,60.84096
2023-07-13,62.23555
2023-07-14,57.95179
2023-07-15,33.21755
2023-07-16,28.38122
2023-07-17,44.28481
2023-07-18,44.12693
2023-07-19,42.06399
2023-07-20,36.5593
2023-07-21,33.65961
2023-07-22,19.93474
2023-07-23,20.60835
2023-07-24,40.32207
2023-07-25,42.40606
2023-07-26,35.32259
2023-07-27,34.2385
2023-07-28,30.48626
2023-07-29,17.435
2023-07-30,18.75065
2023-07-31,34.94369
2023-08-01,32.72813
2023-08-02,32.17556
2023-08-03,30.52836
2023-08-04,27.56025
2023-08-05,16.2246
2023-08-06,16.8719
2023-08-07,35.36469
2023-08-08,33.5491
2023-08-09,33.64382
2023-08-10,29.99684
2023-08-11,28.6233
2023-08-12,17.11925
2023-08-13,16.08251
2023-08-14,29.59688
2023-08-15,19.83475
2023-08-16,35.48573
2023-08-17,34.29638
2023-08-18,29.94947
2023-08-19,18.14545
2023-08-20,19.17166
2023-08-21,38.60646
2023-08-22,35.43837
2023-08-23,34.94369
2023-08-24,36.52247
2023-08-25,33.35964
2023-08-26,19.29796
2023-08-27,21.96084
2023-08-28,40.64835
2023-08-29,40.59046
2023-08-30,38.75381
2023-08-31,40.53783
2023-09-01,34.77528
2023-09-02,19.47689
2023-09-03,18.67698
2023-09-04,39.22218
2023-09-05,38.67487
2023-09-06,36.09093
2023-09-07,33.48068
2023-09-08,29.89685
2023-09-09,17.01399
2023-09-10,17.60867
2023-09-11,35.37522
2023-09-12,35.51731
2023-09-13,31.65456
2023-09-14,32.49131
2023-09-15,28.49173
2023-09-16,16.52457
2023-09-17,15.75623
2023-09-18,33.31228
2023-09-19,32.53341
2023-09-20,29.33375
2023-09-21,29.9179
2023-09-22,25.73413
2023-09-23,14.58267
2023-09-24,15.77728
2023-09-25,30.11261
2023-09-26,28.93379
2023-09-27,24.31849
2023-09-28,13.49331
2023-09-29,11.97242
2023-09-30,12.24607
2023-10-01,12.3829
2023-10-02,15.46679
2023-10-03,17.99284
2023-10-04,39.5853
2023-10-05,35.39627
2023-10-06,31.29144
2023-10-07,15.79833
2023-10-08,15.19313
2023-10-09,19.67687
2023-10-10,39.96947
2023-10-11,38.35912
2023-10-12,36.30144
2023-10-13,32.47552
2023-10-14,18.50857
2023-10-15,18.60856
2023-10-16,36.9961
2023-10-17,35.77518
2023-10-18,36.96979
2023-10-19,33.94379
2023-10-20,30.14945
2023-10-21,16.23513
2023-10-22,17.61919
2023-10-23,37.21187
2023-10-24,36.73823
2023-10-25,37.92758
2023-10-26,36.22776
2023-10-27,31.2967
2023-10-28,19.26639
2023-10-29,18.72434
2023-10-30,39.80107
2023-10-31,42.79023
2023-11-01,40.54836
2023-11-02,37.20134
2023-11-03,35.23839
2023-11-04,20.17156
2023-11-05,27.83391
2023-11-06,41.2746
2023-11-07,35.89622
2023-11-08,35.46995
2023-11-09,33.79117
2023-11-10,30.70729
2023-11-11,16.89295
2023-11-12,16.89295
2023-11-13,37.21187
2023-11-14,36.27512
2023-11-15,35.7436
2023-11-16,33.39648
2023-11-17,30.66519
2023-11-18,17.68761
2023-11-19,17.62972
2023-11-20,36.75928
2023-11-21,36.60667
2023-11-22,35.84885
2023-11-23,35.32786
2023-11-24,30.95989
2023-11-25,18.44016
2023-11-26,18.17703
2023-11-27,39.75371
2023-11-28,39.59583
2023-11-29,39.32743
2023-11-30,40.20103
2023-12-01,34.98579
2023-12-02,19.69266
2023-12-03,20.51889
2023-12-04,39.87475
2023-12-05,39.30112
2023-12-06,37.10135
2023-12-07,35.97516
2023-12-08,32.92285
2023-12-09,18.34543
2023-12-10,20.31891
2023-12-11,38.4591
2023-12-12,38.97484
2023-12-13,37.69076
2023-12-14,36.3488
2023-12-15,31.14935
2023-12-16,17.26134
2023-12-17,17.61393
2023-12-18,35.64887
2023-12-19,37.33817
2023-12-20,35.95937
2023-12-21,31.97031
2023-12-22,28.71276
2023-12-23,17.67182
2023-12-24,14.27218
2023-12-25,16.57193
2023-12-26,37.50131
2023-12-27,39.02747
2023-12-28,39.28533
2023-12-29,38.61172
2023-12-30,24.67634
2023-12-31,19.67687
2024-01-01,22.58709
2024-01-02,47.72129
2024-01-03,44.71634
2024-01-04,42.99021
2024-01-05,38.97484
2024-01-06,21.6293
2024-01-07,21.38722
2024-01-08,38.30123
2024-01-09,39.62214
2024-01-10,43.21124
2024-01-11,41.29565
2024-01-12,35.2647
2024-01-13,20.7136
2024-01-14,20.65572
2024-01-15,42.75865
2024-01-16,39.40637
2024-01-17,37.15398
2024-01-18,35.16471
2024-01-19,32.19661
2024-01-20,21.8398
2024-01-21,21.55562
2024-01-22,37.77497
2024-01-23,34.87527
2024-01-24,35.77518
2024-01-25,35.25418
2024-01-26,32.62814
2024-01-27,18.1665
2024-01-28,18.64014
2024-01-29,39.04325
2024-01-30,40.85885
2024-01-31,41.59035
2024-02-01,37.76444
2024-02-02,32.18082
2024-02-03,17.34027
2024-02-04,17.84022
2024-02-05,34.13851
2024-02-06,33.08599
2024-02-07,31.39143
2024-02-08,25.57625
2024-02-09,15.43521
2024-02-10,14.92474
2024-02-11,14.89316
2024-02-12,19.54531
2024-02-13,39.85896
2024-02-14,39.05378
2024-02-15,36.3909
2024-02-16,33.08072
2024-02-17,18.81907
2024-02-18,19.99789
2024-02-19,40.54836
2024-02-20,39.31165
2024-02-21,38.38543
2024-02-22,35.90674
2024-02-23,31.64403
2024-02-24,19.29796
2024-02-25,17.46658
2024-02-26,39.44847
2024-02-27,39.55899
2024-02-28,39.65372
2024-02-29,36.75402
2024-03-01,18.96642
2024-03-02,17.9139
2024-03-03,19.10851
2024-03-04,41.63772
2024-03-05,40.02736
2024-03-06,39.07483
2024-03-07,36.54878
2024-03-08,33.60698
2024-03-09,18.1665
2024-03-10,18.59277
2024-03-11,39.2485
2024-03-12,36.33301
2024-03-13,34.32796
2024-03-14,32.99126
2024-03-15,29.68108
2024-03-16,16.49826
2024-03-17,17.25081
2024-03-18,33.96484
2024-03-19,33.93327
2024-03-20,32.97021
