date,반도체관련주
2020-10-17,4.56505
2020-10-18,4.66171
2020-10-19,6.8104
2020-10-20,6.37174
2020-10-21,5.86617
2020-10-22,4.59479
2020-10-23,4.33457
2020-10-24,3.10037
2020-10-25,4.26765
2020-10-26,6.21561
2020-10-27,8.98884
2020-10-28,7.91821
2020-10-29,6.83271
2020-10-30,7.06319
2020-10-31,5.34572
2020-11-01,4.31226
2020-11-02,4.42379
2020-11-03,6.77323
2020-11-04,9.11524
2020-11-05,8.58736
2020-11-06,10.23048
2020-11-07,5.03345
2020-11-08,5.02602
2020-11-09,7.7249
2020-11-10,8.95167
2020-11-11,10.05947
2020-11-12,10.64684
2020-11-13,9.41263
2020-11-14,7.04089
2020-11-15,7.73977
2020-11-16,29.33085
2020-11-17,21.5539
2020-11-18,14.16356
2020-11-19,14.42379
2020-11-20,13.43494
2020-11-21,8.16356
2020-11-22,9.27137
2020-11-23,17.26394
2020-11-24,24.84014
2020-11-25,22.08178
2020-11-26,25.60594
2020-11-27,20.45353
2020-11-28,14.37174
2020-11-29,16.98141
2020-11-30,14.0223
2020-12-01,14.91449
2020-12-02,36.38661
2020-12-03,37.44981
2020-12-04,32.71375
2020-12-05,23.82156
2020-12-06,25.30111
2020-12-07,33.73234
2020-12-08,27.17472
2020-12-09,35.76951
2020-12-10,30.12639
2020-12-11,28.28996
2020-12-12,14.57992
2020-12-13,18.65427
2020-12-14,25.04089
2020-12-15,34.40892
2020-12-16,32.41635
2020-12-17,36.21561
2020-12-18,32.23048
2020-12-19,23.41263
2020-12-20,30.87732
2020-12-21,31.52416
2020-12-22,22.92936
2020-12-23,22.30483
2020-12-24,26.39405
2020-12-25,19.26394
2020-12-26,36.91449
2020-12-27,28.08921
2020-12-28,37.79925
2020-12-29,33.71747
2020-12-30,53.06319
2020-12-31,32.6394
2021-01-01,39.41263
2021-01-02,31.13011
2021-01-03,28.92193
2021-01-04,52.6394
2021-01-05,70.84758
2021-01-06,68.40148
2021-01-07,62.00743
2021-01-08,72.14869
2021-01-09,44.7881
2021-01-10,47.39033
2021-01-11,57.68773
2021-01-12,46.99628
2021-01-13,35.82156
2021-01-14,35.43494
2021-01-15,37.42007
2021-01-16,19.01115
2021-01-17,22.20817
2021-01-18,35.03345
2021-01-19,32.43122
2021-01-20,48.21561
2021-01-21,61.71747
2021-01-22,60.70631
2021-01-23,31.73977
2021-01-24,56.59479
2021-01-25,82.28252
2021-01-26,100.0
2021-01-27,77.28624
2021-01-28,45.73234
2021-01-29,31.27137
2021-01-30,23.74721
2021-01-31,22.76579
2021-02-01,33.44237
2021-02-02,32.63197
2021-02-03,34.1933
2021-02-04,43.32342
2021-02-05,35.13011
2021-02-06,22.05947
2021-02-07,34.9591
2021-02-08,29.16728
2021-02-09,34.13382
2021-02-10,30.05947
2021-02-11,19.76208
2021-02-12,37.77695
2021-02-13,33.07063
2021-02-14,46.97397
2021-02-15,97.4052
2021-02-16,84.07434
2021-02-17,53.39776
2021-02-18,40.43122
2021-02-19,30.37918
2021-02-20,20.92936
2021-02-21,24.24535
2021-02-22,31.44981
2021-02-23,27.4052
2021-02-24,27.94052
2021-02-25,54.0223
2021-02-26,53.65055
2021-02-27,30.45353
2021-02-28,41.88104
2021-03-01,41.47955
2021-03-02,44.69144
2021-03-03,29.92565
2021-03-04,24.55018
2021-03-05,21.36059
2021-03-06,16.36431
2021-03-07,17.22676
2021-03-08,22.97397
2021-03-09,31.18215
2021-03-10,31.05576
2021-03-11,28.82527
2021-03-12,27.19702
2021-03-13,16.98884
2021-03-14,21.5539
2021-03-15,26.98884
2021-03-16,26.02973
2021-03-17,25.8513
2021-03-18,55.09293
2021-03-19,45.11524
2021-03-20,26.52044
2021-03-21,73.26394
2021-03-22,48.07434
2021-03-23,30.37918
2021-03-24,27.41263
2021-03-25,29.93308
2021-03-26,35.82899
2021-03-27,25.15985
2021-03-28,23.53159
2021-03-29,28.67657
2021-03-30,33.27881
2021-03-31,32.60966
2021-04-01,51.22676
2021-04-02,65.76208
2021-04-03,58.33457
2021-04-04,70.88475
2021-04-05,81.90334
2021-04-06,68.24535
2021-04-07,58.29739
2021-04-08,43.30111
2021-04-09,46.31226
2021-04-10,28.26022
2021-04-11,25.36802
2021-04-12,40.69888
2021-04-13,79.97026
2021-04-14,50.60966
2021-04-15,48.80297
2021-04-16,54.1933
2021-04-17,40.51301
2021-04-18,49.54646
2021-04-19,91.61338
2021-04-20,60.53531
2021-04-21,58.84758
2021-04-22,42.88475
2021-04-23,44.07434
2021-04-24,27.52416
2021-04-25,31.26394
2021-04-26,34.03717
2021-04-27,29.03345
2021-04-28,33.49442
2021-04-29,33.44981
2021-04-30,37.56877
2021-05-01,19.97026
2021-05-02,14.85501
2021-05-03,19.65055
2021-05-04,18.55762
2021-05-05,18.20817
2021-05-06,23.66542
2021-05-07,21.98513
2021-05-08,11.76208
2021-05-09,13.28624
2021-05-10,30.53531
2021-05-11,36.52788
2021-05-12,29.62081
2021-05-13,48.75836
2021-05-14,52.54275
2021-05-15,24.92936
2021-05-16,26.42379
2021-05-17,39.5762
2021-05-18,26.60223
2021-05-19,23.15985
2021-05-20,42.82527
2021-05-21,38.20074
2021-05-22,25.07063
2021-05-23,20.92936
2021-05-24,27.68773
2021-05-25,22.65427
2021-05-26,18.80297
2021-05-27,23.28624
2021-05-28,20.39405
2021-05-29,12.08178
2021-05-30,14.49814
2021-05-31,19.95539
2021-06-01,22.64684
2021-06-02,29.83643
2021-06-03,47.00371
2021-06-04,26.38661
2021-06-05,18.73605
2021-06-06,14.74349
2021-06-07,25.52416
2021-06-08,20.90706
2021-06-09,25.02602
2021-06-10,23.44981
2021-06-11,28.89219
2021-06-12,11.86617
2021-06-13,11.63568
2021-06-14,17.24163
2021-06-15,18.70631
2021-06-16,20.74349
2021-06-17,26.62453
2021-06-18,28.33457
2021-06-19,13.07063
2021-06-20,15.53159
2021-06-21,17.18959
2021-06-22,16.16356
2021-06-23,22.35687
2021-06-24,38.60223
2021-06-25,26.89219
2021-06-26,20.75836
2021-06-27,16.90706
2021-06-28,24.66171
2021-06-29,23.89591
2021-06-30,18.1933
2021-07-01,20.69144
2021-07-02,14.73605
2021-07-03,9.79182
2021-07-04,8.32713
2021-07-05,12.40148
2021-07-06,16.12639
2021-07-07,17.63568
2021-07-08,12.51301
2021-07-09,10.89219
2021-07-10,6.20817
2021-07-11,7.7249
2021-07-12,9.27137
2021-07-13,10.44609
2021-07-14,9.26394
2021-07-15,19.75464
2021-07-16,10.3197
2021-07-17,6.78066
2021-07-18,9.98513
2021-07-19,12.12639
2021-07-20,12.15613
2021-07-21,9.27137
2021-07-22,27.00371
2021-07-23,18.56505
2021-07-24,11.24163
2021-07-25,12.25278
2021-07-26,10.39405
2021-07-27,10.70631
2021-07-28,10.171
2021-07-29,15.05576
2021-07-30,11.4275
2021-07-31,8.69144
2021-08-01,10.84758
2021-08-02,12.86988
2021-08-03,20.03717
2021-08-04,18.67657
2021-08-05,18.60966
2021-08-06,13.4052
2021-08-07,8.30483
2021-08-08,10.02973
2021-08-09,17.86617
2021-08-10,19.76208
2021-08-11,29.66542
2021-08-12,34.63197
2021-08-13,36.31226
2021-08-14,13.69516
2021-08-15,11.00371
2021-08-16,11.82156
2021-08-17,13.62081
2021-08-18,11.63568
2021-08-19,11.48698
2021-08-20,10.40148
2021-08-21,5.59851
2021-08-22,5.88104
2021-08-23,7.82899
2021-08-24,14.23791
2021-08-25,13.27881
2021-08-26,10.97397
2021-08-27,8.0
2021-08-28,5.36802
2021-08-29,5.32342
2021-08-30,6.17843
2021-08-31,8.37174
2021-09-01,8.36431
2021-09-02,7.75464
2021-09-03,6.09665
2021-09-04,5.06319
2021-09-05,6.65427
2021-09-06,6.81784
2021-09-07,9.56133
2021-09-08,5.62825
2021-09-09,6.15613
2021-09-10,5.01858
2021-09-11,4.52788
2021-09-12,4.69888
2021-09-13,5.32342
2021-09-14,6.28252
2021-09-15,6.30483
2021-09-16,7.20446
2021-09-17,6.0223
2021-09-18,3.51672
2021-09-19,4.16356
2021-09-20,2.86988
2021-09-21,5.27881
2021-09-22,4.25278
2021-09-23,5.30111
2021-09-24,6.97397
2021-09-25,4.28252
2021-09-26,4.08178
2021-09-27,5.94795
2021-09-28,6.85501
2021-09-29,8.86988
2021-09-30,6.48327
2021-10-01,8.34944
2021-10-02,4.35687
2021-10-03,4.12639
2021-10-04,5.2565
2021-10-05,7.13754
2021-10-06,5.51672
2021-10-07,5.49442
2021-10-08,5.54646
2021-10-09,2.40148
2021-10-10,2.6394
2021-10-11,3.05576
2021-10-12,5.60594
2021-10-13,6.54275
2021-10-14,7.15241
2021-10-15,7.64312
2021-10-16,2.81784
2021-10-17,3.68773
2021-10-18,4.44609
2021-10-19,3.96282
2021-10-20,3.59107
2021-10-21,3.17472
2021-10-22,3.76208
2021-10-23,2.24535
2021-10-24,3.39776
2021-10-25,4.4684
2021-10-26,7.00371
2021-10-27,6.68401
2021-10-28,12.7881
2021-10-29,7.73977
2021-10-30,2.84758
2021-10-31,3.74721
2021-11-01,4.98141
2021-11-02,6.08178
2021-11-03,4.90706
2021-11-04,6.23048
2021-11-05,5.65799
2021-11-06,2.6171
2021-11-07,2.52788
2021-11-08,4.16356
2021-11-09,6.37174
2021-11-10,4.70631
2021-11-11,4.52788
2021-11-12,6.3197
2021-11-13,3.62825
2021-11-14,4.98884
2021-11-15,17.68029
2021-11-16,13.36059
2021-11-17,8.62453
2021-11-18,7.4275
2021-11-19,12.39405
2021-11-20,8.9591
2021-11-21,9.67286
2021-11-22,53.56133
2021-11-23,25.69516
2021-11-24,15.24907
2021-11-25,10.40892
2021-11-26,6.89962
2021-11-27,5.15985
2021-11-28,5.12267
2021-11-29,7.81412
2021-11-30,9.79925
2021-12-01,9.62081
2021-12-02,19.64312
2021-12-03,13.41263
2021-12-04,6.52044
2021-12-05,9.18215
2021-12-06,14.26765
2021-12-07,19.56133
2021-12-08,19.30855
2021-12-09,11.60594
2021-12-10,8.9591
2021-12-11,6.38661
2021-12-12,8.32713
2021-12-13,9.79925
2021-12-14,7.73234
2021-12-15,7.91078
2021-12-16,10.28996
2021-12-17,6.75092
2021-12-18,4.62453
2021-12-19,5.95539
2021-12-20,8.23791
2021-12-21,11.61338
2021-12-22,16.22304
2021-12-23,13.44981
2021-12-24,11.63568
2021-12-25,7.5762
2021-12-26,10.57992
2021-12-27,11.73234
2021-12-28,11.34572
2021-12-29,9.71003
2021-12-30,12.07434
2021-12-31,8.4684
2022-01-01,9.45724
2022-01-02,11.60594
2022-01-03,16.56505
2022-01-04,15.33085
2022-01-05,14.171
2022-01-06,8.95167
2022-01-07,7.22676
2022-01-08,6.171
2022-01-09,5.8513
2022-01-10,7.42007
2022-01-11,9.51672
2022-01-12,10.171
2022-01-13,8.30483
2022-01-14,6.69888
2022-01-15,4.75836
2022-01-16,5.45724
2022-01-17,7.13011
2022-01-18,9.14498
2022-01-19,8.342
2022-01-20,6.66914
2022-01-21,8.92193
2022-01-22,5.69516
2022-01-23,4.7881
2022-01-24,6.6394
2022-01-25,7.47211
2022-01-26,7.48698
2022-01-27,10.00743
2022-01-28,11.01115
2022-01-29,6.99628
2022-01-30,6.20817
2022-01-31,5.65055
2022-02-01,6.58736
2022-02-02,7.82899
2022-02-03,10.3197
2022-02-04,7.92565
2022-02-05,6.21561
2022-02-06,6.4684
2022-02-07,8.68401
2022-02-08,7.24163
2022-02-09,8.05947
2022-02-10,7.42007
2022-02-11,5.48698
2022-02-12,3.77695
2022-02-13,4.01486
2022-02-14,7.68773
2022-02-15,7.29368
2022-02-16,14.51301
2022-02-17,11.24907
2022-02-18,6.83271
2022-02-19,6.1933
2022-02-20,7.86617
2022-02-21,8.68401
2022-02-22,7.1078
2022-02-23,8.00743
2022-02-24,7.04832
2022-02-25,8.56505
2022-02-26,4.69888
2022-02-27,4.91449
2022-02-28,6.57992
2022-03-01,15.8513
2022-03-02,7.53903
2022-03-03,8.78066
2022-03-04,7.39776
2022-03-05,7.62081
2022-03-06,5.79182
2022-03-07,5.98513
2022-03-08,5.71003
2022-03-09,3.04832
2022-03-10,5.28624
2022-03-11,6.64684
2022-03-12,5.01858
2022-03-13,3.38289
2022-03-14,6.35687
2022-03-15,6.18587
2022-03-16,7.5539
2022-03-17,9.54646
2022-03-18,7.56877
2022-03-19,4.29739
2022-03-20,4.17843
2022-03-21,5.24907
2022-03-22,6.37918
2022-03-23,7.5762
2022-03-24,6.97397
2022-03-25,14.78066
2022-03-26,4.89962
2022-03-27,5.68773
2022-03-28,7.18215
2022-03-29,8.98141
2022-03-30,14.86245
2022-03-31,9.24907
2022-04-01,7.44981
2022-04-02,4.78066
2022-04-03,4.48327
2022-04-04,6.17843
2022-04-05,6.46096
2022-04-06,7.06319
2022-04-07,6.4684
2022-04-08,5.71747
2022-04-09,3.68773
2022-04-10,3.79925
2022-04-11,4.76579
2022-04-12,6.0
2022-04-13,7.34572
2022-04-14,10.52044
2022-04-15,6.62453
2022-04-16,3.12267
2022-04-17,3.30855
2022-04-18,4.73605
2022-04-19,7.50929
2022-04-20,9.71003
2022-04-21,10.16356
2022-04-22,7.86617
2022-04-23,4.95167
2022-04-24,5.39776
2022-04-25,6.13382
2022-04-26,6.42379
2022-04-27,5.90334
2022-04-28,5.01858
2022-04-29,6.66914
2022-04-30,4.25278
2022-05-01,2.69888
2022-05-02,4.6171
2022-05-03,6.79553
2022-05-04,4.88475
2022-05-05,4.34944
2022-05-06,3.81412
2022-05-07,2.40892
2022-05-08,2.72862
2022-05-09,5.36802
2022-05-10,4.9368
2022-05-11,5.20446
2022-05-12,4.97397
2022-05-13,3.59851
2022-05-14,3.73977
2022-05-15,4.11152
2022-05-16,6.4907
2022-05-17,6.13382
2022-05-18,10.15613
2022-05-19,9.69516
2022-05-20,20.48327
2022-05-21,14.94423
2022-05-22,10.26022
2022-05-23,9.90334
2022-05-24,9.30111
2022-05-25,6.63197
2022-05-26,7.10037
2022-05-27,4.37918
2022-05-28,2.4907
2022-05-29,2.58736
2022-05-30,3.79925
2022-05-31,4.62453
2022-06-01,5.33085
2022-06-02,6.37174
2022-06-03,5.47211
2022-06-04,3.50185
2022-06-05,4.62453
2022-06-06,3.62081
2022-06-07,6.60223
2022-06-08,10.31226
2022-06-09,7.36802
2022-06-10,6.01486
2022-06-11,2.7881
2022-06-12,3.86617
2022-06-13,4.92193
2022-06-14,5.13754
2022-06-15,5.73977
2022-06-16,4.6171
2022-06-17,4.37918
2022-06-18,3.38289
2022-06-19,3.30111
2022-06-20,5.39776
2022-06-21,3.46468
2022-06-22,6.06691
2022-06-23,4.4907
2022-06-24,3.1078
2022-06-25,2.3197
2022-06-26,2.54275
2022-06-27,3.95539
2022-06-28,3.78438
2022-06-29,3.62081
2022-06-30,4.0223
2022-07-01,3.30111
2022-07-02,3.37546
2022-07-03,2.80297
2022-07-04,3.45724
2022-07-05,3.13754
2022-07-06,2.7881
2022-07-07,3.02602
2022-07-08,4.11895
2022-07-09,2.02973
2022-07-10,1.93308
2022-07-11,2.86245
2022-07-12,2.85501
2022-07-13,2.8104
2022-07-14,2.69144
2022-07-15,5.29368
2022-07-16,2.3197
2022-07-17,2.18587
2022-07-18,5.21189
2022-07-19,5.89591
2022-07-20,8.42379
2022-07-21,11.24907
2022-07-22,8.171
2022-07-23,2.41635
2022-07-24,2.82527
2022-07-25,3.92565
2022-07-26,3.44237
2022-07-27,4.30483
2022-07-28,5.06319
2022-07-29,4.14869
2022-07-30,1.94795
2022-07-31,1.91821
2022-08-01,3.51672
2022-08-02,4.15613
2022-08-03,4.71375
2022-08-04,4.84758
2022-08-05,3.59107
2022-08-06,1.93308
2022-08-07,1.8513
2022-08-08,3.59851
2022-08-09,5.80669
2022-08-10,11.07063
2022-08-11,6.171
2022-08-12,4.73605
2022-08-13,2.37918
2022-08-14,2.24535
2022-08-15,2.43866
2022-08-16,4.46096
2022-08-17,3.61338
2022-08-18,3.2565
2022-08-19,3.64312
2022-08-20,2.21561
2022-08-21,1.50185
2022-08-22,2.43866
2022-08-23,2.43122
2022-08-24,2.81784
2022-08-25,3.26394
2022-08-26,4.40892
2022-08-27,1.54646
2022-08-28,1.54646
2022-08-29,2.0
2022-08-30,3.04089
2022-08-31,2.79553
2022-09-01,2.77323
2022-09-02,3.11524
2022-09-03,1.33085
2022-09-04,1.09293
2022-09-05,2.68401
2022-09-06,2.46096
2022-09-07,2.75836
2022-09-08,1.8736
2022-09-09,1.07806
2022-09-10,1.42007
2022-09-11,1.30855
2022-09-12,1.83643
2022-09-13,3.5539
2022-09-14,3.24163
2022-09-15,2.80297
2022-09-16,2.14869
2022-09-17,1.45724
2022-09-18,1.94052
2022-09-19,2.89219
2022-09-20,2.24535
2022-09-21,2.09665
2022-09-22,2.27509
2022-09-23,2.24535
2022-09-24,1.05576
2022-09-25,0.94423
2022-09-26,2.05204
2022-09-27,1.68029
2022-09-28,2.37174
2022-09-29,2.40892
2022-09-30,1.56133
2022-10-01,1.12267
2022-10-02,1.17472
2022-10-03,1.92565
2022-10-04,3.39033
2022-10-05,3.67286
2022-10-06,3.39033
2022-10-07,2.87732
2022-10-08,1.91821
2022-10-09,1.56133
2022-10-10,2.11895
2022-10-11,2.41635
2022-10-12,2.06691
2022-10-13,2.02973
2022-10-14,2.22304
2022-10-15,1.52416
2022-10-16,1.42007
2022-10-17,2.23791
2022-10-18,2.0
2022-10-19,1.80669
2022-10-20,1.73234
2022-10-21,1.41263
2022-10-22,1.27881
2022-10-23,1.17472
2022-10-24,2.15613
2022-10-25,2.89962
2022-10-26,3.09293
2022-10-27,3.43494
2022-10-28,3.18959
2022-10-29,1.58364
2022-10-30,1.28624
2022-10-31,2.01486
2022-11-01,2.08921
2022-11-02,2.4684
2022-11-03,1.65055
2022-11-04,1.50185
2022-11-05,1.5539
2022-11-06,1.42007
2022-11-07,4.26765
2022-11-08,4.56505
2022-11-09,4.59479
2022-11-10,2.77323
2022-11-11,7.43494
2022-11-12,3.67286
2022-11-13,3.91821
2022-11-14,4.07434
2022-11-15,6.56505
2022-11-16,7.39776
2022-11-17,4.29739
2022-11-18,3.11524
2022-11-19,2.38661
2022-11-20,3.24907
2022-11-21,3.36059
2022-11-22,2.90706
2022-11-23,3.44981
2022-11-24,3.30111
2022-11-25,2.54275
2022-11-26,2.23791
2022-11-27,1.94795
2022-11-28,2.72118
2022-11-29,2.84014
2022-11-30,3.79925
2022-12-01,4.23048
2022-12-02,2.25278
2022-12-03,2.14869
2022-12-04,2.28252
2022-12-05,2.76579
2022-12-06,2.06691
2022-12-07,2.6394
2022-12-08,2.66171
2022-12-09,2.92936
2022-12-10,2.38661
2022-12-11,1.74721
2022-12-12,2.27509
2022-12-13,2.55018
2022-12-14,3.83643
2022-12-15,2.42379
2022-12-16,1.82156
2022-12-17,1.41263
2022-12-18,1.80669
2022-12-19,1.90334
2022-12-20,1.86617
2022-12-21,2.13382
2022-12-22,1.92565
2022-12-23,2.08178
2022-12-24,1.71747
2022-12-25,1.49442
2022-12-26,2.92193
2022-12-27,1.94052
2022-12-28,2.08921
2022-12-29,2.38661
2022-12-30,1.76208
2022-12-31,1.75464
2023-01-01,3.53903
2023-01-02,3.8513
2023-01-03,5.4052
2023-01-04,9.2565
2023-01-05,4.77323
2023-01-06,3.15241
2023-01-07,3.20446
2023-01-08,2.37918
2023-01-09,3.5762
2023-01-10,3.83643
2023-01-11,3.20446
2023-01-12,2.81784
2023-01-13,2.89219
2023-01-14,2.47583
2023-01-15,2.1933
2023-01-16,2.33457
2023-01-17,3.01115
2023-01-18,2.56505
2023-01-19,2.31226
2023-01-20,1.91078
2023-01-21,2.31226
2023-01-22,1.88104
2023-01-23,2.28252
2023-01-24,5.06319
2023-01-25,6.6171
2023-01-26,6.11895
2023-01-27,5.52416
2023-01-28,3.16728
2023-01-29,3.36802
2023-01-30,4.11895
2023-01-31,4.40148
2023-02-01,4.86988
2023-02-02,8.01486
2023-02-03,6.05947
2023-02-04,3.83643
2023-02-05,4.23048
2023-02-06,4.25278
2023-02-07,4.9368
2023-02-08,5.49442
2023-02-09,4.45353
2023-02-10,3.68773
2023-02-11,2.66914
2023-02-12,2.88475
2023-02-13,3.97026
2023-02-14,9.68773
2023-02-15,7.59107
2023-02-16,5.64312
2023-02-17,4.23791
2023-02-18,2.4684
2023-02-19,3.49442
2023-02-20,3.8513
2023-02-21,4.50557
2023-02-22,4.43866
2023-02-23,4.67657
2023-02-24,6.9591
2023-02-25,2.86245
2023-02-26,2.98884
2023-02-27,3.76208
2023-02-28,3.8513
2023-03-01,5.34572
2023-03-02,5.04832
2023-03-03,3.8736
2023-03-04,3.12267
2023-03-05,4.03717
2023-03-06,7.2342
2023-03-07,6.69888
2023-03-08,5.96282
2023-03-09,7.11524
2023-03-10,3.7249
2023-03-11,2.18587
2023-03-12,2.40148
2023-03-13,3.2342
2023-03-14,3.95539
2023-03-15,13.8736
2023-03-16,14.23048
2023-03-17,16.98141
2023-03-18,7.91078
2023-03-19,6.89962
2023-03-20,8.84758
2023-03-21,7.10037
2023-03-22,9.11524
2023-03-23,10.09665
2023-03-24,27.66542
2023-03-25,14.00743
2023-03-26,13.59107
2023-03-27,19.52416
2023-03-28,23.36802
2023-03-29,21.8736
2023-03-30,41.33085
2023-03-31,26.98141
2023-04-01,10.9368
2023-04-02,13.93308
2023-04-03,16.66914
2023-04-04,14.70631
2023-04-05,9.62825
2023-04-06,9.62081
2023-04-07,17.24163
2023-04-08,8.60223
2023-04-09,8.70631
2023-04-10,15.65055
2023-04-11,20.97397
2023-04-12,14.53531
2023-04-13,9.8513
2023-04-14,8.83271
2023-04-15,5.73234
2023-04-16,7.30111
2023-04-17,8.82527
2023-04-18,8.52788
2023-04-19,8.91449
2023-04-20,8.23048
2023-04-21,8.36431
2023-04-22,5.61338
2023-04-23,6.53531
2023-04-24,7.27881
2023-04-25,6.50557
2023-04-26,7.09293
2023-04-27,6.69888
2023-04-28,5.31598
2023-04-29,3.76951
2023-04-30,3.90334
2023-05-01,4.23048
2023-05-02,5.59851
2023-05-03,5.17472
2023-05-04,4.92936
2023-05-05,3.82156
2023-05-06,4.55018
2023-05-07,4.48327
2023-05-08,6.73605
2023-05-09,5.31598
2023-05-10,4.10408
2023-05-11,4.12639
2023-05-12,3.20446
2023-05-13,2.1933
2023-05-14,2.86245
2023-05-15,4.0
2023-05-16,7.2342
2023-05-17,5.37546
2023-05-18,8.89219
2023-05-19,37.01858
2023-05-20,12.57992
2023-05-21,12.28996
2023-05-22,18.23048
2023-05-23,11.67286
2023-05-24,7.39776
2023-05-25,15.65799
2023-05-26,25.71747
2023-05-27,11.44237
2023-05-28,12.53531
2023-05-29,13.96282
