date,국제금시세
2020-08-07,51.16783
2020-08-08,32.54031
2020-08-09,15.12763
2020-08-10,43.08337
2020-08-11,60.54667
2020-08-12,93.62209
2020-08-13,70.74987
2020-08-14,54.10369
2020-08-15,29.23566
2020-08-16,14.44066
2020-08-17,35.12184
2020-08-18,59.42584
2020-08-19,56.1935
2020-08-20,54.7545
2020-08-21,45.80953
2020-08-22,23.60257
2020-08-23,10.68045
2020-08-24,36.22098
2020-08-25,39.76426
2020-08-26,37.65998
2020-08-27,39.93781
2020-08-28,37.10318
2020-08-29,24.56432
2020-08-30,11.3891
2020-08-31,34.02993
2020-09-01,42.10716
2020-09-02,39.04837
2020-09-03,35.65695
2020-09-04,36.97302
2020-09-05,18.01287
2020-09-06,8.26523
2020-09-07,25.55499
2020-09-08,32.09921
2020-09-09,35.44001
2020-09-10,30.11063
2020-09-11,28.72225
2020-09-12,15.14932
2020-09-13,6.39959
2020-09-14,20.77518
2020-09-15,28.44746
2020-09-16,28.10036
2020-09-17,27.91235
2020-09-18,25.84424
2020-09-19,14.27435
2020-09-20,6.29112
2020-09-21,22.32988
2020-09-22,33.41528
2020-09-23,32.26552
2020-09-24,37.86246
2020-09-25,31.32547
2020-09-26,15.83628
2020-09-27,7.45534
2020-09-28,22.71313
2020-09-29,26.49504
2020-09-30,19.11201
2020-10-01,18.3455
2020-10-02,24.55709
2020-10-03,19.63988
2020-10-04,11.09986
2020-10-05,25.58391
2020-10-06,28.10759
2020-10-07,27.81112
2020-10-08,24.91141
2020-10-09,18.93846
2020-10-10,16.59556
2020-10-11,8.84373
2020-10-12,25.69238
2020-10-13,28.63547
2020-10-14,27.05907
2020-10-15,25.93824
2020-10-16,23.79781
2020-10-17,13.44999
2020-10-18,6.2405
2020-10-19,19.89297
2020-10-20,24.24614
2020-10-21,24.52816
2020-10-22,23.52303
2020-10-23,22.3805
2020-10-24,11.88083
2020-10-25,5.36553
2020-10-26,19.3651
2020-10-27,23.80504
2020-10-28,22.53959
2020-10-29,27.34109
2020-10-30,24.36184
2020-10-31,12.87873
2020-11-01,5.8211
2020-11-02,19.06139
2020-11-03,22.22141
2020-11-04,26.19856
2020-11-05,27.40617
2020-11-06,34.33364
2020-11-07,17.44883
2020-11-08,8.64126
2020-11-09,27.04461
2020-11-10,39.77149
2020-11-11,31.26039
2020-11-12,27.57249
2020-11-13,24.29676
2020-11-14,14.32496
2020-11-15,6.43575
2020-11-16,20.56547
2020-11-17,23.91351
2020-11-18,22.72037
2020-11-19,21.3826
2020-11-20,21.01381
2020-11-21,12.23515
2020-11-22,5.69093
2020-11-23,17.77424
2020-11-24,26.01055
2020-11-25,28.39684
2020-11-26,25.60561
2020-11-27,25.12112
2020-11-28,16.03875
2020-11-29,7.22394
2020-11-30,22.8216
2020-12-01,26.74813
2020-12-02,28.3173
2020-12-03,28.62824
2020-12-04,27.42063
2020-12-05,14.37558
2020-12-06,6.76115
2020-12-07,20.00144
2020-12-08,26.63243
2020-12-09,26.16241
2020-12-10,24.47031
2020-12-11,22.10571
2020-12-12,12.27131
2020-12-13,6.20435
2020-12-14,18.43951
2020-12-15,22.94453
2020-12-16,24.94757
2020-12-17,25.55499
2020-12-18,26.01778
2020-12-19,14.53467
2020-12-20,6.87685
2020-12-21,24.90418
2020-12-22,27.11692
2020-12-23,24.00752
2020-12-24,22.18526
2020-12-25,13.50784
2020-12-26,8.50386
2020-12-27,6.63099
2020-12-28,21.09335
2020-12-29,22.71313
2020-12-30,20.98488
2020-12-31,17.55007
2021-01-01,12.14115
2021-01-02,8.3737
2021-01-03,8.01937
2021-01-04,24.77402
2021-01-05,34.8109
2021-01-06,35.05676
2021-01-07,32.87294
2021-01-08,30.74698
2021-01-09,21.42598
2021-01-10,9.90671
2021-01-11,31.39778
2021-01-12,34.05163
2021-01-13,29.91539
2021-01-14,28.23053
2021-01-15,25.9744
2021-01-16,16.03152
2021-01-17,7.35411
2021-01-18,21.86709
2021-01-19,26.68305
2021-01-20,25.05604
2021-01-21,26.81321
2021-01-22,24.57155
2021-01-23,13.64523
2021-01-24,6.52975
2021-01-25,19.83512
2021-01-26,22.42389
2021-01-27,20.20391
2021-01-28,23.07469
2021-01-29,24.75233
2021-01-30,14.69375
2021-01-31,6.39236
2021-02-01,23.39287
2021-02-02,30.12509
2021-02-03,28.3173
2021-02-04,26.93614
2021-02-05,30.0094
2021-02-06,15.40241
2021-02-07,7.20225
2021-02-08,23.34948
2021-02-09,31.26039
2021-02-10,26.20579
2021-02-11,17.97671
2021-02-12,16.64617
2021-02-13,13.89832
2021-02-14,8.3737
2021-02-15,24.23891
2021-02-16,27.16754
2021-02-17,30.50835
2021-02-18,30.87714
2021-02-19,31.75934
2021-02-20,16.66787
2021-02-21,8.77142
2021-02-22,27.79665
2021-02-23,37.06703
2021-02-24,33.24896
2021-02-25,30.67466
2021-02-26,32.04859
2021-02-27,19.67604
2021-02-28,8.13507
2021-03-01,20.62332
2021-03-02,37.13934
2021-03-03,33.59606
2021-03-04,34.20348
2021-03-05,34.78921
2021-03-06,18.37443
2021-03-07,8.6051
2021-03-08,28.59932
2021-03-09,37.49367
2021-03-10,37.07426
2021-03-11,35.70033
2021-03-12,31.19531
2021-03-13,16.24846
2021-03-14,8.56894
2021-03-15,27.37725
2021-03-16,30.04555
2021-03-17,28.93918
2021-03-18,32.07028
2021-03-19,29.872
2021-03-20,14.23096
2021-03-21,6.73222
2021-03-22,24.61493
2021-03-23,25.65622
2021-03-24,27.26155
2021-03-25,26.84214
2021-03-26,28.13652
2021-03-27,15.59042
2021-03-28,6.92024
2021-03-29,19.06862
2021-03-30,19.63265
2021-03-31,20.0159
2021-04-01,17.87547
2021-04-02,16.0026
2021-04-03,7.90368
2021-04-04,4.35317
2021-04-05,12.22069
2021-04-06,15.04808
2021-04-07,16.52324
2021-04-08,15.34456
2021-04-09,16.49432
2021-04-10,6.94916
2021-04-11,4.02053
2021-04-12,13.59462
2021-04-13,16.35693
2021-04-14,16.56663
2021-04-15,18.56244
2021-04-16,20.90534
2021-04-17,10.34058
2021-04-18,4.43271
2021-04-19,20.44254
2021-04-20,22.29373
2021-04-21,23.44348
2021-04-22,25.59838
2021-04-23,25.63453
2021-04-24,11.09986
2021-04-25,4.75088
2021-04-26,17.75978
2021-04-27,19.40125
2021-04-28,18.98184
2021-04-29,19.06862
2021-04-30,16.99327
2021-05-01,8.07722
2021-05-02,3.75298
2021-05-03,17.63685
2021-05-04,22.09848
2021-05-05,17.60069
2021-05-06,24.44862
2021-05-07,30.73974
2021-05-08,14.05741
2021-05-09,6.42851
2021-05-10,25.49714
2021-05-11,30.29864
2021-05-12,29.38028
2021-05-13,29.74184
2021-05-14,28.45469
2021-05-15,14.55636
2021-05-16,6.53698
2021-05-17,34.43488
2021-05-18,43.90049
2021-05-19,42.10716
2021-05-20,53.15641
2021-05-21,41.86853
2021-05-22,18.59136
2021-05-23,10.87569
2021-05-24,39.42439
2021-05-25,39.78595
2021-05-26,47.93549
2021-05-27,42.94598
2021-05-28,36.54638
2021-05-29,18.79383
2021-05-30,9.37884
2021-05-31,33.36466
2021-06-01,38.62896
2021-06-02,35.5991
2021-06-03,37.13211
2021-06-04,38.43372
2021-06-05,16.71849
2021-06-06,8.18569
2021-06-07,29.47429
2021-06-08,36.12697
2021-06-09,32.12813
2021-06-10,30.09617
2021-06-11,31.11577
2021-06-12,14.12972
2021-06-13,6.39236
2021-06-14,27.68096
2021-06-15,30.15402
2021-06-16,28.58485
2021-06-17,38.83867
2021-06-18,40.4223
2021-06-19,17.07281
2021-06-20,7.30349
2021-06-21,31.4484
2021-06-22,34.21071
2021-06-23,30.84821
2021-06-24,29.77077
2021-06-25,27.47848
2021-06-26,12.63287
2021-06-27,5.87171
2021-06-28,22.66252
2021-06-29,27.02292
2021-06-30,28.88856
2021-07-01,28.01359
2021-07-02,26.04671
2021-07-03,11.58435
2021-07-04,5.61139
2021-07-05,21.74416
2021-07-06,29.1055
2021-07-07,30.94945
2021-07-08,34.11671
2021-07-09,32.62708
2021-07-10,13.39214
2021-07-11,6.55144
2021-07-12,25.6273
2021-07-13,27.10246
2021-07-14,31.28208
2021-07-15,34.42765
2021-07-16,31.09407
2021-07-17,12.35085
2021-07-18,5.84279
2021-07-19,25.19343
2021-07-20,31.94012
2021-07-21,29.59722
2021-07-22,26.89276
2021-07-23,23.5158
2021-07-24,10.54306
2021-07-25,4.73642
2021-07-26,21.20182
2021-07-27,23.99305
2021-07-28,24.14491
2021-07-29,27.4134
2021-07-30,27.82558
2021-07-31,11.12878
2021-08-01,4.85212
2021-08-02,18.73598
2021-08-03,22.27203
2021-08-04,22.64805
2021-08-05,22.56851
2021-08-06,21.96109
2021-08-07,13.15351
2021-08-08,5.95126
2021-08-09,33.94316
2021-08-10,34.05163
2021-08-11,31.3327
2021-08-12,32.30891
2021-08-13,29.90093
2021-08-14,14.63591
2021-08-15,6.44298
2021-08-16,21.50553
2021-08-17,37.03087
2021-08-18,35.29539
2021-08-19,33.44421
2021-08-20,31.07238
2021-08-21,13.47892
2021-08-22,5.86448
2021-08-23,25.9527
2021-08-24,31.36886
2021-08-25,28.96811
2021-08-26,27.37001
2021-08-27,27.99913
2021-08-28,15.25779
2021-08-29,5.86448
2021-08-30,26.2998
2021-08-31,29.58276
2021-09-01,27.91235
2021-09-02,26.52397
2021-09-03,24.00028
2021-09-04,13.49338
2021-09-05,5.43784
2021-09-06,23.36394
2021-09-07,26.34319
2021-09-08,27.01569
2021-09-09,24.94757
2021-09-10,23.6098
2021-09-11,10.26827
2021-09-12,4.77257
2021-09-13,18.95292
2021-09-14,22.13464
2021-09-15,22.15633
2021-09-16,22.21418
2021-09-17,24.10875
2021-09-18,10.88292
2021-09-19,4.92443
2021-09-20,12.46655
2021-09-21,21.76585
2021-09-22,22.11295
2021-09-23,27.26878
2021-09-24,27.10246
2021-09-25,12.19177
2021-09-26,5.48123
2021-09-27,19.77004
2021-09-28,24.64386
2021-09-29,26.58905
2021-09-30,26.61797
2021-10-01,28.15821
2021-10-02,12.48824
2021-10-03,5.57524
2021-10-04,18.82999
2021-10-05,30.37095
2021-10-06,27.088
2021-10-07,25.17897
2021-10-08,24.23168
2021-10-09,11.74343
2021-10-10,5.52462
2021-10-11,15.57596
2021-10-12,26.95061
2021-10-13,28.76563
2021-10-14,34.91214
2021-10-15,30.46496
2021-10-16,13.28367
2021-10-17,5.53908
2021-10-18,23.06023
2021-10-19,27.63757
2021-10-20,26.78429
2021-10-21,26.67582
2021-10-22,26.27088
2021-10-23,13.33429
2021-10-24,6.95639
2021-10-25,26.42996
2021-10-26,30.32034
2021-10-27,27.25432
2021-10-28,27.60864
2021-10-29,25.09219
2021-10-30,10.87569
2021-10-31,4.86658
2021-11-01,21.04273
2021-11-02,24.12321
2021-11-03,24.11598
2021-11-04,27.10969
2021-11-05,28.61378
2021-11-06,15.9809
2021-11-07,6.80454
2021-11-08,30.55173
2021-11-09,34.76028
2021-11-10,36.95856
2021-11-11,49.12864
2021-11-12,42.23732
2021-11-13,18.07072
2021-11-14,8.80034
2021-11-15,33.01757
2021-11-16,41.89746
2021-11-17,39.80765
2021-11-18,38.33972
2021-11-19,34.94106
2021-11-20,16.17615
2021-11-21,6.36343
2021-11-22,27.49294
2021-11-23,40.52353
2021-11-24,37.86969
2021-11-25,34.56504
2021-11-26,35.39663
2021-11-27,18.76491
2021-11-28,9.46561
2021-11-29,36.32945
2021-11-30,40.08243
2021-12-01,39.37377
2021-12-02,34.47827
2021-12-03,31.3327
2021-12-04,16.19061
2021-12-05,7.52765
2021-12-06,26.91445
2021-12-07,29.11273
2021-12-08,29.37305
2021-12-09,27.89066
2021-12-10,26.42996
2021-12-11,13.18244
2021-12-12,5.16306
2021-12-13,22.64805
2021-12-14,27.31217
2021-12-15,26.63243
2021-12-16,30.55897
2021-12-17,36.69824
2021-12-18,15.94475
2021-12-19,5.76325
2021-12-20,28.36792
2021-12-21,30.25526
2021-12-22,29.25735
2021-12-23,31.36886
2021-12-24,25.90932
2021-12-25,9.22698
2021-12-26,5.14136
2021-12-27,22.67698
2021-12-28,29.98047
2021-12-29,29.36582
2021-12-30,25.80085
2021-12-31,28.38238
2022-01-01,14.28158
2022-01-02,6.98532
2022-01-03,29.62614
2022-01-04,32.85125
2022-01-05,35.06399
2022-01-06,38.94714
2022-01-07,34.99168
2022-01-08,15.3301
2022-01-09,6.16819
2022-01-10,27.38448
2022-01-11,32.72832
2022-01-12,35.10015
2022-01-13,32.77171
2022-01-14,31.82442
2022-01-15,13.67416
2022-01-16,5.60416
2022-01-17,23.69657
2022-01-18,27.91958
2022-01-19,29.45259
2022-01-20,40.5163
2022-01-21,38.3831
2022-01-22,17.26082
2022-01-23,6.76838
2022-01-24,36.1559
2022-01-25,45.1081
2022-01-26,43.79926
2022-01-27,41.14541
2022-01-28,37.11765
2022-01-29,17.1162
2022-01-30,7.13717
2022-01-31,15.46026
2022-02-01,23.84843
2022-02-02,27.59418
2022-02-03,34.78921
2022-02-04,33.48759
2022-02-05,15.85074
2022-02-06,7.29626
2022-02-07,27.54356
2022-02-08,32.77894
2022-02-09,33.08265
2022-02-10,33.95762
2022-02-11,32.18598
2022-02-12,21.71523
2022-02-13,9.21252
2022-02-14,44.61638
2022-02-15,61.37103
2022-02-16,48.22474
2022-02-17,57.72651
2022-02-18,60.58283
2022-02-19,25.57668
2022-02-20,12.69072
2022-02-21,51.23291
2022-02-22,64.42259
2022-02-23,54.42909
2022-02-24,100.0
2022-02-25,79.21035
2022-02-26,28.00636
2022-02-27,13.13905
2022-02-28,52.88162
2022-03-01,51.1606
2022-03-02,72.22503
2022-03-03,58.68103
2022-03-04,62.32554
2022-03-05,36.45961
2022-03-06,15.77843
2022-03-07,85.05314
2022-03-08,97.88126
2022-03-09,88.70489
2022-03-10,78.8271
2022-03-11,71.38621
2022-03-12,32.3523
2022-03-13,14.3105
2022-03-14,56.11396
2022-03-15,59.2306
2022-03-16,55.24622
2022-03-17,58.5581
2022-03-18,48.53568
2022-03-19,20.57994
2022-03-20,8.99558
2022-03-21,36.62593
2022-03-22,44.52961
2022-03-23,41.0948
2022-03-24,45.35396
2022-03-25,46.62665
2022-03-26,18.24426
2022-03-27,8.44601
2022-03-28,35.17969
2022-03-29,38.57111
2022-03-30,40.05351
2022-03-31,37.65275
2022-04-01,36.66931
2022-04-02,14.96131
2022-04-03,6.17542
2022-04-04,29.1055
2022-04-05,32.38845
2022-04-06,32.5837
2022-04-07,31.95458
2022-04-08,31.02899
2022-04-09,14.87453
2022-04-10,6.42851
2022-04-11,32.25829
2022-04-12,42.61334
2022-04-13,44.88393
2022-04-14,42.68566
2022-04-15,30.69636
2022-04-16,12.293
2022-04-17,6.2405
2022-04-18,42.34579
2022-04-19,42.75074
2022-04-20,37.81907
2022-04-21,36.26437
2022-04-22,34.60843
2022-04-23,14.91792
2022-04-24,6.55868
2022-04-25,31.44117
2022-04-26,35.70033
2022-04-27,36.98749
2022-04-28,35.06399
2022-04-29,35.33154
2022-04-30,16.12553
2022-05-01,7.31795
2022-05-02,29.06934
2022-05-03,34.04439
2022-05-04,31.45563
2022-05-05,29.92262
2022-05-06,36.83563
2022-05-07,14.94685
2022-05-08,6.58037
2022-05-09,28.80902
2022-05-10,34.31918
2022-05-11,33.1188
2022-05-12,37.12488
2022-05-13,33.57437
2022-05-14,13.44999
2022-05-15,5.93679
2022-05-16,29.17781
2022-05-17,32.52585
2022-05-18,30.07448
2022-05-19,32.99587
2022-05-20,32.13536
2022-05-21,12.77749
2022-05-22,5.40892
2022-05-23,27.13862
2022-05-24,29.34413
2022-05-25,28.40407
2022-05-26,26.50227
2022-05-27,25.02711
2022-05-28,10.4129
2022-05-29,4.44717
2022-05-30,21.75862
2022-05-31,23.48687
2022-06-01,18.35273
2022-06-02,24.23168
2022-06-03,25.12835
2022-06-04,10.71661
2022-06-05,4.98228
2022-06-06,14.59975
2022-06-07,24.61493
2022-06-08,26.40104
2022-06-09,23.97136
2022-06-10,23.053
2022-06-11,14.33943
2022-06-12,6.44298
2022-06-13,31.73765
2022-06-14,35.63525
2022-06-15,32.31614
2022-06-16,32.49692
2022-06-17,33.07542
2022-06-18,14.02125
2022-06-19,6.29835
2022-06-20,25.37421
2022-06-21,25.45375
2022-06-22,28.00636
2022-06-23,28.34622
2022-06-24,25.31636
2022-06-25,10.99862
2022-06-26,5.93679
2022-06-27,25.40313
2022-06-28,25.53329
2022-06-29,25.23682
2022-06-30,24.73786
2022-07-01,24.5137
2022-07-02,11.02755
2022-07-03,5.49569
2022-07-04,22.81437
2022-07-05,25.67792
2022-07-06,33.37189
2022-07-07,31.99074
2022-07-08,27.33386
2022-07-09,11.7362
2022-07-10,5.72709
2022-07-11,23.147
2022-07-12,25.95993
2022-07-13,27.13862
2022-07-14,30.76867
2022-07-15,29.19227
2022-07-16,11.7579
2022-07-17,5.25706
2022-07-18,22.63359
2022-07-19,25.88762
2022-07-20,24.91864
2022-07-21,28.17991
2022-07-22,27.90512
2022-07-23,12.32193
2022-07-24,5.36553
2022-07-25,23.1687
2022-07-26,25.13558
2022-07-27,24.09429
2022-07-28,28.38961
2022-07-29,27.95574
2022-07-30,12.69795
2022-07-31,5.90064
2022-08-01,22.19972
2022-08-02,29.01149
2022-08-03,27.7605
2022-08-04,28.59208
2022-08-05,29.82862
2022-08-06,11.47588
2022-08-07,5.73432
2022-08-08,21.12951
2022-08-09,25.22235
2022-08-10,25.76469
2022-08-11,24.10152
2022-08-12,22.0551
2022-08-13,10.91908
2022-08-14,5.1269
2022-08-15,14.45513
2022-08-16,23.62426
2022-08-17,22.04787
2022-08-18,22.58297
2022-08-19,22.07679
2022-08-20,10.26827
2022-08-21,4.223
2022-08-22,19.16986
2022-08-23,23.39287
2022-08-24,22.40219
2022-08-25,22.6119
2022-08-26,20.03037
2022-08-27,11.53373
2022-08-28,4.41825
2022-08-29,19.88574
2022-08-30,21.60676
2022-08-31,20.88365
2022-09-01,21.31752
2022-09-02,22.18526
2022-09-03,9.92118
2022-09-04,4.84489
2022-09-05,20.16053
2022-09-06,21.85985
2022-09-07,22.87945
2022-09-08,22.40219
2022-09-09,16.05322
2022-09-10,9.89225
2022-09-11,5.74155
2022-09-12,14.47682
2022-09-13,26.19856
2022-09-14,27.08077
2022-09-15,24.41969
2022-09-16,25.87316
2022-09-17,11.65666
2022-09-18,4.96059
2022-09-19,20.38469
2022-09-20,22.32988
2022-09-21,23.6098
2022-09-22,28.04975
2022-09-23,24.92588
2022-09-24,13.34152
2022-09-25,5.46677
2022-09-26,24.75233
2022-09-27,27.00846
2022-09-28,27.72434
2022-09-29,28.80902
2022-09-30,26.51674
2022-10-01,11.23725
2022-10-02,5.63308
2022-10-03,17.10897
2022-10-04,35.51232
2022-10-05,34.14563
2022-10-06,29.7563
2022-10-07,25.72854
2022-10-08,11.60604
2022-10-09,5.17752
2022-10-10,16.40031
2022-10-11,28.24499
2022-10-12,25.93824
2022-10-13,23.68211
2022-10-14,22.97346
2022-10-15,11.55542
2022-10-16,5.17752
2022-10-17,20.35577
2022-10-18,22.93007
2022-10-19,20.5727
2022-10-20,21.62846
2022-10-21,20.39916
2022-10-22,10.30443
2022-10-23,4.41825
2022-10-24,19.54588
2022-10-25,20.99934
2022-10-26,20.9198
2022-10-27,20.54378
2022-10-28,18.44674
2022-10-29,8.21462
2022-10-30,3.67343
2022-10-31,15.93029
2022-11-01,19.2494
2022-11-02,19.58203
2022-11-03,21.9177
2022-11-04,21.71523
2022-11-05,12.79195
2022-11-06,5.29322
2022-11-07,21.02827
2022-11-08,22.58297
2022-11-09,28.59932
2022-11-10,26.24918
2022-11-11,31.13746
2022-11-12,12.94381
2022-11-13,5.26429
2022-11-14,22.06233
2022-11-15,24.59324
2022-11-16,25.28743
2022-11-17,23.69657
2022-11-18,21.27413
2022-11-19,8.75696
2022-11-20,3.60112
2022-11-21,16.87034
2022-11-22,19.30725
2022-11-23,19.12647
2022-11-24,20.29792
2022-11-25,19.05416
2022-11-26,8.1423
2022-11-27,3.75298
2022-11-28,15.43857
2022-11-29,18.58413
2022-11-30,19.28555
2022-12-01,23.97859
2022-12-02,26.29257
2022-12-03,10.1815
2022-12-04,3.98438
2022-12-05,19.50972
2022-12-06,22.02617
2022-12-07,21.10781
2022-12-08,21.72969
2022-12-09,21.99725
2022-12-10,9.85609
2022-12-11,4.39655
2022-12-12,17.07281
2022-12-13,20.87641
2022-12-14,23.8195
2022-12-15,21.95386
2022-12-16,19.40125
2022-12-17,10.05134
2022-12-18,4.08561
2022-12-19,16.51601
2022-12-20,19.87128
2022-12-21,23.06746
2022-12-22,21.25967
2022-12-23,22.88668
2022-12-24,9.97902
2022-12-25,4.43994
2022-12-26,15.71335
2022-12-27,19.71943
2022-12-28,21.83093
2022-12-29,19.74112
2022-12-30,17.94779
2022-12-31,9.21975
2023-01-01,4.62795
2023-01-02,16.85588
2023-01-03,25.88039
2023-01-04,33.6756
2023-01-05,32.21491
2023-01-06,27.39894
2023-01-07,16.5594
2023-01-08,6.92024
2023-01-09,29.35859
2023-01-10,30.60958
2023-01-11,33.06095
2023-01-12,33.38636
2023-01-13,37.8263
2023-01-14,19.35787
2023-01-15,7.62166
2023-01-16,30.76144
2023-01-17,30.71082
2023-01-18,31.48456
2023-01-19,29.69122
2023-01-20,32.14259
2023-01-21,14.17311
2023-01-22,6.71053
2023-01-23,16.89203
2023-01-24,29.44536
2023-01-25,34.3481
2023-01-26,36.3873
2023-01-27,34.5795
2023-01-28,15.68443
2023-01-29,7.15163
2023-01-30,25.21512
2023-01-31,28.91026
2023-02-01,28.88856
2023-02-02,37.87692
2023-02-03,31.14469
2023-02-04,16.4437
2023-02-05,6.60929
2023-02-06,27.44956
2023-02-07,28.97534
2023-02-08,27.35555
2023-02-09,27.04461
2023-02-10,25.43929
2023-02-11,11.35295
2023-02-12,4.96782
2023-02-13,21.2669
2023-02-14,22.77821
2023-02-15,22.96623
2023-02-16,22.35158
2023-02-17,21.45491
2023-02-18,10.34781
2023-02-19,4.23024
2023-02-20,16.5594
2023-02-21,19.77727
2023-02-22,22.52512
2023-02-23,20.44254
2023-02-24,19.70496
2023-02-25,9.603
2023-02-26,4.2447
2023-02-27,16.74018
2023-02-28,19.1337
2023-03-01,17.25359
2023-03-02,22.56851
2023-03-03,19.81343
2023-03-04,10.55752
2023-03-05,4.54118
2023-03-06,17.63685
2023-03-07,19.37233
2023-03-08,20.60163
2023-03-09,19.54588
2023-03-10,22.53235
2023-03-11,14.53467
2023-03-12,6.63822
2023-03-13,33.78407
2023-03-14,47.4727
2023-03-15,40.82001
2023-03-16,46.52541
2023-03-17,42.00592
2023-03-18,30.40711
2023-03-19,11.34572
2023-03-20,63.95256
2023-03-21,57.10463
2023-03-22,48.34044
2023-03-23,59.39691
2023-03-24,59.85971
2023-03-25,23.52303
2023-03-26,9.82717
2023-03-27,40.15474
2023-03-28,43.01106
2023-03-29,41.18157
2023-03-30,40.58138
2023-03-31,40.56692
2023-04-01,18.44674
2023-04-02,7.93983
2023-04-03,36.49576
2023-04-04,57.36495
2023-04-05,73.13616
2023-04-06,62.83173
2023-04-07,42.02762
2023-04-08,15.79289
2023-04-09,9.80548
2023-04-10,38.34695
2023-04-11,45.36119
2023-04-12,52.80931
2023-04-13,56.85154
2023-04-14,53.93014
2023-04-15,20.98488
2023-04-16,8.21462
2023-04-17,40.32829
2023-04-18,43.24246
2023-04-19,41.7456
2023-04-20,41.33342
2023-04-21,37.99985
2023-04-22,16.47262
2023-04-23,6.78284
2023-04-24,30.14679
2023-04-25,36.79224
2023-04-26,40.58861
2023-04-27,40.10412
2023-04-28,32.70663
2023-04-29,14.36835
2023-04-30,6.10311
2023-05-01,24.10152
2023-05-02,34.24687
2023-05-03,45.83845
2023-05-04,55.64393
2023-05-05,41.16711
2023-05-06,20.37746
2023-05-07,8.75696
2023-05-08,37.55875
2023-05-09,40.54523
2023-05-10,42.11439
2023-05-11,41.10926
2023-05-12,36.76332
2023-05-13,16.78357
2023-05-14,7.73736
2023-05-15,31.06515
2023-05-16,34.16009
2023-05-17,37.2695
2023-05-18,34.79644
2023-05-19,35.58464
2023-05-20,16.58832
2023-05-21,6.92024
2023-05-22,30.53004
2023-05-23,35.07122
2023-05-24,35.41832
2023-05-25,33.27789
2023-05-26,29.34413
2023-05-27,12.77026
2023-05-28,6.00188
2023-05-29,18.72875
