date,삼성반도체주가
2020-07-06,5.29583
2020-07-07,8.76552
2020-07-08,9.24032
2020-07-09,5.47845
2020-07-10,3.83491
2020-07-11,3.36011
2020-07-12,3.14097
2020-07-13,3.76186
2020-07-14,3.68882
2020-07-15,3.87143
2020-07-16,3.87143
2020-07-17,3.72534
2020-07-18,3.39663
2020-07-19,3.87143
2020-07-20,4.85756
2020-07-21,6.61066
2020-07-22,7.92549
2020-07-23,9.42293
2020-07-24,6.46457
2020-07-25,4.56537
2020-07-26,7.12198
2020-07-27,9.13075
2020-07-28,9.89773
2020-07-29,10.4821
2020-07-30,14.31701
2020-07-31,11.4317
2020-08-01,5.95325
2020-08-02,5.4054
2020-08-03,7.45069
2020-08-04,6.93937
2020-08-05,8.94813
2020-08-06,7.92549
2020-08-07,8.1081
2020-08-08,6.53761
2020-08-09,5.8802
2020-08-10,13.22132
2020-08-11,15.81446
2020-08-12,11.86997
2020-08-13,13.55003
2020-08-14,8.61943
2020-08-15,4.74799
2020-08-16,4.01753
2020-08-17,4.09057
2020-08-18,7.59678
2020-08-19,4.85756
2020-08-20,5.51497
2020-08-21,4.27319
2020-08-22,2.48356
2020-08-23,3.28707
2020-08-24,5.00365
2020-08-25,4.38276
2020-08-26,3.68882
2020-08-27,5.25931
2020-08-28,4.96712
2020-08-29,4.20014
2020-08-30,12.96566
2020-08-31,15.8875
2020-09-01,11.10299
2020-09-02,14.06135
2020-09-03,11.61431
2020-09-04,8.61943
2020-09-05,6.93937
2020-09-06,4.52885
2020-09-07,9.31336
2020-09-08,9.31336
2020-09-09,12.16216
2020-09-10,10.44558
2020-09-11,6.97589
2020-09-12,5.29583
2020-09-13,7.19503
2020-09-14,9.38641
2020-09-15,18.2615
2020-09-16,11.83345
2020-09-17,8.40029
2020-09-18,7.81592
2020-09-19,5.36888
2020-09-20,5.47845
2020-09-21,6.61066
2020-09-22,7.99853
2020-09-23,6.13586
2020-09-24,5.98977
2020-09-25,5.00365
2020-09-26,3.87143
2020-09-27,4.67494
2020-09-28,8.43681
2020-09-29,3.83491
2020-09-30,3.21402
2020-10-01,4.41928
2020-10-02,3.36011
2020-10-03,3.28707
2020-10-04,4.05405
2020-10-05,5.07669
2020-10-06,5.95325
2020-10-07,5.22279
2020-10-08,7.56026
2020-10-09,4.1271
2020-10-10,3.61577
2020-10-11,3.83491
2020-10-12,6.24543
2020-10-13,6.39152
2020-10-14,7.3046
2020-10-15,8.69247
2020-10-16,5.62454
2020-10-17,4.38276
2020-10-18,4.67494
2020-10-19,6.50109
2020-10-20,5.36888
2020-10-21,5.8802
2020-10-22,3.68882
2020-10-23,4.05405
2020-10-24,2.99488
2020-10-25,13.22132
2020-10-26,17.09276
2020-10-27,11.65084
2020-10-28,14.06135
2020-10-29,10.08035
2020-10-30,11.83345
2020-10-31,6.75675
2020-11-01,5.4054
2020-11-02,6.20891
2020-11-03,5.80715
2020-11-04,5.80715
2020-11-05,5.47845
2020-11-06,5.84368
2020-11-07,3.06793
2020-11-08,2.88531
2020-11-09,5.36888
2020-11-10,5.00365
2020-11-11,4.60189
2020-11-12,6.90284
2020-11-13,5.44192
2020-11-14,3.14097
2020-11-15,2.62965
2020-11-16,6.24543
2020-11-17,4.9306
2020-11-18,5.11322
2020-11-19,4.74799
2020-11-20,2.66617
2020-11-21,2.92184
2020-11-22,1.93571
2020-11-23,4.71146
2020-11-24,5.4054
2020-11-25,8.29072
2020-11-26,13.36742
2020-11-27,11.24908
2020-11-28,9.0577
2020-11-29,13.40394
2020-11-30,13.80569
2020-12-01,16.94667
2020-12-02,22.64426
2020-12-03,22.53469
2020-12-04,20.52593
2020-12-05,10.84733
2020-12-06,17.45799
2020-12-07,23.55734
2020-12-08,17.42147
2020-12-09,17.85975
2020-12-10,15.12052
2020-12-11,15.66837
2020-12-12,9.02118
2020-12-13,10.11687
2020-12-14,13.73265
2020-12-15,12.05259
2020-12-16,12.01607
2020-12-17,10.11687
2020-12-18,14.93791
2020-12-19,10.55514
2020-12-20,8.18115
2020-12-21,12.85609
2020-12-22,10.77428
2020-12-23,11.50474
2020-12-24,15.084
2020-12-25,11.02994
2020-12-26,19.94156
2020-12-27,13.69612
2020-12-28,18.77282
2020-12-29,15.77794
2020-12-30,21.84075
2020-12-31,13.87874
2021-01-01,15.084
2021-01-02,12.78305
2021-01-03,15.01095
2021-01-04,36.15777
2021-01-05,39.62746
2021-01-06,42.91453
2021-01-07,37.91088
2021-01-08,49.26953
2021-01-09,30.93498
2021-01-10,27.90357
2021-01-11,46.89554
2021-01-12,38.4222
2021-01-13,31.55588
2021-01-14,30.75237
2021-01-15,28.59751
2021-01-16,16.58144
2021-01-17,16.25273
2021-01-18,41.89189
2021-01-19,36.48648
2021-01-20,21.73119
2021-01-21,26.29656
2021-01-22,29.58363
2021-01-23,18.99196
2021-01-24,25.38349
2021-01-25,66.69101
2021-01-26,45.21548
2021-01-27,39.51789
2021-01-28,33.60116
2021-01-29,22.68078
2021-01-30,24.68955
2021-01-31,19.90504
2021-02-01,23.48429
2021-02-02,17.38495
2021-02-03,17.7867
2021-02-04,18.66325
2021-02-05,16.69101
2021-02-06,11.50474
2021-02-07,16.58144
2021-02-08,16.80058
2021-02-09,17.64061
2021-02-10,15.96055
2021-02-11,12.45434
2021-02-12,21.62162
2021-02-13,18.95544
2021-02-14,21.9138
2021-02-15,30.82542
2021-02-16,23.92257
2021-02-17,24.68955
2021-02-18,33.41855
2021-02-19,18.55368
2021-02-20,15.41271
2021-02-21,15.33966
2021-02-22,17.42147
2021-02-23,21.51205
2021-02-24,19.64937
2021-02-25,22.24251
2021-02-26,22.8634
2021-02-27,15.92403
2021-02-28,36.30387
2021-03-01,25.5661
2021-03-02,22.24251
2021-03-03,18.77282
2021-03-04,16.25273
2021-03-05,16.14317
2021-03-06,11.83345
2021-03-07,20.19722
2021-03-08,17.38495
2021-03-09,17.27538
2021-03-10,16.47187
2021-03-11,19.57633
2021-03-12,16.14317
2021-03-13,19.57633
2021-03-14,19.83199
2021-03-15,23.19211
2021-03-16,15.81446
2021-03-17,17.16581
2021-03-18,22.13294
2021-03-19,16.80058
2021-03-20,14.09788
2021-03-21,55.18626
2021-03-22,23.95909
2021-03-23,19.50328
2021-03-24,16.8371
2021-03-25,16.47187
2021-03-26,15.5588
2021-03-27,10.73776
2021-03-28,9.82468
2021-03-29,12.16216
2021-03-30,12.96566
2021-03-31,14.57268
2021-04-01,16.58144
2021-04-02,24.79912
2021-04-03,24.36084
2021-04-04,22.53469
2021-04-05,22.3886
2021-04-06,21.40248
2021-04-07,23.77647
2021-04-08,18.00584
2021-04-09,18.88239
2021-04-10,11.46822
2021-04-11,11.57779
2021-04-12,16.87363
2021-04-13,38.78743
2021-04-14,21.73119
2021-04-15,21.14682
2021-04-16,20.67202
2021-04-17,19.35719
2021-04-18,19.06501
2021-04-19,22.64426
2021-04-20,19.6859
2021-04-21,26.44265
2021-04-22,22.3886
2021-04-23,18.51716
2021-04-24,11.9065
2021-04-25,15.23009
2021-04-26,17.12929
2021-04-27,16.14317
2021-04-28,17.56756
2021-04-29,15.41271
2021-04-30,19.28414
2021-05-01,9.27684
2021-05-02,6.93937
2021-05-03,14.39006
2021-05-04,14.02483
2021-05-05,10.88385
2021-05-06,13.58655
2021-05-07,12.08911
2021-05-08,7.92549
2021-05-09,7.48721
2021-05-10,12.41782
2021-05-11,16.0336
2021-05-12,18.55368
2021-05-13,32.94375
2021-05-14,29.43754
2021-05-15,13.51351
2021-05-16,16.17969
2021-05-17,25.74872
2021-05-18,16.69101
2021-05-19,15.26661
2021-05-20,23.813
2021-05-21,23.55734
2021-05-22,15.81446
2021-05-23,14.31701
2021-05-24,17.7867
2021-05-25,18.22498
2021-05-26,13.1848
2021-05-27,16.25273
2021-05-28,12.41782
2021-05-29,7.04894
2021-05-30,6.02629
2021-05-31,9.09422
2021-06-01,8.18115
2021-06-02,15.41271
2021-06-03,17.23886
2021-06-04,11.21256
2021-06-05,7.19503
2021-06-06,6.06281
2021-06-07,9.24032
2021-06-08,8.2542
2021-06-09,10.9569
2021-06-10,9.24032
2021-06-11,11.46822
2021-06-12,4.60189
2021-06-13,4.78451
2021-06-14,8.18115
2021-06-15,7.96201
2021-06-16,6.8298
2021-06-17,8.65595
2021-06-18,10.08035
2021-06-19,5.62454
2021-06-20,5.80715
2021-06-21,8.47333
2021-06-22,10.77428
2021-06-23,15.01095
2021-06-24,14.02483
2021-06-25,8.72899
2021-06-26,6.28195
2021-06-27,6.355
2021-06-28,13.95178
2021-06-29,11.06647
2021-06-30,9.34989
2021-07-01,7.26807
2021-07-02,6.46457
2021-07-03,3.46968
2021-07-04,3.79839
2021-07-05,7.59678
2021-07-06,11.02994
2021-07-07,20.52593
2021-07-08,14.46311
2021-07-09,7.1585
2021-07-10,5.29583
2021-07-11,5.66106
2021-07-12,5.55149
2021-07-13,5.55149
2021-07-14,5.29583
2021-07-15,7.12198
2021-07-16,5.58802
2021-07-17,4.71146
2021-07-18,4.89408
2021-07-19,5.98977
2021-07-20,6.53761
2021-07-21,5.8802
2021-07-22,7.70635
2021-07-23,7.88897
2021-07-24,3.25054
2021-07-25,6.79327
2021-07-26,6.61066
2021-07-27,8.18115
2021-07-28,7.23155
2021-07-29,14.68224
2021-07-30,9.16727
2021-07-31,4.9306
2021-08-01,7.23155
2021-08-02,8.69247
2021-08-03,10.18991
2021-08-04,9.45945
2021-08-05,9.13075
2021-08-06,7.96201
2021-08-07,6.09934
2021-08-08,5.77063
2021-08-09,14.49963
2021-08-10,14.93791
2021-08-11,12.12563
2021-08-12,16.76406
2021-08-13,21.84075
2021-08-14,13.55003
2021-08-15,10.15339
2021-08-16,10.73776
2021-08-17,13.22132
2021-08-18,10.51862
2021-08-19,9.71512
2021-08-20,9.75164
2021-08-21,5.91672
2021-08-22,5.07669
2021-08-23,7.99853
2021-08-24,20.34331
2021-08-25,20.08765
2021-08-26,11.68736
2021-08-27,9.20379
2021-08-28,6.46457
2021-08-29,6.39152
2021-08-30,8.18115
2021-08-31,8.54638
2021-09-01,8.2542
2021-09-02,6.53761
2021-09-03,6.90284
2021-09-04,3.46968
2021-09-05,5.33235
2021-09-06,6.46457
2021-09-07,7.01241
2021-09-08,5.80715
2021-09-09,8.03506
2021-09-10,4.78451
2021-09-11,2.73922
2021-09-12,2.59313
2021-09-13,3.72534
2021-09-14,4.49233
2021-09-15,4.09057
2021-09-16,3.21402
2021-09-17,3.0314
2021-09-18,2.11833
2021-09-19,2.04528
2021-09-20,2.88531
2021-09-21,4.49233
2021-09-22,3.90796
2021-09-23,5.8802
2021-09-24,8.47333
2021-09-25,4.49233
2021-09-26,3.94448
2021-09-27,6.75675
2021-09-28,4.4558
2021-09-29,6.90284
2021-09-30,4.41928
2021-10-01,3.79839
2021-10-02,3.0314
2021-10-03,3.21402
2021-10-04,2.92184
2021-10-05,5.00365
2021-10-06,4.49233
2021-10-07,5.25931
2021-10-08,6.8298
2021-10-09,4.01753
2021-10-10,2.95836
2021-10-11,3.54273
2021-10-12,6.93937
2021-10-13,6.50109
2021-10-14,5.66106
2021-10-15,4.56537
2021-10-16,3.76186
2021-10-17,2.77574
2021-10-18,3.72534
2021-10-19,2.95836
2021-10-20,2.48356
2021-10-21,3.46968
2021-10-22,2.59313
2021-10-23,2.19138
2021-10-24,2.81227
2021-10-25,3.14097
2021-10-26,6.90284
2021-10-27,5.29583
2021-10-28,6.06281
2021-10-29,5.8802
2021-10-30,3.57925
2021-10-31,2.88531
2021-11-01,4.1271
2021-11-02,4.56537
2021-11-03,4.82103
2021-11-04,5.04017
2021-11-05,3.76186
2021-11-06,1.93571
2021-11-07,2.41051
2021-11-08,3.43316
2021-11-09,4.67494
2021-11-10,3.68882
2021-11-11,3.46968
2021-11-12,2.33747
2021-11-13,1.97224
2021-11-14,3.28707
2021-11-15,5.11322
2021-11-16,4.49233
2021-11-17,3.32359
2021-11-18,3.79839
2021-11-19,4.34623
2021-11-20,2.55661
2021-11-21,2.81227
2021-11-22,8.76552
2021-11-23,6.31848
2021-11-24,9.89773
2021-11-25,6.57414
2021-11-26,4.4558
2021-11-27,3.10445
2021-11-28,3.39663
2021-11-29,4.71146
2021-11-30,4.41928
2021-12-01,5.47845
2021-12-02,4.60189
2021-12-03,3.87143
2021-12-04,2.88531
2021-12-05,4.78451
2021-12-06,4.23666
2021-12-07,4.82103
2021-12-08,4.96712
2021-12-09,6.24543
2021-12-10,3.61577
2021-12-11,2.55661
2021-12-12,4.74799
2021-12-13,6.20891
2021-12-14,4.34623
2021-12-15,3.90796
2021-12-16,3.72534
2021-12-17,3.06793
2021-12-18,2.44704
2021-12-19,6.90284
2021-12-20,8.5829
2021-12-21,4.78451
2021-12-22,5.11322
2021-12-23,3.61577
2021-12-24,4.52885
2021-12-25,3.46968
2021-12-26,2.95836
2021-12-27,4.52885
2021-12-28,4.1271
2021-12-29,4.89408
2021-12-30,6.09934
2021-12-31,2.92184
2022-01-01,3.32359
2022-01-02,3.21402
2022-01-03,5.25931
2022-01-04,6.355
2022-01-05,5.91672
2022-01-06,5.00365
2022-01-07,6.39152
2022-01-08,3.76186
2022-01-09,5.66106
2022-01-10,6.64718
2022-01-11,5.84368
2022-01-12,5.73411
2022-01-13,4.82103
2022-01-14,4.82103
2022-01-15,2.73922
2022-01-16,3.76186
2022-01-17,3.90796
2022-01-18,5.55149
2022-01-19,4.38276
2022-01-20,6.86632
2022-01-21,6.97589
2022-01-22,4.82103
2022-01-23,2.81227
2022-01-24,3.43316
2022-01-25,4.67494
2022-01-26,4.34623
2022-01-27,10.08035
2022-01-28,7.19503
2022-01-29,3.61577
2022-01-30,4.23666
2022-01-31,3.36011
2022-02-01,6.28195
2022-02-02,6.20891
2022-02-03,6.09934
2022-02-04,4.23666
2022-02-05,3.14097
2022-02-06,3.06793
2022-02-07,5.25931
2022-02-08,4.20014
2022-02-09,3.90796
2022-02-10,3.68882
2022-02-11,3.1775
2022-02-12,3.0314
2022-02-13,2.33747
2022-02-14,4.78451
2022-02-15,3.14097
2022-02-16,3.76186
2022-02-17,3.1775
2022-02-18,3.46968
2022-02-19,3.1775
2022-02-20,3.43316
2022-02-21,4.16362
2022-02-22,3.94448
2022-02-23,2.88531
2022-02-24,5.18626
2022-02-25,5.00365
2022-02-26,2.92184
2022-02-27,3.32359
2022-02-28,3.57925
2022-03-01,3.43316
2022-03-02,4.16362
2022-03-03,3.43316
2022-03-04,3.61577
2022-03-05,3.43316
2022-03-06,2.11833
2022-03-07,3.46968
2022-03-08,4.34623
2022-03-09,3.21402
2022-03-10,4.16362
2022-03-11,3.6523
2022-03-12,2.81227
2022-03-13,3.28707
2022-03-14,3.6523
2022-03-15,3.87143
2022-03-16,4.23666
2022-03-17,4.1271
2022-03-18,3.0314
2022-03-19,2.77574
2022-03-20,1.71658
2022-03-21,2.48356
2022-03-22,3.10445
2022-03-23,3.94448
2022-03-24,3.1775
2022-03-25,3.39663
2022-03-26,1.7531
2022-03-27,2.2279
2022-03-28,3.61577
2022-03-29,3.68882
2022-03-30,2.88531
2022-03-31,3.6523
2022-04-01,2.99488
2022-04-02,2.04528
2022-04-03,1.38787
2022-04-04,2.04528
2022-04-05,3.0314
2022-04-06,2.99488
2022-04-07,5.73411
2022-04-08,3.54273
2022-04-09,2.2279
2022-04-10,2.04528
2022-04-11,3.32359
2022-04-12,3.79839
2022-04-13,3.14097
2022-04-14,5.8802
2022-04-15,5.22279
2022-04-16,2.88531
2022-04-17,2.73922
2022-04-18,2.7027
2022-04-19,3.21402
2022-04-20,2.92184
2022-04-21,3.57925
2022-04-22,2.81227
2022-04-23,2.15485
2022-04-24,2.84879
2022-04-25,5.44192
2022-04-26,4.20014
2022-04-27,4.05405
2022-04-28,3.79839
2022-04-29,3.94448
2022-04-30,3.25054
2022-05-01,2.26442
2022-05-02,2.77574
2022-05-03,3.36011
2022-05-04,2.73922
2022-05-05,2.15485
2022-05-06,2.92184
2022-05-07,2.15485
2022-05-08,1.46092
2022-05-09,3.06793
2022-05-10,3.83491
2022-05-11,3.32359
2022-05-12,3.5062
2022-05-13,4.01753
2022-05-14,2.00876
2022-05-15,2.84879
2022-05-16,3.10445
2022-05-17,3.06793
2022-05-18,4.71146
2022-05-19,10.70124
2022-05-20,59.13075
2022-05-21,32.50547
2022-05-22,14.17092
2022-05-23,21.76771
2022-05-24,22.46165
2022-05-25,14.35354
2022-05-26,9.09422
2022-05-27,6.17238
2022-05-28,3.90796
2022-05-29,3.6523
2022-05-30,5.14974
2022-05-31,6.50109
2022-06-01,4.52885
2022-06-02,5.84368
2022-06-03,6.02629
2022-06-04,3.14097
2022-06-05,6.06281
2022-06-06,3.61577
2022-06-07,5.04017
2022-06-08,9.16727
2022-06-09,6.75675
2022-06-10,6.13586
2022-06-11,4.16362
2022-06-12,5.11322
2022-06-13,6.64718
2022-06-14,9.20379
2022-06-15,9.49598
2022-06-16,4.74799
2022-06-17,4.78451
2022-06-18,2.99488
2022-06-19,2.59313
2022-06-20,4.67494
2022-06-21,3.68882
2022-06-22,3.25054
2022-06-23,3.981
2022-06-24,2.55661
2022-06-25,2.73922
2022-06-26,4.38276
2022-06-27,5.66106
2022-06-28,4.30971
2022-06-29,4.96712
2022-06-30,10.29948
2022-07-01,9.71512
2022-07-02,4.82103
2022-07-03,4.4558
2022-07-04,5.14974
2022-07-05,5.07669
2022-07-06,5.36888
2022-07-07,5.18626
2022-07-08,3.76186
2022-07-09,2.66617
2022-07-10,2.04528
2022-07-11,2.77574
2022-07-12,3.61577
2022-07-13,2.44704
2022-07-14,3.14097
2022-07-15,2.99488
2022-07-16,2.73922
2022-07-17,1.60701
2022-07-18,3.25054
2022-07-19,6.20891
2022-07-20,4.05405
2022-07-21,3.28707
2022-07-22,4.78451
2022-07-23,2.33747
2022-07-24,2.08181
2022-07-25,6.68371
2022-07-26,5.14974
2022-07-27,3.21402
2022-07-28,2.77574
2022-07-29,2.95836
2022-07-30,1.82615
2022-07-31,1.20525
2022-08-01,2.11833
2022-08-02,3.54273
2022-08-03,4.23666
2022-08-04,3.10445
2022-08-05,2.59313
2022-08-06,1.31482
2022-08-07,1.46092
2022-08-08,3.0314
2022-08-09,2.99488
2022-08-10,5.04017
2022-08-11,4.01753
2022-08-12,2.92184
2022-08-13,1.38787
2022-08-14,2.62965
2022-08-15,2.52008
2022-08-16,3.39663
2022-08-17,3.5062
2022-08-18,2.59313
2022-08-19,2.81227
2022-08-20,3.06793
2022-08-21,1.57048
2022-08-22,2.59313
2022-08-23,2.2279
2022-08-24,2.52008
2022-08-25,1.86267
2022-08-26,2.04528
2022-08-27,2.08181
2022-08-28,1.89919
2022-08-29,2.52008
2022-08-30,3.10445
2022-08-31,0.94959
2022-09-01,0.94959
2022-09-02,1.31482
2022-09-03,1.02264
2022-09-04,0.73046
2022-09-05,0.94959
2022-09-06,0.98612
2022-09-07,1.38787
2022-09-08,0.76698
2022-09-09,0.36523
2022-09-10,0.47479
2022-09-11,0.8035
2022-09-12,0.84002
2022-09-13,1.09569
2022-09-14,1.53396
2022-09-15,1.35135
2022-09-16,0.94959
2022-09-17,0.94959
2022-09-18,1.64353
2022-09-19,2.00876
2022-09-20,1.49744
2022-09-21,1.60701
2022-09-22,2.59313
2022-09-23,2.55661
2022-09-24,1.64353
2022-09-25,0.94959
2022-09-26,2.2279
2022-09-27,2.99488
2022-09-28,3.14097
2022-09-29,3.14097
2022-09-30,2.66617
2022-10-01,1.20525
2022-10-02,2.08181
2022-10-03,1.93571
2022-10-04,2.99488
2022-10-05,2.04528
2022-10-06,2.73922
2022-10-07,1.46092
2022-10-08,1.35135
2022-10-09,1.13221
2022-10-10,1.42439
2022-10-11,2.62965
2022-10-12,2.00876
2022-10-13,1.57048
2022-10-14,1.71658
2022-10-15,1.38787
2022-10-16,1.49744
2022-10-17,1.78962
2022-10-18,2.11833
2022-10-19,2.04528
2022-10-20,0.91307
2022-10-21,1.38787
2022-10-22,0.91307
2022-10-23,0.94959
2022-10-24,1.86267
2022-10-25,1.82615
2022-10-26,2.2279
2022-10-27,3.5062
2022-10-28,2.41051
2022-10-29,1.93571
2022-10-30,1.24178
2022-10-31,1.57048
2022-11-01,1.57048
2022-11-02,1.38787
2022-11-03,1.89919
2022-11-04,1.68005
2022-11-05,1.35135
2022-11-06,1.05916
2022-11-07,1.24178
2022-11-08,2.48356
2022-11-09,2.19138
2022-11-10,2.00876
2022-11-11,2.37399
2022-11-12,2.19138
2022-11-13,0.91307
2022-11-14,1.31482
2022-11-15,2.26442
2022-11-16,2.48356
2022-11-17,2.73922
2022-11-18,1.89919
2022-11-19,1.7531
2022-11-20,1.20525
2022-11-21,2.2279
2022-11-22,1.89919
2022-11-23,2.00876
2022-11-24,1.24178
2022-11-25,1.20525
2022-11-26,1.24178
2022-11-27,1.13221
2022-11-28,1.97224
2022-11-29,1.20525
2022-11-30,1.93571
2022-12-01,1.60701
2022-12-02,1.13221
2022-12-03,0.65741
2022-12-04,0.94959
2022-12-05,1.24178
2022-12-06,1.2783
2022-12-07,1.82615
2022-12-08,1.68005
2022-12-09,1.02264
2022-12-10,1.05916
2022-12-11,1.02264
2022-12-12,0.94959
2022-12-13,1.64353
2022-12-14,1.38787
2022-12-15,1.7531
2022-12-16,0.73046
2022-12-17,0.8035
2022-12-18,0.98612
2022-12-19,1.71658
2022-12-20,1.38787
2022-12-21,2.08181
2022-12-22,1.16873
2022-12-23,1.42439
2022-12-24,1.24178
2022-12-25,0.69393
2022-12-26,1.68005
2022-12-27,1.35135
2022-12-28,2.30094
2022-12-29,2.11833
2022-12-30,1.42439
2022-12-31,1.46092
2023-01-01,1.38787
2023-01-02,2.48356
2023-01-03,2.88531
2023-01-04,3.39663
2023-01-05,2.26442
2023-01-06,3.46968
2023-01-07,1.89919
2023-01-08,1.24178
2023-01-09,1.53396
2023-01-10,2.04528
2023-01-11,1.78962
2023-01-12,1.2783
2023-01-13,1.46092
2023-01-14,0.8035
2023-01-15,0.65741
2023-01-16,1.82615
2023-01-17,2.44704
2023-01-18,1.7531
2023-01-19,1.24178
2023-01-20,1.46092
2023-01-21,1.42439
2023-01-22,1.35135
2023-01-23,1.31482
2023-01-24,1.42439
2023-01-25,1.68005
2023-01-26,2.33747
2023-01-27,2.15485
2023-01-28,1.68005
2023-01-29,1.24178
2023-01-30,1.89919
2023-01-31,4.85756
2023-02-01,3.25054
2023-02-02,3.1775
2023-02-03,2.2279
2023-02-04,1.57048
2023-02-05,1.2783
2023-02-06,1.89919
2023-02-07,2.30094
2023-02-08,2.44704
2023-02-09,1.20525
2023-02-10,1.31482
2023-02-11,1.49744
2023-02-12,0.91307
2023-02-13,2.04528
2023-02-14,1.64353
2023-02-15,1.89919
2023-02-16,2.84879
2023-02-17,2.33747
2023-02-18,1.53396
2023-02-19,1.60701
2023-02-20,1.97224
2023-02-21,2.33747
2023-02-22,1.7531
2023-02-23,1.60701
2023-02-24,3.21402
2023-02-25,1.2783
2023-02-26,1.46092
2023-02-27,2.30094
2023-02-28,1.82615
2023-03-01,2.99488
2023-03-02,2.99488
2023-03-03,2.37399
2023-03-04,1.2783
2023-03-05,2.73922
2023-03-06,3.25054
2023-03-07,3.21402
2023-03-08,1.53396
2023-03-09,1.71658
2023-03-10,1.93571
2023-03-11,1.35135
2023-03-12,0.91307
2023-03-13,1.68005
2023-03-14,1.46092
2023-03-15,4.20014
2023-03-16,4.71146
2023-03-17,2.88531
2023-03-18,1.82615
2023-03-19,1.31482
2023-03-20,2.52008
2023-03-21,2.2279
2023-03-22,3.46968
2023-03-23,2.55661
2023-03-24,2.41051
2023-03-25,1.38787
2023-03-26,1.46092
2023-03-27,1.78962
2023-03-28,1.53396
2023-03-29,2.11833
2023-03-30,3.61577
2023-03-31,2.88531
2023-04-01,1.89919
2023-04-02,1.57048
2023-04-03,2.59313
2023-04-04,2.62965
2023-04-05,2.26442
2023-04-06,3.43316
2023-04-07,6.64718
2023-04-08,3.5062
2023-04-09,2.66617
2023-04-10,4.27319
2023-04-11,3.5062
2023-04-12,3.0314
2023-04-13,2.73922
2023-04-14,2.08181
2023-04-15,1.68005
2023-04-16,1.60701
2023-04-17,2.48356
2023-04-18,1.31482
2023-04-19,2.04528
2023-04-20,1.82615
2023-04-21,1.93571
2023-04-22,0.69393
2023-04-23,1.16873
2023-04-24,2.26442
2023-04-25,2.08181
2023-04-26,2.44704
2023-04-27,5.62454
2023-04-28,2.2279
2023-04-29,1.35135
2023-04-30,0.98612
2023-05-01,1.13221
2023-05-02,2.19138
2023-05-03,1.68005
2023-05-04,0.76698
2023-05-05,0.91307
2023-05-06,1.24178
2023-05-07,2.04528
2023-05-08,2.15485
2023-05-09,1.89919
2023-05-10,1.93571
2023-05-11,1.2783
2023-05-12,0.84002
2023-05-13,0.62089
2023-05-14,0.84002
2023-05-15,1.89919
2023-05-16,1.64353
2023-05-17,1.71658
2023-05-18,3.28707
2023-05-19,2.7027
2023-05-20,1.57048
2023-05-21,1.38787
2023-05-22,2.7027
2023-05-23,2.04528
2023-05-24,1.68005
2023-05-25,2.00876
2023-05-26,3.28707
2023-05-27,1.49744
2023-05-28,1.97224
