date,민원신고
2020-03-20,27.75119
2020-03-21,24.40191
2020-03-22,24.88038
2020-03-23,26.79425
2020-03-24,26.31578
2020-03-25,32.05741
2020-03-26,31.57894
2020-03-27,22.00956
2020-03-28,21.05263
2020-03-29,22.00956
2020-03-30,31.57894
2020-03-31,31.57894
2020-04-01,29.66507
2020-04-02,42.58373
2020-04-03,40.66985
2020-04-04,22.48803
2020-04-05,18.18181
2020-04-06,33.49282
2020-04-07,36.8421
2020-04-08,33.01435
2020-04-09,35.40669
2020-04-10,29.66507
2020-04-11,28.22966
2020-04-12,22.9665
2020-04-13,30.622
2020-04-14,39.71291
2020-04-15,20.57416
2020-04-16,44.97607
2020-04-17,29.1866
2020-04-18,24.88038
2020-04-19,29.1866
2020-04-20,31.10047
2020-04-21,35.88516
2020-04-22,32.05741
2020-04-23,32.05741
2020-04-24,25.35885
2020-04-25,13.87559
2020-04-26,16.74641
2020-04-27,30.14354
2020-04-28,32.05741
2020-04-29,34.44976
2020-04-30,22.00956
2020-05-01,24.40191
2020-05-02,13.87559
2020-05-03,22.48803
2020-05-04,36.8421
2020-05-05,25.83732
2020-05-06,33.01435
2020-05-07,33.97129
2020-05-08,23.44497
2020-05-09,14.35406
2020-05-10,20.09569
2020-05-11,31.10047
2020-05-12,25.83732
2020-05-13,28.70813
2020-05-14,37.79904
2020-05-15,30.622
2020-05-16,26.31578
2020-05-17,17.70334
2020-05-18,26.79425
2020-05-19,29.1866
2020-05-20,37.79904
2020-05-21,26.79425
2020-05-22,29.1866
2020-05-23,24.40191
2020-05-24,17.70334
2020-05-25,25.83732
2020-05-26,37.32057
2020-05-27,24.88038
2020-05-28,35.40669
2020-05-29,36.36363
2020-05-30,34.44976
2020-05-31,27.27272
2020-06-01,26.79425
2020-06-02,37.32057
2020-06-03,32.53588
2020-06-04,36.8421
2020-06-05,37.79904
2020-06-06,30.622
2020-06-07,25.83732
2020-06-08,41.62679
2020-06-09,38.75598
2020-06-10,26.79425
2020-06-11,28.22966
2020-06-12,34.44976
2020-06-13,30.14354
2020-06-14,23.92344
2020-06-15,33.49282
2020-06-16,33.49282
2020-06-17,25.35885
2020-06-18,29.1866
2020-06-19,28.22966
2020-06-20,22.48803
2020-06-21,18.66028
2020-06-22,30.14354
2020-06-23,41.14832
2020-06-24,30.14354
2020-06-25,23.44497
2020-06-26,28.70813
2020-06-27,23.92344
2020-06-28,20.57416
2020-06-29,27.27272
2020-06-30,22.48803
2020-07-01,31.57894
2020-07-02,37.79904
2020-07-03,32.53588
2020-07-04,23.92344
2020-07-05,33.01435
2020-07-06,31.57894
2020-07-07,31.57894
2020-07-08,25.83732
2020-07-09,28.22966
2020-07-10,29.66507
2020-07-11,22.9665
2020-07-12,18.18181
2020-07-13,25.35885
2020-07-14,29.66507
2020-07-15,33.49282
2020-07-16,32.53588
2020-07-17,27.75119
2020-07-18,32.53588
2020-07-19,29.1866
2020-07-20,41.62679
2020-07-21,45.45454
2020-07-22,49.76076
2020-07-23,27.75119
2020-07-24,28.22966
2020-07-25,21.05263
2020-07-26,24.40191
2020-07-27,34.92822
2020-07-28,29.66507
2020-07-29,23.44497
2020-07-30,35.88516
2020-07-31,26.31578
2020-08-01,22.9665
2020-08-02,13.39712
2020-08-03,31.57894
2020-08-04,24.88038
2020-08-05,30.14354
2020-08-06,38.75598
2020-08-07,42.10526
2020-08-08,22.9665
2020-08-09,19.13875
2020-08-10,23.44497
2020-08-11,33.49282
2020-08-12,41.62679
2020-08-13,33.49282
2020-08-14,28.70813
2020-08-15,19.13875
2020-08-16,10.04784
2020-08-17,22.00956
2020-08-18,36.8421
2020-08-19,49.76076
2020-08-20,39.71291
2020-08-21,35.88516
2020-08-22,27.27272
2020-08-23,34.92822
2020-08-24,40.19138
2020-08-25,44.4976
2020-08-26,42.58373
2020-08-27,34.92822
2020-08-28,31.10047
2020-08-29,22.00956
2020-08-30,28.22966
2020-08-31,38.27751
2020-09-01,44.01913
2020-09-02,32.05741
2020-09-03,33.49282
2020-09-04,42.58373
2020-09-05,43.0622
2020-09-06,36.36363
2020-09-07,36.8421
2020-09-08,29.66507
2020-09-09,34.92822
2020-09-10,44.97607
2020-09-11,42.10526
2020-09-12,24.40191
2020-09-13,28.70813
2020-09-14,36.36363
2020-09-15,35.40669
2020-09-16,33.97129
2020-09-17,33.49282
2020-09-18,43.0622
2020-09-19,31.57894
2020-09-20,27.27272
2020-09-21,39.71291
2020-09-22,30.622
2020-09-23,33.01435
2020-09-24,34.92822
2020-09-25,38.75598
2020-09-26,35.88516
2020-09-27,26.79425
2020-09-28,44.97607
2020-09-29,27.27272
2020-09-30,22.00956
2020-10-01,11.48325
2020-10-02,23.92344
2020-10-03,25.35885
2020-10-04,25.35885
2020-10-05,16.26794
2020-10-06,27.75119
2020-10-07,20.57416
2020-10-08,29.1866
2020-10-09,25.35885
2020-10-10,30.14354
2020-10-11,27.27272
2020-10-12,33.01435
2020-10-13,28.70813
2020-10-14,28.22966
2020-10-15,23.92344
2020-10-16,27.27272
2020-10-17,22.9665
2020-10-18,19.13875
2020-10-19,29.1866
2020-10-20,30.622
2020-10-21,32.05741
2020-10-22,26.31578
2020-10-23,29.66507
2020-10-24,15.311
2020-10-25,24.88038
2020-10-26,30.14354
2020-10-27,22.48803
2020-10-28,24.40191
2020-10-29,26.31578
2020-10-30,22.48803
2020-10-31,18.18181
2020-11-01,18.18181
2020-11-02,22.9665
2020-11-03,19.13875
2020-11-04,19.61722
2020-11-05,23.92344
2020-11-06,23.44497
2020-11-07,14.35406
2020-11-08,18.66028
2020-11-09,19.13875
2020-11-10,16.74641
2020-11-11,29.1866
2020-11-12,29.1866
2020-11-13,28.22966
2020-11-14,21.05263
2020-11-15,11.96172
2020-11-16,29.1866
2020-11-17,29.1866
2020-11-18,27.75119
2020-11-19,28.70813
2020-11-20,26.79425
2020-11-21,26.31578
2020-11-22,12.44019
2020-11-23,23.92344
2020-11-24,30.622
2020-11-25,24.40191
2020-11-26,30.14354
2020-11-27,37.79904
2020-11-28,23.92344
2020-11-29,13.87559
2020-11-30,16.74641
2020-12-01,29.1866
2020-12-02,32.53588
2020-12-03,17.70334
2020-12-04,26.79425
2020-12-05,20.57416
2020-12-06,8.13397
2020-12-07,22.9665
2020-12-08,26.31578
2020-12-09,26.79425
2020-12-10,31.57894
2020-12-11,21.5311
2020-12-12,17.22488
2020-12-13,10.52631
2020-12-14,26.31578
2020-12-15,21.5311
2020-12-16,27.27272
2020-12-17,19.13875
2020-12-18,22.48803
2020-12-19,16.26794
2020-12-20,17.70334
2020-12-21,34.92822
2020-12-22,29.66507
2020-12-23,29.66507
2020-12-24,26.31578
2020-12-25,27.27272
2020-12-26,24.40191
2020-12-27,22.48803
2020-12-28,33.01435
2020-12-29,31.10047
2020-12-30,22.00956
2020-12-31,28.70813
2021-01-01,9.0909
2021-01-02,15.78947
2021-01-03,14.83253
2021-01-04,21.5311
2021-01-05,22.00956
2021-01-06,19.61722
2021-01-07,25.35885
2021-01-08,20.57416
2021-01-09,12.44019
2021-01-10,11.96172
2021-01-11,23.44497
2021-01-12,22.00956
2021-01-13,27.75119
2021-01-14,28.22966
2021-01-15,29.66507
2021-01-16,17.22488
2021-01-17,21.5311
2021-01-18,18.66028
2021-01-19,23.92344
2021-01-20,27.27272
2021-01-21,25.83732
2021-01-22,27.27272
2021-01-23,20.09569
2021-01-24,21.05263
2021-01-25,29.1866
2021-01-26,24.88038
2021-01-27,32.05741
2021-01-28,23.92344
2021-01-29,25.35885
2021-01-30,16.74641
2021-01-31,15.78947
2021-02-01,30.622
2021-02-02,20.57416
2021-02-03,23.44497
2021-02-04,21.5311
2021-02-05,29.66507
2021-02-06,29.1866
2021-02-07,15.78947
2021-02-08,23.44497
2021-02-09,21.05263
2021-02-10,27.75119
2021-02-11,17.22488
2021-02-12,12.44019
2021-02-13,13.87559
2021-02-14,17.22488
2021-02-15,29.66507
2021-02-16,26.79425
2021-02-17,33.01435
2021-02-18,26.31578
2021-02-19,20.09569
2021-02-20,17.22488
2021-02-21,19.13875
2021-02-22,20.57416
2021-02-23,32.05741
2021-02-24,24.40191
2021-02-25,25.83732
2021-02-26,20.57416
2021-02-27,24.40191
2021-02-28,18.18181
2021-03-01,12.91866
2021-03-02,27.27272
2021-03-03,26.31578
2021-03-04,25.83732
2021-03-05,24.40191
2021-03-06,19.13875
2021-03-07,20.09569
2021-03-08,39.23444
2021-03-09,25.35885
2021-03-10,28.22966
