date,비과세예금
2023-05-31,25.66489
2023-06-01,26.72872
2023-06-02,20.34574
2023-06-03,12.63297
2023-06-04,13.03191
2023-06-05,23.67021
2023-06-06,12.63297
2023-06-07,20.07978
2023-06-08,20.34574
2023-06-09,19.01595
2023-06-10,10.37234
2023-06-11,13.29787
2023-06-12,19.68085
2023-06-13,23.40425
2023-06-14,20.74468
2023-06-15,27.39361
2023-06-16,18.21808
2023-06-17,12.10106
2023-06-18,14.89361
2023-06-19,22.73936
2023-06-20,23.67021
2023-06-21,22.20744
2023-06-22,20.07978
2023-06-23,17.81914
2023-06-24,12.63297
2023-06-25,12.5
2023-06-26,22.60638
2023-06-27,22.34042
2023-06-28,21.80851
2023-06-29,16.09042
2023-06-30,21.67553
2023-07-01,15.02659
2023-07-02,13.6968
2023-07-03,25.93085
2023-07-04,31.51595
2023-07-05,35.63829
2023-07-06,41.2234
2023-07-07,34.70744
2023-07-08,17.81914
2023-07-09,18.35106
2023-07-10,34.44148
2023-07-11,30.18617
2023-07-12,26.06382
2023-07-13,24.46808
2023-07-14,21.94148
2023-07-15,12.63297
2023-07-16,13.56382
2023-07-17,24.60106
2023-07-18,26.99468
2023-07-19,27.52659
2023-07-20,23.27127
2023-07-21,22.07446
2023-07-22,11.17021
2023-07-23,15.55851
2023-07-24,22.4734
2023-07-25,26.72872
2023-07-26,24.3351
2023-07-27,25.79787
2023-07-28,22.4734
2023-07-29,13.56382
2023-07-30,10.63829
2023-07-31,23.40425
2023-08-01,21.14361
2023-08-02,20.87765
2023-08-03,22.07446
2023-08-04,19.81382
2023-08-05,15.29255
2023-08-06,12.23404
2023-08-07,22.87234
2023-08-08,21.40957
2023-08-09,22.60638
2023-08-10,23.40425
2023-08-11,23.40425
2023-08-12,14.22872
2023-08-13,14.49468
2023-08-14,22.34042
2023-08-15,17.15425
2023-08-16,24.86702
2023-08-17,27.26063
2023-08-18,22.87234
2023-08-19,12.76595
2023-08-20,11.70212
2023-08-21,26.1968
2023-08-22,24.3351
2023-08-23,22.20744
2023-08-24,22.73936
2023-08-25,24.06914
2023-08-26,16.88829
2023-08-27,13.96276
2023-08-28,26.1968
2023-08-29,28.59042
2023-08-30,24.20212
2023-08-31,22.34042
2023-09-01,22.07446
2023-09-02,10.90425
2023-09-03,15.55851
2023-09-04,24.86702
2023-09-05,24.73404
2023-09-06,20.34574
2023-09-07,24.73404
2023-09-08,23.13829
2023-09-09,13.29787
2023-09-10,16.62234
2023-09-11,23.00531
2023-09-12,19.54787
2023-09-13,21.67553
2023-09-14,19.54787
2023-09-15,21.27659
2023-09-16,11.30319
2023-09-17,17.15425
2023-09-18,22.73936
2023-09-19,23.27127
2023-09-20,19.9468
2023-09-21,21.14361
2023-09-22,17.15425
2023-09-23,13.43085
2023-09-24,16.2234
2023-09-25,23.67021
2023-09-26,23.00531
2023-09-27,18.88297
2023-09-28,11.96808
2023-09-29,11.96808
2023-09-30,10.90425
2023-10-01,16.75531
2023-10-02,17.15425
2023-10-03,16.88829
2023-10-04,33.90957
2023-10-05,36.30319
2023-10-06,28.19148
2023-10-07,17.42021
2023-10-08,11.56914
2023-10-09,17.95212
2023-10-10,30.18617
2023-10-11,31.25
2023-10-12,28.59042
2023-10-13,25.26595
2023-10-14,17.02127
2023-10-15,18.48404
2023-10-16,37.5
2023-10-17,36.56914
2023-10-18,37.76595
2023-10-19,41.48936
2023-10-20,37.23404
2023-10-21,23.40425
2023-10-22,21.27659
2023-10-23,40.29255
2023-10-24,41.62234
2023-10-25,48.67021
2023-10-26,43.88297
2023-10-27,33.64361
2023-10-28,21.27659
2023-10-29,26.06382
2023-10-30,43.0851
2023-10-31,41.88829
2023-11-01,43.88297
2023-11-02,44.41489
2023-11-03,33.51063
2023-11-04,23.13829
2023-11-05,29.38829
2023-11-06,42.55319
2023-11-07,42.55319
2023-11-08,48.00531
2023-11-09,45.74468
2023-11-10,37.63297
2023-11-11,22.4734
2023-11-12,21.54255
2023-11-13,37.63297
2023-11-14,40.29255
2023-11-15,36.30319
2023-11-16,38.56382
2023-11-17,38.03191
2023-11-18,23.93617
2023-11-19,23.93617
2023-11-20,45.74468
2023-11-21,42.02127
2023-11-22,43.21808
2023-11-23,43.35106
2023-11-24,42.81914
2023-11-25,25.93085
2023-11-26,23.53723
2023-11-27,51.06382
2023-11-28,50.26595
2023-11-29,44.01595
2023-11-30,56.51595
2023-12-01,50.53191
2023-12-02,28.05851
2023-12-03,30.5851
2023-12-04,60.77127
2023-12-05,55.45212
2023-12-06,44.28191
2023-12-07,47.87234
2023-12-08,43.88297
2023-12-09,26.06382
2023-12-10,26.1968
2023-12-11,50.93085
2023-12-12,46.01063
2023-12-13,43.88297
2023-12-14,44.54787
2023-12-15,36.43617
2023-12-16,24.20212
2023-12-17,25.26595
2023-12-18,42.42021
2023-12-19,49.06914
2023-12-20,43.48404
2023-12-21,41.2234
2023-12-22,39.09574
2023-12-23,25.26595
2023-12-24,23.27127
2023-12-25,28.32446
2023-12-26,51.1968
2023-12-27,49.20212
2023-12-28,52.52659
2023-12-29,47.34042
2023-12-30,28.7234
2023-12-31,34.44148
2024-01-01,37.23404
2024-01-02,67.28723
2024-01-03,65.02659
2024-01-04,54.52127
2024-01-05,55.31914
2024-01-06,32.31382
2024-01-07,40.02659
2024-01-08,52.12765
2024-01-09,56.38297
2024-01-10,56.64893
2024-01-11,53.32446
2024-01-12,47.73936
2024-01-13,31.25
2024-01-14,32.57978
2024-01-15,52.12765
2024-01-16,57.84574
2024-01-17,56.25
2024-01-18,58.51063
2024-01-19,56.51595
2024-01-20,35.10638
2024-01-21,36.70212
2024-01-22,57.31382
2024-01-23,48.00531
2024-01-24,51.99468
2024-01-25,67.42021
2024-01-26,55.98404
2024-01-27,32.84574
2024-01-28,43.0851
2024-01-29,69.01595
2024-01-30,70.34574
2024-01-31,67.95212
2024-02-01,61.30319
2024-02-02,57.31382
2024-02-03,30.31914
2024-02-04,35.63829
2024-02-05,52.26063
2024-02-06,50.66489
2024-02-07,43.48404
2024-02-08,45.87765
2024-02-09,29.92021
2024-02-10,23.00531
2024-02-11,49.46808
2024-02-12,42.42021
2024-02-13,73.27127
2024-02-14,71.40957
2024-02-15,67.42021
2024-02-16,53.59042
2024-02-17,32.97872
2024-02-18,31.51595
2024-02-19,60.90425
2024-02-20,71.54255
2024-02-21,78.32446
2024-02-22,89.22872
2024-02-23,94.9468
2024-02-24,49.73404
2024-02-25,67.02127
2024-02-26,100.0
2024-02-27,78.7234
2024-02-28,82.97872
2024-02-29,74.60106
2024-03-01,42.28723
2024-03-02,37.36702
2024-03-03,33.1117
2024-03-04,79.92021
2024-03-05,68.48404
2024-03-06,58.24468
2024-03-07,50.13297
2024-03-08,58.51063
2024-03-09,33.1117
2024-03-10,31.64893
2024-03-11,48.00531
2024-03-12,45.87765
2024-03-13,49.3351
2024-03-14,43.48404
2024-03-15,38.29787
2024-03-16,23.93617
2024-03-17,29.12234
2024-03-18,45.74468
2024-03-19,40.95744
2024-03-20,42.81914
