date,미국주식수수료
2020-06-15,15.9322
2020-06-16,21.69491
2020-06-17,21.01694
2020-06-18,19.20903
2020-06-19,14.46327
2020-06-20,13.22033
2020-06-21,9.49152
2020-06-22,9.26553
2020-06-23,15.25423
2020-06-24,16.49717
2020-06-25,21.9209
2020-06-26,15.36723
2020-06-27,10.62146
2020-06-28,8.70056
2020-06-29,14.46327
2020-06-30,16.94915
2020-07-01,16.04519
2020-07-02,18.75706
2020-07-03,15.48022
2020-07-04,8.58757
2020-07-05,9.15254
2020-07-06,17.06214
2020-07-07,32.20338
2020-07-08,29.49152
2020-07-09,31.63841
2020-07-10,19.54802
2020-07-11,21.58192
2020-07-12,12.31638
2020-07-13,29.37853
2020-07-14,29.60451
2020-07-15,26.21468
2020-07-16,23.72881
2020-07-17,17.62711
2020-07-18,14.01129
2020-07-19,11.52542
2020-07-20,17.28813
2020-07-21,26.10169
2020-07-22,22.14689
2020-07-23,24.97175
2020-07-24,21.58192
2020-07-25,12.09039
2020-07-26,11.63841
2020-07-27,18.87005
2020-07-28,23.9548
2020-07-29,20.90395
2020-07-30,20.45197
2020-07-31,21.8079
2020-08-01,14.12429
2020-08-02,13.67231
2020-08-03,21.35593
2020-08-04,30.05649
2020-08-05,28.47457
2020-08-06,24.85875
2020-08-07,23.61581
2020-08-08,15.36723
2020-08-09,12.09039
2020-08-10,21.35593
2020-08-11,28.70056
2020-08-12,25.8757
2020-08-13,31.8644
2020-08-14,30.28248
2020-08-15,14.01129
2020-08-16,10.16949
2020-08-17,15.36723
2020-08-18,33.33333
2020-08-19,28.47457
2020-08-20,22.93785
2020-08-21,38.07909
2020-08-22,24.63276
2020-08-23,19.54802
2020-08-24,41.8079
2020-08-25,46.55367
2020-08-26,40.56497
2020-08-27,49.03954
2020-08-28,45.9887
2020-08-29,30.05649
2020-08-30,23.9548
2020-08-31,50.39548
2020-09-01,100.0
2020-09-02,92.99435
2020-09-03,61.8079
2020-09-04,50.62146
2020-09-05,33.22033
2020-09-06,18.41807
2020-09-07,28.58757
2020-09-08,32.31638
2020-09-09,50.05649
2020-09-10,45.31073
2020-09-11,32.54237
2020-09-12,20.67796
2020-09-13,11.29943
2020-09-14,26.21468
2020-09-15,39.43502
2020-09-16,37.74011
2020-09-17,33.55932
2020-09-18,28.36158
2020-09-19,20.79096
2020-09-20,11.75141
2020-09-21,21.9209
2020-09-22,22.71186
2020-09-23,20.11299
2020-09-24,18.98305
2020-09-25,16.83615
2020-09-26,14.35028
2020-09-27,7.79661
2020-09-28,16.27118
2020-09-29,22.03389
2020-09-30,19.32203
2020-10-01,23.8418
2020-10-02,30.39548
2020-10-03,19.32203
2020-10-04,14.01129
2020-10-05,19.09604
2020-10-06,31.63841
2020-10-07,27.68361
2020-10-08,25.9887
2020-10-09,24.63276
2020-10-10,17.06214
2020-10-11,12.54237
2020-10-12,23.16384
2020-10-13,35.02824
2020-10-14,30.50847
2020-10-15,25.08474
2020-10-16,21.12994
2020-10-17,13.55932
2020-10-18,8.81355
2020-10-19,12.65536
2020-10-20,17.40112
2020-10-21,19.43502
2020-10-22,23.72881
2020-10-23,18.07909
2020-10-24,17.06214
2020-10-25,8.47457
2020-10-26,12.54237
2020-10-27,19.32203
2020-10-28,16.61016
2020-10-29,19.43502
2020-10-30,12.09039
2020-10-31,12.20338
2020-11-01,4.85875
2020-11-02,14.01129
2020-11-03,14.12429
2020-11-04,17.17514
2020-11-05,22.82485
2020-11-06,22.93785
2020-11-07,14.23728
2020-11-08,8.92655
2020-11-09,24.29378
2020-11-10,26.66666
2020-11-11,20.22598
2020-11-12,21.12994
2020-11-13,20.67796
2020-11-14,16.94915
2020-11-15,9.37853
2020-11-16,19.66101
2020-11-17,31.07344
2020-11-18,22.82485
2020-11-19,23.16384
2020-11-20,27.00564
2020-11-21,21.69491
2020-11-22,15.9322
2020-11-23,20.90395
2020-11-24,41.46892
2020-11-25,48.36158
2020-11-26,37.40112
2020-11-27,29.37853
2020-11-28,27.79661
2020-11-29,18.98305
2020-11-30,26.55367
2020-12-01,38.87005
2020-12-02,35.8192
2020-12-03,32.09039
2020-12-04,39.54802
2020-12-05,21.01694
2020-12-06,15.25423
2020-12-07,27.00564
2020-12-08,44.06779
2020-12-09,41.8079
2020-12-10,35.02824
2020-12-11,36.83615
2020-12-12,22.14689
2020-12-13,16.04519
2020-12-14,24.51977
2020-12-15,29.49152
2020-12-16,30.39548
2020-12-17,29.26553
2020-12-18,36.15819
2020-12-19,35.8192
2020-12-20,19.32203
2020-12-21,27.00564
2020-12-22,36.38418
2020-12-23,39.66101
2020-12-24,31.63841
2020-12-25,30.05649
2020-12-26,21.35593
2020-12-27,20.33898
2020-12-28,34.35028
2020-12-29,36.15819
2020-12-30,36.15819
2020-12-31,36.83615
2021-01-01,24.51977
2021-01-02,19.54802
2021-01-03,21.9209
2021-01-04,37.17514
2021-01-05,44.74576
2021-01-06,43.8418
2021-01-07,52.42937
2021-01-08,80.67796
2021-01-09,60.33898
2021-01-10,39.09604
2021-01-11,55.14124
2021-01-12,58.53107
2021-01-13,63.38983
2021-01-14,60.0
2021-01-15,64.74576
2021-01-16,37.9661
2021-01-17,22.03389
2021-01-18,30.73446
2021-01-19,36.49717
2021-01-20,60.33898
2021-01-21,64.40677
2021-01-22,59.43502
2021-01-23,51.9774
2021-01-24,31.75141
2021-01-25,59.887
2021-01-26,85.53672
2021-01-27,76.49717
2021-01-28,86.55367
2021-01-29,66.10169
2021-01-30,52.54237
2021-01-31,28.13559
2021-02-01,49.15254
2021-02-02,56.94915
2021-02-03,62.59887
2021-02-04,51.07344
2021-02-05,53.33333
2021-02-06,42.14689
2021-02-07,28.70056
2021-02-08,36.49717
2021-02-09,78.64406
2021-02-10,74.68926
2021-02-11,83.9548
2021-02-12,71.07344
2021-02-13,53.8983
2021-02-14,33.8983
2021-02-15,53.44632
2021-02-16,54.68926
2021-02-17,67.57062
2021-02-18,53.10734
2021-02-19,42.37288
2021-02-20,39.32203
2021-02-21,23.61581
2021-02-22,32.65536
2021-02-23,43.9548
2021-02-24,37.62711
2021-02-25,45.08474
2021-02-26,36.27118
2021-02-27,22.37288
2021-02-28,11.8644
2021-03-01,21.35593
2021-03-02,28.92655
2021-03-03,31.75141
2021-03-04,25.9887
2021-03-05,25.08474
2021-03-06,22.71186
2021-03-07,14.35028
2021-03-08,21.9209
2021-03-09,36.15819
2021-03-10,45.08474
2021-03-11,50.50847
2021-03-12,60.33898
2021-03-13,33.78531
2021-03-14,17.51412
2021-03-15,34.68926
2021-03-16,43.72881
2021-03-17,33.33333
2021-03-18,33.33333
2021-03-19,30.16949
2021-03-20,21.58192
2021-03-21,11.18644
2021-03-22,18.07909
2021-03-23,24.97175
2021-03-24,18.53107
2021-03-25,18.30508
2021-03-26,23.05084
2021-03-27,17.28813
2021-03-28,11.07344
2021-03-29,20.11299
2021-03-30,25.76271
2021-03-31,26.77966
2021-04-01,27.57062
2021-04-02,22.14689
2021-04-03,15.14124
2021-04-04,13.78531
2021-04-05,27.45762
2021-04-06,30.84745
2021-04-07,22.82485
2021-04-08,25.19774
2021-04-09,26.89265
2021-04-10,13.8983
2021-04-11,11.18644
2021-04-12,16.15819
2021-04-13,23.05084
2021-04-14,34.35028
2021-04-15,27.23163
2021-04-16,25.53672
2021-04-17,17.74011
2021-04-18,12.76836
2021-04-19,19.43502
2021-04-20,21.01694
2021-04-21,21.9209
2021-04-22,20.45197
2021-04-23,21.8079
2021-04-24,17.51412
2021-04-25,10.62146
2021-04-26,15.8192
2021-04-27,21.12994
2021-04-28,16.94915
2021-04-29,14.01129
2021-04-30,15.48022
2021-05-01,9.9435
2021-05-02,6.10169
2021-05-03,9.8305
2021-05-04,13.44632
2021-05-05,15.14124
2021-05-06,13.8983
2021-05-07,16.38418
2021-05-08,10.16949
2021-05-09,7.45762
2021-05-10,12.09039
2021-05-11,14.12429
2021-05-12,11.07344
2021-05-13,14.91525
2021-05-14,12.54237
2021-05-15,8.70056
2021-05-16,6.77966
2021-05-17,10.39548
2021-05-18,11.63841
2021-05-19,14.91525
2021-05-20,13.44632
2021-05-21,13.33333
2021-05-22,7.68361
2021-05-23,5.19774
2021-05-24,9.60451
2021-05-25,14.68926
2021-05-26,10.50847
2021-05-27,16.15819
2021-05-28,18.19209
2021-05-29,13.55932
2021-05-30,6.55367
2021-05-31,7.45762
2021-06-01,13.22033
2021-06-02,14.68926
2021-06-03,22.59887
2021-06-04,15.48022
2021-06-05,9.71751
2021-06-06,6.32768
2021-06-07,11.07344
2021-06-08,17.74011
2021-06-09,16.72316
2021-06-10,12.65536
2021-06-11,14.68926
2021-06-12,9.26553
2021-06-13,5.08474
2021-06-14,8.92655
2021-06-15,14.01129
2021-06-16,13.78531
2021-06-17,11.9774
2021-06-18,13.10734
2021-06-19,9.71751
2021-06-20,5.8757
2021-06-21,8.36158
2021-06-22,11.9774
2021-06-23,14.57627
2021-06-24,17.28813
2021-06-25,17.74011
2021-06-26,12.31638
2021-06-27,7.11864
2021-06-28,11.41242
2021-06-29,16.15819
2021-06-30,17.8531
2021-07-01,15.36723
2021-07-02,17.40112
2021-07-03,14.12429
2021-07-04,7.79661
2021-07-05,10.50847
2021-07-06,13.67231
2021-07-07,15.36723
2021-07-08,11.29943
2021-07-09,12.20338
2021-07-10,9.26553
2021-07-11,5.9887
2021-07-12,12.31638
2021-07-13,15.70621
2021-07-14,12.99435
2021-07-15,15.70621
2021-07-16,13.55932
2021-07-17,7.68361
2021-07-18,5.64971
2021-07-19,11.18644
2021-07-20,14.12429
2021-07-21,12.88135
2021-07-22,11.52542
2021-07-23,11.29943
2021-07-24,8.36158
2021-07-25,4.63276
2021-07-26,8.58757
2021-07-27,14.23728
2021-07-28,17.74011
2021-07-29,17.74011
2021-07-30,16.94915
2021-07-31,10.39548
2021-08-01,9.9435
2021-08-02,13.8983
2021-08-03,18.41807
2021-08-04,19.20903
2021-08-05,18.98305
2021-08-06,23.05084
2021-08-07,14.35028
2021-08-08,10.50847
2021-08-09,15.9322
2021-08-10,23.38983
2021-08-11,21.46892
2021-08-12,21.9209
2021-08-13,20.79096
2021-08-14,12.65536
2021-08-15,13.10734
2021-08-16,15.59322
2021-08-17,21.46892
2021-08-18,17.74011
2021-08-19,14.35028
2021-08-20,15.48022
2021-08-21,10.73446
2021-08-22,10.05649
2021-08-23,17.51412
2021-08-24,25.08474
2021-08-25,27.79661
2021-08-26,27.34463
2021-08-27,21.35593
2021-08-28,17.40112
2021-08-29,13.33333
2021-08-30,21.01694
2021-08-31,26.89265
2021-09-01,23.9548
2021-09-02,31.29943
2021-09-03,23.72881
2021-09-04,21.58192
2021-09-05,14.91525
2021-09-06,14.46327
2021-09-07,18.75706
2021-09-08,21.12994
2021-09-09,16.15819
2021-09-10,18.87005
2021-09-11,11.07344
2021-09-12,8.92655
2021-09-13,15.14124
2021-09-14,14.01129
2021-09-15,16.38418
2021-09-16,19.09604
2021-09-17,17.51412
2021-09-18,11.8644
2021-09-19,6.44067
2021-09-20,11.8644
2021-09-21,15.14124
2021-09-22,17.62711
2021-09-23,20.33898
2021-09-24,22.03389
2021-09-25,15.02824
2021-09-26,8.81355
2021-09-27,17.9661
2021-09-28,20.0
2021-09-29,22.25988
2021-09-30,18.75706
2021-10-01,13.10734
2021-10-02,10.73446
2021-10-03,9.03954
2021-10-04,10.50847
2021-10-05,16.83615
2021-10-06,15.8192
2021-10-07,17.74011
2021-10-08,14.35028
2021-10-09,9.15254
2021-10-10,6.44067
2021-10-11,12.42937
2021-10-12,16.04519
2021-10-13,14.23728
2021-10-14,18.41807
2021-10-15,17.28813
2021-10-16,13.22033
2021-10-17,8.47457
2021-10-18,11.8644
2021-10-19,22.71186
2021-10-20,20.0
2021-10-21,16.83615
2021-10-22,21.46892
2021-10-23,14.35028
2021-10-24,13.33333
2021-10-25,20.33898
2021-10-26,44.74576
2021-10-27,28.47457
2021-10-28,28.02259
2021-10-29,38.19209
2021-10-30,27.23163
2021-10-31,16.72316
2021-11-01,28.24858
2021-11-02,45.64971
2021-11-03,31.9774
2021-11-04,44.97175
2021-11-05,48.13559
2021-11-06,33.33333
2021-11-07,23.27683
2021-11-08,36.83615
2021-11-09,45.08474
2021-11-10,37.74011
2021-11-11,34.01129
2021-11-12,32.88135
2021-11-13,23.27683
2021-11-14,12.76836
2021-11-15,27.57062
2021-11-16,37.9661
2021-11-17,58.07909
2021-11-18,40.56497
2021-11-19,36.27118
2021-11-20,30.50847
2021-11-21,20.0
2021-11-22,30.05649
2021-11-23,37.17514
2021-11-24,27.79661
2021-11-25,24.29378
2021-11-26,21.8079
2021-11-27,12.31638
2021-11-28,11.07344
2021-11-29,14.91525
2021-11-30,27.45762
2021-12-01,25.31073
2021-12-02,21.58192
2021-12-03,18.30508
2021-12-04,17.8531
2021-12-05,11.8644
2021-12-06,16.94915
2021-12-07,25.76271
2021-12-08,26.77966
2021-12-09,23.38983
2021-12-10,16.49717
2021-12-11,18.98305
2021-12-12,9.60451
2021-12-13,19.43502
2021-12-14,18.30508
2021-12-15,17.74011
2021-12-16,27.45762
2021-12-17,19.32203
2021-12-18,14.12429
2021-12-19,8.24858
2021-12-20,12.88135
2021-12-21,20.22598
2021-12-22,20.11299
2021-12-23,22.25988
2021-12-24,23.38983
2021-12-25,7.9096
2021-12-26,11.8644
2021-12-27,20.22598
2021-12-28,38.87005
2021-12-29,24.63276
2021-12-30,18.07909
2021-12-31,17.40112
2022-01-01,10.16949
2022-01-02,9.71751
2022-01-03,19.77401
2022-01-04,31.8644
2022-01-05,23.38983
2022-01-06,24.06779
2022-01-07,19.43502
2022-01-08,13.67231
2022-01-09,11.75141
2022-01-10,14.80225
2022-01-11,19.43502
2022-01-12,23.27683
2022-01-13,18.30508
2022-01-14,18.87005
2022-01-15,13.78531
2022-01-16,9.71751
2022-01-17,13.44632
2022-01-18,15.14124
2022-01-19,18.30508
2022-01-20,22.82485
2022-01-21,20.90395
2022-01-22,13.44632
2022-01-23,12.31638
2022-01-24,19.77401
2022-01-25,23.61581
2022-01-26,22.48587
2022-01-27,24.97175
2022-01-28,26.44067
2022-01-29,21.01694
2022-01-30,12.31638
2022-01-31,15.8192
2022-02-01,35.02824
2022-02-02,36.61016
2022-02-03,34.35028
2022-02-04,34.35028
2022-02-05,23.27683
2022-02-06,19.54802
2022-02-07,22.82485
2022-02-08,25.19774
2022-02-09,22.25988
2022-02-10,29.03954
2022-02-11,23.27683
2022-02-12,16.61016
2022-02-13,11.18644
2022-02-14,14.68926
2022-02-15,20.0
2022-02-16,21.9209
2022-02-17,18.41807
2022-02-18,21.9209
2022-02-19,13.78531
2022-02-20,9.60451
2022-02-21,10.84745
2022-02-22,15.14124
2022-02-23,18.87005
2022-02-24,26.55367
2022-02-25,25.08474
2022-02-26,15.48022
2022-02-27,9.03954
2022-02-28,15.02824
2022-03-01,24.74576
2022-03-02,19.09604
2022-03-03,20.67796
2022-03-04,15.9322
2022-03-05,14.01129
2022-03-06,8.70056
2022-03-07,12.20338
2022-03-08,17.9661
2022-03-09,17.06214
2022-03-10,15.36723
2022-03-11,18.19209
2022-03-12,12.99435
2022-03-13,5.19774
2022-03-14,13.44632
2022-03-15,17.28813
2022-03-16,20.90395
2022-03-17,24.85875
2022-03-18,22.82485
2022-03-19,21.69491
2022-03-20,10.28248
2022-03-21,20.56497
2022-03-22,24.63276
2022-03-23,30.96045
2022-03-24,24.18079
2022-03-25,24.18079
2022-03-26,15.14124
2022-03-27,10.28248
2022-03-28,16.15819
2022-03-29,33.78531
2022-03-30,29.9435
2022-03-31,22.71186
2022-04-01,17.62711
2022-04-02,9.26553
2022-04-03,8.70056
2022-04-04,14.46327
2022-04-05,22.59887
2022-04-06,18.64406
2022-04-07,15.48022
2022-04-08,14.23728
2022-04-09,8.58757
2022-04-10,7.23163
2022-04-11,11.41242
2022-04-12,12.42937
2022-04-13,14.57627
2022-04-14,16.94915
2022-04-15,11.52542
2022-04-16,4.29378
2022-04-17,6.55367
2022-04-18,8.24858
2022-04-19,13.10734
2022-04-20,15.02824
2022-04-21,18.53107
2022-04-22,12.88135
2022-04-23,9.15254
2022-04-24,7.45762
2022-04-25,10.05649
2022-04-26,14.01129
2022-04-27,16.04519
2022-04-28,13.78531
2022-04-29,11.63841
2022-04-30,7.68361
2022-05-01,5.64971
2022-05-02,8.13559
2022-05-03,11.18644
2022-05-04,11.52542
2022-05-05,15.25423
2022-05-06,14.23728
2022-05-07,5.64971
2022-05-08,4.06779
2022-05-09,7.57062
2022-05-10,14.01129
2022-05-11,10.05649
2022-05-12,13.33333
2022-05-13,13.22033
2022-05-14,9.71751
2022-05-15,5.42372
2022-05-16,9.9435
2022-05-17,10.39548
2022-05-18,9.37853
2022-05-19,10.96045
2022-05-20,9.9435
2022-05-21,8.92655
2022-05-22,4.29378
2022-05-23,10.39548
2022-05-24,9.26553
2022-05-25,12.65536
2022-05-26,10.96045
2022-05-27,14.57627
2022-05-28,9.9435
2022-05-29,4.06779
2022-05-30,7.11864
2022-05-31,9.49152
2022-06-01,8.24858
2022-06-02,8.13559
2022-06-03,10.50847
2022-06-04,7.23163
2022-06-05,4.85875
2022-06-06,8.02259
2022-06-07,8.47457
2022-06-08,8.58757
2022-06-09,8.36158
2022-06-10,7.79661
2022-06-11,5.53672
2022-06-12,3.9548
2022-06-13,7.11864
2022-06-14,9.37853
2022-06-15,8.24858
2022-06-16,8.02259
2022-06-17,9.60451
2022-06-18,5.53672
2022-06-19,3.16384
2022-06-20,6.10169
2022-06-21,6.44067
2022-06-22,10.50847
2022-06-23,7.34463
2022-06-24,8.92655
2022-06-25,7.34463
2022-06-26,3.50282
2022-06-27,7.23163
2022-06-28,7.57062
2022-06-29,8.13559
2022-06-30,7.23163
2022-07-01,5.76271
2022-07-02,3.72881
2022-07-03,3.16384
2022-07-04,6.77966
2022-07-05,4.51977
2022-07-06,7.00564
2022-07-07,5.8757
2022-07-08,9.37853
2022-07-09,4.74576
2022-07-10,3.72881
2022-07-11,5.8757
2022-07-12,5.08474
2022-07-13,7.79661
2022-07-14,6.55367
2022-07-15,5.53672
2022-07-16,5.76271
2022-07-17,2.03389
2022-07-18,8.24858
2022-07-19,8.13559
2022-07-20,11.52542
2022-07-21,9.60451
2022-07-22,12.31638
2022-07-23,5.53672
2022-07-24,2.03389
2022-07-25,7.68361
2022-07-26,6.55367
2022-07-27,6.89265
2022-07-28,9.49152
2022-07-29,12.20338
2022-07-30,10.39548
2022-07-31,5.08474
2022-08-01,10.28248
2022-08-02,11.9774
2022-08-03,14.35028
2022-08-04,18.64406
2022-08-05,12.54237
2022-08-06,9.9435
2022-08-07,5.19774
2022-08-08,8.47457
2022-08-09,9.15254
2022-08-10,11.63841
2022-08-11,14.68926
2022-08-12,12.54237
2022-08-13,11.07344
2022-08-14,7.23163
2022-08-15,9.15254
2022-08-16,17.8531
2022-08-17,15.14124
2022-08-18,11.29943
2022-08-19,11.41242
2022-08-20,5.42372
2022-08-21,4.51977
2022-08-22,10.05649
2022-08-23,10.96045
2022-08-24,8.58757
2022-08-25,9.15254
2022-08-26,7.9096
2022-08-27,6.21468
2022-08-28,4.63276
2022-08-29,7.45762
2022-08-30,7.34463
2022-08-31,7.57062
2022-09-01,8.36158
2022-09-02,7.57062
2022-09-03,3.8418
2022-09-04,3.50282
2022-09-05,4.40677
2022-09-06,5.9887
2022-09-07,8.13559
2022-09-08,6.44067
2022-09-09,8.70056
2022-09-10,6.32768
2022-09-11,3.38983
2022-09-12,5.76271
2022-09-13,12.20338
2022-09-14,10.39548
2022-09-15,9.15254
2022-09-16,8.36158
2022-09-17,6.21468
2022-09-18,3.50282
2022-09-19,6.21468
2022-09-20,7.57062
2022-09-21,6.66666
2022-09-22,6.77966
2022-09-23,5.64971
2022-09-24,2.71186
2022-09-25,3.05084
2022-09-26,4.29378
2022-09-27,5.31073
2022-09-28,7.57062
2022-09-29,6.89265
2022-09-30,5.31073
2022-10-01,3.27683
2022-10-02,2.93785
2022-10-03,3.72881
2022-10-04,6.44067
2022-10-05,8.70056
2022-10-06,5.64971
2022-10-07,7.00564
2022-10-08,3.8418
2022-10-09,1.69491
2022-10-10,4.29378
2022-10-11,4.97175
2022-10-12,6.55367
2022-10-13,5.8757
2022-10-14,6.89265
2022-10-15,5.19774
2022-10-16,1.35593
2022-10-17,4.97175
2022-10-18,7.79661
2022-10-19,5.64971
2022-10-20,5.9887
2022-10-21,5.53672
2022-10-22,4.29378
2022-10-23,1.46892
2022-10-24,6.21468
2022-10-25,5.8757
2022-10-26,5.19774
2022-10-27,5.64971
2022-10-28,4.97175
2022-10-29,3.61581
2022-10-30,1.9209
2022-10-31,4.97175
2022-11-01,5.53672
2022-11-02,5.8757
2022-11-03,5.64971
2022-11-04,5.19774
2022-11-05,3.9548
2022-11-06,3.05084
2022-11-07,4.74576
2022-11-08,7.57062
2022-11-09,10.05649
2022-11-10,7.34463
2022-11-11,12.31638
2022-11-12,7.79661
2022-11-13,3.72881
2022-11-14,5.9887
2022-11-15,10.05649
2022-11-16,7.57062
2022-11-17,6.32768
2022-11-18,5.19774
2022-11-19,3.16384
2022-11-20,2.71186
2022-11-21,3.16384
2022-11-22,5.42372
2022-11-23,8.70056
2022-11-24,7.11864
2022-11-25,4.63276
2022-11-26,5.08474
2022-11-27,2.82485
2022-11-28,4.29378
2022-11-29,3.9548
2022-11-30,3.9548
2022-12-01,6.77966
2022-12-02,5.19774
2022-12-03,2.48587
2022-12-04,3.16384
2022-12-05,4.40677
2022-12-06,4.85875
2022-12-07,6.55367
2022-12-08,5.8757
2022-12-09,5.76271
2022-12-10,2.93785
2022-12-11,2.14689
2022-12-12,3.38983
2022-12-13,6.55367
2022-12-14,6.55367
2022-12-15,6.77966
2022-12-16,6.21468
2022-12-17,3.72881
2022-12-18,2.03389
2022-12-19,4.85875
2022-12-20,6.10169
2022-12-21,6.10169
2022-12-22,6.21468
2022-12-23,8.70056
2022-12-24,5.08474
2022-12-25,2.14689
2022-12-26,2.82485
2022-12-27,5.53672
2022-12-28,9.8305
2022-12-29,6.10169
2022-12-30,6.55367
2022-12-31,5.8757
2023-01-01,3.38983
2023-01-02,4.06779
2023-01-03,3.50282
2023-01-04,6.44067
2023-01-05,9.60451
2023-01-06,9.71751
2023-01-07,6.21468
2023-01-08,1.8079
2023-01-09,8.02259
2023-01-10,12.09039
2023-01-11,9.49152
2023-01-12,9.60451
2023-01-13,10.62146
2023-01-14,5.19774
2023-01-15,4.85875
2023-01-16,3.27683
2023-01-17,7.11864
2023-01-18,9.03954
2023-01-19,5.76271
2023-01-20,7.57062
2023-01-21,4.63276
2023-01-22,2.93785
2023-01-23,6.66666
2023-01-24,11.9774
2023-01-25,9.9435
2023-01-26,12.20338
2023-01-27,15.14124
2023-01-28,16.04519
2023-01-29,6.21468
2023-01-30,8.81355
2023-01-31,11.07344
2023-02-01,11.63841
2023-02-02,16.94915
2023-02-03,20.22598
2023-02-04,12.09039
2023-02-05,7.23163
2023-02-06,12.09039
2023-02-07,13.67231
2023-02-08,16.83615
2023-02-09,16.83615
2023-02-10,14.57627
2023-02-11,6.77966
2023-02-12,4.51977
2023-02-13,7.23163
2023-02-14,19.32203
2023-02-15,13.8983
2023-02-16,16.38418
2023-02-17,11.63841
2023-02-18,8.24858
2023-02-19,5.53672
2023-02-20,9.49152
2023-02-21,9.15254
2023-02-22,10.28248
2023-02-23,9.8305
2023-02-24,11.07344
2023-02-25,5.42372
2023-02-26,5.31073
2023-02-27,5.8757
2023-02-28,10.73446
2023-03-01,8.81355
2023-03-02,9.26553
2023-03-03,7.34463
2023-03-04,9.9435
2023-03-05,4.63276
2023-03-06,9.03954
2023-03-07,10.28248
2023-03-08,6.55367
2023-03-09,7.23163
2023-03-10,8.24858
2023-03-11,6.21468
2023-03-12,3.16384
2023-03-13,8.02259
2023-03-14,8.24858
2023-03-15,8.92655
2023-03-16,8.47457
2023-03-17,12.99435
2023-03-18,4.97175
2023-03-19,3.8418
2023-03-20,5.42372
2023-03-21,12.09039
2023-03-22,11.07344
2023-03-23,10.96045
2023-03-24,10.28248
2023-03-25,7.00564
2023-03-26,3.61581
2023-03-27,6.66666
2023-03-28,6.32768
2023-03-29,7.00564
2023-03-30,7.68361
2023-03-31,10.84745
2023-04-01,9.71751
2023-04-02,5.42372
2023-04-03,8.24858
2023-04-04,11.75141
2023-04-05,8.70056
2023-04-06,7.57062
2023-04-07,6.32768
2023-04-08,2.14689
2023-04-09,2.03389
2023-04-10,5.76271
2023-04-11,9.03954
2023-04-12,6.44067
2023-04-13,8.13559
2023-04-14,7.23163
2023-04-15,4.29378
2023-04-16,2.71186
2023-04-17,6.10169
2023-04-18,8.47457
2023-04-19,8.47457
2023-04-20,7.9096
2023-04-21,8.24858
2023-04-22,5.8757
2023-04-23,2.71186
2023-04-24,5.19774
2023-04-25,7.00564
2023-04-26,6.10169
2023-04-27,6.44067
2023-04-28,9.15254
2023-04-29,8.92655
2023-04-30,3.16384
2023-05-01,5.42372
2023-05-02,9.71751
2023-05-03,4.51977
2023-05-04,7.11864
2023-05-05,6.77966
2023-05-06,8.58757
2023-05-07,4.63276
2023-05-08,7.57062
2023-05-09,7.23163
2023-05-10,7.34463
2023-05-11,8.47457
2023-05-12,8.02259
2023-05-13,4.85875
2023-05-14,3.27683
2023-05-15,7.00564
2023-05-16,6.89265
2023-05-17,6.89265
2023-05-18,11.63841
2023-05-19,12.20338
2023-05-20,7.11864
2023-05-21,1.8079
2023-05-22,8.24858
2023-05-23,10.39548
2023-05-24,9.37853
2023-05-25,12.65536
2023-05-26,10.96045
2023-05-27,8.13559
2023-05-28,4.40677
