date,유병자실비보험
2020-03-20,38.1418
2020-03-21,28.85085
2020-03-22,23.71638
2020-03-23,42.78728
2020-03-24,49.38875
2020-03-25,51.10024
2020-03-26,46.45476
2020-03-27,37.53056
2020-03-28,27.01711
2020-03-29,22.86063
2020-03-30,49.2665
2020-03-31,40.34229
2020-04-01,37.65281
2020-04-02,34.22982
2020-04-03,36.55256
2020-04-04,19.92665
2020-04-05,21.51589
2020-04-06,30.44009
2020-04-07,37.40831
2020-04-08,38.8753
2020-04-09,45.47677
2020-04-10,36.79706
2020-04-11,24.32762
2020-04-12,23.22738
2020-04-13,43.76528
2020-04-14,37.65281
2020-04-15,27.99511
2020-04-16,44.62102
2020-04-17,42.17603
2020-04-18,25.06112
2020-04-19,23.34963
2020-04-20,45.59902
2020-04-21,45.84352
2020-04-22,45.11002
2020-04-23,50.36674
2020-04-24,45.84352
2020-04-25,28.2396
2020-04-26,30.56234
2020-04-27,48.533
2020-04-28,50.61124
2020-04-29,41.56479
2020-04-30,28.36185
2020-05-01,25.30562
2020-05-02,22.61613
2020-05-03,18.21515
2020-05-04,39.73105
2020-05-05,26.89486
2020-05-06,48.16625
2020-05-07,40.34229
2020-05-08,39.1198
2020-05-09,24.81662
2020-05-10,21.14914
2020-05-11,47.79951
2020-05-12,45.23227
2020-05-13,44.98777
2020-05-14,48.044
2020-05-15,39.24205
2020-05-16,22.86063
2020-05-17,19.19315
2020-05-18,41.07579
2020-05-19,48.044
2020-05-20,39.1198
2020-05-21,42.42053
2020-05-22,40.22004
2020-05-23,24.69437
2020-05-24,22.24938
2020-05-25,41.93154
2020-05-26,42.90953
2020-05-27,46.33251
2020-05-28,42.17603
2020-05-29,34.47432
2020-05-30,26.89486
2020-05-31,22.00488
2020-06-01,40.22004
2020-06-02,37.89731
2020-06-03,46.45476
2020-06-04,36.06356
2020-06-05,38.1418
2020-06-06,21.27139
2020-06-07,18.70415
2020-06-08,39.73105
2020-06-09,43.88753
2020-06-10,42.54278
2020-06-11,40.70904
2020-06-12,41.93154
2020-06-13,22.73838
2020-06-14,22.24938
2020-06-15,38.01955
2020-06-16,49.7555
2020-06-17,49.022
2020-06-18,41.56479
2020-06-19,42.54278
2020-06-20,20.29339
2020-06-21,20.41564
2020-06-22,38.1418
2020-06-23,41.93154
2020-06-24,39.97555
2020-06-25,40.95354
2020-06-26,37.89731
2020-06-27,23.96088
2020-06-28,21.63814
2020-06-29,37.53056
2020-06-30,40.70904
2020-07-01,34.59657
2020-07-02,38.75305
2020-07-03,32.76283
2020-07-04,20.17114
2020-07-05,21.76039
2020-07-06,36.06356
2020-07-07,39.8533
2020-07-08,41.56479
2020-07-09,40.83129
2020-07-10,34.84107
2020-07-11,17.23716
2020-07-12,19.5599
2020-07-13,41.68704
2020-07-14,41.32029
2020-07-15,40.34229
2020-07-16,39.73105
2020-07-17,38.6308
2020-07-18,24.93887
2020-07-19,22.49388
2020-07-20,43.03178
2020-07-21,46.08801
2020-07-22,41.56479
2020-07-23,40.46454
2020-07-24,35.57457
2020-07-25,21.02689
2020-07-26,18.5819
2020-07-27,50.0
2020-07-28,46.08801
2020-07-29,39.24205
2020-07-30,43.03178
2020-07-31,35.45232
2020-08-01,20.66014
2020-08-02,20.66014
2020-08-03,44.49877
2020-08-04,43.03178
2020-08-05,39.3643
2020-08-06,41.80929
2020-08-07,40.95354
2020-08-08,24.08312
2020-08-09,16.99266
2020-08-10,38.6308
2020-08-11,37.16381
2020-08-12,41.32029
2020-08-13,38.99755
2020-08-14,41.44254
2020-08-15,21.27139
2020-08-16,16.99266
2020-08-17,49.63325
2020-08-18,38.3863
2020-08-19,40.58679
2020-08-20,36.79706
2020-08-21,48.533
2020-08-22,46.57701
2020-08-23,24.20537
2020-08-24,49.87775
2020-08-25,48.89975
2020-08-26,40.95354
2020-08-27,41.93154
2020-08-28,44.13202
2020-08-29,28.2396
2020-08-30,25.18337
2020-08-31,41.19804
2020-09-01,44.86552
2020-09-02,44.74327
2020-09-03,45.23227
2020-09-04,40.83129
2020-09-05,26.77261
2020-09-06,28.4841
2020-09-07,40.46454
2020-09-08,47.06601
2020-09-09,47.92176
2020-09-10,50.24449
2020-09-11,38.6308
2020-09-12,24.93887
2020-09-13,24.32762
2020-09-14,43.39853
2020-09-15,51.58924
2020-09-16,48.7775
2020-09-17,47.06601
2020-09-18,35.94132
2020-09-19,22.00488
2020-09-20,21.63814
2020-09-21,32.76283
2020-09-22,41.07579
2020-09-23,42.42053
2020-09-24,45.23227
2020-09-25,42.29828
2020-09-26,21.76039
2020-09-27,22.12713
2020-09-28,34.35207
2020-09-29,32.27383
2020-09-30,17.60391
2020-10-01,13.81418
2020-10-02,16.50366
2020-10-03,16.99266
2020-10-04,20.04889
2020-10-05,38.75305
2020-10-06,38.99755
2020-10-07,34.10757
2020-10-08,38.6308
2020-10-09,23.22738
2020-10-10,20.41564
2020-10-11,20.04889
2020-10-12,43.03178
2020-10-13,45.72127
2020-10-14,47.06601
2020-10-15,45.23227
2020-10-16,36.91931
2020-10-17,16.74816
2020-10-18,22.86063
2020-10-19,37.89731
2020-10-20,40.95354
2020-10-21,42.90953
2020-10-22,40.95354
2020-10-23,33.00733
2020-10-24,20.29339
2020-10-25,16.25916
2020-10-26,35.45232
2020-10-27,44.13202
2020-10-28,41.80929
2020-10-29,39.97555
2020-10-30,33.49633
2020-10-31,18.21515
2020-11-01,19.19315
2020-11-02,34.71882
2020-11-03,35.08557
2020-11-04,34.96332
2020-11-05,29.33985
2020-11-06,33.86308
2020-11-07,22.37163
2020-11-08,20.41564
2020-11-09,37.40831
2020-11-10,36.30806
2020-11-11,34.59657
2020-11-12,46.08801
2020-11-13,34.22982
2020-11-14,24.32762
2020-11-15,21.02689
2020-11-16,34.96332
2020-11-17,40.34229
2020-11-18,38.26405
2020-11-19,42.42053
2020-11-20,45.11002
2020-11-21,20.66014
2020-11-22,14.42542
2020-11-23,37.40831
2020-11-24,46.08801
2020-11-25,43.27628
2020-11-26,38.3863
2020-11-27,45.84352
2020-11-28,27.38386
2020-11-29,27.38386
2020-11-30,42.42053
2020-12-01,46.94376
2020-12-02,41.19804
2020-12-03,45.72127
2020-12-04,37.53056
2020-12-05,27.87286
2020-12-06,26.52811
2020-12-07,48.41075
2020-12-08,53.66748
2020-12-09,57.33496
2020-12-10,57.33496
2020-12-11,36.91931
2020-12-12,21.14914
2020-12-13,24.57212
2020-12-14,44.49877
2020-12-15,43.27628
2020-12-16,44.37652
2020-12-17,49.7555
2020-12-18,38.6308
2020-12-19,24.32762
2020-12-20,29.09535
2020-12-21,45.84352
2020-12-22,54.40097
2020-12-23,51.71149
2020-12-24,44.86552
2020-12-25,23.83863
2020-12-26,24.08312
2020-12-27,25.79462
2020-12-28,53.91198
2020-12-29,52.56723
2020-12-30,52.56723
2020-12-31,43.15403
2021-01-01,20.29339
2021-01-02,27.50611
2021-01-03,27.62836
2021-01-04,44.49877
2021-01-05,52.56723
2021-01-06,42.78728
2021-01-07,37.65281
2021-01-08,34.35207
2021-01-09,24.81662
2021-01-10,19.43765
2021-01-11,40.46454
2021-01-12,45.96577
2021-01-13,51.83374
2021-01-14,49.2665
2021-01-15,45.84352
2021-01-16,25.79462
2021-01-17,22.73838
2021-01-18,43.76528
2021-01-19,55.25672
2021-01-20,54.40097
2021-01-21,52.20048
2021-01-22,52.07823
2021-01-23,27.87286
2021-01-24,28.11735
2021-01-25,55.99022
2021-01-26,50.73349
2021-01-27,45.47677
2021-01-28,45.23227
2021-01-29,43.64303
2021-01-30,24.57212
2021-01-31,22.98288
2021-02-01,44.25427
2021-02-02,50.24449
2021-02-03,49.14425
2021-02-04,46.45476
2021-02-05,48.7775
2021-02-06,25.42787
2021-02-07,24.93887
2021-02-08,39.1198
2021-02-09,44.00977
2021-02-10,30.92909
2021-02-11,19.8044
2021-02-12,23.34963
2021-02-13,24.20537
2021-02-14,22.73838
2021-02-15,51.71149
2021-02-16,56.84596
2021-02-17,57.21271
2021-02-18,56.11246
2021-02-19,52.20048
2021-02-20,32.02933
2021-02-21,23.10513
2021-02-22,52.20048
2021-02-23,58.9242
2021-02-24,59.1687
2021-02-25,48.044
2021-02-26,43.52078
2021-02-27,27.75061
2021-02-28,23.83863
2021-03-01,30.19559
2021-03-02,49.511
2021-03-03,53.66748
2021-03-04,50.0
2021-03-05,49.022
2021-03-06,23.47188
2021-03-07,26.77261
2021-03-08,43.27628
2021-03-09,43.88753
2021-03-10,43.39853
2021-03-11,55.50122
2021-03-12,45.11002
2021-03-13,24.57212
2021-03-14,25.42787
2021-03-15,41.44254
2021-03-16,47.18826
2021-03-17,51.95599
2021-03-18,49.022
2021-03-19,47.67726
2021-03-20,28.85085
2021-03-21,23.59413
2021-03-22,49.022
2021-03-23,49.511
2021-03-24,50.36674
2021-03-25,52.56723
2021-03-26,48.89975
2021-03-27,25.79462
2021-03-28,25.18337
2021-03-29,50.36674
2021-03-30,52.56723
2021-03-31,44.62102
2021-04-01,39.73105
