date,라오스환율
2021-01-28,7.71266
2021-01-29,6.12476
2021-01-30,5.70888
2021-01-31,8.77126
2021-02-01,7.25897
2021-02-02,6.69187
2021-02-03,6.01134
2021-02-04,6.12476
2021-02-05,4.57466
2021-02-06,5.06616
2021-02-07,5.74669
2021-02-08,4.34782
2021-02-09,6.04914
2021-02-10,5.25519
2021-02-11,5.89792
2021-02-12,4.83931
2021-02-13,6.69187
2021-02-14,7.4102
2021-02-15,6.38941
2021-02-16,6.57844
2021-02-17,4.99054
2021-02-18,5.25519
2021-02-19,4.80151
2021-02-20,4.7637
2021-02-21,6.8431
2021-02-22,5.8223
2021-02-23,5.06616
2021-02-24,4.46124
2021-02-25,6.27599
2021-02-26,4.31001
2021-02-27,4.65028
2021-02-28,5.40642
2021-03-01,5.33081
2021-03-02,5.36862
2021-03-03,5.74669
2021-03-04,5.74669
2021-03-05,5.44423
2021-03-06,7.29678
2021-03-07,7.56143
2021-03-08,6.01134
2021-03-09,5.36862
2021-03-10,4.80151
2021-03-11,5.10396
2021-03-12,4.2344
2021-03-13,4.19659
2021-03-14,3.21361
2021-03-15,5.14177
2021-03-16,4.91493
2021-03-17,5.33081
2021-03-18,5.44423
2021-03-19,3.89413
2021-03-20,5.02835
2021-03-21,5.17958
2021-03-22,5.02835
2021-03-23,4.15879
2021-03-24,4.72589
2021-03-25,5.02835
2021-03-26,5.10396
2021-03-27,4.31001
2021-03-28,5.8223
2021-03-29,6.57844
2021-03-30,4.99054
2021-03-31,4.95274
2021-04-01,4.42344
2021-04-02,3.81852
2021-04-03,4.65028
2021-04-04,5.40642
2021-04-05,6.31379
2021-04-06,6.3516
2021-04-07,6.95652
2021-04-08,7.97731
2021-04-09,6.91871
2021-04-10,6.69187
2021-04-11,8.16635
2021-04-12,8.58223
2021-04-13,9.11153
2021-04-14,11.15311
2021-04-15,7.78827
2021-04-16,6.8431
2021-04-17,6.91871
2021-04-18,6.38941
2021-04-19,4.15879
2021-04-20,4.27221
2021-04-21,4.7637
2021-04-22,5.63327
2021-04-23,4.38563
2021-04-24,40.41587
2021-04-25,19.77315
2021-04-26,8.84688
2021-04-27,7.86389
2021-04-28,6.12476
2021-04-29,5.63327
2021-04-30,14.02646
2021-05-01,19.01701
2021-05-02,9.30056
2021-05-03,8.65784
2021-05-04,6.91871
2021-05-05,6.54064
2021-05-06,5.70888
2021-05-07,6.01134
2021-05-08,8.62003
2021-05-09,5.48204
2021-05-10,5.293
2021-05-11,5.40642
2021-05-12,5.21739
2021-05-13,5.02835
2021-05-14,3.81852
2021-05-15,5.14177
2021-05-16,5.93572
2021-05-17,5.48204
2021-05-18,5.10396
2021-05-19,5.17958
2021-05-20,4.08317
2021-05-21,4.53686
2021-05-22,3.47826
2021-05-23,5.40642
2021-05-24,4.91493
2021-05-25,4.42344
2021-05-26,3.40264
2021-05-27,3.85633
2021-05-28,3.13799
2021-05-29,3.93194
2021-05-30,5.40642
2021-05-31,4.12098
2021-06-01,4.95274
2021-06-02,4.38563
2021-06-03,4.83931
2021-06-04,4.57466
2021-06-05,6.12476
2021-06-06,8.35538
2021-06-07,5.86011
2021-06-08,4.95274
2021-06-09,6.23818
2021-06-10,4.80151
2021-06-11,4.72589
2021-06-12,4.00756
2021-06-13,7.4102
2021-06-14,11.72022
2021-06-15,5.40642
2021-06-16,5.293
2021-06-17,4.57466
2021-06-18,6.12476
2021-06-19,13.53497
2021-06-20,9.60302
2021-06-21,6.54064
2021-06-22,7.59924
2021-06-23,6.50283
2021-06-24,10.05671
2021-06-25,6.42722
2021-06-26,6.57844
2021-06-27,8.09073
2021-06-28,7.67485
2021-06-29,7.14555
2021-06-30,6.42722
2021-07-01,7.3724
2021-07-02,4.04536
2021-07-03,5.02835
2021-07-04,7.52362
2021-07-05,6.38941
2021-07-06,5.06616
2021-07-07,6.61625
2021-07-08,11.37996
2021-07-09,11.45557
2021-07-10,5.74669
2021-07-11,7.44801
2021-07-12,8.12854
2021-07-13,6.23818
2021-07-14,8.31758
2021-07-15,8.88468
2021-07-16,9.45179
2021-07-17,11.22873
2021-07-18,15.68998
2021-07-19,13.76181
2021-07-20,15.87901
2021-07-21,13.98865
2021-07-22,11.6068
2021-07-23,9.60302
2021-07-24,9.45179
2021-07-25,9.37618
2021-07-26,6.08695
2021-07-27,6.50283
2021-07-28,5.17958
2021-07-29,5.67107
2021-07-30,4.42344
2021-07-31,5.293
2021-08-01,6.3516
2021-08-02,4.68809
2021-08-03,5.06616
2021-08-04,4.53686
2021-08-05,5.59546
2021-08-06,4.83931
2021-08-07,5.17958
2021-08-08,6.08695
2021-08-09,6.27599
2021-08-10,5.74669
2021-08-11,6.12476
2021-08-12,7.06994
2021-08-13,5.48204
2021-08-14,5.36862
2021-08-15,7.10775
2021-08-16,8.24196
2021-08-17,6.76748
2021-08-18,7.25897
2021-08-19,5.67107
2021-08-20,6.20037
2021-08-21,5.33081
2021-08-22,7.9395
2021-08-23,6.04914
2021-08-24,7.10775
2021-08-25,6.57844
2021-08-26,5.10396
2021-08-27,4.61247
2021-08-28,6.16257
2021-08-29,7.25897
2021-08-30,6.04914
2021-08-31,4.53686
2021-09-01,3.28922
2021-09-02,3.47826
2021-09-03,4.46124
2021-09-04,4.08317
2021-09-05,31.79584
2021-09-06,4.15879
2021-09-07,5.67107
2021-09-08,4.04536
2021-09-09,4.49905
2021-09-10,4.31001
2021-09-11,3.32703
2021-09-12,4.83931
2021-09-13,5.14177
2021-09-14,3.44045
2021-09-15,3.47826
2021-09-16,3.32703
2021-09-17,2.57088
2021-09-18,2.53308
2021-09-19,2.6465
2021-09-20,3.93194
2021-09-21,2.68431
2021-09-22,4.08317
2021-09-23,7.18336
2021-09-24,3.02457
2021-09-25,3.96975
2021-09-26,3.1758
2021-09-27,3.55387
2021-09-28,3.10018
2021-09-29,3.62948
2021-09-30,3.40264
2021-10-01,3.32703
2021-10-02,3.81852
2021-10-03,2.75992
2021-10-04,3.55387
2021-10-05,4.72589
2021-10-06,3.21361
2021-10-07,3.10018
2021-10-08,3.02457
2021-10-09,3.55387
2021-10-10,3.25141
2021-10-11,4.80151
2021-10-12,3.59168
2021-10-13,3.21361
2021-10-14,3.25141
2021-10-15,2.00378
2021-10-16,4.19659
2021-10-17,5.89792
2021-10-18,5.97353
2021-10-19,4.83931
2021-10-20,3.55387
2021-10-21,4.2344
2021-10-22,3.32703
2021-10-23,4.38563
2021-10-24,4.68809
2021-10-25,8.65784
2021-10-26,4.53686
2021-10-27,3.81852
2021-10-28,3.81852
2021-10-29,3.51606
2021-10-30,6.16257
2021-10-31,3.40264
2021-11-01,4.12098
2021-11-02,5.89792
2021-11-03,3.89413
2021-11-04,3.51606
2021-11-05,2.87334
2021-11-06,10.28355
2021-11-07,6.31379
2021-11-08,2.57088
2021-11-09,3.32703
2021-11-10,4.15879
2021-11-11,2.57088
2021-11-12,2.38185
2021-11-13,3.1758
2021-11-14,3.59168
2021-11-15,3.51606
2021-11-16,4.87712
2021-11-17,3.81852
2021-11-18,3.74291
2021-11-19,3.81852
2021-11-20,6.3516
2021-11-21,4.34782
2021-11-22,3.96975
2021-11-23,3.28922
2021-11-24,3.66729
2021-11-25,3.59168
2021-11-26,3.21361
2021-11-27,4.61247
2021-11-28,3.55387
2021-11-29,4.53686
2021-11-30,4.2344
2021-12-01,3.59168
2021-12-02,2.79773
2021-12-03,2.57088
2021-12-04,3.89413
2021-12-05,3.51606
2021-12-06,3.1758
2021-12-07,4.00756
2021-12-08,3.81852
2021-12-09,3.96975
2021-12-10,4.49905
2021-12-11,7.78827
2021-12-12,11.30434
2021-12-13,5.74669
2021-12-14,4.95274
2021-12-15,4.99054
2021-12-16,8.20415
2021-12-17,6.04914
2021-12-18,7.3724
2021-12-19,20.64272
2021-12-20,16.52173
2021-12-21,8.92249
2021-12-22,7.14555
2021-12-23,4.31001
2021-12-24,5.02835
2021-12-25,14.17769
2021-12-26,9.18714
2021-12-27,7.52362
2021-12-28,4.46124
2021-12-29,4.49905
2021-12-30,3.85633
2021-12-31,2.91115
2022-01-01,3.96975
2022-01-02,4.57466
2022-01-03,8.09073
2022-01-04,6.23818
2022-01-05,6.08695
2022-01-06,3.74291
2022-01-07,4.31001
2022-01-08,5.63327
2022-01-09,8.12854
2022-01-10,5.70888
2022-01-11,8.27977
2022-01-12,8.39319
2022-01-13,6.31379
2022-01-14,5.21739
2022-01-15,7.9017
2022-01-16,6.65406
2022-01-17,4.72589
2022-01-18,3.44045
2022-01-19,4.12098
2022-01-20,3.62948
2022-01-21,5.02835
2022-01-22,3.89413
2022-01-23,5.36862
2022-01-24,6.46502
2022-01-25,3.02457
2022-01-26,4.42344
2022-01-27,4.68809
2022-01-28,2.45746
2022-01-29,4.57466
2022-01-30,3.93194
2022-01-31,4.49905
2022-02-01,5.67107
2022-02-02,12.81663
2022-02-03,6.72967
2022-02-04,7.03213
2022-02-05,11.00189
2022-02-06,10.43478
2022-02-07,10.05671
2022-02-08,18.03402
2022-02-09,13.27032
2022-02-10,8.4688
2022-02-11,7.59924
2022-02-12,31.64461
2022-02-13,8.01512
2022-02-14,6.01134
2022-02-15,7.25897
2022-02-16,6.38941
2022-02-17,5.55765
2022-02-18,9.41398
2022-02-19,6.23818
2022-02-20,6.04914
2022-02-21,4.87712
2022-02-22,7.25897
2022-02-23,6.72967
2022-02-24,5.86011
2022-02-25,5.67107
2022-02-26,12.36294
2022-02-27,7.52362
2022-02-28,22.60869
2022-03-01,21.5879
2022-03-02,15.50094
2022-03-03,5.67107
2022-03-04,7.25897
2022-03-05,7.56143
2022-03-06,17.08884
2022-03-07,6.42722
2022-03-08,9.64083
2022-03-09,5.86011
2022-03-10,7.18336
2022-03-11,7.18336
2022-03-12,5.93572
2022-03-13,10.73724
2022-03-14,6.80529
2022-03-15,6.31379
2022-03-16,5.36862
2022-03-17,4.83931
2022-03-18,5.44423
2022-03-19,6.69187
2022-03-20,5.93572
2022-03-21,4.95274
2022-03-22,5.70888
2022-03-23,8.58223
2022-03-24,4.38563
2022-03-25,5.293
2022-03-26,5.14177
2022-03-27,13.49716
2022-03-28,7.10775
2022-03-29,6.38941
2022-03-30,9.86767
2022-03-31,8.12854
2022-04-01,6.80529
2022-04-02,5.33081
2022-04-03,6.42722
2022-04-04,6.31379
2022-04-05,7.59924
2022-04-06,7.67485
2022-04-07,5.44423
2022-04-08,7.3724
2022-04-09,5.25519
2022-04-10,4.53686
2022-04-11,8.05293
2022-04-12,5.06616
2022-04-13,5.25519
2022-04-14,5.51984
2022-04-15,4.53686
2022-04-16,4.34782
2022-04-17,6.95652
2022-04-18,6.38941
2022-04-19,5.55765
2022-04-20,7.06994
2022-04-21,4.61247
2022-04-22,4.72589
2022-04-23,13.27032
2022-04-24,9.30056
2022-04-25,6.57844
2022-04-26,9.30056
2022-04-27,6.27599
2022-04-28,9.11153
2022-04-29,5.67107
2022-04-30,5.8223
2022-05-01,6.04914
2022-05-02,5.36862
2022-05-03,5.17958
2022-05-04,6.01134
2022-05-05,6.65406
2022-05-06,5.48204
2022-05-07,5.74669
2022-05-08,7.18336
2022-05-09,6.99432
2022-05-10,6.16257
2022-05-11,6.8809
2022-05-12,7.44801
2022-05-13,7.18336
2022-05-14,5.51984
2022-05-15,6.08695
2022-05-16,5.51984
2022-05-17,5.59546
2022-05-18,14.06427
2022-05-19,11.90926
2022-05-20,8.80907
2022-05-21,8.77126
2022-05-22,7.06994
2022-05-23,6.76748
2022-05-24,8.05293
2022-05-25,13.38374
2022-05-26,8.65784
2022-05-27,7.86389
2022-05-28,7.29678
2022-05-29,8.35538
2022-05-30,8.62003
2022-05-31,12.89224
2022-06-01,33.23251
2022-06-02,8.27977
2022-06-03,8.05293
2022-06-04,9.67863
2022-06-05,9.07372
2022-06-06,20.5671
2022-06-07,9.11153
2022-06-08,8.69565
2022-06-09,10.17013
2022-06-10,7.3724
2022-06-11,8.27977
2022-06-12,11.15311
2022-06-13,10.73724
2022-06-14,10.43478
2022-06-15,10.05671
2022-06-16,11.37996
2022-06-17,9.03591
2022-06-18,10.05671
2022-06-19,9.71644
2022-06-20,12.36294
2022-06-21,8.35538
2022-06-22,10.73724
2022-06-23,7.52362
2022-06-24,6.46502
2022-06-25,9.26275
2022-06-26,8.4688
2022-06-27,10.39697
2022-06-28,9.86767
2022-06-29,8.09073
2022-06-30,7.82608
2022-07-01,7.86389
2022-07-02,10.47258
2022-07-03,11.19092
2022-07-04,8.431
2022-07-05,7.10775
2022-07-06,10.58601
2022-07-07,9.03591
2022-07-08,6.95652
2022-07-09,7.82608
2022-07-10,9.75425
2022-07-11,8.16635
2022-07-12,9.41398
2022-07-13,7.59924
2022-07-14,9.26275
2022-07-15,9.45179
2022-07-16,8.16635
2022-07-17,6.91871
2022-07-18,10.0189
2022-07-19,8.39319
2022-07-20,8.4688
2022-07-21,6.69187
2022-07-22,6.61625
2022-07-23,6.42722
2022-07-24,6.91871
2022-07-25,8.39319
2022-07-26,7.52362
2022-07-27,8.35538
2022-07-28,7.4102
2022-07-29,6.42722
2022-07-30,7.25897
2022-07-31,10.73724
2022-08-01,7.56143
2022-08-02,8.431
2022-08-03,7.97731
2022-08-04,8.54442
2022-08-05,6.95652
2022-08-06,6.80529
2022-08-07,7.18336
2022-08-08,8.05293
2022-08-09,9.26275
2022-08-10,7.52362
2022-08-11,9.71644
2022-08-12,7.48582
2022-08-13,6.65406
2022-08-14,7.10775
2022-08-15,17.9206
2022-08-16,9.64083
2022-08-17,8.9981
2022-08-18,8.27977
2022-08-19,7.10775
2022-08-20,6.04914
2022-08-21,8.62003
2022-08-22,8.65784
2022-08-23,9.22495
2022-08-24,8.01512
2022-08-25,7.75047
2022-08-26,9.22495
2022-08-27,8.73345
2022-08-28,9.94328
2022-08-29,9.56521
2022-08-30,10.88846
2022-08-31,8.39319
2022-09-01,8.62003
2022-09-02,9.11153
2022-09-03,7.86389
2022-09-04,8.9603
2022-09-05,10.47258
2022-09-06,9.98109
2022-09-07,10.69943
2022-09-08,8.73345
2022-09-09,10.09451
2022-09-10,15.91682
2022-09-11,10.39697
2022-09-12,13.79962
2022-09-13,12.40075
2022-09-14,13.08128
2022-09-15,10.51039
2022-09-16,9.64083
2022-09-17,9.11153
2022-09-18,9.52741
2022-09-19,15.8034
2022-09-20,28.54442
2022-09-21,15.34971
2022-09-22,13.27032
2022-09-23,22.04158
2022-09-24,17.99621
2022-09-25,12.89224
2022-09-26,16.52173
2022-09-27,10.88846
2022-09-28,14.06427
2022-09-29,14.7448
2022-09-30,13.45935
2022-10-01,10.77504
2022-10-02,14.66918
2022-10-03,13.61058
2022-10-04,14.59357
2022-10-05,13.30812
2022-10-06,13.91304
2022-10-07,12.70321
2022-10-08,9.45179
2022-10-09,12.93005
2022-10-10,14.44234
2022-10-11,16.3327
2022-10-12,14.2155
2022-10-13,14.13988
2022-10-14,17.73156
2022-10-15,22.53308
2022-10-16,16.48393
2022-10-17,20.34026
2022-10-18,16.37051
2022-10-19,16.29489
2022-10-20,16.21928
2022-10-21,14.63137
2022-10-22,14.97164
2022-10-23,13.38374
2022-10-24,17.27788
2022-10-25,14.2533
2022-10-26,12.89224
2022-10-27,14.66918
2022-10-28,11.41776
2022-10-29,9.52741
2022-10-30,19.81096
2022-10-31,20.86956
2022-11-01,16.74858
2022-11-02,18.71455
2022-11-03,18.63894
2022-11-04,12.89224
2022-11-05,15.76559
2022-11-06,29.75425
2022-11-07,63.28922
2022-11-08,32.36294
2022-11-09,27.29678
2022-11-10,19.24385
2022-11-11,21.39886
2022-11-12,17.12665
2022-11-13,17.65595
2022-11-14,19.96219
2022-11-15,18.18525
2022-11-16,19.16824
2022-11-17,16.862
2022-11-18,16.3327
2022-11-19,15.04725
2022-11-20,17.73156
2022-11-21,18.48771
2022-11-22,18.86578
2022-11-23,15.42533
2022-11-24,14.32892
2022-11-25,15.72778
2022-11-26,14.06427
2022-11-27,17.88279
2022-11-28,20.75614
2022-11-29,17.84499
2022-11-30,17.35349
2022-12-01,21.85255
2022-12-02,18.10964
2022-12-03,12.32514
2022-12-04,17.61814
2022-12-05,20.64272
2022-12-06,19.39508
2022-12-07,20.5293
2022-12-08,22.155
2022-12-09,21.43667
2022-12-10,17.73156
2022-12-11,23.47826
2022-12-12,21.96597
2022-12-13,20.83175
2022-12-14,20.34026
2022-12-15,19.54631
2022-12-16,19.65973
2022-12-17,16.14366
2022-12-18,20.83175
2022-12-19,19.31947
2022-12-20,20.71833
2022-12-21,19.73534
2022-12-22,18.71455
2022-12-23,16.48393
2022-12-24,17.73156
2022-12-25,24.19659
2022-12-26,25.17958
2022-12-27,21.6257
2022-12-28,21.6257
2022-12-29,22.72211
2022-12-30,19.28166
2022-12-31,19.09262
2023-01-01,17.58034
2023-01-02,33.57277
2023-01-03,39.24385
2023-01-04,33.64839
2023-01-05,33.6862
2023-01-06,28.12854
2023-01-07,26.20037
2023-01-08,24.31001
2023-01-09,26.50283
2023-01-10,25.8223
2023-01-11,25.97353
2023-01-12,25.06616
2023-01-13,25.48204
2023-01-14,24.83931
2023-01-15,23.93194
2023-01-16,29.52741
2023-01-17,26.31379
2023-01-18,26.99432
2023-01-19,25.70888
2023-01-20,24.68809
2023-01-21,21.24763
2023-01-22,20.60491
2023-01-23,23.85633
2023-01-24,26.50283
2023-01-25,34.63137
2023-01-26,29.64083
2023-01-27,26.99432
2023-01-28,25.8223
2023-01-29,26.08695
2023-01-30,33.38374
2023-01-31,27.44801
2023-02-01,24.87712
2023-02-02,27.33459
2023-02-03,27.06994
2023-02-04,24.72589
2023-02-05,25.97353
2023-02-06,29.79206
2023-02-07,26.99432
2023-02-08,26.99432
2023-02-09,27.78827
2023-02-10,25.40642
2023-02-11,21.70132
2023-02-12,29.64083
2023-02-13,31.41776
2023-02-14,28.35538
2023-02-15,27.18336
2023-02-16,29.26275
2023-02-17,29.64083
2023-02-18,28.62003
2023-02-19,35.08506
2023-02-20,30.85066
2023-02-21,31.56899
2023-02-22,30.85066
2023-02-23,26.54064
2023-02-24,25.33081
2023-02-25,23.51606
2023-02-26,28.62003
2023-02-27,24.27221
2023-02-28,24.12098
2023-03-01,26.95652
2023-03-02,71.68241
2023-03-03,58.52551
2023-03-04,55.16068
2023-03-05,54.82041
2023-03-06,37.58034
2023-03-07,30.69943
2023-03-08,29.52741
2023-03-09,46.54064
2023-03-10,39.31947
2023-03-11,94.85822
2023-03-12,69.11153
2023-03-13,38.03402
2023-03-14,30.43478
2023-03-15,37.3913
2023-03-16,24.19659
2023-03-17,24.7637
2023-03-18,100.0
2023-03-19,91.68241
2023-03-20,27.9017
2023-03-21,23.7051
2023-03-22,22.75992
2023-03-23,22.79773
2023-03-24,22.1172
2023-03-25,17.3913
2023-03-26,23.55387
2023-03-27,34.82041
2023-03-28,22.68431
2023-03-29,24.91493
2023-03-30,27.10775
2023-03-31,17.61814
2023-04-01,16.67296
2023-04-02,40.22684
2023-04-03,20.34026
2023-04-04,19.13043
2023-04-05,16.29489
2023-04-06,18.41209
2023-04-07,16.25708
2023-04-08,14.89603
2023-04-09,14.55576
2023-04-10,18.03402
2023-04-11,19.77315
2023-04-12,20.26465
2023-04-13,18.56332
2023-04-14,18.07183
2023-04-15,14.7826
2023-04-16,18.26086
2023-04-17,19.62192
2023-04-18,16.06805
2023-04-19,17.01323
2023-04-20,18.26086
2023-04-21,16.59735
2023-04-22,17.46691
2023-04-23,23.28922
2023-04-24,19.39508
2023-04-25,20.0378
2023-04-26,16.03024
2023-04-27,18.07183
2023-04-28,18.60113
2023-04-29,17.16446
2023-04-30,16.63516
2023-05-01,17.95841
2023-05-02,19.54631
2023-05-03,18.60113
2023-05-04,17.61814
2023-05-05,19.24385
2023-05-06,16.03024
2023-05-07,20.15122
2023-05-08,18.79017
2023-05-09,20.0378
2023-05-10,17.84499
2023-05-11,19.43289
2023-05-12,19.20604
2023-05-13,15.61436
2023-05-14,18.14744
2023-05-15,20.18903
2023-05-16,20.22684
2023-05-17,18.10964
2023-05-18,18.86578
2023-05-19,18.52551
2023-05-20,14.7448
2023-05-21,20.37807
2023-05-22,25.21739
2023-05-23,22.72211
2023-05-24,20.90737
2023-05-25,19.92438
2023-05-26,16.97542
2023-05-27,17.46691
2023-05-28,18.41209
2023-05-29,18.33648
