date,일목균형표
2020-03-20,23.53741
2020-03-21,25.44217
2020-03-22,22.31292
2020-03-23,19.86394
2020-03-24,23.80952
2020-03-25,28.84353
2020-03-26,28.16326
2020-03-27,24.21768
2020-03-28,24.89795
2020-03-29,23.94557
2020-03-30,32.10884
2020-03-31,25.17006
2020-04-01,28.29931
2020-04-02,29.79591
2020-04-03,32.92517
2020-04-04,38.36734
2020-04-05,32.65306
2020-04-06,51.42857
2020-04-07,31.15646
2020-04-08,28.02721
2020-04-09,45.57823
2020-04-10,38.36734
2020-04-11,43.2653
2020-04-12,43.40136
2020-04-13,54.42176
2020-04-14,34.69387
2020-04-15,38.91156
2020-04-16,31.42857
2020-04-17,31.83673
2020-04-18,27.61904
2020-04-19,34.14965
2020-04-20,34.82993
2020-04-21,27.48299
2020-04-22,34.0136
2020-04-23,37.82312
2020-04-24,31.97278
2020-04-25,35.37414
2020-04-26,35.78231
2020-04-27,38.77551
2020-04-28,42.72108
2020-04-29,43.12925
2020-04-30,37.0068
2020-05-01,29.79591
2020-05-02,23.67346
2020-05-03,26.2585
2020-05-04,27.34693
2020-05-05,26.12244
2020-05-06,31.70068
2020-05-07,43.67346
2020-05-08,42.99319
2020-05-09,36.32653
2020-05-10,37.55102
2020-05-11,30.06802
2020-05-12,31.15646
2020-05-13,35.5102
2020-05-14,37.41496
2020-05-15,33.33333
2020-05-16,29.79591
2020-05-17,29.65986
2020-05-18,33.46938
2020-05-19,30.88435
2020-05-20,36.46258
2020-05-21,40.54421
2020-05-22,27.61904
2020-05-23,27.34693
2020-05-24,26.80272
2020-05-25,26.53061
2020-05-26,30.47619
2020-05-27,33.74149
2020-05-28,35.5102
2020-05-29,29.2517
2020-05-30,25.17006
2020-05-31,30.47619
2020-06-01,28.57142
2020-06-02,36.46258
2020-06-03,39.72789
2020-06-04,40.13605
2020-06-05,29.38775
2020-06-06,25.44217
2020-06-07,29.5238
2020-06-08,27.61904
2020-06-09,28.43537
2020-06-10,31.83673
2020-06-11,28.02721
2020-06-12,25.85034
2020-06-13,23.40136
2020-06-14,27.89115
2020-06-15,22.17687
2020-06-16,25.17006
2020-06-17,30.34013
2020-06-18,25.57823
2020-06-19,29.5238
2020-06-20,27.89115
2020-06-21,28.29931
2020-06-22,22.58503
2020-06-23,23.2653
2020-06-24,28.29931
2020-06-25,25.98639
2020-06-26,27.7551
2020-06-27,21.63265
2020-06-28,22.99319
2020-06-29,26.93877
2020-06-30,20.95238
2020-07-01,24.62585
2020-07-02,19.86394
2020-07-03,27.21088
2020-07-04,27.21088
2020-07-05,19.86394
2020-07-06,26.53061
2020-07-07,22.44897
2020-07-08,30.88435
2020-07-09,27.61904
2020-07-10,28.29931
2020-07-11,28.29931
2020-07-12,26.93877
2020-07-13,25.85034
2020-07-14,24.48979
2020-07-15,31.42857
2020-07-16,25.44217
2020-07-17,26.12244
2020-07-18,23.53741
2020-07-19,24.89795
2020-07-20,24.7619
2020-07-21,26.2585
2020-07-22,31.29251
2020-07-23,26.66666
2020-07-24,27.21088
2020-07-25,26.53061
2020-07-26,22.58503
2020-07-27,24.08163
2020-07-28,29.93197
2020-07-29,33.46938
2020-07-30,31.42857
2020-07-31,31.56462
2020-08-01,30.06802
2020-08-02,32.517
2020-08-03,25.71428
2020-08-04,30.74829
2020-08-05,32.10884
2020-08-06,30.20408
2020-08-07,34.55782
2020-08-08,28.84353
2020-08-09,40.13605
2020-08-10,36.46258
2020-08-11,43.2653
2020-08-12,47.21088
2020-08-13,41.49659
2020-08-14,34.28571
2020-08-15,35.10204
2020-08-16,35.37414
2020-08-17,28.70748
2020-08-18,25.57823
2020-08-19,24.89795
2020-08-20,24.7619
2020-08-21,32.65306
2020-08-22,29.79591
2020-08-23,22.72108
2020-08-24,31.97278
2020-08-25,36.59863
2020-08-26,35.91836
2020-08-27,31.97278
2020-08-28,30.88435
2020-08-29,28.70748
2020-08-30,33.06122
2020-08-31,32.517
2020-09-01,36.59863
2020-09-02,40.40816
2020-09-03,39.18367
2020-09-04,29.5238
2020-09-05,33.19727
2020-09-06,32.92517
2020-09-07,38.77551
2020-09-08,39.18367
2020-09-09,38.5034
2020-09-10,51.83673
2020-09-11,40.54421
2020-09-12,43.40136
2020-09-13,50.06802
2020-09-14,53.46938
2020-09-15,43.67346
2020-09-16,47.61904
2020-09-17,53.74149
2020-09-18,41.36054
2020-09-19,43.53741
2020-09-20,40.95238
2020-09-21,35.5102
2020-09-22,31.0204
2020-09-23,40.68027
2020-09-24,30.20408
2020-09-25,29.38775
2020-09-26,35.78231
2020-09-27,36.46258
2020-09-28,26.53061
2020-09-29,28.43537
2020-09-30,21.90476
2020-10-01,19.86394
2020-10-02,22.58503
2020-10-03,33.06122
2020-10-04,25.44217
2020-10-05,31.29251
2020-10-06,28.16326
2020-10-07,34.0136
2020-10-08,31.0204
2020-10-09,29.5238
2020-10-10,35.78231
2020-10-11,43.12925
2020-10-12,33.87755
2020-10-13,33.46938
2020-10-14,35.23809
2020-10-15,29.5238
2020-10-16,26.93877
2020-10-17,24.7619
2020-10-18,30.74829
2020-10-19,26.2585
2020-10-20,25.85034
2020-10-21,31.42857
2020-10-22,24.35374
2020-10-23,26.12244
2020-10-24,19.72789
2020-10-25,27.34693
2020-10-26,29.38775
2020-10-27,33.46938
2020-10-28,31.15646
2020-10-29,31.56462
2020-10-30,25.57823
2020-10-31,32.10884
2020-11-01,28.84353
2020-11-02,28.70748
2020-11-03,38.23129
2020-11-04,33.60544
2020-11-05,32.92517
2020-11-06,29.5238
2020-11-07,22.72108
2020-11-08,26.66666
2020-11-09,25.71428
2020-11-10,30.74829
2020-11-11,30.88435
2020-11-12,37.68707
2020-11-13,28.16326
2020-11-14,27.34693
2020-11-15,29.93197
2020-11-16,28.43537
2020-11-17,34.82993
2020-11-18,40.68027
2020-11-19,42.85714
2020-11-20,39.59183
2020-11-21,27.7551
2020-11-22,27.7551
2020-11-23,33.87755
2020-11-24,35.78231
2020-11-25,36.05442
2020-11-26,38.91156
2020-11-27,41.08843
2020-11-28,31.42857
2020-11-29,39.45578
2020-11-30,36.32653
2020-12-01,32.24489
2020-12-02,34.14965
2020-12-03,39.72789
2020-12-04,42.04081
2020-12-05,38.5034
2020-12-06,42.31292
2020-12-07,43.80952
2020-12-08,42.85714
2020-12-09,53.60544
2020-12-10,39.59183
2020-12-11,48.43537
2020-12-12,34.14965
2020-12-13,33.33333
2020-12-14,33.87755
2020-12-15,39.18367
2020-12-16,48.43537
2020-12-17,47.89115
2020-12-18,50.34013
2020-12-19,38.91156
2020-12-20,38.23129
2020-12-21,46.2585
2020-12-22,51.0204
2020-12-23,39.72789
2020-12-24,45.98639
2020-12-25,44.7619
2020-12-26,45.03401
2020-12-27,57.14285
2020-12-28,49.11564
2020-12-29,51.15646
2020-12-30,50.06802
2020-12-31,52.92517
2021-01-01,52.38095
2021-01-02,57.14285
2021-01-03,56.05442
2021-01-04,55.10204
2021-01-05,58.91156
2021-01-06,60.95238
2021-01-07,67.7551
2021-01-08,58.36734
2021-01-09,65.71428
2021-01-10,62.72108
2021-01-11,54.96598
2021-01-12,69.38775
2021-01-13,81.7687
2021-01-14,73.74149
2021-01-15,61.7687
2021-01-16,67.89115
2021-01-17,73.46938
2021-01-18,58.5034
2021-01-19,58.36734
2021-01-20,73.87755
2021-01-21,71.83673
2021-01-22,63.2653
2021-01-23,72.24489
2021-01-24,65.71428
2021-01-25,63.53741
2021-01-26,67.21088
2021-01-27,70.61224
2021-01-28,62.44897
2021-01-29,47.7551
2021-01-30,38.5034
2021-01-31,42.99319
2021-02-01,50.06802
2021-02-02,69.2517
2021-02-03,67.21088
2021-02-04,58.5034
2021-02-05,60.68027
2021-02-06,55.64625
2021-02-07,66.12244
2021-02-08,53.74149
2021-02-09,57.27891
2021-02-10,51.83673
2021-02-11,38.23129
2021-02-12,36.73469
2021-02-13,41.49659
2021-02-14,47.61904
2021-02-15,47.61904
2021-02-16,55.23809
2021-02-17,53.33333
2021-02-18,57.27891
2021-02-19,57.41496
2021-02-20,56.05442
2021-02-21,53.87755
2021-02-22,53.87755
2021-02-23,51.56462
2021-02-24,53.74149
2021-02-25,56.05442
2021-02-26,52.38095
2021-02-27,41.36054
2021-02-28,39.59183
2021-03-01,53.33333
2021-03-02,46.80272
2021-03-03,48.16326
2021-03-04,46.12244
2021-03-05,46.80272
2021-03-06,40.54421
2021-03-07,45.98639
2021-03-08,41.49659
2021-03-09,46.66666
2021-03-10,44.62585
2021-03-11,52.24489
2021-03-12,53.60544
2021-03-13,47.61904
2021-03-14,50.06802
2021-03-15,53.74149
2021-03-16,65.03401
2021-03-17,56.87074
2021-03-18,62.04081
2021-03-19,55.64625
2021-03-20,62.85714
2021-03-21,49.93197
2021-03-22,57.27891
2021-03-23,51.83673
2021-03-24,61.36054
2021-03-25,56.87074
2021-03-26,49.2517
2021-03-27,58.09523
2021-03-28,57.82312
2021-03-29,63.53741
2021-03-30,55.37414
2021-03-31,61.08843
2021-04-01,68.16326
2021-04-02,66.39455
2021-04-03,59.18367
2021-04-04,62.44897
2021-04-05,70.61224
2021-04-06,67.07482
2021-04-07,62.85714
2021-04-08,76.59863
2021-04-09,71.56462
2021-04-10,64.89795
2021-04-11,67.21088
2021-04-12,78.77551
2021-04-13,71.97278
2021-04-14,77.0068
2021-04-15,76.32653
2021-04-16,86.2585
2021-04-17,67.07482
2021-04-18,64.48979
2021-04-19,77.55102
2021-04-20,81.90476
2021-04-21,79.18367
2021-04-22,82.58503
2021-04-23,71.42857
2021-04-24,70.34013
2021-04-25,62.99319
2021-04-26,74.69387
2021-04-27,77.55102
2021-04-28,72.24489
2021-04-29,85.98639
2021-04-30,73.74149
2021-05-01,55.23809
2021-05-02,58.5034
2021-05-03,57.14285
2021-05-04,54.69387
2021-05-05,47.48299
2021-05-06,59.59183
2021-05-07,64.21768
2021-05-08,53.60544
2021-05-09,45.98639
2021-05-10,59.18367
2021-05-11,49.2517
2021-05-12,55.10204
2021-05-13,53.46938
2021-05-14,52.10884
2021-05-15,39.04761
2021-05-16,47.07482
