date,법인차량보험
2020-12-02,13.92405
2020-12-03,13.92405
2020-12-04,14.68354
2020-12-05,8.60759
2020-12-06,6.83544
2020-12-07,19.74683
2020-12-08,21.01265
2020-12-09,20.25316
2020-12-10,16.70886
2020-12-11,17.72151
2020-12-12,4.05063
2020-12-13,3.79746
2020-12-14,19.2405
2020-12-15,19.74683
2020-12-16,13.41772
2020-12-17,11.13924
2020-12-18,22.78481
2020-12-19,5.82278
2020-12-20,4.30379
2020-12-21,18.48101
2020-12-22,15.18987
2020-12-23,22.27848
2020-12-24,13.67088
2020-12-25,7.8481
2020-12-26,5.82278
2020-12-27,5.06329
2020-12-28,26.07594
2020-12-29,17.21518
2020-12-30,21.77215
2020-12-31,10.37974
2021-01-01,7.34177
2021-01-02,6.58227
2021-01-03,5.31645
2021-01-04,22.27848
2021-01-05,19.74683
2021-01-06,15.94936
2021-01-07,17.21518
2021-01-08,13.41772
2021-01-09,9.62025
2021-01-10,4.30379
2021-01-11,19.74683
2021-01-12,17.21518
2021-01-13,23.5443
2021-01-14,19.49367
2021-01-15,17.72151
2021-01-16,8.35443
2021-01-17,4.81012
2021-01-18,21.77215
2021-01-19,16.70886
2021-01-20,18.48101
2021-01-21,15.44303
2021-01-22,13.67088
2021-01-23,9.62025
2021-01-24,5.06329
2021-01-25,14.17721
2021-01-26,20.25316
2021-01-27,15.44303
2021-01-28,17.97468
2021-01-29,15.44303
2021-01-30,4.81012
2021-01-31,4.81012
2021-02-01,15.6962
2021-02-02,16.70886
2021-02-03,16.45569
2021-02-04,16.45569
2021-02-05,17.21518
2021-02-06,6.83544
2021-02-07,6.83544
2021-02-08,18.73417
2021-02-09,15.6962
2021-02-10,15.18987
2021-02-11,9.36708
2021-02-12,6.32911
2021-02-13,9.36708
2021-02-14,8.10126
2021-02-15,20.0
2021-02-16,19.74683
2021-02-17,18.98734
2021-02-18,21.77215
2021-02-19,11.3924
2021-02-20,5.82278
2021-02-21,5.82278
2021-02-22,24.30379
2021-02-23,23.03797
2021-02-24,18.22784
2021-02-25,21.26582
2021-02-26,13.67088
2021-02-27,7.34177
2021-02-28,9.36708
2021-03-01,9.11392
2021-03-02,20.75949
2021-03-03,18.98734
2021-03-04,22.27848
2021-03-05,21.26582
2021-03-06,8.86075
2021-03-07,9.62025
2021-03-08,22.02531
2021-03-09,24.81012
2021-03-10,25.31645
2021-03-11,26.83544
2021-03-12,20.50632
2021-03-13,9.62025
2021-03-14,5.56962
2021-03-15,28.86075
2021-03-16,30.88607
2021-03-17,25.56962
2021-03-18,21.51898
2021-03-19,21.01265
2021-03-20,10.88607
2021-03-21,7.34177
2021-03-22,28.86075
2021-03-23,25.31645
2021-03-24,21.01265
2021-03-25,20.0
2021-03-26,18.48101
2021-03-27,8.60759
2021-03-28,11.13924
2021-03-29,18.22784
2021-03-30,21.26582
2021-03-31,15.18987
2021-04-01,10.63291
2021-04-02,12.91139
2021-04-03,8.86075
2021-04-04,6.83544
2021-04-05,22.02531
2021-04-06,17.46835
2021-04-07,16.96202
2021-04-08,17.97468
2021-04-09,13.16455
2021-04-10,7.8481
2021-04-11,5.82278
2021-04-12,18.98734
2021-04-13,16.45569
2021-04-14,17.97468
2021-04-15,15.6962
2021-04-16,15.18987
2021-04-17,11.13924
2021-04-18,7.59493
2021-04-19,20.25316
2021-04-20,19.74683
2021-04-21,16.96202
2021-04-22,17.72151
2021-04-23,13.92405
2021-04-24,9.87341
2021-04-25,6.07594
2021-04-26,23.29113
2021-04-27,18.98734
2021-04-28,15.6962
2021-04-29,15.44303
2021-04-30,16.70886
2021-05-01,8.10126
2021-05-02,6.83544
2021-05-03,24.05063
2021-05-04,25.31645
2021-05-05,8.10126
2021-05-06,19.74683
2021-05-07,15.94936
2021-05-08,10.63291
2021-05-09,6.83544
2021-05-10,14.9367
2021-05-11,23.5443
2021-05-12,15.44303
2021-05-13,16.96202
2021-05-14,15.18987
2021-05-15,7.8481
2021-05-16,7.34177
2021-05-17,23.03797
2021-05-18,22.02531
2021-05-19,10.37974
2021-05-20,18.98734
2021-05-21,13.67088
2021-05-22,4.05063
2021-05-23,7.0886
2021-05-24,26.58227
2021-05-25,19.74683
2021-05-26,15.18987
2021-05-27,16.96202
2021-05-28,12.65822
2021-05-29,9.87341
2021-05-30,10.88607
2021-05-31,20.0
2021-06-01,16.70886
2021-06-02,15.94936
2021-06-03,19.74683
2021-06-04,13.92405
2021-06-05,9.11392
2021-06-06,7.0886
2021-06-07,21.01265
2021-06-08,17.72151
2021-06-09,12.91139
2021-06-10,14.9367
2021-06-11,17.72151
2021-06-12,7.59493
2021-06-13,6.58227
2021-06-14,18.73417
2021-06-15,23.29113
2021-06-16,18.48101
2021-06-17,20.25316
2021-06-18,13.92405
2021-06-19,5.56962
2021-06-20,7.34177
2021-06-21,15.44303
2021-06-22,14.9367
2021-06-23,15.44303
2021-06-24,12.65822
2021-06-25,11.89873
2021-06-26,6.83544
2021-06-27,6.32911
2021-06-28,21.77215
2021-06-29,13.16455
2021-06-30,10.63291
2021-07-01,13.41772
2021-07-02,11.13924
2021-07-03,9.11392
2021-07-04,8.86075
2021-07-05,16.70886
2021-07-06,21.01265
2021-07-07,17.21518
2021-07-08,12.40506
2021-07-09,18.73417
2021-07-10,10.37974
2021-07-11,8.35443
2021-07-12,17.97468
2021-07-13,17.97468
2021-07-14,14.9367
2021-07-15,15.94936
2021-07-16,13.16455
2021-07-17,6.83544
2021-07-18,11.3924
2021-07-19,18.48101
2021-07-20,19.74683
2021-07-21,19.2405
2021-07-22,21.51898
2021-07-23,16.45569
2021-07-24,7.8481
2021-07-25,10.63291
2021-07-26,19.74683
2021-07-27,17.72151
2021-07-28,13.16455
2021-07-29,20.50632
2021-07-30,20.75949
2021-07-31,8.60759
2021-08-01,12.65822
2021-08-02,15.6962
2021-08-03,20.0
2021-08-04,17.46835
2021-08-05,16.96202
2021-08-06,16.20253
2021-08-07,5.82278
2021-08-08,7.8481
2021-08-09,15.94936
2021-08-10,19.74683
2021-08-11,16.96202
2021-08-12,15.94936
2021-08-13,15.18987
2021-08-14,10.37974
2021-08-15,7.8481
2021-08-16,7.59493
2021-08-17,22.02531
2021-08-18,18.73417
2021-08-19,16.20253
2021-08-20,12.15189
2021-08-21,8.86075
2021-08-22,4.81012
2021-08-23,18.48101
2021-08-24,16.96202
2021-08-25,15.6962
2021-08-26,13.67088
2021-08-27,13.67088
2021-08-28,4.55696
2021-08-29,5.56962
2021-08-30,13.92405
2021-08-31,13.67088
2021-09-01,14.9367
2021-09-02,16.20253
2021-09-03,16.45569
2021-09-04,6.32911
2021-09-05,9.11392
2021-09-06,16.20253
2021-09-07,17.72151
2021-09-08,17.72151
2021-09-09,16.45569
2021-09-10,13.16455
2021-09-11,7.59493
2021-09-12,4.55696
2021-09-13,23.03797
2021-09-14,18.98734
2021-09-15,20.0
2021-09-16,14.17721
2021-09-17,14.43037
2021-09-18,8.86075
2021-09-19,9.36708
2021-09-20,7.8481
2021-09-21,6.58227
2021-09-22,5.31645
2021-09-23,22.27848
2021-09-24,20.75949
2021-09-25,7.34177
2021-09-26,8.86075
2021-09-27,20.25316
2021-09-28,20.25316
2021-09-29,13.16455
2021-09-30,13.92405
2021-10-01,14.9367
2021-10-02,6.58227
2021-10-03,6.58227
2021-10-04,8.86075
2021-10-05,19.74683
2021-10-06,18.73417
2021-10-07,19.74683
2021-10-08,20.25316
2021-10-09,9.11392
2021-10-10,6.07594
2021-10-11,10.37974
2021-10-12,24.05063
2021-10-13,19.2405
2021-10-14,18.73417
2021-10-15,16.45569
2021-10-16,7.59493
2021-10-17,6.83544
2021-10-18,19.49367
2021-10-19,16.45569
2021-10-20,19.2405
2021-10-21,22.27848
2021-10-22,15.94936
2021-10-23,6.32911
2021-10-24,8.60759
2021-10-25,20.75949
2021-10-26,16.45569
2021-10-27,15.6962
2021-10-28,12.65822
2021-10-29,12.65822
2021-10-30,5.56962
2021-10-31,6.58227
2021-11-01,14.9367
2021-11-02,14.43037
2021-11-03,18.22784
2021-11-04,14.9367
2021-11-05,14.43037
2021-11-06,6.07594
2021-11-07,6.32911
2021-11-08,17.72151
2021-11-09,17.21518
2021-11-10,16.70886
2021-11-11,16.96202
2021-11-12,15.44303
2021-11-13,7.0886
2021-11-14,4.81012
2021-11-15,16.70886
2021-11-16,16.20253
2021-11-17,16.20253
2021-11-18,16.45569
2021-11-19,16.70886
2021-11-20,4.30379
2021-11-21,6.83544
2021-11-22,15.94936
2021-11-23,17.21518
2021-11-24,15.18987
2021-11-25,15.94936
2021-11-26,11.13924
2021-11-27,9.11392
2021-11-28,6.58227
2021-11-29,14.43037
2021-11-30,16.96202
2021-12-01,12.91139
2021-12-02,14.68354
2021-12-03,13.67088
2021-12-04,5.31645
2021-12-05,6.83544
2021-12-06,18.22784
2021-12-07,17.97468
2021-12-08,14.17721
2021-12-09,14.43037
2021-12-10,12.91139
2021-12-11,6.58227
2021-12-12,8.10126
2021-12-13,21.51898
2021-12-14,18.22784
2021-12-15,16.70886
2021-12-16,13.41772
2021-12-17,17.21518
2021-12-18,7.59493
2021-12-19,6.07594
2021-12-20,21.26582
2021-12-21,15.18987
2021-12-22,12.91139
2021-12-23,15.6962
2021-12-24,12.15189
2021-12-25,5.56962
2021-12-26,6.58227
2021-12-27,16.70886
2021-12-28,21.26582
2021-12-29,16.45569
2021-12-30,11.64556
2021-12-31,12.91139
2022-01-01,11.13924
2022-01-02,11.64556
2022-01-03,19.2405
2022-01-04,23.5443
2022-01-05,14.17721
2022-01-06,17.72151
2022-01-07,14.43037
2022-01-08,6.58227
2022-01-09,6.83544
2022-01-10,23.79746
2022-01-11,17.46835
2022-01-12,16.70886
2022-01-13,21.01265
2022-01-14,17.21518
2022-01-15,9.11392
2022-01-16,10.88607
2022-01-17,17.72151
2022-01-18,23.79746
2022-01-19,16.20253
2022-01-20,14.43037
2022-01-21,13.67088
2022-01-22,7.0886
2022-01-23,5.06329
2022-01-24,21.01265
2022-01-25,15.94936
2022-01-26,12.15189
2022-01-27,18.48101
2022-01-28,13.92405
2022-01-29,8.10126
2022-01-30,6.07594
2022-01-31,7.0886
2022-02-01,10.37974
2022-02-02,7.34177
2022-02-03,24.05063
2022-02-04,20.50632
2022-02-05,6.83544
2022-02-06,7.8481
2022-02-07,21.77215
2022-02-08,17.72151
2022-02-09,17.21518
2022-02-10,16.70886
2022-02-11,14.17721
2022-02-12,6.32911
2022-02-13,8.10126
2022-02-14,16.45569
2022-02-15,18.98734
2022-02-16,19.49367
2022-02-17,20.50632
2022-02-18,21.26582
2022-02-19,10.63291
2022-02-20,4.81012
2022-02-21,16.96202
2022-02-22,15.94936
2022-02-23,23.03797
2022-02-24,25.56962
2022-02-25,25.82278
2022-02-26,7.34177
2022-02-27,6.32911
2022-02-28,16.20253
2022-03-01,6.83544
2022-03-02,18.48101
2022-03-03,17.21518
2022-03-04,19.49367
2022-03-05,7.8481
2022-03-06,8.86075
2022-03-07,14.9367
2022-03-08,19.2405
2022-03-09,8.60759
2022-03-10,18.73417
2022-03-11,18.73417
2022-03-12,8.60759
2022-03-13,6.07594
2022-03-14,25.82278
2022-03-15,22.53164
2022-03-16,18.98734
2022-03-17,20.50632
2022-03-18,22.02531
2022-03-19,6.07594
2022-03-20,4.05063
2022-03-21,20.0
2022-03-22,17.21518
2022-03-23,22.53164
2022-03-24,17.21518
2022-03-25,9.62025
2022-03-26,6.07594
2022-03-27,5.31645
2022-03-28,12.15189
2022-03-29,14.17721
2022-03-30,14.9367
2022-03-31,8.86075
2022-04-01,11.13924
2022-04-02,5.06329
2022-04-03,4.05063
2022-04-04,11.64556
2022-04-05,14.17721
2022-04-06,12.40506
2022-04-07,13.67088
2022-04-08,13.41772
2022-04-09,5.56962
2022-04-10,7.34177
2022-04-11,15.6962
2022-04-12,13.16455
2022-04-13,15.94936
2022-04-14,17.72151
2022-04-15,12.91139
2022-04-16,4.05063
2022-04-17,4.81012
2022-04-18,13.41772
2022-04-19,14.9367
2022-04-20,18.22784
2022-04-21,18.22784
2022-04-22,15.44303
2022-04-23,5.56962
2022-04-24,5.06329
2022-04-25,15.6962
2022-04-26,14.17721
2022-04-27,14.9367
2022-04-28,12.91139
2022-04-29,16.70886
2022-04-30,7.34177
2022-05-01,6.58227
2022-05-02,17.72151
2022-05-03,13.41772
2022-05-04,12.65822
2022-05-05,10.12658
2022-05-06,10.88607
2022-05-07,8.60759
2022-05-08,6.32911
2022-05-09,17.21518
2022-05-10,14.68354
2022-05-11,13.41772
2022-05-12,13.41772
2022-05-13,17.97468
2022-05-14,6.58227
2022-05-15,2.53164
2022-05-16,15.18987
2022-05-17,17.46835
2022-05-18,17.72151
2022-05-19,17.21518
2022-05-20,12.40506
2022-05-21,9.11392
2022-05-22,4.81012
2022-05-23,22.53164
2022-05-24,18.73417
2022-05-25,18.48101
2022-05-26,14.43037
2022-05-27,7.59493
2022-05-28,4.30379
2022-05-29,6.32911
2022-05-30,11.3924
2022-05-31,15.44303
2022-06-01,5.82278
2022-06-02,15.44303
2022-06-03,13.92405
2022-06-04,5.82278
2022-06-05,6.07594
2022-06-06,6.07594
2022-06-07,11.89873
2022-06-08,17.72151
2022-06-09,15.6962
2022-06-10,14.9367
2022-06-11,5.31645
2022-06-12,6.32911
2022-06-13,16.70886
2022-06-14,16.70886
2022-06-15,14.68354
2022-06-16,12.91139
2022-06-17,13.41772
2022-06-18,7.8481
2022-06-19,5.31645
2022-06-20,18.48101
2022-06-21,20.25316
2022-06-22,13.41772
2022-06-23,13.41772
2022-06-24,11.13924
2022-06-25,3.79746
2022-06-26,3.5443
2022-06-27,18.73417
2022-06-28,16.96202
2022-06-29,14.43037
2022-06-30,16.45569
2022-07-01,12.40506
2022-07-02,7.59493
2022-07-03,5.06329
2022-07-04,16.70886
2022-07-05,18.98734
2022-07-06,14.9367
2022-07-07,12.40506
2022-07-08,13.41772
2022-07-09,9.11392
2022-07-10,6.32911
2022-07-11,16.45569
2022-07-12,20.25316
2022-07-13,15.94936
2022-07-14,17.72151
2022-07-15,15.44303
2022-07-16,4.55696
2022-07-17,5.31645
2022-07-18,17.46835
2022-07-19,15.94936
2022-07-20,11.13924
2022-07-21,12.91139
2022-07-22,16.96202
2022-07-23,4.05063
2022-07-24,6.07594
2022-07-25,15.44303
2022-07-26,15.44303
2022-07-27,17.21518
2022-07-28,17.21518
2022-07-29,11.89873
2022-07-30,8.60759
2022-07-31,5.06329
2022-08-01,19.49367
2022-08-02,14.68354
2022-08-03,15.94936
2022-08-04,14.43037
2022-08-05,13.67088
2022-08-06,6.83544
2022-08-07,4.81012
2022-08-08,17.21518
2022-08-09,14.68354
2022-08-10,16.96202
2022-08-11,15.18987
2022-08-12,14.9367
2022-08-13,6.83544
2022-08-14,6.07594
2022-08-15,6.07594
2022-08-16,16.45569
2022-08-17,17.21518
2022-08-18,14.68354
2022-08-19,16.45569
2022-08-20,6.07594
2022-08-21,7.59493
2022-08-22,21.77215
2022-08-23,19.49367
2022-08-24,18.98734
2022-08-25,19.2405
2022-08-26,13.41772
2022-08-27,6.83544
2022-08-28,6.32911
2022-08-29,25.06329
2022-08-30,15.6962
2022-08-31,13.16455
2022-09-01,15.6962
2022-09-02,13.41772
2022-09-03,7.34177
2022-09-04,4.55696
2022-09-05,16.96202
2022-09-06,19.2405
2022-09-07,13.92405
2022-09-08,14.9367
2022-09-09,7.34177
2022-09-10,4.81012
2022-09-11,6.07594
2022-09-12,7.0886
2022-09-13,18.22784
2022-09-14,22.02531
2022-09-15,20.50632
2022-09-16,20.0
2022-09-17,7.8481
2022-09-18,5.31645
2022-09-19,20.75949
2022-09-20,20.50632
2022-09-21,18.22784
2022-09-22,15.94936
2022-09-23,16.45569
2022-09-24,4.05063
2022-09-25,9.87341
2022-09-26,16.96202
2022-09-27,16.96202
2022-09-28,18.48101
2022-09-29,15.18987
2022-09-30,18.22784
2022-10-01,5.56962
2022-10-02,2.27848
2022-10-03,3.29113
2022-10-04,12.91139
2022-10-05,17.97468
2022-10-06,15.44303
2022-10-07,15.94936
2022-10-08,4.81012
2022-10-09,4.55696
2022-10-10,8.10126
2022-10-11,17.72151
2022-10-12,17.21518
2022-10-13,13.67088
2022-10-14,12.65822
2022-10-15,8.86075
2022-10-16,5.82278
2022-10-17,17.21518
2022-10-18,23.03797
2022-10-19,20.0
2022-10-20,15.94936
2022-10-21,9.87341
2022-10-22,3.5443
2022-10-23,5.31645
2022-10-24,17.72151
2022-10-25,17.46835
2022-10-26,14.68354
2022-10-27,10.63291
2022-10-28,12.91139
2022-10-29,6.07594
2022-10-30,4.81012
2022-10-31,16.70886
2022-11-01,14.17721
2022-11-02,14.9367
2022-11-03,20.0
2022-11-04,12.91139
2022-11-05,6.07594
2022-11-06,4.30379
2022-11-07,16.96202
2022-11-08,16.70886
2022-11-09,24.30379
2022-11-10,11.64556
2022-11-11,18.22784
2022-11-12,7.8481
2022-11-13,3.79746
2022-11-14,17.72151
2022-11-15,17.72151
2022-11-16,17.97468
2022-11-17,23.79746
2022-11-18,15.94936
2022-11-19,4.81012
2022-11-20,6.83544
2022-11-21,20.25316
2022-11-22,17.72151
2022-11-23,17.72151
2022-11-24,11.89873
2022-11-25,13.41772
2022-11-26,4.05063
2022-11-27,6.83544
2022-11-28,17.97468
2022-11-29,18.73417
2022-11-30,17.72151
2022-12-01,13.16455
2022-12-02,11.13924
2022-12-03,2.78481
2022-12-04,3.79746
2022-12-05,18.48101
2022-12-06,12.65822
2022-12-07,15.94936
2022-12-08,16.70886
2022-12-09,14.68354
2022-12-10,6.32911
2022-12-11,5.06329
2022-12-12,13.16455
2022-12-13,15.44303
2022-12-14,14.9367
2022-12-15,13.67088
2022-12-16,13.67088
2022-12-17,3.79746
2022-12-18,3.5443
2022-12-19,17.72151
2022-12-20,19.49367
2022-12-21,16.70886
2022-12-22,14.43037
2022-12-23,14.17721
2022-12-24,2.78481
2022-12-25,3.29113
2022-12-26,16.96202
2022-12-27,22.78481
2022-12-28,17.97468
2022-12-29,14.68354
2022-12-30,13.41772
2022-12-31,5.31645
2023-01-01,8.10126
2023-01-02,16.96202
2023-01-03,21.26582
2023-01-04,18.48101
2023-01-05,13.92405
2023-01-06,13.16455
2023-01-07,7.59493
2023-01-08,7.8481
2023-01-09,18.48101
2023-01-10,16.45569
2023-01-11,14.68354
2023-01-12,16.20253
2023-01-13,12.15189
2023-01-14,6.58227
2023-01-15,5.06329
2023-01-16,17.97468
2023-01-17,18.73417
2023-01-18,16.70886
2023-01-19,14.68354
2023-01-20,16.70886
2023-01-21,8.10126
2023-01-22,5.31645
2023-01-23,6.83544
2023-01-24,4.81012
2023-01-25,20.75949
2023-01-26,22.53164
2023-01-27,10.63291
2023-01-28,7.0886
2023-01-29,7.0886
2023-01-30,17.72151
2023-01-31,17.72151
2023-02-01,18.73417
2023-02-02,19.74683
2023-02-03,18.22784
2023-02-04,6.83544
2023-02-05,6.32911
2023-02-06,19.74683
2023-02-07,14.68354
2023-02-08,18.22784
2023-02-09,16.70886
2023-02-10,12.15189
2023-02-11,8.86075
2023-02-12,7.59493
2023-02-13,21.01265
2023-02-14,16.70886
2023-02-15,15.94936
2023-02-16,10.37974
2023-02-17,16.70886
2023-02-18,6.32911
2023-02-19,4.81012
2023-02-20,18.98734
2023-02-21,16.70886
2023-02-22,14.9367
2023-02-23,22.53164
2023-02-24,13.67088
2023-02-25,5.56962
2023-02-26,4.81012
2023-02-27,13.67088
2023-02-28,14.68354
2023-03-01,6.07594
2023-03-02,15.6962
2023-03-03,16.96202
2023-03-04,6.58227
2023-03-05,3.5443
2023-03-06,19.2405
2023-03-07,18.48101
2023-03-08,16.96202
2023-03-09,17.46835
2023-03-10,17.46835
2023-03-11,7.59493
2023-03-12,6.07594
2023-03-13,18.48101
2023-03-14,20.25316
2023-03-15,18.48101
2023-03-16,15.44303
2023-03-17,14.43037
2023-03-18,5.82278
2023-03-19,7.0886
2023-03-20,18.22784
2023-03-21,20.25316
2023-03-22,18.98734
2023-03-23,14.68354
2023-03-24,15.18987
2023-03-25,5.82278
2023-03-26,2.02531
2023-03-27,17.97468
2023-03-28,21.26582
2023-03-29,14.17721
2023-03-30,18.73417
2023-03-31,10.37974
2023-04-01,5.56962
2023-04-02,4.81012
2023-04-03,17.97468
2023-04-04,20.0
2023-04-05,15.44303
2023-04-06,14.43037
2023-04-07,18.22784
2023-04-08,8.10126
2023-04-09,8.86075
2023-04-10,15.44303
2023-04-11,15.6962
2023-04-12,14.68354
2023-04-13,14.43037
2023-04-14,12.91139
2023-04-15,5.82278
2023-04-16,2.27848
2023-04-17,17.97468
2023-04-18,16.96202
2023-04-19,16.20253
2023-04-20,15.6962
2023-04-21,11.89873
2023-04-22,4.30379
2023-04-23,3.79746
2023-04-24,15.6962
2023-04-25,13.41772
2023-04-26,14.43037
2023-04-27,11.64556
2023-04-28,12.40506
2023-04-29,5.06329
2023-04-30,7.34177
2023-05-01,6.07594
2023-05-02,16.96202
2023-05-03,13.92405
2023-05-04,13.41772
2023-05-05,7.59493
2023-05-06,5.31645
2023-05-07,3.03797
2023-05-08,14.9367
2023-05-09,16.96202
2023-05-10,18.48101
2023-05-11,16.45569
2023-05-12,10.37974
2023-05-13,5.56962
2023-05-14,6.32911
2023-05-15,14.9367
2023-05-16,18.98734
2023-05-17,13.16455
2023-05-18,17.21518
2023-05-19,13.16455
2023-05-20,6.58227
2023-05-21,4.05063
2023-05-22,14.17721
2023-05-23,14.68354
2023-05-24,15.94936
2023-05-25,17.21518
2023-05-26,12.65822
2023-05-27,7.59493
2023-05-28,5.82278
2023-05-29,7.8481
