date,JYP주가
2023-05-30,8.14403
2023-05-31,8.21984
2023-06-01,9.42195
2023-06-02,9.403
2023-06-03,1.75984
2023-06-04,1.52429
2023-06-05,7.06917
2023-06-06,1.49722
2023-06-07,6.94733
2023-06-08,6.04034
2023-06-09,7.4049
2023-06-10,2.09828
2023-06-11,1.26979
2023-06-12,7.08812
2023-06-13,7.40219
2023-06-14,9.05374
2023-06-15,7.88682
2023-06-16,7.23433
2023-06-17,1.74631
2023-06-18,1.80316
2023-06-19,6.34899
2023-06-20,6.76323
2023-06-21,6.83091
2023-06-22,6.34357
2023-06-23,5.87247
2023-06-24,1.02883
2023-06-25,0.91241
2023-06-26,5.27954
2023-06-27,6.17029
2023-06-28,5.89684
2023-06-29,5.30661
2023-06-30,6.23257
2023-07-01,1.25626
2023-07-02,0.99634
2023-07-03,6.16488
2023-07-04,6.7903
2023-07-05,6.20008
2023-07-06,5.2281
2023-07-07,4.85718
2023-07-08,1.05861
2023-07-09,1.04237
2023-07-10,5.44199
2023-07-11,6.49519
2023-07-12,6.04575
2023-07-13,5.6992
2023-07-14,6.34899
2023-07-15,1.18857
2023-07-16,1.04237
2023-07-17,6.10532
2023-07-18,6.1378
2023-07-19,5.33098
2023-07-20,5.96723
2023-07-21,5.46906
2023-07-22,1.05861
2023-07-23,0.96927
2023-07-24,5.33369
2023-07-25,9.92825
2023-07-26,7.31826
2023-07-27,6.66576
2023-07-28,5.155
2023-07-29,1.38621
2023-07-30,1.07756
2023-07-31,5.51509
2023-08-01,7.19371
2023-08-02,5.70732
2023-08-03,6.63598
2023-08-04,6.22444
2023-08-05,1.416
2023-08-06,1.38621
2023-08-07,5.90226
2023-08-08,6.32733
2023-08-09,5.37159
2023-08-10,5.16041
2023-08-11,10.63489
2023-08-12,2.5775
2023-08-13,1.74089
2023-08-14,13.06078
2023-08-15,3.28144
2023-08-16,7.44009
2023-08-17,6.78759
2023-08-18,6.90672
2023-08-19,1.30499
2023-08-20,1.22106
2023-08-21,6.23527
2023-08-22,6.02951
2023-08-23,5.67483
2023-08-24,5.75335
2023-08-25,4.72451
2023-08-26,1.06944
2023-08-27,0.93678
2023-08-28,5.35806
2023-08-29,6.26235
2023-08-30,5.6288
2023-08-31,6.53309
2023-09-01,6.73615
2023-09-02,1.42953
2023-09-03,1.25626
2023-09-04,6.05117
2023-09-05,5.76688
2023-09-06,5.55299
2023-09-07,4.94923
2023-09-08,5.04399
2023-09-09,0.84201
2023-09-10,0.68769
2023-09-11,5.10085
2023-09-12,5.10626
2023-09-13,5.34723
2023-09-14,5.78313
2023-09-15,5.15229
2023-09-16,0.91512
2023-09-17,0.7283
2023-09-18,4.42398
2023-09-19,4.74346
2023-09-20,3.83646
2023-09-21,4.4673
2023-09-22,4.27507
2023-09-23,0.92595
2023-09-24,0.78516
2023-09-25,5.83186
2023-09-26,4.67036
2023-09-27,3.76066
2023-09-28,0.73913
2023-09-29,0.64437
2023-09-30,0.6173
2023-10-01,0.77704
2023-10-02,0.79057
2023-10-03,0.73101
2023-10-04,4.00162
2023-10-05,4.14782
2023-10-06,3.45471
2023-10-07,0.65249
2023-10-08,0.62813
2023-10-09,0.77974
2023-10-10,3.76066
2023-10-11,3.33829
2023-10-12,3.97996
2023-10-13,3.49803
2023-10-14,0.61188
2023-10-15,0.57939
2023-10-16,3.22458
2023-10-17,3.56843
2023-10-18,3.55489
2023-10-19,4.19385
2023-10-20,3.88791
2023-10-21,0.68498
2023-10-22,0.70935
2023-10-23,3.60633
2023-10-24,4.14782
2023-10-25,4.00703
2023-10-26,5.25517
2023-10-27,4.50791
2023-10-28,1.19669
2023-10-29,0.83118
2023-10-30,4.31298
2023-10-31,3.61445
2023-11-01,4.21551
2023-11-02,4.63516
2023-11-03,4.16136
2023-11-04,1.35914
2023-11-05,0.87992
2023-11-06,5.14146
2023-11-07,4.08014
2023-11-08,3.67402
2023-11-09,3.63611
2023-11-10,3.96372
2023-11-11,1.02883
2023-11-12,0.73372
2023-11-13,5.5557
2023-11-14,4.40503
2023-11-15,4.2128
2023-11-16,3.90686
2023-11-17,7.65127
2023-11-18,1.45119
2023-11-19,3.0513
2023-11-20,7.51319
2023-11-21,8.03844
2023-11-22,5.67212
2023-11-23,5.03316
2023-11-24,4.22092
2023-11-25,6.76323
2023-11-26,2.49627
2023-11-27,5.41491
2023-11-28,5.46906
2023-11-29,5.31203
2023-11-30,4.94652
2023-12-01,4.58102
2023-12-02,1.34019
2023-12-03,1.1263
2023-12-04,4.84093
2023-12-05,4.98984
2023-12-06,7.54568
2023-12-07,5.83186
2023-12-08,4.99796
2023-12-09,1.54595
2023-12-10,1.88709
2023-12-11,5.20915
2023-12-12,5.27413
2023-12-13,4.35359
2023-12-14,4.5756
2023-12-15,4.248
2023-12-16,1.24543
2023-12-17,1.03424
2023-12-18,5.16041
2023-12-19,8.57723
2023-12-20,7.987
2023-12-21,5.50967
2023-12-22,5.1577
2023-12-23,1.02071
2023-12-24,0.85826
2023-12-25,0.86909
2023-12-26,4.65682
2023-12-27,4.89508
2023-12-28,4.87342
2023-12-29,2.33653
2023-12-30,0.91782
2023-12-31,0.84201
2024-01-01,0.80682
2024-01-02,5.10085
2024-01-03,4.46459
2024-01-04,4.66224
2024-01-05,5.83457
2024-01-06,1.0532
2024-01-07,0.95302
2024-01-08,4.73534
2024-01-09,4.44294
2024-01-10,4.64599
2024-01-11,4.45918
2024-01-12,4.56206
2024-01-13,1.21294
2024-01-14,1.01258
2024-01-15,10.29375
2024-01-16,13.56707
2024-01-17,8.67469
2024-01-18,18.87098
2024-01-19,13.20157
2024-01-20,8.22255
2024-01-21,2.48003
2024-01-22,9.27575
2024-01-23,8.22255
2024-01-24,6.84987
2024-01-25,6.6793
2024-01-26,5.96182
2024-01-27,1.66508
2024-01-28,1.35372
2024-01-29,9.92283
2024-01-30,7.7325
2024-01-31,7.39136
2024-02-01,6.71449
2024-02-02,6.85799
2024-02-03,1.46473
2024-02-04,1.29958
2024-02-05,6.21091
2024-02-06,5.79125
2024-02-07,5.51509
2024-02-08,5.12792
2024-02-09,1.35372
2024-02-10,1.28333
2024-02-11,1.19398
2024-02-12,1.24272
2024-02-13,8.49059
2024-02-14,6.62515
2024-02-15,6.29484
2024-02-16,5.9537
2024-02-17,1.17232
2024-02-18,1.16149
2024-02-19,5.86164
2024-02-20,5.56112
2024-02-21,6.88506
2024-02-22,5.09002
2024-02-23,4.96818
2024-02-24,1.37268
2024-02-25,1.27792
2024-02-26,6.05387
2024-02-27,8.08447
2024-02-28,6.47353
2024-02-29,5.73439
2024-03-01,1.4187
2024-03-02,1.29687
2024-03-03,1.17774
2024-03-04,6.90131
2024-03-05,6.52497
2024-03-06,7.76499
2024-03-07,11.12765
2024-03-08,9.87951
2024-03-09,2.2174
2024-03-10,1.68945
2024-03-11,9.4761
2024-03-12,7.54839
2024-03-13,7.08542
2024-03-14,5.93204
2024-03-15,6.10261
2024-03-16,1.40246
2024-03-17,1.21294
2024-03-18,6.65493
2024-03-19,6.47353
2024-03-20,6.36252
