date,보험료청구
2020-03-20,16.21621
2020-03-21,6.3063
2020-03-22,5.4054
2020-03-23,19.36936
2020-03-24,16.21621
2020-03-25,17.11711
2020-03-26,15.76576
2020-03-27,8.1081
2020-03-28,9.9099
2020-03-29,3.6036
2020-03-30,20.72072
2020-03-31,13.51351
2020-04-01,12.16216
2020-04-02,15.31531
2020-04-03,13.51351
2020-04-04,7.65765
2020-04-05,8.1081
2020-04-06,22.97297
2020-04-07,13.96396
2020-04-08,18.91891
2020-04-09,14.86486
2020-04-10,16.66666
2020-04-11,9.45945
2020-04-12,4.95495
2020-04-13,20.27027
2020-04-14,15.31531
2020-04-15,7.2072
2020-04-16,12.16216
2020-04-17,20.72072
2020-04-18,8.1081
2020-04-19,8.1081
2020-04-20,13.51351
2020-04-21,20.72072
2020-04-22,25.22522
2020-04-23,16.66666
2020-04-24,16.66666
2020-04-25,6.75675
2020-04-26,8.55855
2020-04-27,18.46846
2020-04-28,17.11711
2020-04-29,15.31531
2020-04-30,5.4054
2020-05-01,7.65765
2020-05-02,7.2072
2020-05-03,6.3063
2020-05-04,19.81981
2020-05-05,9.009
2020-05-06,16.21621
2020-05-07,17.11711
2020-05-08,11.26126
2020-05-09,10.36036
2020-05-10,8.1081
2020-05-11,13.06306
2020-05-12,19.36936
2020-05-13,11.26126
2020-05-14,19.81981
2020-05-15,11.71171
2020-05-16,9.45945
2020-05-17,6.3063
2020-05-18,18.46846
2020-05-19,22.52252
2020-05-20,18.01801
2020-05-21,15.76576
2020-05-22,13.06306
2020-05-23,8.1081
2020-05-24,9.009
2020-05-25,32.88288
2020-05-26,18.01801
2020-05-27,19.81981
2020-05-28,12.16216
2020-05-29,9.9099
2020-05-30,8.1081
2020-05-31,4.05405
2020-06-01,18.46846
2020-06-02,14.86486
2020-06-03,18.01801
2020-06-04,11.26126
2020-06-05,9.45945
2020-06-06,2.7027
2020-06-07,4.5045
2020-06-08,20.27027
2020-06-09,17.56756
2020-06-10,19.36936
2020-06-11,11.71171
2020-06-12,13.96396
2020-06-13,7.2072
2020-06-14,4.5045
2020-06-15,19.36936
2020-06-16,11.71171
2020-06-17,16.66666
2020-06-18,22.07207
2020-06-19,13.51351
2020-06-20,4.05405
2020-06-21,5.4054
2020-06-22,17.11711
2020-06-23,15.76576
2020-06-24,21.17117
2020-06-25,16.66666
2020-06-26,17.11711
2020-06-27,7.65765
2020-06-28,6.75675
2020-06-29,18.46846
2020-06-30,18.91891
2020-07-01,11.26126
2020-07-02,17.11711
2020-07-03,11.71171
2020-07-04,6.3063
2020-07-05,9.009
2020-07-06,21.17117
2020-07-07,16.21621
2020-07-08,16.66666
2020-07-09,10.36036
2020-07-10,9.45945
2020-07-11,6.75675
2020-07-12,7.65765
2020-07-13,18.01801
2020-07-14,13.96396
2020-07-15,15.31531
2020-07-16,13.51351
2020-07-17,12.16216
2020-07-18,7.65765
2020-07-19,6.3063
2020-07-20,19.81981
2020-07-21,12.16216
2020-07-22,14.86486
2020-07-23,10.81081
2020-07-24,17.56756
2020-07-25,5.4054
2020-07-26,5.4054
2020-07-27,16.66666
2020-07-28,21.62162
2020-07-29,21.17117
2020-07-30,15.31531
2020-07-31,5.85585
2020-08-01,6.75675
2020-08-02,7.2072
2020-08-03,23.87387
2020-08-04,12.16216
2020-08-05,14.41441
2020-08-06,15.31531
2020-08-07,13.06306
2020-08-08,8.1081
2020-08-09,6.75675
2020-08-10,18.91891
2020-08-11,14.86486
2020-08-12,16.66666
2020-08-13,15.31531
2020-08-14,7.2072
2020-08-15,6.3063
2020-08-16,14.41441
2020-08-17,11.26126
2020-08-18,22.07207
2020-08-19,16.21621
2020-08-20,14.41441
2020-08-21,9.9099
2020-08-22,8.55855
2020-08-23,8.1081
2020-08-24,22.97297
2020-08-25,15.31531
2020-08-26,14.86486
2020-08-27,27.92792
2020-08-28,9.9099
2020-08-29,11.26126
2020-08-30,6.75675
2020-08-31,24.32432
2020-09-01,14.41441
2020-09-02,16.21621
2020-09-03,17.11711
2020-09-04,17.56756
2020-09-05,7.65765
2020-09-06,4.05405
2020-09-07,14.41441
2020-09-08,17.56756
2020-09-09,16.21621
2020-09-10,14.86486
2020-09-11,13.96396
2020-09-12,5.85585
2020-09-13,9.9099
2020-09-14,17.56756
2020-09-15,18.01801
2020-09-16,13.06306
2020-09-17,15.76576
2020-09-18,14.86486
2020-09-19,9.45945
2020-09-20,7.2072
2020-09-21,22.07207
2020-09-22,12.61261
2020-09-23,17.11711
2020-09-24,14.41441
2020-09-25,11.26126
2020-09-26,6.75675
2020-09-27,4.95495
2020-09-28,19.81981
2020-09-29,10.36036
2020-09-30,3.6036
2020-10-01,4.95495
2020-10-02,4.5045
2020-10-03,6.3063
2020-10-04,6.3063
2020-10-05,23.42342
2020-10-06,19.36936
2020-10-07,16.66666
2020-10-08,13.06306
2020-10-09,3.6036
2020-10-10,10.81081
2020-10-11,4.05405
2020-10-12,15.31531
2020-10-13,17.56756
2020-10-14,13.96396
2020-10-15,15.31531
2020-10-16,9.9099
2020-10-17,5.4054
2020-10-18,2.7027
2020-10-19,15.31531
2020-10-20,15.31531
2020-10-21,15.76576
2020-10-22,6.75675
2020-10-23,5.85585
2020-10-24,9.45945
2020-10-25,6.3063
2020-10-26,18.91891
2020-10-27,15.31531
2020-10-28,10.36036
2020-10-29,14.86486
2020-10-30,12.61261
2020-10-31,5.4054
2020-11-01,4.5045
2020-11-02,20.27027
2020-11-03,15.31531
2020-11-04,8.55855
2020-11-05,14.41441
2020-11-06,10.81081
2020-11-07,4.5045
2020-11-08,5.4054
2020-11-09,18.91891
2020-11-10,11.71171
2020-11-11,16.66666
2020-11-12,13.51351
2020-11-13,13.51351
2020-11-14,4.95495
2020-11-15,6.3063
2020-11-16,22.52252
2020-11-17,15.31531
2020-11-18,13.96396
2020-11-19,15.31531
2020-11-20,17.11711
2020-11-21,10.81081
2020-11-22,6.75675
2020-11-23,19.81981
2020-11-24,13.96396
2020-11-25,14.41441
2020-11-26,16.21621
2020-11-27,14.86486
2020-11-28,5.85585
2020-11-29,9.45945
2020-11-30,21.17117
2020-12-01,14.86486
2020-12-02,15.76576
2020-12-03,10.36036
2020-12-04,16.66666
2020-12-05,6.3063
2020-12-06,7.2072
2020-12-07,22.97297
2020-12-08,18.01801
2020-12-09,15.76576
2020-12-10,20.72072
2020-12-11,18.01801
2020-12-12,5.4054
2020-12-13,10.36036
2020-12-14,19.81981
2020-12-15,16.21621
2020-12-16,12.61261
2020-12-17,18.01801
2020-12-18,14.41441
2020-12-19,8.1081
2020-12-20,5.85585
2020-12-21,24.77477
2020-12-22,18.01801
2020-12-23,15.31531
2020-12-24,17.11711
2020-12-25,9.45945
2020-12-26,5.4054
2020-12-27,4.95495
2020-12-28,21.62162
2020-12-29,18.01801
2020-12-30,21.62162
2020-12-31,17.11711
2021-01-01,6.3063
2021-01-02,10.36036
2021-01-03,10.36036
2021-01-04,27.92792
2021-01-05,15.76576
2021-01-06,23.42342
2021-01-07,21.17117
2021-01-08,18.46846
2021-01-09,9.009
2021-01-10,9.009
2021-01-11,18.91891
2021-01-12,18.91891
2021-01-13,20.27027
2021-01-14,25.67567
2021-01-15,18.46846
2021-01-16,10.81081
2021-01-17,8.1081
2021-01-18,19.81981
2021-01-19,17.11711
2021-01-20,16.66666
2021-01-21,23.42342
2021-01-22,15.76576
2021-01-23,8.1081
2021-01-24,4.05405
2021-01-25,24.77477
2021-01-26,15.76576
2021-01-27,21.17117
2021-01-28,16.66666
2021-01-29,17.11711
2021-01-30,8.55855
2021-01-31,12.61261
2021-02-01,17.56756
2021-02-02,21.62162
2021-02-03,18.01801
2021-02-04,14.86486
2021-02-05,14.41441
2021-02-06,8.55855
2021-02-07,12.61261
2021-02-08,18.46846
2021-02-09,13.51351
2021-02-10,11.26126
2021-02-11,9.45945
2021-02-12,3.6036
2021-02-13,4.95495
2021-02-14,4.5045
2021-02-15,21.17117
2021-02-16,14.86486
2021-02-17,15.31531
2021-02-18,14.86486
2021-02-19,10.81081
2021-02-20,11.26126
2021-02-21,7.2072
2021-02-22,19.81981
2021-02-23,21.62162
2021-02-24,16.21621
2021-02-25,13.51351
2021-02-26,17.11711
2021-02-27,10.36036
2021-02-28,4.5045
2021-03-01,8.55855
2021-03-02,18.01801
2021-03-03,11.71171
2021-03-04,14.86486
2021-03-05,14.86486
2021-03-06,5.85585
2021-03-07,4.5045
2021-03-08,11.26126
2021-03-09,13.51351
2021-03-10,12.16216
2021-03-11,17.11711
2021-03-12,6.3063
2021-03-13,8.1081
2021-03-14,5.4054
2021-03-15,20.72072
2021-03-16,15.31531
2021-03-17,18.01801
2021-03-18,18.01801
2021-03-19,15.31531
2021-03-20,8.55855
2021-03-21,5.85585
2021-03-22,15.76576
2021-03-23,17.56756
2021-03-24,18.91891
2021-03-25,11.26126
2021-03-26,9.9099
2021-03-27,7.2072
2021-03-28,7.2072
2021-03-29,18.01801
2021-03-30,11.71171
2021-03-31,18.46846
2021-04-01,11.26126
2021-04-02,17.11711
2021-04-03,4.5045
2021-04-04,5.85585
2021-04-05,16.21621
2021-04-06,15.76576
2021-04-07,16.66666
2021-04-08,9.9099
2021-04-09,18.01801
2021-04-10,8.1081
2021-04-11,6.3063
2021-04-12,10.81081
2021-04-13,13.06306
2021-04-14,13.96396
2021-04-15,18.46846
2021-04-16,16.21621
2021-04-17,4.05405
2021-04-18,4.05405
2021-04-19,15.31531
2021-04-20,19.81981
2021-04-21,16.21621
2021-04-22,9.9099
2021-04-23,9.009
2021-04-24,5.4054
2021-04-25,5.85585
2021-04-26,19.36936
2021-04-27,17.56756
2021-04-28,15.31531
2021-04-29,13.51351
2021-04-30,14.41441
2021-05-01,4.05405
2021-05-02,3.6036
2021-05-03,15.76576
2021-05-04,12.16216
2021-05-05,5.4054
2021-05-06,13.96396
2021-05-07,6.75675
2021-05-08,9.009
2021-05-09,3.6036
2021-05-10,18.46846
2021-05-11,12.61261
2021-05-12,15.31531
2021-05-13,14.41441
2021-05-14,11.71171
2021-05-15,5.85585
2021-05-16,6.3063
2021-05-17,14.86486
2021-05-18,12.61261
2021-05-19,8.55855
2021-05-20,17.56756
2021-05-21,13.96396
2021-05-22,5.85585
2021-05-23,6.3063
2021-05-24,17.11711
2021-05-25,16.21621
2021-05-26,16.66666
2021-05-27,15.76576
2021-05-28,12.61261
2021-05-29,10.36036
2021-05-30,3.15315
