date,주식공매도
2020-08-03,4.7679
2020-08-04,8.02446
2020-08-05,6.801
2020-08-06,9.12198
2020-08-07,9.13997
2020-08-08,5.41561
2020-08-09,4.7679
2020-08-10,9.78769
2020-08-11,10.99316
2020-08-12,11.67686
2020-08-13,18.60381
2020-08-14,15.50917
2020-08-15,4.33609
2020-08-16,10.27347
2020-08-17,6.99892
2020-08-18,7.39474
2020-08-19,5.75746
2020-08-20,6.62108
2020-08-21,4.91183
2020-08-22,1.63727
2020-08-23,2.84274
2020-08-24,8.02446
2020-08-25,6.15329
2020-08-26,5.37963
2020-08-27,11.5689
2020-08-28,5.68549
2020-08-29,1.47535
2020-08-30,1.92515
2020-08-31,2.89672
2020-09-01,2.98668
2020-09-02,2.39294
2020-09-03,2.23101
2020-09-04,2.44692
2020-09-05,1.22346
2020-09-06,1.5833
2020-09-07,2.33897
2020-09-08,2.28499
2020-09-09,2.44692
2020-09-10,2.50089
2020-09-11,2.50089
2020-09-12,2.01511
2020-09-13,1.8172
2020-09-14,2.60885
2020-09-15,2.87873
2020-09-16,3.45448
2020-09-17,3.04066
2020-09-18,2.37495
2020-09-19,1.00755
2020-09-20,0.84562
2020-09-21,2.08708
2020-09-22,2.44692
2020-09-23,2.62684
2020-09-24,2.9507
2020-09-25,2.14105
2020-09-26,1.1335
2020-09-27,0.8996
2020-09-28,2.01511
2020-09-29,1.56531
2020-09-30,0.59373
2020-10-01,0.77365
2020-10-02,0.61173
2020-10-03,0.84562
2020-10-04,0.68369
2020-10-05,2.05109
2020-10-06,1.42137
2020-10-07,1.09751
2020-10-08,1.38539
2020-10-09,0.73767
2020-10-10,0.6657
2020-10-11,0.52177
2020-10-12,1.72724
2020-10-13,1.76322
2020-10-14,1.49334
2020-10-15,1.60129
2020-10-16,1.65527
2020-10-17,0.61173
2020-10-18,0.71968
2020-10-19,1.49334
2020-10-20,1.36739
2020-10-21,1.3494
2020-10-22,1.18747
2020-10-23,1.02554
2020-10-24,0.57574
2020-10-25,0.4498
2020-10-26,1.33141
2020-10-27,1.09751
2020-10-28,1.09751
2020-10-29,1.06153
2020-10-30,0.97157
2020-10-31,0.53976
2020-11-01,1.06153
2020-11-02,0.75566
2020-11-03,0.97157
2020-11-04,0.79165
2020-11-05,1.24145
2020-11-06,0.71968
2020-11-07,0.52177
2020-11-08,0.71968
2020-11-09,1.40338
2020-11-10,1.36739
2020-11-11,1.7992
2020-11-12,2.44692
2020-11-13,1.67326
2020-11-14,1.33141
2020-11-15,0.93558
2020-11-16,1.88916
2020-11-17,2.17704
2020-11-18,2.39294
2020-11-19,2.30298
2020-11-20,1.94314
2020-11-21,1.25944
2020-11-22,0.97157
2020-11-23,2.75278
2020-11-24,2.44692
2020-11-25,3.67038
2020-11-26,3.1666
2020-11-27,2.9327
2020-11-28,1.87117
2020-11-29,2.69881
2020-11-30,2.55487
2020-12-01,2.24901
2020-12-02,4.10219
2020-12-03,4.42605
2020-12-04,5.16372
2020-12-05,3.67038
2020-12-06,2.57286
2020-12-07,4.46203
2020-12-08,5.03778
2020-12-09,4.73191
2020-12-10,4.21014
2020-12-11,4.06621
2020-12-12,2.35696
2020-12-13,3.18459
2020-12-14,3.90428
2020-12-15,4.83987
2020-12-16,3.97625
2020-12-17,3.29255
2020-12-18,2.80676
2020-12-19,2.24901
2020-12-20,5.09175
2020-12-21,4.74991
2020-12-22,4.91183
2020-12-23,4.12018
2020-12-24,4.83987
2020-12-25,2.7168
2020-12-26,2.53688
2020-12-27,3.23857
2020-12-28,4.0842
2020-12-29,4.58798
2020-12-30,8.29435
2020-12-31,6.96293
2021-01-01,6.78301
2021-01-02,8.29435
2021-01-03,9.46383
2021-01-04,14.62756
2021-01-05,19.23353
2021-01-06,20.58294
2021-01-07,17.99208
2021-01-08,26.50233
2021-01-09,20.11514
2021-01-10,24.45124
2021-01-11,57.55667
2021-01-12,100.0
2021-01-13,67.68621
2021-01-14,43.72076
2021-01-15,27.81576
2021-01-16,13.78193
2021-01-17,16.64267
2021-01-18,21.53652
2021-01-19,17.07448
2021-01-20,21.08672
2021-01-21,19.19755
2021-01-22,13.35012
2021-01-23,9.7697
2021-01-24,9.46383
2021-01-25,12.4865
2021-01-26,11.04713
2021-01-27,12.2706
2021-01-28,17.0385
2021-01-29,23.4077
2021-01-30,17.4883
2021-01-31,9.82367
2021-02-01,32.06189
2021-02-02,14.39366
2021-02-03,27.67182
2021-02-04,22.31018
2021-02-05,9.51781
2021-02-06,6.99892
2021-02-07,4.80388
2021-02-08,5.52356
2021-02-09,3.07664
2021-02-10,2.91471
2021-02-11,2.12306
2021-02-12,2.64483
2021-02-13,2.14105
2021-02-14,2.0331
2021-02-15,3.38251
2021-02-16,3.14861
2021-02-17,3.43648
2021-02-18,4.24613
2021-02-19,3.59841
2021-02-20,1.92515
2021-02-21,1.78121
2021-02-22,3.70636
2021-02-23,4.91183
2021-02-24,5.52356
2021-02-25,3.65239
2021-02-26,3.67038
2021-02-27,1.69125
2021-02-28,1.63727
2021-03-01,2.08708
2021-03-02,3.25656
2021-03-03,3.41849
2021-03-04,3.70636
2021-03-05,4.92983
2021-03-06,2.73479
2021-03-07,3.72436
2021-03-08,4.87585
2021-03-09,4.80388
2021-03-10,5.07376
2021-03-11,4.49802
2021-03-12,3.34652
2021-03-13,1.78121
2021-03-14,2.42893
2021-03-15,4.21014
2021-03-16,4.26412
2021-03-17,3.94026
2021-03-18,3.90428
2021-03-19,3.38251
2021-03-20,2.42893
2021-03-21,1.99712
2021-03-22,3.25656
2021-03-23,4.10219
2021-03-24,3.99424
2021-03-25,3.68837
2021-03-26,3.88629
2021-03-27,2.37495
2021-03-28,2.86074
2021-03-29,4.24613
2021-03-30,5.34364
2021-03-31,5.25368
2021-04-01,5.30766
2021-04-02,5.41561
2021-04-03,3.88629
2021-04-04,5.64951
2021-04-05,7.82655
2021-04-06,9.10399
2021-04-07,7.77258
2021-04-08,7.34077
2021-04-09,6.54911
2021-04-10,3.58042
2021-04-11,3.99424
2021-04-12,7.37675
2021-04-13,7.53868
2021-04-14,6.98092
2021-04-15,10.03958
2021-04-16,9.89564
2021-04-17,5.37963
2021-04-18,6.09931
2021-04-19,16.71464
2021-04-20,19.44944
2021-04-21,19.17956
2021-04-22,18.27995
2021-04-23,18.4059
2021-04-24,8.60021
2021-04-25,11.28103
2021-04-26,20.25908
2021-04-27,23.29974
2021-04-28,24.86505
2021-04-29,27.00611
2021-04-30,41.32781
2021-05-01,17.16444
2021-05-02,31.28823
2021-05-03,90.46419
2021-05-04,42.62324
2021-05-05,9.03202
2021-05-06,10.75926
2021-05-07,5.6675
2021-05-08,3.27455
2021-05-09,2.60885
2021-05-10,4.65994
2021-05-11,4.92983
2021-05-12,7.66462
2021-05-13,10.65131
2021-05-14,3.8503
2021-05-15,1.47535
2021-05-16,1.33141
2021-05-17,3.67038
2021-05-18,2.28499
2021-05-19,1.5833
2021-05-20,2.39294
2021-05-21,2.08708
2021-05-22,1.3494
2021-05-23,1.1155
2021-05-24,2.39294
2021-05-25,2.0331
2021-05-26,2.33897
2021-05-27,2.14105
2021-05-28,2.14105
2021-05-29,1.31342
2021-05-30,1.40338
2021-05-31,2.66282
2021-06-01,1.99712
2021-06-02,2.21302
2021-06-03,2.69881
2021-06-04,2.51889
2021-06-05,1.24145
2021-06-06,1.00755
2021-06-07,2.84274
2021-06-08,4.44404
2021-06-09,3.20259
2021-06-10,3.13062
2021-06-11,2.86074
2021-06-12,1.22346
2021-06-13,0.55775
2021-06-14,1.83519
2021-06-15,1.92515
2021-06-16,1.96113
2021-06-17,1.38539
2021-06-18,1.65527
2021-06-19,0.6657
2021-06-20,0.59373
2021-06-21,2.01511
2021-06-22,1.99712
2021-06-23,2.73479
2021-06-24,2.87873
2021-06-25,2.46491
2021-06-26,1.3494
2021-06-27,0.68369
2021-06-28,1.65527
2021-06-29,1.52932
2021-06-30,1.47535
2021-07-01,1.38539
2021-07-02,1.45735
2021-07-03,0.55775
2021-07-04,0.59373
2021-07-05,1.99712
2021-07-06,1.56531
2021-07-07,1.60129
2021-07-08,1.52932
2021-07-09,1.92515
2021-07-10,0.93558
2021-07-11,0.6657
2021-07-12,1.25944
2021-07-13,1.29543
2021-07-14,2.14105
2021-07-15,1.88916
2021-07-16,1.7992
2021-07-17,0.88161
2021-07-18,0.57574
2021-07-19,1.63727
2021-07-20,1.15149
2021-07-21,2.01511
2021-07-22,1.76322
2021-07-23,1.07952
2021-07-24,0.61173
2021-07-25,0.59373
2021-07-26,1.27743
2021-07-27,1.24145
2021-07-28,1.63727
2021-07-29,0.97157
2021-07-30,1.65527
2021-07-31,0.39582
2021-08-01,0.43181
2021-08-02,1.16948
2021-08-03,1.40338
2021-08-04,1.47535
2021-08-05,0.93558
2021-08-06,1.15149
2021-08-07,0.53976
2021-08-08,0.28787
2021-08-09,1.70924
2021-08-10,1.24145
2021-08-11,1.70924
2021-08-12,2.05109
2021-08-13,2.15905
2021-08-14,0.86362
2021-08-15,0.68369
2021-08-16,0.64771
2021-08-17,2.01511
2021-08-18,1.43936
2021-08-19,2.23101
2021-08-20,2.55487
2021-08-21,1.42137
2021-08-22,1.09751
2021-08-23,1.40338
2021-08-24,1.43936
2021-08-25,1.3494
2021-08-26,1.67326
2021-08-27,2.10507
2021-08-28,0.82763
2021-08-29,0.70169
2021-08-30,1.76322
2021-08-31,1.83519
2021-09-01,1.7992
2021-09-02,1.67326
2021-09-03,1.18747
2021-09-04,0.61173
2021-09-05,0.52177
2021-09-06,1.06153
2021-09-07,1.07952
2021-09-08,1.54731
2021-09-09,2.30298
2021-09-10,1.63727
2021-09-11,0.6657
2021-09-12,1.33141
2021-09-13,1.7992
2021-09-14,1.45735
2021-09-15,1.1335
2021-09-16,1.1155
2021-09-17,0.95358
2021-09-18,0.62972
2021-09-19,0.68369
2021-09-20,0.50377
2021-09-21,0.52177
2021-09-22,0.46779
2021-09-23,2.23101
2021-09-24,1.47535
2021-09-25,0.71968
2021-09-26,1.38539
2021-09-27,1.24145
2021-09-28,2.32097
2021-09-29,1.90716
2021-09-30,2.05109
2021-10-01,1.88916
2021-10-02,0.75566
2021-10-03,0.46779
2021-10-04,1.97912
2021-10-05,2.24901
2021-10-06,4.9838
2021-10-07,8.79812
2021-10-08,3.49046
2021-10-09,1.61928
2021-10-10,1.25944
2021-10-11,1.3494
2021-10-12,3.07664
2021-10-13,3.50845
2021-10-14,2.267
2021-10-15,1.65527
2021-10-16,1.61928
2021-10-17,0.98956
2021-10-18,1.52932
2021-10-19,1.18747
2021-10-20,1.54731
2021-10-21,1.1335
2021-10-22,1.27743
2021-10-23,0.16192
2021-10-24,0.50377
2021-10-25,2.82475
2021-10-26,1.63727
2021-10-27,1.67326
2021-10-28,1.78121
2021-10-29,1.69125
2021-10-30,0.55775
2021-10-31,0.97157
2021-11-01,1.45735
2021-11-02,1.36739
2021-11-03,1.29543
2021-11-04,1.54731
2021-11-05,1.09751
2021-11-06,0.64771
2021-11-07,0.68369
2021-11-08,1.31342
2021-11-09,1.20546
2021-11-10,1.36739
2021-11-11,1.47535
2021-11-12,1.15149
2021-11-13,0.41381
2021-11-14,0.75566
2021-11-15,1.15149
2021-11-16,0.97157
2021-11-17,1.25944
2021-11-18,1.25944
2021-11-19,1.38539
2021-11-20,0.41381
2021-11-21,0.34184
2021-11-22,1.18747
2021-11-23,0.80964
2021-11-24,1.27743
2021-11-25,1.51133
2021-11-26,1.42137
2021-11-27,0.6657
2021-11-28,0.52177
2021-11-29,1.09751
2021-11-30,1.49334
2021-12-01,1.51133
2021-12-02,1.38539
2021-12-03,0.93558
2021-12-04,0.46779
2021-12-05,0.43181
2021-12-06,0.91759
2021-12-07,1.04354
2021-12-08,1.09751
2021-12-09,1.43936
2021-12-10,0.68369
2021-12-11,0.34184
2021-12-12,0.41381
2021-12-13,1.06153
2021-12-14,1.06153
2021-12-15,0.93558
2021-12-16,0.77365
2021-12-17,0.55775
2021-12-18,0.34184
2021-12-19,0.28787
2021-12-20,0.73767
2021-12-21,0.93558
2021-12-22,0.73767
2021-12-23,0.79165
2021-12-24,0.77365
2021-12-25,0.37783
2021-12-26,0.16192
2021-12-27,0.82763
2021-12-28,0.86362
2021-12-29,0.73767
2021-12-30,0.80964
2021-12-31,0.34184
2022-01-01,0.19791
2022-01-02,0.4498
2022-01-03,0.6657
2022-01-04,0.98956
2022-01-05,1.29543
2022-01-06,1.49334
2022-01-07,1.04354
2022-01-08,0.35984
2022-01-09,0.68369
2022-01-10,0.98956
2022-01-11,1.15149
2022-01-12,1.27743
2022-01-13,1.27743
2022-01-14,1.40338
2022-01-15,0.57574
2022-01-16,0.23389
2022-01-17,1.61928
2022-01-18,1.42137
2022-01-19,1.20546
2022-01-20,0.84562
2022-01-21,1.1335
2022-01-22,0.68369
2022-01-23,0.55775
2022-01-24,1.36739
2022-01-25,2.01511
2022-01-26,1.90716
2022-01-27,2.86074
2022-01-28,2.12306
2022-01-29,0.73767
2022-01-30,1.33141
2022-01-31,0.75566
2022-02-01,0.50377
2022-02-02,0.4498
2022-02-03,1.88916
2022-02-04,1.20546
2022-02-05,0.77365
2022-02-06,0.91759
2022-02-07,1.3494
2022-02-08,1.51133
2022-02-09,1.45735
2022-02-10,1.69125
2022-02-11,1.27743
2022-02-12,0.53976
2022-02-13,1.20546
2022-02-14,1.42137
2022-02-15,1.27743
2022-02-16,0.98956
2022-02-17,0.86362
2022-02-18,0.77365
2022-02-19,0.34184
2022-02-20,0.37783
2022-02-21,1.09751
2022-02-22,1.40338
2022-02-23,0.84562
2022-02-24,1.88916
2022-02-25,0.98956
2022-02-26,0.19791
2022-02-27,0.64771
2022-02-28,0.53976
2022-03-01,0.80964
2022-03-02,0.73767
2022-03-03,0.84562
2022-03-04,1.04354
2022-03-05,0.52177
2022-03-06,0.43181
2022-03-07,1.00755
2022-03-08,1.18747
2022-03-09,0.34184
2022-03-10,1.5833
2022-03-11,2.267
2022-03-12,0.95358
2022-03-13,0.43181
2022-03-14,1.72724
2022-03-15,1.3494
2022-03-16,1.31342
2022-03-17,0.98956
2022-03-18,0.88161
2022-03-19,0.37783
2022-03-20,0.34184
2022-03-21,0.80964
2022-03-22,0.91759
2022-03-23,1.15149
2022-03-24,0.97157
2022-03-25,1.07952
2022-03-26,0.62972
2022-03-27,0.6657
2022-03-28,0.88161
2022-03-29,0.68369
2022-03-30,0.95358
2022-03-31,0.98956
2022-04-01,0.52177
2022-04-02,0.32385
2022-04-03,0.19791
2022-04-04,0.50377
2022-04-05,0.77365
2022-04-06,1.04354
2022-04-07,1.43936
2022-04-08,1.1155
2022-04-09,0.59373
2022-04-10,0.41381
2022-04-11,1.02554
2022-04-12,0.77365
2022-04-13,0.75566
2022-04-14,0.61173
2022-04-15,0.55775
2022-04-16,0.28787
2022-04-17,0.2159
2022-04-18,0.77365
2022-04-19,0.61173
2022-04-20,1.1155
2022-04-21,0.91759
2022-04-22,0.80964
2022-04-23,0.53976
2022-04-24,0.73767
2022-04-25,1.33141
2022-04-26,1.29543
2022-04-27,1.43936
2022-04-28,1.16948
2022-04-29,0.68369
2022-04-30,0.55775
2022-05-01,0.32385
2022-05-02,0.70169
2022-05-03,0.71968
2022-05-04,0.86362
2022-05-05,0.52177
2022-05-06,0.82763
2022-05-07,0.37783
2022-05-08,0.4498
2022-05-09,0.84562
2022-05-10,0.8996
2022-05-11,1.15149
2022-05-12,1.65527
2022-05-13,1.3494
2022-05-14,1.88916
2022-05-15,0.53976
2022-05-16,1.07952
2022-05-17,1.27743
2022-05-18,1.1335
2022-05-19,1.20546
2022-05-20,0.79165
2022-05-21,0.39582
2022-05-22,0.4498
2022-05-23,0.64771
2022-05-24,0.98956
2022-05-25,0.82763
2022-05-26,0.71968
2022-05-27,0.73767
2022-05-28,0.32385
2022-05-29,0.39582
2022-05-30,0.61173
2022-05-31,0.71968
2022-06-01,0.48578
2022-06-02,0.53976
2022-06-03,0.6657
2022-06-04,0.26988
2022-06-05,0.25188
2022-06-06,0.30586
2022-06-07,0.4498
2022-06-08,0.80964
2022-06-09,1.31342
2022-06-10,1.3494
2022-06-11,0.71968
2022-06-12,0.46779
2022-06-13,1.67326
2022-06-14,1.54731
2022-06-15,2.15905
2022-06-16,1.1155
2022-06-17,1.92515
2022-06-18,0.68369
2022-06-19,0.61173
2022-06-20,2.01511
2022-06-21,0.98956
2022-06-22,2.42893
2022-06-23,2.98668
2022-06-24,2.01511
2022-06-25,0.77365
2022-06-26,1.00755
2022-06-27,1.61928
2022-06-28,1.96113
2022-06-29,2.10507
2022-06-30,1.88916
2022-07-01,2.62684
2022-07-02,1.7992
2022-07-03,1.20546
2022-07-04,2.60885
2022-07-05,1.90716
2022-07-06,1.51133
2022-07-07,1.24145
2022-07-08,0.70169
2022-07-09,0.57574
2022-07-10,0.52177
2022-07-11,3.45448
2022-07-12,3.09463
2022-07-13,2.44692
2022-07-14,1.78121
2022-07-15,1.88916
2022-07-16,0.88161
2022-07-17,1.76322
2022-07-18,2.0331
2022-07-19,1.83519
2022-07-20,1.42137
2022-07-21,1.02554
2022-07-22,0.86362
2022-07-23,0.82763
2022-07-24,0.82763
2022-07-25,2.24901
2022-07-26,1.67326
2022-07-27,1.87117
2022-07-28,3.41849
2022-07-29,2.35696
2022-07-30,0.6657
2022-07-31,0.88161
2022-08-01,1.54731
2022-08-02,1.47535
2022-08-03,1.16948
2022-08-04,1.16948
2022-08-05,1.00755
2022-08-06,0.37783
2022-08-07,0.50377
2022-08-08,0.95358
2022-08-09,1.16948
2022-08-10,1.00755
2022-08-11,1.00755
2022-08-12,0.6657
2022-08-13,0.46779
2022-08-14,0.30586
2022-08-15,0.23389
2022-08-16,0.73767
2022-08-17,0.84562
2022-08-18,0.70169
2022-08-19,0.64771
2022-08-20,0.30586
2022-08-21,0.14393
2022-08-22,0.93558
2022-08-23,0.84562
2022-08-24,0.62972
2022-08-25,0.80964
2022-08-26,0.59373
2022-08-27,0.50377
2022-08-28,0.43181
2022-08-29,0.73767
2022-08-30,0.77365
2022-08-31,0.55775
2022-09-01,0.98956
2022-09-02,0.77365
2022-09-03,0.4498
2022-09-04,0.32385
2022-09-05,0.8996
2022-09-06,0.68369
2022-09-07,1.1155
2022-09-08,0.82763
2022-09-09,0.2159
2022-09-10,0.6657
2022-09-11,0.19791
2022-09-12,0.4498
2022-09-13,0.93558
2022-09-14,0.64771
2022-09-15,1.1335
2022-09-16,1.06153
2022-09-17,0.53976
2022-09-18,0.25188
2022-09-19,1.20546
2022-09-20,0.79165
2022-09-21,0.70169
2022-09-22,1.02554
2022-09-23,1.09751
2022-09-24,0.39582
2022-09-25,0.37783
2022-09-26,2.39294
2022-09-27,1.22346
2022-09-28,3.1666
2022-09-29,3.09463
2022-09-30,2.73479
2022-10-01,0.75566
2022-10-02,0.41381
2022-10-03,1.07952
2022-10-04,1.45735
2022-10-05,1.92515
2022-10-06,1.47535
2022-10-07,1.38539
2022-10-08,0.59373
2022-10-09,0.6657
2022-10-10,0.53976
2022-10-11,2.7168
2022-10-12,2.44692
2022-10-13,2.82475
2022-10-14,1.43936
2022-10-15,0.91759
2022-10-16,1.02554
2022-10-17,1.78121
2022-10-18,1.06153
2022-10-19,1.47535
2022-10-20,1.72724
2022-10-21,1.51133
2022-10-22,0.30586
2022-10-23,0.88161
2022-10-24,1.09751
2022-10-25,0.86362
2022-10-26,1.06153
2022-10-27,0.8996
2022-10-28,0.75566
2022-10-29,0.4498
2022-10-30,0.28787
2022-10-31,0.43181
2022-11-01,0.64771
2022-11-02,0.64771
2022-11-03,0.84562
2022-11-04,0.4498
2022-11-05,0.30586
2022-11-06,0.37783
2022-11-07,0.43181
2022-11-08,0.70169
2022-11-09,0.64771
2022-11-10,0.59373
2022-11-11,0.8996
2022-11-12,0.34184
2022-11-13,0.26988
2022-11-14,0.68369
2022-11-15,0.84562
2022-11-16,0.86362
2022-11-17,0.64771
2022-11-18,0.79165
2022-11-19,0.39582
2022-11-20,0.19791
2022-11-21,0.84562
2022-11-22,0.8996
2022-11-23,0.59373
2022-11-24,0.53976
2022-11-25,0.52177
2022-11-26,0.25188
2022-11-27,0.30586
2022-11-28,0.77365
2022-11-29,0.32385
2022-11-30,0.52177
2022-12-01,0.4498
2022-12-02,0.41381
2022-12-03,0.26988
2022-12-04,0.10795
2022-12-05,0.35984
2022-12-06,0.46779
2022-12-07,0.43181
2022-12-08,0.68369
2022-12-09,0.97157
2022-12-10,0.23389
2022-12-11,0.26988
2022-12-12,0.4498
2022-12-13,0.82763
2022-12-14,0.55775
2022-12-15,0.2159
2022-12-16,0.37783
2022-12-17,0.32385
2022-12-18,0.17992
2022-12-19,0.26988
2022-12-20,0.4498
2022-12-21,0.37783
2022-12-22,0.50377
2022-12-23,0.43181
2022-12-24,0.19791
2022-12-25,0.14393
2022-12-26,0.25188
2022-12-27,0.52177
2022-12-28,0.59373
2022-12-29,1.1335
2022-12-30,0.34184
2022-12-31,0.2159
2023-01-01,0.12594
2023-01-02,0.48578
2023-01-03,0.64771
2023-01-04,0.50377
2023-01-05,0.26988
2023-01-06,0.43181
2023-01-07,0.30586
2023-01-08,0.32385
2023-01-09,0.52177
2023-01-10,0.34184
2023-01-11,0.41381
2023-01-12,0.57574
2023-01-13,0.57574
2023-01-14,0.52177
2023-01-15,0.41381
2023-01-16,0.37783
2023-01-17,0.48578
2023-01-18,0.62972
2023-01-19,0.37783
2023-01-20,0.35984
2023-01-21,0.08996
2023-01-22,0.23389
2023-01-23,0.37783
2023-01-24,0.39582
2023-01-25,0.41381
2023-01-26,0.48578
2023-01-27,0.82763
2023-01-28,0.2159
2023-01-29,0.23389
2023-01-30,0.55775
2023-01-31,0.57574
2023-02-01,0.55775
2023-02-02,0.48578
2023-02-03,0.80964
2023-02-04,0.34184
2023-02-05,0.23389
2023-02-06,0.34184
2023-02-07,0.68369
2023-02-08,0.77365
2023-02-09,0.46779
2023-02-10,1.06153
2023-02-11,0.23389
2023-02-12,0.30586
2023-02-13,0.59373
2023-02-14,0.4498
2023-02-15,0.80964
2023-02-16,0.73767
2023-02-17,0.79165
2023-02-18,0.28787
2023-02-19,0.30586
2023-02-20,0.80964
2023-02-21,0.41381
2023-02-22,0.86362
2023-02-23,0.75566
2023-02-24,0.43181
2023-02-25,0.50377
2023-02-26,0.26988
2023-02-27,0.55775
2023-02-28,0.62972
2023-03-01,0.41381
2023-03-02,0.68369
2023-03-03,0.71968
2023-03-04,0.71968
2023-03-05,0.52177
2023-03-06,1.1155
2023-03-07,1.16948
2023-03-08,1.29543
2023-03-09,1.31342
2023-03-10,0.80964
2023-03-11,0.43181
2023-03-12,0.50377
2023-03-13,0.97157
2023-03-14,1.00755
2023-03-15,1.00755
2023-03-16,1.02554
2023-03-17,0.80964
2023-03-18,0.57574
2023-03-19,0.62972
2023-03-20,1.07952
2023-03-21,0.6657
2023-03-22,0.6657
2023-03-23,1.54731
2023-03-24,0.98956
2023-03-25,0.41381
2023-03-26,0.39582
2023-03-27,0.70169
2023-03-28,0.8996
2023-03-29,1.22346
2023-03-30,1.40338
2023-03-31,1.60129
2023-04-01,0.35984
2023-04-02,0.35984
2023-04-03,1.38539
2023-04-04,1.27743
2023-04-05,1.31342
2023-04-06,1.42137
2023-04-07,0.93558
2023-04-08,0.39582
2023-04-09,0.4498
2023-04-10,1.61928
2023-04-11,2.12306
2023-04-12,2.12306
2023-04-13,2.23101
2023-04-14,1.69125
2023-04-15,0.62972
2023-04-16,0.79165
2023-04-17,1.47535
2023-04-18,1.22346
2023-04-19,1.22346
2023-04-20,1.29543
2023-04-21,0.95358
2023-04-22,0.46779
2023-04-23,0.41381
2023-04-24,0.95358
2023-04-25,1.29543
2023-04-26,1.22346
2023-04-27,0.97157
2023-04-28,1.1155
2023-04-29,0.53976
2023-04-30,0.19791
2023-05-01,0.46779
2023-05-02,0.97157
2023-05-03,0.73767
2023-05-04,0.59373
2023-05-05,0.35984
2023-05-06,0.55775
2023-05-07,0.28787
2023-05-08,0.79165
2023-05-09,0.97157
2023-05-10,0.84562
2023-05-11,0.91759
2023-05-12,0.57574
2023-05-13,0.25188
2023-05-14,0.17992
2023-05-15,0.80964
2023-05-16,0.8996
2023-05-17,0.62972
2023-05-18,0.73767
2023-05-19,0.71968
2023-05-20,0.30586
2023-05-21,0.14393
2023-05-22,0.64771
2023-05-23,0.6657
2023-05-24,0.59373
2023-05-25,0.57574
2023-05-26,0.6657
2023-05-27,0.30586
2023-05-28,0.23389
