date,부업
2020-03-20,55.18474
2020-03-21,45.20262
2020-03-22,43.60846
2020-03-23,52.47318
2020-03-24,48.94219
2020-03-25,47.34803
2020-03-26,43.95113
2020-03-27,37.51489
2020-03-28,30.37842
2020-03-29,33.22407
2020-03-30,44.94934
2020-03-31,44.99404
2020-04-01,40.73301
2020-04-02,42.31227
2020-04-03,38.08104
2020-04-04,30.6615
2020-04-05,32.9112
2020-04-06,45.21752
2020-04-07,42.52085
2020-04-08,40.22646
2020-04-09,36.03992
2020-04-10,32.65792
2020-04-11,26.38557
2020-04-12,32.27056
2020-04-13,39.30274
2020-04-14,32.13647
2020-04-15,28.88855
2020-04-16,33.47735
2020-04-17,33.25387
2020-04-18,25.75983
2020-04-19,29.66328
2020-04-20,38.70679
2020-04-21,37.38081
2020-04-22,33.87961
2020-04-23,32.13647
2020-04-24,28.78426
2020-04-25,22.6162
2020-04-26,24.85101
2020-04-27,33.84982
2020-04-28,30.6466
2020-04-29,27.10071
2020-04-30,20.79856
2020-05-01,19.50238
2020-05-02,17.78903
2020-05-03,23.88259
2020-05-04,24.77651
2020-05-05,24.85101
2020-05-06,29.75268
2020-05-07,25.86412
2020-05-08,22.00536
2020-05-09,19.84505
2020-05-10,21.96066
2020-05-11,29.35041
2020-05-12,27.35399
2020-05-13,29.00774
2020-05-14,25.68533
2020-05-15,26.53456
2020-05-16,17.47616
2020-05-17,20.02383
2020-05-18,27.97973
2020-05-19,27.59237
2020-05-20,26.19189
2020-05-21,26.40047
2020-05-22,21.5435
2020-05-23,17.83373
2020-05-24,20.17282
2020-05-25,30.34862
2020-05-26,30.12514
2020-05-27,28.90345
2020-05-28,24.37425
2020-05-29,20.60488
2020-05-30,16.61203
2020-05-31,22.45232
2020-06-01,27.93504
2020-06-02,25.34266
2020-06-03,25.59594
2020-06-04,23.53992
2020-06-05,20.05363
2020-06-06,16.34386
2020-06-07,17.74433
2020-06-08,26.0429
2020-06-09,24.40405
2020-06-10,24.59773
2020-06-11,23.74851
2020-06-12,19.63647
2020-06-13,15.70321
2020-06-14,18.56376
2020-06-15,28.02443
2020-06-16,25.93861
2020-06-17,24.83611
2020-06-18,26.19189
2020-06-19,21.76698
2020-06-20,15.74791
2020-06-21,19.2491
2020-06-22,26.20679
2020-06-23,28.26281
2020-06-24,24.88081
2020-06-25,25.34266
2020-06-26,20.79856
2020-06-27,14.83909
2020-06-28,16.76102
2020-06-29,26.59415
2020-06-30,27.38379
2020-07-01,26.23659
2020-07-02,24.28486
2020-07-03,20.79856
2020-07-04,16.71632
2020-07-05,21.02205
2020-07-06,100.0
2020-07-07,34.59475
2020-07-08,32.28545
2020-07-09,27.72646
2020-07-10,22.00536
2020-07-11,19.38319
2020-07-12,24.80631
2020-07-13,32.46424
2020-07-14,30.02085
2020-07-15,28.69487
2020-07-16,25.20858
2020-07-17,22.54171
2020-07-18,15.56912
2020-07-19,19.33849
2020-07-20,27.05601
2020-07-21,26.77294
2020-07-22,26.28128
2020-07-23,26.69845
2020-07-24,22.42252
2020-07-25,16.28426
2020-07-26,18.26579
2020-07-27,29.61859
2020-07-28,27.93504
2020-07-29,25.75983
2020-07-30,22.13945
2020-07-31,18.45947
2020-08-01,15.06257
2020-08-02,17.69964
2020-08-03,23.65911
2020-08-04,21.69249
2020-08-05,22.88438
2020-08-06,21.06674
2020-08-07,20.45589
2020-08-08,15.92669
2020-08-09,18.087
2020-08-10,26.48986
2020-08-11,26.1025
2020-08-12,24.9255
2020-08-13,22.91418
2020-08-14,19.53218
2020-08-15,13.96007
2020-08-16,17.59535
2020-08-17,22.28843
2020-08-18,27.35399
2020-08-19,27.02622
2020-08-20,27.36889
2020-08-21,24.34445
2020-08-22,18.90643
2020-08-23,21.73718
2020-08-24,31.89809
2020-08-25,31.43623
2020-08-26,28.81406
2020-08-27,31.55542
2020-08-28,28.3075
2020-08-29,24.29976
2020-08-30,25.16388
2020-08-31,33.96901
2020-09-01,33.47735
2020-09-02,31.28724
2020-09-03,27.51787
2020-09-04,28.47139
2020-09-05,21.11144
2020-09-06,25.32777
2020-09-07,35.80154
2020-09-08,33.53694
2020-09-09,30.84028
2020-09-10,28.79916
2020-09-11,25.22348
2020-09-12,18.99582
2020-09-13,23.12276
2020-09-14,28.94815
2020-09-15,29.09713
2020-09-16,27.33909
2020-09-17,26.16209
2020-09-18,20.57508
2020-09-19,18.29558
2020-09-20,20.96245
2020-09-21,26.80274
2020-09-22,27.02622
2020-09-23,31.40643
2020-09-24,26.74314
2020-09-25,21.5137
2020-09-26,16.31406
2020-09-27,16.9696
2020-09-28,19.08522
2020-09-29,16.58224
2020-09-30,12.63408
2020-10-01,12.85756
2020-10-02,15.77771
2020-10-03,15.24135
2020-10-04,23.46543
2020-10-05,26.41537
2020-10-06,27.1603
2020-10-07,26.35578
2020-10-08,23.55482
2020-10-09,18.1466
2020-10-10,17.46126
2020-10-11,21.5286
2020-10-12,28.90345
2020-10-13,29.4845
2020-10-14,29.4398
2020-10-15,26.86233
2020-10-16,23.7634
2020-10-17,17.74433
2020-10-18,21.91597
2020-10-19,30.21454
2020-10-20,29.90166
2020-10-21,25.47675
2020-10-22,25.89392
2020-10-23,21.18593
2020-10-24,15.56912
2020-10-25,20.03873
2020-10-26,28.08402
2020-10-27,27.50297
2020-10-28,25.99821
2020-10-29,23.67401
2020-10-30,20.09833
2020-10-31,15.62872
2020-11-01,20.61978
2020-11-02,28.47139
2020-11-03,25.55125
2020-11-04,23.22705
2020-11-05,22.09475
2020-11-06,20.60488
2020-11-07,16.06078
2020-11-08,19.3087
2020-11-09,27.2646
2020-11-10,26.98152
2020-11-11,25.89392
2020-11-12,26.78784
2020-11-13,22.54171
2020-11-14,17.16328
2020-11-15,23.07806
2020-11-16,29.57389
2020-11-17,29.76758
2020-11-18,28.02443
2020-11-19,27.47318
2020-11-20,23.13766
2020-11-21,18.23599
2020-11-22,22.58641
2020-11-23,30.21454
2020-11-24,27.1752
2020-11-25,31.12336
2020-11-26,28.08402
2020-11-27,22.76519
2020-11-28,19.85995
2020-11-29,23.07806
2020-11-30,30.16984
2020-12-01,29.30572
2020-12-02,28.59058
2020-12-03,24.29976
2020-12-04,24.31466
2020-12-05,18.63825
2020-12-06,27.74135
2020-12-07,34.52026
2020-12-08,31.51072
2020-12-09,30.36352
2020-12-10,30.98927
2020-12-11,27.66686
2020-12-12,20.00893
2020-12-13,29.57389
2020-12-14,41.38855
2020-12-15,37.24672
2020-12-16,32.59833
2020-12-17,31.88319
2020-12-18,28.51609
2020-12-19,27.33909
2020-12-20,30.33373
2020-12-21,36.71036
2020-12-22,35.74195
2020-12-23,31.95768
2020-12-24,24.34445
2020-12-25,21.72228
2020-12-26,24.15077
2020-12-27,32.62812
2020-12-28,54.91656
2020-12-29,46.70738
2020-12-30,38.02145
2020-12-31,28.05423
2021-01-01,27.74135
2021-01-02,32.76221
2021-01-03,39.95828
2021-01-04,47.55661
2021-01-05,42.93802
2021-01-06,38.09594
2021-01-07,32.8963
2021-01-08,29.67818
2021-01-09,25.80452
2021-01-10,32.04707
2021-01-11,38.27473
2021-01-12,36.45709
2021-01-13,35.08641
2021-01-14,32.67282
2021-01-15,29.4994
2021-01-16,26.44517
2021-01-17,30.88498
2021-01-18,37.94696
2021-01-19,40.30095
2021-01-20,36.3528
2021-01-21,34.38617
2021-01-22,29.09713
2021-01-23,24.79141
2021-01-24,26.57926
2021-01-25,36.323
2021-01-26,34.83313
2021-01-27,31.46603
2021-01-28,29.02264
2021-01-29,26.1025
2021-01-30,21.23063
2021-01-31,23.13766
2021-02-01,29.91656
2021-02-02,31.31704
2021-02-03,28.63528
2021-02-04,24.83611
2021-02-05,22.46722
2021-02-06,19.10011
2021-02-07,20.67938
2021-02-08,25.37246
2021-02-09,22.75029
2021-02-10,20.45589
2021-02-11,15.53933
2021-02-12,14.40703
2021-02-13,16.55244
2021-02-14,23.48033
2021-02-15,29.18653
2021-02-16,29.4398
2021-02-17,27.42848
2021-02-18,27.60727
2021-02-19,23.25685
2021-02-20,17.96781
2021-02-21,19.97914
2021-02-22,25.50655
2021-02-23,24.21036
2021-02-24,26.0429
2021-02-25,24.67222
2021-02-26,20.97735
2021-02-27,15.91179
2021-02-28,19.2193
2021-03-01,23.49523
2021-03-02,25.28307
2021-03-03,24.12097
2021-03-04,22.09475
2021-03-05,20.32181
2021-03-06,16.64183
2021-03-07,19.39809
2021-03-08,24.71692
2021-03-09,23.95709
2021-03-10,24.47854
2021-03-11,23.00357
2021-03-12,18.57866
2021-03-13,14.13885
2021-03-14,16.92491
2021-03-15,26.14719
2021-03-16,22.76519
2021-03-17,21.96066
2021-03-18,21.26042
2021-03-19,18.1317
2021-03-20,14.00476
2021-03-21,16.52264
2021-03-22,24.00178
2021-03-23,24.22526
2021-03-24,22.34803
2021-03-25,20.73897
2021-03-26,16.9696
2021-03-27,14.6752
2021-03-28,17.34207
2021-03-29,23.51013
2021-03-30,20.93265
2021-03-31,20.63468
2021-04-01,18.32538
2021-04-02,16.37365
2021-04-03,13.09594
2021-04-04,15.30095
2021-04-05,19.62157
2021-04-06,20.61978
2021-04-07,18.20619
2021-04-08,20.18772
2021-04-09,17.56555
2021-04-10,14.48152
2021-04-11,16.82061
2021-04-12,24.34445
2021-04-13,22.60131
2021-04-14,22.73539
2021-04-15,22.58641
2021-04-16,20.84326
2021-04-17,14.94338
2021-04-18,17.23778
2021-04-19,22.79499
2021-04-20,22.54171
2021-04-21,21.20083
2021-04-22,19.2938
2021-04-23,19.72586
2021-04-24,14.52622
2021-04-25,17.49106
2021-04-26,22.88438
2021-04-27,23.98688
2021-04-28,22.05005
2021-04-29,21.02205
2021-04-30,16.71632
2021-05-01,13.84088
2021-05-02,16.17997
2021-05-03,19.74076
2021-05-04,18.48927
2021-05-05,16.71632
2021-05-06,22.6758
2021-05-07,17.10369
2021-05-08,14.80929
2021-05-09,18.04231
2021-05-10,25.53635
2021-05-11,24.47854
2021-05-12,22.54171
2021-05-13,22.00536
2021-05-14,16.9994
2021-05-15,18.47437
2021-05-16,19.39809
2021-05-17,27.48808
2021-05-18,22.24374
2021-05-19,19.84505
2021-05-20,25.55125
2021-05-21,23.92729
2021-05-22,17.83373
2021-05-23,19.20441
2021-05-24,28.17342
2021-05-25,27.84564
2021-05-26,24.9106
2021-05-27,24.73182
2021-05-28,20.3963
2021-05-29,16.65673
2021-05-30,18.63825
2021-05-31,24.38915
2021-06-01,27.65196
2021-06-02,24.47854
2021-06-03,24.79141
2021-06-04,18.25089
2021-06-05,14.19845
2021-06-06,17.20798
2021-06-07,24.46364
2021-06-08,23.52502
2021-06-09,22.42252
2021-06-10,21.72228
2021-06-11,19.04052
2021-06-12,13.72169
2021-06-13,15.71811
2021-06-14,23.25685
2021-06-15,24.88081
2021-06-16,25.29797
2021-06-17,21.32002
2021-06-18,17.05899
2021-06-19,14.57091
2021-06-20,17.16328
2021-06-21,24.88081
2021-06-22,24.88081
2021-06-23,25.80452
2021-06-24,21.73718
2021-06-25,19.2938
2021-06-26,15.74791
2021-06-27,17.31227
2021-06-28,24.18057
2021-06-29,23.21215
2021-06-30,21.5733
2021-07-01,20.11323
2021-07-02,17.41656
2021-07-03,14.60071
2021-07-04,16.16507
2021-07-05,23.88259
2021-07-06,20.3665
2021-07-07,21.81168
2021-07-08,21.02205
2021-07-09,18.96603
2021-07-10,14.43682
2021-07-11,17.26758
2021-07-12,24.47854
2021-07-13,23.37604
2021-07-14,22.10965
2021-07-15,19.32359
2021-07-16,19.59177
2021-07-17,14.58581
2021-07-18,17.69964
2021-07-19,23.74851
2021-07-20,23.48033
2021-07-21,22.00536
2021-07-22,21.84147
2021-07-23,18.56376
2021-07-24,14.07926
2021-07-25,17.29737
2021-07-26,22.09475
2021-07-27,20.50059
2021-07-28,19.88974
2021-07-29,18.90643
2021-07-30,19.11501
2021-07-31,16.46305
2021-08-01,17.83373
2021-08-02,21.14123
2021-08-03,21.17103
2021-08-04,18.34028
2021-08-05,20.20262
2021-08-06,16.92491
2021-08-07,16.79082
2021-08-08,17.20798
2021-08-09,24.82121
2021-08-10,25.25327
2021-08-11,24.07628
2021-08-12,23.88259
2021-08-13,19.93444
2021-08-14,16.86531
2021-08-15,18.47437
2021-08-16,21.94576
2021-08-17,27.45828
2021-08-18,24.59773
2021-08-19,23.7932
2021-08-20,20.15792
2021-08-21,16.59713
2021-08-22,20.75387
2021-08-23,27.75625
2021-08-24,24.52324
2021-08-25,25.08939
2021-08-26,23.43563
2021-08-27,19.69606
2021-08-28,14.34743
2021-08-29,17.65494
2021-08-30,23.65911
2021-08-31,22.10965
2021-09-01,19.93444
2021-09-02,20.96245
2021-09-03,16.70143
2021-09-04,14.54112
2021-09-05,16.25446
2021-09-06,19.17461
2021-09-07,19.59177
2021-09-08,19.63647
2021-09-09,18.86174
2021-09-10,16.07568
2021-09-11,14.39213
2021-09-12,15.58402
2021-09-13,18.51907
2021-09-14,18.50417
2021-09-15,18.1019
2021-09-16,16.68653
2021-09-17,13.528
2021-09-18,9.87783
2021-09-19,9.96722
2021-09-20,10.23539
2021-09-21,10.74195
2021-09-22,14.88379
2021-09-23,20.60488
2021-09-24,20.33671
2021-09-25,16.62693
2021-09-26,18.45947
2021-09-27,26.34088
2021-09-28,23.98688
2021-09-29,21.45411
2021-09-30,20.54529
2021-10-01,18.23599
2021-10-02,13.85578
2021-10-03,14.88379
2021-10-04,20.56019
2021-10-05,22.83969
2021-10-06,24.76162
2021-10-07,20.69427
2021-10-08,17.37187
2021-10-09,15.68831
2021-10-10,15.18176
2021-10-11,21.72228
2021-10-12,23.31644
2021-10-13,21.70738
2021-10-14,21.29022
2021-10-15,17.61025
2021-10-16,15.77771
2021-10-17,17.72943
2021-10-18,21.29022
2021-10-19,21.90107
2021-10-20,19.60667
2021-10-21,19.65137
2021-10-22,15.8373
2021-10-23,12.82777
2021-10-24,17.14839
2021-10-25,21.96066
2021-10-26,21.69249
2021-10-27,20.67938
2021-10-28,20.26221
2021-10-29,16.47794
2021-10-30,13.30452
2021-10-31,16.82061
2021-11-01,20.53039
2021-11-02,22.00536
2021-11-03,21.88617
2021-11-04,21.82657
2021-11-05,19.08522
2021-11-06,14.21334
2021-11-07,16.52264
2021-11-08,21.4839
2021-11-09,20.441
2021-11-10,22.49702
2021-11-11,19.3087
2021-11-12,16.53754
2021-11-13,12.36591
2021-11-14,16.83551
2021-11-15,22.10965
2021-11-16,22.25864
2021-11-17,21.70738
2021-11-18,19.88974
2021-11-19,18.01251
2021-11-20,14.45172
2021-11-21,18.02741
2021-11-22,24.58283
2021-11-23,25.37246
2021-11-24,23.09296
2021-11-25,22.76519
2021-11-26,20.11323
2021-11-27,13.24493
2021-11-28,17.22288
2021-11-29,24.70202
2021-11-30,23.67401
2021-12-01,22.76519
2021-12-02,21.5435
2021-12-03,17.92312
2021-12-04,15.00297
2021-12-05,20.96245
2021-12-06,26.98152
2021-12-07,27.2348
2021-12-08,26.1174
2021-12-09,24.83611
2021-12-10,22.12455
2021-12-11,16.9696
2021-12-12,20.53039
2021-12-13,25.61084
2021-12-14,23.71871
2021-12-15,23.46543
2021-12-16,22.89928
2021-12-17,18.78724
2021-12-18,15.43504
2021-12-19,16.9845
2021-12-20,24.52324
2021-12-21,24.65733
2021-12-22,21.27532
2021-12-23,20.88796
2021-12-24,13.46841
2021-12-25,12.09773
2021-12-26,17.10369
2021-12-27,22.6162
2021-12-28,23.7634
2021-12-29,22.40762
2021-12-30,21.00715
2021-12-31,15.42014
2022-01-01,16.20977
2022-01-02,23.36114
2022-01-03,25.34266
2022-01-04,27.80095
2022-01-05,26.59415
2022-01-06,24.49344
2022-01-07,22.34803
2022-01-08,17.49106
2022-01-09,22.05005
2022-01-10,29.15673
2022-01-11,27.35399
2022-01-12,24.83611
2022-01-13,25.40226
2022-01-14,21.78188
2022-01-15,17.25268
2022-01-16,23.39094
2022-01-17,26.74314
2022-01-18,25.53635
2022-01-19,24.21036
2022-01-20,23.18235
2022-01-21,22.6162
2022-01-22,18.72765
2022-01-23,19.44278
2022-01-24,25.25327
2022-01-25,26.57926
2022-01-26,24.9255
2022-01-27,21.11144
2022-01-28,18.47437
2022-01-29,16.34386
2022-01-30,15.55423
2022-01-31,14.12395
2022-02-01,16.53754
2022-02-02,21.60309
2022-02-03,27.04112
2022-02-04,22.31823
2022-02-05,20.441
2022-02-06,24.86591
2022-02-07,29.93146
2022-02-08,27.94994
2022-02-09,27.63706
2022-02-10,28.45649
2022-02-11,23.59952
2022-02-12,17.31227
2022-02-13,20.85816
2022-02-14,32.71752
2022-02-15,30.91477
2022-02-16,27.39868
2022-02-17,26.99642
2022-02-18,22.83969
2022-02-19,19.33849
2022-02-20,22.24374
2022-02-21,29.60369
2022-02-22,29.20143
2022-02-23,25.98331
2022-02-24,25.28307
2022-02-25,22.12455
2022-02-26,16.86531
2022-02-27,21.43921
2022-02-28,25.46185
2022-03-01,23.13766
2022-03-02,23.71871
2022-03-03,22.80989
2022-03-04,20.48569
2022-03-05,17.28247
2022-03-06,20.51549
2022-03-07,25.83432
2022-03-08,22.02026
2022-03-09,16.12038
2022-03-10,23.15256
2022-03-11,22.98867
2022-03-12,17.69964
2022-03-13,23.823
2022-03-14,29.35041
2022-03-15,26.1323
2022-03-16,24.82121
2022-03-17,24.01668
2022-03-18,22.82479
2022-03-19,18.59356
2022-03-20,20.47079
2022-03-21,27.33909
2022-03-22,26.93682
2022-03-23,25.04469
2022-03-24,22.45232
2022-03-25,22.02026
2022-03-26,18.39988
2022-03-27,22.02026
2022-03-28,25.96841
2022-03-29,24.9404
2022-03-30,24.31466
2022-03-31,24.21036
2022-04-01,19.2342
2022-04-02,15.76281
2022-04-03,18.42967
2022-04-04,22.28843
2022-04-05,24.12097
2022-04-06,24.09117
2022-04-07,21.85637
2022-04-08,18.1764
2022-04-09,14.22824
2022-04-10,16.47794
2022-04-11,24.19547
2022-04-12,22.97377
2022-04-13,22.6162
2022-04-14,22.6311
2022-04-15,19.45768
2022-04-16,14.37723
2022-04-17,17.80393
2022-04-18,25.47675
2022-04-19,24.46364
2022-04-20,22.49702
2022-04-21,22.09475
2022-04-22,19.15971
2022-04-23,14.83909
2022-04-24,17.59535
2022-04-25,26.68355
2022-04-26,25.64064
2022-04-27,26.14719
2022-04-28,24.64243
2022-04-29,20.69427
2022-04-30,14.705
2022-05-01,18.41477
2022-05-02,26.77294
2022-05-03,23.70381
2022-05-04,20.84326
2022-05-05,16.53754
2022-05-06,18.1764
2022-05-07,15.10727
2022-05-08,18.53396
2022-05-09,27.2497
2022-05-10,26.77294
2022-05-11,26.47497
2022-05-12,23.68891
2022-05-13,18.87663
2022-05-14,15.36054
2022-05-15,19.11501
2022-05-16,29.00774
2022-05-17,27.87544
2022-05-18,25.44696
2022-05-19,23.22705
2022-05-20,21.90107
2022-05-21,16.70143
2022-05-22,19.90464
2022-05-23,27.72646
2022-05-24,28.3075
2022-05-25,28.3522
2022-05-26,26.44517
2022-05-27,20.15792
2022-05-28,14.61561
2022-05-29,19.04052
2022-05-30,27.1752
2022-05-31,23.58462
2022-06-01,19.3087
2022-06-02,24.35935
2022-06-03,18.92133
2022-06-04,15.15196
2022-06-05,17.07389
2022-06-06,22.55661
2022-06-07,27.2199
2022-06-08,25.83432
2022-06-09,23.58462
2022-06-10,21.32002
2022-06-11,15.12216
2022-06-12,18.90643
2022-06-13,28.78426
2022-06-14,28.27771
2022-06-15,26.38557
2022-06-16,24.79141
2022-06-17,21.24553
2022-06-18,15.71811
2022-06-19,21.91597
2022-06-20,29.81227
2022-06-21,27.65196
2022-06-22,26.0578
2022-06-23,23.68891
2022-06-24,20.00893
2022-06-25,14.7348
2022-06-26,19.74076
2022-06-27,27.04112
2022-06-28,26.96662
2022-06-29,23.91239
2022-06-30,23.13766
2022-07-01,20.27711
2022-07-02,16.15017
2022-07-03,19.02562
2022-07-04,26.028
2022-07-05,26.90703
2022-07-06,23.70381
2022-07-07,22.98867
2022-07-08,20.3665
2022-07-09,15.25625
2022-07-10,18.65315
2022-07-11,25.07449
2022-07-12,26.1025
2022-07-13,23.37604
2022-07-14,25.19368
2022-07-15,19.08522
2022-07-16,14.86889
2022-07-17,18.48927
2022-07-18,25.53635
2022-07-19,26.16209
2022-07-20,26.1323
2022-07-21,23.36114
2022-07-22,18.38498
2022-07-23,13.93027
2022-07-24,16.92491
2022-07-25,26.1174
2022-07-26,24.70202
2022-07-27,23.94219
2022-07-28,20.70917
2022-07-29,18.35518
2022-07-30,15.64362
2022-07-31,17.47616
2022-08-01,22.21394
2022-08-02,23.12276
2022-08-03,24.52324
2022-08-04,23.51013
2022-08-05,19.38319
2022-08-06,16.56734
2022-08-07,19.17461
2022-08-08,26.75804
2022-08-09,22.21394
2022-08-10,24.19547
2022-08-11,21.66269
2022-08-12,20.3963
2022-08-13,18.04231
2022-08-14,19.02562
2022-08-15,23.09296
2022-08-16,28.88855
2022-08-17,26.95172
2022-08-18,22.97377
2022-08-19,20.82836
2022-08-20,15.76281
2022-08-21,18.68295
2022-08-22,27.63706
2022-08-23,26.26638
2022-08-24,23.48033
2022-08-25,24.00178
2022-08-26,19.96424
2022-08-27,14.98808
2022-08-28,17.47616
2022-08-29,24.77651
2022-08-30,24.34445
2022-08-31,22.6907
2022-09-01,20.17282
2022-09-02,16.12038
2022-09-03,13.33432
2022-09-04,15.73301
2022-09-05,20.79856
2022-09-06,18.1615
2022-09-07,18.1466
2022-09-08,14.04946
2022-09-09,9.55005
2022-09-10,9.52026
2022-09-11,12.20202
2022-09-12,17.14839
2022-09-13,25.41716
2022-09-14,24.43384
2022-09-15,24.61263
2022-09-16,21.21573
2022-09-17,14.63051
2022-09-18,18.22109
2022-09-19,27.72646
2022-09-20,25.38736
2022-09-21,23.98688
2022-09-22,21.99046
2022-09-23,19.60667
2022-09-24,15.8224
2022-09-25,18.62336
2022-09-26,29.11203
2022-09-27,26.62395
2022-09-28,25.20858
2022-09-29,22.82479
2022-09-30,21.14123
2022-10-01,14.7646
2022-10-02,15.98629
2022-10-03,27.29439
2022-10-04,33.87961
2022-10-05,29.60369
2022-10-06,27.69666
2022-10-07,22.6907
2022-10-08,13.66209
2022-10-09,18.50417
2022-10-10,24.73182
2022-10-11,29.76758
2022-10-12,26.23659
2022-10-13,26.59415
2022-10-14,22.95887
2022-10-15,17.43146
2022-10-16,18.45947
2022-10-17,28.97794
2022-10-18,28.05423
2022-10-19,29.05244
2022-10-20,26.51966
2022-10-21,23.06317
2022-10-22,15.97139
2022-10-23,19.60667
2022-10-24,29.4398
2022-10-25,30.54231
2022-10-26,27.86054
2022-10-27,27.2199
2022-10-28,22.02026
2022-10-29,14.7646
2022-10-30,13.30452
2022-10-31,25.99821
2022-11-01,28.53098
2022-11-02,26.84743
2022-11-03,25.19368
2022-11-04,21.12634
2022-11-05,15.64362
2022-11-06,19.07032
2022-11-07,29.12693
2022-11-08,29.64839
2022-11-09,31.18295
2022-11-10,30.6764
2022-11-11,25.20858
2022-11-12,17.90822
2022-11-13,23.21215
2022-11-14,34.89272
2022-11-15,36.15911
2022-11-16,27.32419
2022-11-17,26.65375
2022-11-18,24.28486
2022-11-19,16.9696
2022-11-20,22.02026
2022-11-21,31.97258
2022-11-22,31.16805
2022-11-23,29.81227
2022-11-24,22.40762
2022-11-25,22.78009
2022-11-26,16.40345
2022-11-27,20.20262
2022-11-28,25.71513
2022-11-29,28.48629
2022-11-30,23.92729
2022-12-01,26.028
2022-12-02,21.81168
2022-12-03,14.80929
2022-12-04,20.69427
2022-12-05,25.50655
2022-12-06,25.77473
2022-12-07,26.26638
