date,삼겹살무한리필
2020-07-24,24.31693
2020-07-25,34.01639
2020-07-26,35.65573
2020-07-27,29.23497
2020-07-28,40.02732
2020-07-29,33.19672
2020-07-30,34.69945
2020-07-31,39.75409
2020-08-01,45.4918
2020-08-02,39.07103
2020-08-03,26.77595
2020-08-04,38.25136
2020-08-05,40.16393
2020-08-06,43.85245
2020-08-07,44.3989
2020-08-08,33.46994
2020-08-09,49.86338
2020-08-10,32.65027
2020-08-11,38.6612
2020-08-12,35.92896
2020-08-13,28.27868
2020-08-14,37.43169
2020-08-15,39.48087
2020-08-16,32.92349
2020-08-17,30.19125
2020-08-18,34.56284
2020-08-19,21.99453
2020-08-20,21.72131
2020-08-21,26.2295
2020-08-22,35.38251
2020-08-23,26.36612
2020-08-24,17.62295
2020-08-25,18.16939
2020-08-26,27.73224
2020-08-27,17.34972
2020-08-28,17.21311
2020-08-29,21.85792
2020-08-30,18.30601
2020-08-31,20.21857
2020-09-01,14.20765
2020-09-02,12.70491
2020-09-03,17.0765
2020-09-04,19.94535
2020-09-05,29.91803
2020-09-06,25.68306
2020-09-07,18.30601
2020-09-08,23.22404
2020-09-09,24.59016
2020-09-10,20.4918
2020-09-11,18.98907
2020-09-12,27.86885
2020-09-13,22.26775
2020-09-14,18.85245
2020-09-15,20.21857
2020-09-16,25.68306
2020-09-17,22.8142
2020-09-18,25.68306
2020-09-19,33.46994
2020-09-20,32.92349
2020-09-21,22.54098
2020-09-22,23.36065
2020-09-23,27.18579
2020-09-24,23.49726
2020-09-25,33.19672
2020-09-26,35.2459
2020-09-27,34.56284
2020-09-28,18.30601
2020-09-29,22.8142
2020-09-30,20.62841
2020-10-01,16.93989
2020-10-02,22.95081
2020-10-03,29.37158
2020-10-04,26.2295
2020-10-05,19.94535
2020-10-06,22.40437
2020-10-07,24.86338
2020-10-08,22.8142
2020-10-09,29.91803
2020-10-10,38.11475
2020-10-11,42.62295
2020-10-12,26.09289
2020-10-13,23.08743
2020-10-14,35.10928
2020-10-15,37.43169
2020-10-16,35.92896
2020-10-17,35.79234
2020-10-18,49.45355
2020-10-19,27.73224
2020-10-20,35.65573
2020-10-21,28.82513
2020-10-22,28.14207
2020-10-23,35.2459
2020-10-24,36.88524
2020-10-25,35.92896
2020-10-26,26.09289
2020-10-27,28.68852
2020-10-28,28.55191
2020-10-29,25.27322
2020-10-30,32.65027
2020-10-31,44.53551
2020-11-01,37.02185
2020-11-02,28.27868
2020-11-03,23.22404
2020-11-04,22.8142
2020-11-05,25.95628
2020-11-06,26.91256
2020-11-07,36.61202
2020-11-08,34.153
2020-11-09,26.63934
2020-11-10,29.91803
2020-11-11,32.78688
2020-11-12,33.87978
2020-11-13,34.42622
2020-11-14,46.85792
2020-11-15,38.38797
2020-11-16,31.01092
2020-11-17,36.20218
2020-11-18,34.01639
2020-11-19,25.0
2020-11-20,39.89071
2020-11-21,33.19672
2020-11-22,29.78142
2020-11-23,27.18579
2020-11-24,19.80874
2020-11-25,21.58469
2020-11-26,15.43715
2020-11-27,13.93442
2020-11-28,26.09289
2020-11-29,22.13114
2020-11-30,25.13661
2020-12-01,19.67213
2020-12-02,21.58469
2020-12-03,17.89617
2020-12-04,18.98907
2020-12-05,25.81967
2020-12-06,26.91256
2020-12-07,15.30054
2020-12-08,19.3989
2020-12-09,18.16939
2020-12-10,19.67213
2020-12-11,17.48633
2020-12-12,19.80874
2020-12-13,16.80327
2020-12-14,12.97814
2020-12-15,14.07103
2020-12-16,12.84153
2020-12-17,14.61748
2020-12-18,13.93442
2020-12-19,19.80874
2020-12-20,22.67759
2020-12-21,19.67213
2020-12-22,19.26229
2020-12-23,12.02185
2020-12-24,12.97814
2020-12-25,18.16939
2020-12-26,19.53551
2020-12-27,22.40437
2020-12-28,15.71038
2020-12-29,16.25683
2020-12-30,17.75956
2020-12-31,17.21311
2021-01-01,23.77049
2021-01-02,29.78142
2021-01-03,31.96721
2021-01-04,22.67759
2021-01-05,23.49726
2021-01-06,19.94535
2021-01-07,24.31693
2021-01-08,23.36065
2021-01-09,26.77595
2021-01-10,32.10382
2021-01-11,21.72131
2021-01-12,23.77049
2021-01-13,19.3989
2021-01-14,22.8142
2021-01-15,21.44808
2021-01-16,25.54644
2021-01-17,29.37158
2021-01-18,22.26775
2021-01-19,17.0765
2021-01-20,23.77049
2021-01-21,21.72131
2021-01-22,23.49726
2021-01-23,33.60655
2021-01-24,33.33333
2021-01-25,31.96721
2021-01-26,32.92349
2021-01-27,22.67759
2021-01-28,21.85792
2021-01-29,21.72131
2021-01-30,31.14754
2021-01-31,31.69398
2021-02-01,22.95081
2021-02-02,19.80874
2021-02-03,27.59562
2021-02-04,20.90163
2021-02-05,23.49726
2021-02-06,30.19125
2021-02-07,31.42076
2021-02-08,31.14754
2021-02-09,35.10928
2021-02-10,29.78142
2021-02-11,33.19672
2021-02-12,27.04918
2021-02-13,40.02732
2021-02-14,34.97267
2021-02-15,31.28415
2021-02-16,32.78688
2021-02-17,34.28961
2021-02-18,27.18579
2021-02-19,25.0
2021-02-20,37.70491
2021-02-21,39.34426
2021-02-22,26.36612
2021-02-23,30.60109
2021-02-24,21.17486
2021-02-25,22.40437
2021-02-26,24.86338
2021-02-27,31.01092
2021-02-28,35.51912
2021-03-01,32.51366
2021-03-02,28.55191
2021-03-03,59.42622
2021-03-04,35.2459
2021-03-05,28.55191
2021-03-06,49.59016
2021-03-07,41.25683
2021-03-08,32.10382
2021-03-09,31.14754
2021-03-10,32.10382
2021-03-11,24.86338
2021-03-12,34.28961
2021-03-13,52.45901
2021-03-14,56.14754
2021-03-15,29.78142
2021-03-16,25.68306
2021-03-17,34.56284
2021-03-18,32.65027
2021-03-19,38.93442
2021-03-20,34.56284
2021-03-21,52.04918
2021-03-22,30.87431
2021-03-23,31.69398
2021-03-24,37.97814
2021-03-25,31.8306
2021-03-26,33.74316
2021-03-27,52.18579
2021-03-28,57.92349
2021-03-29,42.0765
2021-03-30,39.61748
2021-03-31,35.2459
2021-04-01,32.10382
2021-04-02,30.19125
2021-04-03,47.26775
2021-04-04,54.6448
2021-04-05,37.29508
2021-04-06,34.56284
2021-04-07,36.4754
2021-04-08,33.74316
2021-04-09,37.70491
2021-04-10,51.63934
2021-04-11,49.72677
2021-04-12,28.55191
2021-04-13,32.10382
2021-04-14,32.37704
2021-04-15,32.10382
2021-04-16,32.10382
2021-04-17,40.43715
2021-04-18,46.03825
2021-04-19,28.00546
2021-04-20,21.99453
2021-04-21,24.04371
2021-04-22,20.62841
2021-04-23,38.25136
2021-04-24,47.54098
2021-04-25,49.59016
2021-04-26,33.46994
2021-04-27,32.37704
2021-04-28,34.42622
2021-04-29,40.43715
2021-04-30,46.85792
2021-05-01,38.38797
2021-05-02,41.93989
2021-05-03,28.27868
2021-05-04,41.66666
2021-05-05,57.37704
2021-05-06,24.04371
2021-05-07,24.31693
2021-05-08,43.30601
2021-05-09,50.95628
2021-05-10,35.38251
2021-05-11,39.75409
2021-05-12,23.36065
2021-05-13,30.7377
2021-05-14,38.25136
2021-05-15,56.69398
2021-05-16,37.97814
2021-05-17,32.10382
2021-05-18,39.75409
2021-05-19,46.85792
2021-05-20,33.87978
2021-05-21,36.74863
2021-05-22,49.59016
2021-05-23,50.40983
2021-05-24,34.42622
2021-05-25,35.10928
2021-05-26,25.54644
2021-05-27,30.87431
2021-05-28,41.80327
2021-05-29,49.31693
2021-05-30,43.44262
2021-05-31,31.28415
2021-06-01,27.04918
2021-06-02,30.7377
2021-06-03,36.20218
2021-06-04,37.43169
2021-06-05,51.50273
2021-06-06,38.93442
2021-06-07,29.91803
2021-06-08,20.62841
2021-06-09,28.27868
2021-06-10,26.09289
2021-06-11,26.91256
2021-06-12,45.90163
2021-06-13,48.9071
2021-06-14,26.91256
2021-06-15,24.86338
2021-06-16,35.2459
2021-06-17,20.21857
2021-06-18,35.65573
2021-06-19,50.0
2021-06-20,38.52459
2021-06-21,29.91803
2021-06-22,37.84153
2021-06-23,36.61202
2021-06-24,32.92349
2021-06-25,39.75409
2021-06-26,50.40983
2021-06-27,48.63387
2021-06-28,32.65027
2021-06-29,30.60109
2021-06-30,23.08743
2021-07-01,27.86885
2021-07-02,38.38797
2021-07-03,43.85245
2021-07-04,49.31693
2021-07-05,33.87978
2021-07-06,27.18579
2021-07-07,28.00546
2021-07-08,30.19125
2021-07-09,28.00546
2021-07-10,43.71584
2021-07-11,35.10928
2021-07-12,23.9071
2021-07-13,25.0
2021-07-14,25.13661
2021-07-15,24.59016
2021-07-16,25.27322
2021-07-17,29.6448
2021-07-18,35.92896
2021-07-19,32.65027
2021-07-20,31.96721
2021-07-21,18.30601
2021-07-22,25.0
2021-07-23,20.4918
2021-07-24,27.45901
2021-07-25,32.10382
2021-07-26,25.54644
2021-07-27,33.60655
2021-07-28,29.91803
2021-07-29,26.50273
2021-07-30,27.73224
2021-07-31,35.38251
2021-08-01,41.12021
2021-08-02,35.65573
2021-08-03,35.10928
2021-08-04,32.51366
2021-08-05,32.37704
2021-08-06,28.00546
2021-08-07,41.80327
2021-08-08,39.48087
2021-08-09,34.42622
2021-08-10,31.8306
2021-08-11,26.77595
2021-08-12,32.10382
2021-08-13,33.0601
2021-08-14,41.93989
2021-08-15,47.54098
2021-08-16,42.75956
2021-08-17,28.4153
2021-08-18,31.28415
2021-08-19,29.23497
2021-08-20,34.42622
2021-08-21,38.38797
2021-08-22,47.95081
2021-08-23,25.40983
2021-08-24,28.55191
2021-08-25,28.14207
2021-08-26,27.18579
2021-08-27,26.63934
2021-08-28,42.89617
2021-08-29,47.54098
2021-08-30,26.2295
2021-08-31,26.50273
2021-09-01,29.23497
2021-09-02,29.23497
2021-09-03,28.00546
2021-09-04,44.67213
2021-09-05,45.35519
2021-09-06,26.63934
2021-09-07,26.77595
2021-09-08,26.2295
2021-09-09,25.13661
2021-09-10,34.97267
2021-09-11,49.59016
2021-09-12,45.08196
2021-09-13,29.23497
2021-09-14,28.00546
2021-09-15,29.09836
2021-09-16,30.05464
2021-09-17,26.2295
2021-09-18,31.69398
2021-09-19,27.04918
2021-09-20,23.63387
2021-09-21,22.26775
2021-09-22,29.91803
2021-09-23,22.13114
2021-09-24,23.49726
2021-09-25,29.78142
2021-09-26,23.63387
2021-09-27,18.44262
2021-09-28,23.22404
2021-09-29,26.2295
2021-09-30,24.45355
2021-10-01,29.91803
2021-10-02,42.62295
2021-10-03,44.26229
2021-10-04,26.63934
2021-10-05,33.87978
2021-10-06,30.32786
2021-10-07,32.37704
2021-10-08,33.74316
2021-10-09,51.09289
2021-10-10,51.91256
2021-10-11,45.76502
2021-10-12,24.18032
2021-10-13,29.6448
2021-10-14,28.55191
2021-10-15,36.20218
2021-10-16,46.72131
2021-10-17,32.10382
2021-10-18,21.85792
2021-10-19,21.99453
2021-10-20,36.61202
2021-10-21,32.10382
2021-10-22,38.11475
2021-10-23,53.14207
2021-10-24,49.59016
2021-10-25,34.42622
2021-10-26,33.74316
2021-10-27,30.05464
2021-10-28,29.6448
2021-10-29,37.02185
2021-10-30,49.59016
2021-10-31,47.67759
2021-11-01,28.4153
2021-11-02,32.51366
2021-11-03,37.5683
2021-11-04,38.79781
2021-11-05,37.5683
2021-11-06,46.99453
2021-11-07,52.73224
2021-11-08,34.153
2021-11-09,38.6612
2021-11-10,35.92896
2021-11-11,33.87978
2021-11-12,38.93442
2021-11-13,48.08743
2021-11-14,59.69945
2021-11-15,38.38797
2021-11-16,35.92896
2021-11-17,34.153
2021-11-18,41.39344
2021-11-19,37.70491
2021-11-20,44.53551
2021-11-21,47.13114
2021-11-22,34.69945
2021-11-23,32.92349
2021-11-24,32.10382
2021-11-25,34.83606
2021-11-26,39.89071
2021-11-27,46.03825
2021-11-28,48.08743
2021-11-29,36.74863
2021-11-30,34.56284
2021-12-01,34.56284
2021-12-02,37.02185
2021-12-03,40.9836
2021-12-04,45.76502
2021-12-05,51.91256
2021-12-06,23.22404
2021-12-07,24.04371
2021-12-08,28.14207
2021-12-09,27.18579
2021-12-10,28.96174
2021-12-11,30.32786
2021-12-12,33.33333
2021-12-13,47.8142
2021-12-14,30.87431
2021-12-15,38.11475
2021-12-16,25.68306
2021-12-17,27.3224
2021-12-18,29.37158
2021-12-19,31.42076
2021-12-20,21.99453
2021-12-21,21.31147
2021-12-22,17.21311
2021-12-23,16.80327
2021-12-24,21.03825
2021-12-25,28.68852
2021-12-26,24.31693
2021-12-27,17.34972
2021-12-28,21.03825
2021-12-29,22.67759
2021-12-30,23.08743
2021-12-31,24.04371
2022-01-01,24.31693
2022-01-02,32.24043
2022-01-03,24.86338
2022-01-04,21.99453
2022-01-05,23.22404
2022-01-06,23.36065
2022-01-07,23.77049
2022-01-08,40.57377
2022-01-09,35.51912
2022-01-10,25.95628
2022-01-11,24.59016
2022-01-12,21.85792
2022-01-13,22.67759
2022-01-14,21.17486
2022-01-15,32.37704
2022-01-16,32.10382
2022-01-17,20.21857
2022-01-18,19.67213
2022-01-19,20.21857
2022-01-20,19.53551
2022-01-21,28.82513
2022-01-22,43.16939
2022-01-23,51.91256
2022-01-24,38.38797
2022-01-25,37.70491
2022-01-26,26.77595
2022-01-27,31.8306
2022-01-28,25.0
2022-01-29,27.45901
2022-01-30,33.46994
2022-01-31,27.04918
2022-02-01,24.72677
2022-02-02,36.33879
2022-02-03,16.93989
2022-02-04,22.13114
2022-02-05,26.36612
2022-02-06,33.87978
2022-02-07,19.3989
2022-02-08,21.58469
2022-02-09,23.08743
2022-02-10,28.55191
2022-02-11,27.59562
2022-02-12,39.89071
2022-02-13,31.8306
2022-02-14,22.8142
2022-02-15,30.32786
2022-02-16,29.23497
2022-02-17,29.6448
2022-02-18,30.87431
2022-02-19,45.35519
2022-02-20,49.04371
2022-02-21,26.63934
2022-02-22,41.53005
2022-02-23,31.01092
2022-02-24,37.43169
2022-02-25,33.74316
2022-02-26,46.72131
2022-02-27,52.45901
2022-02-28,40.57377
2022-03-01,61.33879
2022-03-02,48.36065
2022-03-03,90.71038
2022-03-04,43.44262
2022-03-05,57.78688
2022-03-06,60.10928
2022-03-07,31.14754
2022-03-08,37.5683
2022-03-09,51.91256
2022-03-10,34.28961
2022-03-11,43.03278
2022-03-12,61.20218
2022-03-13,49.86338
2022-03-14,39.07103
2022-03-15,36.06557
2022-03-16,29.78142
2022-03-17,36.33879
2022-03-18,41.66666
2022-03-19,62.02185
2022-03-20,66.25683
2022-03-21,34.01639
2022-03-22,36.33879
2022-03-23,39.75409
2022-03-24,34.28961
2022-03-25,39.75409
2022-03-26,65.30054
2022-03-27,68.57923
2022-03-28,37.02185
2022-03-29,28.4153
2022-03-30,32.37704
2022-03-31,40.16393
2022-04-01,40.43715
2022-04-02,53.96174
2022-04-03,62.5683
2022-04-04,43.44262
2022-04-05,35.92896
2022-04-06,36.74863
2022-04-07,36.88524
2022-04-08,42.89617
2022-04-09,56.96721
2022-04-10,65.43715
2022-04-11,36.61202
2022-04-12,39.48087
2022-04-13,38.79781
2022-04-14,39.48087
2022-04-15,44.67213
2022-04-16,70.35519
2022-04-17,67.75956
2022-04-18,43.98907
2022-04-19,39.89071
2022-04-20,40.02732
2022-04-21,43.16939
2022-04-22,47.13114
2022-04-23,55.7377
2022-04-24,67.34972
2022-04-25,46.03825
2022-04-26,43.30601
2022-04-27,42.89617
2022-04-28,55.19125
2022-04-29,60.65573
2022-04-30,75.81967
2022-05-01,72.95081
2022-05-02,46.31147
2022-05-03,46.31147
2022-05-04,49.86338
2022-05-05,78.27868
2022-05-06,54.09836
2022-05-07,56.69398
2022-05-08,57.51366
2022-05-09,51.50273
2022-05-10,46.72131
2022-05-11,47.13114
2022-05-12,55.60109
2022-05-13,56.55737
2022-05-14,77.04918
2022-05-15,67.48633
2022-05-16,49.18032
2022-05-17,43.85245
2022-05-18,43.16939
2022-05-19,51.2295
2022-05-20,55.7377
2022-05-21,83.60655
2022-05-22,71.31147
2022-05-23,44.26229
2022-05-24,44.94535
2022-05-25,41.93989
2022-05-26,49.04371
2022-05-27,57.65027
2022-05-28,76.91256
2022-05-29,80.05464
2022-05-30,57.65027
2022-05-31,54.37158
2022-06-01,78.27868
2022-06-02,36.88524
2022-06-03,49.18032
2022-06-04,65.57377
2022-06-05,73.9071
2022-06-06,67.34972
2022-06-07,39.61748
2022-06-08,42.0765
2022-06-09,47.13114
2022-06-10,49.45355
2022-06-11,70.35519
2022-06-12,81.96721
2022-06-13,48.22404
2022-06-14,49.45355
2022-06-15,48.22404
2022-06-16,47.40437
2022-06-17,43.44262
2022-06-18,66.93989
2022-06-19,60.92896
2022-06-20,45.08196
2022-06-21,38.25136
2022-06-22,42.48633
2022-06-23,37.43169
2022-06-24,38.38797
2022-06-25,56.8306
2022-06-26,56.14754
2022-06-27,40.02732
2022-06-28,38.93442
2022-06-29,39.34426
2022-06-30,43.57923
2022-07-01,45.21857
2022-07-02,54.6448
2022-07-03,61.06557
2022-07-04,47.8142
2022-07-05,51.63934
2022-07-06,36.88524
2022-07-07,43.16939
2022-07-08,43.71584
2022-07-09,61.74863
2022-07-10,61.06557
2022-07-11,42.89617
2022-07-12,42.89617
2022-07-13,34.42622
2022-07-14,35.51912
2022-07-15,40.43715
2022-07-16,54.6448
2022-07-17,65.43715
2022-07-18,44.53551
2022-07-19,45.90163
2022-07-20,44.94535
2022-07-21,44.53551
2022-07-22,47.95081
2022-07-23,58.60655
2022-07-24,67.89617
2022-07-25,48.36065
2022-07-26,46.44808
2022-07-27,37.5683
2022-07-28,35.79234
2022-07-29,38.11475
2022-07-30,55.46448
2022-07-31,53.55191
2022-08-01,47.26775
2022-08-02,48.49726
2022-08-03,40.02732
2022-08-04,42.34972
2022-08-05,46.99453
2022-08-06,59.97267
2022-08-07,63.93442
2022-08-08,38.52459
2022-08-09,45.21857
2022-08-10,43.71584
2022-08-11,38.52459
2022-08-12,43.85245
2022-08-13,56.01092
2022-08-14,64.20765
2022-08-15,60.38251
2022-08-16,47.26775
2022-08-17,40.57377
2022-08-18,38.38797
2022-08-19,35.79234
2022-08-20,59.69945
2022-08-21,64.07103
2022-08-22,45.4918
2022-08-23,38.6612
2022-08-24,36.74863
2022-08-25,41.80327
2022-08-26,43.16939
2022-08-27,56.28415
2022-08-28,68.30601
2022-08-29,39.34426
2022-08-30,41.25683
2022-08-31,38.11475
2022-09-01,37.02185
2022-09-02,44.3989
2022-09-03,67.0765
2022-09-04,48.63387
2022-09-05,46.17486
2022-09-06,42.34972
2022-09-07,41.39344
2022-09-08,38.6612
2022-09-09,43.44262
2022-09-10,36.06557
2022-09-11,49.72677
2022-09-12,51.63934
2022-09-13,33.74316
2022-09-14,32.24043
2022-09-15,39.20765
2022-09-16,44.3989
2022-09-17,65.57377
2022-09-18,61.33879
2022-09-19,42.34972
2022-09-20,40.71038
2022-09-21,48.22404
2022-09-22,45.08196
2022-09-23,49.72677
2022-09-24,69.3989
2022-09-25,65.02732
2022-09-26,46.44808
2022-09-27,42.48633
2022-09-28,49.45355
2022-09-29,41.93989
2022-09-30,46.99453
2022-10-01,54.09836
2022-10-02,64.89071
2022-10-03,53.00546
2022-10-04,38.79781
2022-10-05,37.97814
2022-10-06,36.06557
2022-10-07,49.86338
2022-10-08,60.10928
2022-10-09,66.25683
2022-10-10,59.83606
2022-10-11,43.57923
2022-10-12,35.92896
2022-10-13,39.07103
2022-10-14,50.95628
2022-10-15,56.14754
2022-10-16,63.93442
2022-10-17,38.25136
2022-10-18,37.29508
2022-10-19,39.75409
2022-10-20,39.20765
2022-10-21,42.89617
2022-10-22,60.65573
2022-10-23,59.42622
2022-10-24,39.48087
2022-10-25,38.93442
2022-10-26,33.33333
2022-10-27,39.34426
2022-10-28,47.8142
2022-10-29,58.19672
2022-10-30,53.14207
2022-10-31,43.57923
2022-11-01,37.5683
2022-11-02,40.57377
2022-11-03,36.88524
2022-11-04,44.26229
2022-11-05,66.25683
2022-11-06,56.28415
2022-11-07,44.80874
2022-11-08,39.48087
2022-11-09,36.88524
2022-11-10,37.97814
2022-11-11,42.34972
2022-11-12,50.40983
2022-11-13,56.55737
2022-11-14,31.14754
2022-11-15,31.96721
2022-11-16,45.35519
2022-11-17,40.71038
2022-11-18,44.53551
2022-11-19,59.28961
2022-11-20,53.00546
2022-11-21,37.43169
2022-11-22,36.88524
2022-11-23,36.20218
2022-11-24,25.13661
2022-11-25,35.2459
2022-11-26,43.57923
2022-11-27,48.77049
2022-11-28,21.85792
2022-11-29,31.14754
2022-11-30,30.7377
2022-12-01,28.27868
2022-12-02,29.78142
2022-12-03,39.89071
2022-12-04,40.84699
2022-12-05,30.7377
2022-12-06,31.96721
2022-12-07,32.10382
2022-12-08,35.51912
2022-12-09,37.5683
2022-12-10,48.22404
2022-12-11,56.01092
2022-12-12,35.2459
2022-12-13,29.78142
2022-12-14,30.87431
2022-12-15,30.60109
2022-12-16,40.43715
2022-12-17,45.76502
2022-12-18,43.98907
2022-12-19,35.2459
2022-12-20,74.45355
2022-12-21,33.74316
2022-12-22,30.7377
2022-12-23,30.60109
2022-12-24,43.03278
2022-12-25,51.77595
2022-12-26,34.01639
2022-12-27,37.15846
2022-12-28,31.55737
2022-12-29,37.29508
2022-12-30,37.97814
2022-12-31,38.93442
2023-01-01,45.21857
2023-01-02,32.92349
2023-01-03,35.10928
2023-01-04,37.29508
2023-01-05,29.78142
2023-01-06,34.42622
2023-01-07,59.42622
2023-01-08,58.46994
2023-01-09,38.93442
2023-01-10,40.43715
2023-01-11,36.74863
2023-01-12,47.13114
2023-01-13,30.60109
2023-01-14,51.09289
2023-01-15,56.42076
2023-01-16,40.30054
2023-01-17,36.74863
2023-01-18,41.39344
2023-01-19,36.74863
2023-01-20,33.74316
2023-01-21,35.51912
2023-01-22,31.28415
2023-01-23,43.44262
2023-01-24,36.74863
2023-01-25,34.153
2023-01-26,33.33333
2023-01-27,36.88524
2023-01-28,52.59562
2023-01-29,52.86885
2023-01-30,35.38251
2023-01-31,35.65573
2023-02-01,39.61748
2023-02-02,34.83606
2023-02-03,40.71038
2023-02-04,54.09836
2023-02-05,51.36612
2023-02-06,42.75956
2023-02-07,38.25136
2023-02-08,37.29508
2023-02-09,36.88524
2023-02-10,42.21311
2023-02-11,51.91256
2023-02-12,54.78142
2023-02-13,40.16393
2023-02-14,37.5683
2023-02-15,39.07103
2023-02-16,31.69398
2023-02-17,32.51366
2023-02-18,49.86338
2023-02-19,56.42076
2023-02-20,36.20218
2023-02-21,33.74316
2023-02-22,36.06557
2023-02-23,35.2459
2023-02-24,36.20218
2023-02-25,53.00546
2023-02-26,49.04371
2023-02-27,37.70491
2023-02-28,41.66666
2023-03-01,55.05464
2023-03-02,36.74863
2023-03-03,100.0
2023-03-04,62.70491
2023-03-05,62.84153
2023-03-06,38.38797
2023-03-07,31.55737
2023-03-08,35.92896
2023-03-09,31.14754
2023-03-10,32.65027
2023-03-11,47.40437
2023-03-12,57.65027
2023-03-13,33.46994
2023-03-14,32.10382
2023-03-15,38.79781
2023-03-16,34.153
2023-03-17,38.79781
2023-03-18,52.3224
2023-03-19,51.63934
2023-03-20,33.0601
2023-03-21,34.56284
2023-03-22,33.33333
2023-03-23,30.05464
2023-03-24,33.74316
2023-03-25,52.59562
2023-03-26,50.40983
2023-03-27,35.38251
2023-03-28,36.4754
2023-03-29,34.01639
2023-03-30,31.01092
2023-03-31,31.14754
2023-04-01,44.3989
2023-04-02,32.24043
2023-04-03,21.85792
2023-04-04,23.9071
2023-04-05,29.50819
2023-04-06,26.50273
2023-04-07,21.03825
2023-04-08,36.4754
2023-04-09,34.69945
2023-04-10,25.27322
2023-04-11,25.27322
2023-04-12,31.28415
2023-04-13,31.55737
2023-04-14,41.12021
2023-04-15,50.27322
2023-04-16,41.53005
2023-04-17,36.06557
2023-04-18,32.65027
2023-04-19,29.78142
2023-04-20,27.73224
2023-04-21,34.83606
2023-04-22,46.03825
2023-04-23,40.16393
2023-04-24,29.91803
2023-04-25,25.54644
2023-04-26,30.7377
2023-04-27,32.78688
2023-04-28,36.06557
2023-04-29,50.13661
2023-04-30,47.40437
2023-05-01,39.48087
2023-05-02,25.0
2023-05-03,29.91803
2023-05-04,32.51366
2023-05-05,25.68306
2023-05-06,32.92349
2023-05-07,34.01639
2023-05-08,26.2295
2023-05-09,24.18032
2023-05-10,28.00546
2023-05-11,26.50273
2023-05-12,30.7377
2023-05-13,55.32786
2023-05-14,27.45901
2023-05-15,20.62841
2023-05-16,23.49726
2023-05-17,19.26229
2023-05-18,23.63387
2023-05-19,31.01092
2023-05-20,52.59562
2023-05-21,41.66666
2023-05-22,34.69945
2023-05-23,28.68852
2023-05-24,27.18579
2023-05-25,29.09836
2023-05-26,31.01092
2023-05-27,41.66666
2023-05-28,41.12021
2023-05-29,40.57377
