date,바이오주
2020-03-20,51.97231
2020-03-21,24.91349
2020-03-22,18.68512
2020-03-23,57.43944
2020-03-24,47.68166
2020-03-25,60.27681
2020-03-26,88.02768
2020-03-27,96.47058
2020-03-28,33.70242
2020-03-29,28.78892
2020-03-30,71.55709
2020-03-31,100.0
2020-04-01,98.89273
2020-04-02,58.75432
2020-04-03,36.88581
2020-04-04,22.07612
2020-04-05,20.34602
2020-04-06,44.56747
2020-04-07,50.79584
2020-04-08,41.17647
2020-04-09,39.51557
2020-04-10,47.19723
2020-04-11,28.85813
2020-04-12,29.13494
2020-04-13,41.66089
2020-04-14,38.3391
2020-04-15,17.64705
2020-04-16,27.19723
2020-04-17,37.02422
2020-04-18,18.4775
2020-04-19,17.09342
2020-04-20,34.25605
2020-04-21,31.6955
2020-04-22,35.22491
2020-04-23,29.48096
2020-04-24,24.29065
2020-04-25,13.56401
2020-04-26,13.63321
2020-04-27,22.69896
2020-04-28,28.23529
2020-04-29,23.94463
2020-04-30,11.97231
2020-05-01,13.07958
2020-05-02,10.51903
2020-05-03,13.97923
2020-05-04,31.07266
2020-05-05,18.4083
2020-05-06,26.7128
2020-05-07,20.34602
2020-05-08,26.7128
2020-05-09,17.23183
2020-05-10,15.0173
2020-05-11,29.13494
2020-05-12,28.65051
2020-05-13,30.1038
2020-05-14,35.22491
2020-05-15,24.63667
2020-05-16,16.33217
2020-05-17,13.4948
2020-05-18,27.47404
2020-05-19,40.0
2020-05-20,29.48096
2020-05-21,28.99653
2020-05-22,27.12802
2020-05-23,13.91003
2020-05-24,15.98615
2020-05-25,25.19031
2020-05-26,30.51903
2020-05-27,30.0346
2020-05-28,26.782
2020-05-29,21.03806
2020-05-30,14.60207
2020-05-31,13.07958
2020-06-01,37.99307
2020-06-02,46.15916
2020-06-03,50.24221
2020-06-04,34.25605
2020-06-05,31.00346
2020-06-06,17.64705
2020-06-07,15.50173
2020-06-08,31.00346
2020-06-09,35.98615
2020-06-10,57.16262
2020-06-11,57.09342
2020-06-12,50.24221
2020-06-13,20.55363
2020-06-14,25.74394
2020-06-15,50.72664
2020-06-16,41.24567
2020-06-17,37.92387
2020-06-18,39.10034
2020-06-19,34.46366
2020-06-20,20.27681
2020-06-21,20.96885
2020-06-22,45.53633
2020-06-23,53.70242
2020-06-24,62.69896
2020-06-25,50.44982
2020-06-26,40.69204
2020-06-27,17.99307
2020-06-28,17.16262
2020-06-29,42.56055
2020-06-30,63.87543
2020-07-01,61.03806
2020-07-02,57.02422
2020-07-03,43.73702
2020-07-04,18.13148
2020-07-05,20.69204
2020-07-06,47.26643
2020-07-07,42.00692
2020-07-08,34.94809
2020-07-09,30.93425
2020-07-10,23.73702
2020-07-11,14.32525
2020-07-12,15.64013
2020-07-13,28.78892
2020-07-14,33.01038
2020-07-15,40.69204
2020-07-16,25.25951
2020-07-17,24.29065
2020-07-18,13.14878
2020-07-19,11.97231
2020-07-20,32.31833
2020-07-21,39.51557
2020-07-22,57.30103
2020-07-23,71.28027
2020-07-24,70.79584
2020-07-25,28.92733
2020-07-26,28.58131
2020-07-27,55.77854
2020-07-28,50.72664
2020-07-29,44.01384
2020-07-30,45.25951
2020-07-31,36.33217
2020-08-01,20.55363
2020-08-02,41.31487
2020-08-03,59.58477
2020-08-04,64.29065
2020-08-05,80.62283
2020-08-06,67.26643
2020-08-07,62.97577
2020-08-08,24.15224
2020-08-09,23.32179
2020-08-10,57.71626
2020-08-11,71.83391
2020-08-12,75.57093
2020-08-13,60.83044
2020-08-14,59.23875
2020-08-15,28.65051
2020-08-16,32.52595
2020-08-17,40.96885
2020-08-18,77.09342
2020-08-19,88.09688
2020-08-20,98.13148
2020-08-21,81.17647
2020-08-22,33.14878
2020-08-23,29.82698
2020-08-24,58.68512
2020-08-25,78.4083
2020-08-26,95.98615
2020-08-27,80.27681
2020-08-28,51.7647
2020-08-29,27.33564
2020-08-30,31.07266
2020-08-31,66.64359
2020-09-01,54.74048
2020-09-02,59.37716
2020-09-03,58.96193
2020-09-04,54.60207
2020-09-05,23.94463
2020-09-06,24.91349
2020-09-07,44.84429
2020-09-08,47.75086
2020-09-09,45.88235
2020-09-10,49.82698
2020-09-11,44.29065
2020-09-12,22.83737
2020-09-13,21.7993
2020-09-14,33.91003
2020-09-15,39.30795
2020-09-16,41.93771
2020-09-17,33.84083
2020-09-18,35.22491
2020-09-19,15.77854
2020-09-20,17.99307
2020-09-21,34.39446
2020-09-22,35.64013
2020-09-23,30.72664
2020-09-24,40.0692
2020-09-25,29.89619
2020-09-26,14.46366
2020-09-27,10.38062
2020-09-28,19.23875
2020-09-29,21.38408
2020-09-30,10.38062
2020-10-01,10.0346
2020-10-02,15.57093
2020-10-03,11.7647
2020-10-04,11.34948
2020-10-05,27.26643
2020-10-06,26.57439
2020-10-07,23.18339
2020-10-08,23.73702
2020-10-09,12.45674
2020-10-10,10.51903
2020-10-11,10.93425
2020-10-12,25.19031
2020-10-13,25.32871
2020-10-14,21.7993
2020-10-15,27.61245
2020-10-16,25.60553
2020-10-17,11.41868
2020-10-18,7.95847
2020-10-19,25.32871
2020-10-20,23.52941
2020-10-21,23.25259
2020-10-22,23.73702
2020-10-23,19.10034
2020-10-24,10.72664
2020-10-25,10.72664
2020-10-26,22.69896
2020-10-27,20.27681
2020-10-28,18.3391
2020-10-29,23.94463
2020-10-30,18.89273
2020-10-31,9.68858
2020-11-01,10.17301
2020-11-02,16.6782
2020-11-03,28.09688
2020-11-04,32.45674
2020-11-05,48.16608
2020-11-06,49.20415
2020-11-07,38.3391
2020-11-08,36.8166
2020-11-09,41.93771
2020-11-10,64.63667
2020-11-11,47.05882
2020-11-12,32.94117
2020-11-13,32.11072
2020-11-14,11.90311
2020-11-15,12.24913
2020-11-16,30.38062
2020-11-17,38.89273
2020-11-18,58.20069
2020-11-19,53.21799
2020-11-20,41.66089
2020-11-21,20.1384
2020-11-22,21.45328
2020-11-23,35.91695
2020-11-24,37.99307
2020-11-25,42.76816
2020-11-26,37.92387
2020-11-27,31.83391
2020-11-28,17.43944
2020-11-29,14.67128
2020-11-30,28.65051
2020-12-01,29.20415
2020-12-02,32.38754
2020-12-03,39.93079
2020-12-04,35.43252
2020-12-05,18.68512
2020-12-06,20.83044
2020-12-07,43.52941
2020-12-08,60.62283
2020-12-09,42.49134
2020-12-10,32.24913
2020-12-11,28.51211
2020-12-12,14.67128
2020-12-13,14.53287
2020-12-14,40.76124
2020-12-15,36.95501
2020-12-16,27.88927
2020-12-17,27.82006
2020-12-18,35.0865
2020-12-19,15.98615
2020-12-20,14.67128
2020-12-21,37.64705
2020-12-22,42.90657
2020-12-23,80.62283
2020-12-24,32.80276
2020-12-25,14.39446
2020-12-26,10.58823
2020-12-27,12.04152
2020-12-28,28.71972
2020-12-29,54.53287
2020-12-30,47.19723
2020-12-31,25.88235
2021-01-01,23.11418
2021-01-02,19.03114
2021-01-03,21.38408
2021-01-04,60.41522
2021-01-05,79.58477
2021-01-06,73.77162
2021-01-07,70.44982
2021-01-08,85.39792
2021-01-09,39.86159
2021-01-10,38.3391
2021-01-11,83.73702
2021-01-12,51.7647
2021-01-13,49.34256
2021-01-14,45.67474
2021-01-15,39.44636
2021-01-16,23.4602
2021-01-17,22.21453
2021-01-18,43.11418
2021-01-19,55.98615
2021-01-20,45.32871
2021-01-21,44.42906
2021-01-22,41.7301
2021-01-23,21.17647
2021-01-24,18.26989
2021-01-25,40.89965
2021-01-26,35.64013
2021-01-27,29.48096
2021-01-28,27.19723
2021-01-29,24.49826
2021-01-30,11.90311
2021-01-31,12.94117
2021-02-01,24.56747
2021-02-02,26.782
2021-02-03,26.29757
2021-02-04,21.45328
2021-02-05,19.65397
2021-02-06,21.03806
2021-02-07,18.96193
2021-02-08,27.05882
2021-02-09,30.17301
2021-02-10,20.55363
2021-02-11,10.86505
2021-02-12,12.11072
2021-02-13,12.87197
2021-02-14,18.26989
2021-02-15,30.51903
2021-02-16,53.14878
2021-02-17,56.12456
2021-02-18,35.0865
2021-02-19,28.65051
2021-02-20,15.91695
2021-02-21,25.74394
2021-02-22,35.57093
2021-02-23,40.20761
2021-02-24,42.28373
2021-02-25,48.09688
2021-02-26,32.73356
2021-02-27,15.70934
