date,특판적금
2020-03-20,0.68179
2020-03-21,0.44115
2020-03-22,0.4297
2020-03-23,0.8021
2020-03-24,0.65887
2020-03-25,0.76773
2020-03-26,0.73908
2020-03-27,0.68179
2020-03-28,0.44688
2020-03-29,0.4297
2020-03-30,0.57866
2020-03-31,0.5672
2020-04-01,0.63022
2020-04-02,0.60158
2020-04-03,0.4698
2020-04-04,0.46407
2020-04-05,0.30938
2020-04-06,0.52709
2020-04-07,0.59585
2020-04-08,0.62449
2020-04-09,0.46407
2020-04-10,0.58439
2020-04-11,0.41251
2020-04-12,0.49272
2020-04-13,0.61303
2020-04-14,0.64741
2020-04-15,0.48699
2020-04-16,0.65887
2020-04-17,0.72762
2020-04-18,0.40105
2020-04-19,0.32657
2020-04-20,0.69898
2020-04-21,0.72189
2020-04-22,0.71043
2020-04-23,0.65887
2020-04-24,0.57866
2020-04-25,0.41824
2020-04-26,0.28646
2020-04-27,0.59585
2020-04-28,0.64168
2020-04-29,0.61876
2020-04-30,0.3724
2020-05-01,0.3724
2020-05-02,0.41824
2020-05-03,0.30938
2020-05-04,0.59012
2020-05-05,0.53855
2020-05-06,0.64168
2020-05-07,0.6646
2020-05-08,0.44688
2020-05-09,0.3323
2020-05-10,0.4297
2020-05-11,0.69325
2020-05-12,0.63595
2020-05-13,0.73335
2020-05-14,0.49272
2020-05-15,0.56147
2020-05-16,0.35521
2020-05-17,0.35521
2020-05-18,0.59012
2020-05-19,0.71616
2020-05-20,0.60731
2020-05-21,0.7047
2020-05-22,0.55574
2020-05-23,0.4297
2020-05-24,0.34376
2020-05-25,0.65887
2020-05-26,0.92242
2020-05-27,0.47553
2020-05-28,0.45834
2020-05-29,0.51564
2020-05-30,0.28646
2020-05-31,0.50418
2020-06-01,0.9969
2020-06-02,0.68179
2020-06-03,0.61303
2020-06-04,0.59585
2020-06-05,0.63022
2020-06-06,0.26354
2020-06-07,0.33803
2020-06-08,0.71043
2020-06-09,0.72762
2020-06-10,0.74481
2020-06-11,0.68179
2020-06-12,0.51564
2020-06-13,0.28073
2020-06-14,0.29792
2020-06-15,0.65887
2020-06-16,0.59585
2020-06-17,0.51564
2020-06-18,0.5672
2020-06-19,0.49272
2020-06-20,0.30938
2020-06-21,0.38959
2020-06-22,0.62449
2020-06-23,0.55574
2020-06-24,0.60731
2020-06-25,0.55574
2020-06-26,0.55574
2020-06-27,0.22344
2020-06-28,0.30938
2020-06-29,0.59012
2020-06-30,0.71616
2020-07-01,0.68179
2020-07-02,0.57293
2020-07-03,0.65314
2020-07-04,0.30938
2020-07-05,0.83075
2020-07-06,1.24326
2020-07-07,1.01982
2020-07-08,0.85367
2020-07-09,0.75054
2020-07-10,0.68752
2020-07-11,0.41824
2020-07-12,0.43543
2020-07-13,0.74481
2020-07-14,0.83075
2020-07-15,0.69898
2020-07-16,0.73335
2020-07-17,0.74481
2020-07-18,0.45261
2020-07-19,0.49845
2020-07-20,0.86513
2020-07-21,0.95107
2020-07-22,0.88231
2020-07-23,0.65887
2020-07-24,0.85367
2020-07-25,0.50418
2020-07-26,0.46407
2020-07-27,0.99117
2020-07-28,0.93961
2020-07-29,0.94534
2020-07-30,0.84221
2020-07-31,2.19433
2020-08-01,1.06565
2020-08-02,1.03128
2020-08-03,1.0943
2020-08-04,0.87086
2020-08-05,0.93388
2020-08-06,0.91669
2020-08-07,1.1917
2020-08-08,0.55001
2020-08-09,0.41251
2020-08-10,1.04274
2020-08-11,1.02555
2020-08-12,1.01982
2020-08-13,0.81929
2020-08-14,0.67033
2020-08-15,0.4698
2020-08-16,0.52709
2020-08-17,0.57293
2020-08-18,0.80783
2020-08-19,0.93961
2020-08-20,0.79064
2020-08-21,0.77346
2020-08-22,0.53855
2020-08-23,0.50418
2020-08-24,0.88231
2020-08-25,0.8995
2020-08-26,0.77919
2020-08-27,0.75627
2020-08-28,0.64741
2020-08-29,0.4698
2020-08-30,0.56147
2020-08-31,0.9568
2020-09-01,0.84221
2020-09-02,0.81356
2020-09-03,0.47553
2020-09-04,0.55574
2020-09-05,0.48699
2020-09-06,0.50991
2020-09-07,0.8021
2020-09-08,0.71616
2020-09-09,0.71043
2020-09-10,0.6646
2020-09-11,0.67606
2020-09-12,0.275
2020-09-13,0.36094
2020-09-14,0.84794
2020-09-15,0.69898
2020-09-16,0.87086
2020-09-17,0.78492
2020-09-18,0.57293
2020-09-19,0.25782
2020-09-20,0.43543
2020-09-21,0.762
2020-09-22,0.67033
2020-09-23,0.69898
2020-09-24,0.53855
2020-09-25,0.84221
2020-09-26,0.44688
2020-09-27,0.41251
2020-09-28,0.78492
2020-09-29,0.58439
2020-09-30,0.37813
2020-10-01,0.275
2020-10-02,0.34376
2020-10-03,0.40678
2020-10-04,0.34949
2020-10-05,0.83648
2020-10-06,0.81356
2020-10-07,0.64741
2020-10-08,0.71616
2020-10-09,0.37813
2020-10-10,0.25782
2020-10-11,0.41251
2020-10-12,0.73908
2020-10-13,0.762
2020-10-14,0.75627
2020-10-15,0.57866
2020-10-16,0.55001
2020-10-17,0.3323
2020-10-18,0.35521
2020-10-19,0.762
2020-10-20,0.73908
2020-10-21,0.7047
2020-10-22,0.79064
2020-10-23,0.87658
2020-10-24,0.49272
2020-10-25,0.53855
2020-10-26,0.90523
2020-10-27,0.85367
2020-10-28,1.10003
2020-10-29,0.8995
2020-10-30,0.76773
2020-10-31,0.44688
2020-11-01,0.58439
2020-11-02,0.93388
2020-11-03,0.93388
2020-11-04,0.83075
2020-11-05,0.65887
2020-11-06,0.72189
2020-11-07,0.54428
2020-11-08,0.45261
2020-11-09,0.88231
2020-11-10,0.85367
2020-11-11,0.68752
2020-11-12,0.69325
2020-11-13,0.68179
2020-11-14,0.35521
2020-11-15,0.37813
2020-11-16,0.80783
2020-11-17,0.87086
2020-11-18,0.82502
2020-11-19,0.72762
2020-11-20,0.6646
2020-11-21,0.38959
2020-11-22,0.36667
2020-11-23,0.72762
2020-11-24,0.69898
2020-11-25,0.65887
2020-11-26,0.5672
2020-11-27,0.52137
2020-11-28,0.33803
2020-11-29,0.45261
2020-11-30,0.63022
2020-12-01,0.85367
2020-12-02,1.03701
2020-12-03,0.96253
2020-12-04,0.65314
2020-12-05,0.40678
2020-12-06,0.52137
2020-12-07,0.69898
2020-12-08,0.83648
2020-12-09,0.8594
2020-12-10,0.8995
2020-12-11,0.83648
2020-12-12,0.55574
2020-12-13,0.59585
2020-12-14,0.97398
2020-12-15,0.78492
2020-12-16,0.77919
2020-12-17,0.73908
2020-12-18,0.78492
2020-12-19,0.49845
2020-12-20,0.51564
2020-12-21,0.84794
2020-12-22,0.87086
2020-12-23,1.02555
2020-12-24,0.92815
2020-12-25,0.43543
2020-12-26,0.57866
2020-12-27,0.80783
2020-12-28,1.08857
2020-12-29,1.03128
2020-12-30,0.96825
2020-12-31,0.8995
2021-01-01,0.86513
2021-01-02,0.88231
2021-01-03,0.88231
2021-01-04,1.67869
2021-01-05,1.94224
2021-01-06,2.11412
2021-01-07,1.55838
2021-01-08,1.27191
2021-01-09,0.72189
2021-01-10,2.18288
2021-01-11,2.08548
2021-01-12,1.79328
2021-01-13,1.52973
2021-01-14,2.02818
2021-01-15,1.54119
2021-01-16,0.92242
2021-01-17,1.35785
2021-01-18,1.86203
2021-01-19,1.82193
2021-01-20,1.55265
2021-01-21,1.63286
2021-01-22,1.73026
2021-01-23,0.81929
2021-01-24,1.20316
2021-01-25,1.8162
2021-01-26,1.62713
2021-01-27,1.66723
2021-01-28,1.76463
2021-01-29,1.524
2021-01-30,1.04274
2021-01-31,1.01409
2021-02-01,1.77609
2021-02-02,2.07402
2021-02-03,2.53237
2021-02-04,2.04537
2021-02-05,1.80474
2021-02-06,1.26045
2021-02-07,1.35785
2021-02-08,1.88495
2021-02-09,1.58702
2021-02-10,1.2891
2021-02-11,0.93388
2021-02-12,0.74481
2021-02-13,0.79637
2021-02-14,1.18597
2021-02-15,1.96516
2021-02-16,1.43233
2021-02-17,1.28337
2021-02-18,1.31774
2021-02-19,1.19743
2021-02-20,0.78492
2021-02-21,0.76773
2021-02-22,1.3292
2021-02-23,1.22607
2021-02-24,1.15732
2021-02-25,1.14013
2021-02-26,1.05419
2021-02-27,0.8021
2021-02-28,0.74481
2021-03-01,1.06565
2021-03-02,1.39223
2021-03-03,2.11412
2021-03-04,1.68442
2021-03-05,1.28337
2021-03-06,0.97971
2021-03-07,0.84221
2021-03-08,1.30629
2021-03-09,1.27764
2021-03-10,1.45525
2021-03-11,1.15159
2021-03-12,1.01409
2021-03-13,0.69898
2021-03-14,0.8021
2021-03-15,1.18597
2021-03-16,1.23753
2021-03-17,0.9969
2021-03-18,1.2318
2021-03-19,1.00263
2021-03-20,0.64741
2021-03-21,0.61876
2021-03-22,1.03128
2021-03-23,1.07138
2021-03-24,1.1917
2021-03-25,1.04274
2021-03-26,1.11722
2021-03-27,0.57866
2021-03-28,0.55001
2021-03-29,1.08857
2021-03-30,1.03701
2021-03-31,1.04847
2021-04-01,1.02555
2021-04-02,0.91096
2021-04-03,0.53282
2021-04-04,0.63595
2021-04-05,1.01409
2021-04-06,0.89377
2021-04-07,0.92815
2021-04-08,0.84794
2021-04-09,0.77346
2021-04-10,0.44688
2021-04-11,0.39532
2021-04-12,0.762
2021-04-13,0.86513
2021-04-14,0.77919
2021-04-15,0.81929
2021-04-16,0.8021
2021-04-17,0.49272
2021-04-18,0.68179
2021-04-19,0.89377
2021-04-20,0.82502
2021-04-21,0.81929
2021-04-22,0.87658
2021-04-23,0.762
2021-04-24,0.4698
2021-04-25,0.59585
2021-04-26,0.81356
2021-04-27,0.93961
2021-04-28,0.73335
2021-04-29,0.76773
2021-04-30,1.03128
2021-05-01,0.59585
2021-05-02,0.67606
2021-05-03,0.87658
2021-05-04,0.81356
2021-05-05,0.71043
2021-05-06,0.73335
2021-05-07,0.82502
2021-05-08,0.3724
2021-05-09,0.57293
2021-05-10,0.88231
2021-05-11,0.87086
2021-05-12,0.57293
2021-05-13,0.58439
2021-05-14,0.63595
2021-05-15,0.39532
2021-05-16,0.48126
2021-05-17,0.91096
2021-05-18,0.60731
2021-05-19,0.40678
2021-05-20,0.57866
2021-05-21,0.53282
2021-05-22,0.43543
2021-05-23,0.40105
2021-05-24,0.63595
2021-05-25,0.77919
2021-05-26,0.78492
2021-05-27,0.68179
2021-05-28,0.7047
2021-05-29,0.34949
2021-05-30,0.34376
2021-05-31,0.56147
2021-06-01,0.75054
2021-06-02,0.45834
2021-06-03,0.57866
2021-06-04,0.54428
2021-06-05,0.30938
2021-06-06,0.4297
2021-06-07,0.55001
2021-06-08,0.61876
2021-06-09,0.53282
2021-06-10,0.51564
2021-06-11,0.79637
2021-06-12,0.36667
2021-06-13,0.35521
2021-06-14,0.63022
2021-06-15,0.86513
2021-06-16,0.86513
2021-06-17,0.7047
2021-06-18,0.55574
2021-06-19,0.39532
2021-06-20,0.36094
2021-06-21,0.64168
2021-06-22,0.84794
2021-06-23,0.73335
2021-06-24,1.47817
2021-06-25,1.07138
2021-06-26,0.80783
2021-06-27,0.55001
2021-06-28,1.05419
2021-06-29,0.92815
2021-06-30,0.98544
2021-07-01,0.97971
2021-07-02,0.83075
2021-07-03,0.63022
2021-07-04,0.64741
2021-07-05,0.86513
2021-07-06,0.96253
2021-07-07,0.79637
2021-07-08,0.93961
2021-07-09,0.84221
2021-07-10,0.61876
2021-07-11,0.78492
2021-07-12,1.38077
2021-07-13,1.11149
2021-07-14,1.01409
2021-07-15,0.97398
2021-07-16,1.03128
2021-07-17,0.7047
2021-07-18,0.8995
2021-07-19,1.13441
2021-07-20,0.98544
2021-07-21,1.11722
2021-07-22,0.87658
2021-07-23,0.77919
2021-07-24,0.55574
2021-07-25,0.54428
2021-07-26,0.97971
2021-07-27,0.84794
2021-07-28,0.76773
2021-07-29,0.8995
2021-07-30,0.75054
2021-07-31,0.74481
2021-08-01,0.79637
2021-08-02,1.28337
2021-08-03,2.34903
2021-08-04,1.3865
2021-08-05,1.26618
2021-08-06,1.26045
2021-08-07,0.57866
2021-08-08,0.79064
2021-08-09,1.19743
2021-08-10,1.10003
2021-08-11,1.05419
2021-08-12,1.03701
2021-08-13,0.90523
2021-08-14,0.69898
2021-08-15,0.6646
2021-08-16,0.95107
2021-08-17,1.2891
2021-08-18,1.28337
2021-08-19,1.01409
2021-08-20,1.0943
2021-08-21,0.55574
2021-08-22,0.60731
2021-08-23,1.17451
2021-08-24,1.14013
2021-08-25,1.14586
2021-08-26,1.27764
2021-08-27,1.25472
2021-08-28,0.762
2021-08-29,0.54428
2021-08-30,1.25472
2021-08-31,1.0943
2021-09-01,1.31202
2021-09-02,1.4839
2021-09-03,1.07711
2021-09-04,0.72762
2021-09-05,0.75054
2021-09-06,1.2318
2021-09-07,100.0
2021-09-08,1.24899
2021-09-09,1.05419
2021-09-10,1.12868
2021-09-11,0.71616
2021-09-12,0.62449
2021-09-13,1.06565
2021-09-14,0.98544
2021-09-15,0.93961
2021-09-16,0.83648
2021-09-17,0.80783
2021-09-18,0.61303
2021-09-19,0.50991
2021-09-20,0.38959
2021-09-21,0.47553
2021-09-22,0.6646
2021-09-23,1.19743
2021-09-24,1.11149
2021-09-25,0.71616
2021-09-26,0.58439
2021-09-27,0.84794
2021-09-28,0.99117
2021-09-29,0.88804
2021-09-30,0.96253
2021-10-01,1.01982
2021-10-02,0.55001
2021-10-03,0.53282
2021-10-04,0.64741
2021-10-05,0.88804
2021-10-06,0.87658
2021-10-07,0.78492
2021-10-08,0.93388
2021-10-09,0.59585
2021-10-10,0.52137
2021-10-11,0.69898
2021-10-12,1.35785
2021-10-13,1.03701
2021-10-14,0.93388
2021-10-15,0.9969
2021-10-16,0.63595
2021-10-17,0.48126
2021-10-18,0.93388
2021-10-19,0.86513
2021-10-20,0.96825
2021-10-21,0.83075
2021-10-22,0.69325
2021-10-23,0.34949
2021-10-24,0.59012
2021-10-25,0.88804
2021-10-26,0.95107
2021-10-27,0.83075
2021-10-28,0.8594
2021-10-29,0.83075
2021-10-30,0.36667
2021-10-31,0.61876
2021-11-01,1.0943
2021-11-02,1.03701
2021-11-03,1.08857
2021-11-04,0.96253
2021-11-05,0.91096
2021-11-06,0.46407
2021-11-07,0.44115
2021-11-08,0.9568
2021-11-09,1.05419
2021-11-10,0.97971
2021-11-11,0.99117
2021-11-12,1.04847
2021-11-13,0.46407
2021-11-14,0.61876
2021-11-15,1.16878
2021-11-16,1.11149
2021-11-17,0.87086
2021-11-18,0.76773
2021-11-19,0.88804
2021-11-20,0.53282
2021-11-21,0.53282
2021-11-22,0.91669
2021-11-23,0.84794
2021-11-24,0.83075
2021-11-25,1.06565
2021-11-26,0.91096
2021-11-27,0.55574
2021-11-28,0.57293
2021-11-29,0.93388
2021-11-30,1.14586
2021-12-01,1.1917
2021-12-02,1.27191
2021-12-03,0.9568
2021-12-04,0.97971
2021-12-05,0.8021
2021-12-06,1.23753
2021-12-07,1.36358
2021-12-08,1.26045
2021-12-09,1.10003
2021-12-10,1.05992
2021-12-11,0.64168
2021-12-12,0.64168
2021-12-13,1.17451
2021-12-14,0.94534
2021-12-15,1.2318
2021-12-16,1.0943
2021-12-17,0.93961
2021-12-18,0.64168
2021-12-19,0.71616
2021-12-20,1.14586
2021-12-21,1.20889
2021-12-22,1.08284
2021-12-23,1.01409
2021-12-24,0.97398
2021-12-25,0.71616
2021-12-26,0.6646
2021-12-27,1.12295
2021-12-28,1.23753
2021-12-29,1.12868
2021-12-30,0.95107
2021-12-31,0.81356
2022-01-01,0.88804
2022-01-02,0.9568
2022-01-03,1.8162
2022-01-04,1.39796
2022-01-05,1.51254
2022-01-06,1.54692
2022-01-07,1.43233
2022-01-08,0.83648
2022-01-09,0.75054
2022-01-10,1.45525
2022-01-11,1.24326
2022-01-12,1.18597
2022-01-13,1.40368
2022-01-14,1.43233
2022-01-15,0.91669
2022-01-16,0.90523
2022-01-17,1.51827
2022-01-18,1.46671
2022-01-19,1.83339
2022-01-20,1.54692
2022-01-21,1.75317
2022-01-22,1.05419
2022-01-23,0.83648
2022-01-24,1.71307
2022-01-25,2.00527
2022-01-26,1.82193
2022-01-27,1.59275
2022-01-28,1.65005
2022-01-29,1.11149
2022-01-30,1.01409
2022-01-31,0.80783
2022-02-01,1.12295
2022-02-02,1.44952
2022-02-03,2.10266
2022-02-04,1.98808
2022-02-05,1.32347
2022-02-06,1.44952
2022-02-07,2.08548
2022-02-08,2.24017
2022-02-09,1.70734
2022-02-10,1.63286
2022-02-11,1.66723
2022-02-12,0.9969
2022-02-13,0.93961
2022-02-14,1.56411
2022-02-15,1.86776
2022-02-16,1.63286
2022-02-17,1.82766
2022-02-18,1.71307
2022-02-19,1.25472
2022-02-20,1.68442
2022-02-21,2.30892
2022-02-22,2.32611
2022-02-23,1.95943
2022-02-24,1.88495
2022-02-25,2.011
2022-02-26,1.2318
2022-02-27,1.16878
2022-02-28,2.10266
2022-03-01,1.44379
2022-03-02,1.90214
2022-03-03,1.98235
2022-03-04,1.67869
2022-03-05,1.12295
2022-03-06,0.93961
2022-03-07,1.96516
2022-03-08,1.58129
2022-03-09,0.94534
2022-03-10,1.8162
2022-03-11,1.6214
2022-03-12,1.04847
2022-03-13,0.97971
2022-03-14,1.50108
2022-03-15,1.65578
2022-03-16,1.65578
2022-03-17,1.91933
2022-03-18,1.524
2022-03-19,0.98544
2022-03-20,0.83648
2022-03-21,1.75317
2022-03-22,1.73026
2022-03-23,1.59275
2022-03-24,1.6214
2022-03-25,1.50681
2022-03-26,1.20889
2022-03-27,1.14013
2022-03-28,1.70734
2022-03-29,1.78755
2022-03-30,1.74172
2022-03-31,1.76463
2022-04-01,1.64432
2022-04-02,0.91669
2022-04-03,0.89377
2022-04-04,1.46671
2022-04-05,1.77609
