date,원천세신고방법
2020-09-19,3.22981
2020-09-20,3.7267
2020-09-21,12.42236
2020-09-22,12.91925
2020-09-23,12.54658
2020-09-24,13.29192
2020-09-25,11.30434
2020-09-26,4.09937
2020-09-27,4.09937
2020-09-28,18.13664
2020-09-29,14.03726
2020-09-30,3.97515
2020-10-01,3.7267
2020-10-02,3.10559
2020-10-03,5.21739
2020-10-04,6.70807
2020-10-05,35.52795
2020-10-06,33.1677
2020-10-07,30.93167
2020-10-08,31.30434
2020-10-09,13.1677
2020-10-10,11.18012
2020-10-11,7.45341
2020-10-12,27.82608
2020-10-13,15.77639
2020-10-14,12.04968
2020-10-15,12.42236
2020-10-16,11.55279
2020-10-17,4.59627
2020-10-18,3.35403
2020-10-19,11.42857
2020-10-20,17.3913
2020-10-21,14.90683
2020-10-22,10.18633
2020-10-23,13.66459
2020-10-24,3.97515
2020-10-25,4.59627
2020-10-26,20.12422
2020-10-27,16.64596
2020-10-28,17.3913
2020-10-29,21.73913
2020-10-30,18.75776
2020-10-31,7.08074
2020-11-01,7.45341
2020-11-02,27.32919
2020-11-03,22.98136
2020-11-04,27.08074
2020-11-05,28.69565
2020-11-06,30.68322
2020-11-07,7.45341
2020-11-08,9.31677
2020-11-09,39.00621
2020-11-10,43.97515
2020-11-11,14.53416
2020-11-12,10.93167
2020-11-13,11.80124
2020-11-14,3.47826
2020-11-15,4.2236
2020-11-16,17.88819
2020-11-17,16.27329
2020-11-18,13.66459
2020-11-19,15.52795
2020-11-20,10.93167
2020-11-21,4.47204
2020-11-22,3.7267
2020-11-23,17.01863
2020-11-24,16.39751
2020-11-25,14.90683
2020-11-26,14.7826
2020-11-27,13.78881
2020-11-28,4.09937
2020-11-29,6.21118
2020-11-30,24.47204
2020-12-01,28.4472
2020-12-02,29.93788
2020-12-03,24.72049
2020-12-04,23.10559
2020-12-05,7.57763
2020-12-06,10.80745
2020-12-07,34.03726
2020-12-08,32.04968
2020-12-09,39.37888
2020-12-10,47.70186
2020-12-11,17.76397
2020-12-12,4.2236
2020-12-13,6.58385
2020-12-14,12.79503
2020-12-15,15.90062
2020-12-16,18.50931
2020-12-17,18.50931
2020-12-18,17.01863
2020-12-19,4.59627
2020-12-20,6.70807
2020-12-21,20.24844
2020-12-22,19.62732
2020-12-23,21.86335
2020-12-24,16.8944
2020-12-25,7.08074
2020-12-26,6.45962
2020-12-27,9.93788
2020-12-28,32.29813
2020-12-29,30.18633
2020-12-30,29.56521
2020-12-31,28.19875
2021-01-01,9.56521
2021-01-02,10.31055
2021-01-03,13.78881
2021-01-04,59.62732
2021-01-05,55.77639
2021-01-06,55.03105
2021-01-07,52.54658
2021-01-08,52.6708
2021-01-09,19.37888
2021-01-10,28.32298
2021-01-11,65.46583
2021-01-12,22.48447
2021-01-13,24.2236
2021-01-14,24.84472
2021-01-15,22.73291
2021-01-16,12.17391
2021-01-17,8.07453
2021-01-18,24.59627
2021-01-19,29.44099
2021-01-20,26.58385
2021-01-21,25.34161
2021-01-22,27.20496
2021-01-23,9.81366
2021-01-24,9.93788
2021-01-25,31.0559
2021-01-26,28.32298
2021-01-27,29.19254
2021-01-28,30.31055
2021-01-29,22.48447
2021-01-30,9.31677
2021-01-31,12.42236
2021-02-01,33.54037
2021-02-02,36.27329
2021-02-03,33.91304
2021-02-04,31.67701
2021-02-05,34.28571
2021-02-06,9.81366
2021-02-07,7.82608
2021-02-08,37.51552
2021-02-09,47.08074
2021-02-10,45.21739
2021-02-11,5.21739
2021-02-12,4.84472
2021-02-13,3.22981
2021-02-14,5.59006
2021-02-15,18.50931
2021-02-16,20.37267
2021-02-17,18.88198
2021-02-18,17.88819
2021-02-19,15.03105
2021-02-20,5.71428
2021-02-21,5.59006
2021-02-22,19.75155
2021-02-23,25.34161
2021-02-24,21.73913
2021-02-25,25.59006
2021-02-26,19.37888
2021-02-27,5.96273
2021-02-28,6.70807
2021-03-01,13.66459
2021-03-02,35.03105
2021-03-03,30.68322
2021-03-04,36.52173
2021-03-05,34.53416
2021-03-06,9.56521
2021-03-07,12.29813
2021-03-08,43.10559
2021-03-09,47.70186
2021-03-10,51.55279
2021-03-11,14.90683
2021-03-12,13.66459
2021-03-13,4.72049
2021-03-14,4.2236
2021-03-15,12.91925
2021-03-16,17.01863
2021-03-17,16.77018
2021-03-18,14.40993
2021-03-19,14.28571
2021-03-20,4.09937
2021-03-21,4.72049
2021-03-22,16.27329
2021-03-23,19.13043
2021-03-24,16.64596
2021-03-25,17.51552
2021-03-26,15.40372
2021-03-27,3.60248
2021-03-28,6.21118
2021-03-29,20.0
2021-03-30,21.73913
2021-03-31,22.48447
2021-04-01,25.59006
2021-04-02,23.85093
2021-04-03,8.4472
2021-04-04,9.06832
2021-04-05,36.02484
2021-04-06,34.28571
2021-04-07,27.45341
2021-04-08,38.13664
2021-04-09,38.50931
2021-04-10,17.88819
2021-04-11,10.18633
2021-04-12,37.14285
2021-04-13,13.04347
2021-04-14,15.2795
2021-04-15,13.41614
2021-04-16,11.55279
2021-04-17,3.47826
2021-04-18,4.47204
2021-04-19,13.54037
2021-04-20,16.14906
2021-04-21,17.3913
2021-04-22,13.1677
2021-04-23,13.1677
2021-04-24,3.85093
2021-04-25,4.09937
2021-04-26,18.13664
2021-04-27,21.6149
2021-04-28,16.52173
2021-04-29,19.13043
2021-04-30,20.37267
2021-05-01,9.81366
2021-05-02,14.16149
2021-05-03,37.88819
2021-05-04,32.17391
2021-05-05,13.41614
2021-05-06,35.65217
2021-05-07,39.75155
2021-05-08,11.55279
2021-05-09,17.3913
2021-05-10,61.86335
2021-05-11,23.97515
2021-05-12,22.1118
2021-05-13,18.50931
2021-05-14,14.90683
2021-05-15,6.83229
2021-05-16,6.95652
2021-05-17,23.10559
2021-05-18,20.86956
2021-05-19,6.83229
2021-05-20,21.11801
2021-05-21,15.03105
2021-05-22,5.96273
2021-05-23,6.95652
2021-05-24,22.98136
2021-05-25,25.96273
2021-05-26,24.84472
2021-05-27,24.47204
2021-05-28,18.88198
2021-05-29,7.45341
2021-05-30,12.04968
2021-05-31,35.52795
2021-06-01,32.6708
2021-06-02,25.21739
2021-06-03,23.60248
2021-06-04,20.24844
2021-06-05,9.93788
2021-06-06,8.69565
2021-06-07,32.79503
2021-06-08,42.98136
2021-06-09,41.49068
2021-06-10,48.81987
2021-06-11,15.15527
2021-06-12,3.7267
2021-06-13,5.21739
2021-06-14,15.77639
2021-06-15,13.41614
2021-06-16,20.62111
2021-06-17,17.63975
2021-06-18,10.80745
2021-06-19,4.59627
2021-06-20,5.21739
2021-06-21,20.62111
2021-06-22,18.63354
2021-06-23,17.76397
2021-06-24,20.12422
2021-06-25,18.01242
2021-06-26,6.21118
2021-06-27,8.69565
2021-06-28,22.1118
2021-06-29,25.96273
2021-06-30,31.80124
2021-07-01,41.86335
2021-07-02,32.79503
2021-07-03,8.07453
2021-07-04,13.66459
2021-07-05,54.28571
2021-07-06,54.65838
2021-07-07,45.46583
2021-07-08,48.57142
2021-07-09,43.35403
2021-07-10,19.00621
2021-07-11,12.79503
2021-07-12,46.21118
2021-07-13,19.00621
2021-07-14,17.3913
2021-07-15,17.76397
2021-07-16,14.65838
2021-07-17,5.59006
2021-07-18,5.09316
2021-07-19,17.01863
2021-07-20,20.49689
2021-07-21,21.98757
2021-07-22,18.63354
2021-07-23,19.13043
2021-07-24,6.95652
2021-07-25,8.94409
2021-07-26,22.85714
2021-07-27,20.62111
2021-07-28,17.01863
2021-07-29,18.13664
2021-07-30,22.36024
2021-07-31,8.19875
2021-08-01,8.81987
2021-08-02,31.0559
2021-08-03,25.71428
2021-08-04,27.57763
2021-08-05,24.84472
2021-08-06,23.35403
2021-08-07,8.81987
2021-08-08,10.31055
2021-08-09,42.73291
2021-08-10,51.30434
2021-08-11,17.76397
2021-08-12,13.54037
2021-08-13,11.42857
2021-08-14,4.84472
2021-08-15,2.23602
2021-08-16,6.83229
2021-08-17,14.16149
2021-08-18,13.54037
2021-08-19,13.29192
2021-08-20,13.41614
2021-08-21,2.73291
2021-08-22,3.35403
2021-08-23,16.02484
2021-08-24,15.2795
2021-08-25,13.29192
2021-08-26,15.77639
2021-08-27,13.41614
2021-08-28,3.35403
2021-08-29,7.08074
2021-08-30,20.62111
2021-08-31,27.82608
2021-09-01,25.8385
2021-09-02,22.73291
2021-09-03,20.62111
2021-09-04,6.83229
2021-09-05,7.82608
2021-09-06,33.04347
2021-09-07,27.95031
2021-09-08,28.4472
2021-09-09,32.91925
2021-09-10,39.25465
2021-09-11,4.96894
2021-09-12,3.10559
2021-09-13,12.04968
2021-09-14,12.29813
2021-09-15,9.19254
2021-09-16,12.91925
2021-09-17,8.69565
2021-09-18,2.85714
2021-09-19,2.36024
2021-09-20,1.49068
2021-09-21,1.98757
2021-09-22,2.85714
2021-09-23,13.54037
2021-09-24,16.39751
2021-09-25,3.7267
2021-09-26,3.10559
2021-09-27,14.53416
2021-09-28,16.27329
2021-09-29,18.38509
2021-09-30,23.35403
2021-10-01,22.73291
2021-10-02,6.08695
2021-10-03,6.95652
2021-10-04,13.66459
2021-10-05,30.559
2021-10-06,28.32298
2021-10-07,27.70186
2021-10-08,27.57763
2021-10-09,10.31055
2021-10-10,12.79503
2021-10-11,12.79503
2021-10-12,29.68944
2021-10-13,12.6708
2021-10-14,13.41614
2021-10-15,9.81366
2021-10-16,2.60869
2021-10-17,3.60248
2021-10-18,13.04347
2021-10-19,13.1677
2021-10-20,12.04968
2021-10-21,11.18012
2021-10-22,11.42857
2021-10-23,3.60248
2021-10-24,5.09316
2021-10-25,16.39751
2021-10-26,14.40993
2021-10-27,15.40372
2021-10-28,14.90683
2021-10-29,14.65838
2021-10-30,4.72049
2021-10-31,7.08074
2021-11-01,28.07453
2021-11-02,23.97515
2021-11-03,19.25465
2021-11-04,20.99378
2021-11-05,20.86956
2021-11-06,6.58385
2021-11-07,8.4472
2021-11-08,29.93788
2021-11-09,35.40372
2021-11-10,40.49689
2021-11-11,12.79503
2021-11-12,8.81987
2021-11-13,1.6149
2021-11-14,4.09937
2021-11-15,11.18012
2021-11-16,16.02484
2021-11-17,14.28571
2021-11-18,14.03726
2021-11-19,11.42857
2021-11-20,3.35403
2021-11-21,3.35403
2021-11-22,15.2795
2021-11-23,13.41614
2021-11-24,14.28571
2021-11-25,22.48447
2021-11-26,16.64596
2021-11-27,4.72049
2021-11-28,5.96273
2021-11-29,19.62732
2021-11-30,27.70186
2021-12-01,28.94409
2021-12-02,24.34782
2021-12-03,19.5031
2021-12-04,9.44099
2021-12-05,8.94409
2021-12-06,37.88819
2021-12-07,32.17391
2021-12-08,32.6708
2021-12-09,35.2795
2021-12-10,46.3354
2021-12-11,6.58385
2021-12-12,3.35403
2021-12-13,14.16149
2021-12-14,15.40372
2021-12-15,17.88819
2021-12-16,18.38509
2021-12-17,13.29192
2021-12-18,4.47204
2021-12-19,5.34161
2021-12-20,18.13664
2021-12-21,17.14285
2021-12-22,17.26708
2021-12-23,15.2795
2021-12-24,14.7826
2021-12-25,3.35403
2021-12-26,4.96894
2021-12-27,24.96894
2021-12-28,22.36024
2021-12-29,26.83229
2021-12-30,24.72049
2021-12-31,23.10559
2022-01-01,10.93167
2022-01-02,11.67701
2022-01-03,41.73913
2022-01-04,52.6708
2022-01-05,49.19254
2022-01-06,51.55279
2022-01-07,53.04347
2022-01-08,20.0
2022-01-09,26.45962
2022-01-10,100.0
2022-01-11,35.40372
2022-01-12,21.73913
2022-01-13,19.87577
2022-01-14,17.76397
2022-01-15,7.82608
2022-01-16,8.32298
2022-01-17,25.71428
2022-01-18,21.6149
2022-01-19,19.87577
2022-01-20,21.11801
2022-01-21,21.98757
2022-01-22,11.67701
2022-01-23,11.30434
2022-01-24,27.45341
2022-01-25,25.46583
2022-01-26,23.97515
2022-01-27,25.46583
2022-01-28,18.75776
2022-01-29,4.84472
2022-01-30,6.83229
2022-01-31,5.59006
2022-02-01,7.08074
2022-02-02,11.18012
2022-02-03,36.27329
2022-02-04,32.29813
2022-02-05,9.81366
2022-02-06,13.66459
2022-02-07,45.09316
2022-02-08,42.85714
2022-02-09,49.06832
2022-02-10,50.31055
2022-02-11,16.14906
2022-02-12,5.96273
2022-02-13,5.34161
2022-02-14,16.02484
2022-02-15,16.27329
2022-02-16,17.63975
2022-02-17,19.00621
2022-02-18,14.28571
2022-02-19,5.09316
2022-02-20,6.08695
2022-02-21,18.38509
2022-02-22,19.75155
2022-02-23,17.51552
2022-02-24,21.11801
2022-02-25,19.37888
2022-02-26,8.19875
2022-02-27,6.95652
2022-02-28,25.46583
2022-03-01,11.67701
2022-03-02,33.54037
2022-03-03,30.68322
2022-03-04,28.19875
2022-03-05,9.44099
2022-03-06,10.31055
2022-03-07,38.38509
2022-03-08,40.86956
2022-03-09,15.40372
2022-03-10,51.30434
2022-03-11,16.8944
2022-03-12,6.21118
2022-03-13,5.8385
2022-03-14,10.80745
2022-03-15,15.40372
2022-03-16,13.41614
2022-03-17,13.78881
2022-03-18,12.91925
2022-03-19,5.09316
2022-03-20,5.96273
2022-03-21,17.01863
2022-03-22,14.65838
2022-03-23,14.16149
2022-03-24,15.03105
2022-03-25,15.52795
2022-03-26,5.46583
2022-03-27,4.09937
2022-03-28,14.90683
2022-03-29,15.52795
2022-03-30,18.88198
2022-03-31,19.25465
2022-04-01,19.62732
2022-04-02,8.19875
2022-04-03,7.45341
2022-04-04,31.80124
2022-04-05,32.79503
2022-04-06,33.04347
2022-04-07,31.30434
2022-04-08,35.40372
2022-04-09,11.42857
2022-04-10,14.03726
2022-04-11,37.26708
2022-04-12,15.15527
2022-04-13,14.03726
2022-04-14,15.03105
2022-04-15,10.80745
2022-04-16,4.09937
2022-04-17,5.09316
2022-04-18,14.16149
2022-04-19,13.41614
2022-04-20,17.3913
2022-04-21,14.16149
2022-04-22,11.80124
2022-04-23,3.35403
2022-04-24,4.59627
2022-04-25,18.01242
2022-04-26,18.63354
2022-04-27,18.75776
2022-04-28,16.64596
2022-04-29,17.63975
2022-04-30,5.71428
2022-05-01,8.57142
2022-05-02,37.51552
2022-05-03,36.64596
2022-05-04,31.92546
2022-05-05,12.6708
2022-05-06,27.95031
2022-05-07,10.559
2022-05-08,13.54037
2022-05-09,51.30434
2022-05-10,52.6708
2022-05-11,23.7267
2022-05-12,18.88198
2022-05-13,18.01242
2022-05-14,4.59627
2022-05-15,6.58385
2022-05-16,21.36645
2022-05-17,20.62111
2022-05-18,19.25465
2022-05-19,21.24223
2022-05-20,14.53416
2022-05-21,6.08695
2022-05-22,5.96273
2022-05-23,21.11801
2022-05-24,20.0
2022-05-25,25.21739
2022-05-26,21.11801
2022-05-27,19.13043
2022-05-28,7.70186
2022-05-29,9.31677
2022-05-30,31.80124
2022-05-31,31.92546
2022-06-01,10.31055
2022-06-02,31.92546
2022-06-03,29.06832
2022-06-04,9.44099
2022-06-05,9.31677
2022-06-06,11.30434
2022-06-07,43.60248
2022-06-08,43.7267
2022-06-09,44.72049
2022-06-10,49.06832
2022-06-11,4.96894
2022-06-12,5.46583
2022-06-13,19.13043
2022-06-14,15.65217
2022-06-15,15.65217
2022-06-16,16.64596
2022-06-17,13.04347
2022-06-18,3.22981
2022-06-19,3.85093
2022-06-20,17.3913
2022-06-21,14.40993
2022-06-22,19.00621
2022-06-23,15.40372
2022-06-24,14.65838
2022-06-25,3.85093
2022-06-26,6.95652
2022-06-27,19.00621
2022-06-28,26.21118
2022-06-29,20.74534
2022-06-30,28.81987
2022-07-01,33.41614
2022-07-02,9.68944
2022-07-03,9.93788
2022-07-04,45.96273
2022-07-05,46.21118
2022-07-06,45.96273
2022-07-07,49.06832
2022-07-08,47.82608
2022-07-09,18.63354
2022-07-10,21.11801
2022-07-11,48.69565
2022-07-12,21.49068
2022-07-13,17.01863
2022-07-14,15.2795
2022-07-15,15.52795
2022-07-16,4.96894
2022-07-17,6.95652
2022-07-18,18.63354
2022-07-19,15.15527
2022-07-20,22.1118
2022-07-21,18.75776
2022-07-22,14.16149
2022-07-23,5.71428
2022-07-24,6.45962
2022-07-25,24.59627
2022-07-26,17.14285
2022-07-27,22.1118
2022-07-28,19.87577
2022-07-29,20.37267
2022-07-30,5.96273
2022-07-31,10.559
2022-08-01,31.42857
2022-08-02,26.08695
2022-08-03,24.09937
2022-08-04,27.20496
2022-08-05,21.49068
2022-08-06,8.69565
2022-08-07,10.31055
2022-08-08,37.63975
2022-08-09,43.7267
2022-08-10,52.6708
2022-08-11,14.28571
2022-08-12,9.56521
2022-08-13,4.72049
2022-08-14,3.47826
2022-08-15,5.59006
2022-08-16,12.29813
2022-08-17,12.42236
2022-08-18,12.79503
2022-08-19,11.30434
2022-08-20,3.22981
2022-08-21,4.47204
2022-08-22,15.03105
2022-08-23,11.80124
2022-08-24,16.64596
2022-08-25,13.66459
2022-08-26,13.54037
2022-08-27,2.36024
2022-08-28,4.59627
2022-08-29,19.62732
2022-08-30,18.88198
2022-08-31,21.11801
2022-09-01,26.3354
2022-09-02,20.74534
2022-09-03,7.08074
2022-09-04,8.69565
2022-09-05,31.67701
2022-09-06,27.45341
2022-09-07,28.94409
2022-09-08,24.72049
2022-09-09,9.68944
2022-09-10,7.32919
2022-09-11,5.59006
2022-09-12,7.08074
2022-09-13,30.80745
2022-09-14,14.03726
2022-09-15,12.29813
2022-09-16,11.0559
2022-09-17,2.73291
2022-09-18,4.59627
2022-09-19,14.03726
2022-09-20,14.16149
2022-09-21,10.43478
2022-09-22,13.1677
2022-09-23,10.559
2022-09-24,3.22981
2022-09-25,3.10559
2022-09-26,16.27329
2022-09-27,17.14285
2022-09-28,16.77018
2022-09-29,18.75776
2022-09-30,17.51552
2022-10-01,6.83229
2022-10-02,4.96894
2022-10-03,7.45341
2022-10-04,29.31677
2022-10-05,26.70807
2022-10-06,29.93788
2022-10-07,30.31055
2022-10-08,9.81366
2022-10-09,7.45341
2022-10-10,19.5031
2022-10-11,33.1677
2022-10-12,15.2795
2022-10-13,11.18012
2022-10-14,10.06211
2022-10-15,3.97515
2022-10-16,3.22981
2022-10-17,13.91304
2022-10-18,12.91925
2022-10-19,12.54658
2022-10-20,9.68944
2022-10-21,8.57142
2022-10-22,1.73913
2022-10-23,2.85714
2022-10-24,10.559
2022-10-25,17.01863
2022-10-26,19.00621
2022-10-27,12.29813
2022-10-28,15.2795
2022-10-29,4.47204
2022-10-30,4.2236
2022-10-31,20.86956
2022-11-01,21.6149
2022-11-02,24.96894
2022-11-03,23.10559
2022-11-04,20.74534
2022-11-05,6.3354
2022-11-06,6.45962
2022-11-07,31.18012
2022-11-08,31.30434
2022-11-09,35.52795
2022-11-10,36.39751
2022-11-11,9.56521
2022-11-12,2.48447
2022-11-13,2.73291
2022-11-14,11.92546
2022-11-15,13.1677
2022-11-16,14.28571
2022-11-17,11.30434
2022-11-18,9.19254
2022-11-19,4.34782
2022-11-20,3.97515
2022-11-21,11.30434
2022-11-22,13.1677
2022-11-23,12.42236
2022-11-24,13.66459
2022-11-25,12.6708
2022-11-26,4.47204
2022-11-27,4.72049
2022-11-28,17.63975
2022-11-29,19.87577
2022-11-30,22.60869
2022-12-01,22.36024
2022-12-02,18.63354
2022-12-03,7.08074
2022-12-04,7.82608
2022-12-05,27.57763
2022-12-06,31.55279
2022-12-07,29.31677
2022-12-08,29.81366
2022-12-09,35.52795
2022-12-10,13.1677
2022-12-11,9.56521
2022-12-12,29.81366
2022-12-13,14.16149
2022-12-14,15.65217
2022-12-15,14.40993
2022-12-16,14.16149
2022-12-17,4.09937
2022-12-18,5.59006
2022-12-19,16.64596
2022-12-20,16.39751
2022-12-21,14.90683
2022-12-22,17.88819
2022-12-23,13.54037
2022-12-24,3.7267
2022-12-25,4.72049
2022-12-26,17.3913
2022-12-27,21.24223
2022-12-28,22.73291
2022-12-29,26.58385
2022-12-30,20.12422
2022-12-31,10.68322
2023-01-01,9.31677
2023-01-02,40.37267
2023-01-03,36.39751
2023-01-04,39.25465
2023-01-05,37.88819
2023-01-06,42.23602
2023-01-07,15.65217
2023-01-08,16.52173
2023-01-09,57.26708
2023-01-10,66.95652
2023-01-11,23.22981
2023-01-12,15.77639
2023-01-13,16.39751
2023-01-14,7.45341
2023-01-15,5.71428
2023-01-16,19.25465
2023-01-17,21.36645
2023-01-18,22.23602
2023-01-19,17.26708
2023-01-20,12.54658
2023-01-21,3.97515
2023-01-22,2.1118
2023-01-23,6.08695
2023-01-24,7.32919
2023-01-25,26.3354
2023-01-26,25.59006
2023-01-27,22.60869
2023-01-28,6.08695
2023-01-29,8.07453
2023-01-30,25.8385
2023-01-31,30.80745
2023-02-01,30.43478
2023-02-02,23.10559
2023-02-03,24.09937
2023-02-04,6.45962
2023-02-05,8.57142
2023-02-06,35.03105
2023-02-07,33.41614
2023-02-08,41.24223
2023-02-09,39.62732
2023-02-10,39.62732
2023-02-11,7.45341
2023-02-12,5.46583
2023-02-13,14.7826
2023-02-14,12.79503
2023-02-15,16.77018
2023-02-16,15.40372
2023-02-17,13.1677
2023-02-18,4.96894
2023-02-19,4.96894
2023-02-20,15.2795
2023-02-21,15.40372
2023-02-22,16.52173
2023-02-23,18.01242
2023-02-24,15.2795
2023-02-25,5.46583
2023-02-26,5.21739
2023-02-27,18.13664
2023-02-28,22.48447
2023-03-01,10.43478
2023-03-02,26.21118
2023-03-03,23.60248
2023-03-04,7.20496
2023-03-05,7.82608
2023-03-06,34.7826
2023-03-07,34.16149
2023-03-08,36.39751
2023-03-09,35.2795
2023-03-10,39.25465
2023-03-11,5.59006
2023-03-12,3.7267
2023-03-13,17.88819
2023-03-14,15.2795
2023-03-15,13.91304
2023-03-16,14.7826
2023-03-17,11.67701
2023-03-18,2.73291
2023-03-19,4.34782
2023-03-20,16.39751
2023-03-21,11.80124
2023-03-22,13.91304
2023-03-23,11.92546
2023-03-24,14.40993
2023-03-25,3.10559
2023-03-26,4.59627
2023-03-27,13.66459
2023-03-28,15.03105
2023-03-29,17.14285
2023-03-30,17.63975
2023-03-31,15.40372
2023-04-01,6.70807
2023-04-02,5.96273
2023-04-03,30.06211
2023-04-04,30.93167
2023-04-05,31.55279
2023-04-06,38.75776
2023-04-07,33.1677
2023-04-08,10.43478
2023-04-09,12.6708
2023-04-10,48.81987
2023-04-11,15.77639
2023-04-12,14.28571
2023-04-13,10.80745
2023-04-14,11.80124
2023-04-15,3.22981
2023-04-16,4.34782
2023-04-17,13.78881
2023-04-18,14.53416
2023-04-19,14.28571
2023-04-20,9.31677
2023-04-21,11.92546
2023-04-22,2.48447
2023-04-23,5.21739
2023-04-24,14.28571
2023-04-25,17.51552
2023-04-26,15.03105
2023-04-27,15.52795
2023-04-28,16.8944
2023-04-29,4.72049
2023-04-30,5.8385
2023-05-01,16.8944
2023-05-02,33.78881
2023-05-03,33.54037
2023-05-04,29.44099
2023-05-05,8.32298
2023-05-06,9.06832
2023-05-07,11.55279
2023-05-08,39.13043
2023-05-09,39.37888
2023-05-10,43.60248
2023-05-11,19.87577
2023-05-12,16.14906
2023-05-13,5.46583
2023-05-14,6.21118
2023-05-15,13.91304
2023-05-16,13.29192
2023-05-17,16.02484
2023-05-18,16.8944
2023-05-19,12.79503
2023-05-20,5.21739
2023-05-21,5.59006
2023-05-22,15.52795
2023-05-23,18.63354
2023-05-24,21.36645
2023-05-25,18.75776
2023-05-26,17.51552
2023-05-27,5.21739
2023-05-28,6.83229
2023-05-29,11.67701
