date,노후준비
2020-07-12,29.30153
2020-07-13,33.21976
2020-07-14,27.93867
2020-07-15,28.96081
2020-07-16,22.1465
2020-07-17,21.63543
2020-07-18,19.76149
2020-07-19,24.02044
2020-07-20,24.87223
2020-07-21,30.15332
2020-07-22,23.16865
2020-07-23,28.79045
2020-07-24,18.22827
2020-07-25,17.03577
2020-07-26,23.67972
2020-07-27,27.76831
2020-07-28,34.92333
2020-07-29,32.36797
2020-07-30,23.50936
2020-07-31,24.36115
2020-08-01,16.69505
2020-08-02,15.67291
2020-08-03,21.97614
2020-08-04,17.7172
2020-08-05,19.76149
2020-08-06,20.61328
2020-08-07,22.82793
2020-08-08,29.47189
2020-08-09,30.32367
2020-08-10,34.07155
2020-08-11,27.76831
2020-08-12,27.76831
2020-08-13,18.39863
2020-08-14,19.59114
2020-08-15,14.4804
2020-08-16,18.39863
2020-08-17,17.54684
2020-08-18,25.3833
2020-08-19,18.90971
2020-08-20,21.29471
2020-08-21,19.08006
2020-08-22,18.73935
2020-08-23,22.1465
2020-08-24,19.59114
2020-08-25,25.21294
2020-08-26,26.23509
2020-08-27,22.48722
2020-08-28,24.02044
2020-08-29,25.04258
2020-08-30,27.93867
2020-08-31,31.85689
2020-09-01,36.62691
2020-09-02,40.20442
2020-09-03,36.2862
2020-09-04,28.6201
2020-09-05,25.04258
2020-09-06,27.76831
2020-09-07,31.17546
2020-09-08,26.23509
2020-09-09,40.54514
2020-09-10,37.30834
2020-09-11,25.72402
2020-09-12,33.73083
2020-09-13,32.53833
2020-09-14,31.51618
2020-09-15,31.17546
2020-09-16,32.53833
2020-09-17,32.36797
2020-09-18,31.68654
2020-09-19,23.16865
2020-09-20,22.48722
2020-09-21,27.59795
2020-09-22,31.68654
2020-09-23,26.40545
2020-09-24,24.53151
2020-09-25,19.25042
2020-09-26,20.27257
2020-09-27,26.5758
2020-09-28,34.41226
2020-09-29,27.59795
2020-09-30,37.98977
2020-10-01,16.86541
2020-10-02,22.48722
2020-10-03,33.0494
2020-10-04,26.91652
2020-10-05,27.25724
2020-10-06,27.42759
2020-10-07,26.91652
2020-10-08,24.02044
2020-10-09,22.1465
2020-10-10,19.25042
2020-10-11,21.80579
2020-10-12,21.80579
2020-10-13,27.08688
2020-10-14,27.25724
2020-10-15,26.23509
2020-10-16,20.954
2020-10-17,20.61328
2020-10-18,26.23509
2020-10-19,22.99829
2020-10-20,30.49403
2020-10-21,29.98296
2020-10-22,25.3833
2020-10-23,21.46507
2020-10-24,28.10902
2020-10-25,29.64224
2020-10-26,33.39011
2020-10-27,32.87904
2020-10-28,36.11584
2020-10-29,32.87904
2020-10-30,24.70187
2020-10-31,25.3833
2020-11-01,24.1908
2020-11-02,28.79045
2020-11-03,19.08006
2020-11-04,22.1465
2020-11-05,23.67972
2020-11-06,26.06473
2020-11-07,17.03577
2020-11-08,29.98296
2020-11-09,28.6201
2020-11-10,29.30153
2020-11-11,28.27938
2020-11-12,24.02044
2020-11-13,24.36115
2020-11-14,24.87223
2020-11-15,32.53833
2020-11-16,29.30153
2020-11-17,30.32367
2020-11-18,31.51618
2020-11-19,33.56047
2020-11-20,23.85008
2020-11-21,22.48722
2020-11-22,28.96081
2020-11-23,32.36797
2020-11-24,30.66439
2020-11-25,32.70868
2020-11-26,33.90119
2020-11-27,26.23509
2020-11-28,25.21294
2020-11-29,35.43441
2020-11-30,32.70868
2020-12-01,30.83475
2020-12-02,29.8126
2020-12-03,23.50936
2020-12-04,23.85008
2020-12-05,20.27257
2020-12-06,26.06473
2020-12-07,22.82793
2020-12-08,27.59795
2020-12-09,32.19761
2020-12-10,31.85689
2020-12-11,25.55366
2020-12-12,25.55366
2020-12-13,32.36797
2020-12-14,29.13117
2020-12-15,33.73083
2020-12-16,25.55366
2020-12-17,33.39011
2020-12-18,30.83475
2020-12-19,20.10221
2020-12-20,28.27938
2020-12-21,28.79045
2020-12-22,30.66439
2020-12-23,31.17546
2020-12-24,23.67972
2020-12-25,25.89437
2020-12-26,35.09369
2020-12-27,40.7155
2020-12-28,39.52299
2020-12-29,44.46337
2020-12-30,36.96763
2020-12-31,33.21976
2021-01-01,25.89437
2021-01-02,40.7155
2021-01-03,53.83304
2021-01-04,46.67802
2021-01-05,41.56729
2021-01-06,35.94548
2021-01-07,29.30153
2021-01-08,33.0494
2021-01-09,24.36115
2021-01-10,34.92333
2021-01-11,35.77512
2021-01-12,36.96763
2021-01-13,37.13798
2021-01-14,35.09369
2021-01-15,34.2419
2021-01-16,36.62691
2021-01-17,43.95229
2021-01-18,42.93015
2021-01-19,39.01192
2021-01-20,43.61158
2021-01-21,48.72231
2021-01-22,35.26405
2021-01-23,33.73083
2021-01-24,37.81942
2021-01-25,41.73764
2021-01-26,38.16013
2021-01-27,46.84838
2021-01-28,45.82623
2021-01-29,37.64906
2021-01-30,29.47189
2021-01-31,35.77512
2021-02-01,33.90119
2021-02-02,36.45655
2021-02-03,33.56047
2021-02-04,43.27086
2021-02-05,34.92333
2021-02-06,29.64224
2021-02-07,30.49403
2021-02-08,32.53833
2021-02-09,34.58262
2021-02-10,31.85689
2021-02-11,36.2862
2021-02-12,34.58262
2021-02-13,33.90119
2021-02-14,50.7666
2021-02-15,41.56729
2021-02-16,39.18228
2021-02-17,33.73083
2021-02-18,34.58262
2021-02-19,33.73083
2021-02-20,31.51618
2021-02-21,34.41226
2021-02-22,50.59625
2021-02-23,41.56729
2021-02-24,41.908
2021-02-25,38.84156
2021-02-26,36.11584
2021-02-27,28.10902
2021-02-28,34.41226
2021-03-01,41.22657
2021-03-02,38.50085
2021-03-03,34.92333
2021-03-04,38.16013
2021-03-05,33.73083
2021-03-06,32.53833
2021-03-07,42.41908
2021-03-08,51.95911
2021-03-09,52.98126
2021-03-10,42.24872
2021-03-11,35.09369
2021-03-12,35.43441
2021-03-13,36.62691
2021-03-14,40.37478
2021-03-15,42.58943
2021-03-16,46.3373
2021-03-17,38.50085
2021-03-18,37.4787
2021-03-19,39.52299
2021-03-20,32.53833
2021-03-21,40.88586
2021-03-22,48.72231
2021-03-23,44.97444
2021-03-24,41.05621
2021-03-25,39.69335
2021-03-26,34.41226
2021-03-27,42.24872
2021-03-28,53.66269
2021-03-29,50.08517
2021-03-30,40.88586
2021-03-31,35.09369
2021-04-01,33.56047
2021-04-02,34.92333
2021-04-03,33.73083
2021-04-04,37.64906
2021-04-05,34.58262
2021-04-06,41.39693
2021-04-07,33.73083
2021-04-08,38.50085
2021-04-09,31.68654
2021-04-10,26.23509
2021-04-11,32.19761
2021-04-12,36.45655
2021-04-13,32.02725
2021-04-14,25.72402
2021-04-15,31.51618
2021-04-16,34.92333
2021-04-17,35.94548
2021-04-18,31.85689
2021-04-19,33.21976
2021-04-20,36.2862
2021-04-21,33.73083
2021-04-22,24.36115
2021-04-23,28.6201
2021-04-24,21.63543
2021-04-25,25.3833
2021-04-26,28.6201
2021-04-27,29.8126
2021-04-28,29.98296
2021-04-29,27.76831
2021-04-30,34.58262
2021-05-01,25.89437
2021-05-02,25.21294
2021-05-03,36.62691
2021-05-04,29.30153
2021-05-05,25.72402
2021-05-06,27.42759
2021-05-07,30.32367
2021-05-08,24.70187
2021-05-09,33.21976
2021-05-10,37.81942
2021-05-11,35.60477
2021-05-12,31.51618
2021-05-13,32.53833
2021-05-14,25.21294
2021-05-15,22.65758
2021-05-16,33.0494
2021-05-17,30.15332
2021-05-18,29.8126
2021-05-19,26.91652
2021-05-20,34.41226
2021-05-21,28.27938
2021-05-22,21.29471
2021-05-23,27.76831
2021-05-24,27.42759
2021-05-25,31.85689
2021-05-26,25.55366
2021-05-27,43.78194
2021-05-28,34.07155
2021-05-29,24.87223
2021-05-30,34.07155
2021-05-31,40.37478
2021-06-01,31.51618
2021-06-02,26.91652
2021-06-03,69.50596
2021-06-04,33.56047
2021-06-05,29.64224
2021-06-06,30.32367
2021-06-07,33.90119
2021-06-08,34.58262
2021-06-09,36.96763
2021-06-10,33.0494
2021-06-11,32.87904
2021-06-12,29.98296
2021-06-13,39.86371
2021-06-14,33.39011
2021-06-15,34.75298
2021-06-16,31.51618
2021-06-17,35.09369
2021-06-18,27.93867
2021-06-19,28.27938
2021-06-20,35.09369
2021-06-21,33.0494
2021-06-22,28.6201
2021-06-23,35.60477
2021-06-24,33.73083
2021-06-25,29.47189
2021-06-26,23.16865
2021-06-27,42.75979
2021-06-28,39.01192
2021-06-29,34.92333
2021-06-30,32.02725
2021-07-01,24.53151
2021-07-02,22.82793
2021-07-03,20.44293
2021-07-04,31.68654
2021-07-05,37.4787
2021-07-06,32.87904
2021-07-07,25.89437
2021-07-08,22.99829
2021-07-09,21.46507
2021-07-10,18.73935
2021-07-11,24.87223
2021-07-12,26.40545
2021-07-13,33.21976
2021-07-14,27.76831
2021-07-15,22.65758
2021-07-16,18.05792
2021-07-17,16.01362
2021-07-18,27.25724
2021-07-19,28.6201
2021-07-20,33.90119
2021-07-21,26.06473
2021-07-22,24.36115
2021-07-23,23.67972
2021-07-24,22.82793
2021-07-25,26.23509
2021-07-26,28.27938
2021-07-27,35.26405
2021-07-28,41.39693
2021-07-29,41.908
2021-07-30,30.66439
2021-07-31,24.53151
2021-08-01,34.58262
2021-08-02,31.85689
2021-08-03,38.50085
2021-08-04,32.70868
2021-08-05,37.64906
2021-08-06,37.64906
2021-08-07,30.83475
2021-08-08,43.78194
2021-08-09,43.27086
2021-08-10,43.10051
2021-08-11,36.62691
2021-08-12,34.2419
2021-08-13,29.30153
2021-08-14,33.0494
2021-08-15,28.96081
2021-08-16,37.4787
2021-08-17,36.62691
2021-08-18,39.18228
2021-08-19,39.01192
2021-08-20,31.85689
2021-08-21,38.50085
2021-08-22,35.77512
2021-08-23,41.56729
2021-08-24,46.50766
2021-08-25,47.18909
2021-08-26,40.54514
2021-08-27,31.51618
2021-08-28,36.11584
2021-08-29,43.61158
2021-08-30,41.22657
2021-08-31,38.33049
2021-09-01,39.52299
2021-09-02,41.05621
2021-09-03,34.41226
2021-09-04,33.21976
2021-09-05,35.09369
2021-09-06,44.12265
2021-09-07,43.27086
2021-09-08,37.30834
2021-09-09,38.6712
2021-09-10,32.87904
2021-09-11,26.23509
2021-09-12,34.41226
2021-09-13,36.96763
2021-09-14,33.73083
2021-09-15,34.2419
2021-09-16,34.58262
2021-09-17,33.0494
2021-09-18,21.97614
2021-09-19,32.02725
2021-09-20,29.30153
2021-09-21,30.66439
2021-09-22,41.56729
2021-09-23,49.06303
2021-09-24,41.39693
2021-09-25,39.01192
2021-09-26,45.65587
2021-09-27,52.29982
2021-09-28,46.84838
2021-09-29,45.1448
2021-09-30,49.06303
2021-10-01,41.22657
2021-10-02,41.73764
2021-10-03,54.34412
2021-10-04,57.92163
2021-10-05,54.68483
2021-10-06,58.94378
2021-10-07,45.99659
2021-10-08,41.39693
2021-10-09,36.96763
2021-10-10,42.41908
2021-10-11,48.3816
2021-10-12,44.12265
2021-10-13,44.80408
2021-10-14,41.39693
2021-10-15,36.2862
2021-10-16,32.19761
2021-10-17,39.86371
2021-10-18,39.52299
2021-10-19,41.05621
2021-10-20,35.09369
2021-10-21,40.54514
2021-10-22,36.45655
2021-10-23,26.06473
2021-10-24,33.73083
2021-10-25,40.20442
2021-10-26,41.908
2021-10-27,44.12265
2021-10-28,40.37478
2021-10-29,33.21976
2021-10-30,35.94548
2021-10-31,50.25553
2021-11-01,39.35264
2021-11-02,39.35264
2021-11-03,35.94548
2021-11-04,29.64224
2021-11-05,33.21976
2021-11-06,28.79045
2021-11-07,39.01192
2021-11-08,37.98977
2021-11-09,39.69335
2021-11-10,30.15332
2021-11-11,36.79727
2021-11-12,32.53833
2021-11-13,31.85689
2021-11-14,39.86371
2021-11-15,42.41908
2021-11-16,44.12265
2021-11-17,53.66269
2021-11-18,45.82623
2021-11-19,39.35264
2021-11-20,31.00511
2021-11-21,41.22657
2021-11-22,35.77512
2021-11-23,34.07155
2021-11-24,39.01192
2021-11-25,37.98977
2021-11-26,36.62691
2021-11-27,26.40545
2021-11-28,37.81942
2021-11-29,35.77512
2021-11-30,41.73764
2021-12-01,33.90119
2021-12-02,36.62691
2021-12-03,24.70187
2021-12-04,27.59795
2021-12-05,33.21976
2021-12-06,35.60477
2021-12-07,37.30834
2021-12-08,34.75298
2021-12-09,32.87904
2021-12-10,33.90119
2021-12-11,32.19761
2021-12-12,27.93867
2021-12-13,34.75298
2021-12-14,30.49403
2021-12-15,29.47189
2021-12-16,33.21976
2021-12-17,34.92333
2021-12-18,26.06473
2021-12-19,33.73083
2021-12-20,41.73764
2021-12-21,30.15332
2021-12-22,39.18228
2021-12-23,28.10902
2021-12-24,25.72402
2021-12-25,24.87223
2021-12-26,36.62691
2021-12-27,36.96763
2021-12-28,36.2862
2021-12-29,35.26405
2021-12-30,35.43441
2021-12-31,26.23509
2022-01-01,34.58262
2022-01-02,34.58262
2022-01-03,35.09369
2022-01-04,36.96763
2022-01-05,43.10051
2022-01-06,34.92333
2022-01-07,32.87904
2022-01-08,36.2862
2022-01-09,45.65587
2022-01-10,38.16013
2022-01-11,36.62691
2022-01-12,37.4787
2022-01-13,43.95229
2022-01-14,41.22657
2022-01-15,30.32367
2022-01-16,40.37478
2022-01-17,40.03407
2022-01-18,37.98977
2022-01-19,33.56047
2022-01-20,37.30834
2022-01-21,29.13117
2022-01-22,25.55366
2022-01-23,49.06303
2022-01-24,39.69335
2022-01-25,46.3373
2022-01-26,35.60477
2022-01-27,37.13798
2022-01-28,33.73083
2022-01-29,29.8126
2022-01-30,33.0494
2022-01-31,42.75979
2022-02-01,36.62691
2022-02-02,54.68483
2022-02-03,53.49233
2022-02-04,40.37478
2022-02-05,45.82623
2022-02-06,54.17376
2022-02-07,59.79557
2022-02-08,44.46337
2022-02-09,31.51618
2022-02-10,39.35264
2022-02-11,43.44122
2022-02-12,38.33049
2022-02-13,48.55195
2022-02-14,44.29301
2022-02-15,42.24872
2022-02-16,39.01192
2022-02-17,36.45655
2022-02-18,36.62691
2022-02-19,40.7155
2022-02-20,49.23339
2022-02-21,46.3373
2022-02-22,41.22657
2022-02-23,43.61158
2022-02-24,39.35264
2022-02-25,30.83475
2022-02-26,34.07155
2022-02-27,39.86371
2022-02-28,33.0494
2022-03-01,33.39011
2022-03-02,35.43441
2022-03-03,35.09369
2022-03-04,27.42759
2022-03-05,32.19761
2022-03-06,32.70868
2022-03-07,38.84156
2022-03-08,35.09369
2022-03-09,26.40545
2022-03-10,32.70868
2022-03-11,40.03407
2022-03-12,32.87904
2022-03-13,40.88586
2022-03-14,41.73764
2022-03-15,35.43441
2022-03-16,37.98977
2022-03-17,39.52299
2022-03-18,36.45655
2022-03-19,30.66439
2022-03-20,28.44974
2022-03-21,42.93015
2022-03-22,37.30834
2022-03-23,38.6712
2022-03-24,31.85689
2022-03-25,35.09369
2022-03-26,36.79727
2022-03-27,44.63373
2022-03-28,39.86371
2022-03-29,35.09369
2022-03-30,35.09369
2022-03-31,41.05621
2022-04-01,35.43441
2022-04-02,31.00511
2022-04-03,33.39011
2022-04-04,38.84156
2022-04-05,53.32197
2022-04-06,40.88586
2022-04-07,39.35264
2022-04-08,29.64224
2022-04-09,23.50936
2022-04-10,39.35264
2022-04-11,33.90119
2022-04-12,31.17546
2022-04-13,38.16013
2022-04-14,35.94548
2022-04-15,28.6201
2022-04-16,26.06473
2022-04-17,26.40545
2022-04-18,36.2862
2022-04-19,34.2419
2022-04-20,37.81942
2022-04-21,29.64224
2022-04-22,25.55366
2022-04-23,27.59795
2022-04-24,29.98296
2022-04-25,39.01192
2022-04-26,39.86371
2022-04-27,35.94548
2022-04-28,31.51618
2022-04-29,25.04258
2022-04-30,25.89437
2022-05-01,32.36797
2022-05-02,31.85689
2022-05-03,25.21294
2022-05-04,25.04258
2022-05-05,29.98296
2022-05-06,32.02725
2022-05-07,27.59795
2022-05-08,26.5758
2022-05-09,33.56047
2022-05-10,33.56047
2022-05-11,36.96763
2022-05-12,33.39011
2022-05-13,29.47189
2022-05-14,21.97614
2022-05-15,29.13117
2022-05-16,45.48551
2022-05-17,31.85689
2022-05-18,32.19761
2022-05-19,31.85689
2022-05-20,28.79045
2022-05-21,26.06473
2022-05-22,31.85689
2022-05-23,39.52299
2022-05-24,34.07155
2022-05-25,39.35264
2022-05-26,37.81942
2022-05-27,35.94548
2022-05-28,27.25724
2022-05-29,30.66439
2022-05-30,41.908
2022-05-31,37.64906
2022-06-01,29.47189
2022-06-02,32.87904
2022-06-03,34.92333
2022-06-04,27.42759
2022-06-05,28.79045
2022-06-06,40.7155
2022-06-07,38.6712
2022-06-08,42.41908
2022-06-09,40.7155
2022-06-10,33.90119
2022-06-11,30.32367
2022-06-12,30.49403
2022-06-13,38.33049
2022-06-14,40.37478
2022-06-15,34.75298
2022-06-16,31.00511
2022-06-17,36.62691
2022-06-18,21.80579
2022-06-19,32.87904
2022-06-20,43.61158
2022-06-21,47.70017
2022-06-22,38.16013
2022-06-23,34.75298
2022-06-24,32.36797
2022-06-25,21.63543
2022-06-26,33.21976
2022-06-27,45.48551
2022-06-28,39.69335
2022-06-29,33.90119
2022-06-30,35.60477
2022-07-01,27.42759
2022-07-02,26.5758
2022-07-03,32.36797
2022-07-04,28.10902
2022-07-05,30.83475
2022-07-06,31.00511
2022-07-07,31.51618
2022-07-08,20.27257
2022-07-09,29.30153
2022-07-10,25.3833
2022-07-11,31.34582
2022-07-12,41.22657
2022-07-13,38.33049
2022-07-14,29.64224
2022-07-15,26.5758
2022-07-16,21.12436
2022-07-17,33.0494
2022-07-18,41.39693
2022-07-19,29.8126
2022-07-20,36.11584
2022-07-21,34.92333
2022-07-22,27.59795
2022-07-23,26.5758
2022-07-24,27.93867
2022-07-25,32.19761
2022-07-26,39.35264
2022-07-27,38.16013
2022-07-28,41.56729
2022-07-29,30.66439
2022-07-30,29.64224
2022-07-31,40.54514
2022-08-01,31.85689
2022-08-02,40.54514
2022-08-03,34.07155
2022-08-04,30.15332
2022-08-05,38.33049
2022-08-06,38.84156
2022-08-07,42.24872
2022-08-08,46.16695
2022-08-09,33.0494
2022-08-10,39.52299
2022-08-11,38.6712
2022-08-12,37.30834
2022-08-13,29.47189
2022-08-14,29.64224
2022-08-15,46.50766
2022-08-16,43.78194
2022-08-17,38.50085
2022-08-18,37.98977
2022-08-19,36.2862
2022-08-20,28.79045
2022-08-21,38.84156
2022-08-22,53.66269
2022-08-23,45.31516
2022-08-24,43.61158
2022-08-25,44.63373
2022-08-26,34.75298
2022-08-27,28.6201
2022-08-28,33.90119
2022-08-29,39.69335
2022-08-30,44.63373
2022-08-31,36.2862
2022-09-01,32.02725
2022-09-02,32.36797
2022-09-03,27.25724
2022-09-04,39.01192
2022-09-05,35.77512
2022-09-06,37.64906
2022-09-07,34.41226
2022-09-08,25.21294
2022-09-09,20.954
2022-09-10,25.3833
2022-09-11,38.33049
2022-09-12,56.55877
2022-09-13,57.58091
2022-09-14,35.77512
2022-09-15,38.16013
2022-09-16,31.51618
2022-09-17,29.13117
2022-09-18,41.56729
2022-09-19,46.3373
2022-09-20,48.21124
2022-09-21,36.11584
2022-09-22,35.60477
2022-09-23,35.77512
2022-09-24,21.97614
2022-09-25,27.76831
2022-09-26,41.73764
2022-09-27,37.64906
2022-09-28,31.34582
2022-09-29,32.70868
2022-09-30,29.64224
2022-10-01,22.48722
2022-10-02,22.31686
2022-10-03,40.7155
2022-10-04,42.93015
2022-10-05,34.2419
2022-10-06,34.07155
2022-10-07,33.39011
2022-10-08,25.3833
2022-10-09,33.21976
2022-10-10,38.84156
2022-10-11,38.6712
2022-10-12,34.58262
2022-10-13,27.25724
2022-10-14,24.53151
2022-10-15,27.25724
2022-10-16,32.19761
2022-10-17,42.24872
2022-10-18,37.64906
2022-10-19,32.02725
2022-10-20,33.0494
2022-10-21,31.51618
2022-10-22,22.65758
2022-10-23,20.954
2022-10-24,33.73083
2022-10-25,30.15332
2022-10-26,34.07155
2022-10-27,30.66439
2022-10-28,26.5758
2022-10-29,19.59114
2022-10-30,21.97614
2022-10-31,35.26405
2022-11-01,28.79045
2022-11-02,32.19761
2022-11-03,33.90119
2022-11-04,25.3833
2022-11-05,28.27938
2022-11-06,30.49403
2022-11-07,34.41226
2022-11-08,36.79727
2022-11-09,31.51618
2022-11-10,33.0494
2022-11-11,31.17546
2022-11-12,24.36115
2022-11-13,28.79045
2022-11-14,32.87904
2022-11-15,39.52299
2022-11-16,32.87904
2022-11-17,35.43441
2022-11-18,29.47189
2022-11-19,22.82793
2022-11-20,29.8126
2022-11-21,43.10051
2022-11-22,47.18909
2022-11-23,34.92333
2022-11-24,32.36797
2022-11-25,30.15332
2022-11-26,28.96081
2022-11-27,32.02725
2022-11-28,34.2419
2022-11-29,40.03407
2022-11-30,37.13798
2022-12-01,29.30153
2022-12-02,28.27938
2022-12-03,25.55366
2022-12-04,32.02725
2022-12-05,31.17546
2022-12-06,59.96592
2022-12-07,33.90119
2022-12-08,37.4787
2022-12-09,28.96081
2022-12-10,28.6201
2022-12-11,36.45655
2022-12-12,35.43441
2022-12-13,36.45655
2022-12-14,30.15332
2022-12-15,27.25724
2022-12-16,33.0494
2022-12-17,25.72402
2022-12-18,29.64224
2022-12-19,41.56729
2022-12-20,36.45655
2022-12-21,29.98296
2022-12-22,24.70187
2022-12-23,26.5758
2022-12-24,22.1465
2022-12-25,24.87223
2022-12-26,27.93867
2022-12-27,32.87904
2022-12-28,31.17546
2022-12-29,28.79045
2022-12-30,24.1908
2022-12-31,19.93185
2023-01-01,31.85689
2023-01-02,33.90119
2023-01-03,34.92333
2023-01-04,32.02725
2023-01-05,31.34582
2023-01-06,29.47189
2023-01-07,25.89437
2023-01-08,38.16013
2023-01-09,37.81942
2023-01-10,32.70868
2023-01-11,27.08688
2023-01-12,41.22657
2023-01-13,35.60477
2023-01-14,29.30153
2023-01-15,33.0494
2023-01-16,40.03407
2023-01-17,31.68654
2023-01-18,27.42759
2023-01-19,30.66439
2023-01-20,37.98977
2023-01-21,22.1465
2023-01-22,29.98296
2023-01-23,32.36797
2023-01-24,39.01192
2023-01-25,39.52299
2023-01-26,54.17376
2023-01-27,41.22657
2023-01-28,38.6712
2023-01-29,34.75298
2023-01-30,39.69335
2023-01-31,36.11584
2023-02-01,37.30834
2023-02-02,30.66439
2023-02-03,28.6201
2023-02-04,28.6201
2023-02-05,36.2862
2023-02-06,35.77512
2023-02-07,39.18228
2023-02-08,37.98977
2023-02-09,30.83475
2023-02-10,33.73083
2023-02-11,30.15332
2023-02-12,31.51618
2023-02-13,37.64906
2023-02-14,33.90119
2023-02-15,43.10051
2023-02-16,45.48551
2023-02-17,35.94548
2023-02-18,32.53833
2023-02-19,37.4787
2023-02-20,31.85689
2023-02-21,37.81942
2023-02-22,36.79727
2023-02-23,33.56047
2023-02-24,34.07155
2023-02-25,32.36797
2023-02-26,36.62691
2023-02-27,38.84156
2023-02-28,37.98977
2023-03-01,31.17546
2023-03-02,32.19761
2023-03-03,39.18228
2023-03-04,31.68654
2023-03-05,35.26405
2023-03-06,34.07155
2023-03-07,39.18228
2023-03-08,32.19761
2023-03-09,28.79045
2023-03-10,27.25724
2023-03-11,21.29471
2023-03-12,26.40545
2023-03-13,31.34582
2023-03-14,36.96763
2023-03-15,34.58262
2023-03-16,31.00511
2023-03-17,24.87223
2023-03-18,24.36115
2023-03-19,25.89437
2023-03-20,49.40374
2023-03-21,42.07836
2023-03-22,37.4787
2023-03-23,34.75298
2023-03-24,34.2419
2023-03-25,19.59114
2023-03-26,26.5758
2023-03-27,39.52299
2023-03-28,36.79727
2023-03-29,33.0494
2023-03-30,33.73083
2023-03-31,27.25724
2023-04-01,23.50936
2023-04-02,25.55366
2023-04-03,33.90119
2023-04-04,35.94548
2023-04-05,46.3373
2023-04-06,33.21976
2023-04-07,27.42759
2023-04-08,21.80579
2023-04-09,32.19761
2023-04-10,29.98296
2023-04-11,31.51618
2023-04-12,29.64224
2023-04-13,33.21976
2023-04-14,31.17546
2023-04-15,29.30153
2023-04-16,28.79045
2023-04-17,38.84156
2023-04-18,34.41226
2023-04-19,29.13117
2023-04-20,29.13117
2023-04-21,33.90119
2023-04-22,24.02044
2023-04-23,27.08688
2023-04-24,37.64906
2023-04-25,31.17546
2023-04-26,30.83475
2023-04-27,30.49403
2023-04-28,22.31686
2023-04-29,22.99829
2023-04-30,26.91652
2023-05-01,28.44974
2023-05-02,35.26405
2023-05-03,30.66439
2023-05-04,31.51618
2023-05-05,28.96081
2023-05-06,26.40545
2023-05-07,34.2419
2023-05-08,34.2419
2023-05-09,31.00511
2023-05-10,32.87904
2023-05-11,34.58262
2023-05-12,53.83304
2023-05-13,41.73764
2023-05-14,59.62521
2023-05-15,54.0034
2023-05-16,46.84838
2023-05-17,45.99659
2023-05-18,39.52299
2023-05-19,38.16013
2023-05-20,26.91652
2023-05-21,42.07836
2023-05-22,47.52981
2023-05-23,47.70017
2023-05-24,45.99659
2023-05-25,38.50085
2023-05-26,43.27086
2023-05-27,37.4787
2023-05-28,44.12265
2023-05-29,47.01873
