date,인덕원아파트
2021-05-07,5.12077
2021-05-08,6.13526
2021-05-09,6.37681
2021-05-10,5.84541
2021-05-11,5.70048
2021-05-12,4.87922
2021-05-13,5.36231
2021-05-14,5.70048
2021-05-15,5.12077
2021-05-16,6.42512
2021-05-17,5.7971
2021-05-18,5.74879
2021-05-19,6.61835
2021-05-20,5.94202
2021-05-21,5.36231
2021-05-22,5.16908
2021-05-23,6.28019
2021-05-24,6.42512
2021-05-25,5.41062
2021-05-26,12.22222
2021-05-27,10.14492
2021-05-28,8.01932
2021-05-29,8.01932
2021-05-30,9.75845
2021-05-31,9.75845
2021-06-01,10.62801
2021-06-02,10.0
2021-06-03,8.9855
2021-06-04,7.29468
2021-06-05,7.53623
2021-06-06,7.05314
2021-06-07,8.11594
2021-06-08,8.88888
2021-06-09,8.50241
2021-06-10,6.37681
2021-06-11,7.68115
2021-06-12,6.3285
2021-06-13,7.24637
2021-06-14,7.68115
2021-06-15,7.10144
2021-06-16,8.50241
2021-06-17,22.70531
2021-06-18,42.51207
2021-06-19,20.28985
2021-06-20,22.22222
2021-06-21,22.51207
2021-06-22,28.74396
2021-06-23,18.06763
2021-06-24,15.89371
2021-06-25,15.50724
2021-06-26,16.8599
2021-06-27,13.38164
2021-06-28,12.51207
2021-06-29,12.75362
2021-06-30,12.27053
2021-07-01,9.56521
2021-07-02,7.63285
2021-07-03,8.9855
2021-07-04,9.37198
2021-07-05,10.0483
2021-07-06,8.16425
2021-07-07,8.40579
2021-07-08,7.82608
2021-07-09,6.71497
2021-07-10,6.81159
2021-07-11,6.81159
2021-07-12,8.11594
2021-07-13,6.61835
2021-07-14,8.74396
2021-07-15,8.64734
2021-07-16,6.37681
2021-07-17,7.24637
2021-07-18,6.81159
2021-07-19,15.16908
2021-07-20,10.82125
2021-07-21,8.88888
2021-07-22,7.53623
2021-07-23,7.10144
2021-07-24,7.43961
2021-07-25,7.48792
2021-07-26,7.77777
2021-07-27,8.06763
2021-07-28,6.8599
2021-07-29,6.66666
2021-07-30,6.03864
2021-07-31,6.37681
2021-08-01,6.18357
2021-08-02,6.66666
2021-08-03,5.65217
2021-08-04,7.87439
2021-08-05,8.79227
2021-08-06,11.0628
2021-08-07,8.30917
2021-08-08,7.00483
2021-08-09,9.66183
2021-08-10,9.08212
2021-08-11,9.66183
2021-08-12,9.71014
2021-08-13,8.40579
2021-08-14,8.74396
2021-08-15,10.96618
2021-08-16,9.61352
2021-08-17,7.68115
2021-08-18,6.76328
2021-08-19,7.97101
2021-08-20,6.66666
2021-08-21,5.55555
2021-08-22,6.42512
2021-08-23,7.9227
2021-08-24,6.8599
2021-08-25,5.99033
2021-08-26,7.87439
2021-08-27,7.48792
2021-08-28,7.3913
2021-08-29,6.37681
2021-08-30,9.80676
2021-08-31,6.8599
2021-09-01,7.43961
2021-09-02,7.34299
2021-09-03,6.37681
2021-09-04,6.03864
2021-09-05,5.65217
2021-09-06,6.03864
2021-09-07,5.2657
2021-09-08,6.76328
2021-09-09,6.37681
2021-09-10,6.42512
2021-09-11,5.02415
2021-09-12,6.42512
2021-09-13,5.60386
2021-09-14,6.42512
2021-09-15,4.68599
2021-09-16,6.42512
2021-09-17,5.12077
2021-09-18,4.2512
2021-09-19,4.10628
2021-09-20,4.97584
2021-09-21,5.02415
2021-09-22,5.7971
2021-09-23,7.05314
2021-09-24,7.10144
2021-09-25,4.87922
2021-09-26,6.08695
2021-09-27,5.99033
2021-09-28,5.65217
2021-09-29,4.49275
2021-09-30,5.21739
2021-10-01,4.2512
2021-10-02,5.21739
2021-10-03,4.73429
2021-10-04,5.70048
2021-10-05,5.7971
2021-10-06,6.52173
2021-10-07,4.97584
2021-10-08,4.58937
2021-10-09,3.67149
2021-10-10,5.70048
2021-10-11,6.03864
2021-10-12,4.83091
2021-10-13,3.86473
2021-10-14,4.87922
2021-10-15,4.54106
2021-10-16,4.63768
2021-10-17,5.2657
2021-10-18,4.63768
2021-10-19,4.83091
2021-10-20,5.07246
2021-10-21,4.97584
2021-10-22,4.92753
2021-10-23,4.15458
2021-10-24,5.41062
2021-10-25,4.34782
2021-10-26,5.314
2021-10-27,4.63768
2021-10-28,4.44444
2021-10-29,5.55555
2021-10-30,5.60386
2021-10-31,5.12077
2021-11-01,5.12077
2021-11-02,5.84541
2021-11-03,3.57487
2021-11-04,4.58937
2021-11-05,5.12077
2021-11-06,5.41062
2021-11-07,4.68599
2021-11-08,5.12077
2021-11-09,6.13526
2021-11-10,4.54106
2021-11-11,4.49275
2021-11-12,4.87922
2021-11-13,3.81642
2021-11-14,4.97584
2021-11-15,5.94202
2021-11-16,5.60386
2021-11-17,5.65217
2021-11-18,5.2657
2021-11-19,4.15458
2021-11-20,5.60386
2021-11-21,5.94202
2021-11-22,5.45893
2021-11-23,4.92753
2021-11-24,2.99516
2021-11-25,4.20289
2021-11-26,4.44444
2021-11-27,3.57487
2021-11-28,5.50724
2021-11-29,5.70048
2021-11-30,4.68599
2021-12-01,4.44444
2021-12-02,4.83091
2021-12-03,4.05797
2021-12-04,4.00966
2021-12-05,39.85507
2021-12-06,19.22705
2021-12-07,13.62318
2021-12-08,23.38164
2021-12-09,19.71014
2021-12-10,11.49758
2021-12-11,8.79227
2021-12-12,13.1884
2021-12-13,12.80193
2021-12-14,11.83574
2021-12-15,7.10144
2021-12-16,7.48792
2021-12-17,7.77777
2021-12-18,9.03381
2021-12-19,7.58454
2021-12-20,14.39613
2021-12-21,10.82125
2021-12-22,6.3285
2021-12-23,5.21739
2021-12-24,3.96135
2021-12-25,4.20289
2021-12-26,5.02415
2021-12-27,5.16908
2021-12-28,5.41062
2021-12-29,5.36231
2021-12-30,5.65217
2021-12-31,4.15458
2022-01-01,5.16908
2022-01-02,5.45893
2022-01-03,6.76328
2022-01-04,7.68115
2022-01-05,6.13526
2022-01-06,4.97584
2022-01-07,6.08695
2022-01-08,4.7826
2022-01-09,4.97584
2022-01-10,5.12077
2022-01-11,6.03864
2022-01-12,7.19806
2022-01-13,14.54106
2022-01-14,7.48792
2022-01-15,7.05314
2022-01-16,6.13526
2022-01-17,4.34782
2022-01-18,5.55555
2022-01-19,4.87922
2022-01-20,5.45893
2022-01-21,5.55555
2022-01-22,5.16908
2022-01-23,5.94202
2022-01-24,5.2657
2022-01-25,4.68599
2022-01-26,5.65217
2022-01-27,4.68599
2022-01-28,5.12077
2022-01-29,3.96135
2022-01-30,4.20289
2022-01-31,5.02415
2022-02-01,7.3913
2022-02-02,8.50241
2022-02-03,6.8599
2022-02-04,7.10144
2022-02-05,4.92753
2022-02-06,6.71497
2022-02-07,6.8599
2022-02-08,6.52173
2022-02-09,5.50724
2022-02-10,6.13526
2022-02-11,6.66666
2022-02-12,6.71497
2022-02-13,5.55555
2022-02-14,6.47342
2022-02-15,5.7971
2022-02-16,5.74879
2022-02-17,6.37681
2022-02-18,5.50724
2022-02-19,6.61835
2022-02-20,7.63285
2022-02-21,5.21739
2022-02-22,5.84541
2022-02-23,5.21739
2022-02-24,8.01932
2022-02-25,7.58454
2022-02-26,5.84541
2022-02-27,6.23188
2022-02-28,4.68599
2022-03-01,6.13526
2022-03-02,6.3285
2022-03-03,5.89371
2022-03-04,5.74879
2022-03-05,7.29468
2022-03-06,7.53623
2022-03-07,9.42028
2022-03-08,10.28985
2022-03-09,4.63768
2022-03-10,4.15458
2022-03-11,5.84541
2022-03-12,4.68599
2022-03-13,4.39613
2022-03-14,5.16908
2022-03-15,4.7826
2022-03-16,5.70048
2022-03-17,5.16908
2022-03-18,4.44444
2022-03-19,5.55555
2022-03-20,5.50724
2022-03-21,5.60386
2022-03-22,5.21739
2022-03-23,5.2657
2022-03-24,4.83091
2022-03-25,5.21739
2022-03-26,5.99033
2022-03-27,6.18357
2022-03-28,7.43961
2022-03-29,5.84541
2022-03-30,5.55555
2022-03-31,4.54106
2022-04-01,4.10628
2022-04-02,5.55555
2022-04-03,7.72946
2022-04-04,5.50724
2022-04-05,6.61835
2022-04-06,5.2657
2022-04-07,4.15458
2022-04-08,5.74879
2022-04-09,4.63768
2022-04-10,6.13526
2022-04-11,5.74879
2022-04-12,4.58937
2022-04-13,5.2657
2022-04-14,5.50724
2022-04-15,4.44444
2022-04-16,6.08695
2022-04-17,5.70048
2022-04-18,4.87922
2022-04-19,4.92753
2022-04-20,4.7826
2022-04-21,4.73429
2022-04-22,3.86473
2022-04-23,5.74879
2022-04-24,5.60386
2022-04-25,9.22705
2022-04-26,15.07246
2022-04-27,9.08212
2022-04-28,7.68115
2022-04-29,7.77777
2022-04-30,6.81159
2022-05-01,10.91787
2022-05-02,6.61835
2022-05-03,7.34299
2022-05-04,8.88888
2022-05-05,7.58454
2022-05-06,6.76328
2022-05-07,6.28019
2022-05-08,7.77777
2022-05-09,6.28019
2022-05-10,6.18357
2022-05-11,6.71497
2022-05-12,6.95652
2022-05-13,6.37681
2022-05-14,5.55555
2022-05-15,6.71497
2022-05-16,5.65217
2022-05-17,5.50724
2022-05-18,7.19806
2022-05-19,6.57004
2022-05-20,5.36231
2022-05-21,5.55555
2022-05-22,6.28019
2022-05-23,12.99516
2022-05-24,30.19323
2022-05-25,11.15942
2022-05-26,8.84057
2022-05-27,9.95169
2022-05-28,9.90338
2022-05-29,42.80193
2022-05-30,24.39613
2022-05-31,15.314
2022-06-01,13.47826
2022-06-02,8.69565
2022-06-03,9.13043
2022-06-04,15.74879
2022-06-05,15.94202
2022-06-06,13.91304
2022-06-07,50.62801
2022-06-08,24.39613
2022-06-09,17.48792
2022-06-10,12.60869
2022-06-11,11.83574
2022-06-12,13.91304
2022-06-13,12.46376
2022-06-14,10.28985
2022-06-15,9.61352
2022-06-16,8.88888
2022-06-17,8.88888
2022-06-18,9.17874
2022-06-19,8.79227
2022-06-20,9.42028
2022-06-21,11.15942
2022-06-22,8.35748
2022-06-23,7.63285
2022-06-24,7.10144
2022-06-25,7.10144
2022-06-26,7.77777
2022-06-27,8.06763
2022-06-28,8.74396
2022-06-29,7.19806
2022-06-30,6.3285
2022-07-01,5.94202
2022-07-02,7.14975
2022-07-03,8.26086
2022-07-04,34.97584
2022-07-05,27.14975
2022-07-06,16.42512
2022-07-07,15.94202
2022-07-08,10.48309
2022-07-09,10.72463
2022-07-10,13.7198
2022-07-11,11.93236
2022-07-12,9.80676
2022-07-13,9.80676
2022-07-14,12.1256
2022-07-15,9.95169
2022-07-16,9.90338
2022-07-17,12.22222
2022-07-18,10.72463
2022-07-19,10.57971
2022-07-20,9.17874
2022-07-21,6.95652
2022-07-22,9.08212
2022-07-23,11.30434
2022-07-24,11.11111
2022-07-25,9.90338
2022-07-26,7.24637
2022-07-27,7.77777
2022-07-28,8.11594
2022-07-29,7.63285
2022-07-30,6.61835
2022-07-31,8.79227
2022-08-01,9.27536
2022-08-02,9.08212
2022-08-03,7.87439
2022-08-04,10.24154
2022-08-05,10.38647
2022-08-06,9.5169
2022-08-07,13.1884
2022-08-08,12.60869
2022-08-09,12.36714
2022-08-10,11.73913
2022-08-11,57.82608
2022-08-12,28.06763
2022-08-13,17.48792
2022-08-14,15.02415
2022-08-15,17.00483
2022-08-16,16.61835
2022-08-17,14.7826
2022-08-18,15.60386
2022-08-19,12.99516
2022-08-20,12.60869
2022-08-21,13.04347
2022-08-22,14.58937
2022-08-23,13.09178
2022-08-24,13.47826
2022-08-25,11.5942
2022-08-26,12.657
2022-08-27,11.73913
2022-08-28,11.35265
2022-08-29,11.98067
2022-08-30,11.98067
2022-08-31,12.22222
2022-09-01,13.14009
2022-09-02,12.02898
2022-09-03,10.96618
2022-09-04,9.46859
2022-09-05,11.35265
2022-09-06,9.56521
2022-09-07,11.69082
2022-09-08,11.15942
2022-09-09,10.96618
2022-09-10,8.84057
2022-09-11,10.09661
2022-09-12,17.19806
2022-09-13,12.70531
2022-09-14,12.51207
2022-09-15,12.36714
2022-09-16,11.11111
2022-09-17,12.22222
2022-09-18,11.54589
2022-09-19,14.49275
2022-09-20,17.9227
2022-09-21,16.57004
2022-09-22,12.41545
2022-09-23,13.7198
2022-09-24,15.12077
2022-09-25,11.49758
2022-09-26,12.1256
2022-09-27,13.14009
2022-09-28,15.16908
2022-09-29,14.39613
2022-09-30,10.0
2022-10-01,12.02898
2022-10-02,10.24154
2022-10-03,11.73913
2022-10-04,9.75845
2022-10-05,9.13043
2022-10-06,11.15942
2022-10-07,9.66183
2022-10-08,8.16425
2022-10-09,10.24154
2022-10-10,19.27536
2022-10-11,10.38647
2022-10-12,10.86956
2022-10-13,11.88405
2022-10-14,9.03381
2022-10-15,8.93719
2022-10-16,9.37198
2022-10-17,11.64251
2022-10-18,8.74396
2022-10-19,9.03381
2022-10-20,12.75362
2022-10-21,11.11111
2022-10-22,14.34782
2022-10-23,13.23671
2022-10-24,14.68599
2022-10-25,14.20289
2022-10-26,14.83091
2022-10-27,16.18357
2022-10-28,10.77294
2022-10-29,10.77294
2022-10-30,12.22222
2022-10-31,11.93236
2022-11-01,12.46376
2022-11-02,10.86956
2022-11-03,12.85024
2022-11-04,12.85024
2022-11-05,19.56521
2022-11-06,17.48792
2022-11-07,12.60869
2022-11-08,11.69082
2022-11-09,12.60869
2022-11-10,15.55555
2022-11-11,11.64251
2022-11-12,11.98067
2022-11-13,12.22222
2022-11-14,12.70531
2022-11-15,12.80193
2022-11-16,11.40096
2022-11-17,10.48309
2022-11-18,10.19323
2022-11-19,9.32367
2022-11-20,11.25603
2022-11-21,11.15942
2022-11-22,10.33816
2022-11-23,9.5169
2022-11-24,10.96618
2022-11-25,10.5314
2022-11-26,11.11111
2022-11-27,10.77294
2022-11-28,11.20772
2022-11-29,10.28985
2022-11-30,12.60869
2022-12-01,10.48309
2022-12-02,10.77294
2022-12-03,7.3913
2022-12-04,10.24154
2022-12-05,10.0483
2022-12-06,8.59903
2022-12-07,9.22705
2022-12-08,8.30917
2022-12-09,8.93719
2022-12-10,9.66183
2022-12-11,9.85507
2022-12-12,10.14492
2022-12-13,9.66183
2022-12-14,9.13043
2022-12-15,8.30917
2022-12-16,10.19323
2022-12-17,11.78743
2022-12-18,14.10628
2022-12-19,11.20772
2022-12-20,10.91787
2022-12-21,11.5942
2022-12-22,12.02898
2022-12-23,69.85507
2022-12-24,35.2657
2022-12-25,21.49758
2022-12-26,19.42028
2022-12-27,16.42512
2022-12-28,12.99516
2022-12-29,13.47826
2022-12-30,16.23188
2022-12-31,10.57971
2023-01-01,12.27053
2023-01-02,13.81642
2023-01-03,11.93236
2023-01-04,11.5942
2023-01-05,8.93719
2023-01-06,10.48309
2023-01-07,10.24154
2023-01-08,13.23671
2023-01-09,11.54589
2023-01-10,11.64251
2023-01-11,11.78743
2023-01-12,11.44927
2023-01-13,9.90338
2023-01-14,11.20772
2023-01-15,11.83574
2023-01-16,10.62801
2023-01-17,14.68599
2023-01-18,14.39613
2023-01-19,12.02898
2023-01-20,8.84057
2023-01-21,8.30917
2023-01-22,12.36714
2023-01-23,10.62801
2023-01-24,10.62801
2023-01-25,11.15942
2023-01-26,10.86956
2023-01-27,9.75845
2023-01-28,11.69082
2023-01-29,10.57971
2023-01-30,11.35265
2023-01-31,11.20772
2023-02-01,10.72463
2023-02-02,8.79227
2023-02-03,10.5314
2023-02-04,12.1256
2023-02-05,11.73913
2023-02-06,11.25603
2023-02-07,9.85507
2023-02-08,10.38647
2023-02-09,8.84057
2023-02-10,9.32367
2023-02-11,10.0483
2023-02-12,10.0
2023-02-13,11.40096
2023-02-14,8.30917
2023-02-15,9.03381
2023-02-16,10.48309
2023-02-17,9.95169
2023-02-18,9.46859
2023-02-19,10.48309
2023-02-20,10.28985
2023-02-21,7.63285
2023-02-22,7.63285
2023-02-23,7.87439
2023-02-24,6.61835
2023-02-25,24.44444
2023-02-26,13.57487
2023-02-27,10.86956
2023-02-28,8.59903
2023-03-01,11.40096
2023-03-02,10.0
2023-03-03,11.5942
2023-03-04,10.09661
2023-03-05,11.64251
2023-03-06,7.87439
2023-03-07,9.56521
2023-03-08,7.63285
2023-03-09,9.17874
2023-03-10,8.40579
2023-03-11,8.26086
2023-03-12,9.32367
2023-03-13,7.82608
2023-03-14,7.10144
2023-03-15,8.26086
2023-03-16,9.08212
2023-03-17,9.13043
2023-03-18,9.13043
2023-03-19,9.17874
2023-03-20,9.5169
2023-03-21,8.84057
2023-03-22,8.01932
2023-03-23,8.64734
2023-03-24,6.95652
2023-03-25,7.10144
2023-03-26,10.77294
2023-03-27,8.84057
2023-03-28,8.26086
2023-03-29,18.64734
2023-03-30,12.31884
2023-03-31,9.46859
2023-04-01,9.46859
2023-04-02,10.38647
2023-04-03,13.14009
2023-04-04,12.51207
2023-04-05,8.26086
2023-04-06,8.64734
2023-04-07,9.22705
2023-04-08,8.16425
2023-04-09,9.27536
2023-04-10,8.93719
2023-04-11,9.66183
2023-04-12,7.9227
2023-04-13,8.55072
2023-04-14,6.71497
2023-04-15,9.08212
2023-04-16,9.22705
2023-04-17,10.91787
2023-04-18,9.85507
2023-04-19,7.97101
2023-04-20,7.19806
2023-04-21,7.68115
2023-04-22,7.58454
2023-04-23,7.43961
2023-04-24,8.21256
2023-04-25,6.28019
2023-04-26,7.3913
2023-04-27,6.71497
2023-04-28,6.47342
2023-04-29,6.76328
2023-04-30,7.19806
2023-05-01,8.16425
2023-05-02,6.8599
2023-05-03,7.82608
2023-05-04,8.40579
2023-05-05,7.43961
2023-05-06,7.97101
2023-05-07,10.28985
2023-05-08,7.77777
2023-05-09,8.84057
2023-05-10,7.19806
2023-05-11,7.10144
2023-05-12,7.00483
2023-05-13,6.66666
2023-05-14,11.54589
2023-05-15,8.4541
2023-05-16,8.59903
2023-05-17,7.9227
2023-05-18,7.05314
2023-05-19,6.8599
2023-05-20,8.26086
2023-05-21,12.31884
2023-05-22,9.5169
2023-05-23,8.30917
2023-05-24,9.61352
2023-05-25,7.3913
2023-05-26,8.21256
2023-05-27,8.11594
2023-05-28,7.29468
2023-05-29,8.79227
