date,한온시스템주가
2021-03-02,73.69453
2021-03-03,66.02343
2021-03-04,100.0
2021-03-05,61.44303
2021-03-06,13.93203
2021-03-07,12.24619
2021-03-08,54.98595
2021-03-09,42.1831
2021-03-10,39.64904
2021-03-11,46.12733
2021-03-12,45.95769
2021-03-13,7.84074
2021-03-14,7.91496
2021-03-15,38.84853
2021-03-16,36.72798
2021-03-17,33.09653
2021-03-18,37.84657
2021-03-19,35.54047
2021-03-20,12.03414
2021-03-21,9.30922
2021-03-22,72.24195
2021-03-23,58.2675
2021-03-24,46.3977
2021-03-25,41.08042
2021-03-26,56.89975
2021-03-27,11.27604
2021-03-28,9.81286
2021-03-29,45.2208
2021-03-30,39.30975
2021-03-31,36.44701
2021-04-01,37.86248
2021-04-02,38.95456
2021-04-03,7.27879
2021-04-04,6.28744
2021-04-05,35.07395
2021-04-06,36.0335
2021-04-07,33.66378
2021-04-08,31.49552
2021-04-09,31.30997
2021-04-10,7.35301
2021-04-11,4.9992
2021-04-12,29.41207
2021-04-13,28.34119
2021-04-14,26.11461
2021-04-15,24.99072
2021-04-16,23.45862
2021-04-17,5.26427
2021-04-18,4.09796
2021-04-19,25.55797
2021-04-20,24.5454
2021-04-21,25.40423
2021-04-22,26.0563
2021-04-23,24.74155
2021-04-24,4.49557
2021-04-25,3.57313
2021-04-26,25.49965
2021-04-27,24.94831
2021-04-28,24.90059
2021-04-29,23.12993
2021-04-30,21.8417
2021-05-01,5.3809
2021-05-02,4.00254
2021-05-03,26.71367
2021-05-04,22.65281
2021-05-05,5.83682
2021-05-06,24.00466
2021-05-07,23.59645
2021-05-08,4.49557
2021-05-09,5.17945
2021-05-10,34.14621
2021-05-11,27.10597
2021-05-12,25.60568
2021-05-13,23.06632
2021-05-14,24.67263
2021-05-15,8.074
2021-05-16,5.72549
2021-05-17,25.90256
2021-05-18,25.92906
2021-05-19,7.57567
2021-05-20,25.39892
2021-05-21,22.41425
2021-05-22,4.52738
2021-05-23,3.95483
2021-05-24,24.68324
2021-05-25,24.80517
2021-05-26,22.53618
2021-05-27,24.03117
2021-05-28,45.44346
2021-05-29,10.42782
2021-05-30,8.29666
2021-05-31,37.74585
2021-06-01,32.43386
2021-06-02,35.46625
2021-06-03,37.08317
2021-06-04,30.24969
2021-06-05,6.913
2021-06-06,7.25229
2021-06-07,34.32645
2021-06-08,31.91432
2021-06-09,28.04431
2021-06-10,29.73015
2021-06-11,59.37019
2021-06-12,12.278
2021-06-13,8.57233
2021-06-14,50.00265
2021-06-15,43.61978
2021-06-16,40.96379
2021-06-17,34.72936
2021-06-18,38.7107
2021-06-19,7.71351
2021-06-20,10.92615
2021-06-21,53.40083
2021-06-22,73.91189
2021-06-23,88.01887
2021-06-24,54.75269
2021-06-25,46.13794
2021-06-26,9.75984
2021-06-27,8.48751
2021-06-28,40.99029
2021-06-29,35.87446
2021-06-30,34.93611
2021-07-01,32.2006
2021-07-02,28.94025
2021-07-03,5.09993
2021-07-04,5.05221
2021-07-05,30.79573
2021-07-06,31.52202
2021-07-07,28.28818
2021-07-08,25.94497
2021-07-09,29.60292
2021-07-10,5.752
2021-07-11,4.78184
2021-07-12,30.90176
2021-07-13,29.42798
2021-07-14,28.91374
2021-07-15,33.19196
2021-07-16,29.18941
2021-07-17,5.16884
2021-07-18,4.16158
2021-07-19,25.95027
2021-07-20,24.77336
2021-07-21,25.91316
2021-07-22,26.65005
2021-07-23,23.10873
2021-07-24,3.93362
2021-07-25,4.26761
2021-07-26,22.12267
2021-07-27,21.40168
2021-07-28,21.19493
2021-07-29,20.95636
2021-07-30,18.88882
2021-07-31,3.28155
2021-08-01,2.59767
2021-08-02,19.82187
2021-08-03,21.33276
2021-08-04,23.99936
2021-08-05,23.7661
2021-08-06,19.578
2021-08-07,2.85744
2021-08-08,2.76202
2021-08-09,20.64358
2021-08-10,20.83973
2021-08-11,31.59624
2021-08-12,26.04569
2021-08-13,26.21534
2021-08-14,4.12977
2021-08-15,2.91045
2021-08-16,4.35243
2021-08-17,20.47394
2021-08-18,21.33276
2021-08-19,18.81461
2021-08-20,17.58468
2021-08-21,2.66129
2021-08-22,2.34321
2021-08-23,19.9438
2021-08-24,21.71446
2021-08-25,20.05513
2021-08-26,21.22674
2021-08-27,19.1645
2021-08-28,2.76732
2021-08-29,2.51285
2021-08-30,19.06907
2021-08-31,19.38716
2021-09-01,18.50182
2021-09-02,16.34416
2021-09-03,20.24598
2021-09-04,3.18613
2021-09-05,2.72491
2021-09-06,18.08301
2021-09-07,17.46275
2021-09-08,18.14133
2021-09-09,16.37597
2021-09-10,16.78948
2021-09-11,2.33791
2021-09-12,1.98271
2021-09-13,15.3316
2021-09-14,15.81402
2021-09-15,15.15665
2021-09-16,13.02019
2021-09-17,12.74452
2021-09-18,1.62752
2021-09-19,1.28823
2021-09-20,1.25642
2021-09-21,1.24052
2021-09-22,1.9191
2021-09-23,17.57938
2021-09-24,14.5947
2021-09-25,1.9509
2021-09-26,1.72825
2021-09-27,14.62651
2021-09-28,13.02019
2021-09-29,12.88766
2021-09-30,13.90552
2021-10-01,11.98112
2021-10-02,2.29019
2021-10-03,1.88729
2021-10-04,2.61358
2021-10-05,13.68817
2021-10-06,12.99899
2021-10-07,14.14409
2021-10-08,13.66696
2021-10-09,2.17356
2021-10-10,1.5586
2021-10-11,2.66659
2021-10-12,12.47945
2021-10-13,14.2077
2021-10-14,15.29449
2021-10-15,12.88766
2021-10-16,2.3167
2021-10-17,2.21597
2021-10-18,12.58018
2021-10-19,12.08185
2021-10-20,10.21046
2021-10-21,10.7353
2021-10-22,11.22302
2021-10-23,1.37835
2021-10-24,1.161
2021-10-25,11.81678
2021-10-26,12.30981
2021-10-27,10.62397
2021-10-28,11.64183
2021-10-29,10.78301
2021-10-30,1.59041
2021-10-31,1.11859
2021-11-01,11.19122
2021-11-02,12.19848
2021-11-03,10.14154
2021-11-04,10.89434
2021-11-05,9.45236
2021-11-06,1.69114
2021-11-07,1.48438
2021-11-08,11.10109
2021-11-09,10.78301
2021-11-10,10.22636
2021-11-11,9.57429
2021-11-12,10.27408
2021-11-13,1.68584
2021-11-14,1.63282
2021-11-15,11.76377
2021-11-16,14.40916
2021-11-17,10.93675
2021-11-18,10.60276
2021-11-19,11.30785
2021-11-20,2.13115
2021-11-21,2.08344
2021-11-22,13.52913
2021-11-23,11.74786
2021-11-24,11.21242
2021-11-25,12.19848
2021-11-26,12.50066
2021-11-27,3.19673
2021-11-28,2.65599
2021-11-29,19.45077
2021-11-30,42.70264
2021-12-01,31.4372
2021-12-02,25.36712
2021-12-03,18.27917
2021-12-04,2.7196
2021-12-05,3.04829
2021-12-06,17.50516
2021-12-07,16.02078
2021-12-08,15.80872
2021-12-09,15.66558
2021-12-10,12.6438
2021-12-11,2.00922
2021-12-12,1.84488
2021-12-13,14.46217
2021-12-14,11.85389
2021-12-15,11.07989
2021-12-16,11.85919
2021-12-17,10.60806
2021-12-18,1.88199
2021-12-19,1.82367
2021-12-20,10.23167
2021-12-21,11.27604
2021-12-22,11.9069
2021-12-23,11.07989
2021-12-24,17.62179
2021-12-25,4.28881
2021-12-26,3.69506
2021-12-27,15.80872
2021-12-28,14.37205
2021-12-29,12.55897
2021-12-30,11.00567
2021-12-31,3.36107
2022-01-01,1.60631
2022-01-02,1.9403
2022-01-03,12.40523
2022-01-04,13.84191
2022-01-05,12.47415
2022-01-06,11.70545
2022-01-07,12.52186
2022-01-08,2.62948
2022-01-09,2.60828
2022-01-10,14.22891
2022-01-11,12.32571
2022-01-12,12.98838
2022-01-13,12.60138
2022-01-14,9.95069
2022-01-15,1.97211
2022-01-16,2.07284
2022-01-17,11.48279
2022-01-18,9.94539
2022-01-19,10.66108
2022-01-20,11.35026
2022-01-21,9.76514
2022-01-22,2.04103
2022-01-23,1.81307
2022-01-24,10.23697
2022-01-25,10.89434
2022-01-26,10.7512
2022-01-27,10.42782
2022-01-28,11.41918
2022-01-29,2.07814
2022-01-30,1.61692
2022-01-31,1.21401
2022-02-01,1.26703
2022-02-02,1.61692
2022-02-03,13.55033
2022-02-04,11.76377
2022-02-05,2.48634
2022-02-06,1.70704
2022-02-07,10.33769
2022-02-08,10.38541
2022-02-09,11.30785
2022-02-10,11.02687
2022-02-11,10.05142
2022-02-12,1.9191
2022-02-13,1.61162
2022-02-14,12.50596
2022-02-15,9.74394
2022-02-16,16.32296
2022-02-17,12.91947
2022-02-18,10.49143
2022-02-19,1.82897
2022-02-20,1.45788
2022-02-21,12.72862
2022-02-22,13.75178
2022-02-23,13.27466
2022-02-24,10.66638
2022-02-25,10.09913
2022-02-26,1.69644
2022-02-27,1.44197
2022-02-28,9.81816
2022-03-01,2.08344
2022-03-02,10.49143
2022-03-03,12.16667
2022-03-04,9.9719
2022-03-05,1.5692
2022-03-06,1.1557
2022-03-07,9.08127
2022-03-08,8.67836
2022-03-09,1.57981
2022-03-10,11.48809
2022-03-11,9.29332
2022-03-12,1.5427
2022-03-13,1.74415
2022-03-14,9.62201
2022-03-15,8.95403
2022-03-16,9.89238
2022-03-17,11.38207
2022-03-18,10.49673
2022-03-19,1.76005
2022-03-20,1.49499
2022-03-21,10.00371
2022-03-22,9.89768
2022-03-23,11.45098
2022-03-24,9.31983
2022-03-25,9.23501
2022-03-26,1.71764
2022-03-27,1.22992
2022-03-28,8.54052
2022-03-29,10.21046
2022-03-30,10.52324
2022-03-31,9.72803
2022-04-01,8.35498
2022-04-02,1.50559
2022-04-03,1.24052
2022-04-04,9.82346
2022-04-05,9.10777
2022-04-06,8.86391
2022-04-07,9.49477
2022-04-08,9.91358
2022-04-09,1.49499
2022-04-10,1.39956
2022-04-11,8.85861
2022-04-12,7.98918
2022-04-13,10.94205
2022-04-14,9.69623
2022-04-15,7.88845
2022-04-16,1.42077
2022-04-17,1.10798
2022-04-18,9.38875
2022-04-19,10.21576
2022-04-20,10.57626
2022-04-21,10.13624
2022-04-22,8.4292
2022-04-23,1.38366
2022-04-24,1.1875
2022-04-25,7.6923
2022-04-26,9.08127
2022-04-27,7.26819
2022-04-28,7.51736
2022-04-29,7.90966
2022-04-30,1.03376
2022-05-01,1.00196
2022-05-02,7.48555
2022-05-03,7.54386
2022-05-04,7.16216
2022-05-05,1.37305
2022-05-06,5.96405
2022-05-07,1.13979
2022-05-08,0.95424
2022-05-09,6.98722
2022-05-10,7.00842
2022-05-11,7.71351
2022-05-12,8.28076
2022-05-13,10.32709
2022-05-14,2.26899
2022-05-15,1.44197
2022-05-16,8.65715
2022-05-17,8.23835
2022-05-18,8.31256
2022-05-19,7.40603
2022-05-20,7.59158
2022-05-21,1.50029
2022-05-22,1.1822
2022-05-23,7.49085
2022-05-24,7.37422
2022-05-25,8.52992
2022-05-26,7.51736
2022-05-27,6.9183
2022-05-28,1.07087
2022-05-29,0.75809
2022-05-30,8.02099
2022-05-31,8.77378
2022-06-01,1.79716
2022-06-02,6.84938
2022-06-03,7.18867
2022-06-04,0.91713
2022-06-05,1.09738
2022-06-06,1.63812
2022-06-07,6.56841
2022-06-08,6.88119
2022-06-09,6.25563
2022-06-10,6.27153
2022-06-11,0.93304
2022-06-12,0.89063
2022-06-13,6.81757
2022-06-14,7.6711
2022-06-15,7.72941
2022-06-16,7.86725
2022-06-17,7.14626
2022-06-18,1.46318
2022-06-19,0.93304
2022-06-20,6.48359
2022-06-21,7.47495
2022-06-22,6.80167
2022-06-23,6.87059
2022-06-24,6.80167
2022-06-25,1.11859
2022-06-26,0.89593
2022-06-27,8.86921
2022-06-28,7.86725
2022-06-29,7.86195
2022-06-30,6.80697
2022-07-01,6.37226
2022-07-02,0.7687
2022-07-03,0.62026
2022-07-04,6.43057
2022-07-05,7.27349
2022-07-06,6.5472
2022-07-07,7.32651
2022-07-08,6.60552
2022-07-09,0.87472
2022-07-10,0.53543
2022-07-11,6.62142
2022-07-12,5.74139
2022-07-13,6.45178
2022-07-14,6.03827
2022-07-15,6.06478
2022-07-16,0.76339
2022-07-17,0.72628
2022-07-18,7.19927
2022-07-19,6.41997
2022-07-20,6.88119
2022-07-21,6.84408
2022-07-22,6.58961
2022-07-23,0.87472
2022-07-24,0.57254
2022-07-25,9.30392
2022-07-26,6.97131
2022-07-27,6.43587
2022-07-28,6.63733
2022-07-29,7.58097
2022-07-30,1.04967
2022-07-31,0.67857
2022-08-01,7.11445
2022-08-02,6.11249
2022-08-03,7.03493
2022-08-04,6.49419
2022-08-05,6.5366
2022-08-06,1.06557
2022-08-07,0.7899
2022-08-08,6.93951
2022-08-09,9.23501
2022-08-10,7.77712
2022-08-11,8.55643
2022-08-12,7.04023
2022-08-13,0.94364
2022-08-14,0.86412
2022-08-15,1.26703
2022-08-16,7.57567
2022-08-17,6.49949
2022-08-18,6.05418
2022-08-19,5.70428
2022-08-20,0.72098
2022-08-21,0.94364
2022-08-22,6.09128
2022-08-23,5.64597
2022-08-24,6.09128
2022-08-25,6.1337
2022-08-26,6.22382
2022-08-27,0.62556
2022-08-28,0.48242
2022-08-29,4.76594
2022-08-30,6.71155
2022-08-31,6.50479
2022-09-01,5.07342
2022-09-02,5.46572
2022-09-03,0.92244
2022-09-04,0.89063
2022-09-05,7.2894
2022-09-06,6.09128
2022-09-07,7.00842
2022-09-08,6.58431
2022-09-09,1.31474
2022-09-10,0.64146
2022-09-11,0.65207
2022-09-12,0.91713
2022-09-13,8.11111
2022-09-14,5.7626
2022-09-15,5.51343
2022-09-16,5.51874
2022-09-17,0.69978
2022-09-18,0.62026
2022-09-19,4.64931
2022-09-20,4.65461
2022-09-21,4.02375
2022-09-22,4.04495
2022-09-23,3.93362
2022-09-24,0.59375
2022-09-25,0.44531
2022-09-26,4.38954
2022-09-27,4.55918
2022-09-28,4.45846
2022-09-29,4.96209
2022-09-30,6.5472
2022-10-01,0.86412
2022-10-02,0.55134
2022-10-03,0.67857
2022-10-04,5.89513
2022-10-05,6.04357
2022-10-06,6.27683
2022-10-07,5.7679
2022-10-08,0.85352
2022-10-09,0.76339
2022-10-10,0.83231
2022-10-11,5.72549
2022-10-12,5.49753
2022-10-13,5.20595
2022-10-14,5.53464
2022-10-15,0.84822
2022-10-16,0.63616
2022-10-17,5.44982
2022-10-18,6.41467
2022-10-19,7.34771
2022-10-20,6.01176
2022-10-21,5.12643
2022-10-22,0.66267
2022-10-23,0.4188
2022-10-24,5.65127
2022-10-25,5.16354
2022-10-26,5.25897
2022-10-27,5.74139
2022-10-28,5.59826
2022-10-29,0.7952
2022-10-30,0.59905
2022-10-31,5.58235
2022-11-01,6.01176
2022-11-02,5.68838
2022-11-03,5.20595
2022-11-04,4.9886
2022-11-05,0.68387
2022-11-06,0.57254
2022-11-07,6.59492
2022-11-08,6.58961
2022-11-09,6.64793
2022-11-10,6.32985
2022-11-11,8.41859
2022-11-12,1.24052
2022-11-13,1.08678
2022-11-14,13.11032
2022-11-15,10.20516
2022-11-16,7.88315
2022-11-17,7.96797
2022-11-18,6.89179
2022-11-19,0.83761
2022-11-20,0.774
2022-11-21,5.44452
2022-11-22,5.13704
2022-11-23,6.65853
2022-11-24,6.18671
2022-11-25,4.91968
2022-11-26,1.02846
2022-11-27,0.44001
2022-11-28,5.26957
2022-11-29,5.96405
2022-11-30,6.07008
2022-12-01,6.65323
2022-12-02,4.91968
2022-12-03,0.52483
2022-12-04,0.55664
2022-12-05,5.04691
2022-12-06,4.6334
2022-12-07,4.59629
2022-12-08,4.48497
2022-12-09,5.06282
2022-12-10,0.59375
2022-12-11,0.53013
2022-12-12,4.95149
2022-12-13,5.15824
2022-12-14,7.19397
2022-12-15,5.70959
2022-12-16,5.22716
2022-12-17,0.75279
2022-12-18,0.42941
2022-12-19,4.72353
2022-12-20,4.27291
2022-12-21,4.41605
2022-12-22,5.11583
2022-12-23,4.07146
2022-12-24,0.53543
2022-12-25,0.57785
2022-12-26,4.44786
2022-12-27,5.06282
2022-12-28,4.9886
2022-12-29,4.55918
2022-12-30,1.50559
2022-12-31,0.4029
2023-01-01,0.30217
2023-01-02,5.02041
2023-01-03,5.02041
2023-01-04,4.94088
2023-01-05,5.05752
2023-01-06,6.57901
2023-01-07,0.86412
2023-01-08,0.71568
2023-01-09,6.21852
2023-01-10,5.4021
2023-01-11,5.57175
2023-01-12,5.7573
2023-01-13,7.60748
2023-01-14,0.99666
2023-01-15,0.76339
2023-01-16,6.9077
2023-01-17,5.7732
2023-01-18,4.88257
2023-01-19,4.87197
2023-01-20,4.69702
2023-01-21,2.83624
2023-01-22,1.79716
2023-01-23,1.5427
2023-01-24,1.85018
2023-01-25,13.92143
2023-01-26,14.72724
2023-01-27,11.23363
2023-01-28,1.96151
2023-01-29,1.59041
2023-01-30,9.35164
2023-01-31,7.84074
2023-02-01,8.30726
2023-02-02,7.92556
2023-02-03,10.98446
2023-02-04,1.69114
2023-02-05,3.483
2023-02-06,10.14154
2023-02-07,9.01765
2023-02-08,8.72607
2023-02-09,9.39935
2023-02-10,13.33828
2023-02-11,2.03573
2023-02-12,1.77596
2023-02-13,9.18199
2023-02-14,9.81286
2023-02-15,7.55977
2023-02-16,10.15745
2023-02-17,7.83544
2023-02-18,1.12389
2023-02-19,0.94894
2023-02-20,8.66776
2023-02-21,7.51736
2023-02-22,6.30864
2023-02-23,7.77182
2023-02-24,6.22382
2023-02-25,0.86412
2023-02-26,1.07087
2023-02-27,7.34241
2023-02-28,6.75926
2023-03-01,1.12389
2023-03-02,7.49615
2023-03-03,7.00312
2023-03-04,1.51619
2023-03-05,1.24582
2023-03-06,9.31983
2023-03-07,7.70821
2023-03-08,6.1655
2023-03-09,6.35635
2023-03-10,5.65657
2023-03-11,0.92774
2023-03-12,0.74749
2023-03-13,6.63733
2023-03-14,5.94815
2023-03-15,6.88649
2023-03-16,6.07008
2023-03-17,6.27153
2023-03-18,0.94894
2023-03-19,0.7687
2023-03-20,5.87923
2023-03-21,5.64067
2023-03-22,6.1496
2023-03-23,5.90044
2023-03-24,5.28017
2023-03-25,0.74749
2023-03-26,0.64676
2023-03-27,5.0045
2023-03-28,5.53994
2023-03-29,7.32121
2023-03-30,7.16216
2023-03-31,7.90436
2023-04-01,1.26703
2023-04-02,1.1822
2023-04-03,7.26819
2023-04-04,6.80167
2023-04-05,7.73471
2023-04-06,6.57371
2023-04-07,6.37226
2023-04-08,1.12389
2023-04-09,1.07087
2023-04-10,7.08794
2023-04-11,11.1276
2023-04-12,20.86624
2023-04-13,11.42448
2023-04-14,10.65578
2023-04-15,2.06223
2023-04-16,2.72491
2023-04-17,13.55563
2023-04-18,10.22636
2023-04-19,11.33435
2023-04-20,9.26151
2023-04-21,8.02099
2023-04-22,1.88729
2023-04-23,1.53209
2023-04-24,11.80088
2023-04-25,11.21242
2023-04-26,10.16805
2023-04-27,9.2244
2023-04-28,8.15882
2023-04-29,1.76005
2023-04-30,1.33064
2023-05-01,2.24778
2023-05-02,8.30196
2023-05-03,6.60552
2023-05-04,6.68504
2023-05-05,1.5586
2023-05-06,1.22992
2023-05-07,0.91713
2023-05-08,9.70153
2023-05-09,8.78969
2023-05-10,12.07655
2023-05-11,10.66638
2023-05-12,9.72273
2023-05-13,1.72825
2023-05-14,1.47908
2023-05-15,8.76848
2023-05-16,8.41329
2023-05-17,9.50538
2023-05-18,10.07793
2023-05-19,8.76318
2023-05-20,1.25112
2023-05-21,1.14509
2023-05-22,8.35498
2023-05-23,8.99114
2023-05-24,8.50872
2023-05-25,7.39543
2023-05-26,6.57371
2023-05-27,0.91183
2023-05-28,0.85882
2023-05-29,1.24052
