date,힐스테이트
2023-05-29,11.79963
2023-05-30,14.48181
2023-05-31,14.39906
2023-06-01,14.10212
2023-06-02,14.93452
2023-06-03,11.56598
2023-06-04,12.02356
2023-06-05,14.50128
2023-06-06,13.02633
2023-06-07,16.58472
2023-06-08,16.7843
2023-06-09,15.16331
2023-06-10,12.29129
2023-06-11,12.486
2023-06-12,17.22727
2023-06-13,15.84481
2023-06-14,15.34829
2023-06-15,13.63481
2023-06-16,14.02424
2023-06-17,11.67794
2023-06-18,11.31285
2023-06-19,14.74468
2023-06-20,14.89558
2023-06-21,13.70296
2023-06-22,16.56038
2023-06-23,14.09239
2023-06-24,11.72175
2023-06-25,10.90882
2023-06-26,15.93243
2023-06-27,14.93939
2023-06-28,14.92479
2023-06-29,14.86637
2023-06-30,14.58891
2023-07-01,12.49087
2023-07-02,11.86778
2023-07-03,15.2704
2023-07-04,15.65496
2023-07-05,16.79404
2023-07-06,18.21058
2023-07-07,16.15635
2023-07-08,12.77807
2023-07-09,13.49851
2023-07-10,16.69668
2023-07-11,15.86428
2023-07-12,16.62853
2023-07-13,17.51448
2023-07-14,16.46302
2023-07-15,13.65915
2023-07-16,13.4401
2023-07-17,16.88653
2023-07-18,16.13201
2023-07-19,15.41644
2023-07-20,16.4971
2023-07-21,16.59932
2023-07-22,13.75651
2023-07-23,12.79754
2023-07-24,18.37122
2023-07-25,15.72798
2023-07-26,13.73703
2023-07-27,13.70783
2023-07-28,13.89767
2023-07-29,11.78016
2023-07-30,11.33232
2023-07-31,15.90809
2023-08-01,16.28778
2023-08-02,15.46512
2023-08-03,15.61602
2023-08-04,16.64313
2023-08-05,15.83507
2023-08-06,16.60906
2023-08-07,16.16609
2023-08-08,16.38027
2023-08-09,14.41366
2023-08-10,15.4067
2023-08-11,15.22173
2023-08-12,13.37195
2023-08-13,12.08197
2023-08-14,15.38236
2023-08-15,13.08474
2023-08-16,15.55274
2023-08-17,14.50128
2023-08-18,14.39419
2023-08-19,14.08752
2023-08-20,13.01173
2023-08-21,16.85732
2023-08-22,16.98388
2023-08-23,13.94148
2023-08-24,14.42827
2023-08-25,13.59587
2023-08-26,12.19393
2023-08-27,12.38864
2023-08-28,15.04648
2023-08-29,15.47972
2023-08-30,14.54023
2023-08-31,14.59377
2023-09-01,13.48391
2023-09-02,12.02842
2023-09-03,12.10631
2023-09-04,15.35802
2023-09-05,15.27527
2023-09-06,15.06109
2023-09-07,14.34065
2023-09-08,15.59168
2023-09-09,15.23633
2023-09-10,16.77943
2023-09-11,17.14939
2023-09-12,15.89349
2023-09-13,13.97069
2023-09-14,14.87611
2023-09-15,14.93939
2023-09-16,12.20367
2023-09-17,12.32536
2023-09-18,15.26554
2023-09-19,14.67166
2023-09-20,16.04926
2023-09-21,13.82466
2023-09-22,13.21618
2023-09-23,11.73635
2023-09-24,10.9575
2023-09-25,14.27736
2023-09-26,13.6056
2023-09-27,11.99922
2023-09-28,9.58964
2023-09-29,10.1397
2023-09-30,9.55069
2023-10-01,9.36085
2023-10-02,11.02565
2023-10-03,11.38587
2023-10-04,15.34342
2023-10-05,14.19948
2023-10-06,15.56734
2023-10-07,12.91437
2023-10-08,13.83926
2023-10-09,16.06873
2023-10-10,16.2245
2023-10-11,18.78498
2023-10-12,17.70432
2023-10-13,17.03256
2023-10-14,15.63549
2023-10-15,16.54091
2023-10-16,19.30097
2023-10-17,16.35106
2023-10-18,14.37472
2023-10-19,16.25857
2023-10-20,13.75164
2023-10-21,13.03607
2023-10-22,11.5319
2023-10-23,15.19252
2023-10-24,15.49919
2023-10-25,13.93662
2023-10-26,13.1821
2023-10-27,13.28433
2023-10-28,11.96027
2023-10-29,11.28364
2023-10-30,16.2099
2023-10-31,16.32186
2023-11-01,18.32254
2023-11-02,15.77179
2023-11-03,23.58954
2023-11-04,15.14871
2023-11-05,14.06318
2023-11-06,18.48804
2023-11-07,15.64523
2023-11-08,16.02492
2023-11-09,14.50615
2023-11-10,14.2871
2023-11-11,11.66334
2023-11-12,11.69254
2023-11-13,16.58472
2023-11-14,15.8156
2023-11-15,13.51798
2023-11-16,11.60492
2023-11-17,11.34206
2023-11-18,9.92552
2023-11-19,9.79895
2023-11-20,12.80241
2023-11-21,12.65637
2023-11-22,14.51102
2023-11-23,12.33023
2023-11-24,11.11327
2023-11-25,10.32955
2023-11-26,9.97906
2023-11-27,12.63204
2023-11-28,11.81424
2023-11-29,12.30102
2023-11-30,12.81701
2023-12-01,13.0458
2023-12-02,15.62576
2023-12-03,19.74395
2023-12-04,24.26617
2023-12-05,19.33505
2023-12-06,16.06386
2023-12-07,14.98807
2023-12-08,14.79336
2023-12-09,14.09239
2023-12-10,14.47695
2023-12-11,14.59864
2023-12-12,14.8469
2023-12-13,14.34551
2023-12-14,14.38932
2023-12-15,15.05135
2023-12-16,13.65428
2023-12-17,14.91505
2023-12-18,16.16609
2023-12-19,15.28501
2023-12-20,14.33091
2023-12-21,12.73426
2023-12-22,12.69532
2023-12-23,10.86014
2023-12-24,10.45611
2023-12-25,10.84554
2023-12-26,15.33369
2023-12-27,14.20435
2023-12-28,15.21199
2023-12-29,13.23078
2023-12-30,12.73913
2023-12-31,11.24957
2024-01-01,11.76069
2024-01-02,17.06177
2024-01-03,15.20712
2024-01-04,16.51657
2024-01-05,14.74468
2024-01-06,13.48391
2024-01-07,12.7732
2024-01-08,14.10212
2024-01-09,15.46025
2024-01-10,15.01728
2024-01-11,15.14871
2024-01-12,16.40948
2024-01-13,18.77038
2024-01-14,19.36912
2024-01-15,23.14657
2024-01-16,18.48804
2024-01-17,16.42895
2024-01-18,16.45816
2024-01-19,15.2412
2024-01-20,13.40602
2024-01-21,12.68558
2024-01-22,15.89835
2024-01-23,14.8469
2024-01-24,15.02701
2024-01-25,15.28501
2024-01-26,16.19529
2024-01-27,14.65706
2024-01-28,14.19948
2024-01-29,17.56802
2024-01-30,16.97415
2024-01-31,15.3921
2024-02-01,14.81769
2024-02-02,16.30239
2024-02-03,15.81073
2024-02-04,16.52631
2024-02-05,19.43241
2024-02-06,17.3149
2024-02-07,16.64313
2024-02-08,14.31144
2024-02-09,11.48809
2024-02-10,11.70228
2024-02-11,12.13552
2024-02-12,14.14106
2024-02-13,17.84062
2024-02-14,16.78917
2024-02-15,18.33714
2024-02-16,19.33992
2024-02-17,18.93589
2024-02-18,20.9171
2024-02-19,20.29888
2024-02-20,18.42963
2024-02-21,17.10071
2024-02-22,16.15635
2024-02-23,17.74327
2024-02-24,24.11527
2024-02-25,25.96991
2024-02-26,31.35861
2024-02-27,22.83502
2024-02-28,22.14866
2024-02-29,21.21403
2024-03-01,16.75023
2024-03-02,15.92269
2024-03-03,14.8323
2024-03-04,20.76132
2024-03-05,19.17928
2024-03-06,18.15216
2024-03-07,17.3149
2024-03-08,17.53395
2024-03-09,15.27527
2024-03-10,13.28919
2024-03-11,18.68763
2024-03-12,17.02283
2024-03-13,19.83644
2024-03-14,18.13269
2024-03-15,15.75232
2024-03-16,19.07705
2024-03-17,18.24952
2024-03-18,21.70569
2024-03-19,20.97551
2024-03-20,19.16467
