date,타이거ETF
2021-04-22,26.18384
2021-04-23,29.24791
2021-04-24,17.27019
2021-04-25,17.82729
2021-04-26,30.64066
2021-04-27,34.26183
2021-04-28,27.01949
2021-04-29,38.16155
2021-04-30,27.01949
2021-05-01,20.61281
2021-05-02,17.54874
2021-05-03,32.59052
2021-05-04,34.26183
2021-05-05,23.67688
2021-05-06,35.65459
2021-05-07,23.67688
2021-05-08,21.16991
2021-05-09,15.04178
2021-05-10,30.08356
2021-05-11,25.34818
2021-05-12,20.05571
2021-05-13,25.62674
2021-05-14,21.44846
2021-05-15,17.54874
2021-05-16,16.43454
2021-05-17,25.62674
2021-05-18,19.22005
2021-05-19,17.82729
2021-05-20,25.90529
2021-05-21,28.1337
2021-05-22,15.59888
2021-05-23,21.16991
2021-05-24,25.06963
2021-05-25,48.74651
2021-05-26,42.33983
2021-05-27,29.24791
2021-05-28,27.29805
2021-05-29,16.99164
2021-05-30,21.72701
2021-05-31,27.85515
2021-06-01,28.96935
2021-06-02,23.39832
2021-06-03,29.80501
2021-06-04,23.67688
2021-06-05,15.04178
2021-06-06,15.87743
2021-06-07,18.9415
2021-06-08,25.90529
2021-06-09,27.01949
2021-06-10,25.62674
2021-06-11,28.41225
2021-06-12,30.91922
2021-06-13,25.34818
2021-06-14,25.62674
2021-06-15,38.44011
2021-06-16,36.21169
2021-06-17,28.1337
2021-06-18,38.99721
2021-06-19,23.11977
2021-06-20,17.82729
2021-06-21,24.79108
2021-06-22,21.44846
2021-06-23,37.60445
2021-06-24,32.03342
2021-06-25,30.64066
2021-06-26,16.71309
2021-06-27,24.51253
2021-06-28,33.98328
2021-06-29,32.31197
2021-06-30,31.75487
2021-07-01,29.52646
2021-07-02,23.67688
2021-07-03,19.77715
2021-07-04,21.16991
2021-07-05,28.96935
2021-07-06,25.06963
2021-07-07,38.71866
2021-07-08,33.42618
2021-07-09,31.75487
2021-07-10,31.47632
2021-07-11,27.01949
2021-07-12,36.7688
2021-07-13,38.71866
2021-07-14,38.71866
2021-07-15,33.70473
2021-07-16,31.47632
2021-07-17,55.7103
2021-07-18,52.08913
2021-07-19,45.12534
2021-07-20,62.39554
2021-07-21,45.40389
2021-07-22,40.38997
2021-07-23,38.44011
2021-07-24,22.84122
2021-07-25,20.89136
2021-07-26,26.46239
2021-07-27,31.19777
2021-07-28,32.03342
2021-07-29,28.1337
2021-07-30,23.95543
2021-07-31,12.81337
2021-08-01,15.32033
2021-08-02,27.01949
2021-08-03,30.91922
2021-08-04,36.21169
2021-08-05,36.49025
2021-08-06,32.31197
2021-08-07,24.23398
2021-08-08,22.00557
2021-08-09,39.83286
2021-08-10,45.961
2021-08-11,30.64066
2021-08-12,43.17548
2021-08-13,43.45403
2021-08-14,26.18384
2021-08-15,23.95543
2021-08-16,25.34818
2021-08-17,40.94707
2021-08-18,33.70473
2021-08-19,31.47632
2021-08-20,28.6908
2021-08-21,23.11977
2021-08-22,22.56267
2021-08-23,20.61281
2021-08-24,40.38997
2021-08-25,38.99721
2021-08-26,39.27576
2021-08-27,34.26183
2021-08-28,25.90529
2021-08-29,18.9415
2021-08-30,23.67688
2021-08-31,46.5181
2021-09-01,38.99721
2021-09-02,36.21169
2021-09-03,37.3259
2021-09-04,25.90529
2021-09-05,67.96657
2021-09-06,55.43175
2021-09-07,47.0752
2021-09-08,31.75487
2021-09-09,40.38997
2021-09-10,34.54038
2021-09-11,18.10584
2021-09-12,23.39832
2021-09-13,37.3259
2021-09-14,29.52646
2021-09-15,36.49025
2021-09-16,31.47632
2021-09-17,30.64066
2021-09-18,19.77715
2021-09-19,30.91922
2021-09-20,21.44846
2021-09-21,20.33426
2021-09-22,22.28412
2021-09-23,33.14763
2021-09-24,35.37604
2021-09-25,20.89136
2021-09-26,21.44846
2021-09-27,39.83286
2021-09-28,30.36211
2021-09-29,35.65459
2021-09-30,34.26183
2021-10-01,27.01949
2021-10-02,21.16991
2021-10-03,26.46239
2021-10-04,26.46239
2021-10-05,35.65459
2021-10-06,26.46239
2021-10-07,32.86908
2021-10-08,24.51253
2021-10-09,14.48467
2021-10-10,15.59888
2021-10-11,22.84122
2021-10-12,27.29805
2021-10-13,32.59052
2021-10-14,33.14763
2021-10-15,33.70473
2021-10-16,19.4986
2021-10-17,23.39832
2021-10-18,32.31197
2021-10-19,37.883
2021-10-20,39.27576
2021-10-21,26.18384
2021-10-22,42.89693
2021-10-23,26.18384
2021-10-24,23.95543
2021-10-25,41.78272
2021-10-26,39.27576
2021-10-27,72.14484
2021-10-28,47.35376
2021-10-29,30.36211
2021-10-30,21.72701
2021-10-31,23.67688
2021-11-01,42.06128
2021-11-02,42.89693
2021-11-03,35.09749
2021-11-04,36.49025
2021-11-05,50.13927
2021-11-06,23.11977
2021-11-07,24.79108
2021-11-08,50.69637
2021-11-09,56.2674
2021-11-10,37.883
2021-11-11,42.33983
2021-11-12,44.84679
2021-11-13,26.46239
2021-11-14,39.27576
2021-11-15,49.30362
2021-11-16,51.81058
2021-11-17,65.45961
2021-11-18,64.06685
2021-11-19,48.74651
2021-11-20,31.19777
2021-11-21,28.6908
2021-11-22,62.39554
2021-11-23,46.5181
2021-11-24,45.40389
2021-11-25,45.40389
2021-11-26,53.48189
2021-11-27,25.06963
2021-11-28,20.05571
2021-11-29,45.40389
2021-11-30,41.50417
2021-12-01,35.93314
2021-12-02,42.33983
2021-12-03,37.883
2021-12-04,21.44846
2021-12-05,24.51253
2021-12-06,33.42618
2021-12-07,43.45403
2021-12-08,46.5181
2021-12-09,42.89693
2021-12-10,41.50417
2021-12-11,21.72701
2021-12-12,21.16991
2021-12-13,42.61838
2021-12-14,33.70473
2021-12-15,35.93314
2021-12-16,35.93314
2021-12-17,26.18384
2021-12-18,21.72701
2021-12-19,25.62674
2021-12-20,27.29805
2021-12-21,35.37604
2021-12-22,52.36768
2021-12-23,51.25348
2021-12-24,36.7688
2021-12-25,24.51253
2021-12-26,26.18384
2021-12-27,36.49025
2021-12-28,48.18941
2021-12-29,42.89693
2021-12-30,35.37604
2021-12-31,24.23398
2022-01-01,18.66295
2022-01-02,29.24791
2022-01-03,36.49025
2022-01-04,50.13927
2022-01-05,42.89693
2022-01-06,40.11142
2022-01-07,30.36211
2022-01-08,18.3844
2022-01-09,23.67688
2022-01-10,36.21169
2022-01-11,31.75487
2022-01-12,33.70473
2022-01-13,30.64066
2022-01-14,28.41225
2022-01-15,17.82729
2022-01-16,22.28412
2022-01-17,27.01949
2022-01-18,26.18384
2022-01-19,42.33983
2022-01-20,32.59052
2022-01-21,30.64066
2022-01-22,22.56267
2022-01-23,25.34818
2022-01-24,33.14763
2022-01-25,30.64066
2022-01-26,29.52646
2022-01-27,48.74651
2022-01-28,35.37604
2022-01-29,22.56267
2022-01-30,18.66295
2022-01-31,15.87743
2022-02-01,24.51253
2022-02-02,24.23398
2022-02-03,37.04735
2022-02-04,39.83286
2022-02-05,28.1337
2022-02-06,23.11977
2022-02-07,28.41225
2022-02-08,35.37604
2022-02-09,43.73259
2022-02-10,42.61838
2022-02-11,33.42618
2022-02-12,42.33983
2022-02-13,27.01949
2022-02-14,40.66852
2022-02-15,35.09749
2022-02-16,37.60445
2022-02-17,34.26183
2022-02-18,32.31197
2022-02-19,17.27019
2022-02-20,17.27019
2022-02-21,33.98328
2022-02-22,36.21169
2022-02-23,30.08356
2022-02-24,36.49025
2022-02-25,28.6908
2022-02-26,16.99164
2022-02-27,18.10584
2022-02-28,26.18384
2022-03-01,22.56267
2022-03-02,28.96935
2022-03-03,35.37604
2022-03-04,23.11977
2022-03-05,13.64902
2022-03-06,15.32033
2022-03-07,28.41225
2022-03-08,24.23398
2022-03-09,13.37047
2022-03-10,15.87743
2022-03-11,20.89136
2022-03-12,16.99164
2022-03-13,19.22005
2022-03-14,23.39832
2022-03-15,28.6908
2022-03-16,27.01949
2022-03-17,30.08356
2022-03-18,25.90529
2022-03-19,20.89136
2022-03-20,18.9415
2022-03-21,36.7688
2022-03-22,28.1337
2022-03-23,31.19777
2022-03-24,25.34818
2022-03-25,29.80501
2022-03-26,18.66295
2022-03-27,16.99164
2022-03-28,27.01949
2022-03-29,27.85515
2022-03-30,36.7688
2022-03-31,30.91922
2022-04-01,23.95543
2022-04-02,13.64902
2022-04-03,13.92757
2022-04-04,30.08356
2022-04-05,27.01949
2022-04-06,31.19777
2022-04-07,22.28412
2022-04-08,17.82729
2022-04-09,16.71309
2022-04-10,15.87743
2022-04-11,19.77715
2022-04-12,22.84122
2022-04-13,20.61281
2022-04-14,24.23398
2022-04-15,22.84122
2022-04-16,11.14206
2022-04-17,13.37047
2022-04-18,27.01949
2022-04-19,20.33426
2022-04-20,25.06963
2022-04-21,25.06963
2022-04-22,18.9415
2022-04-23,10.8635
2022-04-24,11.69916
2022-04-25,22.28412
2022-04-26,24.23398
2022-04-27,26.46239
2022-04-28,29.80501
2022-04-29,26.18384
2022-04-30,14.76323
2022-05-01,8.63509
2022-05-02,21.16991
2022-05-03,27.5766
2022-05-04,20.89136
2022-05-05,11.69916
2022-05-06,14.20612
2022-05-07,11.97771
2022-05-08,11.42061
2022-05-09,14.76323
2022-05-10,20.61281
2022-05-11,19.22005
2022-05-12,19.4986
2022-05-13,22.00557
2022-05-14,14.48467
2022-05-15,11.97771
2022-05-16,16.99164
2022-05-17,23.95543
2022-05-18,16.43454
2022-05-19,17.54874
2022-05-20,22.84122
2022-05-21,16.15598
2022-05-22,11.69916
2022-05-23,18.66295
2022-05-24,16.71309
2022-05-25,15.04178
2022-05-26,11.69916
2022-05-27,15.87743
2022-05-28,9.7493
2022-05-29,8.63509
2022-05-30,18.66295
2022-05-31,18.10584
2022-06-01,10.02785
2022-06-02,17.54874
2022-06-03,13.64902
2022-06-04,11.42061
2022-06-05,11.69916
2022-06-06,13.64902
2022-06-07,12.53481
2022-06-08,12.53481
2022-06-09,14.48467
2022-06-10,14.76323
2022-06-11,6.96378
2022-06-12,6.40668
2022-06-13,21.16991
2022-06-14,32.31197
2022-06-15,20.89136
2022-06-16,13.37047
2022-06-17,17.54874
2022-06-18,12.25626
2022-06-19,13.09192
2022-06-20,18.3844
2022-06-21,14.20612
2022-06-22,20.33426
2022-06-23,16.99164
2022-06-24,18.10584
2022-06-25,8.35654
2022-06-26,9.47075
2022-06-27,18.10584
2022-06-28,17.82729
2022-06-29,14.20612
2022-06-30,13.64902
2022-07-01,14.48467
2022-07-02,5.84958
2022-07-03,15.32033
2022-07-04,16.43454
2022-07-05,17.82729
2022-07-06,17.27019
2022-07-07,18.10584
2022-07-08,11.42061
2022-07-09,9.1922
2022-07-10,8.91364
2022-07-11,12.25626
2022-07-12,9.7493
2022-07-13,14.76323
2022-07-14,10.58495
2022-07-15,8.91364
2022-07-16,10.8635
2022-07-17,9.7493
2022-07-18,21.16991
2022-07-19,54.87465
2022-07-20,32.59052
2022-07-21,27.01949
2022-07-22,17.27019
2022-07-23,10.3064
2022-07-24,10.02785
2022-07-25,18.66295
2022-07-26,21.16991
2022-07-27,15.87743
2022-07-28,26.46239
2022-07-29,20.05571
2022-07-30,9.1922
2022-07-31,10.3064
2022-08-01,20.61281
2022-08-02,18.10584
2022-08-03,19.22005
2022-08-04,23.95543
2022-08-05,25.62674
2022-08-06,10.02785
2022-08-07,11.97771
2022-08-08,22.28412
2022-08-09,17.27019
2022-08-10,15.87743
2022-08-11,24.23398
2022-08-12,16.43454
2022-08-13,10.02785
2022-08-14,8.91364
2022-08-15,12.53481
2022-08-16,22.56267
2022-08-17,25.34818
2022-08-18,20.89136
2022-08-19,15.87743
2022-08-20,13.64902
2022-08-21,11.69916
2022-08-22,22.56267
2022-08-23,18.9415
2022-08-24,20.89136
2022-08-25,12.81337
2022-08-26,14.48467
2022-08-27,8.35654
2022-08-28,11.14206
2022-08-29,16.99164
2022-08-30,19.22005
2022-08-31,20.33426
2022-09-01,23.11977
2022-09-02,17.27019
2022-09-03,9.47075
2022-09-04,8.63509
2022-09-05,18.9415
2022-09-06,13.64902
2022-09-07,14.48467
2022-09-08,9.1922
2022-09-09,7.24233
2022-09-10,10.58495
2022-09-11,7.52089
2022-09-12,12.53481
2022-09-13,17.27019
2022-09-14,13.64902
2022-09-15,12.81337
2022-09-16,7.52089
2022-09-17,3.89972
2022-09-18,5.84958
2022-09-19,9.47075
2022-09-20,13.64902
2022-09-21,8.35654
2022-09-22,11.69916
2022-09-23,12.25626
2022-09-24,7.24233
2022-09-25,8.07799
2022-09-26,15.59888
2022-09-27,12.53481
2022-09-28,16.43454
2022-09-29,15.87743
2022-09-30,15.04178
2022-10-01,8.91364
2022-10-02,7.52089
2022-10-03,10.02785
2022-10-04,13.37047
2022-10-05,16.43454
2022-10-06,12.81337
2022-10-07,14.20612
2022-10-08,5.29247
2022-10-09,8.63509
2022-10-10,6.12813
2022-10-11,11.97771
2022-10-12,11.14206
2022-10-13,11.97771
2022-10-14,9.1922
2022-10-15,10.02785
2022-10-16,9.1922
2022-10-17,11.69916
2022-10-18,20.05571
2022-10-19,15.32033
2022-10-20,12.53481
2022-10-21,9.1922
2022-10-22,5.84958
2022-10-23,4.73537
2022-10-24,13.64902
2022-10-25,17.54874
2022-10-26,11.97771
2022-10-27,14.76323
2022-10-28,16.71309
2022-10-29,7.52089
2022-10-30,9.1922
2022-10-31,9.7493
2022-11-01,13.92757
2022-11-02,14.76323
2022-11-03,15.59888
2022-11-04,12.25626
2022-11-05,8.07799
2022-11-06,10.3064
2022-11-07,11.42061
2022-11-08,13.09192
2022-11-09,16.99164
2022-11-10,9.47075
2022-11-11,16.15598
2022-11-12,12.81337
2022-11-13,9.47075
2022-11-14,14.48467
2022-11-15,9.7493
2022-11-16,11.69916
2022-11-17,10.02785
2022-11-18,7.52089
2022-11-19,8.91364
2022-11-20,6.68523
2022-11-21,11.14206
2022-11-22,17.82729
2022-11-23,12.81337
2022-11-24,13.64902
2022-11-25,15.87743
2022-11-26,6.40668
2022-11-27,6.96378
2022-11-28,12.53481
2022-11-29,13.09192
2022-11-30,14.20612
2022-12-01,10.02785
2022-12-02,11.69916
2022-12-03,5.57103
2022-12-04,4.73537
2022-12-05,12.53481
2022-12-06,7.52089
2022-12-07,7.24233
2022-12-08,10.3064
2022-12-09,11.69916
2022-12-10,5.84958
2022-12-11,6.12813
2022-12-12,12.53481
2022-12-13,14.76323
2022-12-14,21.72701
2022-12-15,19.77715
2022-12-16,12.81337
2022-12-17,7.79944
2022-12-18,9.47075
2022-12-19,7.79944
2022-12-20,8.63509
2022-12-21,13.64902
2022-12-22,11.14206
2022-12-23,9.7493
2022-12-24,4.17827
2022-12-25,3.62116
2022-12-26,13.09192
2022-12-27,11.42061
2022-12-28,15.32033
2022-12-29,12.53481
2022-12-30,7.79944
2022-12-31,8.63509
2023-01-01,10.58495
2023-01-02,9.1922
2023-01-03,11.69916
2023-01-04,12.25626
2023-01-05,14.76323
2023-01-06,8.07799
2023-01-07,2.50696
2023-01-08,5.84958
2023-01-09,13.92757
2023-01-10,15.87743
2023-01-11,14.20612
2023-01-12,28.1337
2023-01-13,16.71309
2023-01-14,9.1922
2023-01-15,3.89972
2023-01-16,17.27019
2023-01-17,16.71309
2023-01-18,13.64902
2023-01-19,15.87743
2023-01-20,16.15598
2023-01-21,4.73537
2023-01-22,3.89972
2023-01-23,6.96378
2023-01-24,9.7493
2023-01-25,16.15598
2023-01-26,20.61281
2023-01-27,14.48467
2023-01-28,13.37047
2023-01-29,8.91364
2023-01-30,23.11977
2023-01-31,16.43454
2023-02-01,22.28412
2023-02-02,24.51253
2023-02-03,21.44846
2023-02-04,9.7493
2023-02-05,10.58495
2023-02-06,17.82729
2023-02-07,20.05571
2023-02-08,24.79108
2023-02-09,20.05571
2023-02-10,15.04178
2023-02-11,11.69916
2023-02-12,7.79944
2023-02-13,16.43454
2023-02-14,12.81337
2023-02-15,15.04178
2023-02-16,22.00557
2023-02-17,13.92757
2023-02-18,4.73537
2023-02-19,6.68523
2023-02-20,21.72701
2023-02-21,17.27019
2023-02-22,15.04178
2023-02-23,15.59888
2023-02-24,17.54874
2023-02-25,7.52089
2023-02-26,5.01392
2023-02-27,13.09192
2023-02-28,12.53481
2023-03-01,11.14206
2023-03-02,20.33426
2023-03-03,18.9415
2023-03-04,10.02785
2023-03-05,8.63509
2023-03-06,17.82729
2023-03-07,22.84122
2023-03-08,20.05571
2023-03-09,22.28412
2023-03-10,13.37047
2023-03-11,6.40668
2023-03-12,8.35654
2023-03-13,12.53481
2023-03-14,15.87743
2023-03-15,17.82729
2023-03-16,21.16991
2023-03-17,13.09192
2023-03-18,6.12813
2023-03-19,6.96378
2023-03-20,14.20612
2023-03-21,25.34818
2023-03-22,22.56267
2023-03-23,24.23398
2023-03-24,15.04178
2023-03-25,6.96378
2023-03-26,6.40668
2023-03-27,21.44846
2023-03-28,20.33426
2023-03-29,23.95543
2023-03-30,25.62674
2023-03-31,16.71309
2023-04-01,10.3064
2023-04-02,10.8635
2023-04-03,24.23398
2023-04-04,25.62674
2023-04-05,24.51253
2023-04-06,43.73259
2023-04-07,42.61838
2023-04-08,17.82729
2023-04-09,13.92757
2023-04-10,35.09749
2023-04-11,39.83286
2023-04-12,34.54038
2023-04-13,31.47632
2023-04-14,27.85515
2023-04-15,20.33426
2023-04-16,14.48467
2023-04-17,27.01949
2023-04-18,25.90529
2023-04-19,35.37604
2023-04-20,26.18384
2023-04-21,22.56267
2023-04-22,10.3064
2023-04-23,13.37047
2023-04-24,15.59888
2023-04-25,16.71309
2023-04-26,24.51253
2023-04-27,21.72701
2023-04-28,20.61281
2023-04-29,9.1922
2023-04-30,9.1922
2023-05-01,12.25626
2023-05-02,15.87743
2023-05-03,21.44846
2023-05-04,17.27019
2023-05-05,7.24233
2023-05-06,5.57103
2023-05-07,10.58495
2023-05-08,13.09192
2023-05-09,18.9415
2023-05-10,14.76323
2023-05-11,15.32033
2023-05-12,12.25626
2023-05-13,5.84958
2023-05-14,9.1922
2023-05-15,13.92757
2023-05-16,20.05571
2023-05-17,19.22005
2023-05-18,20.89136
2023-05-19,20.05571
2023-05-20,6.68523
2023-05-21,8.07799
2023-05-22,15.87743
2023-05-23,21.44846
2023-05-24,15.87743
2023-05-25,18.3844
2023-05-26,21.44846
2023-05-27,11.42061
2023-05-28,6.40668
