date,자사주소각
2020-03-20,10.82053
2020-03-21,5.83013
2020-03-22,5.51823
2020-03-23,7.46161
2020-03-24,19.09788
2020-03-25,4.39059
2020-03-26,4.43857
2020-03-27,3.4309
2020-03-28,1.5595
2020-03-29,2.44721
2020-03-30,5.83013
2020-03-31,3.4309
2020-04-01,1.94337
2020-04-02,7.4856
2020-04-03,2.30326
2020-04-04,1.29558
2020-04-05,1.58349
2020-04-06,3.23896
2020-04-07,8.06142
2020-04-08,3.4309
2020-04-09,3.04702
2020-04-10,2.54318
2020-04-11,2.30326
2020-04-12,1.36756
2020-04-13,3.02303
2020-04-14,2.83109
2020-04-15,1.36756
2020-04-16,1.34357
2020-04-17,1.05566
2020-04-18,0.69577
2020-04-19,1.75143
2020-04-20,3.4069
2020-04-21,2.68714
2020-04-22,2.11132
2020-04-23,1.46353
2020-04-24,2.08733
2020-04-25,1.12763
2020-04-26,0.95969
2020-04-27,3.095
2020-04-28,1.94337
2020-04-29,1.34357
2020-04-30,0.6238
2020-05-01,1.07965
2020-05-02,1.2236
2020-05-03,1.60748
2020-05-04,1.07965
2020-05-05,0.43186
2020-05-06,1.12763
2020-05-07,1.27159
2020-05-08,2.8071
2020-05-09,2.1833
2020-05-10,1.60748
2020-05-11,2.4952
2020-05-12,2.71113
2020-05-13,6.47792
2020-05-14,2.63915
2020-05-15,2.42322
2020-05-16,1.8474
2020-05-17,1.51151
2020-05-18,2.39923
2020-05-19,1.63147
2020-05-20,2.08733
2020-05-21,1.63147
2020-05-22,1.07965
2020-05-23,0.98368
2020-05-24,1.51151
2020-05-25,1.31957
2020-05-26,1.5595
2020-05-27,1.43953
2020-05-28,2.23128
2020-05-29,1.2236
2020-05-30,0.9117
2020-05-31,0.50383
2020-06-01,0.88771
2020-06-02,1.48752
2020-06-03,1.41554
2020-06-04,1.5355
2020-06-05,1.8714
2020-06-06,0.40786
2020-06-07,0.50383
2020-06-08,0.83973
2020-06-09,1.46353
2020-06-10,1.79942
2020-06-11,1.51151
2020-06-12,0.9357
2020-06-13,0.6238
2020-06-14,0.43186
2020-06-15,5.54222
2020-06-16,3.4069
2020-06-17,2.4712
2020-06-18,36.90019
2020-06-19,10.10076
2020-06-20,2.63915
2020-06-21,2.63915
2020-06-22,3.79078
2020-06-23,5.47024
2020-06-24,5.66218
2020-06-25,3.95873
2020-06-26,2.11132
2020-06-27,1.00767
2020-06-28,0.5998
2020-06-29,1.15163
2020-06-30,1.77543
2020-07-01,1.75143
2020-07-02,3.95873
2020-07-03,2.4952
2020-07-04,0.45585
2020-07-05,0.67178
2020-07-06,1.63147
2020-07-07,1.19961
2020-07-08,1.19961
2020-07-09,1.51151
2020-07-10,1.07965
2020-07-11,0.9117
2020-07-12,0.35988
2020-07-13,1.10364
2020-07-14,1.03166
2020-07-15,1.99136
2020-07-16,1.03166
2020-07-17,0.79174
2020-07-18,0.45585
2020-07-19,0.50383
2020-07-20,1.77543
2020-07-21,2.25527
2020-07-22,1.27159
2020-07-23,1.05566
2020-07-24,0.79174
2020-07-25,0.69577
2020-07-26,0.55182
2020-07-27,1.10364
2020-07-28,1.15163
2020-07-29,1.60748
2020-07-30,1.58349
2020-07-31,1.46353
2020-08-01,0.74376
2020-08-02,0.67178
2020-08-03,0.9117
2020-08-04,1.2476
2020-08-05,1.34357
2020-08-06,1.41554
2020-08-07,1.89539
2020-08-08,1.19961
2020-08-09,1.00767
2020-08-10,1.8714
2020-08-11,1.5355
2020-08-12,1.29558
2020-08-13,1.70345
2020-08-14,1.00767
2020-08-15,0.55182
2020-08-16,0.64779
2020-08-17,0.69577
2020-08-18,3.14299
2020-08-19,2.35124
2020-08-20,1.36756
2020-08-21,1.2236
2020-08-22,0.64779
2020-08-23,0.9357
2020-08-24,1.2236
2020-08-25,1.19961
2020-08-26,0.95969
2020-08-27,1.60748
2020-08-28,1.60748
2020-08-29,0.83973
2020-08-30,0.88771
2020-08-31,1.29558
2020-09-01,3.69481
2020-09-02,1.51151
2020-09-03,0.98368
2020-09-04,0.86372
2020-09-05,0.74376
2020-09-06,0.71976
2020-09-07,0.88771
2020-09-08,0.83973
2020-09-09,1.15163
2020-09-10,1.10364
2020-09-11,1.12763
2020-09-12,0.81573
2020-09-13,0.52783
2020-09-14,1.2476
2020-09-15,1.12763
2020-09-16,1.58349
2020-09-17,1.75143
2020-09-18,1.63147
2020-09-19,1.19961
2020-09-20,0.67178
2020-09-21,2.7831
2020-09-22,4.46257
2020-09-23,3.04702
2020-09-24,1.65547
2020-09-25,1.39155
2020-09-26,0.9117
2020-09-27,0.81573
2020-09-28,1.31957
2020-09-29,3.28694
2020-09-30,1.63147
2020-10-01,1.03166
2020-10-02,0.88771
2020-10-03,1.07965
2020-10-04,1.2476
2020-10-05,1.75143
2020-10-06,1.89539
2020-10-07,1.34357
2020-10-08,1.51151
2020-10-09,0.71976
2020-10-10,0.9357
2020-10-11,0.71976
2020-10-12,1.07965
2020-10-13,1.17562
2020-10-14,2.97504
2020-10-15,1.72744
2020-10-16,1.75143
2020-10-17,0.69577
2020-10-18,0.69577
2020-10-19,1.43953
2020-10-20,1.46353
2020-10-21,4.79846
2020-10-22,2.20729
2020-10-23,1.03166
2020-10-24,0.5998
2020-10-25,0.64779
2020-10-26,1.70345
2020-10-27,1.46353
2020-10-28,3.38291
2020-10-29,4.0547
2020-10-30,1.8714
2020-10-31,0.76775
2020-11-01,0.43186
2020-11-02,1.39155
2020-11-03,1.12763
2020-11-04,1.00767
2020-11-05,1.03166
2020-11-06,1.5595
2020-11-07,0.69577
2020-11-08,0.88771
2020-11-09,0.9117
2020-11-10,0.86372
2020-11-11,4.91842
2020-11-12,2.35124
2020-11-13,1.41554
2020-11-14,0.64779
2020-11-15,0.69577
2020-11-16,1.00767
2020-11-17,1.43953
2020-11-18,1.19961
2020-11-19,3.23896
2020-11-20,4.10268
2020-11-21,1.67946
2020-11-22,1.77543
2020-11-23,1.70345
2020-11-24,1.41554
2020-11-25,1.77543
2020-11-26,1.91938
2020-11-27,1.70345
2020-11-28,1.63147
2020-11-29,1.48752
2020-11-30,1.70345
2020-12-01,1.63147
2020-12-02,2.56717
2020-12-03,3.19097
2020-12-04,2.35124
2020-12-05,1.12763
2020-12-06,1.43953
2020-12-07,1.5595
2020-12-08,1.94337
2020-12-09,2.56717
2020-12-10,1.36756
2020-12-11,1.41554
2020-12-12,0.76775
2020-12-13,1.19961
2020-12-14,4.39059
2020-12-15,3.21497
2020-12-16,3.16698
2020-12-17,1.72744
2020-12-18,1.12763
2020-12-19,0.76775
2020-12-20,0.47984
2020-12-21,3.07101
2020-12-22,3.23896
2020-12-23,2.4712
2020-12-24,2.37523
2020-12-25,1.2476
2020-12-26,1.2476
2020-12-27,2.01535
2020-12-28,2.4712
2020-12-29,2.42322
2020-12-30,2.01535
2020-12-31,0.98368
2021-01-01,0.67178
2021-01-02,0.79174
2021-01-03,1.31957
2021-01-04,1.51151
2021-01-05,1.63147
2021-01-06,1.39155
2021-01-07,1.8714
2021-01-08,1.77543
2021-01-09,1.8714
2021-01-10,1.82341
2021-01-11,2.7831
2021-01-12,2.90307
2021-01-13,2.7831
2021-01-14,3.7428
2021-01-15,1.96737
2021-01-16,1.46353
2021-01-17,1.58349
2021-01-18,3.62284
2021-01-19,6.64587
2021-01-20,3.35892
2021-01-21,2.99904
2021-01-22,2.97504
2021-01-23,2.11132
2021-01-24,1.65547
2021-01-25,3.28694
2021-01-26,3.91074
2021-01-27,3.91074
2021-01-28,36.32437
2021-01-29,6.88579
2021-01-30,1.99136
2021-01-31,3.14299
2021-02-01,2.66314
2021-02-02,2.63915
2021-02-03,2.1593
2021-02-04,2.32725
2021-02-05,2.25527
2021-02-06,1.31957
2021-02-07,1.07965
2021-02-08,1.94337
2021-02-09,2.01535
2021-02-10,2.01535
2021-02-11,1.10364
2021-02-12,0.71976
2021-02-13,0.79174
2021-02-14,0.50383
2021-02-15,2.1833
2021-02-16,2.61516
2021-02-17,2.42322
2021-02-18,5.03838
2021-02-19,4.15067
2021-02-20,2.11132
2021-02-21,0.98368
2021-02-22,1.75143
2021-02-23,1.43953
2021-02-24,1.72744
2021-02-25,5.37428
2021-02-26,5.49424
2021-02-27,1.19961
2021-02-28,1.27159
2021-03-01,1.15163
2021-03-02,2.11132
2021-03-03,3.59884
2021-03-04,3.33493
2021-03-05,9.357
2021-03-06,3.50287
2021-03-07,2.06333
2021-03-08,3.52687
2021-03-09,3.26295
2021-03-10,7.96545
2021-03-11,4.89443
2021-03-12,3.7428
2021-03-13,2.23128
2021-03-14,1.99136
2021-03-15,3.76679
2021-03-16,3.14299
2021-03-17,2.71113
2021-03-18,3.79078
2021-03-19,2.90307
2021-03-20,1.77543
2021-03-21,1.58349
2021-03-22,1.96737
2021-03-23,6.52591
2021-03-24,3.14299
2021-03-25,4.84644
2021-03-26,3.62284
2021-03-27,2.01535
2021-03-28,1.31957
2021-03-29,2.61516
2021-03-30,2.11132
2021-03-31,2.54318
2021-04-01,2.1833
2021-04-02,1.5595
2021-04-03,1.00767
2021-04-04,0.88771
2021-04-05,5.3023
2021-04-06,3.19097
2021-04-07,1.63147
2021-04-08,1.75143
2021-04-09,1.75143
2021-04-10,0.88771
2021-04-11,0.71976
2021-04-12,1.67946
2021-04-13,2.13531
2021-04-14,2.1833
2021-04-15,4.3666
2021-04-16,3.04702
2021-04-17,1.29558
2021-04-18,0.9357
2021-04-19,1.5355
2021-04-20,1.8474
2021-04-21,2.13531
2021-04-22,2.27927
2021-04-23,1.5595
2021-04-24,1.12763
2021-04-25,0.9117
2021-04-26,9.09309
2021-04-27,4.65451
2021-04-28,3.38291
2021-04-29,4.15067
2021-04-30,2.1593
2021-05-01,0.86372
2021-05-02,1.63147
2021-05-03,1.82341
2021-05-04,100.0
2021-05-05,15.97888
2021-05-06,10.02879
2021-05-07,5.15834
2021-05-08,2.75911
2021-05-09,2.66314
2021-05-10,6.62188
2021-05-11,5.87811
2021-05-12,2.90307
2021-05-13,2.44721
2021-05-14,7.84548
2021-05-15,2.97504
2021-05-16,2.27927
2021-05-17,6.76583
2021-05-18,5.15834
2021-05-19,2.63915
2021-05-20,3.095
2021-05-21,1.96737
2021-05-22,1.17562
2021-05-23,1.43953
2021-05-24,2.87907
2021-05-25,2.73512
2021-05-26,2.73512
2021-05-27,2.06333
2021-05-28,1.79942
2021-05-29,0.88771
2021-05-30,0.5998
2021-05-31,1.67946
2021-06-01,1.46353
2021-06-02,1.67946
2021-06-03,1.77543
2021-06-04,1.34357
2021-06-05,0.57581
2021-06-06,0.74376
2021-06-07,1.03166
2021-06-08,1.75143
2021-06-09,2.1593
2021-06-10,1.79942
2021-06-11,1.89539
2021-06-12,0.9357
2021-06-13,0.2879
2021-06-14,0.95969
2021-06-15,0.79174
2021-06-16,1.05566
2021-06-17,1.48752
2021-06-18,1.46353
2021-06-19,0.6238
2021-06-20,0.45585
2021-06-21,0.9117
2021-06-22,1.03166
2021-06-23,2.25527
2021-06-24,2.06333
2021-06-25,1.75143
2021-06-26,0.45585
2021-06-27,0.86372
2021-06-28,1.36756
2021-06-29,1.65547
2021-06-30,1.51151
2021-07-01,1.70345
2021-07-02,2.11132
2021-07-03,0.6238
2021-07-04,0.6238
2021-07-05,1.70345
2021-07-06,1.94337
2021-07-07,1.31957
2021-07-08,1.12763
2021-07-09,0.86372
2021-07-10,0.43186
2021-07-11,0.26391
2021-07-12,4.03071
2021-07-13,4.9904
2021-07-14,3.4069
2021-07-15,5.01439
2021-07-16,4.39059
2021-07-17,2.75911
2021-07-18,1.5595
2021-07-19,3.83877
2021-07-20,2.56717
2021-07-21,2.92706
2021-07-22,2.27927
2021-07-23,3.19097
2021-07-24,1.12763
2021-07-25,0.76775
2021-07-26,5.73416
2021-07-27,1.89539
2021-07-28,1.60748
2021-07-29,2.27927
2021-07-30,1.43953
2021-07-31,0.69577
2021-08-01,0.6238
2021-08-02,5.27831
2021-08-03,3.95873
2021-08-04,1.91938
2021-08-05,2.51919
2021-08-06,1.43953
2021-08-07,0.81573
2021-08-08,0.76775
2021-08-09,1.91938
2021-08-10,2.27927
2021-08-11,1.36756
2021-08-12,5.06238
2021-08-13,2.59117
2021-08-14,1.43953
2021-08-15,1.17562
2021-08-16,1.58349
2021-08-17,2.66314
2021-08-18,12.71593
2021-08-19,4.48656
2021-08-20,3.55086
2021-08-21,1.8474
2021-08-22,1.39155
2021-08-23,2.25527
2021-08-24,5.68618
2021-08-25,3.095
2021-08-26,2.83109
2021-08-27,2.4952
2021-08-28,1.2236
2021-08-29,1.05566
2021-08-30,1.75143
2021-08-31,2.06333
2021-09-01,1.96737
2021-09-02,2.08733
2021-09-03,1.65547
2021-09-04,0.86372
2021-09-05,0.5998
2021-09-06,1.72744
2021-09-07,3.02303
2021-09-08,2.4712
2021-09-09,2.20729
2021-09-10,2.71113
2021-09-11,0.9117
2021-09-12,0.86372
2021-09-13,8.44529
2021-09-14,4.58253
2021-09-15,3.19097
2021-09-16,3.04702
2021-09-17,1.82341
2021-09-18,0.9357
2021-09-19,0.86372
2021-09-20,0.86372
2021-09-21,0.57581
2021-09-22,0.67178
2021-09-23,3.21497
2021-09-24,1.94337
2021-09-25,0.79174
2021-09-26,0.69577
2021-09-27,5.3023
2021-09-28,4.96641
2021-09-29,2.61516
2021-09-30,2.08733
2021-10-01,4.27063
2021-10-02,1.72744
2021-10-03,1.00767
2021-10-04,0.5998
2021-10-05,1.19961
2021-10-06,1.5355
2021-10-07,1.41554
2021-10-08,1.51151
2021-10-09,0.95969
2021-10-10,0.5998
2021-10-11,0.6238
2021-10-12,1.58349
2021-10-13,1.79942
2021-10-14,1.75143
2021-10-15,2.7831
2021-10-16,1.05566
2021-10-17,0.57581
2021-10-18,1.10364
2021-10-19,1.36756
2021-10-20,1.46353
2021-10-21,1.03166
2021-10-22,1.03166
2021-10-23,0.6238
2021-10-24,0.86372
2021-10-25,1.65547
2021-10-26,1.75143
2021-10-27,2.20729
2021-10-28,8.20537
2021-10-29,3.67082
2021-10-30,1.27159
2021-10-31,1.5355
2021-11-01,4.27063
2021-11-02,2.54318
2021-11-03,1.72744
2021-11-04,2.83109
2021-11-05,1.63147
2021-11-06,0.6238
2021-11-07,0.83973
2021-11-08,1.60748
2021-11-09,1.8474
2021-11-10,2.63915
2021-11-11,1.99136
