date,아파트취등록세계산기
2021-04-21,51.50976
2021-04-22,46.35879
2021-04-23,47.06927
2021-04-24,38.72113
2021-04-25,42.62877
2021-04-26,61.6341
2021-04-27,55.4174
2021-04-28,55.4174
2021-04-29,57.37122
2021-04-30,65.54174
2021-05-01,38.36589
2021-05-02,56.83836
2021-05-03,47.06927
2021-05-04,53.6412
2021-05-05,35.70159
2021-05-06,38.72113
2021-05-07,52.04262
2021-05-08,31.97158
2021-05-09,24.1563
2021-05-10,60.03552
2021-05-11,56.48312
2021-05-12,42.98401
2021-05-13,46.53641
2021-05-14,50.26642
2021-05-15,30.01776
2021-05-16,36.41207
2021-05-17,57.72646
2021-05-18,38.36589
2021-05-19,28.77442
2021-05-20,61.6341
2021-05-21,53.10834
2021-05-22,39.25399
2021-05-23,42.80639
2021-05-24,62.5222
2021-05-25,55.4174
2021-05-26,48.31261
2021-05-27,41.56305
2021-05-28,45.64831
2021-05-29,28.95204
2021-05-30,23.2682
2021-05-31,39.43161
2021-06-01,37.12255
2021-06-02,34.81349
2021-06-03,47.42451
2021-06-04,37.47779
2021-06-05,35.16873
2021-06-06,26.99822
2021-06-07,37.65541
2021-06-08,44.93783
2021-06-09,45.47069
2021-06-10,33.92539
2021-06-11,45.11545
2021-06-12,24.51154
2021-06-13,25.57726
2021-06-14,44.22735
2021-06-15,45.11545
2021-06-16,48.13499
2021-06-17,42.27353
2021-06-18,36.94493
2021-06-19,33.21492
2021-06-20,31.97158
2021-06-21,49.73357
2021-06-22,47.77975
2021-06-23,44.76021
2021-06-24,44.04973
2021-06-25,45.47069
2021-06-26,35.52397
2021-06-27,35.87921
2021-06-28,47.60213
2021-06-29,45.47069
2021-06-30,41.91829
2021-07-01,46.71403
2021-07-02,42.09591
2021-07-03,41.91829
2021-07-04,39.43161
2021-07-05,55.06216
2021-07-06,48.66785
2021-07-07,39.78685
2021-07-08,47.42451
2021-07-09,40.49733
2021-07-10,45.11545
2021-07-11,40.31971
2021-07-12,57.72646
2021-07-13,47.42451
2021-07-14,44.40497
2021-07-15,34.45825
2021-07-16,31.61634
2021-07-17,42.98401
2021-07-18,33.39253
2021-07-19,36.76731
2021-07-20,36.23445
2021-07-21,53.99644
2021-07-22,51.33214
2021-07-23,29.12966
2021-07-24,45.82593
2021-07-25,26.64298
2021-07-26,36.41207
2021-07-27,45.11545
2021-07-28,33.21492
2021-07-29,33.21492
2021-07-30,46.18117
2021-07-31,30.90586
2021-08-01,34.99111
2021-08-02,37.30017
2021-08-03,30.373
2021-08-04,45.11545
2021-08-05,53.28596
2021-08-06,30.90586
2021-08-07,42.62877
2021-08-08,42.80639
2021-08-09,50.9769
2021-08-10,42.80639
2021-08-11,61.45648
2021-08-12,38.72113
2021-08-13,50.44404
2021-08-14,34.28063
2021-08-15,34.81349
2021-08-16,47.42451
2021-08-17,42.80639
2021-08-18,46.89165
2021-08-19,39.25399
2021-08-20,36.05683
2021-08-21,24.51154
2021-08-22,24.86678
2021-08-23,37.83303
2021-08-24,42.45115
2021-08-25,39.96447
2021-08-26,34.45825
2021-08-27,35.52397
2021-08-28,23.09058
2021-08-29,20.78152
2021-08-30,39.60923
2021-08-31,48.31261
2021-09-01,44.93783
2021-09-02,43.33925
2021-09-03,47.95737
2021-09-04,38.72113
2021-09-05,42.09591
2021-09-06,64.12078
2021-09-07,47.42451
2021-09-08,39.43161
2021-09-09,51.15452
2021-09-10,43.51687
2021-09-11,44.76021
2021-09-12,32.32682
2021-09-13,47.95737
2021-09-14,49.37833
2021-09-15,31.08348
2021-09-16,39.07637
2021-09-17,30.19538
2021-09-18,30.373
2021-09-19,20.6039
2021-09-20,20.07104
2021-09-21,19.7158
2021-09-22,29.30728
2021-09-23,59.8579
2021-09-24,55.06216
2021-09-25,50.62166
2021-09-26,46.00355
2021-09-27,68.20603
2021-09-28,78.68561
2021-09-29,60.39076
2021-09-30,66.0746
2021-10-01,50.0888
2021-10-02,46.71403
2021-10-03,41.74067
2021-10-04,50.9769
2021-10-05,61.45648
2021-10-06,57.54884
2021-10-07,56.3055
2021-10-08,54.35168
2021-10-09,42.45115
2021-10-10,39.78685
2021-10-11,50.0888
2021-10-12,59.68028
2021-10-13,55.06216
2021-10-14,54.17406
2021-10-15,48.66785
2021-10-16,46.00355
2021-10-17,38.89875
2021-10-18,41.38543
2021-10-19,41.91829
2021-10-20,43.33925
2021-10-21,42.45115
2021-10-22,49.20071
2021-10-23,27.88632
2021-10-24,26.11012
2021-10-25,33.74777
2021-10-26,43.51687
2021-10-27,50.62166
2021-10-28,45.82593
2021-10-29,37.12255
2021-10-30,30.72824
2021-10-31,30.55062
2021-11-01,47.24689
2021-11-02,28.24156
2021-11-03,24.68916
2021-11-04,22.91296
2021-11-05,17.40674
2021-11-06,20.24866
2021-11-07,19.89342
2021-11-08,24.33392
2021-11-09,33.57015
2021-11-10,28.41918
2021-11-11,27.35346
2021-11-12,26.46536
2021-11-13,21.66962
2021-11-14,25.57726
2021-11-15,46.35879
2021-11-16,31.43872
2021-11-17,40.31971
2021-11-18,25.0444
2021-11-19,34.63587
2021-11-20,29.12966
2021-11-21,21.66962
2021-11-22,32.1492
2021-11-23,42.80639
2021-11-24,28.77442
2021-11-25,27.53108
2021-11-26,42.98401
2021-11-27,25.75488
2021-11-28,21.66962
2021-11-29,39.60923
2021-11-30,43.69449
2021-12-01,34.99111
2021-12-02,34.28063
2021-12-03,40.67495
2021-12-04,19.89342
2021-12-05,17.0515
2021-12-06,27.35346
2021-12-07,42.27353
2021-12-08,30.373
2021-12-09,37.83303
2021-12-10,21.31438
2021-12-11,19.53818
2021-12-12,19.7158
2021-12-13,41.38543
2021-12-14,33.57015
2021-12-15,28.41918
2021-12-16,37.12255
2021-12-17,25.39964
2021-12-18,14.74245
2021-12-19,20.07104
2021-12-20,39.60923
2021-12-21,31.08348
2021-12-22,36.23445
2021-12-23,26.8206
2021-12-24,17.9396
2021-12-25,17.76198
2021-12-26,22.73534
2021-12-27,32.1492
2021-12-28,36.94493
2021-12-29,32.85968
2021-12-30,33.21492
2021-12-31,20.07104
2022-01-01,16.69626
2022-01-02,21.492
2022-01-03,30.373
2022-01-04,27.35346
2022-01-05,44.93783
2022-01-06,29.12966
2022-01-07,32.1492
2022-01-08,32.85968
2022-01-09,36.76731
2022-01-10,33.57015
2022-01-11,37.47779
2022-01-12,41.56305
2022-01-13,33.0373
2022-01-14,33.92539
2022-01-15,33.21492
2022-01-16,27.88632
2022-01-17,27.53108
2022-01-18,32.32682
2022-01-19,40.31971
2022-01-20,35.70159
2022-01-21,22.20248
2022-01-22,18.8277
2022-01-23,22.20248
2022-01-24,36.58969
2022-01-25,33.92539
2022-01-26,31.61634
2022-01-27,33.21492
2022-01-28,32.50444
2022-01-29,25.9325
2022-01-30,20.78152
2022-01-31,16.87388
2022-02-01,20.07104
2022-02-02,23.2682
2022-02-03,35.34635
2022-02-04,23.80106
2022-02-05,24.33392
2022-02-06,27.7087
2022-02-07,46.18117
2022-02-08,33.0373
2022-02-09,30.19538
2022-02-10,37.30017
2022-02-11,35.87921
2022-02-12,27.35346
2022-02-13,26.11012
2022-02-14,31.08348
2022-02-15,30.01776
2022-02-16,36.94493
2022-02-17,29.12966
2022-02-18,32.50444
2022-02-19,28.06394
2022-02-20,30.373
2022-02-21,36.23445
2022-02-22,38.36589
2022-02-23,31.08348
2022-02-24,26.28774
2022-02-25,26.11012
2022-02-26,25.57726
2022-02-27,26.28774
2022-02-28,22.55772
2022-03-01,16.16341
2022-03-02,33.21492
2022-03-03,31.2611
2022-03-04,30.373
2022-03-05,23.44582
2022-03-06,19.36056
2022-03-07,30.90586
2022-03-08,25.75488
2022-03-09,20.42628
2022-03-10,25.39964
2022-03-11,23.44582
2022-03-12,23.97868
2022-03-13,23.97868
2022-03-14,38.36589
2022-03-15,26.28774
2022-03-16,40.67495
2022-03-17,32.32682
2022-03-18,24.1563
2022-03-19,20.95914
2022-03-20,24.86678
2022-03-21,35.70159
2022-03-22,24.1563
2022-03-23,32.68206
2022-03-24,32.1492
2022-03-25,22.73534
2022-03-26,22.91296
2022-03-27,17.9396
2022-03-28,32.68206
2022-03-29,32.85968
2022-03-30,23.97868
2022-03-31,33.0373
2022-04-01,27.88632
2022-04-02,21.13676
2022-04-03,21.66962
2022-04-04,39.78685
2022-04-05,25.0444
2022-04-06,25.75488
2022-04-07,22.20248
2022-04-08,17.9396
2022-04-09,16.34103
2022-04-10,19.53818
2022-04-11,23.2682
2022-04-12,21.84724
2022-04-13,22.02486
2022-04-14,29.12966
2022-04-15,30.373
2022-04-16,16.16341
2022-04-17,17.0515
2022-04-18,24.51154
2022-04-19,31.61634
2022-04-20,26.28774
2022-04-21,25.22202
2022-04-22,24.68916
2022-04-23,14.03197
2022-04-24,20.07104
2022-04-25,33.0373
2022-04-26,18.65008
2022-04-27,23.09058
2022-04-28,23.80106
2022-04-29,17.22912
2022-04-30,12.07815
2022-05-01,14.03197
2022-05-02,18.47246
2022-05-03,17.40674
2022-05-04,16.87388
2022-05-05,11.01243
2022-05-06,18.11722
2022-05-07,16.16341
2022-05-08,13.85435
2022-05-09,24.51154
2022-05-10,21.492
2022-05-11,20.78152
2022-05-12,25.75488
2022-05-13,17.58436
2022-05-14,14.03197
2022-05-15,15.63055
2022-05-16,29.30728
2022-05-17,22.3801
2022-05-18,19.00532
2022-05-19,21.66962
2022-05-20,18.8277
2022-05-21,12.25577
2022-05-22,15.27531
2022-05-23,22.3801
2022-05-24,19.7158
2022-05-25,21.13676
2022-05-26,26.64298
2022-05-27,25.39964
2022-05-28,20.07104
2022-05-29,11.90053
2022-05-30,24.51154
2022-05-31,23.62344
2022-06-01,24.68916
2022-06-02,26.28774
2022-06-03,26.28774
2022-06-04,18.29484
2022-06-05,14.92007
2022-06-06,20.07104
2022-06-07,28.5968
2022-06-08,34.28063
2022-06-09,22.02486
2022-06-10,21.66962
2022-06-11,15.45293
2022-06-12,15.98579
2022-06-13,29.84014
2022-06-14,28.24156
2022-06-15,24.68916
2022-06-16,34.99111
2022-06-17,27.35346
2022-06-18,19.7158
2022-06-19,19.00532
2022-06-20,31.79396
2022-06-21,59.8579
2022-06-22,33.74777
2022-06-23,30.90586
2022-06-24,24.68916
2022-06-25,18.8277
2022-06-26,12.78863
2022-06-27,26.46536
2022-06-28,20.78152
2022-06-29,21.84724
2022-06-30,21.13676
2022-07-01,20.07104
2022-07-02,15.63055
2022-07-03,15.63055
2022-07-04,18.11722
2022-07-05,25.75488
2022-07-06,19.53818
2022-07-07,20.07104
2022-07-08,19.53818
2022-07-09,11.19005
2022-07-10,16.51865
2022-07-11,23.44582
2022-07-12,20.6039
2022-07-13,17.40674
2022-07-14,21.13676
2022-07-15,19.53818
2022-07-16,13.67673
2022-07-17,14.74245
2022-07-18,26.46536
2022-07-19,20.95914
2022-07-20,22.91296
2022-07-21,23.80106
2022-07-22,18.11722
2022-07-23,19.53818
2022-07-24,11.01243
2022-07-25,23.62344
2022-07-26,19.89342
2022-07-27,19.7158
2022-07-28,19.89342
2022-07-29,18.11722
2022-07-30,17.76198
2022-07-31,13.67673
2022-08-01,21.492
2022-08-02,21.66962
2022-08-03,21.84724
2022-08-04,17.40674
2022-08-05,19.53818
2022-08-06,16.69626
2022-08-07,14.56483
2022-08-08,27.88632
2022-08-09,26.11012
2022-08-10,28.95204
2022-08-11,24.51154
2022-08-12,20.78152
2022-08-13,10.65719
2022-08-14,14.20959
2022-08-15,16.87388
2022-08-16,29.66252
2022-08-17,21.13676
2022-08-18,28.24156
2022-08-19,21.492
2022-08-20,13.67673
2022-08-21,16.51865
2022-08-22,29.4849
2022-08-23,22.91296
2022-08-24,24.68916
2022-08-25,23.09058
2022-08-26,25.75488
2022-08-27,15.27531
2022-08-28,12.43339
2022-08-29,22.55772
2022-08-30,18.47246
2022-08-31,18.8277
2022-09-01,14.92007
2022-09-02,18.8277
2022-09-03,12.07815
2022-09-04,15.45293
2022-09-05,20.42628
2022-09-06,18.47246
2022-09-07,16.16341
2022-09-08,11.19005
2022-09-09,6.03907
2022-09-10,7.10479
2022-09-11,9.94671
2022-09-12,11.72291
2022-09-13,23.09058
2022-09-14,28.95204
2022-09-15,31.08348
2022-09-16,17.58436
2022-09-17,15.27531
2022-09-18,11.19005
2022-09-19,27.53108
2022-09-20,19.7158
2022-09-21,24.1563
2022-09-22,21.492
2022-09-23,20.07104
2022-09-24,14.92007
2022-09-25,10.83481
2022-09-26,21.66962
2022-09-27,26.11012
2022-09-28,31.43872
2022-09-29,23.62344
2022-09-30,17.22912
2022-10-01,12.96625
2022-10-02,12.07815
2022-10-03,11.72291
2022-10-04,17.9396
2022-10-05,13.14387
2022-10-06,13.67673
2022-10-07,11.90053
2022-10-08,9.59147
2022-10-09,7.28241
2022-10-10,11.36767
2022-10-11,12.25577
2022-10-12,19.53818
2022-10-13,18.29484
2022-10-14,14.92007
2022-10-15,9.41385
2022-10-16,11.01243
2022-10-17,15.45293
2022-10-18,18.65008
2022-10-19,15.98579
2022-10-20,13.49911
2022-10-21,14.74245
2022-10-22,9.23623
2022-10-23,12.43339
2022-10-24,16.69626
2022-10-25,16.69626
2022-10-26,14.92007
2022-10-27,16.34103
2022-10-28,14.92007
2022-10-29,10.65719
2022-10-30,7.46003
2022-10-31,19.36056
2022-11-01,19.18294
2022-11-02,15.98579
2022-11-03,14.74245
2022-11-04,16.87388
2022-11-05,8.17051
2022-11-06,9.76909
2022-11-07,20.07104
2022-11-08,16.69626
2022-11-09,17.0515
2022-11-10,26.64298
2022-11-11,20.42628
2022-11-12,9.59147
2022-11-13,15.80817
2022-11-14,17.9396
2022-11-15,22.91296
2022-11-16,20.78152
2022-11-17,20.42628
2022-11-18,14.56483
2022-11-19,14.03197
2022-11-20,12.25577
2022-11-21,18.8277
2022-11-22,21.31438
2022-11-23,22.20248
2022-11-24,20.24866
2022-11-25,14.56483
2022-11-26,17.22912
2022-11-27,13.32149
2022-11-28,20.24866
2022-11-29,22.20248
2022-11-30,23.80106
2022-12-01,18.65008
2022-12-02,13.32149
2022-12-03,9.59147
2022-12-04,13.67673
2022-12-05,18.11722
2022-12-06,21.492
2022-12-07,20.07104
2022-12-08,24.51154
2022-12-09,16.51865
2022-12-10,14.03197
2022-12-11,11.72291
2022-12-12,20.6039
2022-12-13,19.53818
2022-12-14,22.91296
2022-12-15,21.13676
2022-12-16,22.73534
2022-12-17,15.63055
2022-12-18,14.38721
2022-12-19,23.97868
2022-12-20,21.13676
2022-12-21,22.02486
2022-12-22,26.99822
2022-12-23,23.2682
2022-12-24,13.67673
2022-12-25,13.85435
2022-12-26,23.2682
2022-12-27,17.9396
2022-12-28,18.29484
2022-12-29,17.9396
2022-12-30,18.8277
2022-12-31,14.74245
2023-01-01,12.78863
2023-01-02,31.08348
2023-01-03,24.86678
2023-01-04,23.80106
2023-01-05,19.53818
2023-01-06,22.3801
2023-01-07,18.47246
2023-01-08,21.31438
2023-01-09,35.16873
2023-01-10,26.11012
2023-01-11,35.16873
2023-01-12,31.97158
2023-01-13,24.33392
2023-01-14,22.55772
2023-01-15,18.65008
2023-01-16,33.57015
2023-01-17,32.32682
2023-01-18,25.0444
2023-01-19,23.80106
2023-01-20,23.97868
2023-01-21,17.40674
2023-01-22,17.9396
2023-01-23,18.65008
2023-01-24,21.13676
2023-01-25,37.65541
2023-01-26,37.12255
2023-01-27,33.21492
2023-01-28,24.1563
2023-01-29,27.7087
2023-01-30,39.43161
2023-01-31,42.27353
2023-02-01,35.70159
2023-02-02,37.47779
2023-02-03,33.92539
2023-02-04,23.80106
2023-02-05,31.61634
2023-02-06,44.76021
2023-02-07,37.30017
2023-02-08,36.58969
2023-02-09,44.93783
2023-02-10,35.16873
2023-02-11,30.90586
2023-02-12,31.08348
2023-02-13,43.51687
2023-02-14,32.85968
2023-02-15,38.36589
2023-02-16,34.63587
2023-02-17,29.84014
2023-02-18,30.01776
2023-02-19,28.5968
2023-02-20,36.94493
2023-02-21,38.89875
2023-02-22,34.63587
2023-02-23,31.79396
2023-02-24,30.90586
2023-02-25,23.80106
2023-02-26,29.30728
2023-02-27,43.69449
2023-02-28,41.74067
2023-03-01,37.12255
2023-03-02,39.78685
2023-03-03,29.66252
2023-03-04,28.41918
2023-03-05,27.53108
2023-03-06,36.94493
2023-03-07,39.25399
2023-03-08,32.85968
2023-03-09,32.1492
2023-03-10,35.16873
2023-03-11,22.91296
2023-03-12,26.11012
2023-03-13,43.16163
2023-03-14,41.20781
2023-03-15,39.07637
2023-03-16,41.91829
2023-03-17,39.25399
2023-03-18,32.1492
2023-03-19,31.43872
2023-03-20,46.89165
2023-03-21,44.40497
2023-03-22,42.45115
2023-03-23,42.27353
2023-03-24,38.01065
2023-03-25,30.373
2023-03-26,26.99822
2023-03-27,39.43161
2023-03-28,34.81349
2023-03-29,37.30017
2023-03-30,27.17584
2023-03-31,31.43872
2023-04-01,19.89342
2023-04-02,22.3801
2023-04-03,30.72824
2023-04-04,30.19538
2023-04-05,32.50444
2023-04-06,35.16873
2023-04-07,24.51154
2023-04-08,29.4849
2023-04-09,20.95914
2023-04-10,38.72113
2023-04-11,41.91829
2023-04-12,34.81349
2023-04-13,29.4849
2023-04-14,30.72824
2023-04-15,27.7087
2023-04-16,28.95204
2023-04-17,37.65541
2023-04-18,35.34635
2023-04-19,34.99111
2023-04-20,36.94493
2023-04-21,29.12966
2023-04-22,22.02486
2023-04-23,22.3801
2023-04-24,37.12255
2023-04-25,35.52397
2023-04-26,37.47779
2023-04-27,32.85968
2023-04-28,24.86678
2023-04-29,20.24866
2023-04-30,21.66962
2023-05-01,27.53108
2023-05-02,40.67495
2023-05-03,38.01065
2023-05-04,28.77442
2023-05-05,20.24866
2023-05-06,23.62344
2023-05-07,23.44582
2023-05-08,39.78685
2023-05-09,36.05683
2023-05-10,34.10301
2023-05-11,37.83303
2023-05-12,38.36589
2023-05-13,23.62344
2023-05-14,25.0444
2023-05-15,33.74777
2023-05-16,37.30017
2023-05-17,31.08348
2023-05-18,28.5968
2023-05-19,25.57726
2023-05-20,19.00532
2023-05-21,20.78152
2023-05-22,31.43872
2023-05-23,34.99111
2023-05-24,30.01776
2023-05-25,26.8206
2023-05-26,22.3801
2023-05-27,21.66962
2023-05-28,17.22912
2023-05-29,23.09058
