date,TIGER반도체
2020-08-31,13.36633
2020-09-01,10.89108
2020-09-02,14.0264
2020-09-03,18.81188
2020-09-04,12.21122
2020-09-05,2.14521
2020-09-06,2.31023
2020-09-07,13.86138
2020-09-08,13.20132
2020-09-09,16.0066
2020-09-10,10.56105
2020-09-11,6.76567
2020-09-12,1.81518
2020-09-13,4.12541
2020-09-14,9.24092
2020-09-15,14.52145
2020-09-16,16.50165
2020-09-17,7.75577
2020-09-18,6.43564
2020-09-19,2.14521
2020-09-20,2.47524
2020-09-21,6.93069
2020-09-22,6.76567
2020-09-23,8.58085
2020-09-24,6.93069
2020-09-25,4.62046
2020-09-26,1.98019
2020-09-27,1.81518
2020-09-28,6.93069
2020-09-29,8.41584
2020-09-30,1.15511
2020-10-01,1.65016
2020-10-02,2.14521
2020-10-03,1.15511
2020-10-04,3.46534
2020-10-05,6.76567
2020-10-06,7.75577
2020-10-07,6.60066
2020-10-08,7.92079
2020-10-09,1.65016
2020-10-10,1.32013
2020-10-11,1.98019
2020-10-12,10.56105
2020-10-13,8.74587
2020-10-14,9.57095
2020-10-15,8.41584
2020-10-16,7.59075
2020-10-17,1.15511
2020-10-19,5.28052
2020-10-20,4.62046
2020-10-21,4.45544
2020-10-22,1.81518
2020-10-23,4.62046
2020-10-26,3.96039
2020-10-27,4.95049
2020-10-28,4.29042
2020-10-29,4.29042
2020-10-30,3.96039
2020-10-31,1.32013
2020-11-01,0.82508
2020-11-02,2.80528
2020-11-03,5.44554
2020-11-04,2.97029
2020-11-05,5.11551
2020-11-06,6.76567
2020-11-07,1.32013
2020-11-08,2.47524
2020-11-09,9.40594
2020-11-10,6.43564
2020-11-11,5.94059
2020-11-12,4.62046
2020-11-13,5.94059
2020-11-14,5.11551
2020-11-15,5.44554
2020-11-16,18.97689
2020-11-17,18.48184
2020-11-18,15.0165
2020-11-19,13.20132
2020-11-20,16.50165
2020-11-21,4.45544
2020-11-22,2.97029
2020-11-23,18.48184
2020-11-24,15.67656
2020-11-25,17.98679
2020-11-26,16.99669
2020-11-27,21.45214
2020-11-28,5.94059
2020-11-29,9.40594
2020-11-30,15.34653
2020-12-01,13.0363
2020-12-02,25.41254
2020-12-03,25.24752
2020-12-04,29.70297
2020-12-05,8.41584
2020-12-06,7.92079
2020-12-07,23.92739
2020-12-08,21.78217
2020-12-09,23.10231
2020-12-10,25.0825
2020-12-11,16.83168
2020-12-12,4.62046
2020-12-13,7.0957
2020-12-14,14.85148
2020-12-15,14.0264
2020-12-16,17.32673
2020-12-17,27.0627
2020-12-18,21.45214
2020-12-19,7.59075
2020-12-20,9.57095
2020-12-21,22.77227
2020-12-22,16.17161
2020-12-23,22.11221
2020-12-24,22.77227
2020-12-25,9.24092
2020-12-26,7.42574
2020-12-27,10.39603
2020-12-28,29.86798
2020-12-29,27.22772
2020-12-30,44.22442
2020-12-31,18.15181
2021-01-01,14.35643
2021-01-02,16.66666
2021-01-03,16.50165
2021-01-04,53.63036
2021-01-05,47.19471
2021-01-06,41.74917
2021-01-07,46.53465
2021-01-08,60.56105
2021-01-09,23.59735
2021-01-10,30.52805
2021-01-11,55.28052
2021-01-12,40.42904
2021-01-13,34.81848
2021-01-14,36.13861
2021-01-15,36.63366
2021-01-16,11.55115
2021-01-17,12.70627
2021-01-18,33.0033
2021-01-19,31.68316
2021-01-20,60.56105
2021-01-21,75.41254
2021-01-22,77.39273
2021-01-23,66.66666
2021-01-24,59.24092
2021-01-25,95.70957
2021-01-26,87.62376
2021-01-27,100.0
2021-01-28,69.63696
2021-01-29,50.66006
2021-01-30,20.13201
2021-01-31,20.62706
2021-02-01,60.72607
2021-02-02,55.28052
2021-02-03,52.80528
2021-02-04,48.51485
2021-02-05,34.48844
2021-02-06,11.38613
2021-02-07,14.85148
2021-02-08,34.15841
2021-02-09,39.93399
2021-02-10,28.0528
2021-02-11,10.72607
2021-02-12,24.25742
2021-02-13,17.65676
2021-02-14,22.60726
2021-02-15,89.27392
2021-02-16,82.67326
2021-02-17,54.12541
2021-02-18,41.74917
2021-02-19,42.0792
2021-02-20,17.65676
2021-02-21,15.67656
2021-02-22,41.74917
2021-02-23,29.86798
2021-02-24,33.82838
2021-02-25,46.36963
2021-02-26,35.64356
2021-02-27,11.38613
2021-02-28,13.53135
2021-03-01,13.53135
2021-03-02,40.75907
2021-03-03,35.80858
2021-03-04,27.88778
2021-03-05,27.55775
2021-03-06,8.0858
2021-03-07,8.91089
2021-03-08,27.22772
2021-03-09,22.44224
2021-03-10,22.77227
2021-03-11,26.40264
2021-03-12,28.38283
2021-03-13,6.60066
2021-03-14,9.0759
2021-03-15,22.93729
2021-03-16,26.40264
2021-03-17,22.77227
2021-03-18,28.0528
2021-03-19,22.60726
2021-03-20,7.59075
2021-03-21,11.22112
2021-03-22,27.55775
2021-03-23,27.55775
2021-03-24,23.92739
2021-03-25,21.78217
2021-03-26,23.92739
2021-03-27,8.58085
2021-03-28,8.0858
2021-03-29,31.51815
2021-03-30,25.0825
2021-03-31,28.87788
2021-04-01,36.46864
2021-04-02,54.12541
2021-04-03,15.34653
2021-04-04,21.78217
2021-04-05,60.72607
2021-04-06,61.55115
2021-04-07,54.29042
2021-04-08,46.36963
2021-04-09,41.0891
2021-04-10,8.58085
2021-04-11,10.39603
2021-04-12,35.80858
2021-04-13,45.87458
2021-04-14,41.74917
2021-04-15,35.14851
2021-04-16,39.43894
2021-04-17,10.23102
2021-04-18,10.56105
2021-04-19,66.66666
2021-04-20,50.0
2021-04-21,38.11881
2021-04-22,40.75907
2021-04-23,37.95379
2021-04-24,8.41584
2021-04-25,13.69636
2021-04-26,36.30363
2021-04-27,33.49834
2021-04-28,39.10891
2021-04-29,44.22442
2021-04-30,30.19801
2021-05-01,6.60066
2021-05-02,7.42574
2021-05-03,31.18811
2021-05-04,30.85808
2021-05-05,9.73597
2021-05-06,32.50825
2021-05-07,25.41254
2021-05-08,6.60066
2021-05-09,4.45544
2021-05-10,29.70297
2021-05-11,24.75247
2021-05-12,24.91749
2021-05-13,23.10231
2021-05-14,25.41254
2021-05-15,7.42574
2021-05-16,6.43564
2021-05-17,23.43234
2021-05-18,21.94719
2021-05-19,3.30033
2021-05-20,23.59735
2021-05-21,27.88778
2021-05-22,4.62046
2021-05-23,3.79537
2021-05-24,24.25742
2021-05-25,21.78217
2021-05-26,18.15181
2021-05-27,18.64686
2021-05-28,16.66666
2021-05-29,1.48514
2021-05-30,2.14521
2021-05-31,18.15181
2021-06-01,16.83168
2021-06-02,17.65676
2021-06-03,26.23762
2021-06-04,18.81188
2021-06-05,4.12541
2021-06-06,2.80528
2021-06-07,18.64686
2021-06-08,16.66666
2021-06-09,16.66666
2021-06-10,18.64686
2021-06-11,17.98679
2021-06-12,2.64026
2021-06-13,3.13531
2021-06-14,15.51155
2021-06-15,15.34653
2021-06-16,18.48184
2021-06-17,19.47194
2021-06-18,21.28712
2021-06-19,4.62046
2021-06-20,4.95049
2021-06-21,14.19141
2021-06-22,18.81188
2021-06-23,20.46204
2021-06-24,25.90759
2021-06-25,23.92739
2021-06-26,4.29042
2021-06-27,5.28052
2021-06-28,20.79207
2021-06-29,19.80198
2021-06-30,25.41254
2021-07-01,23.10231
2021-07-02,17.32673
2021-07-03,2.97029
2021-07-04,2.47524
2021-07-05,17.65676
2021-07-06,21.94719
2021-07-07,21.94719
2021-07-08,17.49174
2021-07-09,17.98679
2021-07-10,4.62046
2021-07-11,4.78547
2021-07-12,25.24752
2021-07-13,24.58745
2021-07-14,18.31683
2021-07-15,24.42244
2021-07-16,18.97689
2021-07-17,3.30033
2021-07-18,3.46534
2021-07-19,14.0264
2021-07-20,14.85148
2021-07-21,13.86138
2021-07-22,20.95709
2021-07-23,16.0066
2021-07-24,2.80528
2021-07-25,3.63036
2021-07-26,13.86138
2021-07-27,12.54125
2021-07-28,13.53135
2021-07-29,18.15181
2021-07-30,12.87128
2021-07-31,1.81518
2021-08-01,3.30033
2021-08-02,15.34653
2021-08-03,20.62706
2021-08-04,26.56765
2021-08-05,19.14191
2021-08-06,16.0066
2021-08-07,6.10561
2021-08-08,8.25082
2021-08-09,21.12211
2021-08-10,26.89768
2021-08-11,30.52805
2021-08-12,41.41914
2021-08-13,34.81848
2021-08-14,5.28052
2021-08-15,9.73597
2021-08-16,11.55115
2021-08-17,24.91749
2021-08-18,25.0825
2021-08-19,27.55775
2021-08-20,23.43234
2021-08-21,3.96039
2021-08-22,5.94059
2021-08-23,22.93729
2021-08-24,30.52805
2021-08-25,28.87788
2021-08-26,27.88778
2021-08-27,23.92739
2021-08-28,4.78547
2021-08-29,2.80528
2021-08-30,26.56765
2021-08-31,28.71287
2021-09-01,21.94719
2021-09-02,19.14191
2021-09-03,23.92739
2021-09-04,3.46534
2021-09-05,1.81518
2021-09-06,18.97689
2021-09-07,20.79207
2021-09-08,16.83168
2021-09-09,16.99669
2021-09-10,16.50165
2021-09-11,2.47524
2021-09-12,0.99009
2021-09-13,18.15181
2021-09-14,17.82178
2021-09-15,20.13201
2021-09-16,13.86138
2021-09-17,17.16171
2021-09-18,2.64026
2021-09-19,2.47524
2021-09-20,1.32013
2021-09-21,1.81518
2021-09-22,3.63036
2021-09-23,21.61716
2021-09-24,18.64686
2021-09-25,3.63036
2021-09-26,3.30033
2021-09-27,19.30693
2021-09-28,15.34653
2021-09-29,16.33663
2021-09-30,22.27722
2021-10-01,15.18151
2021-10-02,1.81518
2021-10-03,2.47524
2021-10-04,1.98019
2021-10-05,16.66666
2021-10-06,14.35643
2021-10-07,22.11221
2021-10-08,23.76237
2021-10-09,2.80528
2021-10-10,4.29042
2021-10-11,3.13531
2021-10-12,16.50165
2021-10-13,21.28712
2021-10-14,16.99669
2021-10-15,20.13201
2021-10-16,2.47524
2021-10-17,4.95049
2021-10-18,22.93729
2021-10-19,22.44224
2021-10-20,21.45214
2021-10-21,16.50165
2021-10-22,16.66666
2021-10-23,1.65016
2021-10-24,2.31023
2021-10-25,20.95709
2021-10-26,17.82178
2021-10-27,18.64686
2021-10-28,31.35313
2021-10-29,17.98679
2021-10-30,3.13531
2021-10-31,1.98019
2021-11-01,24.42244
2021-11-02,20.95709
2021-11-03,17.82178
2021-11-04,17.98679
2021-11-05,17.82178
2021-11-06,3.63036
2021-11-07,2.97029
2021-11-08,16.66666
2021-11-09,20.62706
2021-11-10,16.50165
2021-11-11,13.20132
2021-11-12,18.97689
2021-11-13,2.14521
2021-11-14,4.29042
2021-11-15,27.39273
2021-11-16,25.41254
2021-11-17,22.93729
2021-11-18,21.12211
2021-11-19,28.54785
2021-11-20,7.59075
2021-11-21,7.75577
2021-11-22,59.0759
2021-11-23,32.67326
2021-11-24,23.76237
2021-11-25,16.50165
2021-11-26,15.34653
2021-11-27,4.95049
2021-11-28,5.77557
2021-11-29,18.48184
2021-11-30,17.32673
2021-12-01,27.39273
2021-12-02,29.37293
2021-12-03,24.58745
2021-12-04,2.64026
2021-12-05,4.95049
2021-12-06,23.92739
2021-12-07,28.87788
2021-12-08,22.27722
2021-12-09,22.11221
2021-12-10,18.97689
2021-12-11,4.45544
2021-12-12,5.28052
2021-12-13,21.12211
2021-12-14,15.0165
2021-12-15,15.67656
2021-12-16,20.13201
2021-12-17,16.83168
2021-12-18,2.80528
2021-12-19,1.98019
2021-12-20,13.69636
2021-12-21,21.78217
2021-12-22,22.11221
2021-12-23,27.72277
2021-12-24,23.76237
2021-12-25,4.62046
2021-12-26,7.26072
2021-12-27,19.47194
2021-12-28,24.75247
2021-12-29,20.95709
2021-12-30,25.74257
2021-12-31,7.75577
2022-01-01,3.79537
2022-01-02,7.42574
2022-01-03,25.74257
2022-01-04,24.75247
2022-01-05,24.25742
2022-01-06,22.60726
2022-01-07,24.25742
2022-01-08,3.63036
2022-01-09,1.98019
2022-01-10,20.29702
2022-01-11,21.45214
2022-01-12,21.12211
2022-01-13,18.48184
2022-01-14,16.50165
2022-01-15,3.63036
2022-01-16,3.79537
2022-01-17,16.99669
2022-01-18,16.99669
2022-01-19,17.32673
2022-01-20,18.48184
2022-01-21,15.18151
2022-01-22,1.32013
2022-01-23,1.98019
2022-01-24,14.35643
2022-01-25,18.48184
2022-01-26,16.66666
2022-01-27,13.36633
2022-01-28,20.29702
2022-01-29,4.95049
2022-01-30,3.79537
2022-01-31,3.79537
2022-02-01,1.98019
2022-02-02,5.11551
2022-02-03,21.78217
2022-02-04,14.52145
2022-02-05,2.31023
2022-02-06,3.30033
2022-02-07,13.36633
2022-02-08,12.54125
2022-02-09,14.0264
2022-02-10,14.52145
2022-02-11,10.23102
2022-02-12,0.99009
2022-02-13,2.97029
2022-02-14,8.91089
2022-02-15,12.70627
2022-02-16,19.96699
2022-02-17,15.67656
2022-02-18,10.23102
2022-02-19,1.32013
2022-02-20,2.47524
2022-02-21,11.22112
2022-02-22,10.23102
2022-02-23,10.89108
2022-02-24,7.59075
2022-02-25,10.066
2022-02-26,1.48514
2022-02-27,1.32013
2022-02-28,13.53135
2022-03-01,3.30033
2022-03-02,13.0363
2022-03-03,8.74587
2022-03-04,8.0858
2022-03-05,2.80528
2022-03-06,2.80528
2022-03-07,10.39603
2022-03-08,9.24092
2022-03-09,3.13531
2022-03-10,8.74587
2022-03-11,6.43564
2022-03-12,1.98019
2022-03-13,1.48514
2022-03-14,11.38613
2022-03-15,10.23102
2022-03-16,12.70627
2022-03-17,10.23102
2022-03-18,9.57095
2022-03-19,2.80528
2022-03-20,1.15511
2022-03-21,11.71617
2022-03-22,11.55115
2022-03-23,10.066
2022-03-24,8.91089
2022-03-25,11.0561
2022-03-26,4.12541
2022-03-27,1.48514
2022-03-28,9.40594
2022-03-29,8.91089
2022-03-30,10.23102
2022-03-31,11.38613
2022-04-01,12.70627
2022-04-03,1.81518
2022-04-04,10.89108
2022-04-05,5.61056
2022-04-06,9.57095
2022-04-07,10.066
2022-04-08,10.23102
2022-04-09,1.65016
2022-04-10,2.14521
2022-04-11,7.59075
2022-04-12,6.10561
2022-04-13,10.39603
2022-04-14,7.59075
2022-04-15,8.41584
2022-04-16,1.32013
2022-04-17,2.31023
2022-04-18,7.92079
2022-04-19,13.53135
2022-04-20,11.0561
2022-04-21,11.0561
2022-04-22,8.25082
2022-04-23,1.32013
2022-04-25,6.93069
2022-04-26,9.40594
2022-04-27,7.42574
2022-04-28,9.40594
2022-04-29,10.23102
2022-05-01,1.48514
2022-05-02,8.0858
2022-05-03,5.94059
2022-05-04,11.88118
2022-05-05,0.99009
2022-05-06,6.60066
2022-05-07,1.32013
2022-05-08,1.32013
2022-05-09,6.93069
2022-05-10,8.25082
2022-05-11,10.23102
2022-05-12,6.93069
2022-05-13,10.23102
2022-05-14,1.32013
2022-05-15,1.65016
2022-05-16,6.43564
2022-05-17,4.78547
2022-05-18,7.75577
2022-05-19,7.0957
2022-05-20,11.38613
2022-05-22,1.81518
2022-05-23,8.74587
2022-05-24,7.92079
2022-05-25,6.27062
2022-05-26,7.92079
2022-05-27,6.27062
2022-05-29,1.32013
2022-05-30,9.40594
2022-05-31,9.73597
2022-06-01,1.32013
2022-06-02,6.93069
2022-06-03,7.42574
2022-06-05,1.15511
2022-06-06,1.15511
2022-06-07,4.95049
2022-06-08,5.94059
2022-06-09,3.46534
2022-06-10,6.10561
2022-06-12,2.64026
2022-06-13,8.25082
2022-06-14,6.76567
2022-06-15,6.43564
2022-06-16,8.25082
2022-06-17,7.0957
2022-06-19,1.98019
2022-06-20,12.0462
2022-06-21,10.89108
2022-06-22,16.17161
2022-06-23,14.85148
2022-06-24,8.91089
2022-06-25,1.15511
2022-06-27,7.75577
2022-06-28,6.60066
2022-06-29,5.61056
2022-06-30,4.45544
2022-07-01,4.45544
2022-07-03,1.65016
2022-07-04,6.27062
2022-07-05,3.79537
2022-07-06,7.0957
2022-07-07,6.93069
2022-07-08,7.0957
2022-07-09,1.15511
2022-07-11,6.43564
2022-07-12,8.41584
2022-07-13,7.26072
2022-07-14,4.62046
2022-07-15,7.0957
2022-07-16,2.64026
2022-07-18,9.24092
2022-07-19,6.93069
2022-07-20,8.41584
2022-07-21,10.23102
2022-07-22,7.0957
2022-07-23,0.99009
2022-07-25,5.94059
2022-07-26,3.30033
2022-07-27,4.62046
2022-07-28,6.76567
2022-07-29,6.93069
2022-07-31,1.98019
2022-08-01,6.27062
2022-08-02,5.28052
2022-08-03,7.26072
2022-08-04,6.93069
2022-08-05,8.74587
2022-08-06,0.99009
2022-08-07,0.82508
2022-08-08,6.10561
2022-08-09,8.25082
2022-08-10,8.0858
2022-08-11,9.90099
2022-08-12,7.26072
2022-08-13,2.97029
2022-08-14,1.81518
2022-08-16,7.59075
2022-08-17,7.59075
2022-08-18,6.60066
2022-08-19,5.77557
2022-08-20,0.82508
2022-08-21,0.82508
2022-08-22,6.10561
2022-08-23,3.79537
2022-08-24,4.45544
2022-08-25,7.26072
2022-08-26,5.94059
2022-08-27,0.99009
2022-08-28,0.99009
2022-08-29,3.46534
2022-08-30,5.28052
2022-08-31,6.43564
2022-09-01,4.12541
2022-09-02,4.62046
2022-09-05,5.28052
2022-09-06,2.64026
2022-09-07,6.10561
2022-09-08,5.77557
2022-09-09,0.99009
2022-09-10,0.82508
2022-09-12,1.15511
2022-09-13,8.91089
2022-09-14,6.93069
2022-09-15,6.43564
2022-09-16,2.80528
2022-09-19,5.77557
2022-09-20,3.30033
2022-09-21,6.43564
2022-09-22,4.29042
2022-09-23,2.64026
2022-09-24,1.65016
2022-09-25,0.99009
2022-09-26,4.45544
2022-09-27,4.29042
2022-09-28,4.29042
2022-09-29,3.96039
2022-09-30,4.45544
2022-10-01,0.82508
2022-10-02,0.82508
2022-10-03,0.82508
2022-10-04,6.76567
2022-10-05,6.43564
2022-10-06,8.0858
2022-10-07,6.43564
2022-10-08,0.82508
2022-10-10,1.15511
2022-10-11,5.77557
2022-10-12,5.94059
2022-10-13,4.45544
2022-10-14,6.93069
2022-10-15,0.82508
2022-10-17,8.0858
2022-10-18,5.61056
2022-10-19,6.76567
2022-10-20,4.78547
2022-10-21,3.46534
2022-10-22,0.82508
2022-10-24,5.28052
2022-10-25,6.76567
2022-10-26,7.0957
2022-10-27,6.43564
2022-10-28,5.28052
2022-10-29,0.99009
2022-10-31,6.76567
2022-11-01,5.44554
2022-11-02,5.44554
2022-11-03,4.12541
2022-11-04,3.30033
2022-11-05,1.32013
2022-11-07,6.27062
2022-11-08,7.59075
2022-11-09,5.94059
2022-11-10,6.10561
2022-11-11,10.56105
2022-11-12,1.65016
2022-11-13,1.15511
2022-11-14,7.59075
2022-11-15,9.73597
2022-11-16,6.43564
2022-11-17,8.25082
2022-11-18,5.77557
2022-11-19,0.99009
2022-11-20,0.82508
2022-11-21,5.44554
2022-11-22,4.78547
2022-11-23,4.78547
2022-11-24,7.75577
2022-11-25,6.10561
2022-11-26,0.99009
2022-11-28,4.78547
2022-11-29,5.61056
2022-11-30,7.0957
2022-12-01,6.43564
2022-12-02,5.61056
2022-12-03,1.32013
2022-12-04,0.99009
2022-12-05,3.96039
2022-12-06,1.65016
2022-12-07,5.77557
2022-12-08,4.95049
2022-12-09,4.29042
2022-12-10,1.15511
2022-12-12,4.12541
2022-12-13,6.43564
2022-12-14,3.79537
2022-12-15,4.78547
2022-12-16,4.12541
2022-12-17,0.82508
2022-12-19,4.29042
2022-12-20,3.96039
2022-12-21,5.28052
2022-12-22,5.44554
2022-12-23,2.64026
2022-12-24,0.82508
2022-12-26,4.12541
2022-12-27,5.28052
2022-12-28,4.95049
2022-12-29,5.94059
2022-12-30,1.15511
2023-01-02,5.77557
2023-01-03,8.41584
2023-01-04,13.36633
2023-01-05,10.72607
2023-01-06,9.0759
2023-01-07,0.99009
2023-01-08,0.99009
2023-01-09,6.76567
2023-01-10,16.50165
2023-01-11,7.75577
2023-01-12,9.90099
2023-01-13,6.10561
2023-01-15,0.99009
2023-01-16,7.59075
2023-01-17,5.61056
2023-01-18,7.0957
2023-01-19,10.72607
2023-01-20,5.44554
2023-01-21,1.98019
2023-01-22,0.99009
2023-01-24,0.82508
2023-01-25,10.39603
2023-01-26,8.58085
2023-01-27,8.25082
2023-01-28,2.31023
2023-01-29,2.31023
2023-01-30,7.0957
2023-01-31,8.58085
2023-02-01,10.39603
2023-02-02,13.53135
2023-02-03,8.91089
2023-02-04,2.14521
2023-02-05,1.48514
2023-02-06,6.60066
2023-02-07,9.0759
2023-02-08,9.73597
2023-02-09,11.71617
2023-02-10,5.94059
2023-02-11,1.65016
2023-02-12,1.48514
2023-02-13,6.76567
2023-02-14,9.40594
2023-02-15,10.39603
2023-02-16,9.57095
2023-02-17,6.10561
2023-02-18,1.32013
2023-02-19,1.98019
2023-02-20,7.42574
2023-02-21,8.25082
2023-02-22,7.75577
2023-02-23,8.0858
2023-02-24,8.25082
2023-02-25,0.82508
2023-02-26,1.81518
2023-02-27,4.78547
2023-02-28,6.43564
2023-03-01,2.64026
2023-03-02,8.91089
2023-03-03,8.91089
2023-03-04,1.15511
2023-03-05,2.64026
2023-03-06,9.90099
2023-03-07,11.22112
2023-03-08,6.93069
2023-03-09,10.066
2023-03-10,7.59075
2023-03-12,1.98019
2023-03-13,8.58085
2023-03-14,8.58085
2023-03-15,9.73597
2023-03-16,13.86138
2023-03-17,19.96699
2023-03-18,2.64026
2023-03-19,2.47524
2023-03-20,17.82178
2023-03-21,17.49174
2023-03-22,13.53135
2023-03-23,17.32673
2023-03-24,22.11221
2023-03-25,6.10561
2023-03-26,4.62046
2023-03-27,18.64686
2023-03-28,26.73267
2023-03-29,27.72277
2023-03-30,38.61386
2023-03-31,33.99339
2023-04-01,6.43564
2023-04-02,7.0957
2023-04-03,36.79867
2023-04-04,33.66336
2023-04-05,33.0033
2023-04-06,24.75247
2023-04-07,34.32343
2023-04-08,7.26072
2023-04-09,7.26072
2023-04-10,35.64356
2023-04-11,34.32343
2023-04-12,30.69306
2023-04-13,28.87788
2023-04-14,20.95709
2023-04-15,5.61056
2023-04-16,4.29042
2023-04-17,23.10231
2023-04-18,25.0825
2023-04-19,26.73267
2023-04-20,21.78217
2023-04-21,24.58745
2023-04-22,4.29042
2023-04-23,4.62046
2023-04-24,20.46204
2023-04-25,19.80198
2023-04-26,20.79207
2023-04-27,19.63696
2023-04-28,16.0066
2023-04-29,4.29042
2023-04-30,2.97029
2023-05-01,5.44554
2023-05-02,19.80198
2023-05-03,20.29702
2023-05-04,16.33663
2023-05-05,1.98019
2023-05-06,1.81518
2023-05-07,2.80528
2023-05-08,14.52145
2023-05-09,18.97689
2023-05-10,14.35643
2023-05-11,13.0363
2023-05-12,11.22112
2023-05-13,2.31023
2023-05-14,0.99009
2023-05-15,16.0066
2023-05-16,15.84158
2023-05-17,17.16171
2023-05-18,20.46204
2023-05-19,35.80858
2023-05-20,6.76567
2023-05-21,5.77557
2023-05-22,30.69306
2023-05-23,25.57755
2023-05-24,23.59735
2023-05-25,27.55775
2023-05-26,32.34323
2023-05-27,6.43564
2023-05-28,8.25082
2023-05-29,7.0957
2023-05-30,32.50825
2023-05-31,20.62706
2023-06-01,22.77227
2023-06-02,26.23762
2023-06-03,3.96039
2023-06-04,1.48514
2023-06-05,20.29702
2023-06-06,3.79537
2023-06-07,20.13201
2023-06-08,19.30693
2023-06-09,24.58745
2023-06-10,1.65016
2023-06-11,2.97029
2023-06-12,20.13201
2023-06-13,29.86798
2023-06-14,23.92739
2023-06-15,30.52805
2023-06-16,26.23762
2023-06-17,1.98019
2023-06-18,2.64026
2023-06-19,15.0165
2023-06-20,16.17161
2023-06-21,18.15181
2023-06-22,18.15181
2023-06-23,19.30693
2023-06-24,1.32013
2023-06-25,0.82508
2023-06-26,19.14191
2023-06-27,16.66666
2023-06-28,22.27722
2023-06-29,25.90759
2023-06-30,21.12211
2023-07-01,1.15511
2023-07-02,1.81518
2023-07-03,17.65676
2023-07-04,21.78217
2023-07-05,16.50165
2023-07-06,17.98679
2023-07-07,15.0165
2023-07-08,1.32013
2023-07-09,1.32013
2023-07-10,14.85148
2023-07-11,22.27722
