date,나스닥지수
2020-09-23,33.26511
2020-09-24,47.88436
2020-09-25,37.36813
2020-09-26,18.49887
2020-09-27,3.57554
2020-09-28,9.4339
2020-09-29,18.4614
2020-09-30,14.43765
2020-10-01,14.24886
2020-10-02,23.03568
2020-10-03,21.54262
2020-10-04,5.51536
2020-10-05,8.85743
2020-10-06,22.34824
2020-10-07,29.91151
2020-10-08,17.38052
2020-10-09,12.35083
2020-10-10,9.2869
2020-10-11,2.54943
2020-10-12,6.35556
2020-10-13,17.61255
2020-10-14,17.02888
2020-10-15,18.80008
2020-10-16,18.34467
2020-10-17,11.57548
2020-10-18,2.44134
2020-10-19,6.91762
2020-10-20,18.26396
2020-10-21,16.6095
2020-10-22,17.29693
2020-10-23,15.60644
2020-10-24,9.81293
2020-10-25,1.89225
2020-10-26,6.01977
2020-10-27,17.22055
2020-10-28,17.50879
2020-10-29,20.88545
2020-10-30,16.58644
2020-10-31,12.9763
2020-11-01,2.35775
2020-11-02,6.10624
2020-11-03,15.08618
2020-11-04,14.85271
2020-11-05,16.28523
2020-11-06,14.22436
2020-11-07,10.35049
2020-11-08,1.75534
2020-11-09,5.85259
2020-11-10,17.86908
2020-11-11,16.80694
2020-11-12,15.29371
2020-11-13,13.35533
2020-11-14,9.11396
2020-11-15,1.68184
2020-11-16,3.84792
2020-11-17,12.1678
2020-11-18,12.37245
2020-11-19,12.88983
2020-11-20,11.96172
2020-11-21,8.36023
2020-11-22,1.52764
2020-11-23,2.84919
2020-11-24,10.92984
2020-11-25,10.7569
2020-11-26,10.78284
2020-11-27,7.34276
2020-11-28,6.1538
2020-11-29,1.23364
2020-11-30,2.70651
2020-12-01,10.19628
2020-12-02,9.51317
2020-12-03,10.04352
2020-12-04,8.88482
2020-12-05,6.63515
2020-12-06,1.3129
2020-12-07,2.62581
2020-12-08,9.52902
2020-12-09,9.35752
2020-12-10,11.77292
2020-12-11,10.11846
2020-12-12,7.45517
2020-12-13,1.36046
2020-12-14,2.32028
2020-12-15,9.51749
2020-12-16,9.06496
2020-12-17,9.08082
2020-12-18,8.56632
2020-12-19,6.89312
2020-12-20,1.22355
2020-12-21,2.81172
2020-12-22,11.36795
2020-12-23,10.84481
2020-12-24,8.79402
2020-12-25,5.36548
2020-12-26,1.45702
2020-12-27,0.94829
2020-12-28,2.00178
2020-12-29,7.42491
2020-12-30,8.01867
2020-12-31,5.26748
2021-01-01,3.13743
2021-01-02,1.06502
2021-01-03,0.81137
2021-01-04,2.09978
2021-01-05,11.14313
2021-01-06,9.73511
2021-01-07,11.26131
2021-01-08,10.21502
2021-01-09,7.73044
2021-01-10,1.4527
2021-01-11,3.30748
2021-01-12,11.75851
2021-01-13,10.77419
2021-01-14,9.6789
2021-01-15,9.62414
2021-01-16,8.0475
2021-01-17,1.39217
2021-01-18,2.33325
2021-01-19,6.36709
2021-01-20,8.43373
2021-01-21,9.12117
2021-01-22,8.94535
2021-01-23,6.75044
2021-01-24,1.10681
2021-01-25,2.16031
2021-01-26,9.91525
2021-01-27,9.82878
2021-01-28,13.49512
2021-01-29,13.54989
2021-01-30,10.42399
2021-01-31,1.47431
2021-02-01,2.82325
2021-02-02,10.04352
2021-02-03,9.34599
2021-02-04,9.51749
2021-02-05,9.08226
2021-02-06,6.16677
2021-02-07,1.17599
2021-02-08,1.87208
2021-02-09,7.37879
2021-02-10,7.20441
2021-02-11,6.45933
2021-02-12,5.23865
2021-02-13,4.93457
2021-02-14,1.42675
2021-02-15,1.7784
2021-02-16,4.78901
2021-02-17,7.77367
2021-02-18,9.37193
2021-02-19,9.42958
2021-02-20,6.34547
2021-02-21,1.2077
2021-02-22,2.61572
2021-02-23,13.25301
2021-02-24,15.65688
2021-02-25,12.86821
2021-02-26,17.04761
2021-02-27,11.3939
2021-02-28,2.01331
2021-03-01,4.09725
2021-03-02,11.23681
2021-03-03,13.27174
2021-03-04,16.33855
2021-03-05,19.74404
2021-03-06,14.1105
2021-03-07,2.41972
2021-03-08,5.55715
2021-03-09,17.03464
2021-03-10,16.5677
2021-03-11,14.73021
2021-03-12,12.51369
2021-03-13,10.0219
2021-03-14,1.86919
2021-03-15,3.98339
2021-03-16,11.19646
2021-03-17,12.05395
2021-03-18,13.52827
2021-03-19,14.20274
2021-03-20,8.73349
2021-03-21,1.81587
2021-03-22,3.77154
2021-03-23,10.58828
2021-03-24,11.14169
2021-03-25,12.8466
2021-03-26,11.61872
2021-03-27,7.67567
2021-03-28,1.43108
2021-03-29,3.64472
2021-03-30,10.3404
2021-03-31,10.21502
2021-04-01,10.30293
2021-04-02,8.68305
2021-04-03,4.32495
2021-04-04,1.0607
2021-04-05,2.81172
2021-04-06,8.28097
2021-04-07,8.13829
2021-04-08,7.92356
2021-04-09,7.26782
2021-04-10,4.96051
2021-04-11,1.04773
2021-04-12,2.35199
2021-04-13,7.42203
2021-04-14,7.6555
2021-04-15,8.06767
2021-04-16,6.63371
2021-04-17,4.83512
2021-04-18,0.9944
2021-04-19,2.30155
2021-04-20,7.00841
2021-04-21,8.11379
2021-04-22,7.89761
2021-04-23,8.09794
2021-04-24,4.89998
2021-04-25,1.00017
2021-04-26,2.3246
2021-04-27,7.07903
2021-04-28,7.54885
2021-04-29,8.11811
2021-04-30,7.33268
2021-05-01,4.67083
2021-05-02,0.93964
2021-05-03,2.18913
2021-05-04,7.19144
2021-05-05,9.58811
2021-05-06,8.22044
2021-05-07,7.53876
2021-05-08,4.56274
2021-05-09,0.97567
2021-05-10,3.13454
2021-05-11,12.96766
2021-05-12,14.723
2021-05-13,20.37672
2021-05-14,15.21012
2021-05-15,8.08785
2021-05-16,1.59681
2021-05-17,4.58436
2021-05-18,9.8922
2021-05-19,10.05793
2021-05-20,11.33481
2021-05-21,9.35464
2021-05-22,5.92033
2021-05-23,1.34173
2021-05-24,3.42134
2021-05-25,8.53605
2021-05-26,9.05199
2021-05-27,8.54182
2021-05-28,7.89617
2021-05-29,5.01383
2021-05-30,1.02755
2021-05-31,2.25255
2021-06-01,5.13057
2021-06-02,7.20153
2021-06-03,7.98697
2021-06-04,8.45823
2021-06-05,5.32945
2021-06-06,1.06502
2021-06-07,2.53502
2021-06-08,7.51426
2021-06-09,7.48976
2021-06-10,7.53444
2021-06-11,6.9205
2021-06-12,4.7256
2021-06-13,0.94684
2021-06-14,2.41396
2021-06-15,7.11218
2021-06-16,7.48112
2021-06-17,9.2624
2021-06-18,8.21467
2021-06-19,6.06012
2021-06-20,1.14717
2021-06-21,3.60581
2021-06-22,8.03741
2021-06-23,8.1527
2021-06-24,8.02155
2021-06-25,7.11506
2021-06-26,4.53392
2021-06-27,1.04484
2021-06-28,2.62869
2021-06-29,7.14388
2021-06-30,6.83115
2021-07-01,6.84268
2021-07-02,6.40168
2021-07-03,4.21974
2021-07-04,0.82435
2021-07-05,1.80002
2021-07-06,4.63913
2021-07-07,7.1655
2021-07-08,8.3242
2021-07-09,8.79835
2021-07-10,5.04698
2021-07-11,0.92955
2021-07-12,2.40099
2021-07-13,6.76197
2021-07-14,7.47823
2021-07-15,7.7362
2021-07-16,7.57191
2021-07-17,5.23433
2021-07-18,1.07655
2021-07-19,4.47483
2021-07-20,11.24401
2021-07-21,8.93382
2021-07-22,7.79673
2021-07-23,7.08335
2021-07-24,4.69245
2021-07-25,0.85893
2021-07-26,2.62869
2021-07-27,7.10353
2021-07-28,8.83582
2021-07-29,7.34565
2021-07-30,6.73171
2021-07-31,4.7256
2021-08-01,1.04484
2021-08-02,2.51772
2021-08-03,6.77494
2021-08-04,6.74468
2021-08-05,6.84268
2021-08-06,6.08606
2021-08-07,4.27883
2021-08-08,0.8719
2021-08-09,2.53213
2021-08-10,6.20424
2021-08-11,7.13379
2021-08-12,7.12659
2021-08-13,6.65677
2021-08-14,4.31342
2021-08-15,0.86326
2021-08-16,3.08698
2021-08-17,7.61226
2021-08-18,8.26655
2021-08-19,9.55352
2021-08-20,10.33608
2021-08-21,5.84827
2021-08-22,1.12843
2021-08-23,3.30316
2021-08-24,8.36023
2021-08-25,8.58649
2021-08-26,8.01435
2021-08-27,8.45823
2021-08-28,5.45915
2021-08-29,0.91802
2021-08-30,2.93422
2021-08-31,7.63676
2021-09-01,7.62523
2021-09-02,7.88897
2021-09-03,7.1655
2021-09-04,4.56851
2021-09-05,0.98143
2021-09-06,2.22084
2021-09-07,5.24154
2021-09-08,7.15109
2021-09-09,7.87456
2021-09-10,7.00985
2021-09-11,5.13633
2021-09-12,1.09817
2021-09-13,2.9616
2021-09-14,7.41338
2021-09-15,7.30962
2021-09-16,6.75909
2021-09-17,6.13074
2021-09-18,4.37683
2021-09-19,0.89784
2021-09-20,3.17922
2021-09-21,10.4629
2021-09-22,10.80157
2021-09-23,9.46129
2021-09-24,7.60794
2021-09-25,5.19398
2021-09-26,1.13708
2021-09-27,3.20084
2021-09-28,9.14423
2021-09-29,14.46503
2021-09-30,11.63601
2021-10-01,11.18781
2021-10-02,6.62218
2021-10-03,1.21923
2021-10-04,5.59318
2021-10-05,14.82821
2021-10-06,12.84371
2021-10-07,12.76733
2021-10-08,9.52037
2021-10-09,5.31359
2021-10-10,1.13564
2021-10-11,3.67642
2021-10-12,9.73799
2021-10-13,9.89508
2021-10-14,8.99146
2021-10-15,8.09505
2021-10-16,5.38277
2021-10-17,1.1832
2021-10-18,3.08122
2021-10-19,7.76503
2021-10-20,7.19865
2021-10-21,7.19144
2021-10-22,6.8225
2021-10-23,4.84233
2021-10-24,1.16734
2021-10-25,2.73966
2021-10-26,7.02859
2021-10-27,7.29953
2021-10-28,7.35429
2021-10-29,7.09921
2021-10-30,4.95762
2021-10-31,0.9382
2021-11-01,2.52781
2021-11-02,6.69424
2021-11-03,6.83835
2021-11-04,7.57912
2021-11-05,7.32979
2021-11-06,4.41574
2021-11-07,0.91226
2021-11-08,2.70796
2021-11-09,6.77638
2021-11-10,7.90482
2021-11-11,8.78682
2021-11-12,6.96806
2021-11-13,4.76307
2021-11-14,0.94108
2021-11-15,2.0969
2021-11-16,6.78647
2021-11-17,6.3815
2021-11-18,6.49247
2021-11-19,7.05597
2021-11-20,5.05851
2021-11-21,1.02179
2021-11-22,2.08681
2021-11-23,8.15991
2021-11-24,8.26655
2021-11-25,6.84412
2021-11-26,5.41159
2021-11-27,7.03003
2021-11-28,1.39361
2021-11-29,2.9544
2021-11-30,9.10099
2021-12-01,10.9111
2021-12-02,10.65746
2021-12-03,8.66144
2021-12-04,10.20781
2021-12-05,1.60258
2021-12-06,3.95313
2021-12-07,9.85328
2021-12-08,9.6227
2021-12-09,8.56199
2021-12-10,9.14711
2021-12-11,6.14947
2021-12-12,1.17311
2021-12-13,2.49899
2021-12-14,9.63567
2021-12-15,10.25249
2021-12-16,10.87796
2021-12-17,11.35787
2021-12-18,7.81114
2021-12-19,1.32443
2021-12-20,3.60725
2021-12-21,10.88949
2021-12-22,8.72773
2021-12-23,8.06335
2021-12-24,7.04012
2021-12-25,2.65175
2021-12-26,0.88199
2021-12-27,2.05078
2021-12-28,6.6438
2021-12-29,7.26494
2021-12-30,6.94356
2021-12-31,4.8553
2022-01-01,2.57825
2022-01-02,0.91082
2022-01-03,2.03781
2022-01-04,6.93491
2022-01-05,8.13541
2022-01-06,12.09719
2022-01-07,11.45731
2022-01-08,7.39465
2022-01-09,1.49881
2022-01-10,4.06698
2022-01-11,13.07574
2022-01-12,10.70934
2022-01-13,9.10532
2022-01-14,12.57277
2022-01-15,8.09505
2022-01-16,1.46711
2022-01-17,2.51916
2022-01-18,7.82988
2022-01-19,12.46036
2022-01-20,12.55836
2022-01-21,15.57906
2022-01-22,16.06473
2022-01-23,5.10895
2022-01-24,11.44866
2022-01-25,27.64887
2022-01-26,22.90597
2022-01-27,23.30662
2022-01-28,21.46048
2022-01-29,11.96028
2022-01-30,2.5624
2022-01-31,3.34928
2022-02-01,11.36363
2022-02-02,13.94333
2022-02-03,16.15264
2022-02-04,16.37891
2022-02-05,10.84769
2022-02-06,2.45863
2022-02-07,4.72415
2022-02-08,12.25283
2022-02-09,11.93001
2022-02-10,12.20095
2022-02-11,13.45333
2022-02-12,11.53225
2022-02-13,2.42693
2022-02-14,6.21144
2022-02-15,16.52447
2022-02-16,13.92892
2022-02-17,15.04294
2022-02-18,14.92044
2022-02-19,11.6461
2022-02-20,2.17184
2022-02-21,3.98772
2022-02-22,10.44849
2022-02-23,15.75056
2022-02-24,19.9804
2022-02-25,22.50533
2022-02-26,12.28598
2022-02-27,2.22228
2022-02-28,4.27595
2022-03-01,12.45892
2022-03-02,12.51657
2022-03-03,11.49478
2022-03-04,13.02818
2022-03-05,10.11702
2022-03-06,1.73949
2022-03-07,4.50077
2022-03-08,15.41332
2022-03-09,12.49063
2022-03-10,12.27733
2022-03-11,12.15772
2022-03-12,10.29861
2022-03-13,2.05943
2022-03-14,4.42583
2022-03-15,14.75759
2022-03-16,14.10906
2022-03-17,15.95953
2022-03-18,13.78912
2022-03-19,9.75384
2022-03-20,1.92252
2022-03-21,4.94754
2022-03-22,12.91145
2022-03-23,12.55404
2022-03-24,12.41136
2022-03-25,11.62304
2022-03-26,8.072
2022-03-27,1.58672
2022-03-28,4.07563
2022-03-29,11.25843
2022-03-30,11.27716
2022-03-31,11.38525
2022-04-01,10.63296
2022-04-02,7.44076
2022-04-03,1.43973
2022-04-04,3.93439
2022-04-05,10.3894
2022-04-06,12.9273
2022-04-07,14.48809
2022-04-08,12.98063
2022-04-09,8.072
2022-04-10,1.69337
2022-04-11,5.45051
2022-04-12,13.61474
2022-04-13,13.70842
2022-04-14,12.1116
2022-04-15,11.50919
2022-04-16,4.06986
2022-04-17,1.37055
2022-04-18,5.02104
2022-04-19,11.86516
2022-04-20,11.55242
2022-04-21,11.89542
2022-04-22,12.83363
2022-04-23,9.88931
2022-04-24,1.95278
2022-04-25,7.27647
2022-04-26,16.80549
2022-04-27,23.53721
2022-04-28,17.78981
2022-04-29,16.0042
2022-04-30,16.24056
2022-05-01,4.22983
2022-05-02,7.70306
2022-05-03,15.28074
2022-05-04,13.89721
2022-05-05,17.53329
2022-05-06,24.77085
2022-05-07,13.15645
2022-05-08,2.65752
2022-05-09,10.57963
2022-05-10,33.51011
2022-05-11,27.79154
2022-05-12,31.25036
2022-05-13,24.84579
2022-05-14,13.38271
2022-05-15,2.80163
2022-05-16,8.41788
2022-05-17,18.35475
2022-05-18,17.9642
2022-05-19,26.94269
2022-05-20,20.57848
2022-05-21,15.61076
2022-05-22,2.70219
2022-05-23,8.023
2022-05-24,19.73395
2022-05-25,22.60189
2022-05-26,19.53219
2022-05-27,16.30973
2022-05-28,10.42399
2022-05-29,2.18337
2022-05-30,5.30351
2022-05-31,11.40975
2022-06-01,13.8828
2022-06-02,15.34703
2022-06-03,14.17247
2022-06-04,9.68611
2022-06-05,1.96431
2022-06-06,5.91744
2022-06-07,14.34974
2022-06-08,15.11932
2022-06-09,15.54303
2022-06-10,17.09661
2022-06-11,13.6133
2022-06-12,2.9544
2022-06-13,13.31065
2022-06-14,28.35648
2022-06-15,23.29653
2022-06-16,24.63394
2022-06-17,25.04611
2022-06-18,13.80353
2022-06-19,3.06681
2022-06-20,6.6193
2022-06-21,13.4418
2022-06-22,18.25964
2022-06-23,18.23081
2022-06-24,15.94079
2022-06-25,10.60846
2022-06-26,2.25399
2022-06-27,7.50129
2022-06-28,16.31406
2022-06-29,18.14578
2022-06-30,17.86043
2022-07-01,17.04329
2022-07-02,9.74808
2022-07-03,1.9989
2022-07-04,4.3408
2022-07-05,10.97307
2022-07-06,16.89485
2022-07-07,14.81235
2022-07-08,13.98945
2022-07-09,9.10532
2022-07-10,1.88216
2022-07-11,6.35844
2022-07-12,15.17409
2022-07-13,18.78711
2022-07-14,18.97302
2022-07-15,16.41494
2022-07-16,8.92229
2022-07-17,1.77264
2022-07-18,6.02697
2022-07-19,15.78947
2022-07-20,16.42358
2022-07-21,16.87899
2022-07-22,14.61924
2022-07-23,9.34311
2022-07-24,1.79714
2022-07-25,5.99671
2022-07-26,13.44324
2022-07-27,13.45333
2022-07-28,16.32126
2022-07-29,14.09609
2022-07-30,9.11396
2022-07-31,1.64005
2022-08-01,6.01833
2022-08-02,14.14365
2022-08-03,14.27192
2022-08-04,13.89145
2022-08-05,13.08007
2022-08-06,8.05038
2022-08-07,1.69193
2022-08-08,5.44906
2022-08-09,13.2458
2022-08-10,13.96062
2022-08-11,14.05862
2022-08-12,12.46757
2022-08-13,8.06335
2022-08-14,1.61411
2022-08-15,5.51103
2022-08-16,12.43298
2022-08-17,13.79777
2022-08-18,13.62483
2022-08-19,12.6506
2022-08-20,8.36744
2022-08-21,1.5752
2022-08-22,6.66829
2022-08-23,13.61474
2022-08-24,13.20833
2022-08-25,12.34075
2022-08-26,12.17357
2022-08-27,14.08456
2022-08-28,2.87801
2022-08-29,8.12388
2022-08-30,18.2409
2022-08-31,17.9469
2022-09-01,17.64858
2022-09-02,16.56626
2022-09-03,10.45137
2022-09-04,1.81155
2022-09-05,4.11742
2022-09-06,9.97146
2022-09-07,15.37873
2022-09-08,13.25877
2022-09-09,10.32311
2022-09-10,6.63659
2022-09-11,1.97296
2022-09-12,5.37268
2022-09-13,16.25929
2022-09-14,22.29203
2022-09-15,17.37764
2022-09-16,16.61814
2022-09-17,11.24546
2022-09-18,2.15743
2022-09-19,7.72179
2022-09-20,15.78515
2022-09-21,15.84567
2022-09-22,21.0411
2022-09-23,19.47022
2022-09-24,14.16815
2022-09-25,2.4889
2022-09-26,9.37049
2022-09-27,21.47489
2022-09-28,22.90453
2022-09-29,22.61053
2022-09-30,20.28304
2022-10-01,11.9401
2022-10-02,2.18625
2022-10-03,7.66847
2022-10-04,17.24073
2022-10-05,18.12128
2022-10-06,17.54482
2022-10-07,15.23462
2022-10-08,11.13881
2022-10-09,2.06375
2022-10-10,7.85294
2022-10-11,18.44411
2022-10-12,18.55219
2022-10-13,20.52083
2022-10-14,21.66224
2022-10-15,13.80498
2022-10-16,2.73246
2022-10-17,8.57064
2022-10-18,19.72098
2022-10-19,20.18936
2022-10-20,16.94529
2022-10-21,16.27226
2022-10-22,10.56666
2022-10-23,1.82596
2022-10-24,7.12947
2022-10-25,15.02277
2022-10-26,16.28523
2022-10-27,16.71326
2022-10-28,15.14382
2022-10-29,9.73655
2022-10-30,1.78993
2022-10-31,6.24027
2022-11-01,14.33965
2022-11-02,14.17968
2022-11-03,19.06957
2022-11-04,15.20724
2022-11-05,9.88355
2022-11-06,2.85207
2022-11-07,10.6344
2022-11-08,14.69562
2022-11-09,14.83974
2022-11-10,18.09678
2022-11-11,22.32662
2022-11-12,14.45783
2022-11-13,2.6676
2022-11-14,6.88159
2022-11-15,17.07499
2022-11-16,17.56211
2022-11-17,15.72173
2022-11-18,14.73309
2022-11-19,9.87058
2022-11-20,1.88216
2022-11-21,4.88124
2022-11-22,13.38848
2022-11-23,13.1406
2022-11-24,12.75292
2022-11-25,8.15703
2022-11-26,6.11344
2022-11-27,1.57808
2022-11-28,4.07275
2022-11-29,11.83778
2022-11-30,11.48613
2022-12-01,14.53133
2022-12-02,12.72698
2022-12-03,8.37032
2022-12-04,1.66311
2022-12-05,3.78019
2022-12-06,12.67798
2022-12-07,13.3438
2022-12-08,12.96333
2022-12-09,12.52522
2022-12-10,8.91796
2022-12-11,1.84037
2022-12-12,4.19669
2022-12-13,14.51836
2022-12-14,16.37891
2022-12-15,15.59635
2022-12-16,14.43621
2022-12-17,10.23808
2022-12-18,1.78993
2022-12-19,4.06986
2022-12-20,14.29786
2022-12-21,14.36271
2022-12-22,13.04548
2022-12-23,16.80982
2022-12-24,10.44849
2022-12-25,1.79137
2022-12-26,3.38531
2022-12-27,8.47408
2022-12-28,14.68409
2022-12-29,14.89882
2022-12-30,11.95019
2022-12-31,7.13379
2023-01-01,1.74093
2023-01-02,3.72975
2023-01-03,8.38329
2023-01-04,14.87577
2023-01-05,14.26183
2023-01-06,13.19824
2023-01-07,10.48596
2023-01-08,1.84614
2023-01-09,5.03977
2023-01-10,14.85703
2023-01-11,13.85542
2023-01-12,14.85703
2023-01-13,15.18129
2023-01-14,10.63152
2023-01-15,1.73949
2023-01-16,3.58995
2023-01-17,9.37626
2023-01-18,13.49224
2023-01-19,14.14942
2023-01-20,12.21825
2023-01-21,8.98426
2023-01-22,1.91675
2023-01-23,4.09004
2023-01-24,13.43027
2023-01-25,14.77488
2023-01-26,17.02167
2023-01-27,15.03285
2023-01-28,11.11431
2023-01-29,2.20931
2023-01-30,5.6883
2023-01-31,15.01988
2023-02-01,14.35406
2023-02-02,19.01625
2023-02-03,19.4904
2023-02-04,11.94298
2023-02-05,2.36063
2023-02-06,6.0313
2023-02-07,15.69291
2023-02-08,16.7147
2023-02-09,15.96529
2023-02-10,16.58355
2023-02-11,11.1489
2023-02-12,2.01908
2023-02-13,5.53265
2023-02-14,17.20758
2023-02-15,19.48031
2023-02-16,17.74514
2023-02-17,17.3344
2023-02-18,11.92569
2023-02-19,1.95422
2023-02-20,4.08139
2023-02-21,9.98011
2023-02-22,17.95843
2023-02-23,18.71072
2023-02-24,16.30253
2023-02-25,11.47316
2023-02-26,2.04502
2023-02-27,5.23289
2023-02-28,13.66086
2023-03-01,12.35516
2023-03-02,14.30074
2023-03-03,13.67239
2023-03-04,9.2062
2023-03-05,1.91099
2023-03-06,4.42439
2023-03-07,12.94604
2023-03-08,15.24471
2023-03-09,14.59474
2023-03-10,15.61076
2023-03-11,13.45477
2023-03-12,2.61572
2023-03-13,8.2435
2023-03-14,19.22522
2023-03-15,19.21513
2023-03-16,19.30593
2023-03-17,17.51887
2023-03-18,11.29734
2023-03-19,2.0724
2023-03-20,6.42618
2023-03-21,15.10779
2023-03-22,14.70859
2023-03-23,19.67198
2023-03-24,16.47979
2023-03-25,10.74537
2023-03-26,1.95566
2023-03-27,6.05436
2023-03-28,15.13229
2023-03-29,14.78785
2023-03-30,14.53133
2023-03-31,13.16365
2023-04-01,8.80555
2023-04-02,1.85622
2023-04-03,5.83818
2023-04-04,14.73885
2023-04-05,15.07897
2023-04-06,15.98547
2023-04-07,13.7113
2023-04-08,4.44169
2023-04-09,1.43396
2023-04-10,5.68253
2023-04-11,14.72444
2023-04-12,15.58194
2023-04-13,16.19156
2023-04-14,14.07736
2023-04-15,8.56632
2023-04-16,1.59825
2023-04-17,5.38421
2023-04-18,14.18977
2023-04-19,14.16959
2023-04-20,15.20435
2023-04-21,15.09338
2023-04-22,8.82573
2023-04-23,1.64005
2023-04-24,5.44042
2023-04-25,14.46071
2023-04-26,17.91664
2023-04-27,22.08306
2023-04-28,13.2703
2023-04-29,7.92932
2023-04-30,1.47287
2023-05-01,4.4806
2023-05-02,11.72104
2023-05-03,14.57024
2023-05-04,14.8873
2023-05-05,11.18204
2023-05-06,8.49138
2023-05-07,1.71499
2023-05-08,5.10895
2023-05-09,13.46342
2023-05-10,13.81074
2023-05-11,15.03718
2023-05-12,12.83939
2023-05-13,7.98697
2023-05-14,1.55214
2023-05-15,4.8236
2023-05-16,12.26725
2023-05-17,12.76013
2023-05-18,13.64068
2023-05-19,13.73436
2023-05-20,8.35447
2023-05-21,1.69193
2023-05-22,5.26748
2023-05-23,12.95757
2023-05-24,14.21859
2023-05-25,16.06041
2023-05-26,14.73885
2023-05-27,9.89652
2023-05-28,1.84902
