date,조세특례제한법
2020-10-18,5.79902
2020-10-19,14.51969
2020-10-20,17.13147
2020-10-21,14.12129
2020-10-22,14.12129
2020-10-23,12.30633
2020-10-24,3.98406
2020-10-25,4.2054
2020-10-26,14.7853
2020-10-27,17.35281
2020-10-28,16.46746
2020-10-29,15.13944
2020-10-30,11.86365
2020-10-31,3.93979
2020-11-01,4.95794
2020-11-02,14.12129
2020-11-03,12.92607
2020-11-04,11.28818
2020-11-05,13.72288
2020-11-06,12.35059
2020-11-07,3.85126
2020-11-08,4.6038
2020-11-09,15.93625
2020-11-10,14.96237
2020-11-11,13.98849
2020-11-12,14.87383
2020-11-13,14.87383
2020-11-14,4.16113
2020-11-15,4.42673
2020-11-16,17.17574
2020-11-17,15.0509
2020-11-18,16.55599
2020-11-19,17.13147
2020-11-20,13.28021
2020-11-21,4.38247
2020-11-22,5.62195
2020-11-23,19.43337
2020-11-24,18.45949
2020-11-25,15.44931
2020-11-26,16.42319
2020-11-27,12.749
2020-11-28,4.6038
2020-11-29,6.46303
2020-11-30,15.89198
2020-12-01,18.37096
2020-12-02,19.07923
2020-12-03,20.98273
2020-12-04,16.86586
2020-12-05,4.69234
2020-12-06,4.82514
2020-12-07,19.65471
2020-12-08,19.30057
2020-12-09,23.28463
2020-12-10,20.98273
2020-12-11,19.52191
2020-12-12,5.04648
2020-12-13,5.35635
2020-12-14,17.52988
2020-12-15,20.54006
2020-12-16,22.04515
2020-12-17,22.53209
2020-12-18,16.60026
2020-12-19,6.02036
2020-12-20,6.19743
2020-12-21,22.04515
2020-12-22,21.51394
2020-12-23,21.91235
2020-12-24,14.12129
2020-12-25,5.97609
2020-12-26,5.31208
2020-12-27,6.02036
2020-12-28,22.57636
2020-12-29,21.1598
2020-12-30,22.48782
2020-12-31,10.7127
2021-01-01,4.7366
2021-01-02,4.82514
2021-01-03,5.17928
2021-01-04,22.35502
2021-01-05,22.26648
2021-01-06,24.92253
2021-01-07,22.66489
2021-01-08,19.69898
2021-01-09,6.24169
2021-01-10,6.3745
2021-01-11,21.51394
2021-01-12,23.24037
2021-01-13,24.96679
2021-01-14,23.90438
2021-01-15,23.68304
2021-01-16,7.08277
2021-01-17,7.87959
2021-01-18,28.28685
2021-01-19,33.3776
2021-01-20,30.58875
2021-01-21,31.29703
2021-01-22,30.23461
2021-01-23,8.58787
2021-01-24,7.52545
2021-01-25,32.00531
2021-01-26,31.38556
2021-01-27,31.3413
2021-01-28,26.56042
2021-01-29,21.91235
2021-01-30,6.99424
2021-01-31,6.55157
2021-02-01,23.86011
2021-02-02,25.63081
2021-02-03,25.27667
2021-02-04,23.50597
2021-02-05,19.34484
2021-02-06,6.02036
2021-02-07,6.6401
2021-02-08,26.42762
2021-02-09,23.59451
2021-02-10,17.35281
2021-02-11,4.24966
2021-02-12,3.71845
2021-02-13,4.38247
2021-02-14,6.06463
2021-02-15,27.75564
2021-02-16,29.03939
2021-02-17,28.72952
2021-02-18,30.63302
2021-02-19,22.35502
2021-02-20,6.46303
2021-02-21,7.03851
2021-02-22,29.7034
2021-02-23,28.68525
2021-02-24,26.51615
2021-02-25,24.87826
2021-02-26,20.71713
2021-02-27,5.22355
2021-02-28,4.55953
2021-03-01,7.92386
2021-03-02,24.25852
2021-03-03,32.97919
2021-03-04,28.99513
2021-03-05,22.48782
2021-03-06,7.34838
2021-03-07,8.10092
2021-03-08,30.89862
2021-03-09,27.4015
2021-03-10,25.76361
2021-03-11,31.20849
2021-03-12,26.87029
2021-03-13,8.27799
2021-03-14,7.96812
2021-03-15,35.41389
2021-03-16,33.24479
2021-03-17,39.48649
2021-03-18,33.73173
2021-03-19,30.45595
2021-03-20,8.5436
2021-03-21,8.98627
2021-03-22,37.14032
2021-03-23,36.56485
2021-03-24,35.01549
2021-03-25,37.00752
2021-03-26,28.99513
2021-03-27,8.4108
2021-03-28,8.6764
2021-03-29,36.69765
2021-03-30,31.3413
2021-03-31,26.42762
2021-04-01,13.94422
2021-04-02,13.89995
2021-04-03,4.02833
2021-04-04,4.42673
2021-04-05,17.97255
2021-04-06,18.8579
2021-04-07,16.99867
2021-04-08,20.8942
2021-04-09,14.47543
2021-04-10,3.54138
2021-04-11,4.78087
2021-04-12,19.1235
2021-04-13,17.57414
2021-04-14,18.76936
2021-04-15,19.30057
2021-04-16,13.19167
2021-04-17,4.51527
2021-04-18,3.76272
2021-04-19,17.57414
2021-04-20,18.72509
2021-04-21,16.99867
2021-04-22,17.48561
2021-04-23,16.29039
2021-04-24,3.98406
2021-04-25,3.80699
2021-04-26,17.22
2021-04-27,16.99867
2021-04-28,17.39707
2021-04-29,16.6888
2021-04-30,13.32447
2021-05-01,5.17928
2021-05-02,6.24169
2021-05-03,18.45949
2021-05-04,17.0872
2021-05-05,5.57768
2021-05-06,20.58432
2021-05-07,17.0872
2021-05-08,4.69234
2021-05-09,7.12704
2021-05-10,20.36299
2021-05-11,22.70916
2021-05-12,21.73528
2021-05-13,21.73528
2021-05-14,20.98273
2021-05-15,8.18946
2021-05-16,7.30411
2021-05-17,25.89641
2021-05-18,25.498
2021-05-19,7.30411
2021-05-20,22.44355
2021-05-21,23.3289
2021-05-22,8.36653
2021-05-23,7.34838
2021-05-24,29.21646
2021-05-25,25.94068
2021-05-26,24.56839
2021-05-27,27.04736
2021-05-28,19.34484
2021-05-29,7.43691
2021-05-30,8.14519
2021-05-31,24.78972
2021-06-01,17.0872
2021-06-02,16.64453
2021-06-03,15.98052
2021-06-04,14.12129
2021-06-05,4.07259
2021-06-06,4.69234
2021-06-07,16.20185
2021-06-08,18.10535
2021-06-09,15.1837
2021-06-10,14.47543
2021-06-11,14.25409
2021-06-12,3.09871
2021-06-13,4.91367
2021-06-14,20.31872
2021-06-15,17.13147
2021-06-16,15.44931
2021-06-17,16.46746
2021-06-18,15.89198
2021-06-19,3.54138
2021-06-20,4.3382
2021-06-21,15.80345
2021-06-22,18.90216
2021-06-23,18.54803
2021-06-24,16.73306
2021-06-25,15.67065
2021-06-26,4.91367
2021-06-27,3.80699
2021-06-28,17.75121
2021-06-29,17.52988
2021-06-30,15.44931
2021-07-01,12.83753
2021-07-02,13.59008
2021-07-03,3.23151
2021-07-04,4.3382
2021-07-05,15.75918
2021-07-06,15.40504
2021-07-07,16.11332
2021-07-08,15.53784
2021-07-09,12.30633
2021-07-10,3.14298
2021-07-11,8.72067
2021-07-12,30.23461
2021-07-13,14.6525
2021-07-14,14.74103
2021-07-15,17.66268
2021-07-16,11.73085
2021-07-17,3.58565
2021-07-18,4.11686
2021-07-19,14.16555
2021-07-20,16.46746
2021-07-21,13.28021
2021-07-22,15.0509
2021-07-23,13.36874
2021-07-24,4.64807
2021-07-25,4.3382
2021-07-26,15.58211
2021-07-27,13.98849
2021-07-28,15.53784
2021-07-29,14.07702
2021-07-30,12.21779
2021-07-31,2.87737
2021-08-01,4.11686
2021-08-02,15.75918
2021-08-03,16.6888
2021-08-04,13.59008
2021-08-05,14.07702
2021-08-06,11.06684
2021-08-07,3.98406
2021-08-08,3.98406
2021-08-09,14.51969
2021-08-10,13.14741
2021-08-11,13.10314
2021-08-12,12.52766
2021-08-13,12.17352
2021-08-14,3.67419
2021-08-15,2.61177
2021-08-16,5.35635
2021-08-17,13.28021
2021-08-18,16.55599
2021-08-19,14.43116
2021-08-20,11.64231
2021-08-21,4.11686
2021-08-22,3.89552
2021-08-23,15.36077
2021-08-24,16.06905
2021-08-25,14.69676
2021-08-26,19.52191
2021-08-27,14.74103
2021-08-28,3.76272
2021-08-29,3.23151
2021-08-30,13.36874
2021-08-31,16.77733
2021-09-01,13.45728
2021-09-02,15.0509
2021-09-03,15.09517
2021-09-04,4.471
2021-09-05,3.67419
2021-09-06,17.30854
2021-09-07,17.83975
2021-09-08,16.33466
2021-09-09,15.31651
2021-09-10,14.60823
2021-09-11,3.80699
2021-09-12,3.98406
2021-09-13,15.00664
2021-09-14,15.89198
2021-09-15,13.85568
2021-09-16,15.00664
2021-09-17,9.82735
2021-09-18,2.83311
2021-09-19,2.83311
2021-09-20,1.54935
2021-09-21,2.39043
2021-09-22,2.92164
2021-09-23,13.94422
2021-09-24,13.85568
2021-09-25,3.93979
2021-09-26,4.42673
2021-09-27,16.20185
2021-09-28,15.00664
2021-09-29,17.79548
2021-09-30,11.42098
2021-10-01,12.79327
2021-10-02,3.23151
2021-10-03,3.18725
2021-10-04,4.29393
2021-10-05,13.76715
2021-10-06,14.34262
2021-10-07,14.60823
2021-10-08,11.50951
2021-10-09,2.7003
2021-10-10,3.89552
2021-10-11,4.86941
2021-10-12,11.95219
2021-10-13,13.67861
2021-10-14,15.40504
2021-10-15,9.60602
2021-10-16,3.27578
2021-10-17,3.54138
2021-10-18,14.6525
2021-10-19,13.85568
2021-10-20,13.85568
2021-10-21,15.13944
2021-10-22,9.91589
2021-10-23,3.71845
2021-10-24,3.80699
2021-10-25,12.749
2021-10-26,11.95219
2021-10-27,14.07702
2021-10-28,14.12129
2021-10-29,10.7127
2021-10-30,3.01018
2021-10-31,3.09871
2021-11-01,14.38689
2021-11-02,14.12129
2021-11-03,14.7853
2021-11-04,13.05887
2021-11-05,13.0146
2021-11-06,3.14298
2021-11-07,3.67419
2021-11-08,13.45728
2021-11-09,18.59229
2021-11-10,16.60026
2021-11-11,17.39707
2021-11-12,14.87383
2021-11-13,3.80699
2021-11-14,4.11686
2021-11-15,15.53784
2021-11-16,15.67065
2021-11-17,15.22797
2021-11-18,14.25409
2021-11-19,14.03275
2021-11-20,3.40858
2021-11-21,3.18725
2021-11-22,15.67065
2021-11-23,14.38689
2021-11-24,15.36077
2021-11-25,17.13147
2021-11-26,14.12129
2021-11-27,3.36432
2021-11-28,4.16113
2021-11-29,16.02478
2021-11-30,17.61841
2021-12-01,15.98052
2021-12-02,16.77733
2021-12-03,13.41301
2021-12-04,4.02833
2021-12-05,4.95794
2021-12-06,14.96237
2021-12-07,18.8579
2021-12-08,16.06905
2021-12-09,17.83975
2021-12-10,14.16555
2021-12-11,3.32005
2021-12-12,5.13501
2021-12-13,18.37096
2021-12-14,19.74324
2021-12-15,19.61044
2021-12-16,17.79548
2021-12-17,12.04072
2021-12-18,3.93979
2021-12-19,4.64807
2021-12-20,17.88401
2021-12-21,18.54803
2021-12-22,17.75121
2021-12-23,20.09738
2021-12-24,12.39486
2021-12-25,2.5675
2021-12-26,3.67419
2021-12-27,17.17574
2021-12-28,16.15759
2021-12-29,18.81363
2021-12-30,15.49358
2021-12-31,9.20761
2022-01-01,2.83311
2022-01-02,3.89552
2022-01-03,19.21204
2022-01-04,21.24833
2022-01-05,19.03497
2022-01-06,20.84993
2022-01-07,19.21204
2022-01-08,4.91367
2022-01-09,4.91367
2022-01-10,20.80566
2022-01-11,21.46967
2022-01-12,24.47985
2022-01-13,23.94864
2022-01-14,18.32669
2022-01-15,6.33023
2022-01-16,5.26781
2022-01-17,25.01106
2022-01-18,26.78176
2022-01-19,27.88844
2022-01-20,30.58875
2022-01-21,26.42762
2022-01-22,6.90571
2022-01-23,6.6401
2022-01-24,28.55245
2022-01-25,27.4015
2022-01-26,26.47189
2022-01-27,21.33687
2022-01-28,13.94422
2022-01-29,4.3382
2022-01-30,4.07259
2022-01-31,4.24966
2022-02-01,3.45285
2022-02-02,4.471
2022-02-03,19.61044
2022-02-04,19.1235
2022-02-05,7.65825
2022-02-06,5.93182
2022-02-07,18.14962
2022-02-08,22.79769
2022-02-09,26.42762
2022-02-10,26.87029
2022-02-11,21.11553
2022-02-12,5.22355
2022-02-13,6.19743
2022-02-14,23.15183
2022-02-15,29.1722
2022-02-16,24.21425
2022-02-17,24.83399
2022-02-18,24.16998
2022-02-19,5.66622
2022-02-20,6.10889
2022-02-21,26.82602
2022-02-22,25.67507
2022-02-23,30.54448
2022-02-24,30.10181
2022-02-25,21.73528
2022-02-26,4.471
2022-02-27,5.31208
2022-02-28,18.76936
2022-03-01,6.02036
2022-03-02,23.86011
2022-03-03,27.62284
2022-03-04,23.72731
2022-03-05,4.78087
2022-03-06,5.26781
2022-03-07,24.78972
2022-03-08,19.03497
2022-03-09,6.5073
2022-03-10,21.69101
2022-03-11,23.99291
2022-03-12,6.81717
2022-03-13,6.3745
2022-03-14,29.4378
2022-03-15,31.6069
2022-03-16,28.10978
2022-03-17,27.49003
2022-03-18,26.73749
2022-03-19,7.96812
2022-03-20,6.10889
2022-03-21,33.59893
2022-03-22,34.13014
2022-03-23,38.46834
2022-03-24,31.96104
2022-03-25,28.64099
2022-03-26,8.01239
2022-03-27,7.83532
2022-03-28,33.99734
2022-03-29,27.6671
2022-03-30,31.7397
2022-03-31,23.15183
2022-04-01,11.95219
2022-04-02,3.09871
2022-04-03,3.98406
2022-04-04,16.15759
2022-04-05,15.40504
2022-04-06,17.22
2022-04-07,12.8818
2022-04-08,13.28021
2022-04-09,3.80699
2022-04-10,3.71845
2022-04-11,14.9181
2022-04-12,18.32669
2022-04-13,15.93625
2022-04-14,17.97255
2022-04-15,13.0146
2022-04-16,3.27578
2022-04-17,3.85126
2022-04-18,14.82957
2022-04-19,17.26427
2022-04-20,15.98052
2022-04-21,18.59229
2022-04-22,15.98052
2022-04-23,4.51527
2022-04-24,3.89552
2022-04-25,18.94643
2022-04-26,18.63656
2022-04-27,16.77733
2022-04-28,17.39707
2022-04-29,13.41301
2022-04-30,3.67419
2022-05-01,4.86941
2022-05-02,16.24612
2022-05-03,14.96237
2022-05-04,16.77733
2022-05-05,5.17928
2022-05-06,12.66046
2022-05-07,5.62195
2022-05-08,4.42673
2022-05-09,20.54006
2022-05-10,20.18592
2022-05-11,19.30057
2022-05-12,24.39132
2022-05-13,16.46746
2022-05-14,7.79105
2022-05-15,5.44488
2022-05-16,19.2563
2022-05-17,23.10756
2022-05-18,20.80566
2022-05-19,19.96458
2022-05-20,18.9907
2022-05-21,6.5073
2022-05-22,6.46303
2022-05-23,21.38114
2022-05-24,23.94864
2022-05-25,21.2926
2022-05-26,20.58432
2022-05-27,19.47764
2022-05-28,6.15316
2022-05-29,5.26781
2022-05-30,20.00885
2022-05-31,15.49358
2022-06-01,4.02833
2022-06-02,11.77512
2022-06-03,12.39486
2022-06-04,3.54138
2022-06-05,3.45285
2022-06-06,5.26781
2022-06-07,12.12926
2022-06-08,14.16555
2022-06-09,13.63435
2022-06-10,13.85568
2022-06-11,4.6038
2022-06-12,4.91367
2022-06-13,14.34262
2022-06-14,14.6525
2022-06-15,18.72509
2022-06-16,17.88401
2022-06-17,13.67861
2022-06-18,3.36432
2022-06-19,3.80699
2022-06-20,15.44931
2022-06-21,15.75918
2022-06-22,16.64453
2022-06-23,18.68083
2022-06-24,14.51969
2022-06-25,4.42673
2022-06-26,3.32005
2022-06-27,18.68083
2022-06-28,22.66489
2022-06-29,16.29039
2022-06-30,13.41301
2022-07-01,13.59008
2022-07-02,2.87737
2022-07-03,3.40858
2022-07-04,12.08499
2022-07-05,13.81142
2022-07-06,15.36077
2022-07-07,14.82957
2022-07-08,13.14741
2022-07-09,4.02833
2022-07-10,3.18725
2022-07-11,15.31651
2022-07-12,15.89198
2022-07-13,14.74103
2022-07-14,13.81142
2022-07-15,12.79327
2022-07-16,2.87737
2022-07-17,3.76272
2022-07-18,14.87383
2022-07-19,16.20185
2022-07-20,15.09517
2022-07-21,14.87383
2022-07-22,15.53784
2022-07-23,3.76272
2022-07-24,3.67419
2022-07-25,16.60026
2022-07-26,16.99867
2022-07-27,16.24612
2022-07-28,15.09517
2022-07-29,11.68658
2022-07-30,3.27578
2022-07-31,3.05444
2022-08-01,12.35059
2022-08-02,12.6162
2022-08-03,12.39486
2022-08-04,12.39486
2022-08-05,9.51748
2022-08-06,3.18725
2022-08-07,2.92164
2022-08-08,12.43913
2022-08-09,14.96237
2022-08-10,16.33466
2022-08-11,13.05887
2022-08-12,12.17352
2022-08-13,3.40858
2022-08-14,2.78884
2022-08-15,2.92164
2022-08-16,14.25409
2022-08-17,16.42319
2022-08-18,13.10314
2022-08-19,11.81938
2022-08-20,3.18725
2022-08-21,3.40858
2022-08-22,13.36874
2022-08-23,13.85568
2022-08-24,14.34262
2022-08-25,18.81363
2022-08-26,13.14741
2022-08-27,4.29393
2022-08-28,3.32005
2022-08-29,14.60823
2022-08-30,14.9181
2022-08-31,15.84772
2022-09-01,16.11332
2022-09-02,10.53563
2022-09-03,3.18725
2022-09-04,3.54138
2022-09-05,12.57193
2022-09-06,13.0146
2022-09-07,15.53784
2022-09-08,9.25188
2022-09-09,2.34617
2022-09-10,1.90349
2022-09-11,1.99203
2022-09-12,3.76272
2022-09-13,13.32447
2022-09-14,13.23594
2022-09-15,13.94422
2022-09-16,11.24391
2022-09-17,2.78884
2022-09-18,2.52324
2022-09-19,13.63435
2022-09-20,17.0872
2022-09-21,14.38689
2022-09-22,16.60026
2022-09-23,11.77512
2022-09-24,2.65604
2022-09-25,3.67419
2022-09-26,15.80345
2022-09-27,14.7853
2022-09-28,14.9181
2022-09-29,11.95219
2022-09-30,11.37671
2022-10-01,2.65604
2022-10-02,2.39043
2022-10-03,3.85126
2022-10-04,12.30633
2022-10-05,13.94422
2022-10-06,11.42098
2022-10-07,11.77512
2022-10-08,2.12483
2022-10-09,5.79902
2022-10-10,4.78087
2022-10-11,12.57193
2022-10-12,12.04072
2022-10-13,14.38689
2022-10-14,10.93404
2022-10-15,3.05444
2022-10-16,2.25763
2022-10-17,13.89995
2022-10-18,13.85568
2022-10-19,14.56396
2022-10-20,12.749
2022-10-21,12.43913
2022-10-22,3.05444
2022-10-23,4.64807
2022-10-24,13.50154
2022-10-25,15.58211
2022-10-26,15.89198
2022-10-27,12.52766
2022-10-28,10.4471
2022-10-29,3.18725
2022-10-30,2.61177
2022-10-31,12.83753
2022-11-01,13.32447
2022-11-02,14.43116
2022-11-03,14.9181
2022-11-04,10.31429
2022-11-05,2.83311
2022-11-06,3.01018
2022-11-07,13.05887
2022-11-08,15.00664
2022-11-09,15.09517
2022-11-10,13.89995
2022-11-11,13.23594
2022-11-12,3.05444
2022-11-13,3.32005
2022-11-14,15.1837
2022-11-15,14.03275
2022-11-16,14.51969
2022-11-17,16.20185
2022-11-18,14.07702
2022-11-19,2.92164
2022-11-20,3.67419
2022-11-21,16.15759
2022-11-22,16.9544
2022-11-23,16.46746
2022-11-24,15.44931
2022-11-25,14.69676
2022-11-26,2.61177
2022-11-27,3.89552
2022-11-28,13.23594
2022-11-29,16.42319
2022-11-30,15.44931
2022-12-01,15.53784
2022-12-02,12.39486
2022-12-03,3.93979
2022-12-04,2.65604
2022-12-05,16.11332
2022-12-06,18.28242
2022-12-07,16.55599
2022-12-08,18.14962
2022-12-09,13.76715
2022-12-10,4.471
2022-12-11,4.78087
2022-12-12,14.7853
2022-12-13,16.99867
2022-12-14,19.30057
2022-12-15,17.92828
2022-12-16,14.25409
2022-12-17,3.01018
2022-12-18,3.54138
2022-12-19,17.0872
2022-12-20,17.35281
2022-12-21,17.22
2022-12-22,19.07923
2022-12-23,18.23815
2022-12-24,10.09296
2022-12-25,6.86144
2022-12-26,23.10756
2022-12-27,25.14386
2022-12-28,19.2563
2022-12-29,19.34484
2022-12-30,13.63435
2022-12-31,4.11686
2023-01-01,3.98406
2023-01-02,22.39929
2023-01-03,23.15183
2023-01-04,27.04736
2023-01-05,21.46967
2023-01-06,18.10535
2023-01-07,5.57768
2023-01-08,5.93182
2023-01-09,19.47764
2023-01-10,23.86011
2023-01-11,17.0872
2023-01-12,18.32669
2023-01-13,19.1235
2023-01-14,5.17928
2023-01-15,5.31208
2023-01-16,21.46967
2023-01-17,29.92474
2023-01-18,27.44577
2023-01-19,29.03939
2023-01-20,17.22
2023-01-21,3.98406
2023-01-22,2.83311
2023-01-23,4.3382
2023-01-24,6.55157
2023-01-25,31.20849
2023-01-26,29.34926
2023-01-27,26.11775
2023-01-28,5.88756
2023-01-29,5.93182
2023-01-30,27.31297
2023-01-31,25.71934
2023-02-01,27.4015
2023-02-02,26.38335
2023-02-03,21.20407
2023-02-04,4.64807
2023-02-05,4.78087
2023-02-06,26.47189
2023-02-07,25.58654
2023-02-08,25.32093
2023-02-09,25.27667
2023-02-10,17.35281
2023-02-11,4.51527
2023-02-12,4.6038
2023-02-13,23.99291
2023-02-14,31.56263
2023-02-15,28.37538
2023-02-16,29.26073
2023-02-17,22.13368
2023-02-18,5.13501
2023-02-19,5.40061
2023-02-20,26.02921
2023-02-21,27.79991
2023-02-22,27.04736
2023-02-23,23.94864
2023-02-24,17.97255
2023-02-25,5.48915
2023-02-26,4.69234
2023-02-27,21.38114
2023-02-28,23.72731
2023-03-01,7.25984
2023-03-02,24.30278
2023-03-03,23.10756
2023-03-04,5.93182
2023-03-05,4.82514
2023-03-06,24.96679
2023-03-07,24.70119
2023-03-08,27.22443
2023-03-09,23.94864
2023-03-10,20.14165
2023-03-11,5.13501
2023-03-12,6.28596
2023-03-13,28.33111
2023-03-14,31.96104
2023-03-15,31.65117
2023-03-16,27.5343
2023-03-17,24.30278
2023-03-18,7.12704
2023-03-19,5.97609
2023-03-20,28.68525
2023-03-21,31.51837
2023-03-22,34.48428
2023-03-23,35.6795
2023-03-24,30.94289
2023-03-25,7.08277
2023-03-26,7.61398
2023-03-27,35.63523
2023-03-28,33.73173
2023-03-29,32.27091
2023-03-30,34.04161
2023-03-31,24.43559
2023-04-01,3.71845
2023-04-02,4.11686
2023-04-03,14.69676
2023-04-04,16.55599
2023-04-05,17.26427
2023-04-06,100.0
2023-04-07,14.16555
2023-04-08,3.18725
2023-04-09,4.471
2023-04-10,19.96458
2023-04-11,19.21204
2023-04-12,21.33687
2023-04-13,46.03806
2023-04-14,15.13944
2023-04-15,4.471
2023-04-16,4.95794
2023-04-17,15.71491
2023-04-18,19.83178
2023-04-19,18.81363
2023-04-20,15.27224
2023-04-21,14.07702
2023-04-22,4.42673
2023-04-23,4.95794
2023-04-24,16.64453
2023-04-25,15.31651
2023-04-26,13.81142
2023-04-27,15.40504
2023-04-28,11.02257
2023-04-29,3.93979
2023-04-30,3.01018
2023-05-01,8.6764
2023-05-02,17.57414
2023-05-03,18.28242
2023-05-04,18.32669
2023-05-05,5.57768
2023-05-06,4.42673
2023-05-07,4.38247
2023-05-08,19.78751
2023-05-09,21.2926
2023-05-10,26.87029
2023-05-11,23.24037
2023-05-12,20.23019
2023-05-13,7.08277
2023-05-14,6.41876
2023-05-15,24.96679
2023-05-16,27.35723
2023-05-17,25.32093
2023-05-18,22.04515
2023-05-19,22.79769
2023-05-20,6.10889
2023-05-21,7.43691
2023-05-22,23.41744
2023-05-23,28.19831
2023-05-24,24.08145
2023-05-25,23.90438
2023-05-26,18.9907
2023-05-27,5.88756
2023-05-28,6.33023
2023-05-29,7.83532
