date,대한전선주가
2020-03-20,0.87187
2020-03-21,0.10594
2020-03-22,0.0722
2020-03-23,0.69169
2020-03-24,0.75782
2020-03-25,0.80776
2020-03-26,1.03315
2020-03-27,0.89549
2020-03-28,0.09312
2020-03-29,0.09042
2020-03-30,0.83543
2020-03-31,0.96499
2020-04-01,0.93867
2020-04-02,0.85972
2020-04-03,0.74567
2020-04-04,0.09042
2020-04-05,0.05601
2020-04-06,0.80843
2020-04-07,1.11278
2020-04-08,1.37056
2020-04-09,1.2997
2020-04-10,1.27541
2020-04-11,0.18085
2020-04-12,0.14441
2020-04-13,1.40093
2020-04-14,1.27271
2020-04-15,0.20109
2020-04-16,1.02708
2020-04-17,1.08983
2020-04-18,0.11202
2020-04-19,0.10122
2020-04-20,1.02235
2020-04-21,0.97376
2020-04-22,1.0237
2020-04-23,1.02033
2020-04-24,0.87322
2020-04-25,0.08975
2020-04-26,0.0776
2020-04-27,0.8388
2020-04-28,0.80978
2020-04-29,0.78751
2020-04-30,0.10932
2020-05-01,0.12551
2020-05-02,0.07423
2020-05-03,0.06883
2020-05-04,0.77469
2020-05-05,0.09582
2020-05-06,1.00008
2020-05-07,1.14045
2020-05-08,2.20734
2020-05-09,0.32121
2020-05-10,0.27735
2020-05-11,1.79907
2020-05-12,1.47516
2020-05-13,1.46639
2020-05-14,1.34357
2020-05-15,1.25719
2020-05-16,0.12551
2020-05-17,0.0857
2020-05-18,1.21738
2020-05-19,1.28958
2020-05-20,1.73766
2020-05-21,1.35167
2020-05-22,1.19578
2020-05-23,0.12754
2020-05-24,0.09987
2020-05-25,1.20051
2020-05-26,1.17891
2020-05-27,1.72282
2020-05-28,1.64859
2020-05-29,1.24909
2020-05-30,0.11337
2020-05-31,0.0857
2020-06-01,1.18768
2020-06-02,1.24909
2020-06-03,1.34897
2020-06-04,1.55344
2020-06-05,1.46639
2020-06-06,0.12551
2020-06-07,0.12416
2020-06-08,1.21873
2020-06-09,1.08039
2020-06-10,1.08713
2020-06-11,0.9218
2020-06-12,0.94745
2020-06-13,0.09582
2020-06-14,0.03913
2020-06-15,0.93867
2020-06-16,1.10198
2020-06-17,0.9218
2020-06-18,0.83947
2020-06-19,0.8388
2020-06-20,0.08637
2020-06-21,0.05668
2020-06-22,0.80506
2020-06-23,0.75445
2020-06-24,0.96634
2020-06-25,0.72543
2020-06-26,0.72948
2020-06-27,0.07423
2020-06-28,0.05668
2020-06-29,0.72475
2020-06-30,0.8226
2020-07-01,0.75107
2020-07-02,0.78279
2020-07-03,0.78684
2020-07-04,0.07018
2020-07-05,0.0722
2020-07-06,0.85432
2020-07-07,0.79764
2020-07-08,0.70316
2020-07-09,0.72138
2020-07-10,0.66537
2020-07-11,0.0695
2020-07-12,0.04993
2020-07-13,0.78954
2020-07-14,0.67752
2020-07-15,0.69844
2020-07-16,0.64783
2020-07-17,0.7585
2020-07-18,0.07625
2020-07-19,0.06208
2020-07-20,2.1574
2020-07-21,2.30856
2020-07-22,2.1817
2020-07-23,2.22894
2020-07-24,4.28242
2020-07-25,0.68157
2020-07-26,0.63163
2020-07-27,3.70747
2020-07-28,2.7445
2020-07-29,2.46175
2020-07-30,2.31329
2020-07-31,2.18912
2020-08-01,0.37047
2020-08-02,0.31446
2020-08-03,2.70806
2020-08-04,2.35175
2020-08-05,2.03594
2020-08-06,1.96575
2020-08-07,1.68165
2020-08-08,0.25238
2020-08-09,0.22741
2020-08-10,1.74509
2020-08-11,2.07035
2020-08-12,1.5919
2020-08-13,1.63914
2020-08-14,1.40363
2020-08-15,0.15183
2020-08-16,0.11269
2020-08-17,0.27397
2020-08-18,1.24369
2020-08-19,1.39013
2020-08-20,1.2329
2020-08-21,1.27406
2020-08-22,0.11269
2020-08-23,0.0857
2020-08-24,1.05609
2020-08-25,1.38203
2020-08-26,1.10738
2020-08-27,1.06622
2020-08-28,1.09388
2020-08-29,0.11606
2020-08-30,0.09245
2020-08-31,1.1283
2020-09-01,1.26596
2020-09-02,1.24842
2020-09-03,1.54939
2020-09-04,3.71827
2020-09-05,0.51758
2020-09-06,0.40894
2020-09-07,4.95387
2020-09-08,3.54552
2020-09-09,3.12038
2020-09-10,2.59739
2020-09-11,2.44016
2020-09-12,0.26992
2020-09-13,0.17815
2020-09-14,2.06023
2020-09-15,2.02042
2020-09-16,1.8868
2020-09-17,1.67153
2020-09-18,1.73294
2020-09-19,0.22336
2020-09-20,0.14981
2020-09-21,1.49135
2020-09-22,1.37663
2020-09-23,1.45019
2020-09-24,1.85103
2020-09-25,1.67895
2020-09-26,0.20109
2020-09-27,0.13901
2020-09-28,1.60337
2020-09-29,1.24167
2020-09-30,0.13698
2020-10-01,0.11404
2020-10-02,0.09852
2020-10-03,0.10864
2020-10-04,0.11606
2020-10-05,1.47718
2020-10-06,1.41172
2020-10-07,1.36179
2020-10-08,1.25112
2020-10-09,0.18827
2020-10-10,0.12079
2020-10-11,0.1579
2020-10-12,1.87938
2020-10-13,1.69043
2020-10-14,1.41442
2020-10-15,1.56356
2020-10-16,3.46656
2020-10-17,0.34955
2020-10-18,0.24293
2020-10-19,2.66825
2020-10-20,2.00624
2020-10-21,2.14661
2020-10-22,2.4631
2020-10-23,2.15133
2020-10-24,0.22336
2020-10-25,0.18827
2020-10-26,1.88613
2020-10-27,1.62834
2020-10-28,1.99072
2020-10-29,1.62362
2020-10-30,1.58178
2020-10-31,0.17747
2020-11-01,0.13563
2020-11-02,1.57166
2020-11-03,1.46504
2020-11-04,1.39755
2020-11-05,1.54197
2020-11-06,1.43332
2020-11-07,0.1552
2020-11-08,0.13091
2020-11-09,2.01704
2020-11-10,1.76196
2020-11-11,1.63712
2020-11-12,1.65399
2020-11-13,1.4205
2020-11-14,0.1606
2020-11-15,0.13226
2020-11-16,2.14256
2020-11-17,2.19182
2020-11-18,1.9833
2020-11-19,2.32341
2020-11-20,8.22541
2020-11-21,1.47583
2020-11-22,1.36854
2020-11-23,9.1209
2020-11-24,7.44667
2020-11-25,5.81562
2020-11-26,6.03426
2020-11-27,9.53457
2020-11-28,1.49878
2020-11-29,1.27136
2020-11-30,8.86784
2020-12-01,6.53026
2020-12-02,5.95328
2020-12-03,6.56062
2020-12-04,5.77985
2020-12-05,0.80506
2020-12-06,0.67819
2020-12-07,5.37361
2020-12-08,4.6583
2020-12-09,5.26699
2020-12-10,7.11263
2020-12-11,5.77918
2020-12-12,0.9272
2020-12-13,0.7477
2020-12-14,5.27441
2020-12-15,5.08749
2020-12-16,8.5743
2020-12-17,6.85417
2020-12-18,6.12334
2020-12-19,0.72678
2020-12-20,0.6512
2020-12-21,5.6233
2020-12-22,4.78314
2020-12-23,4.9532
2020-12-24,4.6556
2020-12-25,0.52501
2020-12-26,0.43593
2020-12-27,0.40556
2020-12-28,4.08537
2020-12-29,4.2858
2020-12-30,4.10832
2020-12-31,0.89346
2021-01-01,0.39747
2021-01-02,0.37047
2021-01-03,0.37857
2021-01-04,4.06715
2021-01-05,4.14476
2021-01-06,5.17184
2021-01-07,4.79866
2021-01-08,4.53008
2021-01-09,0.65457
2021-01-10,0.59856
2021-01-11,4.34383
2021-01-12,3.5995
2021-01-13,3.62852
2021-01-14,3.34982
2021-01-15,3.08799
2021-01-16,0.41569
2021-01-17,0.32391
2021-01-18,4.14138
2021-01-19,3.92747
2021-01-20,4.14813
2021-01-21,3.81882
2021-01-22,5.42692
2021-01-23,1.73024
2021-01-24,2.22354
2021-01-25,15.61405
2021-01-26,9.54537
2021-01-27,6.70976
2021-01-28,5.9796
2021-01-29,5.65501
2021-01-30,0.89211
2021-01-31,0.66605
2021-02-01,6.73473
2021-02-02,6.07543
2021-02-03,5.1327
2021-02-04,4.90731
2021-02-05,4.92283
2021-02-06,0.8577
2021-02-07,0.65525
2021-02-08,4.99706
2021-02-09,4.14476
2021-02-10,4.78044
2021-02-11,0.69709
2021-02-12,0.55335
2021-02-13,0.61138
2021-02-14,0.57562
2021-02-15,5.24809
2021-02-16,6.28867
2021-02-17,5.47213
2021-02-18,4.53548
2021-02-19,4.17445
2021-02-20,0.69641
2021-02-21,0.57359
2021-02-22,4.32089
2021-02-23,9.51702
2021-02-24,7.44262
2021-02-25,6.31499
2021-02-26,5.4033
2021-02-27,0.87187
2021-02-28,0.76524
2021-03-01,0.86107
2021-03-02,5.6071
2021-03-03,4.57597
2021-03-04,4.50174
2021-03-05,4.6529
2021-03-06,0.79831
2021-03-07,0.71733
2021-03-08,4.76425
2021-03-09,4.2669
2021-03-10,4.10899
2021-03-11,4.34113
2021-03-12,4.95994
2021-03-13,0.76794
2021-03-14,0.6323
2021-03-15,4.82903
2021-03-16,4.50511
2021-03-17,3.85931
2021-03-18,3.83231
2021-03-19,4.5564
2021-03-20,0.89481
2021-03-21,0.72138
2021-03-22,6.66252
2021-03-23,5.5133
2021-03-24,5.04902
2021-03-25,7.97775
2021-03-26,8.63166
2021-03-27,1.32872
2021-03-28,1.08713
2021-03-29,11.87216
2021-03-30,12.04019
2021-03-31,9.82947
2021-04-01,8.40896
2021-04-02,6.76172
2021-04-03,0.98794
2021-04-04,0.81181
2021-04-05,6.21579
2021-04-06,7.25569
2021-04-07,7.34072
2021-04-08,8.92385
2021-04-09,7.06674
2021-04-10,1.10401
2021-04-11,0.87119
2021-04-12,6.46345
2021-04-13,6.06395
2021-04-14,5.71979
2021-04-15,5.53894
2021-04-16,5.2076
2021-04-17,0.77874
2021-04-18,0.65997
2021-04-19,5.48968
2021-04-20,5.82709
2021-04-21,5.2103
2021-04-22,5.01258
2021-04-23,4.99773
2021-04-24,0.74365
2021-04-25,0.61678
2021-04-26,5.04565
2021-04-27,4.75007
2021-04-28,4.60364
2021-04-29,4.89854
2021-04-30,4.34653
2021-05-01,0.63298
2021-05-02,0.53041
2021-05-03,4.3769
2021-05-04,5.93371
2021-05-05,1.30173
2021-05-06,6.41756
2021-05-07,5.46066
2021-05-08,0.79629
2021-05-09,0.65255
2021-05-10,8.74975
2021-05-11,7.93052
2021-05-12,6.78669
2021-05-13,5.64017
2021-05-14,5.77176
2021-05-15,0.77672
2021-05-16,0.70856
2021-05-17,5.34122
2021-05-18,5.80077
2021-05-19,3.33969
2021-05-20,6.77117
2021-05-21,9.76266
2021-05-22,1.47111
2021-05-23,1.25719
2021-05-24,7.83671
2021-05-25,11.27629
2021-05-26,18.78167
2021-05-27,16.19237
2021-05-28,21.46544
2021-05-29,3.63189
2021-05-30,2.98744
2021-05-31,37.28194
2021-06-01,35.86481
2021-06-02,29.11051
2021-06-03,46.17004
2021-06-04,64.00359
2021-06-05,10.01774
2021-06-06,8.41976
2021-06-07,90.35272
2021-06-08,100.0
2021-06-09,65.68254
2021-06-10,54.55134
2021-06-11,48.55351
2021-06-12,6.38315
2021-06-13,4.8594
2021-06-14,38.21252
2021-06-15,44.48973
2021-06-16,42.43219
2021-06-17,33.04945
2021-06-18,31.40491
2021-06-19,4.07188
2021-06-20,3.42877
2021-06-21,31.26455
2021-06-22,49.95647
2021-06-23,45.88054
2021-06-24,40.71544
2021-06-25,36.61049
2021-06-26,4.39512
2021-06-27,3.41797
2021-06-28,29.88183
2021-06-29,27.53817
2021-06-30,25.83087
2021-07-01,23.06545
2021-07-02,24.16878
2021-07-03,2.951
2021-07-04,2.4577
2021-07-05,22.27185
2021-07-06,21.5093
2021-07-07,19.16227
2021-07-08,22.52626
2021-07-09,22.62411
2021-07-10,2.81468
2021-07-11,2.21341
2021-07-12,20.02064
2021-07-13,19.43287
2021-07-14,18.34371
2021-07-15,17.41853
2021-07-16,16.40427
2021-07-17,2.07305
2021-07-18,1.81999
2021-07-19,18.42401
2021-07-20,16.05606
2021-07-21,16.27065
2021-07-22,16.88474
2021-07-23,15.18824
2021-07-24,1.9057
2021-07-25,1.54332
2021-07-26,15.94606
2021-07-27,15.99398
2021-07-28,13.9081
2021-07-29,13.3264
2021-07-30,12.45453
2021-07-31,1.72754
2021-08-01,1.38271
2021-08-02,12.89654
2021-08-03,13.5997
2021-08-04,17.97121
2021-08-05,31.36779
2021-08-06,20.04224
2021-08-07,2.21881
2021-08-08,1.84766
2021-08-09,16.31587
2021-08-10,16.03784
2021-08-11,14.65715
2021-08-12,17.52717
2021-08-13,14.56538
2021-08-14,1.60068
2021-08-15,1.10873
2021-08-16,2.33623
2021-08-17,13.85681
2021-08-18,14.59237
2021-08-19,13.30278
2021-08-20,13.00923
2021-08-21,1.4286
2021-08-22,1.20051
2021-08-23,15.97238
2021-08-24,14.82316
2021-08-25,15.29418
2021-08-26,12.8331
2021-08-27,12.00172
2021-08-28,1.33614
2021-08-29,1.08916
2021-08-30,13.75559
2021-08-31,12.36343
2021-09-01,13.60915
2021-09-02,12.05098
2021-09-03,15.06137
2021-09-04,1.62159
2021-09-05,1.33277
2021-09-06,13.23935
2021-09-07,12.64685
2021-09-08,15.30633
2021-09-09,13.28321
2021-09-10,11.82627
2021-09-11,1.34762
2021-09-12,1.07431
2021-09-13,12.48625
2021-09-14,12.41336
2021-09-15,17.08179
2021-09-16,14.04306
2021-09-17,11.54352
2021-09-18,1.21535
2021-09-19,0.84285
2021-09-20,0.76052
2021-09-21,0.78819
2021-09-22,0.98794
2021-09-23,10.97464
2021-09-24,9.99547
2021-09-25,1.14517
