date,보증금대출
2020-03-20,20.24793
2020-03-21,16.39118
2020-03-22,17.63085
2020-03-23,30.16528
2020-03-24,25.34435
2020-03-25,23.41597
2020-03-26,22.31404
2020-03-27,22.72727
2020-03-28,15.42699
2020-03-29,15.01377
2020-03-30,29.33884
2020-03-31,22.86501
2020-04-01,23.41597
2020-04-02,24.5179
2020-04-03,19.55922
2020-04-04,16.94214
2020-04-05,14.87603
2020-04-06,31.68044
2020-04-07,28.09917
2020-04-08,28.09917
2020-04-09,22.72727
2020-04-10,19.69696
2020-04-11,15.01377
2020-04-12,12.53443
2020-04-13,25.06887
2020-04-14,24.10468
2020-04-15,16.52892
2020-04-16,26.44628
2020-04-17,19.97245
2020-04-18,18.59504
2020-04-19,20.66115
2020-04-20,28.92561
2020-04-21,26.8595
2020-04-22,22.58953
2020-04-23,29.33884
2020-04-24,24.65564
2020-04-25,18.31955
2020-04-26,15.28925
2020-04-27,25.34435
2020-04-28,23.96694
2020-04-29,17.21763
2020-04-30,14.87603
2020-05-01,10.60606
2020-05-02,14.18732
2020-05-03,15.01377
2020-05-04,23.27823
2020-05-05,16.8044
2020-05-06,22.03856
2020-05-07,22.45179
2020-05-08,19.69696
2020-05-09,12.53443
2020-05-10,13.91184
2020-05-11,23.96694
2020-05-12,24.10468
2020-05-13,19.28374
2020-05-14,19.55922
2020-05-15,19.55922
2020-05-16,11.98347
2020-05-17,14.32506
2020-05-18,21.62534
2020-05-19,24.79338
2020-05-20,19.28374
2020-05-21,19.42148
2020-05-22,13.7741
2020-05-23,11.57024
2020-05-24,16.66666
2020-05-25,22.72727
2020-05-26,20.24793
2020-05-27,18.4573
2020-05-28,23.8292
2020-05-29,19.55922
2020-05-30,13.63636
2020-05-31,15.56473
2020-06-01,22.86501
2020-06-02,20.79889
2020-06-03,21.21212
2020-06-04,21.62534
2020-06-05,17.76859
2020-06-06,13.91184
2020-06-07,15.28925
2020-06-08,20.93663
2020-06-09,21.21212
2020-06-10,19.28374
2020-06-11,17.63085
2020-06-12,16.1157
2020-06-13,11.57024
2020-06-14,14.32506
2020-06-15,22.45179
2020-06-16,19.97245
2020-06-17,20.11019
2020-06-18,20.79889
2020-06-19,20.11019
2020-06-20,11.98347
2020-06-21,13.91184
2020-06-22,26.44628
2020-06-23,21.21212
2020-06-24,23.55371
2020-06-25,22.72727
2020-06-26,18.18181
2020-06-27,14.18732
2020-06-28,13.08539
2020-06-29,23.00275
2020-06-30,23.8292
2020-07-01,21.21212
2020-07-02,20.24793
2020-07-03,17.07988
2020-07-04,11.4325
2020-07-05,16.1157
2020-07-06,22.03856
2020-07-07,22.58953
2020-07-08,22.31404
2020-07-09,21.34986
2020-07-10,15.84022
2020-07-11,12.94765
2020-07-12,12.80991
2020-07-13,21.34986
2020-07-14,17.63085
2020-07-15,22.03856
2020-07-16,19.146
2020-07-17,15.84022
2020-07-18,9.91735
2020-07-19,12.53443
2020-07-20,21.90082
2020-07-21,23.8292
2020-07-22,19.83471
2020-07-23,22.31404
2020-07-24,15.28925
2020-07-25,13.91184
2020-07-26,12.53443
2020-07-27,21.76308
2020-07-28,20.79889
2020-07-29,21.76308
2020-07-30,19.69696
2020-07-31,16.66666
2020-08-01,13.7741
2020-08-02,11.01928
2020-08-03,20.66115
2020-08-04,17.90633
2020-08-05,23.14049
2020-08-06,17.76859
2020-08-07,17.76859
2020-08-08,13.08539
2020-08-09,14.04958
2020-08-10,22.58953
2020-08-11,20.38567
2020-08-12,25.06887
2020-08-13,23.14049
2020-08-14,19.146
2020-08-15,13.08539
2020-08-16,9.22865
2020-08-17,19.83471
2020-08-18,24.5179
2020-08-19,21.90082
2020-08-20,23.69146
2020-08-21,16.66666
2020-08-22,13.22314
2020-08-23,15.70247
2020-08-24,22.58953
2020-08-25,26.30853
2020-08-26,26.17079
2020-08-27,20.79889
2020-08-28,19.55922
2020-08-29,11.4325
2020-08-30,14.87603
2020-08-31,28.09917
2020-09-01,23.27823
2020-09-02,21.62534
2020-09-03,21.4876
2020-09-04,17.35537
2020-09-05,12.67217
2020-09-06,14.4628
2020-09-07,20.66115
2020-09-08,22.45179
2020-09-09,22.03856
2020-09-10,19.28374
2020-09-11,18.59504
2020-09-12,12.94765
2020-09-13,12.25895
2020-09-14,23.14049
2020-09-15,23.14049
2020-09-16,21.4876
2020-09-17,19.83471
2020-09-18,19.42148
2020-09-19,11.4325
2020-09-20,14.32506
2020-09-21,22.03856
2020-09-22,19.42148
2020-09-23,21.07438
2020-09-24,16.39118
2020-09-25,18.04407
2020-09-26,11.4325
2020-09-27,10.33057
2020-09-28,16.94214
2020-09-29,17.76859
2020-09-30,10.33057
2020-10-01,7.71349
2020-10-02,9.50413
2020-10-03,10.19283
2020-10-04,13.91184
2020-10-05,25.61983
2020-10-06,22.31404
2020-10-07,21.07438
2020-10-08,17.35537
2020-10-09,13.08539
2020-10-10,11.01928
2020-10-11,14.87603
2020-10-12,26.30853
2020-10-13,23.41597
2020-10-14,20.52341
2020-10-15,21.62534
2020-10-16,21.62534
2020-10-17,15.70247
2020-10-18,11.98347
2020-10-19,23.00275
2020-10-20,24.65564
2020-10-21,32.09366
2020-10-22,25.61983
2020-10-23,22.58953
2020-10-24,9.77961
2020-10-25,13.91184
2020-10-26,26.30853
2020-10-27,24.65564
2020-10-28,29.61432
2020-10-29,32.92011
2020-10-30,21.62534
2020-10-31,13.08539
2020-11-01,10.7438
2020-11-02,26.8595
2020-11-03,28.92561
2020-11-04,26.30853
2020-11-05,26.72176
2020-11-06,25.34435
2020-11-07,17.35537
2020-11-08,15.01377
2020-11-09,27.5482
2020-11-10,29.8898
2020-11-11,25.61983
2020-11-12,23.27823
2020-11-13,18.4573
2020-11-14,10.88154
2020-11-15,15.15151
2020-11-16,33.60881
2020-11-17,30.85399
2020-11-18,28.37465
2020-11-19,24.65564
2020-11-20,28.51239
2020-11-21,15.42699
2020-11-22,18.18181
2020-11-23,35.2617
2020-11-24,27.82369
2020-11-25,27.68595
2020-11-26,22.86501
2020-11-27,25.48209
2020-11-28,15.70247
2020-11-29,19.69696
2020-11-30,31.54269
2020-12-01,26.03305
2020-12-02,28.09917
2020-12-03,27.82369
2020-12-04,24.38016
2020-12-05,17.21763
2020-12-06,18.59504
2020-12-07,31.95592
2020-12-08,27.96143
2020-12-09,25.34435
2020-12-10,26.99724
2020-12-11,28.09917
2020-12-12,15.28925
2020-12-13,16.39118
2020-12-14,30.57851
2020-12-15,31.40495
2020-12-16,30.71625
2020-12-17,27.68595
2020-12-18,23.41597
2020-12-19,11.98347
2020-12-20,17.90633
2020-12-21,31.54269
2020-12-22,29.33884
2020-12-23,30.30303
2020-12-24,24.38016
2020-12-25,12.39669
2020-12-26,17.35537
2020-12-27,19.83471
2020-12-28,32.50688
2020-12-29,33.33333
2020-12-30,29.33884
2020-12-31,25.34435
2021-01-01,14.04958
2021-01-02,19.55922
2021-01-03,19.83471
2021-01-04,32.64462
2021-01-05,29.33884
2021-01-06,33.74655
2021-01-07,31.26721
2021-01-08,23.14049
2021-01-09,16.66666
2021-01-10,19.55922
2021-01-11,32.78236
2021-01-12,34.98622
2021-01-13,29.75206
2021-01-14,31.12947
2021-01-15,27.68595
2021-01-16,18.73278
2021-01-17,19.146
2021-01-18,30.57851
2021-01-19,28.37465
2021-01-20,30.99173
2021-01-21,25.20661
2021-01-22,27.13498
2021-01-23,18.18181
2021-01-24,20.11019
2021-01-25,34.29752
2021-01-26,30.99173
2021-01-27,25.48209
2021-01-28,30.71625
2021-01-29,23.14049
2021-01-30,20.66115
2021-01-31,14.32506
2021-02-01,29.75206
2021-02-02,29.75206
2021-02-03,25.34435
2021-02-04,27.27272
2021-02-05,21.62534
2021-02-06,16.66666
2021-02-07,18.4573
2021-02-08,29.8898
2021-02-09,27.41046
2021-02-10,22.86501
2021-02-11,14.87603
2021-02-12,12.39669
2021-02-13,12.53443
2021-02-14,19.146
2021-02-15,35.81267
2021-02-16,39.11845
2021-02-17,32.36914
2021-02-18,30.85399
2021-02-19,24.5179
2021-02-20,17.21763
2021-02-21,17.63085
2021-02-22,30.57851
2021-02-23,28.78787
2021-02-24,32.36914
2021-02-25,26.44628
2021-02-26,25.89531
2021-02-27,16.25344
2021-02-28,16.1157
2021-03-01,20.52341
2021-03-02,32.09366
2021-03-03,27.82369
2021-03-04,30.16528
2021-03-05,24.79338
2021-03-06,16.52892
2021-03-07,18.31955
2021-03-08,28.23691
2021-03-09,28.23691
2021-03-10,30.71625
2021-03-11,26.44628
2021-03-12,21.07438
2021-03-13,16.39118
2021-03-14,15.56473
2021-03-15,23.55371
2021-03-16,27.5482
2021-03-17,27.96143
2021-03-18,24.24242
2021-03-19,19.28374
2021-03-20,15.97796
2021-03-21,17.07988
2021-03-22,26.8595
2021-03-23,23.8292
2021-03-24,24.10468
2021-03-25,22.86501
2021-03-26,17.90633
2021-03-27,14.04958
2021-03-28,17.49311
2021-03-29,27.82369
2021-03-30,23.00275
2021-03-31,24.24242
2021-04-01,19.97245
2021-04-02,18.18181
2021-04-03,15.84022
2021-04-04,16.1157
2021-04-05,27.82369
2021-04-06,23.00275
2021-04-07,21.76308
2021-04-08,21.90082
2021-04-09,17.76859
2021-04-10,14.73829
2021-04-11,15.28925
2021-04-12,22.1763
2021-04-13,21.90082
2021-04-14,24.38016
2021-04-15,19.42148
2021-04-16,18.18181
2021-04-17,13.7741
2021-04-18,18.18181
2021-04-19,24.38016
2021-04-20,23.41597
2021-04-21,23.55371
2021-04-22,19.42148
2021-04-23,22.03856
2021-04-24,14.60055
2021-04-25,12.53443
2021-04-26,23.96694
2021-04-27,19.55922
2021-04-28,21.76308
2021-04-29,18.4573
2021-04-30,16.66666
2021-05-01,13.49862
2021-05-02,11.84573
2021-05-03,19.42148
2021-05-04,20.93663
2021-05-05,14.32506
2021-05-06,21.34986
2021-05-07,21.34986
2021-05-08,12.94765
2021-05-09,14.73829
2021-05-10,22.58953
2021-05-11,26.8595
2021-05-12,23.69146
2021-05-13,21.07438
2021-05-14,16.39118
2021-05-15,11.70798
2021-05-16,11.98347
2021-05-17,24.93112
2021-05-18,24.24242
2021-05-19,12.25895
2021-05-20,24.65564
2021-05-21,19.28374
2021-05-22,11.98347
2021-05-23,16.94214
2021-05-24,24.38016
2021-05-25,24.93112
2021-05-26,19.28374
2021-05-27,25.20661
2021-05-28,22.45179
2021-05-29,12.94765
2021-05-30,12.53443
2021-05-31,24.65564
2021-06-01,22.86501
2021-06-02,20.24793
2021-06-03,18.73278
2021-06-04,17.63085
2021-06-05,15.56473
2021-06-06,13.63636
2021-06-07,26.99724
2021-06-08,20.38567
2021-06-09,23.55371
2021-06-10,21.90082
2021-06-11,20.38567
2021-06-12,15.01377
2021-06-13,12.39669
2021-06-14,27.13498
2021-06-15,24.38016
2021-06-16,18.18181
2021-06-17,18.87052
2021-06-18,20.79889
2021-06-19,11.98347
2021-06-20,12.39669
2021-06-21,31.12947
2021-06-22,21.21212
2021-06-23,25.61983
2021-06-24,20.79889
2021-06-25,16.8044
2021-06-26,14.32506
2021-06-27,13.22314
2021-06-28,24.38016
2021-06-29,27.27272
2021-06-30,24.10468
2021-07-01,19.146
2021-07-02,18.18181
2021-07-03,12.53443
2021-07-04,14.4628
2021-07-05,25.89531
2021-07-06,26.30853
2021-07-07,26.03305
2021-07-08,21.76308
2021-07-09,26.72176
2021-07-10,13.91184
2021-07-11,17.21763
2021-07-12,28.92561
2021-07-13,28.09917
2021-07-14,31.81818
2021-07-15,32.2314
2021-07-16,33.74655
2021-07-17,18.04407
2021-07-18,16.1157
2021-07-19,42.14876
2021-07-20,35.53719
2021-07-21,31.95592
2021-07-22,32.78236
2021-07-23,28.92561
2021-07-24,13.36088
2021-07-25,14.73829
2021-07-26,38.42975
2021-07-27,35.2617
2021-07-28,28.23691
2021-07-29,27.96143
2021-07-30,23.69146
2021-07-31,13.91184
2021-08-01,15.70247
