date,전산회계
2020-06-16,6.197
2020-06-17,5.88472
2020-06-18,6.38813
2020-06-19,7.24688
2020-06-20,6.56311
2020-06-21,14.75489
2020-06-22,7.59684
2020-06-23,5.32748
2020-06-24,4.65986
2020-06-25,4.50642
2020-06-26,3.87649
2020-06-27,2.58701
2020-06-28,2.57086
2020-06-29,5.64244
2020-06-30,5.66129
2020-07-01,5.71782
2020-07-02,5.6236
2020-07-03,4.22375
2020-07-04,2.65162
2020-07-05,3.15772
2020-07-06,6.63579
2020-07-07,6.49312
2020-07-08,8.96976
2020-07-09,18.03644
2020-07-10,5.8928
2020-07-11,3.69343
2020-07-12,4.08915
2020-07-13,8.64134
2020-07-14,22.57517
2020-07-15,100.0
2020-07-16,11.12337
2020-07-17,7.9145
2020-07-18,4.39604
2020-07-19,4.64909
2020-07-20,9.52163
2020-07-21,9.72353
2020-07-22,5.26018
2020-07-23,4.75677
2020-07-24,3.76881
2020-07-25,2.48472
2020-07-26,2.66239
2020-07-27,5.05828
2020-07-28,4.91829
2020-07-29,4.73254
2020-07-30,4.13761
2020-07-31,3.89533
2020-08-01,2.35819
2020-08-02,2.28013
2020-08-03,4.60333
2020-08-04,4.44181
2020-08-05,4.38797
2020-08-06,4.15107
2020-08-07,4.48488
2020-08-08,3.37308
2020-08-09,4.39874
2020-08-10,8.92938
2020-08-11,7.59415
2020-08-12,6.73271
2020-08-13,6.97499
2020-08-14,8.00603
2020-08-15,8.53904
2020-08-16,19.98277
2020-08-17,5.54284
2020-08-18,5.93587
2020-08-19,4.6464
2020-08-20,4.36374
2020-08-21,3.87379
2020-08-22,2.04323
2020-08-23,2.19667
2020-08-24,4.94521
2020-08-25,4.53603
2020-08-26,4.26144
2020-08-27,4.746
2020-08-28,3.95725
2020-08-29,2.55202
2020-08-30,3.2304
2020-08-31,10.90263
2020-09-01,28.16647
2020-09-02,11.4841
2020-09-03,6.835
2020-09-04,5.79858
2020-09-05,3.20348
2020-09-06,3.99493
2020-09-07,8.80017
2020-09-08,22.92513
2020-09-09,81.92047
2020-09-10,10.2727
2020-09-11,7.02613
2020-09-12,3.65574
2020-09-13,4.14838
2020-09-14,8.3856
2020-09-15,5.66936
2020-09-16,4.93175
2020-09-17,4.46065
2020-09-18,4.02993
2020-09-19,2.41742
2020-09-20,2.48741
2020-09-21,5.23057
2020-09-22,4.64909
2020-09-23,4.12953
2020-09-24,4.20222
2020-09-25,3.72035
2020-09-26,2.29359
2020-09-27,2.58971
2020-09-28,4.51449
2020-09-29,3.47538
2020-09-30,1.65558
2020-10-01,1.98131
2020-10-02,2.24244
2020-10-03,2.56009
2020-10-04,3.6369
2020-10-05,8.31022
2020-10-06,7.56723
2020-10-07,6.835
2020-10-08,6.5335
2020-10-09,5.36517
2020-10-10,8.19447
2020-10-11,17.14808
2020-10-12,7.73144
2020-10-13,4.95598
2020-10-14,4.02993
2020-10-15,4.2749
2020-10-16,3.71766
2020-10-17,2.20744
2020-10-18,2.42011
2020-10-19,5.09058
2020-10-20,4.89406
2020-10-21,4.93983
2020-10-22,4.51988
2020-10-23,4.08646
2020-10-24,2.63816
2020-10-25,3.01504
2020-10-26,7.10959
2020-10-27,9.70737
2020-10-28,32.85325
2020-10-29,46.82746
2020-10-30,8.924
2020-10-31,4.48488
2020-11-01,4.64371
2020-11-02,8.78132
2020-11-03,7.76644
2020-11-04,8.15409
2020-11-05,4.81061
2020-11-06,4.09723
2020-11-07,1.93286
2020-11-08,2.3555
2020-11-09,5.06904
2020-11-10,5.10943
2020-11-11,4.49834
2020-11-12,4.45258
2020-11-13,3.95455
2020-11-14,2.2559
2020-11-15,2.47933
2020-11-16,5.16057
2020-11-17,4.96944
2020-11-18,4.78369
2020-11-19,5.22249
2020-11-20,4.66255
2020-11-21,3.4996
2020-11-22,4.33413
2020-11-23,8.90516
2020-11-24,7.543
2020-11-25,7.42724
2020-11-26,8.84324
2020-11-27,11.18798
2020-11-28,17.15077
2020-11-29,4.0407
2020-11-30,5.15519
2020-12-01,4.33682
2020-12-02,3.76073
2020-12-03,3.45653
2020-12-04,3.2977
2020-12-05,2.28013
2020-12-06,2.27474
2020-12-07,4.46334
2020-12-08,4.073
2020-12-09,4.00839
2020-12-10,3.72573
2020-12-11,3.62613
2020-12-12,2.1213
2020-12-13,2.47126
2020-12-14,4.56833
2020-12-15,4.58987
2020-12-16,6.33429
2020-12-17,19.3313
2020-12-18,4.42566
2020-12-19,2.45241
2020-12-20,2.74315
2020-12-21,4.70562
2020-12-22,4.06223
2020-12-23,4.4768
2020-12-24,2.97466
2020-12-25,1.49944
2020-12-26,2.20744
2020-12-27,2.66508
2020-12-28,4.63563
2020-12-29,4.23452
2020-12-30,3.86572
2020-12-31,3.18464
2021-01-01,3.11465
2021-01-02,3.63959
2021-01-03,3.97071
2021-01-04,6.83231
2021-01-05,7.00191
2021-01-06,11.52717
2021-01-07,8.36945
2021-01-08,4.66524
2021-01-09,2.6247
2021-01-10,2.89121
2021-01-11,5.81473
2021-01-12,4.66794
2021-01-13,4.99905
2021-01-14,5.03674
2021-01-15,3.6692
2021-01-16,2.47933
2021-01-17,2.97736
2021-01-18,5.99779
2021-01-19,20.57232
2021-01-20,59.6495
2021-01-21,8.97515
2021-01-22,6.32621
2021-01-23,4.15645
2021-01-24,4.24798
2021-01-25,7.73952
2021-01-26,7.03959
2021-01-27,4.20222
2021-01-28,3.74189
2021-01-29,3.31116
2021-01-30,1.9517
2021-01-31,2.38781
2021-02-01,4.58718
2021-02-02,4.05147
2021-02-03,3.94648
2021-02-04,3.77688
2021-02-05,3.71766
2021-02-06,2.56009
2021-02-07,2.73777
2021-02-08,5.02328
2021-02-09,4.02185
2021-02-10,3.44576
2021-02-11,1.96247
2021-02-12,2.78891
2021-02-13,2.91813
2021-02-14,3.84418
2021-02-15,7.37071
2021-02-16,6.31275
2021-02-17,5.83627
2021-02-18,6.06778
2021-02-19,6.70848
2021-02-20,7.82835
2021-02-21,16.32433
2021-02-22,6.50927
2021-02-23,4.35028
2021-02-24,3.98417
2021-02-25,3.78227
2021-02-26,3.37039
2021-02-27,1.99477
2021-02-28,2.04323
2021-03-01,3.22771
2021-03-02,6.1943
2021-03-03,6.92922
2021-03-04,6.9373
2021-03-05,4.50103
2021-03-06,2.77815
2021-03-07,3.35693
2021-03-08,8.68979
2021-03-09,16.8385
2021-03-10,18.62599
2021-03-11,54.40547
2021-03-12,6.78385
2021-03-13,3.4
2021-03-14,3.44038
2021-03-15,7.3061
2021-03-16,6.34506
2021-03-17,6.25084
2021-03-18,4.25067
2021-03-19,3.52114
2021-03-20,1.9194
2021-03-21,2.20206
2021-03-22,4.5118
2021-03-23,4.14838
2021-03-24,3.60998
2021-03-25,3.55883
2021-03-26,3.10119
2021-03-27,1.89517
2021-03-28,2.22629
2021-03-29,4.73254
2021-03-30,4.2076
2021-03-31,3.95455
2021-04-01,4.12146
2021-04-02,3.25463
2021-04-03,2.47664
2021-04-04,2.94505
2021-04-05,6.75963
2021-04-06,5.73666
2021-04-07,5.73935
2021-04-08,5.70436
2021-04-09,6.0624
2021-04-10,6.01125
2021-04-11,14.44261
2021-04-12,6.81347
2021-04-13,4.44988
2021-04-14,3.84957
2021-04-15,3.69612
2021-04-16,3.14964
2021-04-17,1.86017
2021-04-18,1.97324
2021-04-19,4.19414
2021-04-20,3.88456
2021-04-21,4.07839
2021-04-22,3.86303
2021-04-23,3.28963
2021-04-24,1.94901
2021-04-25,2.41473
2021-04-26,8.05717
2021-04-27,14.86526
2021-04-28,14.85718
2021-04-29,27.05736
2021-04-30,6.38005
2021-05-01,2.94505
2021-05-02,3.27348
2021-05-03,5.81742
2021-05-04,5.15519
2021-05-05,3.07427
2021-05-06,5.87396
2021-05-07,3.04196
2021-05-08,1.65289
2021-05-09,1.80633
2021-05-10,4.50103
2021-05-11,3.79034
2021-05-12,3.67189
2021-05-13,3.32193
2021-05-14,2.76738
2021-05-15,1.77672
2021-05-16,2.01631
2021-05-17,4.2426
2021-05-18,3.41615
2021-05-19,1.87902
2021-05-20,3.63151
2021-05-21,3.33001
2021-05-22,1.77403
2021-05-23,2.12937
2021-05-24,4.52526
2021-05-25,4.31259
2021-05-26,4.23991
2021-05-27,4.30451
2021-05-28,3.72304
2021-05-29,2.56009
2021-05-30,3.00697
2021-05-31,6.9373
2021-06-01,5.69359
2021-06-02,5.89549
2021-06-03,6.50388
2021-06-04,8.80017
2021-06-05,13.33082
2021-06-06,3.92225
2021-06-07,5.26825
2021-06-08,4.00839
2021-06-09,3.54806
2021-06-10,3.66382
2021-06-11,2.69469
2021-06-12,1.75249
2021-06-13,2.14283
2021-06-14,4.1753
2021-06-15,3.75265
2021-06-16,3.44846
2021-06-17,3.20887
2021-06-18,2.93428
2021-06-19,1.74172
2021-06-20,2.15091
2021-06-21,4.35836
2021-06-22,4.02724
2021-06-23,5.80666
2021-06-24,12.74396
2021-06-25,4.15645
2021-06-26,2.09168
2021-06-27,2.4228
2021-06-28,4.33682
2021-06-29,4.48488
2021-06-30,3.82803
2021-07-01,3.88187
2021-07-02,3.28694
2021-07-03,1.88709
2021-07-04,2.47664
2021-07-05,5.19557
2021-07-06,5.30594
2021-07-07,15.30675
2021-07-08,24.59687
2021-07-09,6.21315
2021-07-10,3.40269
2021-07-11,3.42154
2021-07-12,6.91038
2021-07-13,6.42312
2021-07-14,6.17815
2021-07-15,3.84687
2021-07-16,3.0312
2021-07-17,1.97054
2021-07-18,2.09976
2021-07-19,3.97071
2021-07-20,3.56421
2021-07-21,3.58575
2021-07-22,3.35693
2021-07-23,3.26271
2021-07-24,1.84671
2021-07-25,2.06476
2021-07-26,4.15915
2021-07-27,3.93571
2021-07-28,3.9061
2021-07-29,3.67189
2021-07-30,3.34078
2021-07-31,2.30435
2021-08-01,3.0635
2021-08-02,6.37736
2021-08-03,5.14981
2021-08-04,5.33286
2021-08-05,6.42312
2021-08-06,8.59827
2021-08-07,13.65655
2021-08-08,3.31116
2021-08-09,4.54949
2021-08-10,3.365
2021-08-11,3.42154
2021-08-12,2.7943
2021-08-13,2.18052
2021-08-14,1.29216
2021-08-15,1.30293
2021-08-16,2.11591
2021-08-17,3.47268
2021-08-18,3.24925
2021-08-19,3.16041
2021-08-20,3.04466
2021-08-21,1.96247
2021-08-22,2.21552
2021-08-23,4.18337
2021-08-24,4.12953
2021-08-25,6.3639
2021-08-26,13.05892
2021-08-27,4.18607
2021-08-28,2.14014
2021-08-29,2.51702
2021-08-30,5.55361
2021-08-31,12.57436
2021-09-01,22.57786
2021-09-02,7.55108
2021-09-03,5.02597
2021-09-04,2.81314
2021-09-05,2.67854
2021-09-06,5.67205
2021-09-07,5.82012
2021-09-08,3.94379
2021-09-09,3.51037
2021-09-10,2.5251
2021-09-11,1.69865
2021-09-12,1.80902
2021-09-13,3.74727
2021-09-14,3.25732
2021-09-15,3.10388
2021-09-16,2.99351
2021-09-17,2.16437
2021-09-18,1.29485
2021-09-19,1.09026
2021-09-20,1.14948
2021-09-21,1.17102
2021-09-22,1.86286
2021-09-23,3.87649
2021-09-24,3.10119
2021-09-25,2.07284
2021-09-26,2.73777
2021-09-27,5.8255
2021-09-28,5.5213
2021-09-29,5.19019
2021-09-30,5.45669
2021-10-01,5.99779
2021-10-02,6.75155
2021-10-03,10.7438
2021-10-04,3.68266
2021-10-05,4.30721
2021-10-06,3.04735
2021-10-07,3.0312
2021-10-08,2.40934
2021-10-09,1.56405
2021-10-10,1.44291
2021-10-11,2.1186
2021-10-12,3.47538
2021-10-13,3.03658
2021-10-14,2.89659
2021-10-15,2.5924
2021-10-16,1.58559
2021-10-17,1.67173
2021-10-18,3.53729
2021-10-19,3.59652
2021-10-20,4.81869
2021-10-21,10.6092
2021-10-22,3.81995
2021-10-23,1.96247
2021-10-24,2.12668
2021-10-25,4.25606
2021-10-26,3.93033
2021-10-27,3.6692
2021-10-28,3.76073
2021-10-29,2.64355
2021-10-30,1.66366
2021-10-31,2.019
2021-11-01,4.92637
2021-11-02,4.81869
2021-11-03,11.91751
2021-11-04,26.7424
2021-11-05,6.2643
2021-11-06,2.90198
2021-11-07,3.17656
2021-11-08,5.9278
2021-11-09,5.59668
2021-11-10,5.49707
2021-11-11,3.16041
2021-11-12,2.5924
2021-11-13,1.5129
2021-11-14,1.87094
2021-11-15,3.4996
2021-11-16,3.13349
2021-11-17,3.31116
2021-11-18,3.00697
2021-11-19,2.70815
2021-11-20,1.54252
2021-11-21,1.99477
2021-11-22,3.8711
2021-11-23,3.70151
2021-11-24,3.60998
2021-11-25,3.47807
2021-11-26,3.365
2021-11-27,2.36089
2021-11-28,2.68123
2021-11-29,6.13508
2021-11-30,5.63706
2021-12-01,5.90088
2021-12-02,5.94395
2021-12-03,8.04371
2021-12-04,11.40872
2021-12-05,3.41615
2021-12-06,4.33682
2021-12-07,3.20887
2021-12-08,2.8939
2021-12-09,2.89121
2021-12-10,2.36627
2021-12-11,1.40791
2021-12-12,1.79018
2021-12-13,3.3677
2021-12-14,2.93967
2021-12-15,2.56548
2021-12-16,2.73777
2021-12-17,2.53048
2021-12-18,1.46983
2021-12-19,1.84671
2021-12-20,3.8038
2021-12-21,4.92906
2021-12-22,10.45844
2021-12-23,4.11877
2021-12-24,2.8939
2021-12-25,1.41868
2021-12-26,1.83864
2021-12-27,4.0407
2021-12-28,3.55344
2021-12-29,3.6369
2021-12-30,3.3004
2021-12-31,2.29089
2022-01-01,2.04054
2022-01-02,3.03658
2022-01-03,5.86588
2022-01-04,11.56755
2022-01-05,23.78388
2022-01-06,7.71529
2022-01-07,4.9479
2022-01-08,2.66777
2022-01-09,3.35693
2022-01-10,6.20507
2022-01-11,6.45543
2022-01-12,3.92763
2022-01-13,3.74727
2022-01-14,2.91544
2022-01-15,1.7848
2022-01-16,1.82248
2022-01-17,3.33808
2022-01-18,3.04735
2022-01-19,3.18464
2022-01-20,2.76469
2022-01-21,2.71085
2022-01-22,1.67981
2022-01-23,2.00823
2022-01-24,3.68266
2022-01-25,3.27078
2022-01-26,3.06081
2022-01-27,2.8616
2022-01-28,2.36358
2022-01-29,1.53444
2022-01-30,1.32985
2022-01-31,1.33523
2022-02-01,1.43483
2022-02-02,2.12399
2022-02-03,3.94109
2022-02-04,3.69343
2022-02-05,2.34204
2022-02-06,3.07696
2022-02-07,6.73001
2022-02-08,5.39209
2022-02-09,5.33017
2022-02-10,5.09058
2022-02-11,5.91703
2022-02-12,6.24545
2022-02-13,11.52448
2022-02-14,5.24403
2022-02-15,3.40808
2022-02-16,2.98812
2022-02-17,2.77276
2022-02-18,2.37435
2022-02-19,1.70673
2022-02-20,1.77403
2022-02-21,3.44307
2022-02-22,3.20079
2022-02-23,3.00697
2022-02-24,2.63816
2022-02-25,2.64085
2022-02-26,1.63135
2022-02-27,1.83864
2022-02-28,3.16849
2022-03-01,2.76738
2022-03-02,6.14854
2022-03-03,11.70215
2022-03-04,4.74331
2022-03-05,2.28551
2022-03-06,2.66239
2022-03-07,4.44988
2022-03-08,4.44719
2022-03-09,5.02597
2022-03-10,14.36993
2022-03-11,5.11212
2022-03-12,2.62739
2022-03-13,3.05542
2022-03-14,5.69359
2022-03-15,5.36517
2022-03-16,5.21172
2022-03-17,3.62074
2022-03-18,2.85083
2022-03-19,1.61789
2022-03-20,1.88978
2022-03-21,3.44307
2022-03-22,3.35154
2022-03-23,3.37846
2022-03-24,3.01504
2022-03-25,2.64085
2022-03-26,1.76595
2022-03-27,1.96516
2022-03-28,3.83611
2022-03-29,3.4
2022-03-30,3.26002
2022-03-31,3.57767
2022-04-01,2.91275
2022-04-02,1.88171
2022-04-03,2.34473
2022-04-04,5.1175
2022-04-05,4.65986
2022-04-06,4.69755
2022-04-07,4.27221
2022-04-08,5.20365
2022-04-09,5.28441
2022-04-10,10.85686
2022-04-11,5.12827
2022-04-12,3.28694
2022-04-13,3.17656
2022-04-14,2.93159
2022-04-15,2.62201
2022-04-16,1.45637
2022-04-17,1.65827
2022-04-18,3.34078
2022-04-19,3.09042
2022-04-20,3.14426
2022-04-21,2.96659
2022-04-22,2.66239
2022-04-23,1.56944
2022-04-24,1.72826
2022-04-25,3.9734
2022-04-26,5.24672
2022-04-27,10.61727
2022-04-28,4.23991
2022-04-29,2.82929
2022-04-30,1.63404
2022-05-01,2.25321
2022-05-02,9.37626
2022-05-03,17.00541
2022-05-04,5.76897
2022-05-05,2.692
2022-05-06,3.81995
2022-05-07,1.93286
2022-05-08,2.78353
2022-05-09,6.00048
2022-05-10,3.50768
2022-05-11,3.16849
2022-05-12,2.91544
2022-05-13,2.30435
2022-05-14,1.42407
2022-05-15,1.49675
2022-05-16,3.48076
2022-05-17,3.2331
2022-05-18,2.9962
2022-05-19,2.74315
2022-05-20,2.21821
2022-05-21,1.39984
2022-05-22,1.62866
2022-05-23,3.40538
2022-05-24,3.27348
2022-05-25,2.82391
2022-05-26,3.10657
2022-05-27,2.69739
2022-05-28,2.07822
2022-05-29,2.5924
2022-05-30,5.489
2022-05-31,4.47142
2022-06-01,2.92352
2022-06-02,5.25479
2022-06-03,7.23611
2022-06-04,9.40318
2022-06-05,2.42011
2022-06-06,2.09438
2022-06-07,3.83611
2022-06-08,3.21964
2022-06-09,2.85352
2022-06-10,2.51702
2022-06-11,1.59366
2022-06-12,1.67442
2022-06-13,3.23848
2022-06-14,3.23848
2022-06-15,3.17926
2022-06-16,2.89929
2022-06-17,2.68123
2022-06-18,1.67173
2022-06-19,1.89786
2022-06-20,3.99493
2022-06-21,3.68805
2022-06-22,4.92368
2022-06-23,9.82582
2022-06-24,3.88725
2022-06-25,1.70942
2022-06-26,2.07015
2022-06-27,3.74458
2022-06-28,3.5669
2022-06-29,3.56152
2022-06-30,3.13349
2022-07-01,3.00697
2022-07-02,1.85479
2022-07-03,2.19129
2022-07-04,4.75139
2022-07-05,9.93889
2022-07-06,19.25054
2022-07-07,6.32083
2022-07-08,4.29913
2022-07-09,2.19398
2022-07-10,2.59509
2022-07-11,5.8255
2022-07-12,5.84704
2022-07-13,3.33808
2022-07-14,2.91006
2022-07-15,2.46318
2022-07-16,1.48868
2022-07-17,1.6475
2022-07-18,3.09042
2022-07-19,3.20618
2022-07-20,3.26809
2022-07-21,2.85621
2022-07-22,2.63816
2022-07-23,1.72019
2022-07-24,1.76595
2022-07-25,3.68535
2022-07-26,3.57498
2022-07-27,3.30847
2022-07-28,3.10926
2022-07-29,3.0635
2022-07-30,3.04735
2022-07-31,3.48345
2022-08-01,7.73952
2022-08-02,5.32479
2022-08-03,5.16057
2022-08-04,5.40285
2022-08-05,7.71529
2022-08-06,11.74522
2022-08-07,2.74853
2022-08-08,3.93571
2022-08-09,2.98274
2022-08-10,2.76199
2022-08-11,2.63547
2022-08-12,2.31512
2022-08-13,1.24639
2022-08-14,1.19794
2022-08-15,1.62058
2022-08-16,3.30309
2022-08-17,2.79699
2022-08-18,3.00697
2022-08-19,2.5251
2022-08-20,1.47252
2022-08-21,1.67712
2022-08-22,3.79842
2022-08-23,3.59921
2022-08-24,5.14173
2022-08-25,11.12068
2022-08-26,3.51576
2022-08-27,1.82787
2022-08-28,2.20475
2022-08-29,5.12827
2022-08-30,9.18782
2022-08-31,16.09012
2022-09-01,6.39351
2022-09-02,4.79984
2022-09-03,2.35281
2022-09-04,2.73507
2022-09-05,5.15519
2022-09-06,5.26018
2022-09-07,2.92082
2022-09-08,2.02977
2022-09-09,1.01488
2022-09-10,0.98258
2022-09-11,1.17371
2022-09-12,1.76864
2022-09-13,3.7715
2022-09-14,3.59113
2022-09-15,3.41615
2022-09-16,2.89929
2022-09-17,1.47791
2022-09-18,1.75249
2022-09-19,4.16184
2022-09-20,3.46999
2022-09-21,3.17656
2022-09-22,3.45115
2022-09-23,3.10657
2022-09-24,1.91401
2022-09-25,2.94236
2022-09-26,7.543
2022-09-27,5.54284
2022-09-28,4.75408
2022-09-29,4.89676
2022-09-30,5.03674
2022-10-01,5.67744
2022-10-02,10.15694
2022-10-03,3.11196
2022-10-04,3.9061
2022-10-05,3.26809
2022-10-06,2.77815
2022-10-07,2.2209
2022-10-08,1.11449
2022-10-09,1.23563
2022-10-10,1.50752
2022-10-11,3.05273
2022-10-12,2.78622
2022-10-13,2.91813
2022-10-14,2.24244
2022-10-15,1.51829
2022-10-16,1.67173
2022-10-17,3.19541
2022-10-18,3.12811
2022-10-19,4.56564
2022-10-20,10.19732
2022-10-21,3.08504
2022-10-22,1.71211
2022-10-23,1.7821
2022-10-24,3.74727
2022-10-25,3.38116
2022-10-26,3.28155
2022-10-27,3.39192
2022-10-28,2.65162
2022-10-29,1.62597
2022-10-30,1.87902
2022-10-31,4.1403
2022-11-01,9.13667
2022-11-02,13.99036
2022-11-03,5.97625
2022-11-04,4.18607
2022-11-05,2.05669
2022-11-06,2.64355
2022-11-07,5.7905
2022-11-08,5.88203
2022-11-09,3.35424
2022-11-10,2.83199
2022-11-11,2.28551
2022-11-12,1.35677
2022-11-13,1.60174
2022-11-14,3.2977
2022-11-15,3.0985
2022-11-16,3.0285
2022-11-17,2.74046
2022-11-18,2.55202
2022-11-19,1.60712
2022-11-20,1.75518
2022-11-21,3.81188
2022-11-22,3.67459
2022-11-23,3.80111
2022-11-24,3.24925
2022-11-25,3.16041
2022-11-26,2.96659
2022-11-27,3.28424
2022-11-28,8.55789
2022-11-29,5.66398
2022-11-30,5.26287
2022-12-01,5.48361
2022-12-02,7.76374
2022-12-03,9.91197
2022-12-04,3.11734
2022-12-05,4.39335
2022-12-06,3.27886
2022-12-07,3.06081
2022-12-08,2.92352
2022-12-09,2.44165
2022-12-10,1.59636
2022-12-11,1.59636
2022-12-12,3.0958
2022-12-13,2.81853
2022-12-14,2.95851
2022-12-15,2.8266
2022-12-16,2.45241
2022-12-17,1.44022
2022-12-18,1.65289
2022-12-19,3.47538
2022-12-20,3.61805
2022-12-21,4.97752
2022-12-22,12.61743
2022-12-23,3.6692
2022-12-24,1.55598
2022-12-25,1.5802
2022-12-26,3.86572
2022-12-27,3.64497
2022-12-28,3.24656
2022-12-29,3.06081
2022-12-30,2.45511
2022-12-31,1.5829
2023-01-01,2.41473
2023-01-02,5.56437
2023-01-03,5.1848
2023-01-04,9.45971
2023-01-05,15.54903
2023-01-06,5.43516
2023-01-07,2.63816
2023-01-08,3.39192
2023-01-09,6.01394
2023-01-10,5.89818
2023-01-11,6.47427
2023-01-12,3.49153
2023-01-13,2.65431
2023-01-14,1.83864
2023-01-15,2.04592
2023-01-16,3.25194
2023-01-17,3.28155
2023-01-18,2.73777
2023-01-19,2.51164
2023-01-20,1.88171
2023-01-21,1.27331
2023-01-22,1.10372
2023-01-23,1.33523
2023-01-24,1.99477
2023-01-25,3.26271
2023-01-26,3.41884
2023-01-27,2.78353
2023-01-28,1.87632
2023-01-29,2.12399
2023-01-30,4.1403
2023-01-31,3.39462
2023-02-01,3.84149
2023-02-02,3.80649
2023-02-03,3.3677
2023-02-04,2.63547
2023-02-05,3.86033
2023-02-06,8.54173
2023-02-07,5.76627
2023-02-08,5.26556
2023-02-09,5.24672
2023-02-10,5.10404
2023-02-11,5.71782
2023-02-12,12.86241
2023-02-13,5.35709
2023-02-14,3.49153
2023-02-15,3.33539
2023-02-16,3.05273
2023-02-17,2.21821
2023-02-18,1.66096
2023-02-19,1.6825
2023-02-20,3.2977
2023-02-21,3.16041
2023-02-22,3.05542
2023-02-23,2.81045
2023-02-24,2.55202
2023-02-25,1.6825
2023-02-26,2.26667
2023-02-27,4.01109
2023-02-28,3.58036
2023-03-01,4.05416
2023-03-02,14.06304
2023-03-03,5.24672
2023-03-04,2.90467
2023-03-05,3.21425
2023-03-06,5.6236
2023-03-07,6.01932
2023-03-08,11.20951
2023-03-09,18.06067
2023-03-10,5.66667
2023-03-11,2.84275
2023-03-12,3.41346
2023-03-13,6.04086
2023-03-14,5.53745
2023-03-15,6.04624
2023-03-16,3.95186
2023-03-17,2.97466
2023-03-18,1.95978
2023-03-19,2.2209
2023-03-20,3.88725
2023-03-21,3.67189
2023-03-22,4.073
2023-03-23,3.93033
2023-03-24,2.8266
2023-03-25,1.89517
2023-03-26,2.14552
2023-03-27,4.15107
2023-03-28,3.84687
2023-03-29,3.81188
2023-03-30,3.64767
2023-03-31,3.19541
2023-04-01,2.38242
2023-04-02,3.44576
2023-04-03,7.95757
2023-04-04,5.6909
2023-04-05,5.30594
2023-04-06,5.62091
2023-04-07,6.14316
2023-04-08,6.84308
2023-04-09,13.62424
2023-04-10,6.03009
2023-04-11,3.71766
2023-04-12,3.20348
2023-04-13,3.03389
2023-04-14,2.63278
2023-04-15,1.56405
2023-04-16,1.73634
2023-04-17,3.71766
2023-04-18,3.37577
2023-04-19,3.30578
2023-04-20,3.03658
2023-04-21,2.75392
2023-04-22,1.74172
2023-04-23,2.16168
2023-04-24,4.29913
2023-04-25,4.28567
2023-04-26,5.64783
2023-04-27,14.47761
2023-04-28,4.28567
2023-04-29,2.37165
2023-04-30,2.19667
2023-05-01,4.2076
2023-05-02,11.09107
2023-05-03,15.02678
2023-05-04,5.95202
2023-05-05,3.2331
2023-05-06,2.97197
2023-05-07,3.18464
2023-05-08,6.52811
2023-05-09,6.68694
2023-05-10,3.78496
2023-05-11,3.33539
2023-05-12,3.03389
2023-05-13,1.74711
2023-05-14,1.9867
2023-05-15,3.73919
2023-05-16,3.41615
2023-05-17,3.39462
2023-05-18,3.44038
2023-05-19,2.84275
2023-05-20,1.92209
2023-05-21,2.09707
2023-05-22,4.31259
2023-05-23,4.29105
2023-05-24,3.99493
2023-05-25,3.7042
2023-05-26,4.66255
2023-05-27,4.27221
2023-05-28,3.18464
2023-05-29,6.127
2023-05-30,7.11497
