date,대만환율
2020-07-05,4.28808
2020-07-06,6.70391
2020-07-07,7.28521
2020-07-08,6.53782
2020-07-09,6.85489
2020-07-10,6.25849
2020-07-11,4.99018
2020-07-12,3.93326
2020-07-13,7.18707
2020-07-14,6.45477
2020-07-15,6.52272
2020-07-16,6.1528
2020-07-17,6.90774
2020-07-18,4.7184
2020-07-19,4.43152
2020-07-20,6.37928
2020-07-21,6.68126
2020-07-22,6.13015
2020-07-23,6.25849
2020-07-24,5.63188
2020-07-25,4.13709
2020-07-26,4.37113
2020-07-27,7.17952
2020-07-28,8.64411
2020-07-29,6.08485
2020-07-30,6.43213
2020-07-31,6.32643
2020-08-01,4.46927
2020-08-02,3.74452
2020-08-03,5.38275
2020-08-04,5.95651
2020-08-05,6.52272
2020-08-06,6.42458
2020-08-07,6.0471
2020-08-08,4.0918
2020-08-09,3.86531
2020-08-10,6.31888
2020-08-11,5.85837
2020-08-12,6.00936
2020-08-13,5.88857
2020-08-14,5.62433
2020-08-15,3.79737
2020-08-16,3.78982
2020-08-17,4.85429
2020-08-18,5.74513
2020-08-19,5.72248
2020-08-20,5.87347
2020-08-21,5.4356
2020-08-22,4.38622
2020-08-23,4.0767
2020-08-24,5.92631
2020-08-25,5.82817
2020-08-26,6.11505
2020-08-27,5.57904
2020-08-28,5.54884
2020-08-29,3.91816
2020-08-30,4.22769
2020-08-31,5.75268
2020-09-01,6.11505
2020-09-02,5.67718
2020-09-03,6.00936
2020-09-04,6.27359
2020-09-05,4.1069
2020-09-06,3.99365
2020-09-07,5.83572
2020-09-08,7.96466
2020-09-09,6.28114
2020-09-10,6.31133
2020-09-11,5.73003
2020-09-12,4.22014
2020-09-13,3.72187
2020-09-14,5.96406
2020-09-15,5.83572
2020-09-16,5.85082
2020-09-17,5.85082
2020-09-18,7.27766
2020-09-19,4.36358
2020-09-20,3.67658
2020-09-21,6.36418
2020-09-22,6.52272
2020-09-23,6.29624
2020-09-24,5.85082
2020-09-25,5.4658
2020-09-26,4.05405
2020-09-27,3.60108
2020-09-28,5.72248
2020-09-29,5.08832
2020-09-30,3.61618
2020-10-01,3.57843
2020-10-02,5.51109
2020-10-03,3.72942
2020-10-04,4.0314
2020-10-05,8.16095
2020-10-06,6.032
2020-10-07,5.95651
2020-10-08,5.56394
2020-10-09,3.99365
2020-10-10,3.69168
2020-10-11,4.40132
2020-10-12,6.57556
2020-10-13,6.20564
2020-10-14,6.44722
2020-10-15,6.57556
2020-10-16,5.96406
2020-10-17,3.94836
2020-10-18,3.90306
2020-10-19,6.65106
2020-10-20,7.08893
2020-10-21,6.45477
2020-10-22,5.93386
2020-10-23,5.85082
2020-10-24,3.82002
2020-10-25,4.34848
2020-10-26,6.30378
2020-10-27,6.25849
2020-10-28,6.80205
2020-10-29,5.65453
2020-10-30,5.28461
2020-10-31,3.63883
2020-11-01,3.59353
2020-11-02,6.31133
2020-11-03,6.40193
2020-11-04,6.38683
2020-11-05,6.65106
2020-11-06,6.53782
2020-11-07,3.89551
2020-11-08,4.61271
2020-11-09,7.63249
2020-11-10,7.406
2020-11-11,7.5117
2020-11-12,7.10403
2020-11-13,6.27359
2020-11-14,3.70677
2020-11-15,4.0314
2020-11-16,7.25502
2020-11-17,6.91529
2020-11-18,6.51517
2020-11-19,9.11973
2020-11-20,6.62086
2020-11-21,4.0465
2020-11-22,4.02385
2020-11-23,6.38683
2020-11-24,6.55292
2020-11-25,6.69636
2020-11-26,6.62086
2020-11-27,6.72655
2020-11-28,4.18994
2020-11-29,4.7788
2020-11-30,6.93794
2020-12-01,6.29624
2020-12-02,5.91876
2020-12-03,8.1383
2020-12-04,7.76083
2020-12-05,4.51457
2020-12-06,5.05058
2020-12-07,7.33051
2020-12-08,7.12667
2020-12-09,7.02098
2020-12-10,6.25094
2020-12-11,5.88857
2020-12-12,3.82002
2020-12-13,4.02385
2020-12-14,5.82062
2020-12-15,6.81715
2020-12-16,6.63596
2020-12-17,5.62433
2020-12-18,6.02446
2020-12-19,3.3293
2020-12-20,3.58598
2020-12-21,6.39438
2020-12-22,6.59066
2020-12-23,6.11505
2020-12-24,5.65453
2020-12-25,4.15974
2020-12-26,4.52966
2020-12-27,4.31828
2020-12-28,8.31194
2020-12-29,7.28521
2020-12-30,6.60576
2020-12-31,5.17892
2021-01-01,3.94836
2021-01-02,4.18994
2021-01-03,5.05058
2021-01-04,7.02098
2021-01-05,8.19115
2021-01-06,6.7341
2021-01-07,6.38683
2021-01-08,5.86592
2021-01-09,4.62026
2021-01-10,7.84387
2021-01-11,6.36418
2021-01-12,6.50762
2021-01-13,6.43213
2021-01-14,6.56802
2021-01-15,6.89264
2021-01-16,4.86184
2021-01-17,7.26256
2021-01-18,6.69636
2021-01-19,6.63596
2021-01-20,6.72655
2021-01-21,6.38683
2021-01-22,6.54537
2021-01-23,4.54476
2021-01-24,4.92224
2021-01-25,6.59821
2021-01-26,6.62086
2021-01-27,5.98671
2021-01-28,6.63596
2021-01-29,5.60924
2021-01-30,4.40887
2021-01-31,4.21259
2021-02-01,6.45477
2021-02-02,6.60576
2021-02-03,6.62086
2021-02-04,6.31888
2021-02-05,6.63596
2021-02-06,4.12954
2021-02-07,4.31828
2021-02-08,6.25849
2021-02-09,6.0924
2021-02-10,4.86184
2021-02-11,4.39377
2021-02-12,4.32583
2021-02-13,3.92571
2021-02-14,4.83164
2021-02-15,6.43213
2021-02-16,5.89611
2021-02-17,6.53027
2021-02-18,6.48497
2021-02-19,6.23584
2021-02-20,5.45825
2021-02-21,4.13709
2021-02-22,6.93039
2021-02-23,6.57556
2021-02-24,6.29624
2021-02-25,6.31133
2021-02-26,6.40948
2021-02-27,4.38622
2021-02-28,4.57496
2021-03-01,4.43152
2021-03-02,6.28869
2021-03-03,6.22829
2021-03-04,6.99078
2021-03-05,6.20564
2021-03-06,4.03895
2021-03-07,3.88041
2021-03-08,6.53782
2021-03-09,6.68881
2021-03-10,6.39438
2021-03-11,5.79042
2021-03-12,5.73758
2021-03-13,3.90306
2021-03-14,3.58598
2021-03-15,6.53027
2021-03-16,7.01343
2021-03-17,6.65106
2021-03-18,8.50822
2021-03-19,6.30378
2021-03-20,3.94081
2021-03-21,4.69575
2021-03-22,6.11505
2021-03-23,6.25849
2021-03-24,6.34908
2021-03-25,7.26256
2021-03-26,6.39438
2021-03-27,4.09935
2021-03-28,4.0767
2021-03-29,7.02098
2021-03-30,6.00181
2021-03-31,6.0471
2021-04-01,6.17544
2021-04-02,4.72595
2021-04-03,3.50294
2021-04-04,5.06568
2021-04-05,5.27706
2021-04-06,6.70391
2021-04-07,6.83225
2021-04-08,5.68473
2021-04-09,5.29216
2021-04-10,3.50294
2021-04-11,3.57843
2021-04-12,6.01691
2021-04-13,5.51109
2021-04-14,5.79797
2021-04-15,6.1377
2021-04-16,6.06975
2021-04-17,3.74452
2021-04-18,3.38215
2021-04-19,5.92631
2021-04-20,5.57904
2021-04-21,5.57904
2021-04-22,5.68473
2021-04-23,5.73758
2021-04-24,3.43499
2021-04-25,3.72187
2021-04-26,5.33746
2021-04-27,5.56394
2021-04-28,5.84327
2021-04-29,5.41295
2021-04-30,4.99773
2021-05-01,3.61618
2021-05-02,3.32175
2021-05-03,6.24339
2021-05-04,5.39785
2021-05-05,5.02793
2021-05-06,5.73003
2021-05-07,5.12607
2021-05-08,3.60863
2021-05-09,4.59761
2021-05-10,6.78695
2021-05-11,6.25849
2021-05-12,6.50007
2021-05-13,6.25849
2021-05-14,6.44722
2021-05-15,3.74452
2021-05-16,6.03955
2021-05-17,6.16789
2021-05-18,5.50354
2021-05-19,6.22829
2021-05-20,5.67718
2021-05-21,6.03955
2021-05-22,3.99365
2021-05-23,3.25381
2021-05-24,5.66208
2021-05-25,5.63943
2021-05-26,5.12607
2021-05-27,4.85429
2021-05-28,4.83919
2021-05-29,3.19341
2021-05-30,3.04242
2021-05-31,5.63188
2021-06-01,5.02793
2021-06-02,5.345
2021-06-03,4.62026
2021-06-04,4.49192
2021-06-05,3.27646
2021-06-06,3.63883
2021-06-07,5.52619
2021-06-08,5.54129
2021-06-09,5.4658
2021-06-10,4.78635
2021-06-11,4.22769
2021-06-12,3.85776
2021-06-13,3.56333
2021-06-14,4.38622
2021-06-15,4.59006
2021-06-16,4.75615
2021-06-17,6.70391
2021-06-18,7.38336
2021-06-19,4.36358
2021-06-20,3.72942
2021-06-21,5.42805
2021-06-22,5.21666
2021-06-23,5.22421
2021-06-24,5.29216
2021-06-25,4.68065
2021-06-26,2.86879
2021-06-27,3.01977
2021-06-28,4.60516
2021-06-29,5.11097
2021-06-30,4.92224
2021-07-01,4.84674
2021-07-02,4.7637
2021-07-03,3.00468
2021-07-04,3.53314
2021-07-05,4.88449
2021-07-06,4.91469
2021-07-07,5.11852
2021-07-08,5.28461
2021-07-09,5.3601
2021-07-10,3.60863
2021-07-11,2.85369
2021-07-12,4.95998
2021-07-13,5.02793
2021-07-14,5.75268
2021-07-15,5.24686
2021-07-16,5.02038
2021-07-17,3.22361
2021-07-18,3.83512
2021-07-19,5.10342
2021-07-20,5.64698
2021-07-21,5.30726
2021-07-22,5.55639
2021-07-23,5.30726
2021-07-24,3.42744
2021-07-25,3.12547
2021-07-26,4.99018
2021-07-27,5.48844
2021-07-28,4.62781
2021-07-29,4.69575
2021-07-30,4.43152
2021-07-31,3.23871
2021-08-01,2.89143
2021-08-02,4.66555
2021-08-03,4.65046
2021-08-04,4.86939
2021-08-05,5.15627
2021-08-06,4.74105
2021-08-07,3.06507
2021-08-08,3.3444
2021-08-09,4.99018
2021-08-10,5.01283
2021-08-11,5.17892
2021-08-12,5.24686
2021-08-13,5.3601
2021-08-14,3.62373
2021-08-15,3.61618
2021-08-16,5.23176
2021-08-17,7.83632
2021-08-18,6.7794
2021-08-19,5.82817
2021-08-20,5.97916
2021-08-21,3.51049
2021-08-22,3.82757
2021-08-23,6.61331
2021-08-24,6.58311
2021-08-25,6.34908
2021-08-26,6.45477
2021-08-27,6.09995
2021-08-28,3.89551
2021-08-29,3.85021
2021-08-30,5.95651
2021-08-31,5.68473
2021-09-01,6.08485
2021-09-02,5.48844
2021-09-03,5.69228
2021-09-04,3.94081
2021-09-05,5.25441
2021-09-06,5.76777
2021-09-07,5.84327
2021-09-08,5.61678
2021-09-09,5.41295
2021-09-10,5.29971
2021-09-11,3.51049
2021-09-12,3.71432
2021-09-13,6.25849
2021-09-14,5.67718
2021-09-15,6.35663
2021-09-16,6.64351
2021-09-17,5.59414
2021-09-18,3.89551
2021-09-19,4.31073
2021-09-20,3.49539
2021-09-21,3.81247
2021-09-22,5.00528
2021-09-23,6.8096
2021-09-24,6.60576
2021-09-25,3.85021
2021-09-26,6.90774
2021-09-27,6.93794
2021-09-28,6.16789
2021-09-29,6.8247
2021-09-30,6.45477
2021-10-01,6.38683
2021-10-02,4.35603
2021-10-03,4.17484
2021-10-04,5.23931
2021-10-05,6.57556
2021-10-06,6.89264
2021-10-07,6.62086
2021-10-08,6.67371
2021-10-09,4.55986
2021-10-10,4.48437
2021-10-11,6.43213
2021-10-12,6.97569
2021-10-13,6.26604
2021-10-14,6.93039
2021-10-15,6.68126
2021-10-16,3.71432
2021-10-17,4.25033
2021-10-18,6.01691
2021-10-19,6.36418
2021-10-20,7.17197
2021-10-21,6.22074
2021-10-22,5.70738
2021-10-23,3.46519
2021-10-24,4.21259
2021-10-25,6.19054
2021-10-26,6.7794
2021-10-27,6.74165
2021-10-28,6.34153
2021-10-29,5.4507
2021-10-30,3.68413
2021-10-31,4.64291
2021-11-01,6.55292
2021-11-02,6.86999
2021-11-03,6.37173
2021-11-04,6.11505
2021-11-05,7.59474
2021-11-06,4.97508
2021-11-07,4.7335
2021-11-08,7.02853
2021-11-09,7.5117
2021-11-10,5.76777
2021-11-11,6.1226
2021-11-12,6.86999
2021-11-13,4.658
2021-11-14,4.12954
2021-11-15,7.47395
2021-11-16,7.33051
2021-11-17,6.11505
2021-11-18,5.85082
2021-11-19,5.69983
2021-11-20,3.9861
2021-11-21,4.25033
2021-11-22,6.28114
2021-11-23,6.53027
2021-11-24,5.66963
2021-11-25,6.56802
2021-11-26,6.43213
2021-11-27,3.69922
2021-11-28,4.26543
2021-11-29,6.11505
2021-11-30,6.41703
2021-12-01,6.34153
2021-12-02,5.93386
2021-12-03,5.71493
2021-12-04,5.32236
2021-12-05,4.89204
2021-12-06,7.87407
2021-12-07,6.37173
2021-12-08,6.40948
2021-12-09,5.80552
2021-12-10,5.35255
2021-12-11,4.0163
2021-12-12,4.42397
2021-12-13,6.30378
2021-12-14,5.56394
2021-12-15,5.88102
2021-12-16,5.57149
2021-12-17,5.72248
2021-12-18,3.80492
2021-12-19,4.62781
2021-12-20,7.09648
2021-12-21,5.99426
2021-12-22,5.68473
2021-12-23,6.44722
2021-12-24,4.89204
2021-12-25,3.54069
2021-12-26,3.14057
2021-12-27,5.4205
2021-12-28,5.60924
2021-12-29,6.54537
2021-12-30,6.09995
2021-12-31,5.13362
2022-01-01,3.9861
2022-01-02,4.34093
2022-01-03,7.23237
2022-01-04,7.03608
2022-01-05,7.48905
2022-01-06,7.69288
2022-01-07,7.02853
2022-01-08,5.05058
2022-01-09,5.12607
2022-01-10,8.24399
2022-01-11,7.12667
2022-01-12,7.51925
2022-01-13,7.64004
2022-01-14,6.98324
2022-01-15,4.36358
2022-01-16,5.29971
2022-01-17,7.02853
2022-01-18,7.13422
2022-01-19,6.55292
2022-01-20,7.02853
2022-01-21,6.21319
2022-01-22,4.95998
2022-01-23,5.20157
2022-01-24,7.03608
2022-01-25,6.92284
2022-01-26,6.61331
2022-01-27,6.65106
2022-01-28,6.74165
2022-01-29,4.28808
2022-01-30,4.82409
2022-01-31,5.04303
2022-02-01,5.03548
2022-02-02,5.3601
2022-02-03,7.69288
2022-02-04,6.37173
2022-02-05,4.49192
2022-02-06,5.14117
2022-02-07,7.91182
2022-02-08,7.28521
2022-02-09,7.57209
2022-02-10,7.4362
2022-02-11,6.24339
2022-02-12,4.55986
2022-02-13,4.49192
2022-02-14,6.69636
2022-02-15,6.69636
2022-02-16,6.18299
2022-02-17,6.18299
2022-02-18,6.24339
2022-02-19,4.20504
2022-02-20,4.25788
2022-02-21,6.1528
2022-02-22,6.37928
2022-02-23,6.8398
2022-02-24,7.48905
2022-02-25,7.15687
2022-02-26,4.46172
2022-02-27,4.61271
2022-02-28,6.00181
2022-03-01,6.02446
2022-03-02,6.65106
2022-03-03,6.65106
2022-03-04,6.93039
2022-03-05,4.61271
2022-03-06,4.54476
2022-03-07,8.19115
2022-03-08,8.08545
2022-03-09,5.60169
2022-03-10,6.85489
2022-03-11,7.69288
2022-03-12,4.7184
2022-03-13,5.19402
2022-03-14,7.97221
2022-03-15,7.63249
2022-03-16,7.70798
2022-03-17,8.22889
2022-03-18,8.03261
2022-03-19,5.48844
2022-03-20,5.38275
2022-03-21,8.06281
2022-03-22,6.77185
2022-03-23,7.02098
2022-03-24,6.92284
2022-03-25,7.22482
2022-03-26,4.7486
2022-03-27,4.63536
2022-03-28,7.05873
2022-03-29,7.27011
2022-03-30,6.78695
2022-03-31,6.85489
2022-04-01,6.48497
2022-04-02,4.12199
2022-04-03,4.38622
2022-04-04,6.49252
2022-04-05,6.22074
2022-04-06,7.12667
2022-04-07,6.93794
2022-04-08,5.73003
2022-04-09,4.0012
2022-04-10,4.00875
2022-04-11,6.60576
2022-04-12,6.68881
2022-04-13,7.05873
2022-04-14,6.88509
2022-04-15,6.68881
2022-04-16,4.26543
2022-04-17,4.33338
2022-04-18,6.56047
2022-04-19,6.51517
2022-04-20,6.93794
2022-04-21,7.11913
2022-04-22,6.52272
2022-04-23,4.658
2022-04-24,4.81654
2022-04-25,7.73818
2022-04-26,7.20972
2022-04-27,7.80613
2022-04-28,9.18767
2022-04-29,8.31949
2022-04-30,5.4054
2022-05-01,4.49947
2022-05-02,7.01343
2022-05-03,6.96814
2022-05-04,7.02853
2022-05-05,5.28461
2022-05-06,6.91529
2022-05-07,4.17484
2022-05-08,4.658
2022-05-09,7.4966
2022-05-10,6.8096
2022-05-11,6.47742
2022-05-12,6.96059
2022-05-13,6.31888
2022-05-14,4.53721
2022-05-15,4.15219
2022-05-16,6.67371
2022-05-17,6.69636
2022-05-18,6.53027
2022-05-19,7.18707
2022-05-20,8.25154
2022-05-21,5.51109
2022-05-22,5.08077
2022-05-23,6.1528
2022-05-24,6.7492
2022-05-25,5.92631
2022-05-26,6.0471
2022-05-27,5.4205
2022-05-28,4.0918
2022-05-29,4.41642
2022-05-30,6.1226
2022-05-31,6.41703
2022-06-01,5.48844
2022-06-02,6.36418
2022-06-03,5.48844
2022-06-04,3.91061
2022-06-05,4.31073
2022-06-06,5.86592
2022-06-07,6.17544
2022-06-08,6.97569
2022-06-09,6.39438
2022-06-10,5.87347
2022-06-11,4.29563
2022-06-12,4.15974
2022-06-13,6.69636
2022-06-14,7.94956
2022-06-15,6.68126
2022-06-16,6.67371
2022-06-17,6.03955
2022-06-18,4.40887
2022-06-19,5.21666
2022-06-20,7.44375
2022-06-21,7.14932
2022-06-22,6.96059
2022-06-23,8.19115
2022-06-24,7.05118
2022-06-25,4.87694
2022-06-26,5.23176
2022-06-27,7.35316
2022-06-28,6.55292
2022-06-29,6.59821
2022-06-30,6.80205
2022-07-01,6.53782
2022-07-02,4.61271
2022-07-03,4.17484
2022-07-04,6.51517
2022-07-05,7.14932
2022-07-06,6.77185
2022-07-07,7.76838
2022-07-08,6.50762
2022-07-09,4.20504
2022-07-10,4.50702
2022-07-11,10.16155
2022-07-12,7.406
2022-07-13,6.96814
2022-07-14,7.20217
2022-07-15,9.40661
2022-07-16,4.86939
2022-07-17,7.00588
2022-07-18,8.00241
2022-07-19,7.30031
2022-07-20,7.37581
2022-07-21,6.96814
2022-07-22,6.8398
2022-07-23,4.43907
2022-07-24,5.20157
2022-07-25,7.82877
2022-07-26,7.21727
2022-07-27,6.72655
2022-07-28,6.98324
2022-07-29,6.46232
2022-07-30,4.74105
2022-07-31,5.01283
2022-08-01,8.1081
2022-08-02,8.28929
2022-08-03,8.19115
2022-08-04,8.34214
2022-08-05,8.04771
2022-08-06,4.54476
2022-08-07,5.66208
2022-08-08,7.67024
2022-08-09,6.85489
2022-08-10,7.37581
2022-08-11,6.7341
2022-08-12,6.29624
2022-08-13,4.31828
2022-08-14,4.34093
2022-08-15,5.68473
2022-08-16,7.92692
2022-08-17,6.7794
2022-08-18,7.95711
2022-08-19,6.98324
2022-08-20,6.00936
2022-08-21,5.44315
2022-08-22,9.77653
2022-08-23,9.40661
2022-08-24,8.8706
2022-08-25,8.17605
2022-08-26,7.94956
2022-08-27,5.05058
2022-08-28,4.80144
2022-08-29,8.49313
2022-08-30,8.31949
2022-08-31,7.60229
2022-09-01,8.00241
2022-09-02,7.33051
2022-09-03,5.22421
2022-09-04,5.77532
2022-09-05,9.33866
2022-09-06,8.8857
2022-09-07,10.38804
2022-09-08,8.28929
2022-09-09,5.67718
2022-09-10,4.98263
2022-09-11,6.28114
2022-09-12,6.33398
2022-09-13,8.62902
2022-09-14,10.58432
2022-09-15,9.39151
2022-09-16,8.49313
2022-09-17,6.032
2022-09-18,5.73003
2022-09-19,10.63717
2022-09-20,8.64411
2022-09-21,7.5268
2022-09-22,12.39619
2022-09-23,12.41129
2022-09-24,8.39498
2022-09-25,8.38743
2022-09-26,14.73652
2022-09-27,13.29457
2022-09-28,16.3672
2022-09-29,14.29865
2022-09-30,13.14359
2022-10-01,8.98384
2022-10-02,9.12728
2022-10-03,11.15808
2022-10-04,14.29865
2022-10-05,12.45659
2022-10-06,12.2301
2022-10-07,10.96179
2022-10-08,7.4362
2022-10-09,8.25909
2022-10-10,9.60289
2022-10-11,13.36252
2022-10-12,13.18133
2022-10-13,13.89098
2022-10-14,13.36252
2022-10-15,10.32764
2022-10-16,11.31662
2022-10-17,15.96708
2022-10-18,15.00075
2022-10-19,16.08032
2022-10-20,15.95198
2022-10-21,15.43107
2022-10-22,11.15808
2022-10-23,11.40721
2022-10-24,16.75222
2022-10-25,16.78997
2022-10-26,16.48799
2022-10-27,16.19356
2022-10-28,15.23478
2022-10-29,10.75796
2022-10-30,10.39559
2022-10-31,16.51064
2022-11-01,16.31435
2022-11-02,16.69183
2022-11-03,17.06175
2022-11-04,14.79691
2022-11-05,12.73592
2022-11-06,13.24173
2022-11-07,21.1762
2022-11-08,21.9085
2022-11-09,25.01887
2022-11-10,23.45613
2022-11-11,28.72565
2022-11-12,15.7255
2022-11-13,18.06583
2022-11-14,26.35512
2022-11-15,26.69485
2022-11-16,22.74648
2022-11-17,22.19537
2022-11-18,21.77261
2022-11-19,15.28763
2022-11-20,15.98218
2022-11-21,24.6112
2022-11-22,24.81503
2022-11-23,23.9695
2022-11-24,21.95379
2022-11-25,20.78363
2022-11-26,15.70285
2022-11-27,17.22784
2022-11-28,22.5351
2022-11-29,22.80688
2022-11-30,23.32024
2022-12-01,26.16638
2022-12-02,22.17273
2022-12-03,14.9781
2022-12-04,19.06235
2022-12-05,26.71749
2022-12-06,24.10539
2022-12-07,25.57753
2022-12-08,26.04559
2022-12-09,23.47123
2022-12-10,19.26619
2022-12-11,19.19069
2022-12-12,27.35165
2022-12-13,27.32145
2022-12-14,25.97765
2022-12-15,25.53978
2022-12-16,23.06356
2022-12-17,18.60939
2022-12-18,20.27781
2022-12-19,26.81564
2022-12-20,29.72972
2022-12-21,30.00905
2022-12-22,28.60486
2022-12-23,26.642
2022-12-24,21.93114
2022-12-25,21.58387
2022-12-26,29.31451
2022-12-27,29.48059
2022-12-28,30.40163
2022-12-29,29.47304
2022-12-30,29.01253
2022-12-31,20.64019
2023-01-01,20.40616
2023-01-02,30.077
2023-01-03,33.69319
2023-01-04,32.75705
2023-01-05,32.99109
2023-01-06,31.71523
2023-01-07,25.87196
2023-01-08,28.30288
2023-01-09,38.48709
2023-01-10,36.04861
2023-01-11,35.66359
2023-01-12,35.5579
2023-01-13,33.35346
2023-01-14,24.98867
2023-01-15,28.78604
2023-01-16,34.54627
2023-01-17,33.20247
2023-01-18,32.25124
2023-01-19,30.62056
2023-01-20,28.55956
2023-01-21,25.05662
2023-01-22,26.50611
2023-01-23,30.67341
2023-01-24,32.49282
2023-01-25,36.26
2023-01-26,32.65891
2023-01-27,33.30816
2023-01-28,27.07232
2023-01-29,26.85338
2023-01-30,40.14041
2023-01-31,39.18163
2023-02-01,39.6195
2023-02-02,42.60154
2023-02-03,40.00452
2023-02-04,32.40223
2023-02-05,40.62358
2023-02-06,48.98082
2023-02-07,46.68579
2023-02-08,44.85882
2023-02-09,43.85474
2023-02-10,41.18979
2023-02-11,33.08168
2023-02-12,34.31224
2023-02-13,50.45296
2023-02-14,45.53072
2023-02-15,45.96859
2023-02-16,44.63989
2023-02-17,45.29669
2023-02-18,35.04454
2023-02-19,34.10841
2023-02-20,48.55805
2023-02-21,44.09633
2023-02-22,44.33791
2023-02-23,42.72988
2023-02-24,39.20428
2023-02-25,33.33081
2023-02-26,33.34591
2023-02-27,45.03246
2023-02-28,39.83089
2023-03-01,35.80703
2023-03-02,44.46625
2023-03-03,42.32975
2023-03-04,31.23961
2023-03-05,33.01373
2023-03-06,42.443
2023-03-07,41.25018
2023-03-08,41.19734
2023-03-09,38.94005
2023-03-10,35.80703
2023-03-11,26.71749
2023-03-12,29.81277
2023-03-13,42.77517
2023-03-14,41.54461
2023-03-15,39.7252
2023-03-16,39.26468
2023-03-17,37.80764
2023-03-18,27.9707
2023-03-19,29.11067
2023-03-20,41.99758
2023-03-21,39.54401
2023-03-22,36.32794
2023-03-23,46.86697
2023-03-24,39.24958
2023-03-25,28.06885
2023-03-26,29.05027
2023-03-27,37.83783
2023-03-28,36.07881
2023-03-29,35.85233
2023-03-30,34.80295
2023-03-31,32.02476
2023-04-01,25.3284
2023-04-02,27.52529
2023-04-03,36.11656
2023-04-04,36.01842
2023-04-05,36.2147
2023-04-06,39.26468
2023-04-07,37.80009
2023-04-08,28.83134
2023-04-09,32.10025
2023-04-10,45.05511
2023-04-11,44.90412
2023-04-12,44.33791
2023-04-13,48.626
2023-04-14,49.57723
2023-04-15,33.31571
2023-04-16,33.92722
2023-04-17,48.66374
2023-04-18,45.46278
2023-04-19,44.33036
2023-04-20,44.62479
2023-04-21,43.25079
2023-04-22,32.46263
2023-04-23,35.39181
2023-04-24,48.73924
2023-04-25,48.18813
2023-04-26,46.32341
2023-04-27,44.39075
2023-04-28,43.16774
2023-04-29,35.64094
2023-04-30,34.77276
2023-05-01,38.73622
2023-05-02,44.30771
2023-05-03,44.4436
2023-05-04,44.57194
2023-05-05,37.62645
2023-05-06,35.38426
2023-05-07,33.48935
2023-05-08,46.91227
2023-05-09,42.86577
2023-05-10,40.55563
2023-05-11,42.93371
2023-05-12,38.59278
2023-05-13,30.62811
2023-05-14,31.08108
2023-05-15,42.24671
2023-05-16,40.38955
2023-05-17,40.71417
2023-05-18,41.61256
2023-05-19,38.20776
2023-05-20,28.24248
2023-05-21,32.01721
2023-05-22,48.18058
2023-05-23,48.24852
2023-05-24,42.60908
2023-05-25,41.59746
2023-05-26,39.38547
2023-05-27,31.11882
2023-05-28,30.68096
2023-05-29,33.94987
