date,HMM주가
2020-07-20,1.5533
2020-07-21,2.38685
2020-07-22,2.04633
2020-07-23,1.86961
2020-07-24,1.67434
2020-07-25,0.20899
2020-07-26,0.23481
2020-07-27,1.94304
2020-07-28,1.69855
2020-07-29,2.94039
2020-07-30,3.1873
2020-07-31,3.2333
2020-08-01,0.48979
2020-08-02,0.42362
2020-08-03,3.21635
2020-08-04,2.96298
2020-08-05,2.61601
2020-08-06,4.42027
2020-08-07,3.84817
2020-08-08,0.6544
2020-08-09,0.90535
2020-08-10,4.02569
2020-08-11,3.84978
2020-08-12,4.99156
2020-08-13,4.70753
2020-08-14,3.45923
2020-08-15,0.53982
2020-08-16,0.36391
2020-08-17,0.64068
2020-08-18,3.37128
2020-08-19,2.83468
2020-08-20,2.85324
2020-08-21,2.7548
2020-08-22,0.36149
2020-08-23,0.38409
2020-08-24,2.46431
2020-08-25,2.7895
2020-08-26,2.53855
2020-08-27,2.45059
2020-08-28,2.65878
2020-08-29,0.41636
2020-08-30,0.35826
2020-08-31,2.96056
2020-09-01,2.54984
2020-09-02,3.29946
2020-09-03,3.68517
2020-09-04,3.2099
2020-09-05,0.57129
2020-09-06,0.44945
2020-09-07,3.12275
2020-09-08,2.89601
2020-09-09,3.66661
2020-09-10,6.46095
2020-09-11,5.89289
2020-09-12,0.96184
2020-09-13,1.10385
2020-09-14,6.11317
2020-09-15,5.59271
2020-09-16,5.69438
2020-09-17,4.53727
2020-09-18,4.18061
2020-09-19,0.69394
2020-09-20,0.53659
2020-09-21,4.42107
2020-09-22,3.9926
2020-09-23,3.97969
2020-09-24,3.66258
2020-09-25,3.29059
2020-09-26,0.52126
2020-09-27,0.4559
2020-09-28,4.03376
2020-09-29,3.47618
2020-09-30,0.48011
2020-10-01,0.43331
2020-10-02,0.40749
2020-10-03,0.3268
2020-10-04,1.13371
2020-10-05,4.61473
2020-10-06,3.66338
2020-10-07,3.49312
2020-10-08,3.68356
2020-10-09,0.59953
2020-10-10,0.41798
2020-10-11,0.39942
2020-10-12,3.20909
2020-10-13,3.00494
2020-10-14,2.80483
2020-10-15,3.21232
2020-10-16,3.24056
2020-10-17,0.47285
2020-10-18,0.4446
2020-10-19,3.06546
2020-10-20,3.00413
2020-10-21,4.97865
2020-10-22,5.01577
2020-10-23,6.18499
2020-10-24,1.15792
2020-10-25,1.22328
2020-10-26,9.46025
2020-10-27,7.97876
2020-10-28,9.00677
2020-10-29,8.22729
2020-10-30,7.78187
2020-10-31,1.0748
2020-11-01,1.01106
2020-11-02,6.89749
2020-11-03,6.32216
2020-11-04,7.69311
2020-11-05,10.16307
2020-11-06,9.0689
2020-11-07,1.36691
2020-11-08,1.44195
2020-11-09,15.67026
2020-11-10,15.53712
2020-11-11,15.66864
2020-11-12,23.04061
2020-11-13,21.08061
2020-11-14,4.02085
2020-11-15,3.21635
2020-11-16,17.75129
2020-11-17,19.43612
2020-11-18,16.99924
2020-11-19,15.35314
2020-11-20,13.5626
2020-11-21,2.51837
2020-11-22,2.47157
2020-11-23,15.87602
2020-11-24,13.29712
2020-11-25,13.10831
2020-11-26,11.79384
2020-11-27,10.68353
2020-11-28,2.53128
2020-11-29,2.37474
2020-11-30,12.82831
2020-12-01,11.44122
2020-12-02,10.68999
2020-12-03,10.61172
2020-12-04,10.82393
2020-12-05,1.79457
2020-12-06,1.88172
2020-12-07,10.12918
2020-12-08,11.6954
2020-12-09,10.69564
2020-12-10,14.7068
2020-12-11,12.58301
2020-12-12,1.94627
2020-12-13,1.72518
2020-12-14,10.22278
2020-12-15,11.06278
2020-12-16,9.81771
2020-12-17,13.92813
2020-12-18,13.07926
2020-12-19,2.26097
2020-12-20,2.10927
2020-12-21,10.72226
2020-12-22,9.29967
2020-12-23,9.4199
2020-12-24,9.09795
2020-12-25,1.61786
2020-12-26,1.25636
2020-12-27,1.60495
2020-12-28,10.14209
2020-12-29,12.5128
2020-12-30,12.09644
2020-12-31,3.39872
2021-01-01,2.97105
2021-01-02,2.11169
2021-01-03,2.01405
2021-01-04,25.11115
2021-01-05,21.85364
2021-01-06,16.54979
2021-01-07,15.71867
2021-01-08,15.17885
2021-01-09,2.60552
2021-01-10,2.41832
2021-01-11,14.22669
2021-01-12,13.04779
2021-01-13,12.37644
2021-01-14,11.59454
2021-01-15,9.78221
2021-01-16,1.71953
2021-01-17,1.49682
2021-01-18,10.81748
2021-01-19,12.4426
2021-01-20,10.79811
2021-01-21,11.70024
2021-01-22,9.93794
2021-01-23,1.83976
2021-01-24,1.58235
2021-01-25,10.05253
2021-01-26,10.14613
2021-01-27,12.47488
2021-01-28,15.99302
2021-01-29,11.16203
2021-01-30,1.8793
2021-01-31,1.5412
2021-02-01,10.64077
2021-02-02,9.90728
2021-02-03,8.59524
2021-02-04,7.75928
2021-02-05,8.77195
2021-02-06,1.64368
2021-02-07,1.3774
2021-02-08,9.51593
2021-02-09,10.16872
2021-02-10,12.1037
2021-02-11,1.6574
2021-02-12,1.31284
2021-02-13,1.41048
2021-02-14,2.06085
2021-02-15,13.88536
2021-02-16,11.90439
2021-02-17,14.40582
2021-02-18,12.9211
2021-02-19,14.47683
2021-02-20,2.98235
2021-02-21,2.51757
2021-02-22,22.28776
2021-02-23,15.94945
2021-02-24,17.01377
2021-02-25,20.12442
2021-02-26,21.57929
2021-02-27,4.11283
2021-02-28,4.65024
2021-03-01,5.49992
2021-03-02,21.52361
2021-03-03,28.29684
2021-03-04,25.12729
2021-03-05,31.73672
2021-03-06,6.77323
2021-03-07,5.0311
2021-03-08,27.71102
2021-03-09,38.6213
2021-03-10,32.63239
2021-03-11,28.9222
2021-03-12,26.69593
2021-03-13,5.28124
2021-03-14,4.22903
2021-03-15,22.91473
2021-03-16,23.72164
2021-03-17,21.78263
2021-03-18,26.82019
2021-03-19,30.4973
2021-03-20,6.32297
2021-03-21,5.28931
2021-03-22,46.80099
2021-03-23,55.50274
2021-03-24,52.82298
2021-03-25,47.48525
2021-03-26,79.83764
2021-03-27,16.85239
2021-03-28,15.66864
2021-03-29,83.68662
2021-03-30,70.22165
2021-03-31,54.81929
2021-04-01,53.27243
2021-04-02,46.54197
2021-04-03,8.84135
2021-04-04,7.81173
2021-04-05,41.82878
2021-04-06,39.35559
2021-04-07,43.01172
2021-04-08,41.54959
2021-04-09,35.33716
2021-04-10,5.90499
2021-04-11,6.19467
2021-04-12,35.20967
2021-04-13,34.11792
2021-04-14,31.44623
2021-04-15,28.93027
2021-04-16,38.48413
2021-04-17,6.58038
2021-04-18,5.73796
2021-04-19,49.38311
2021-04-20,42.64457
2021-04-21,35.69705
2021-04-22,41.57864
2021-04-23,38.03629
2021-04-24,6.3496
2021-04-25,6.90637
2021-04-26,59.16855
2021-04-27,54.4005
2021-04-28,65.29303
2021-04-29,59.18146
2021-04-30,54.07289
2021-05-01,8.65092
2021-05-02,8.39109
2021-05-03,60.17558
2021-05-04,56.71392
2021-05-05,9.91132
2021-05-06,64.04312
2021-05-07,70.17243
2021-05-08,12.02785
2021-05-09,9.74751
2021-05-10,76.27109
2021-05-11,67.52414
2021-05-12,84.41204
2021-05-13,100.0
2021-05-14,81.0811
2021-05-15,15.52905
2021-05-16,10.28411
2021-05-17,76.83754
2021-05-18,60.7727
2021-05-19,10.78117
2021-05-20,67.23527
2021-05-21,61.96209
2021-05-22,8.40481
2021-05-23,7.07501
2021-05-24,66.02974
2021-05-25,67.88241
2021-05-26,64.36427
2021-05-27,67.78397
2021-05-28,65.46086
2021-05-29,9.61195
2021-05-30,12.8977
2021-05-31,67.32322
2021-06-01,62.41396
2021-06-02,59.43725
2021-06-03,58.75138
2021-06-04,56.84383
2021-06-05,10.39466
2021-06-06,8.06913
2021-06-07,73.70752
2021-06-08,73.84228
2021-06-09,57.66124
2021-06-10,54.48684
2021-06-11,51.9499
2021-06-12,7.40262
2021-06-13,6.28182
2021-06-14,61.93465
2021-06-15,59.26457
2021-06-16,52.12984
2021-06-17,44.06071
2021-06-18,39.23859
2021-06-19,5.95018
2021-06-20,5.07306
2021-06-21,37.70788
2021-06-22,39.17
2021-06-23,37.77969
2021-06-24,42.55259
2021-06-25,43.90981
2021-06-26,6.38026
2021-06-27,5.19168
2021-06-28,46.69851
2021-06-29,41.28735
2021-06-30,42.88665
2021-07-01,36.27076
2021-07-02,38.58096
2021-07-03,5.36678
2021-07-04,5.23848
2021-07-05,57.05363
2021-07-06,48.84732
2021-07-07,41.5157
2021-07-08,37.54649
2021-07-09,37.74661
2021-07-10,4.91813
2021-07-11,4.37024
2021-07-12,35.91169
2021-07-13,34.37855
2021-07-14,35.24518
2021-07-15,35.33313
2021-07-16,34.48668
2021-07-17,5.01738
2021-07-18,4.20966
2021-07-19,34.16956
2021-07-20,33.48288
2021-07-21,34.62305
2021-07-22,34.1042
2021-07-23,29.04485
2021-07-24,4.4477
2021-07-25,3.69889
2021-07-26,28.97707
2021-07-27,32.58801
2021-07-28,30.3343
2021-07-29,27.93373
2021-07-30,30.50133
2021-07-31,4.45658
2021-08-01,4.25001
2021-08-02,33.05763
2021-08-03,35.67607
2021-08-04,43.26348
2021-08-05,33.9872
2021-08-06,32.57913
2021-08-07,4.05635
2021-08-08,4.55179
2021-08-09,30.76035
2021-08-10,27.28417
2021-08-11,36.39583
2021-08-12,34.46489
2021-08-13,35.04587
2021-08-14,5.76862
2021-08-15,3.50119
2021-08-16,5.62822
2021-08-17,29.00208
2021-08-18,37.7926
2021-08-19,36.64517
2021-08-20,31.18317
2021-08-21,5.26349
2021-08-22,4.49935
2021-08-23,39.25473
2021-08-24,41.7844
2021-08-25,38.83756
2021-08-26,35.19676
2021-08-27,32.13614
2021-08-28,4.19595
2021-08-29,4.12413
2021-08-30,32.88334
2021-08-31,33.9178
2021-09-01,40.2666
2021-09-02,46.0554
2021-09-03,37.73047
2021-09-04,4.4469
2021-09-05,3.80621
2021-09-06,32.15389
2021-09-07,27.43183
2021-09-08,27.54964
2021-09-09,25.66146
2021-09-10,25.18458
2021-09-11,3.1873
2021-09-12,2.63295
2021-09-13,23.71761
2021-09-14,24.32279
2021-09-15,22.01744
2021-09-16,21.49214
2021-09-17,20.81433
2021-09-18,2.70961
2021-09-19,1.91884
2021-09-20,1.72921
2021-09-21,1.96564
2021-09-22,2.59261
2021-09-23,22.23369
2021-09-24,20.87485
2021-09-25,2.78304
2021-09-26,2.3699
2021-09-27,22.9583
2021-09-28,19.93318
2021-09-29,22.91634
2021-09-30,39.97208
2021-10-01,37.70949
2021-10-02,5.28044
2021-10-03,3.46972
2021-10-04,6.15433
2021-10-05,31.60761
2021-10-06,28.4437
2021-10-07,31.09361
2021-10-08,32.18052
2021-10-09,4.08782
2021-10-10,3.22926
2021-10-11,4.50177
2021-10-12,25.85028
2021-10-13,24.19853
2021-10-14,26.64106
2021-10-15,24.907
2021-10-16,3.20506
2021-10-17,2.58696
2021-10-18,22.5024
2021-10-19,23.20844
2021-10-20,21.1605
2021-10-21,20.43024
2021-10-22,19.53457
2021-10-23,3.00898
2021-10-24,2.51676
2021-10-25,21.09917
2021-10-26,24.30504
2021-10-27,42.8455
2021-10-28,27.64889
2021-10-29,21.65352
2021-10-30,3.01624
2021-10-31,2.61682
2021-11-01,20.73848
2021-11-02,24.49789
2021-11-03,20.4254
2021-11-04,19.87831
2021-11-05,17.17273
2021-11-06,2.40137
2021-11-07,2.70073
2021-11-08,18.4291
2021-11-09,16.52397
2021-11-10,19.29653
2021-11-11,20.77479
2021-11-12,26.97108
2021-11-13,3.11791
2021-11-14,2.99445
2021-11-15,21.35335
2021-11-16,19.59347
2021-11-17,19.87993
2021-11-18,19.562
2021-11-19,17.94737
2021-11-20,2.62408
2021-11-21,2.19803
2021-11-22,18.96408
2021-11-23,17.40754
2021-11-24,17.77953
2021-11-25,17.02668
2021-11-26,15.79129
2021-11-27,2.47399
2021-11-28,2.09071
2021-11-29,19.85814
2021-11-30,19.51117
2021-12-01,22.91715
2021-12-02,26.59183
2021-12-03,24.59795
2021-12-04,3.31722
2021-12-05,2.69589
2021-12-06,23.9613
2021-12-07,23.89351
2021-12-08,22.51692
2021-12-09,20.29387
2021-12-10,17.51163
2021-12-11,2.61762
2021-12-12,2.45705
2021-12-13,26.26019
2021-12-14,20.94425
2021-12-15,20.76027
2021-12-16,20.70056
2021-12-17,22.43542
2021-12-18,2.9646
2021-12-19,2.85082
2021-12-20,18.83981
2021-12-21,19.37964
2021-12-22,18.20881
2021-12-23,18.20639
2021-12-24,16.81365
2021-12-25,2.14235
2021-12-26,2.02696
2021-12-27,18.18379
2021-12-28,19.8299
2021-12-29,24.66654
2021-12-30,18.17169
2021-12-31,4.72125
2022-01-01,1.66304
2022-01-02,1.97451
2022-01-03,17.55682
2022-01-04,16.27302
2022-01-05,17.18645
2022-01-06,16.19959
2022-01-07,15.83971
2022-01-08,2.08667
2022-01-09,2.13267
2022-01-10,15.4072
2022-01-11,14.94807
2022-01-12,15.75014
2022-01-13,13.84986
2022-01-14,13.98784
2022-01-15,1.81878
2022-01-16,1.59607
2022-01-17,13.51176
2022-01-18,13.02681
2022-01-19,12.47569
2022-01-20,12.99453
2022-01-21,11.98024
2022-01-22,1.66708
2022-01-23,1.41371
2022-01-24,12.76537
2022-01-25,14.30254
2022-01-26,14.85447
2022-01-27,14.15972
2022-01-28,14.38646
2022-01-29,1.85832
2022-01-30,1.23135
2022-01-31,1.06028
2022-02-01,1.2846
2022-02-02,1.61302
2022-02-03,15.01827
2022-02-04,13.92571
2022-02-05,1.94304
2022-02-06,1.51215
2022-02-07,12.91626
2022-02-08,17.23809
2022-02-09,15.66864
2022-02-10,15.03683
2022-02-11,13.16479
2022-02-12,2.10201
2022-02-13,2.09394
2022-02-14,20.56258
2022-02-15,31.79239
2022-02-16,21.0903
2022-02-17,43.01091
2022-02-18,45.40825
2022-02-19,7.34614
2022-02-20,6.56504
2022-02-21,41.19536
2022-02-22,47.27061
2022-02-23,42.00711
2022-02-24,38.11053
2022-02-25,33.55792
2022-02-26,4.12332
2022-02-27,3.02027
2022-02-28,27.24785
2022-03-01,4.62684
2022-03-02,25.69697
2022-03-03,31.18882
2022-03-04,79.00975
2022-03-05,12.34335
2022-03-06,9.54982
2022-03-07,50.3627
2022-03-08,39.2628
2022-03-09,6.03167
2022-03-10,32.30155
2022-03-11,29.14572
2022-03-12,3.85543
2022-03-13,3.91514
2022-03-14,39.2741
2022-03-15,36.95664
2022-03-16,30.37949
2022-03-17,28.3735
2022-03-18,32.34594
2022-03-19,5.47248
2022-03-20,4.12171
2022-03-21,27.17685
2022-03-22,27.22687
2022-03-23,24.43092
2022-03-24,22.2692
2022-03-25,22.31923
2022-03-26,3.0348
2022-03-27,2.6386
2022-03-28,22.72914
2022-03-29,21.21053
2022-03-30,21.16211
2022-03-31,19.59509
2022-04-01,19.01895
2022-04-02,2.60552
2022-04-03,2.15688
2022-04-04,18.84385
2022-04-05,17.7997
2022-04-06,18.22333
2022-04-07,23.89351
2022-04-08,20.84903
2022-04-09,2.53451
2022-04-10,2.02535
2022-04-11,19.85491
2022-04-12,18.62195
2022-04-13,18.48639
2022-04-14,18.4525
2022-04-15,15.78242
2022-04-16,1.96241
2022-04-17,1.77601
2022-04-18,15.8615
2022-04-19,21.476
2022-04-20,19.83635
2022-04-21,18.65342
2022-04-22,15.5581
2022-04-23,1.94466
2022-04-24,1.89301
2022-04-25,14.37193
2022-04-26,15.1272
2022-04-27,14.39776
2022-04-28,23.38355
2022-04-29,18.58806
2022-04-30,2.28033
2022-05-01,1.77924
2022-05-02,18.3016
2022-05-03,18.07567
2022-05-04,17.21227
2022-05-05,3.2341
2022-05-06,17.13803
2022-05-07,2.6265
2022-05-08,2.15365
2022-05-09,15.3249
2022-05-10,14.52444
2022-05-11,21.48972
2022-05-12,30.95966
2022-05-13,26.17062
2022-05-14,4.37427
2022-05-15,3.13324
2022-05-16,22.07877
2022-05-17,18.94229
2022-05-18,17.39786
2022-05-19,16.18668
2022-05-20,17.74322
2022-05-21,2.39169
2022-05-22,2.51192
2022-05-23,26.04475
2022-05-24,31.3147
2022-05-25,23.78942
2022-05-26,22.06263
2022-05-27,26.24405
2022-05-28,4.4937
2022-05-29,3.78603
2022-05-30,28.23632
2022-05-31,22.23611
2022-06-01,3.77312
2022-06-02,19.61203
2022-06-03,16.8887
2022-06-04,2.37636
2022-06-05,1.79054
2022-06-06,2.4046
2022-06-07,14.92064
2022-06-08,14.88513
2022-06-09,15.47337
2022-06-10,13.66669
2022-06-11,1.79296
2022-06-12,1.40967
2022-06-13,13.97816
2022-06-14,14.47764
2022-06-15,13.87165
2022-06-16,13.96767
2022-06-17,12.6758
2022-06-18,1.75423
2022-06-19,1.28541
2022-06-20,14.61724
2022-06-21,14.69954
2022-06-22,13.92087
2022-06-23,14.1694
2022-06-24,14.10888
2022-06-25,3.08241
2022-06-26,1.90835
2022-06-27,15.64766
2022-06-28,14.10969
2022-06-29,12.03592
2022-06-30,11.24595
2022-07-01,11.35408
2022-07-02,1.49036
2022-07-03,1.24668
2022-07-04,11.55419
2022-07-05,12.20376
2022-07-06,11.44364
2022-07-07,12.62658
2022-07-08,12.66854
2022-07-09,1.39192
2022-07-10,1.20472
2022-07-11,10.93529
2022-07-12,10.01299
2022-07-13,10.46002
2022-07-14,11.87454
2022-07-15,11.97217
2022-07-16,1.58961
2022-07-17,1.17648
2022-07-18,12.1505
2022-07-19,11.32019
2022-07-20,11.54451
2022-07-21,11.02647
2022-07-22,9.76365
2022-07-23,1.34028
2022-07-24,1.04898
2022-07-25,10.24054
2022-07-26,9.31097
2022-07-27,8.74613
2022-07-28,9.99765
2022-07-29,10.55362
2022-07-30,1.33463
2022-07-31,1.06593
2022-08-01,10.73033
2022-08-02,9.17864
2022-08-03,9.50867
2022-08-04,10.39788
2022-08-05,11.66716
2022-08-06,1.52668
2022-08-07,1.16518
2022-08-08,11.15235
2022-08-09,10.08238
2022-08-10,10.1897
2022-08-11,12.59511
2022-08-12,16.93873
2022-08-13,2.3231
2022-08-14,1.86316
2022-08-15,2.17705
2022-08-16,12.45229
2022-08-17,10.72468
2022-08-18,10.31558
2022-08-19,9.19881
2022-08-20,1.21359
2022-08-21,0.9804
2022-08-22,9.54578
2022-08-23,9.58452
2022-08-24,10.19051
2022-08-25,17.30022
2022-08-26,12.22393
2022-08-27,1.35803
2022-08-28,1.03284
2022-08-29,10.64399
2022-08-30,12.08353
2022-08-31,11.66797
2022-09-01,10.09771
2022-09-02,10.04849
2022-09-03,1.29751
2022-09-04,1.21682
2022-09-05,11.0886
2022-09-06,10.12434
2022-09-07,10.79811
2022-09-08,9.63535
2022-09-09,1.22086
2022-09-10,0.86985
2022-09-11,1.06109
2022-09-12,1.27169
2022-09-13,13.64006
2022-09-14,12.2554
2022-09-15,11.19431
2022-09-16,9.9791
2022-09-17,1.40322
2022-09-18,0.99169
2022-09-19,9.41748
2022-09-20,9.39166
2022-09-21,9.4312
2022-09-22,8.95916
2022-09-23,9.14313
2022-09-24,1.56702
2022-09-25,0.98766
2022-09-26,9.69103
2022-09-27,19.02298
2022-09-28,13.08007
2022-09-29,11.09506
2022-09-30,10.09852
2022-10-01,1.31768
2022-10-02,0.85048
2022-10-03,1.20714
2022-10-04,10.27281
2022-10-05,9.38198
2022-10-06,10.09045
2022-10-07,8.47904
2022-10-08,1.06431
2022-10-09,0.75204
2022-10-10,1.09014
2022-10-11,8.7663
2022-10-12,8.83731
2022-10-13,8.8123
2022-10-14,9.62728
2022-10-15,1.20633
2022-10-16,0.86016
2022-10-17,10.29702
2022-10-18,10.73759
2022-10-19,9.95489
2022-10-20,8.43708
2022-10-21,7.51882
2022-10-22,0.92472
2022-10-23,0.66408
2022-10-24,8.30556
2022-10-25,7.39859
2022-10-26,7.54867
2022-10-27,8.09979
2022-10-28,7.27109
2022-10-29,0.98201
2022-10-30,0.64149
2022-10-31,7.77541
2022-11-01,8.39755
2022-11-02,7.70279
2022-11-03,7.43086
2022-11-04,7.68827
2022-11-05,1.2257
2022-11-06,0.91665
2022-11-07,9.99523
2022-11-08,12.49344
2022-11-09,11.11684
2022-11-10,10.37529
2022-11-11,12.4426
2022-11-12,1.6929
2022-11-13,1.28622
2022-11-14,12.21667
2022-11-15,11.33875
2022-11-16,10.11062
2022-11-17,8.57426
2022-11-18,8.42095
2022-11-19,0.98766
2022-11-20,0.78593
2022-11-21,7.1436
2022-11-22,8.02717
2022-11-23,20.85791
2022-11-24,13.65943
2022-11-25,9.82578
2022-11-26,1.23215
2022-11-27,1.00944
2022-11-28,8.35397
2022-11-29,9.05115
2022-11-30,9.60711
2022-12-01,9.77253
2022-12-02,7.93841
2022-12-03,0.93037
2022-12-04,0.85613
2022-12-05,9.08261
2022-12-06,7.56723
2022-12-07,7.69472
2022-12-08,7.50187
2022-12-09,10.95062
2022-12-10,1.84057
2022-12-11,1.56057
2022-12-12,8.36365
2022-12-13,8.57265
2022-12-14,8.90671
2022-12-15,7.8085
2022-12-16,7.43893
2022-12-17,1.04979
2022-12-18,0.90939
2022-12-19,12.83799
2022-12-20,9.21818
2022-12-21,8.10948
2022-12-22,10.89494
2022-12-23,8.30394
2022-12-24,1.33544
2022-12-25,0.92149
2022-12-26,8.847
2022-12-27,9.6523
2022-12-28,13.04456
2022-12-29,8.34348
2022-12-30,2.78062
2022-12-31,0.74236
2023-01-01,0.76253
2023-01-02,7.76492
2023-01-03,7.62694
2023-01-04,8.24585
2023-01-05,8.2757
2023-01-06,8.23132
2023-01-07,1.1216
2023-01-08,0.89486
2023-01-09,9.26498
2023-01-10,8.57426
2023-01-11,8.48146
2023-01-12,7.88919
2023-01-13,13.983
2023-01-14,3.05255
2023-01-15,1.64287
2023-01-16,9.98959
2023-01-17,8.77922
2023-01-18,7.75201
2023-01-19,7.52527
2023-01-20,6.72078
2023-01-21,0.80207
2023-01-22,0.56726
2023-01-23,0.63584
2023-01-24,0.81256
2023-01-25,10.13402
2023-01-26,9.60227
2023-01-27,18.091
2023-01-28,2.29809
2023-01-29,1.9261
2023-01-30,12.26912
2023-01-31,10.23005
2023-02-01,11.9867
2023-02-02,11.30808
2023-02-03,10.21794
2023-02-04,1.27653
2023-02-05,1.40402
2023-02-06,9.04711
2023-02-07,8.68319
2023-02-08,9.04711
2023-02-09,8.20953
2023-02-10,8.55005
2023-02-11,1.10708
2023-02-12,0.94489
2023-02-13,8.80826
2023-02-14,11.35166
2023-02-15,9.74267
2023-02-16,9.47639
2023-02-17,8.58233
2023-02-18,1.08207
2023-02-19,1.09336
2023-02-20,8.56619
2023-02-21,8.44435
2023-02-22,8.45806
2023-02-23,14.86496
2023-02-24,10.75777
2023-02-25,1.45889
2023-02-26,1.15388
2023-02-27,8.16112
2023-02-28,8.47259
2023-03-01,1.53071
2023-03-02,9.07777
2023-03-03,8.4976
2023-03-04,1.38627
2023-03-05,1.06593
2023-03-06,8.48469
2023-03-07,7.97553
2023-03-08,7.34694
2023-03-09,7.46717
2023-03-10,6.79259
2023-03-11,1.05705
2023-03-12,0.96668
2023-03-13,7.93841
2023-03-14,7.54948
2023-03-15,8.35074
2023-03-16,7.99247
2023-03-17,7.64227
2023-03-18,1.10466
2023-03-19,0.85936
2023-03-20,7.1202
2023-03-21,7.27674
2023-03-22,7.21945
2023-03-23,7.15086
2023-03-24,6.49081
2023-03-25,0.90535
2023-03-26,0.77705
2023-03-27,6.83536
2023-03-28,7.48654
2023-03-29,6.94833
2023-03-30,7.38164
2023-03-31,7.91259
2023-04-01,1.25394
2023-04-02,0.98766
2023-04-03,7.09035
2023-04-04,7.11536
2023-04-05,7.27916
2023-04-06,6.71997
2023-04-07,7.12746
2023-04-08,1.00541
2023-04-09,0.95861
2023-04-10,7.49622
2023-04-11,8.42417
2023-04-12,8.33703
2023-04-13,9.81449
2023-04-14,8.30314
2023-04-15,1.19826
2023-04-16,1.0982
2023-04-17,9.6063
2023-04-18,9.4538
2023-04-19,8.60815
2023-04-20,9.03259
2023-04-21,7.58982
2023-04-22,1.05382
2023-04-23,0.90132
2023-04-24,6.94026
2023-04-25,7.13795
2023-04-26,6.43352
2023-04-27,6.38833
2023-04-28,6.82729
2023-04-29,0.85129
2023-04-30,0.70847
2023-05-01,1.64771
2023-05-02,6.06799
2023-05-03,5.44424
2023-05-04,5.30868
2023-05-05,0.84968
2023-05-06,0.6189
2023-05-07,0.5729
2023-05-08,5.64758
2023-05-09,5.28124
2023-05-10,5.20539
2023-05-11,5.62015
2023-05-12,5.06741
2023-05-13,0.73832
2023-05-14,0.64311
2023-05-15,5.83075
2023-05-16,6.4545
2023-05-17,6.62072
2023-05-18,6.30522
2023-05-19,5.97842
2023-05-20,0.84483
2023-05-21,0.74558
2023-05-22,7.01692
2023-05-23,6.35283
2023-05-24,5.62983
2023-05-25,5.46683
2023-05-26,6.99674
2023-05-27,1.02962
2023-05-28,0.79803
2023-05-29,1.21601
2023-05-30,7.35421
2023-05-31,6.29796
2023-06-01,5.73473
2023-06-02,5.97923
2023-06-03,0.98524
2023-06-04,0.78432
2023-06-05,6.54649
2023-06-06,1.24184
2023-06-07,13.41493
2023-06-08,10.65448
2023-06-09,8.71386
2023-06-10,1.12322
2023-06-11,0.90616
2023-06-12,7.25173
2023-06-13,6.67882
2023-06-14,6.27536
2023-06-15,6.57069
2023-06-16,6.20435
2023-06-17,0.81821
