date,퇴직연금수령방법
2020-10-26,22.36771
2020-10-27,23.99786
2020-10-28,21.6729
2020-10-29,21.99358
2020-10-30,20.71084
2020-10-31,11.59807
2020-11-01,12.39978
2020-11-02,27.01763
2020-11-03,23.06253
2020-11-04,19.37466
2020-11-05,18.76002
2020-11-06,18.33244
2020-11-07,9.62052
2020-11-08,10.28861
2020-11-09,26.45644
2020-11-10,29.90379
2020-11-11,27.36504
2020-11-12,25.1737
2020-11-13,26.85729
2020-11-14,12.64029
2020-11-15,13.65579
2020-11-16,25.20042
2020-11-17,25.04008
2020-11-18,26.40299
2020-11-19,22.79529
2020-11-20,20.17637
2020-11-21,11.65152
2020-11-22,11.19722
2020-11-23,23.22287
2020-11-24,24.6125
2020-11-25,23.51683
2020-11-26,21.59273
2020-11-27,20.81774
2020-11-28,9.70069
2020-11-29,10.71619
2020-11-30,27.52538
2020-12-01,31.74772
2020-12-02,28.62105
2020-12-03,26.50988
2020-12-04,22.79529
2020-12-05,12.18599
2020-12-06,13.86958
2020-12-07,28.27365
2020-12-08,27.33832
2020-12-09,26.26937
2020-12-10,27.92624
2020-12-11,20.87119
2020-12-12,11.9722
2020-12-13,10.07482
2020-12-14,23.83752
2020-12-15,25.1737
2020-12-16,23.91769
2020-12-17,22.90219
2020-12-18,18.6264
2020-12-19,10.26189
2020-12-20,11.94548
2020-12-21,22.90219
2020-12-22,26.24265
2020-12-23,25.22715
2020-12-24,32.78995
2020-12-25,15.63335
2020-12-26,10.28861
2020-12-27,12.4265
2020-12-28,29.50293
2020-12-29,29.18225
2020-12-30,29.18225
2020-12-31,27.25815
2021-01-01,14.37733
2021-01-02,13.81614
2021-01-03,15.23249
2021-01-04,37.38642
2021-01-05,38.45537
2021-01-06,34.09941
2021-01-07,32.22875
2021-01-08,33.99251
2021-01-09,18.65312
2021-01-10,18.30571
2021-01-11,37.06574
2021-01-12,36.87867
2021-01-13,36.07696
2021-01-14,37.76055
2021-01-15,34.09941
2021-01-16,21.05825
2021-01-17,19.1876
2021-01-18,35.51576
2021-01-19,35.40887
2021-01-20,34.23303
2021-01-21,31.37359
2021-01-22,28.86157
2021-01-23,16.86264
2021-01-24,16.67557
2021-01-25,32.04168
2021-01-26,30.62533
2021-01-27,26.53661
2021-01-28,23.51683
2021-01-29,25.97541
2021-01-30,14.83164
2021-01-31,14.67129
2021-02-01,30.2512
2021-02-02,27.97969
2021-02-03,28.54088
2021-02-04,25.7349
2021-02-05,23.16942
2021-02-06,13.65579
2021-02-07,15.71352
2021-02-08,25.30732
2021-02-09,25.20042
2021-02-10,24.45216
2021-02-11,10.66274
2021-02-12,8.49812
2021-02-13,10.39551
2021-02-14,14.24371
2021-02-15,34.87439
2021-02-16,33.05718
2021-02-17,30.27792
2021-02-18,26.53661
2021-02-19,24.39871
2021-02-20,15.23249
2021-02-21,12.9877
2021-02-22,28.32709
2021-02-23,30.06413
2021-02-24,27.25815
2021-02-25,31.23997
2021-02-26,31.32014
2021-02-27,17.69107
2021-02-28,15.1256
2021-03-01,18.33244
2021-03-02,37.814
2021-03-03,35.80972
2021-03-04,37.52004
2021-03-05,34.6606
2021-03-06,17.77124
2021-03-07,17.77124
2021-03-08,36.77177
2021-03-09,35.83645
2021-03-10,38.7226
2021-03-11,37.62693
2021-03-12,31.93479
2021-03-13,14.69802
2021-03-14,15.74024
2021-03-15,36.07696
2021-03-16,35.783
2021-03-17,33.32442
2021-03-18,29.90379
2021-03-19,25.49438
2021-03-20,15.20577
2021-03-21,12.45323
2021-03-22,30.2512
2021-03-23,31.23997
2021-03-24,30.09086
2021-03-25,31.98824
2021-03-26,25.94869
2021-03-27,12.77391
2021-03-28,12.4265
2021-03-29,27.28487
2021-03-30,30.91929
2021-03-31,35.03474
2021-04-01,32.2822
2021-04-02,22.71512
2021-04-03,12.37306
2021-04-04,16.38161
2021-04-05,32.22875
2021-04-06,28.64778
2021-04-07,28.27365
2021-04-08,26.99091
2021-04-09,25.7349
2021-04-10,13.36183
2021-04-11,12.26616
2021-04-12,30.03741
2021-04-13,29.1288
2021-04-14,28.30037
2021-04-15,28.75467
2021-04-16,25.41421
2021-04-17,13.12132
2021-04-18,12.18599
2021-04-19,31.69428
2021-04-20,28.27365
2021-04-21,24.47888
2021-04-22,22.6884
2021-04-23,20.97808
2021-04-24,10.98343
2021-04-25,14.80491
2021-04-26,26.37626
2021-04-27,24.66595
2021-04-28,23.75734
2021-04-29,22.07375
2021-04-30,22.5815
2021-05-01,12.90753
2021-05-02,12.21272
2021-05-03,28.64778
2021-05-04,26.29609
2021-05-05,13.65579
2021-05-06,24.82629
2021-05-07,22.52805
2021-05-08,12.4265
2021-05-09,12.85408
2021-05-10,33.1908
2021-05-11,30.22447
2021-05-12,26.24265
2021-05-13,26.59005
2021-05-14,27.2047
2021-05-15,14.13682
2021-05-16,14.27044
2021-05-17,28.59433
2021-05-18,24.58578
2021-05-19,13.89631
2021-05-20,28.46071
2021-05-21,23.46338
2021-05-22,12.74719
2021-05-23,11.0636
2021-05-24,27.52538
2021-05-25,26.45644
2021-05-26,25.49438
2021-05-27,28.94174
2021-05-28,21.566
2021-05-29,11.86531
2021-05-30,12.88081
2021-05-31,24.39871
2021-06-01,25.30732
2021-06-02,24.74612
2021-06-03,25.89524
2021-06-04,22.55478
2021-06-05,11.67824
2021-06-06,12.31961
2021-06-07,25.22715
2021-06-08,26.34954
2021-06-09,26.32282
2021-06-10,28.14003
2021-06-11,23.32977
2021-06-12,12.34633
2021-06-13,9.32656
2021-06-14,24.58578
2021-06-15,27.92624
2021-06-16,25.30732
2021-06-17,26.16247
2021-06-18,23.22287
2021-06-19,11.9722
2021-06-20,11.86531
2021-06-21,26.34954
2021-06-22,22.1272
2021-06-23,21.83324
2021-06-24,19.48156
2021-06-25,19.13415
2021-06-26,10.58257
2021-06-27,10.63602
2021-06-28,24.10475
2021-06-29,25.09353
2021-06-30,27.49866
2021-07-01,25.41421
2021-07-02,21.03153
2021-07-03,12.23944
2021-07-04,12.13254
2021-07-05,31.721
2021-07-06,27.55211
2021-07-07,26.67022
2021-07-08,23.7039
2021-07-09,24.02458
2021-07-10,12.23944
2021-07-11,10.39551
2021-07-12,26.37626
2021-07-13,26.85729
2021-07-14,25.7349
2021-07-15,26.42971
2021-07-16,23.24959
2021-07-17,10.71619
2021-07-18,9.43345
2021-07-19,24.90646
2021-07-20,24.85301
2021-07-21,22.04703
2021-07-22,21.37894
2021-07-23,22.50133
2021-07-24,10.31533
2021-07-25,12.23944
2021-07-26,26.26937
2021-07-27,20.36344
2021-07-28,21.566
2021-07-29,22.82202
2021-07-30,20.22982
2021-07-31,10.23516
2021-08-01,10.55585
2021-08-02,23.78407
2021-08-03,22.79529
2021-08-04,23.00908
2021-08-05,22.98236
2021-08-06,20.36344
2021-08-07,9.78086
2021-08-08,11.11704
2021-08-09,24.45216
2021-08-10,29.58311
2021-08-11,27.23142
2021-08-12,23.7039
2021-08-13,23.08925
2021-08-14,12.29289
2021-08-15,10.42223
2021-08-16,14.67129
2021-08-17,26.02886
2021-08-18,23.22287
2021-08-19,23.08925
2021-08-20,24.47888
2021-08-21,11.27739
2021-08-22,10.0481
2021-08-23,23.43666
2021-08-24,24.55905
2021-08-25,25.78834
2021-08-26,24.07803
2021-08-27,19.48156
2021-08-28,11.03687
2021-08-29,11.54462
2021-08-30,23.46338
2021-08-31,28.62105
2021-09-01,24.66595
2021-09-02,23.83752
2021-09-03,20.95136
2021-09-04,9.75414
2021-09-05,10.36878
2021-09-06,24.13148
2021-09-07,23.35649
2021-09-08,20.41688
2021-09-09,19.90913
2021-09-10,21.85996
2021-09-11,9.88776
2021-09-12,9.99465
2021-09-13,24.58578
2021-09-14,22.66167
2021-09-15,22.84874
2021-09-16,21.85996
2021-09-17,18.81346
2021-09-18,8.31106
2021-09-19,6.68091
2021-09-20,6.8947
2021-09-21,6.97487
2021-09-22,11.22394
2021-09-23,24.26509
2021-09-24,24.63923
2021-09-25,13.0946
2021-09-26,12.58685
2021-09-27,26.48316
2021-09-28,25.46766
2021-09-29,24.87974
2021-09-30,29.20897
2021-10-01,25.1737
2021-10-02,13.60235
2021-10-03,11.27739
2021-10-04,16.24799
2021-10-05,30.19775
2021-10-06,28.16675
2021-10-07,25.84179
2021-10-08,24.58578
2021-10-09,11.91876
2021-10-10,10.42223
2021-10-11,14.02993
2021-10-12,32.68305
2021-10-13,28.80812
2021-10-14,26.00213
2021-10-15,22.23409
2021-10-16,10.76964
2021-10-17,10.47568
2021-10-18,23.67717
2021-10-19,22.20737
2021-10-20,23.35649
2021-10-21,21.35221
2021-10-22,21.16515
2021-10-23,10.71619
2021-10-24,11.11704
2021-10-25,26.10903
2021-10-26,24.93319
2021-10-27,24.34526
2021-10-28,22.95563
2021-10-29,23.22287
2021-10-30,12.58685
2021-10-31,12.64029
2021-11-01,26.61678
2021-11-02,25.68145
2021-11-03,25.09353
2021-11-04,22.82202
2021-11-05,22.15392
2021-11-06,11.30411
2021-11-07,11.43773
2021-11-08,23.94441
2021-11-09,25.52111
2021-11-10,28.00641
2021-11-11,26.91074
2021-11-12,21.08498
2021-11-13,12.50668
2021-11-14,12.90753
2021-11-15,27.17797
2021-11-16,26.88401
2021-11-17,23.62373
2021-11-18,23.57028
2021-11-19,22.66167
2021-11-20,11.78514
2021-11-21,11.01015
2021-11-22,23.24959
2021-11-23,21.99358
2021-11-24,23.40994
2021-11-25,25.94869
2021-11-26,21.85996
2021-11-27,13.20149
2021-11-28,11.17049
2021-11-29,24.77284
2021-11-30,29.20897
2021-12-01,28.6745
2021-12-02,27.12453
2021-12-03,23.1427
2021-12-04,13.78941
2021-12-05,13.38856
2021-12-06,26.48316
2021-12-07,29.60983
2021-12-08,29.42276
2021-12-09,26.7504
2021-12-10,30.91929
2021-12-11,16.08765
2021-12-12,15.82041
2021-12-13,29.44949
2021-12-14,29.50293
2021-12-15,29.87707
2021-12-16,27.33832
2021-12-17,22.36771
2021-12-18,12.9877
2021-12-19,11.14377
2021-12-20,41.20791
2021-12-21,42.43719
2021-12-22,28.83484
2021-12-23,32.14858
2021-12-24,26.53661
2021-12-25,14.77819
2021-12-26,15.1256
2021-12-27,30.73222
2021-12-28,34.50026
2021-12-29,32.84339
2021-12-30,33.80545
2021-12-31,33.21753
2022-01-01,17.504
2022-01-02,17.26349
2022-01-03,39.25708
2022-01-04,39.04329
2022-01-05,36.74505
2022-01-06,33.05718
2022-01-07,31.77445
2022-01-08,17.10315
2022-01-09,17.58417
2022-01-10,40.35275
2022-01-11,42.8915
2022-01-12,36.3442
2022-01-13,34.55371
2022-01-14,31.61411
2022-01-15,16.83591
2022-01-16,17.02298
2022-01-17,33.88562
2022-01-18,33.59166
2022-01-19,28.2202
2022-01-20,28.51416
2022-01-21,25.36076
2022-01-22,13.442
2022-01-23,14.53768
2022-01-24,28.38054
2022-01-25,30.27792
2022-01-26,27.92624
2022-01-27,26.02886
2022-01-28,26.85729
2022-01-29,14.59112
2022-01-30,11.30411
2022-01-31,9.21966
2022-02-01,9.38001
2022-02-02,11.65152
2022-02-03,32.52271
2022-02-04,28.59433
2022-02-05,17.23677
2022-02-06,14.4575
2022-02-07,31.23997
2022-02-08,28.35382
2022-02-09,28.51416
2022-02-10,30.62533
2022-02-11,26.34954
2022-02-12,16.40833
2022-02-13,12.82736
2022-02-14,27.89951
2022-02-15,30.01068
2022-02-16,28.62105
2022-02-17,25.94869
2022-02-18,24.18492
2022-02-19,13.30839
2022-02-20,13.25494
2022-02-21,29.10208
2022-02-22,28.24692
2022-02-23,27.68572
2022-02-24,27.84607
2022-02-25,32.36237
2022-02-26,15.71352
2022-02-27,15.473
2022-02-28,35.91662
2022-03-01,21.80652
2022-03-02,37.2528
2022-03-03,33.6451
2022-03-04,31.61411
2022-03-05,16.72902
2022-03-06,13.62907
2022-03-07,33.1908
2022-03-08,34.60716
2022-03-09,14.85836
2022-03-10,36.18385
2022-03-11,33.21753
2022-03-12,14.53768
2022-03-13,15.473
2022-03-14,36.07696
2022-03-15,39.71138
2022-03-16,36.10368
2022-03-17,29.87707
2022-03-18,26.40299
2022-03-19,12.96098
2022-03-20,12.13254
2022-03-21,29.39604
2022-03-22,26.96419
2022-03-23,25.94869
2022-03-24,24.79957
2022-03-25,26.02886
2022-03-26,13.73597
2022-03-27,13.442
2022-03-28,26.02886
2022-03-29,27.28487
2022-03-30,27.31159
2022-03-31,29.42276
2022-04-01,29.98396
2022-04-02,12.5334
2022-04-03,11.91876
2022-04-04,27.2047
2022-04-05,29.60983
2022-04-06,27.60555
2022-04-07,27.84607
2022-04-08,24.90646
2022-04-09,11.86531
2022-04-10,12.85408
2022-04-11,30.67878
2022-04-12,28.46071
2022-04-13,26.93746
2022-04-14,32.95029
2022-04-15,28.00641
2022-04-16,11.27739
2022-04-17,17.66435
2022-04-18,31.05291
2022-04-19,26.24265
2022-04-20,26.0823
2022-04-21,25.04008
2022-04-22,23.27632
2022-04-23,11.11704
2022-04-24,12.18599
2022-04-25,26.69695
2022-04-26,25.94869
2022-04-27,26.24265
2022-04-28,25.57455
2022-04-29,26.0823
2022-04-30,14.16354
2022-05-01,11.86531
2022-05-02,28.24692
2022-05-03,26.26937
2022-05-04,24.07803
2022-05-05,12.69374
2022-05-06,22.23409
2022-05-07,10.76964
2022-05-08,10.84981
2022-05-09,30.62533
2022-05-10,33.35114
2022-05-11,31.1598
2022-05-12,28.05986
2022-05-13,25.01336
2022-05-14,12.82736
2022-05-15,11.91876
2022-05-16,29.90379
2022-05-17,27.73917
2022-05-18,25.01336
2022-05-19,23.597
2022-05-20,21.43238
2022-05-21,10.79636
2022-05-22,10.52912
2022-05-23,24.77284
2022-05-24,24.93319
2022-05-25,26.77712
2022-05-26,25.25387
2022-05-27,25.20042
2022-05-28,12.37306
2022-05-29,13.33511
2022-05-30,27.49866
2022-05-31,28.1133
2022-06-01,14.75146
2022-06-02,26.85729
2022-06-03,22.95563
2022-06-04,11.86531
2022-06-05,9.88776
2022-06-06,12.15927
2022-06-07,28.27365
2022-06-08,29.52966
2022-06-09,29.28915
2022-06-10,30.97274
2022-06-11,12.31961
2022-06-12,12.58685
2022-06-13,31.32014
2022-06-14,32.68305
2022-06-15,31.13308
2022-06-16,29.26242
2022-06-17,27.01763
2022-06-18,10.79636
2022-06-19,12.5334
2022-06-20,28.19347
2022-06-21,25.81507
2022-06-22,26.61678
2022-06-23,24.7194
2022-06-24,24.53233
2022-06-25,11.70497
2022-06-26,12.13254
2022-06-27,26.53661
2022-06-28,28.40726
2022-06-29,25.92196
2022-06-30,31.02618
2022-07-01,28.59433
2022-07-02,13.57562
2022-07-03,11.78514
2022-07-04,29.28915
2022-07-05,32.6296
2022-07-06,30.2512
2022-07-07,28.72795
2022-07-08,29.50293
2022-07-09,13.41528
2022-07-10,12.88081
2022-07-11,32.60288
2022-07-12,32.12185
2022-07-13,29.74345
2022-07-14,29.15553
2022-07-15,27.23142
2022-07-16,10.36878
2022-07-17,12.4265
2022-07-18,28.14003
2022-07-19,26.00213
2022-07-20,25.70817
2022-07-21,22.98236
2022-07-22,21.40566
2022-07-23,11.65152
2022-07-24,10.02137
2022-07-25,25.89524
2022-07-26,27.55211
2022-07-27,24.63923
2022-07-28,24.47888
2022-07-29,27.0978
2022-07-30,12.58685
2022-07-31,13.01443
2022-08-01,28.30037
2022-08-02,25.60128
2022-08-03,27.28487
2022-08-04,28.96846
2022-08-05,24.95991
2022-08-06,12.82736
2022-08-07,11.81186
2022-08-08,28.05986
2022-08-09,23.1427
2022-08-10,29.39604
2022-08-11,27.25815
2022-08-12,24.7194
2022-08-13,11.14377
2022-08-14,9.75414
2022-08-15,11.54462
2022-08-16,26.99091
2022-08-17,28.40726
2022-08-18,24.95991
2022-08-19,23.43666
2022-08-20,9.99465
2022-08-21,11.83858
2022-08-22,24.45216
2022-08-23,24.26509
2022-08-24,23.51683
2022-08-25,25.44094
2022-08-26,22.5815
2022-08-27,11.01015
2022-08-28,10.90326
2022-08-29,25.09353
2022-08-30,27.73917
2022-08-31,27.659
2022-09-01,29.04863
2022-09-02,23.46338
2022-09-03,11.22394
2022-09-04,11.89203
2022-09-05,23.86424
2022-09-06,27.71245
2022-09-07,23.65045
2022-09-08,22.79529
2022-09-09,9.0326
2022-09-10,6.78781
2022-09-11,9.21966
2022-09-12,12.21272
2022-09-13,31.29342
2022-09-14,31.32014
2022-09-15,31.23997
2022-09-16,26.37626
2022-09-17,12.72047
2022-09-18,12.15927
2022-09-19,29.44949
2022-09-20,26.61678
2022-09-21,25.38749
2022-09-22,23.46338
2022-09-23,22.28754
2022-09-24,11.78514
2022-09-25,10.63602
2022-09-26,26.61678
2022-09-27,27.92624
2022-09-28,25.20042
2022-09-29,27.44521
2022-09-30,25.70817
2022-10-01,11.11704
2022-10-02,9.13949
2022-10-03,14.32389
2022-10-04,31.02618
2022-10-05,27.79262
2022-10-06,28.00641
2022-10-07,24.45216
2022-10-08,11.46445
2022-10-09,9.24639
2022-10-10,11.81186
2022-10-11,30.67878
2022-10-12,30.09086
2022-10-13,27.63228
2022-10-14,28.94174
2022-10-15,12.23944
2022-10-16,12.31961
2022-10-17,28.30037
2022-10-18,28.24692
2022-10-19,23.43666
2022-10-20,25.12025
2022-10-21,22.18065
2022-10-22,9.21966
2022-10-23,9.05932
2022-10-24,23.89096
2022-10-25,26.34954
2022-10-26,25.86851
2022-10-27,24.63923
2022-10-28,21.80652
2022-10-29,10.02137
2022-10-30,8.0171
2022-10-31,26.91074
2022-11-01,30.49171
2022-11-02,27.23142
2022-11-03,21.94013
2022-11-04,24.69267
2022-11-05,11.43773
2022-11-06,10.76964
2022-11-07,26.96419
2022-11-08,26.53661
2022-11-09,24.82629
2022-11-10,30.99946
2022-11-11,26.24265
2022-11-12,12.61357
2022-11-13,10.42223
2022-11-14,28.32709
2022-11-15,29.26242
2022-11-16,26.26937
2022-11-17,26.16247
2022-11-18,23.89096
2022-11-19,10.52912
2022-11-20,12.61357
2022-11-21,27.2047
2022-11-22,24.26509
2022-11-23,26.45644
2022-11-24,26.32282
2022-11-25,23.30304
2022-11-26,11.03687
2022-11-27,11.78514
2022-11-28,24.0513
2022-11-29,24.58578
2022-11-30,29.31587
2022-12-01,26.53661
2022-12-02,23.62373
2022-12-03,10.07482
2022-12-04,12.50668
2022-12-05,26.53661
2022-12-06,25.57455
2022-12-07,26.85729
2022-12-08,29.47621
2022-12-09,25.04008
2022-12-10,13.25494
2022-12-11,12.23944
2022-12-12,29.28915
2022-12-13,30.73222
2022-12-14,28.7814
2022-12-15,27.07108
2022-12-16,25.04008
2022-12-17,12.13254
2022-12-18,12.02565
2022-12-19,40.08551
2022-12-20,33.1908
2022-12-21,27.97969
2022-12-22,25.60128
2022-12-23,24.02458
2022-12-24,12.10582
2022-12-25,12.13254
2022-12-26,31.53393
2022-12-27,29.69
2022-12-28,28.7814
2022-12-29,27.95296
2022-12-30,30.59861
2022-12-31,14.75146
2023-01-01,17.0497
2023-01-02,34.84767
2023-01-03,33.93907
2023-01-04,33.77872
2023-01-05,33.32442
2023-01-06,28.83484
2023-01-07,15.74024
2023-01-08,15.09887
2023-01-09,30.91929
2023-01-10,38.90967
2023-01-11,36.2373
2023-01-12,32.68305
2023-01-13,32.49599
2023-01-14,16.70229
2023-01-15,16.22127
2023-01-16,37.68038
2023-01-17,32.14858
2023-01-18,29.18225
2023-01-19,25.78834
2023-01-20,22.87546
2023-01-21,10.23516
2023-01-22,10.9567
2023-01-23,11.78514
2023-01-24,14.59112
2023-01-25,27.63228
2023-01-26,31.29342
2023-01-27,29.2357
2023-01-28,16.91608
2023-01-29,14.99198
2023-01-30,32.7365
2023-01-31,36.2373
2023-02-01,33.48476
2023-02-02,31.07963
2023-02-03,28.38054
2023-02-04,14.96525
2023-02-05,14.64457
2023-02-06,29.60983
2023-02-07,30.2512
2023-02-08,30.22447
2023-02-09,28.99518
2023-02-10,33.05718
2023-02-11,15.87386
2023-02-12,15.95403
2023-02-13,35.46231
2023-02-14,35.11491
2023-02-15,34.04596
2023-02-16,35.38214
2023-02-17,30.59861
2023-02-18,16.1411
2023-02-19,15.49973
2023-02-20,33.03046
2023-02-21,32.25547
2023-02-22,30.35809
2023-02-23,29.31587
2023-02-24,33.05718
2023-02-25,15.92731
2023-02-26,15.55318
2023-02-27,32.68305
2023-02-28,39.57776
2023-03-01,23.27632
2023-03-02,37.06574
2023-03-03,34.25975
2023-03-04,17.87814
2023-03-05,15.68679
2023-03-06,38.74933
2023-03-07,41.82255
2023-03-08,35.99679
2023-03-09,33.00374
2023-03-10,36.74505
2023-03-11,16.64885
2023-03-12,16.43506
2023-03-13,37.52004
2023-03-14,40.40619
2023-03-15,40.05879
2023-03-16,34.36664
2023-03-17,30.83912
2023-03-18,13.30839
2023-03-19,13.49545
2023-03-20,32.12185
2023-03-21,32.68305
2023-03-22,29.66328
2023-03-23,29.2357
2023-03-24,28.40726
2023-03-25,12.85408
2023-03-26,16.96953
2023-03-27,32.06841
2023-03-28,32.1753
2023-03-29,26.56333
2023-03-30,28.05986
2023-03-31,31.74772
2023-04-01,13.76269
2023-04-02,13.62907
2023-04-03,29.87707
2023-04-04,29.20897
2023-04-05,32.49599
2023-04-06,29.58311
2023-04-07,26.13575
2023-04-08,12.15927
2023-04-09,11.81186
2023-04-10,33.99251
2023-04-11,32.68305
2023-04-12,28.48743
2023-04-13,26.42971
2023-04-14,27.79262
2023-04-15,13.20149
2023-04-16,11.09032
2023-04-17,30.81239
2023-04-18,28.05986
2023-04-19,24.13148
2023-04-20,24.82629
2023-04-21,21.72634
2023-04-22,9.16622
2023-04-23,10.0481
2023-04-24,22.71512
2023-04-25,25.41421
2023-04-26,21.19187
2023-04-27,22.34099
2023-04-28,19.96258
2023-04-29,9.67397
2023-04-30,9.64724
2023-05-01,14.53768
2023-05-02,24.95991
2023-05-03,24.77284
2023-05-04,22.74184
2023-05-05,11.09032
2023-05-06,10.47568
2023-05-07,9.54035
2023-05-08,25.0668
2023-05-09,28.62105
2023-05-10,28.75467
2023-05-11,25.01336
2023-05-12,25.12025
2023-05-13,12.15927
2023-05-14,9.96793
2023-05-15,29.52966
2023-05-16,25.70817
2023-05-17,27.52538
2023-05-18,23.99786
2023-05-19,20.47033
2023-05-20,10.10154
2023-05-21,8.36451
2023-05-22,23.94441
2023-05-23,23.19615
2023-05-24,22.28754
2023-05-25,24.39871
2023-05-26,18.92036
2023-05-27,7.5628
2023-05-28,8.25761
