date,하이브주가
2021-06-17,12.67275
2021-06-18,21.37627
2021-06-19,6.51192
2021-06-20,4.09304
2021-06-21,16.03075
2021-06-22,19.70211
2021-06-23,20.37139
2021-06-24,16.37796
2021-06-25,13.78693
2021-06-26,2.51075
2021-06-27,2.0852
2021-06-28,13.53933
2021-06-29,27.34271
2021-06-30,19.98065
2021-07-01,18.44673
2021-07-02,15.77058
2021-07-03,3.5669
2021-07-04,2.80477
2021-07-05,14.69993
2021-07-06,12.89037
2021-07-07,14.42816
2021-07-08,13.83142
2021-07-09,17.52018
2021-07-10,3.98375
2021-07-11,3.04947
2021-07-12,14.93399
2021-07-13,18.33744
2021-07-14,18.19527
2021-07-15,14.92335
2021-07-16,12.73949
2021-07-17,2.07553
2021-07-18,1.86082
2021-07-19,11.11755
2021-07-20,14.98815
2021-07-21,14.68833
2021-07-22,12.92905
2021-07-23,10.77808
2021-07-24,2.28057
2021-07-25,1.63837
2021-07-26,9.97533
2021-07-27,9.86217
2021-07-28,8.99753
2021-07-29,9.02945
2021-07-30,9.16001
2021-07-31,1.78732
2021-08-01,1.67609
2021-08-02,9.0778
2021-08-03,9.82059
2021-08-04,10.06721
2021-08-05,9.65714
2021-08-06,11.14754
2021-08-07,2.26219
2021-08-08,1.87146
2021-08-09,9.88055
2021-08-10,10.77711
2021-08-11,10.0972
2021-08-12,8.83795
2021-08-13,8.56714
2021-08-14,1.63837
2021-08-15,1.55713
2021-08-16,2.03975
2021-08-17,8.6126
2021-08-18,9.1958
2021-08-19,8.71995
2021-08-20,10.16877
2021-08-21,2.15387
2021-08-22,1.67512
2021-08-23,9.25093
2021-08-24,9.21514
2021-08-25,8.06615
2021-08-26,7.57386
2021-08-27,6.8069
2021-08-28,1.25924
2021-08-29,1.21669
2021-08-30,7.1338
2021-08-31,7.47424
2021-09-01,6.91135
2021-09-02,6.94714
2021-09-03,8.14739
2021-09-04,1.70027
2021-09-05,1.29503
2021-09-06,7.53034
2021-09-07,6.76435
2021-09-08,7.16669
2021-09-09,6.90942
2021-09-10,14.63223
2021-09-11,1.88306
2021-09-12,1.57357
2021-09-13,8.75284
2021-09-14,11.98317
2021-09-15,9.13777
2021-09-16,7.55549
2021-09-17,7.65704
2021-09-18,1.38401
2021-09-19,0.94685
2021-09-20,0.9807
2021-09-21,1.15963
2021-09-22,1.16446
2021-09-23,7.48875
2021-09-24,7.25276
2021-09-25,1.53489
2021-09-26,1.18284
2021-09-27,8.15416
2021-09-28,10.37284
2021-09-29,9.86314
2021-09-30,13.48711
2021-10-01,10.26935
2021-10-02,1.81826
2021-10-03,2.03007
2021-10-04,2.51946
2021-10-05,12.12824
2021-10-06,10.64461
2021-10-07,10.22486
2021-10-08,9.10198
2021-10-09,1.64611
2021-10-10,1.33275
2021-10-11,1.55229
2021-10-12,8.12224
2021-10-13,7.50519
2021-10-14,9.41438
2021-10-15,15.03167
2021-10-16,2.1471
2021-10-17,2.07553
2021-10-18,11.6021
2021-10-19,16.10909
2021-10-20,17.92349
2021-10-21,15.96885
2021-10-22,13.13313
2021-10-23,1.78441
2021-10-24,1.67609
2021-10-25,11.6553
2021-10-26,16.91764
2021-10-27,15.7406
2021-10-28,14.07611
2021-10-29,12.53155
2021-10-30,2.63649
2021-10-31,2.19836
2021-11-01,14.78504
2021-11-02,14.98331
2021-11-03,14.31113
2021-11-04,22.03104
2021-11-05,26.17534
2021-11-06,4.94317
2021-11-07,4.24391
2021-11-08,23.09589
2021-11-09,20.11025
2021-11-10,18.21654
2021-11-11,16.79965
2021-11-12,18.66724
2021-11-13,3.95086
2021-11-14,3.22936
2021-11-15,20.41684
2021-11-16,20.43909
2021-11-17,19.50964
2021-11-18,19.17597
2021-11-19,16.78224
2021-11-20,3.32124
2021-11-21,3.40925
2021-11-22,24.29131
2021-11-23,18.7804
2021-11-24,16.9012
2021-11-25,15.28797
2021-11-26,14.92431
2021-11-27,3.10846
2021-11-28,3.40732
2021-11-29,16.68552
2021-11-30,14.87402
2021-12-01,17.15363
2021-12-02,23.65975
2021-12-03,18.81715
2021-12-04,4.4799
2021-12-05,3.53885
2021-12-06,16.53851
2021-12-07,14.48812
2021-12-08,13.63992
2021-12-09,15.0868
2021-12-10,11.75201
2021-12-11,2.11035
2021-12-12,2.11228
2021-12-13,12.44741
2021-12-14,11.08274
2021-12-15,10.48116
2021-12-16,9.99081
2021-12-17,8.2915
2021-12-18,1.48846
2021-12-19,1.3134
2021-12-20,8.96078
2021-12-21,9.73934
2021-12-22,9.39407
2021-12-23,9.47337
2021-12-24,8.51588
2021-12-25,1.49813
2021-12-26,1.57454
2021-12-27,8.28183
2021-12-28,13.10411
2021-12-29,10.8274
2021-12-30,8.97432
2021-12-31,3.3164
2022-01-01,1.57551
2022-01-02,1.7525
2022-01-03,9.39116
2022-01-04,9.5285
2022-01-05,12.29169
2022-01-06,13.71149
2022-01-07,11.68528
2022-01-08,2.06973
2022-01-09,1.82213
2022-01-10,11.57406
2022-01-11,10.5537
2022-01-12,11.00923
2022-01-13,9.79447
2022-01-14,9.95309
2022-01-15,1.97495
2022-01-16,2.00203
2022-01-17,8.98302
2022-01-18,9.56332
2022-01-19,10.25194
2022-01-20,12.06054
2022-01-21,11.02277
2022-01-22,1.94786
2022-01-23,1.70607
2022-01-24,9.4608
2022-01-25,8.98399
2022-01-26,13.31399
2022-01-27,11.43672
2022-01-28,12.2385
2022-01-29,2.12582
2022-01-30,1.60646
2022-01-31,1.502
2022-02-01,1.94496
2022-02-02,1.99235
2022-02-03,10.06915
2022-02-04,11.25102
2022-02-05,2.83572
2022-02-06,2.17805
2022-02-07,10.32835
2022-02-08,11.34677
2022-02-09,10.09913
2022-02-10,8.79636
2022-02-11,7.83693
2022-02-12,1.68383
2022-02-13,1.38691
2022-02-14,7.68992
2022-02-15,9.76062
2022-02-16,10.96087
2022-02-17,12.02572
2022-02-18,9.87378
2022-02-19,2.01073
2022-02-20,1.78828
2022-02-21,13.47067
2022-02-22,15.81314
2022-02-23,18.34808
2022-02-24,15.56458
2022-02-25,13.36331
2022-02-26,2.32216
2022-02-27,1.84631
2022-02-28,11.43188
2022-03-01,2.53784
2022-03-02,10.54983
2022-03-03,11.7288
2022-03-04,10.09333
2022-03-05,2.15871
2022-03-06,1.65578
2022-03-07,9.40954
2022-03-08,8.16867
2022-03-09,1.57647
2022-03-10,10.66976
2022-03-11,12.01702
2022-03-12,2.43048
2022-03-13,2.36278
2022-03-14,11.11562
2022-03-15,10.77808
2022-03-16,10.31771
2022-03-17,10.58658
2022-03-18,9.61555
2022-03-19,1.77861
2022-03-20,1.39561
2022-03-21,8.26732
2022-03-22,9.1397
2022-03-23,13.36428
2022-03-24,10.40669
2022-03-25,9.7229
2022-03-26,2.13743
2022-03-27,1.38304
2022-03-28,8.90855
2022-03-29,8.86406
2022-03-30,12.03636
2022-03-31,11.6524
2022-04-01,17.66042
2022-04-02,4.17331
2022-04-03,3.54369
2022-04-04,22.27477
2022-04-05,13.09347
2022-04-06,12.38067
2022-04-07,11.21814
2022-04-08,11.97543
2022-04-09,2.67227
2022-04-10,3.14328
2022-04-11,12.88553
2022-04-12,11.60597
2022-04-13,15.3431
2022-04-14,12.59828
2022-04-15,9.85154
2022-04-16,1.86662
2022-04-17,1.8821
2022-04-18,12.21142
2022-04-19,9.81768
2022-04-20,16.47952
2022-04-21,13.12829
2022-04-22,10.96668
2022-04-23,2.13356
2022-04-24,1.81536
2022-04-25,9.84863
2022-04-26,10.85449
2022-04-27,9.98017
2022-04-28,9.02654
2022-04-29,9.6494
2022-04-30,1.44977
2022-05-01,1.27375
2022-05-02,8.7538
2022-05-03,8.8128
2022-05-04,9.53817
2022-05-05,2.13066
2022-05-06,8.34856
2022-05-07,1.52135
2022-05-08,1.34726
2022-05-09,8.47816
2022-05-10,9.89893
2022-05-11,8.6184
2022-05-12,11.31389
2022-05-13,9.41921
2022-05-14,1.75443
2022-05-15,1.4314
2022-05-16,9.23642
2022-05-17,8.40079
2022-05-18,8.29053
2022-05-19,8.16093
2022-05-20,11.0779
2022-05-21,2.52623
2022-05-22,2.0852
2022-05-23,8.39885
2022-05-24,7.41331
2022-05-25,7.17539
2022-05-26,7.10479
2022-05-27,8.44141
2022-05-28,1.79118
2022-05-29,1.34629
2022-05-30,8.92112
2022-05-31,8.65032
2022-06-01,2.04555
2022-06-02,6.48387
2022-06-03,6.42874
2022-06-04,1.17317
2022-06-05,1.01358
2022-06-06,1.19541
2022-06-07,6.05928
2022-06-08,6.39682
2022-06-09,6.97906
2022-06-10,6.5419
2022-06-11,1.38884
2022-06-12,1.04163
2022-06-13,11.40287
2022-06-14,9.91053
2022-06-15,100.0
2022-06-16,62.67517
2022-06-17,31.22201
2022-06-18,7.38623
2022-06-19,6.32332
2022-06-20,19.59765
2022-06-21,14.66318
2022-06-22,14.91368
2022-06-23,14.79181
2022-06-24,13.57899
2022-06-25,3.18197
2022-06-26,2.30765
2022-06-27,11.41447
2022-06-28,10.42023
2022-06-29,9.42888
2022-06-30,8.75961
2022-07-01,8.43367
2022-07-02,1.80569
2022-07-03,1.32017
2022-07-04,7.61835
2022-07-05,8.18704
2022-07-06,8.65902
2022-07-07,9.84283
2022-07-08,10.044
2022-07-09,1.66932
2022-07-10,1.30373
2022-07-11,8.15416
2022-07-12,7.11252
2022-07-13,6.69955
2022-07-14,7.14541
2022-07-15,6.5419
2022-07-16,1.29213
2022-07-17,0.99037
2022-07-18,6.91039
2022-07-19,5.94999
2022-07-20,6.88427
2022-07-21,6.2798
2022-07-22,11.07597
2022-07-23,1.5726
2022-07-24,1.45171
2022-07-25,9.94632
2022-07-26,8.12901
2022-07-27,7.0632
2022-07-28,6.97035
2022-07-29,8.15126
2022-07-30,1.35789
2022-07-31,0.99617
2022-08-01,8.79539
2022-08-02,9.05943
2022-08-03,8.70158
2022-08-04,8.29633
2022-08-05,7.68412
2022-08-06,1.38401
2022-08-07,1.12384
2022-08-08,7.57386
2022-08-09,8.75187
2022-08-10,7.63286
2022-08-11,7.75085
2022-08-12,7.72377
2022-08-13,1.81053
2022-08-14,1.54359
2022-08-15,1.78538
2022-08-16,9.12036
2022-08-17,7.78954
2022-08-18,7.54678
2022-08-19,8.8689
2022-08-20,1.69253
2022-08-21,1.35983
2022-08-22,7.07674
2022-08-23,8.14642
2022-08-24,6.96068
2022-08-25,6.81077
2022-08-26,6.32815
2022-08-27,1.26215
2022-08-28,1.16059
2022-08-29,7.11929
2022-08-30,6.60573
2022-08-31,9.17259
2022-09-01,9.70162
2022-09-02,7.33691
2022-09-03,1.27665
2022-09-04,1.3666
2022-09-05,6.63765
2022-09-06,7.32143
2022-09-07,6.4887
2022-09-08,5.09502
2022-09-09,0.98457
2022-09-10,0.72827
2022-09-11,0.82112
2022-09-12,0.94105
2022-09-13,6.6125
2022-09-14,5.57183
2022-09-15,5.21882
2022-09-16,5.64824
2022-09-17,1.09386
2022-09-18,1.07065
2022-09-19,6.72759
2022-09-20,5.2517
2022-09-21,5.21978
2022-09-22,5.87262
2022-09-23,5.03989
2022-09-24,1.04743
2022-09-25,0.88979
2022-09-26,6.01092
2022-09-27,5.63663
2022-09-28,7.49069
2022-09-29,6.00125
2022-09-30,5.12113
2022-10-01,0.91687
2022-10-02,0.81918
2022-10-03,0.92751
2022-10-04,4.98089
2022-10-05,5.69369
2022-10-06,4.92093
2022-10-07,6.58639
2022-10-08,1.41012
2022-10-09,1.08322
2022-10-10,1.40238
2022-10-11,6.21693
2022-10-12,6.92393
2022-10-13,6.82721
2022-10-14,7.21504
2022-10-15,2.51559
2022-10-16,1.42076
2022-10-17,13.55964
2022-10-18,12.65051
2022-10-19,8.30504
2022-10-20,6.17534
2022-10-21,5.80008
2022-10-22,1.15479
2022-10-23,0.82595
2022-10-24,5.07277
2022-10-25,5.25847
2022-10-26,5.14048
2022-10-27,5.45384
2022-10-28,5.04763
2022-10-29,1.00101
2022-10-30,0.74568
2022-10-31,4.98283
2022-11-01,5.07374
2022-11-02,5.79041
2022-11-03,5.066
2022-11-04,4.59596
2022-11-05,1.00778
2022-11-06,0.71183
2022-11-07,4.27583
2022-11-08,4.91319
2022-11-09,5.21882
2022-11-10,4.477
2022-11-11,7.34658
2022-11-12,1.32211
2022-11-13,1.0397
2022-11-14,5.78751
2022-11-15,5.0573
2022-11-16,5.33101
2022-11-17,5.25267
2022-11-18,4.57855
2022-11-19,1.04937
2022-11-20,1.15963
2022-11-21,5.51187
2022-11-22,4.55921
2022-11-23,5.82233
2022-11-24,5.12307
2022-11-25,4.04371
2022-11-26,0.73988
2022-11-27,0.64993
2022-11-28,3.8232
2022-11-29,4.97799
2022-11-30,4.26616
2022-12-01,7.10092
2022-12-02,4.69074
2022-12-03,0.69829
2022-12-04,0.72247
2022-12-05,4.87064
2022-12-06,4.19652
2022-12-07,4.1559
2022-12-08,3.84641
2022-12-09,7.13187
2022-12-10,1.28342
2022-12-11,1.14125
2022-12-12,5.81072
2022-12-13,5.39484
2022-12-14,6.0206
2022-12-15,4.90352
2022-12-16,6.0235
2022-12-17,1.03583
2022-12-18,0.9778
2022-12-19,5.86295
2022-12-20,5.02442
2022-12-21,5.92581
2022-12-22,8.27022
2022-12-23,6.69858
2022-12-24,1.16833
2022-12-25,0.9836
2022-12-26,5.35519
2022-12-27,5.0544
2022-12-28,5.00701
2022-12-29,5.15788
2022-12-30,2.47787
2022-12-31,0.92074
2023-01-01,0.96909
2023-01-02,5.55442
2023-01-03,7.88239
2023-01-04,6.2237
2023-01-05,5.7614
2023-01-06,6.4858
2023-01-07,1.27569
2023-01-08,1.20218
2023-01-09,6.64732
2023-01-10,5.54475
2023-01-11,5.45577
2023-01-12,5.08341
2023-01-13,5.14048
2023-01-14,0.98747
2023-01-15,0.88592
2023-01-16,5.49252
2023-01-17,5.13177
2023-01-18,5.40161
2023-01-19,8.82827
2023-01-20,6.45485
2023-01-21,1.59195
2023-01-22,1.02809
2023-01-23,1.41012
2023-01-24,1.29986
2023-01-25,6.4887
2023-01-26,8.52942
2023-01-27,7.82436
2023-01-28,1.89177
2023-01-29,1.58518
2023-01-30,6.83205
2023-01-31,6.6715
2023-02-01,5.79911
2023-02-02,6.00802
2023-02-03,7.17732
2023-02-04,1.59388
2023-02-05,1.4285
2023-02-06,6.91522
2023-02-07,6.68214
2023-02-08,8.85052
2023-02-09,10.26645
2023-02-10,72.13308
2023-02-11,11.61468
2023-02-12,5.80008
2023-02-13,26.07089
2023-02-14,28.62517
2023-02-15,20.67024
2023-02-16,20.0648
2023-02-17,18.42642
2023-02-18,3.56303
2023-02-19,2.56201
2023-02-20,15.3518
2023-02-21,12.29459
2023-02-22,20.2118
2023-02-23,14.38367
2023-02-24,10.86126
2023-02-25,2.22351
2023-02-26,1.81536
2023-02-27,10.70071
2023-02-28,12.22302
2023-03-01,2.8541
2023-03-02,9.68518
2023-03-03,10.4386
2023-03-04,2.96629
2023-03-05,2.43628
2023-03-06,13.43972
2023-03-07,16.74935
2023-03-08,15.35567
2023-03-09,11.03438
2023-03-10,11.43478
2023-03-11,3.06784
2023-03-12,7.59901
2023-03-13,21.6877
2023-03-14,15.32472
2023-03-15,11.63015
2023-03-16,9.56042
2023-03-17,8.33019
2023-03-18,1.45461
2023-03-19,1.25924
2023-03-20,8.64451
2023-03-21,8.44334
2023-03-22,7.88626
2023-03-23,7.21795
2023-03-24,7.91044
2023-03-25,1.59678
2023-03-26,1.03196
2023-03-27,7.86014
2023-03-28,7.11736
2023-03-29,6.91232
2023-03-30,6.59509
2023-03-31,6.36587
2023-04-01,1.16833
2023-04-02,0.95846
2023-04-03,5.6966
2023-04-04,6.56704
2023-04-05,6.16083
2023-04-06,12.64567
2023-04-07,10.98312
2023-04-08,1.63547
2023-04-09,1.1693
2023-04-10,9.67164
2023-04-11,9.59234
2023-04-12,11.25392
2023-04-13,13.72793
2023-04-14,16.11199
2023-04-15,2.62295
2023-04-16,2.38696
2023-04-17,13.8585
2023-04-18,12.31877
2023-04-19,10.91251
2023-04-20,10.47149
2023-04-21,7.61738
2023-04-22,1.3666
2023-04-23,1.71768
2023-04-24,7.85144
2023-04-25,7.96073
2023-04-26,8.17931
2023-04-27,6.67537
2023-04-28,7.35818
2023-04-29,1.63547
2023-04-30,1.29696
2023-05-01,2.4092
2023-05-02,10.63687
2023-05-03,13.78016
2023-05-04,8.72189
2023-05-05,1.84631
2023-05-06,1.32888
2023-05-07,1.27665
2023-05-08,7.5903
2023-05-09,6.81367
2023-05-10,6.09217
2023-05-11,6.17437
2023-05-12,6.30494
2023-05-13,1.22056
2023-05-14,1.0426
2023-05-15,5.71014
2023-05-16,7.52937
2023-05-17,7.86208
2023-05-18,6.78369
2023-05-19,5.98965
2023-05-20,1.1045
2023-05-21,1.02519
2023-05-22,8.90855
2023-05-23,6.02156
2023-05-24,5.92098
2023-05-25,4.93544
2023-05-26,4.85516
2023-05-27,1.32695
2023-05-28,1.74669
2023-05-29,1.28439
2023-05-30,5.69466
2023-05-31,9.98307
2023-06-01,8.32051
2023-06-02,6.98002
2023-06-03,1.56583
2023-06-04,1.6993
2023-06-05,5.47415
2023-06-06,1.64708
2023-06-07,5.26814
2023-06-08,4.4828
2023-06-09,7.45007
2023-06-10,1.76217
2023-06-11,1.3782
2023-06-12,8.6242
2023-06-13,7.1986
2023-06-14,7.7199
2023-06-15,7.80308
2023-06-16,6.28076
2023-06-17,1.56583
2023-06-18,1.32888
2023-06-19,6.06122
2023-06-20,5.52444
2023-06-21,5.29619
2023-06-22,7.30983
2023-06-23,5.62212
2023-06-24,1.09386
2023-06-25,0.86657
2023-06-26,4.76522
2023-06-27,4.88901
2023-06-28,4.46636
2023-06-29,4.61917
2023-06-30,4.49054
2023-07-01,0.95265
2023-07-02,0.78146
2023-07-03,5.00507
2023-07-04,5.57473
2023-07-05,4.64625
2023-07-06,4.61144
2023-07-07,4.77102
2023-07-08,1.05034
2023-07-09,1.1722
2023-07-10,10.41926
2023-07-11,6.9365
2023-07-12,7.20344
2023-07-13,8.38628
2023-07-14,6.79529
2023-07-15,1.74766
2023-07-16,1.45268
2023-07-17,6.29624
2023-07-18,5.5196
2023-07-19,5.3755
2023-07-20,6.2295
2023-07-21,7.452
2023-07-22,1.59098
2023-07-23,1.49717
2023-07-24,6.00802
2023-07-25,8.29633
2023-07-26,6.93166
2023-07-27,5.82329
2023-07-28,5.23526
2023-07-29,1.32114
2023-07-30,1.12287
2023-07-31,4.89095
2023-08-01,6.50708
2023-08-02,5.34358
2023-08-03,5.56409
2023-08-04,8.09033
2023-08-05,1.71671
2023-08-06,1.48749
2023-08-07,6.65989
2023-08-08,9.79641
2023-08-09,8.66966
2023-08-10,6.26335
2023-08-11,5.94226
2023-08-12,1.67222
2023-08-13,1.61613
2023-08-14,5.48285
2023-08-15,1.67996
2023-08-16,5.33971
2023-08-17,5.18303
2023-08-18,4.50118
2023-08-19,1.16736
2023-08-20,1.3782
2023-08-21,4.58242
2023-08-22,4.54277
2023-08-23,4.89675
2023-08-24,4.66463
2023-08-25,4.3474
2023-08-26,0.89462
2023-08-27,1.00294
2023-08-28,4.37158
2023-08-29,4.85903
2023-08-30,4.31645
2023-08-31,4.5476
2023-09-01,4.05919
2023-09-02,1.03099
2023-09-03,0.86561
2023-09-04,4.03501
2023-09-05,3.64524
2023-09-06,3.29029
2023-09-07,3.27772
2023-09-08,3.06301
2023-09-09,0.75342
2023-09-10,0.72827
2023-09-11,3.43633
2023-09-12,3.46244
2023-09-13,3.09396
2023-09-14,3.26224
2023-09-15,3.26127
2023-09-16,0.6654
2023-09-17,0.63542
2023-09-18,2.94114
2023-09-19,3.01175
2023-09-20,3.58721
2023-09-21,6.37168
2023-09-22,4.32902
2023-09-23,0.99714
2023-09-24,0.77179
2023-09-25,4.88128
2023-09-26,3.59011
2023-09-27,3.15198
2023-09-28,0.72247
2023-09-29,0.54644
2023-09-30,0.68862
2023-10-01,0.72924
2023-10-02,0.90429
2023-10-03,0.68475
2023-10-04,4.11238
2023-10-05,3.21195
2023-10-06,2.77963
2023-10-07,0.6654
2023-10-08,0.61995
2023-10-09,0.74955
2023-10-10,3.08428
2023-10-11,2.80671
2023-10-12,4.07466
2023-10-13,3.45084
2023-10-14,0.69732
2023-10-15,0.58706
2023-10-16,2.86957
2023-10-17,2.76125
2023-10-18,2.56298
2023-10-19,3.00498
2023-10-20,2.90826
2023-10-21,0.72247
2023-10-22,0.7805
2023-10-23,3.53692
2023-10-24,3.20228
2023-10-25,2.94308
2023-10-26,11.26746
2023-10-27,5.08922
2023-10-28,1.16253
2023-10-29,0.90816
2023-10-30,3.81836
2023-10-31,3.20808
2023-11-01,4.44122
2023-11-02,6.43841
2023-11-03,6.21596
2023-11-04,1.77668
2023-11-05,1.28149
2023-11-06,5.54378
2023-11-07,5.17916
2023-11-08,4.29227
2023-11-09,4.11915
2023-11-10,3.32317
2023-11-11,0.90236
2023-11-12,0.82886
2023-11-13,4.67527
2023-11-14,3.8377
2023-11-15,4.10658
2023-11-16,3.78548
2023-11-17,12.03636
2023-11-18,2.35891
2023-11-19,1.65578
2023-11-20,5.27588
2023-11-21,5.07471
2023-11-22,4.31452
2023-11-23,5.17626
2023-11-24,3.86865
2023-11-25,1.35306
2023-11-26,0.94491
2023-11-27,4.05822
2023-11-28,3.8261
2023-11-29,3.6433
2023-11-30,3.64717
2023-12-01,3.54272
2023-12-02,0.93234
2023-12-03,0.73891
2023-12-04,3.65878
2023-12-05,3.97698
2023-12-06,7.88142
2023-12-07,5.00024
2023-12-08,5.2488
2023-12-09,1.26118
2023-12-10,1.46332
2023-12-11,4.93254
2023-12-12,4.63175
2023-12-13,3.92572
2023-12-14,4.63465
2023-12-15,4.14623
2023-12-16,0.97393
2023-12-17,0.8482
2023-12-18,4.19362
2023-12-19,4.35997
2023-12-20,4.09884
2023-12-21,3.48856
2023-12-22,3.05624
2023-12-23,0.65573
2023-12-24,0.60544
2023-12-25,0.73988
2023-12-26,3.13361
2023-12-27,3.19067
2023-12-28,3.3164
2023-12-29,1.94109
2023-12-30,0.76115
2023-12-31,0.69152
2024-01-01,0.71666
2024-01-02,4.56018
2024-01-03,3.82513
2024-01-04,3.22065
2024-01-05,4.91513
2024-01-06,1.09386
2024-01-07,1.00004
2024-01-08,3.58334
2024-01-09,3.3783
2024-01-10,3.98181
2024-01-11,4.72459
2024-01-12,3.63267
2024-01-13,0.93718
2024-01-14,1.00488
2024-01-15,4.86193
2024-01-16,4.55437
2024-01-17,4.26036
2024-01-18,4.20523
2024-01-19,3.58914
2024-01-20,1.0542
2024-01-21,0.95169
2024-01-22,3.71101
2024-01-23,3.91024
2024-01-24,3.13167
2024-01-25,3.97311
2024-01-26,3.14618
2024-01-27,0.83272
2024-01-28,0.80177
2024-01-29,5.00314
2024-01-30,4.21296
2024-01-31,3.5669
2024-02-01,4.5389
2024-02-02,4.08433
2024-02-03,0.93428
2024-02-04,0.75825
2024-02-05,4.15977
2024-02-06,3.8261
2024-02-07,3.505
2024-02-08,3.26224
2024-02-09,0.89366
2024-02-10,0.7273
2024-02-11,0.76406
2024-02-12,0.89366
2024-02-13,4.03984
2024-02-14,5.25073
2024-02-15,4.24005
2024-02-16,3.97794
2024-02-17,0.86657
2024-02-18,1.17994
2024-02-19,4.57082
2024-02-20,3.91121
2024-02-21,4.14139
2024-02-22,4.60467
2024-02-23,3.97891
2024-02-24,1.06291
2024-02-25,1.11127
2024-02-26,5.38517
2024-02-27,11.24232
2024-02-28,7.26147
2024-02-29,6.95004
2024-03-01,2.07069
2024-03-02,1.47782
2024-03-03,1.47782
2024-03-04,6.23724
2024-03-05,7.00517
2024-03-06,6.17437
2024-03-07,7.09318
2024-03-08,6.9423
2024-03-09,1.84244
2024-03-10,1.38207
2024-03-11,6.05928
2024-03-12,5.6318
2024-03-13,4.94124
2024-03-14,4.41607
2024-03-15,3.96924
2024-03-16,1.14222
2024-03-17,0.94008
2024-03-18,4.31452
2024-03-19,4.5389
2024-03-20,4.22554
