date,투자
2020-03-20,77.87091
2020-03-21,60.60352
2020-03-22,64.96227
2020-03-23,78.2062
2020-03-24,81.55909
2020-03-25,68.56663
2020-03-26,74.01508
2020-03-27,65.54903
2020-03-28,57.08298
2020-03-29,54.06538
2020-03-30,67.47694
2020-03-31,69.06957
2020-04-01,68.39899
2020-04-02,63.03436
2020-04-03,61.02263
2020-04-04,48.78457
2020-04-05,47.0243
2020-04-06,65.38139
2020-04-07,73.00922
2020-04-08,61.19027
2020-04-09,64.37552
2020-04-10,63.78876
2020-04-11,49.87426
2020-04-12,52.22129
2020-04-13,63.45347
2020-04-14,60.9388
2020-04-15,62.95054
2020-04-16,62.61525
2020-04-17,60.51969
2020-04-18,42.74937
2020-04-19,48.78457
2020-04-20,62.02849
2020-04-21,72.84157
2020-04-22,75.44006
2020-04-23,61.86085
2020-04-24,56.74769
2020-04-25,41.91114
2020-04-26,45.85079
2020-04-27,61.86085
2020-04-28,66.47108
2020-04-29,55.15507
2020-04-30,45.68315
2020-05-01,42.91701
2020-05-02,40.82145
2020-05-03,42.83319
2020-05-04,52.22129
2020-05-05,49.45515
2020-05-06,58.42414
2020-05-07,56.24476
2020-05-08,47.35959
2020-05-09,38.55825
2020-05-10,42.58172
2020-05-11,56.16093
2020-05-12,56.16093
2020-05-13,54.48449
2020-05-14,52.72422
2020-05-15,49.70662
2020-05-16,39.06119
2020-05-17,44.42581
2020-05-18,56.91533
2020-05-19,58.84325
2020-05-20,59.09471
2020-05-21,56.83151
2020-05-22,51.46689
2020-05-23,37.38474
2020-05-24,48.70075
2020-05-25,62.69907
2020-05-26,59.09471
2020-05-27,52.47275
2020-05-28,54.65213
2020-05-29,54.40067
2020-05-30,38.13914
2020-05-31,47.19195
2020-06-01,58.75943
2020-06-02,59.93294
2020-06-03,61.94467
2020-06-04,63.20201
2020-06-05,54.73595
2020-06-06,39.98323
2020-06-07,43.75523
2020-06-08,62.44761
2020-06-09,64.45934
2020-06-10,64.54316
2020-06-11,61.27409
2020-06-12,57.50209
2020-06-13,38.80972
2020-06-14,48.61693
2020-06-15,60.10058
2020-06-16,58.08885
2020-06-17,61.02263
2020-06-18,56.16093
2020-06-19,57.1668
2020-06-20,41.40821
2020-06-21,46.60519
2020-06-22,62.61525
2020-06-23,61.35792
2020-06-24,59.34618
2020-06-25,62.7829
2020-06-26,49.53897
2020-06-27,42.07879
2020-06-28,47.86253
2020-06-29,59.09471
2020-06-30,65.29756
2020-07-01,55.07124
2020-07-02,53.22715
2020-07-03,53.22715
2020-07-04,40.40234
2020-07-05,75.60771
2020-07-06,66.5549
2020-07-07,67.14165
2020-07-08,59.76529
2020-07-09,59.68147
2020-07-10,52.72422
2020-07-11,41.32439
2020-07-12,57.08298
2020-07-13,64.2917
2020-07-14,59.51383
2020-07-15,61.44174
2020-07-16,57.66974
2020-07-17,58.08885
2020-07-18,44.42581
2020-07-19,47.69488
2020-07-20,58.75943
2020-07-21,65.54903
2020-07-22,62.69907
2020-07-23,60.43587
2020-07-24,55.57418
2020-07-25,48.86839
2020-07-26,49.45515
2020-07-27,70.74601
2020-07-28,71.75188
2020-07-29,60.01676
2020-07-30,57.83738
2020-07-31,59.93294
2020-08-01,44.84492
2020-08-02,47.86253
2020-08-03,61.19027
2020-08-04,63.03436
2020-08-05,63.28583
2020-08-06,63.36965
2020-08-07,59.17854
2020-08-08,46.77284
2020-08-09,49.20368
2020-08-10,69.74015
2020-08-11,70.99748
2020-08-12,61.02263
2020-08-13,67.22548
2020-08-14,57.33445
2020-08-15,41.65968
2020-08-16,40.31852
2020-08-17,54.65213
2020-08-18,53.47862
2020-08-19,57.33445
2020-08-20,66.21961
2020-08-21,56.58005
2020-08-22,42.41408
2020-08-23,45.5155
2020-08-24,61.35792
2020-08-25,63.03436
2020-08-26,63.78876
2020-08-27,66.13579
2020-08-28,61.77703
2020-08-29,48.11399
2020-08-30,55.40653
2020-08-31,67.64459
2020-09-01,73.59597
2020-09-02,73.93126
2020-09-03,78.37384
2020-09-04,63.20201
2020-09-05,49.70662
2020-09-06,60.68734
2020-09-07,81.89438
2020-09-08,73.42833
2020-09-09,71.0813
2020-09-10,68.65046
2020-09-11,64.87845
2020-09-12,48.44928
2020-09-13,51.46689
2020-09-14,68.56663
2020-09-15,83.40318
2020-09-16,81.05616
2020-09-17,67.72841
2020-09-18,61.27409
2020-09-19,48.86839
2020-09-20,47.10813
2020-09-21,66.97401
2020-09-22,58.17267
2020-09-23,56.66387
2020-09-24,57.08298
2020-09-25,50.29337
2020-09-26,38.05532
2020-09-27,41.07292
2020-09-28,55.07124
2020-09-29,44.59346
2020-09-30,60.85498
2020-10-01,36.71416
2020-10-02,40.06705
2020-10-03,54.56831
2020-10-04,56.4124
2020-10-05,67.47694
2020-10-06,68.23134
2020-10-07,67.47694
2020-10-08,56.66387
2020-10-09,41.65968
2020-10-10,40.90528
2020-10-11,45.09639
2020-10-12,60.35205
2020-10-13,63.70494
2020-10-14,66.63872
2020-10-15,63.03436
2020-10-16,63.78876
2020-10-17,52.22129
2020-10-18,55.57418
2020-10-19,68.23134
2020-10-20,65.88432
2020-10-21,64.87845
2020-10-22,57.08298
2020-10-23,54.98742
2020-10-24,40.31852
2020-10-25,51.96982
2020-10-26,61.44174
2020-10-27,61.86085
2020-10-28,59.59765
2020-10-29,58.00502
2020-10-30,49.03604
2020-10-31,36.21123
2020-11-01,44.34199
2020-11-02,56.24476
2020-11-03,53.47862
2020-11-04,50.62866
2020-11-05,54.31684
2020-11-06,53.98155
2020-11-07,37.30092
2020-11-08,43.58759
2020-11-09,61.52556
2020-11-10,61.02263
2020-11-11,61.27409
2020-11-12,55.99329
2020-11-13,53.3948
2020-11-14,41.7435
2020-11-15,49.11986
2020-11-16,67.81223
2020-11-17,66.47108
2020-11-18,69.74015
2020-11-19,60.1844
2020-11-20,57.58591
2020-11-21,48.86839
2020-11-22,51.96982
2020-11-23,65.12992
2020-11-24,63.28583
2020-11-25,68.31517
2020-11-26,66.97401
2020-11-27,56.4124
2020-11-28,54.06538
2020-11-29,54.9036
2020-11-30,69.99161
2020-12-01,70.41072
2020-12-02,73.00922
2020-12-03,65.63285
2020-12-04,65.88432
2020-12-05,54.1492
2020-12-06,56.16093
2020-12-07,70.57837
2020-12-08,71.24895
2020-12-09,69.74015
2020-12-10,75.02095
2020-12-11,67.14165
2020-12-12,54.73595
2020-12-13,52.80804
2020-12-14,64.87845
2020-12-15,66.47108
2020-12-16,66.05196
2020-12-17,65.29756
2020-12-18,55.32271
2020-12-19,50.12573
2020-12-20,54.9036
2020-12-21,66.97401
2020-12-22,65.8005
2020-12-23,62.36378
2020-12-24,48.78457
2020-12-25,41.07292
2020-12-26,47.44341
2020-12-27,60.43587
2020-12-28,68.8181
2020-12-29,71.0813
2020-12-30,69.15339
2020-12-31,60.43587
2021-01-01,57.66974
2021-01-02,58.92707
2021-01-03,76.36211
2021-01-04,85.33109
2021-01-05,82.48113
2021-01-06,82.7326
2021-01-07,76.6974
2021-01-08,89.77367
2021-01-09,71.58424
2021-01-10,72.00335
2021-01-11,95.47359
2021-01-12,82.39731
2021-01-13,81.2238
2021-01-14,76.11064
2021-01-15,71.41659
2021-01-16,60.43587
2021-01-17,59.01089
2021-01-18,65.54903
2021-01-19,74.60184
2021-01-20,72.00335
2021-01-21,72.08717
2021-01-22,67.22548
2021-01-23,54.98742
2021-01-24,49.28751
2021-01-25,73.42833
2021-01-26,74.60184
2021-01-27,65.12992
2021-01-28,65.38139
2021-01-29,65.12992
2021-01-30,48.03017
2021-01-31,50.79631
2021-02-01,64.87845
2021-02-02,66.80637
2021-02-03,64.79463
2021-02-04,61.86085
2021-02-05,58.17267
2021-02-06,47.27577
2021-02-07,51.96982
2021-02-08,55.07124
2021-02-09,63.62112
2021-02-10,54.23302
2021-02-11,45.59932
2021-02-12,44.42581
2021-02-13,52.30511
2021-02-14,60.43587
2021-02-15,70.82984
2021-02-16,67.47694
2021-02-17,70.57837
2021-02-18,71.91953
2021-02-19,62.11232
2021-02-20,55.07124
2021-02-21,60.85498
2021-02-22,73.51215
2021-02-23,70.24308
2021-02-24,67.72841
2021-02-25,65.88432
2021-02-26,58.25649
2021-02-27,42.83319
2021-02-28,100.0
2021-03-01,65.88432
2021-03-02,64.79463
2021-03-03,66.38725
2021-03-04,67.22548
2021-03-05,64.87845
2021-03-06,51.886
2021-03-07,70.57837
2021-03-08,68.73428
2021-03-09,67.47694
2021-03-10,78.70913
2021-03-11,67.97988
2021-03-12,68.48281
2021-03-13,56.32858
2021-03-14,67.39312
2021-03-15,74.85331
2021-03-16,70.99748
2021-03-17,63.03436
2021-03-18,67.3093
2021-03-19,62.11232
2021-03-20,52.30511
2021-03-21,52.13746
2021-03-22,66.21961
2021-03-23,66.13579
2021-03-24,66.5549
2021-03-25,62.61525
2021-03-26,58.6756
2021-03-27,47.44341
2021-03-28,47.94635
2021-03-29,64.20787
2021-03-30,68.14752
