date,65세이상혜택
2020-07-16,4.41025
2020-07-17,6.46153
2020-07-18,7.07692
2020-07-19,10.25641
2020-07-20,11.58974
2020-07-21,13.84615
2020-07-22,12.51282
2020-07-23,12.61538
2020-07-24,14.66666
2020-07-25,7.28205
2020-07-26,9.64102
2020-07-27,13.02564
2020-07-28,14.66666
2020-07-29,13.43589
2020-07-30,14.25641
2020-07-31,14.15384
2020-08-01,11.28205
2020-08-02,15.58974
2020-08-03,24.61538
2020-08-04,26.5641
2020-08-05,22.5641
2020-08-06,23.79487
2020-08-07,20.30769
2020-08-08,15.89743
2020-08-09,17.84615
2020-08-10,27.48717
2020-08-11,26.46153
2020-08-12,27.89743
2020-08-13,30.76923
2020-08-14,27.79487
2020-08-15,20.51282
2020-08-16,21.43589
2020-08-17,18.76923
2020-08-18,31.89743
2020-08-19,26.46153
2020-08-20,23.6923
2020-08-21,20.10256
2020-08-22,14.46153
2020-08-23,16.61538
2020-08-24,21.94871
2020-08-25,24.30769
2020-08-26,16.92307
2020-08-27,100.0
2020-08-28,58.66666
2020-08-29,31.58974
2020-08-30,25.64102
2020-08-31,23.58974
2020-09-01,29.43589
2020-09-02,25.43589
2020-09-03,23.48717
2020-09-04,24.61538
2020-09-05,19.38461
2020-09-06,16.61538
2020-09-07,26.25641
2020-09-08,22.5641
2020-09-09,26.35897
2020-09-10,23.79487
2020-09-11,22.35897
2020-09-12,18.15384
2020-09-13,13.43589
2020-09-14,18.46153
2020-09-15,21.1282
2020-09-16,16.0
2020-09-17,13.84615
2020-09-18,13.23076
2020-09-19,11.58974
2020-09-20,10.5641
2020-09-21,14.87179
2020-09-22,24.71794
2020-09-23,19.28205
2020-09-24,18.15384
2020-09-25,20.41025
2020-09-26,14.87179
2020-09-27,10.05128
2020-09-28,18.46153
2020-09-29,14.15384
2020-09-30,13.53846
2020-10-01,13.84615
2020-10-02,12.10256
2020-10-03,9.23076
2020-10-04,11.38461
2020-10-05,17.43589
2020-10-06,14.97435
2020-10-07,13.53846
2020-10-08,10.15384
2020-10-09,9.74358
2020-10-10,8.20512
2020-10-11,12.82051
2020-10-12,15.89743
2020-10-13,15.28205
2020-10-14,15.48717
2020-10-15,18.05128
2020-10-16,12.20512
2020-10-17,9.33333
2020-10-18,10.97435
2020-10-19,17.74358
2020-10-20,13.64102
2020-10-21,15.6923
2020-10-22,11.6923
2020-10-23,11.6923
2020-10-24,7.79487
2020-10-25,10.35897
2020-10-26,16.51282
2020-10-27,14.35897
2020-10-28,17.33333
2020-10-29,12.20512
2020-10-30,20.0
2020-10-31,15.79487
2020-11-01,15.28205
2020-11-02,22.35897
2020-11-03,19.28205
2020-11-04,13.94871
2020-11-05,18.5641
2020-11-06,17.23076
2020-11-07,15.48717
2020-11-08,14.97435
2020-11-09,14.25641
2020-11-10,17.64102
2020-11-11,14.15384
2020-11-12,21.1282
2020-11-13,11.48717
2020-11-14,12.61538
2020-11-15,13.33333
2020-11-16,19.48717
2020-11-17,21.64102
2020-11-18,19.38461
2020-11-19,16.10256
2020-11-20,14.97435
2020-11-21,13.74358
2020-11-22,12.92307
2020-11-23,15.6923
2020-11-24,16.20512
2020-11-25,13.02564
2020-11-26,14.66666
2020-11-27,14.66666
2020-11-28,19.07692
2020-11-29,15.38461
2020-11-30,12.82051
2020-12-01,13.1282
2020-12-02,20.30769
2020-12-03,19.38461
2020-12-04,21.94871
2020-12-05,13.64102
2020-12-06,16.92307
2020-12-07,19.28205
2020-12-08,22.46153
2020-12-09,19.17948
2020-12-10,16.30769
2020-12-11,16.41025
2020-12-12,15.48717
2020-12-13,16.30769
2020-12-14,17.43589
2020-12-15,19.79487
2020-12-16,17.74358
2020-12-17,16.20512
2020-12-18,17.23076
2020-12-19,19.07692
2020-12-20,22.35897
2020-12-21,25.94871
2020-12-22,21.1282
2020-12-23,24.41025
2020-12-24,19.79487
2020-12-25,15.79487
2020-12-26,17.94871
2020-12-27,21.43589
2020-12-28,29.33333
2020-12-29,34.05128
2020-12-30,29.1282
2020-12-31,30.35897
2021-01-01,42.46153
2021-01-02,81.43589
2021-01-03,50.46153
2021-01-04,57.84615
2021-01-05,46.46153
2021-01-06,43.58974
2021-01-07,47.48717
2021-01-08,48.71794
2021-01-09,31.79487
2021-01-10,41.64102
2021-01-11,50.5641
2021-01-12,42.05128
2021-01-13,37.23076
2021-01-14,37.02564
2021-01-15,36.71794
2021-01-16,31.17948
2021-01-17,31.28205
2021-01-18,33.1282
2021-01-19,32.61538
2021-01-20,35.6923
2021-01-21,29.94871
2021-01-22,29.74358
2021-01-23,25.43589
2021-01-24,27.17948
2021-01-25,33.33333
2021-01-26,27.48717
2021-01-27,31.38461
2021-01-28,35.38461
2021-01-29,30.66666
2021-01-30,24.82051
2021-01-31,25.02564
2021-02-01,32.30769
2021-02-02,80.82051
2021-02-03,58.05128
2021-02-04,36.41025
2021-02-05,32.30769
2021-02-06,32.51282
2021-02-07,32.20512
2021-02-08,40.61538
2021-02-09,33.74358
2021-02-10,30.25641
2021-02-11,33.94871
2021-02-12,28.41025
2021-02-13,27.58974
2021-02-14,21.94871
2021-02-15,45.74358
2021-02-16,35.89743
2021-02-17,27.6923
2021-02-18,32.30769
2021-02-19,28.61538
2021-02-20,23.28205
2021-02-21,21.1282
2021-02-22,27.07692
2021-02-23,33.02564
2021-02-24,22.87179
2021-02-25,25.33333
2021-02-26,20.82051
2021-02-27,19.28205
2021-02-28,21.33333
2021-03-01,24.10256
2021-03-02,22.97435
2021-03-03,17.53846
2021-03-04,18.46153
2021-03-05,16.0
2021-03-06,16.82051
2021-03-07,18.5641
2021-03-08,19.79487
2021-03-09,17.94871
2021-03-10,18.35897
2021-03-11,5.33333
2021-03-12,11.58974
2021-03-13,10.25641
2021-03-14,12.20512
2021-03-15,17.94871
2021-03-16,20.61538
2021-03-17,17.43589
2021-03-18,13.94871
2021-03-19,14.76923
2021-03-20,14.25641
2021-03-21,13.02564
2021-03-22,17.94871
2021-03-23,14.35897
2021-03-24,12.92307
2021-03-25,15.17948
2021-03-26,10.87179
2021-03-27,13.53846
2021-03-28,12.0
2021-03-29,14.87179
2021-03-30,6.05128
2021-03-31,7.79487
2021-04-01,11.38461
2021-04-02,11.17948
2021-04-03,10.05128
2021-04-04,12.51282
2021-04-05,12.61538
2021-04-06,13.64102
2021-04-07,10.87179
2021-04-08,9.94871
2021-04-09,9.33333
2021-04-10,10.46153
2021-04-11,9.53846
2021-04-12,15.79487
2021-04-13,9.64102
2021-04-14,12.51282
2021-04-15,10.35897
2021-04-16,8.51282
2021-04-17,11.79487
2021-04-18,7.07692
2021-04-19,8.82051
2021-04-20,10.46153
2021-04-21,8.0
2021-04-22,9.74358
2021-04-23,8.20512
2021-04-24,8.61538
2021-04-25,12.0
2021-04-26,7.79487
2021-04-27,10.15384
2021-04-28,4.71794
2021-04-29,8.71794
2021-04-30,8.71794
2021-05-01,11.17948
2021-05-02,9.53846
2021-05-03,10.5641
2021-05-04,14.25641
2021-05-05,14.35897
2021-05-06,12.71794
2021-05-07,13.43589
2021-05-08,15.6923
2021-05-09,13.84615
2021-05-10,12.20512
2021-05-11,9.64102
2021-05-12,10.25641
2021-05-13,6.35897
2021-05-14,7.28205
2021-05-15,8.82051
2021-05-16,8.20512
2021-05-17,9.74358
2021-05-18,10.35897
2021-05-19,2.97435
2021-05-20,3.38461
2021-05-21,4.71794
2021-05-22,2.97435
2021-05-23,3.58974
2021-05-24,3.07692
2021-05-25,2.76923
2021-05-26,3.38461
2021-05-27,2.87179
2021-05-28,5.94871
2021-05-29,4.51282
2021-05-30,5.23076
2021-05-31,5.33333
2021-06-01,3.79487
2021-06-02,4.20512
2021-06-03,4.51282
2021-06-04,3.07692
2021-06-05,2.25641
2021-06-06,3.48717
2021-06-07,9.53846
2021-06-08,10.97435
2021-06-09,9.74358
2021-06-10,8.30769
2021-06-11,10.15384
2021-06-12,8.30769
2021-06-13,8.82051
2021-06-14,10.35897
2021-06-15,11.6923
2021-06-16,10.46153
2021-06-17,12.51282
2021-06-18,9.64102
2021-06-19,11.17948
2021-06-20,10.35897
2021-06-21,14.97435
2021-06-22,10.97435
2021-06-23,13.33333
2021-06-24,12.30769
2021-06-25,10.5641
2021-06-26,14.15384
2021-06-27,15.48717
2021-06-28,14.15384
2021-06-29,13.94871
2021-06-30,9.94871
2021-07-01,11.17948
2021-07-02,11.38461
2021-07-03,12.51282
2021-07-04,13.33333
2021-07-05,14.5641
2021-07-06,14.5641
2021-07-07,13.02564
2021-07-08,10.25641
2021-07-09,13.94871
2021-07-10,11.89743
2021-07-11,14.25641
2021-07-12,8.61538
2021-07-13,12.71794
2021-07-14,11.28205
2021-07-15,11.07692
2021-07-16,11.28205
2021-07-17,8.51282
2021-07-18,10.46153
2021-07-19,10.35897
2021-07-20,10.35897
2021-07-21,13.1282
2021-07-22,13.23076
2021-07-23,10.76923
2021-07-24,9.64102
2021-07-25,11.38461
2021-07-26,16.71794
2021-07-27,3.58974
2021-07-28,4.10256
2021-07-29,4.30769
2021-07-30,4.71794
2021-07-31,2.66666
2021-08-01,4.10256
2021-08-02,8.0
2021-08-03,6.5641
2021-08-04,4.41025
2021-08-05,5.1282
2021-08-06,3.38461
2021-08-07,3.58974
2021-08-08,3.6923
2021-08-09,5.84615
2021-08-10,1.84615
2021-08-11,1.94871
2021-08-12,1.94871
2021-08-13,2.66666
2021-08-14,1.1282
2021-08-15,1.64102
2021-08-16,0.92307
2021-08-17,1.02564
2021-08-18,3.17948
2021-08-19,2.87179
2021-08-20,2.05128
2021-08-21,1.53846
2021-08-22,2.76923
2021-08-23,1.94871
2021-08-24,2.46153
2021-08-25,2.76923
2021-08-26,2.46153
2021-08-27,2.46153
2021-08-28,1.74358
2021-08-29,1.84615
2021-08-30,2.46153
2021-08-31,1.64102
2021-09-01,5.1282
2021-09-02,6.35897
2021-09-03,4.30769
2021-09-04,3.58974
2021-09-05,5.53846
2021-09-06,5.43589
2021-09-07,6.5641
2021-09-08,4.51282
2021-09-09,4.0
2021-09-10,4.10256
2021-09-11,2.87179
2021-09-12,1.94871
2021-09-13,2.87179
2021-09-14,4.61538
2021-09-15,7.07692
2021-09-16,8.30769
2021-09-17,8.61538
2021-09-18,5.43589
2021-09-19,7.28205
2021-09-20,7.38461
2021-09-21,9.84615
2021-09-22,8.10256
2021-09-23,4.61538
2021-09-24,4.0
2021-09-25,5.02564
2021-09-26,2.66666
2021-09-27,2.87179
2021-09-28,1.94871
2021-09-29,2.76923
2021-09-30,3.07692
2021-10-01,10.46153
2021-10-02,7.38461
2021-10-03,16.0
2021-10-04,16.30769
2021-10-05,3.6923
2021-10-06,7.07692
2021-10-07,6.15384
2021-10-08,6.46153
2021-10-09,5.33333
2021-10-10,4.51282
2021-10-11,4.92307
2021-10-12,5.43589
2021-10-13,4.92307
2021-10-14,5.43589
2021-10-15,5.64102
2021-10-16,4.10256
2021-10-17,4.92307
2021-10-18,4.71794
2021-10-19,4.82051
2021-10-20,4.92307
2021-10-21,6.05128
2021-10-22,4.92307
2021-10-23,6.76923
2021-10-24,6.66666
2021-10-25,9.1282
2021-10-26,14.87179
2021-10-27,18.35897
2021-10-28,15.48717
2021-10-29,13.74358
2021-10-30,10.46153
2021-10-31,12.92307
2021-11-01,13.84615
2021-11-02,14.05128
2021-11-03,12.92307
2021-11-04,16.92307
2021-11-05,15.07692
2021-11-06,10.35897
2021-11-07,13.64102
2021-11-08,16.82051
2021-11-09,15.6923
2021-11-10,16.0
2021-11-11,19.17948
2021-11-12,15.17948
2021-11-13,16.0
2021-11-14,13.84615
2021-11-15,19.79487
2021-11-16,21.64102
2021-11-17,23.89743
2021-11-18,21.43589
2021-11-19,18.25641
2021-11-20,19.79487
2021-11-21,20.10256
2021-11-22,21.84615
2021-11-23,18.5641
2021-11-24,17.84615
2021-11-25,26.35897
2021-11-26,25.23076
2021-11-27,18.76923
2021-11-28,17.43589
2021-11-29,25.43589
2021-11-30,22.35897
2021-12-01,23.28205
2021-12-02,21.84615
2021-12-03,28.10256
2021-12-04,18.15384
2021-12-05,20.51282
2021-12-06,22.35897
2021-12-07,19.58974
2021-12-08,22.35897
2021-12-09,19.48717
2021-12-10,14.87179
2021-12-11,17.1282
2021-12-12,18.35897
2021-12-13,21.74358
2021-12-14,14.87179
2021-12-15,19.28205
2021-12-16,19.48717
2021-12-17,16.10256
2021-12-18,11.89743
2021-12-19,16.30769
2021-12-20,17.33333
2021-12-21,20.30769
2021-12-22,16.51282
2021-12-23,20.10256
2021-12-24,18.35897
2021-12-25,16.92307
2021-12-26,18.5641
2021-12-27,21.02564
2021-12-28,21.84615
2021-12-29,29.02564
2021-12-30,37.94871
2021-12-31,47.48717
2022-01-01,60.61538
2022-01-02,53.64102
2022-01-03,58.35897
2022-01-04,53.64102
2022-01-05,50.25641
2022-01-06,42.76923
2022-01-07,42.05128
2022-01-08,34.35897
2022-01-09,43.6923
2022-01-10,44.51282
2022-01-11,41.94871
2022-01-12,49.53846
2022-01-13,44.51282
2022-01-14,37.74358
2022-01-15,34.05128
2022-01-16,29.1282
2022-01-17,34.5641
2022-01-18,38.15384
2022-01-19,39.6923
2022-01-20,36.30769
2022-01-21,42.46153
2022-01-22,30.46153
2022-01-23,28.92307
2022-01-24,35.58974
2022-01-25,38.25641
2022-01-26,30.25641
2022-01-27,31.17948
2022-01-28,23.89743
2022-01-29,30.97435
2022-01-30,22.76923
2022-01-31,31.17948
2022-02-01,37.43589
2022-02-02,35.58974
2022-02-03,42.87179
2022-02-04,38.87179
2022-02-05,31.17948
2022-02-06,30.5641
2022-02-07,41.53846
2022-02-08,35.6923
2022-02-09,33.84615
2022-02-10,34.05128
2022-02-11,32.92307
2022-02-12,28.10256
2022-02-13,28.30769
2022-02-14,30.05128
2022-02-15,32.51282
2022-02-16,27.48717
2022-02-17,64.92307
2022-02-18,55.28205
2022-02-19,65.43589
2022-02-20,42.97435
2022-02-21,40.0
2022-02-22,44.10256
2022-02-23,41.53846
2022-02-24,32.20512
2022-02-25,30.76923
2022-02-26,29.94871
2022-02-27,30.05128
2022-02-28,30.05128
2022-03-01,23.58974
2022-03-02,33.43589
2022-03-03,30.76923
2022-03-04,26.76923
2022-03-05,24.92307
2022-03-06,25.53846
2022-03-07,29.02564
2022-03-08,23.58974
2022-03-09,21.43589
2022-03-10,25.02564
2022-03-11,28.82051
2022-03-12,30.15384
2022-03-13,33.43589
2022-03-14,35.89743
2022-03-15,54.15384
2022-03-16,41.1282
2022-03-17,45.53846
2022-03-18,33.84615
2022-03-19,36.0
2022-03-20,28.61538
2022-03-21,46.66666
2022-03-22,36.41025
2022-03-23,40.30769
2022-03-24,30.35897
2022-03-25,31.38461
2022-03-26,23.6923
2022-03-27,23.38461
2022-03-28,28.30769
2022-03-29,25.53846
2022-03-30,24.82051
2022-03-31,30.66666
2022-04-01,23.79487
2022-04-02,23.38461
2022-04-03,22.35897
2022-04-04,27.17948
2022-04-05,25.94871
2022-04-06,30.35897
2022-04-07,28.61538
2022-04-08,21.94871
2022-04-09,25.1282
2022-04-10,23.89743
2022-04-11,31.79487
2022-04-12,26.35897
2022-04-13,30.05128
2022-04-14,29.53846
2022-04-15,24.41025
2022-04-16,20.30769
2022-04-17,25.74358
2022-04-18,29.64102
2022-04-19,27.6923
2022-04-20,25.84615
2022-04-21,27.89743
2022-04-22,24.30769
2022-04-23,22.5641
2022-04-24,25.33333
2022-04-25,30.46153
2022-04-26,29.74358
2022-04-27,27.17948
2022-04-28,26.15384
2022-04-29,25.84615
2022-04-30,24.71794
2022-05-01,27.48717
2022-05-02,33.64102
2022-05-03,35.58974
2022-05-04,38.5641
2022-05-05,38.15384
2022-05-06,36.51282
2022-05-07,36.92307
2022-05-08,35.6923
2022-05-09,37.64102
2022-05-10,43.38461
2022-05-11,45.64102
2022-05-12,41.1282
2022-05-13,32.10256
2022-05-14,32.0
2022-05-15,33.1282
2022-05-16,40.30769
2022-05-17,33.74358
2022-05-18,30.05128
2022-05-19,33.74358
2022-05-20,35.07692
2022-05-21,27.89743
2022-05-22,32.61538
2022-05-23,32.30769
2022-05-24,32.61538
2022-05-25,34.87179
2022-05-26,32.71794
2022-05-27,32.61538
2022-05-28,36.51282
2022-05-29,24.0
2022-05-30,32.41025
2022-05-31,30.35897
2022-06-01,28.51282
2022-06-02,29.43589
2022-06-03,29.33333
2022-06-04,24.51282
2022-06-05,29.02564
2022-06-06,33.23076
2022-06-07,33.53846
2022-06-08,33.64102
2022-06-09,29.02564
2022-06-10,31.07692
2022-06-11,27.6923
2022-06-12,31.6923
2022-06-13,32.92307
2022-06-14,28.51282
2022-06-15,31.79487
2022-06-16,32.51282
2022-06-17,28.71794
2022-06-18,23.89743
2022-06-19,28.51282
2022-06-20,28.20512
2022-06-21,28.51282
2022-06-22,28.82051
2022-06-23,31.17948
2022-06-24,26.66666
2022-06-25,23.28205
2022-06-26,23.28205
2022-06-27,30.05128
2022-06-28,26.46153
2022-06-29,27.38461
2022-06-30,27.58974
2022-07-01,28.51282
2022-07-02,22.97435
2022-07-03,26.97435
2022-07-04,29.84615
2022-07-05,28.30769
2022-07-06,28.0
2022-07-07,25.94871
2022-07-08,23.48717
2022-07-09,20.10256
2022-07-10,22.97435
2022-07-11,29.64102
2022-07-12,26.25641
2022-07-13,26.35897
2022-07-14,27.38461
2022-07-15,22.05128
2022-07-16,21.33333
2022-07-17,20.51282
2022-07-18,28.82051
2022-07-19,26.76923
2022-07-20,25.74358
2022-07-21,29.1282
2022-07-22,24.51282
2022-07-23,22.46153
2022-07-24,20.61538
2022-07-25,26.76923
2022-07-26,23.89743
2022-07-27,23.89743
2022-07-28,21.43589
2022-07-29,25.1282
2022-07-30,22.35897
2022-07-31,18.76923
2022-08-01,29.94871
2022-08-02,24.92307
2022-08-03,25.23076
2022-08-04,23.17948
2022-08-05,26.87179
2022-08-06,18.15384
2022-08-07,19.07692
2022-08-08,20.82051
2022-08-09,21.43589
2022-08-10,21.02564
2022-08-11,21.23076
2022-08-12,26.46153
2022-08-13,18.87179
2022-08-14,18.76923
2022-08-15,18.05128
2022-08-16,25.64102
2022-08-17,24.30769
2022-08-18,24.61538
2022-08-19,26.25641
2022-08-20,20.71794
2022-08-21,20.71794
2022-08-22,23.89743
2022-08-23,27.38461
2022-08-24,27.48717
2022-08-25,27.79487
2022-08-26,23.58974
2022-08-27,20.10256
2022-08-28,18.5641
2022-08-29,26.25641
2022-08-30,28.20512
2022-08-31,24.51282
2022-09-01,24.41025
2022-09-02,28.0
2022-09-03,18.46153
2022-09-04,22.46153
2022-09-05,23.48717
2022-09-06,25.02564
2022-09-07,25.84615
2022-09-08,20.92307
2022-09-09,16.51282
2022-09-10,25.84615
2022-09-11,24.61538
2022-09-12,25.53846
2022-09-13,28.61538
2022-09-14,30.87179
2022-09-15,31.48717
2022-09-16,35.38461
2022-09-17,26.25641
2022-09-18,26.25641
2022-09-19,25.23076
2022-09-20,33.53846
2022-09-21,25.64102
2022-09-22,25.74358
2022-09-23,22.35897
2022-09-24,20.61538
2022-09-25,20.92307
2022-09-26,24.71794
2022-09-27,26.46153
2022-09-28,25.64102
2022-09-29,25.1282
2022-09-30,24.82051
2022-10-01,18.66666
2022-10-02,20.30769
2022-10-03,21.02564
2022-10-04,27.79487
2022-10-05,28.0
2022-10-06,24.71794
2022-10-07,18.35897
2022-10-08,17.1282
2022-10-09,17.74358
2022-10-10,14.35897
2022-10-11,20.10256
2022-10-12,19.58974
2022-10-13,16.41025
2022-10-14,16.10256
2022-10-15,16.0
2022-10-16,19.58974
2022-10-17,22.76923
2022-10-18,20.41025
2022-10-19,18.25641
2022-10-20,21.1282
2022-10-21,18.87179
2022-10-22,14.5641
2022-10-23,16.10256
2022-10-24,15.38461
2022-10-25,19.07692
2022-10-26,18.25641
2022-10-27,20.30769
2022-10-28,16.30769
2022-10-29,20.41025
2022-10-30,13.43589
2022-10-31,19.89743
2022-11-01,20.82051
2022-11-02,19.89743
2022-11-03,24.61538
2022-11-04,14.05128
2022-11-05,13.43589
2022-11-06,15.48717
2022-11-07,21.74358
2022-11-08,17.33333
2022-11-09,16.10256
2022-11-10,20.51282
2022-11-11,16.82051
2022-11-12,20.71794
2022-11-13,5.64102
2022-11-14,25.53846
2022-11-15,22.97435
2022-11-16,27.89743
2022-11-17,24.10256
2022-11-18,22.35897
2022-11-19,18.46153
2022-11-20,24.71794
2022-11-21,28.0
2022-11-22,20.71794
2022-11-23,21.53846
2022-11-24,21.94871
2022-11-25,20.20512
2022-11-26,18.46153
2022-11-27,20.71794
2022-11-28,27.38461
2022-11-29,20.92307
2022-11-30,24.82051
2022-12-01,29.64102
2022-12-02,27.79487
2022-12-03,19.28205
2022-12-04,21.84615
2022-12-05,33.74358
2022-12-06,28.30769
2022-12-07,31.58974
2022-12-08,32.30769
2022-12-09,23.6923
2022-12-10,24.20512
2022-12-11,32.0
2022-12-12,32.30769
2022-12-13,32.82051
2022-12-14,30.87179
2022-12-15,29.64102
2022-12-16,25.43589
2022-12-17,24.92307
2022-12-18,26.46153
2022-12-19,27.17948
2022-12-20,28.71794
2022-12-21,29.84615
2022-12-22,30.5641
2022-12-23,28.71794
2022-12-24,88.0
2022-12-25,74.66666
2022-12-26,56.0
2022-12-27,41.02564
2022-12-28,46.87179
2022-12-29,55.07692
2022-12-30,46.76923
2022-12-31,51.89743
2023-01-01,73.33333
2023-01-02,76.92307
2023-01-03,62.5641
2023-01-04,46.76923
2023-01-05,48.0
2023-01-06,40.82051
2023-01-07,39.38461
2023-01-08,48.61538
2023-01-09,46.87179
2023-01-10,36.82051
2023-01-11,34.5641
2023-01-12,34.25641
2023-01-13,31.58974
2023-01-14,26.05128
2023-01-15,25.43589
2023-01-16,28.82051
2023-01-17,29.53846
2023-01-18,22.87179
2023-01-19,23.07692
2023-01-20,25.02564
2023-01-21,23.6923
2023-01-22,31.48717
2023-01-23,38.87179
2023-01-24,42.97435
2023-01-25,55.07692
2023-01-26,52.61538
2023-01-27,49.23076
2023-01-28,32.92307
2023-01-29,38.76923
2023-01-30,36.10256
2023-01-31,41.1282
2023-02-01,42.25641
2023-02-02,34.76923
2023-02-03,42.25641
2023-02-04,29.02564
2023-02-05,25.84615
2023-02-06,26.66666
2023-02-07,24.61538
2023-02-08,21.74358
2023-02-09,25.94871
2023-02-10,21.1282
2023-02-11,19.48717
2023-02-12,17.64102
2023-02-13,24.51282
2023-02-14,17.23076
2023-02-15,20.51282
2023-02-16,16.92307
2023-02-17,11.38461
2023-02-18,9.43589
2023-02-19,11.6923
2023-02-20,14.35897
2023-02-21,14.97435
2023-02-22,14.66666
2023-02-23,15.89743
2023-02-24,13.43589
2023-02-25,11.48717
2023-02-26,11.6923
2023-02-27,9.64102
2023-02-28,7.48717
2023-03-01,8.30769
2023-03-02,2.15384
2023-03-03,6.97435
2023-03-04,7.6923
2023-03-05,9.23076
2023-03-06,10.35897
2023-03-07,7.58974
2023-03-08,8.82051
2023-03-09,11.38461
2023-03-10,7.28205
2023-03-11,7.28205
2023-03-12,3.6923
2023-03-13,9.53846
2023-03-14,6.87179
2023-03-15,9.74358
2023-03-16,6.87179
2023-03-17,5.74358
2023-03-18,4.92307
2023-03-19,4.82051
2023-03-20,4.71794
2023-03-21,7.48717
2023-03-22,7.58974
2023-03-23,7.89743
2023-03-24,9.74358
2023-03-25,6.15384
2023-03-26,2.5641
2023-03-27,2.25641
2023-03-28,6.35897
2023-03-29,7.89743
2023-03-30,8.30769
2023-03-31,13.02564
2023-04-01,12.92307
2023-04-02,11.79487
2023-04-03,14.46153
2023-04-04,11.79487
2023-04-05,18.05128
2023-04-06,7.89743
2023-04-07,5.74358
2023-04-08,4.41025
2023-04-09,2.5641
2023-04-10,1.43589
2023-04-11,2.35897
2023-04-12,2.25641
2023-04-13,4.61538
2023-04-14,5.33333
2023-04-15,4.0
2023-04-16,2.5641
2023-04-17,5.74358
2023-04-18,5.84615
2023-04-19,7.07692
2023-04-20,3.48717
2023-04-21,5.53846
2023-04-22,4.82051
2023-04-23,4.30769
2023-04-24,5.33333
2023-04-25,7.28205
2023-04-26,5.43589
2023-04-27,3.79487
2023-04-28,3.38461
2023-04-29,5.33333
2023-04-30,2.76923
2023-05-01,5.43589
2023-05-02,4.82051
2023-05-03,5.1282
2023-05-04,6.76923
2023-05-05,2.87179
2023-05-06,3.07692
2023-05-07,2.76923
2023-05-08,4.30769
2023-05-09,2.46153
2023-05-10,2.76923
2023-05-11,3.38461
2023-05-12,2.25641
2023-05-13,1.02564
2023-05-14,1.74358
2023-05-15,1.43589
2023-05-16,3.58974
2023-05-17,2.25641
2023-05-18,2.15384
2023-05-19,2.05128
2023-05-20,1.94871
2023-05-21,2.46153
2023-05-22,1.84615
2023-05-23,2.15384
2023-05-24,1.74358
2023-05-25,1.94871
2023-05-26,1.74358
2023-05-27,1.33333
2023-05-28,1.74358
2023-05-29,1.02564
2023-05-30,2.05128
