date,소득세
2020-06-24,7.73865
2020-06-25,12.96547
2020-06-26,6.75016
2020-06-27,3.06025
2020-06-28,3.06702
2020-06-29,6.30331
2020-06-30,8.91672
2020-07-01,6.28977
2020-07-02,5.63303
2020-07-03,6.20176
2020-07-04,2.80974
2020-07-05,2.66756
2020-07-06,7.07515
2020-07-07,6.60798
2020-07-08,6.53351
2020-07-09,6.5809
2020-07-10,10.25727
2020-07-11,3.48002
2020-07-12,3.08056
2020-07-13,6.18821
2020-07-14,5.78199
2020-07-15,7.04807
2020-07-16,6.01895
2020-07-17,4.93568
2020-07-18,2.97224
2020-07-19,2.66079
2020-07-20,7.32566
2020-07-21,8.36154
2020-07-22,100.0
2020-07-23,24.93568
2020-07-24,16.43195
2020-07-25,5.38253
2020-07-26,4.40081
2020-07-27,8.99796
2020-07-28,8.27352
2020-07-29,7.86052
2020-07-30,7.65741
2020-07-31,9.08598
2020-08-01,3.61543
2020-08-02,3.47325
2020-08-03,6.29654
2020-08-04,7.11577
2020-08-05,9.07921
2020-08-06,7.03452
2020-08-07,6.14759
2020-08-08,3.54096
2020-08-09,2.59986
2020-08-10,11.59106
2020-08-11,7.25118
2020-08-12,6.09343
2020-08-13,5.81584
2020-08-14,5.83615
2020-08-15,2.81651
2020-08-16,2.34935
2020-08-17,3.04671
2020-08-18,5.01015
2020-08-19,6.01218
2020-08-20,6.86526
2020-08-21,6.65538
2020-08-22,3.00609
2020-08-23,2.78943
2020-08-24,7.45429
2020-08-25,12.22071
2020-08-26,6.33716
2020-08-27,6.22884
2020-08-28,6.01218
2020-08-29,2.7962
2020-08-30,3.31753
2020-08-31,9.57345
2020-09-01,6.39133
2020-09-02,5.77522
2020-09-03,5.16587
2020-09-04,7.01421
2020-09-05,3.43263
2020-09-06,2.76235
2020-09-07,6.2153
2020-09-08,6.54705
2020-09-09,6.15436
2020-09-10,10.9614
2020-09-11,6.62153
2020-09-12,3.04671
2020-09-13,2.5457
2020-09-14,5.80907
2020-09-15,6.93974
2020-09-16,5.92417
2020-09-17,6.283
2020-09-18,6.65538
2020-09-19,2.7962
2020-09-20,2.87745
2020-09-21,6.80433
2020-09-22,5.8023
2020-09-23,6.1002
2020-09-24,7.935
2020-09-25,13.83886
2020-09-26,3.67637
2020-09-27,3.38524
2020-09-28,8.55111
2020-09-29,10.2979
2020-09-30,3.34461
2020-10-01,2.46445
2020-10-02,2.17332
2020-10-03,2.65402
2020-10-04,3.50033
2020-10-05,9.13337
2020-10-06,7.4069
2020-10-07,7.36628
2020-10-08,9.86459
2020-10-09,4.16384
2020-10-10,3.37169
2020-10-11,3.08733
2020-10-12,7.21056
2020-10-13,6.0528
2020-10-14,6.57413
2020-10-15,7.50846
2020-10-16,6.00541
2020-10-17,2.83006
2020-10-18,2.86391
2020-10-19,5.53825
2020-10-20,7.62356
2020-10-21,7.73188
2020-10-22,7.13608
2020-10-23,9.61408
2020-10-24,3.2092
2020-10-25,3.62897
2020-10-26,7.23087
2020-10-27,6.51997
2020-10-28,6.35071
2020-10-29,5.94448
2020-10-30,7.00744
2020-10-31,3.33107
2020-11-01,3.45971
2020-11-02,6.77725
2020-11-03,6.41841
2020-11-04,6.24915
2020-11-05,8.57142
2020-11-06,6.32362
2020-11-07,3.0264
2020-11-08,2.86391
2020-11-09,6.96682
2020-11-10,11.35409
2020-11-11,6.89234
2020-11-12,5.99864
2020-11-13,6.01218
2020-11-14,3.3243
2020-11-15,2.96547
2020-11-16,6.29654
2020-11-17,6.56736
2020-11-18,5.68043
2020-11-19,6.43195
2020-11-20,7.44752
2020-11-21,3.49356
2020-11-22,3.50033
2020-11-23,6.98036
2020-11-24,8.40216
2020-11-25,11.59783
2020-11-26,7.12254
2020-11-27,6.30331
2020-11-28,3.36492
2020-11-29,3.58835
2020-11-30,9.84427
2020-12-01,13.01963
2020-12-02,10.62965
2020-12-03,9.14014
2020-12-04,8.36154
2020-12-05,4.20446
2020-12-06,3.89979
2020-12-07,7.80636
2020-12-08,7.46106
2020-12-09,12.22071
2020-12-10,13.24983
2020-12-11,8.23967
2020-12-12,4.07582
2020-12-13,3.42586
2020-12-14,7.7048
2020-12-15,8.36154
2020-12-16,7.29857
2020-12-17,7.2918
2020-12-18,9.18754
2020-12-19,4.06905
2020-12-20,3.95396
2020-12-21,9.10629
2020-12-22,8.49695
2020-12-23,10.12186
2020-12-24,14.32633
2020-12-25,3.93364
2020-12-26,3.8524
2020-12-27,4.00812
2020-12-28,10.45362
2020-12-29,10.24373
2020-12-30,9.87813
2020-12-31,10.51455
2021-01-01,4.46174
2021-01-02,4.28571
2021-01-03,3.92687
2021-01-04,10.15572
2021-01-05,13.18212
2021-01-06,10.41299
2021-01-07,9.39065
2021-01-08,14.9763
2021-01-09,4.88828
2021-01-10,4.57007
2021-01-11,11.67907
2021-01-12,9.37711
2021-01-13,9.35003
2021-01-14,11.17806
2021-01-15,21.57075
2021-01-16,7.28503
2021-01-17,6.54028
2021-01-18,22.98578
2021-01-19,23.00609
2021-01-20,23.8524
2021-01-21,25.26066
2021-01-22,20.3656
2021-01-23,8.13811
2021-01-24,7.74542
2021-01-25,26.60121
2021-01-26,19.56668
2021-01-27,15.64658
2021-01-28,14.82735
2021-01-29,15.84969
2021-01-30,5.32159
2021-01-31,4.84089
2021-02-01,11.74678
2021-02-02,11.82802
2021-02-03,10.2979
2021-02-04,10.63642
2021-02-05,14.631
2021-02-06,4.3331
2021-02-07,3.94041
2021-02-08,11.52335
2021-02-09,12.89776
2021-02-10,16.26269
2021-02-11,4.31956
2021-02-12,3.24306
2021-02-13,2.80974
2021-02-14,3.42586
2021-02-15,10.7109
2021-02-16,11.24576
2021-02-17,11.84834
2021-02-18,11.50304
2021-02-19,13.08733
2021-02-20,6.3981
2021-02-21,4.70548
2021-02-22,11.18483
2021-02-23,18.08395
2021-02-24,16.37779
2021-02-25,22.8436
2021-02-26,14.07582
2021-02-27,4.58361
2021-02-28,4.13676
2021-03-01,4.23155
2021-03-02,27.46784
2021-03-03,12.96547
2021-03-04,8.83547
2021-03-05,10.68381
2021-03-06,4.52268
2021-03-07,3.4394
2021-03-08,7.62356
2021-03-09,8.11103
2021-03-10,14.16384
2021-03-11,8.49018
2021-03-12,6.07312
2021-03-13,3.00609
2021-03-14,3.46648
2021-03-15,8.2329
2021-03-16,7.71834
2021-03-17,7.46106
2021-03-18,6.78402
2021-03-19,9.27555
2021-03-20,3.71022
2021-03-21,3.39878
2021-03-22,6.47257
2021-03-23,6.96005
2021-03-24,9.07921
2021-03-25,14.07582
2021-03-26,7.06838
2021-03-27,2.99932
2021-03-28,3.0264
2021-03-29,6.79079
2021-03-30,6.88557
2021-03-31,9.43805
2021-04-01,7.06161
2021-04-02,5.72782
2021-04-03,2.94515
2021-04-04,3.16858
2021-04-05,9.14014
2021-04-06,7.51523
2021-04-07,7.73865
2021-04-08,8.22613
2021-04-09,11.28639
2021-04-10,4.86797
2021-04-11,3.37169
2021-04-12,7.84698
2021-04-13,6.22884
2021-04-14,5.70074
2021-04-15,7.2918
2021-04-16,6.3981
2021-04-17,2.87068
2021-04-18,3.15504
2021-04-19,6.24915
2021-04-20,8.11103
2021-04-21,9.72918
2021-04-22,7.96885
2021-04-23,14.60392
2021-04-24,3.89979
2021-04-25,3.61543
2021-04-26,6.9939
2021-04-27,6.55382
2021-04-28,6.5809
2021-04-29,7.1767
2021-04-30,8.25321
2021-05-01,4.54299
2021-05-02,4.0352
2021-05-03,8.67975
2021-05-04,10.37914
2021-05-05,5.09817
2021-05-06,9.30941
2021-05-07,8.45633
2021-05-08,3.75761
2021-05-09,3.56804
2021-05-10,15.34867
2021-05-11,10.63642
2021-05-12,9.05213
2021-05-13,8.26675
2021-05-14,8.21259
2021-05-15,3.79823
2021-05-16,3.77792
2021-05-17,8.65944
2021-05-18,7.20379
2021-05-19,4.1503
2021-05-20,9.26878
2021-05-21,8.84901
2021-05-22,3.64251
2021-05-23,3.45294
2021-05-24,10.29113
2021-05-25,14.82058
2021-05-26,8.63236
2021-05-27,7.73865
2021-05-28,7.57616
2021-05-29,3.34461
2021-05-30,3.2566
2021-05-31,10.70412
2021-06-01,6.78402
2021-06-02,5.52471
2021-06-03,6.09343
2021-06-04,6.96005
2021-06-05,3.24983
2021-06-06,2.83683
2021-06-07,6.09343
2021-06-08,5.95802
2021-06-09,6.54028
2021-06-10,10.04739
2021-06-11,5.69397
2021-06-12,2.48476
2021-06-13,2.74881
2021-06-14,5.14556
2021-06-15,7.30534
2021-06-16,5.88354
2021-06-17,5.7549
2021-06-18,5.59918
2021-06-19,2.64725
2021-06-20,2.41029
2021-06-21,6.20853
2021-06-22,5.32836
2021-06-23,5.12525
2021-06-24,6.6283
2021-06-25,10.22342
2021-06-26,2.93161
2021-06-27,2.78943
2021-06-28,5.59918
2021-06-29,5.74136
2021-06-30,7.25118
2021-07-01,6.25592
2021-07-02,5.60595
2021-07-03,2.68788
2021-07-04,2.59309
2021-07-05,7.77928
2021-07-06,6.36425
2021-07-07,6.20853
2021-07-08,6.45226
2021-07-09,8.19905
2021-07-10,3.48002
2021-07-11,2.53215
2021-07-12,6.40487
2021-07-13,5.79553
2021-07-14,5.57887
2021-07-15,6.00541
2021-07-16,5.6872
2021-07-17,2.57955
2021-07-18,2.36289
2021-07-19,5.84292
2021-07-20,6.94651
2021-07-21,7.85375
2021-07-22,7.04807
2021-07-23,11.66553
2021-07-24,3.59512
2021-07-25,2.8436
2021-07-26,6.84495
2021-07-27,6.06635
2021-07-28,5.6872
2021-07-29,6.19498
2021-07-30,7.56939
2021-07-31,2.92484
2021-08-01,2.59309
2021-08-02,5.78876
2021-08-03,4.94245
2021-08-04,4.08259
2021-08-05,7.44752
2021-08-06,4.99661
2021-08-07,2.42383
2021-08-08,2.30873
2021-08-09,5.76844
2021-08-10,11.57075
2021-08-11,6.51997
2021-08-12,4.96953
2021-08-13,5.32159
2021-08-14,2.35612
2021-08-15,1.9702
2021-08-16,2.80297
2021-08-17,5.63303
2021-08-18,5.69397
2021-08-19,5.9851
2021-08-20,7.46784
2021-08-21,3.04671
2021-08-22,2.86391
2021-08-23,6.03249
2021-08-24,7.72511
2021-08-25,13.10088
2021-08-26,7.13608
2021-08-27,6.26269
2021-08-28,2.97224
2021-08-29,2.70142
2021-08-30,7.03452
2021-08-31,9.30264
2021-09-01,6.68923
2021-09-02,6.88557
2021-09-03,7.44752
2021-09-04,3.22274
2021-09-05,3.21597
2021-09-06,7.23764
2021-09-07,7.25795
2021-09-08,8.14488
2021-09-09,7.69126
2021-09-10,11.12389
2021-09-11,3.77115
2021-09-12,3.2566
2021-09-13,6.5809
2021-09-14,6.79756
2021-09-15,7.75897
2021-09-16,9.07244
2021-09-17,11.22545
2021-09-18,3.46648
2021-09-19,2.69465
2021-09-20,2.34258
2021-09-21,2.46445
2021-09-22,2.45768
2021-09-23,9.77657
2021-09-24,16.01218
2021-09-25,4.19092
2021-09-26,3.56127
2021-09-27,8.13134
2021-09-28,6.22207
2021-09-29,6.19498
2021-09-30,8.65267
2021-10-01,6.20853
2021-10-02,3.16181
2021-10-03,2.68788
2021-10-04,3.39201
2021-10-05,9.58023
2021-10-06,7.11577
2021-10-07,7.31888
2021-10-08,10.23696
2021-10-09,3.60866
2021-10-10,3.3243
2021-10-11,3.99458
2021-10-12,6.98713
2021-10-13,6.18144
2021-10-14,6.68246
2021-10-15,7.30534
2021-10-16,2.99255
2021-10-17,2.67433
2021-10-18,5.21327
2021-10-19,5.39607
2021-10-20,5.97156
2021-10-21,7.21733
2021-10-22,6.77048
2021-10-23,3.29045
2021-10-24,3.06025
2021-10-25,11.85511
2021-10-26,6.9939
2021-10-27,5.96479
2021-10-28,6.12728
2021-10-29,6.9262
2021-10-30,2.86391
2021-10-31,3.21597
2021-11-01,6.68246
2021-11-02,6.26946
2021-11-03,5.9851
2021-11-04,5.57887
2021-11-05,7.63033
2021-11-06,3.1415
2021-11-07,3.52064
2021-11-08,6.55382
2021-11-09,6.78402
2021-11-10,11.46919
2021-11-11,7.16316
2021-11-12,5.42315
2021-11-13,3.24983
2021-11-14,4.04874
2021-11-15,7.95531
2021-11-16,6.83818
2021-11-17,6.39133
2021-11-18,6.13405
2021-11-19,7.03452
2021-11-20,3.45294
2021-11-21,3.08733
2021-11-22,7.19702
2021-11-23,6.75016
2021-11-24,8.08395
2021-11-25,14.06905
2021-11-26,7.03452
2021-11-27,3.47325
2021-11-28,2.91807
2021-11-29,7.23764
2021-11-30,10.10832
2021-12-01,7.96885
2021-12-02,6.93974
2021-12-03,7.51523
2021-12-04,3.7373
2021-12-05,3.49356
2021-12-06,8.42247
2021-12-07,8.08395
2021-12-08,7.8199
2021-12-09,8.25321
2021-12-10,12.37643
2021-12-11,4.65809
2021-12-12,3.63574
2021-12-13,7.42044
2021-12-14,6.71631
2021-12-15,8.36154
2021-12-16,7.13608
2021-12-17,5.92417
2021-12-18,2.99255
2021-12-19,3.12119
2021-12-20,8.63913
2021-12-21,9.03859
2021-12-22,7.6371
2021-12-23,9.99322
2021-12-24,15.14556
2021-12-25,3.64251
2021-12-26,3.79146
2021-12-27,9.18754
2021-12-28,9.62085
2021-12-29,8.81516
2021-12-30,9.64116
2021-12-31,10.23696
2022-01-01,3.98104
2022-01-02,4.06905
2022-01-03,9.22816
2022-01-04,9.81042
2022-01-05,13.81178
2022-01-06,10.4807
2022-01-07,10.02708
2022-01-08,5.02369
2022-01-09,5.19295
2022-01-10,24.10968
2022-01-11,12.23425
2022-01-12,10.31144
2022-01-13,11.4895
2022-01-14,10.47393
2022-01-15,8.50372
2022-01-16,6.31685
2022-01-17,18.23967
2022-01-18,20.01354
2022-01-19,18.07718
2022-01-20,20.10832
2022-01-21,19.61408
2022-01-22,7.15639
2022-01-23,6.3981
2022-01-24,22.12593
2022-01-25,29.72241
2022-01-26,18.91672
2022-01-27,18.19228
2022-01-28,19.92552
2022-01-29,6.38456
2022-01-30,4.42789
2022-01-31,3.92687
2022-02-01,3.9675
2022-02-02,4.10291
2022-02-03,13.21597
2022-02-04,15.80907
2022-02-05,5.44346
2022-02-06,5.14556
2022-02-07,13.49356
2022-02-08,13.18212
2022-02-09,13.1415
2022-02-10,22.9587
2022-02-11,14.32633
2022-02-12,5.47054
2022-02-13,4.36696
2022-02-14,12.46445
2022-02-15,13.89979
2022-02-16,12.74881
2022-02-17,12.19363
2022-02-18,12.46445
2022-02-19,4.4482
2022-02-20,3.93364
2022-02-21,14.1503
2022-02-22,12.77589
2022-02-23,12.1327
2022-02-24,13.18212
2022-02-25,19.0115
2022-02-26,5.18618
2022-02-27,4.16384
2022-02-28,13.27691
2022-03-01,4.84766
2022-03-02,9.36357
2022-03-03,10.07447
2022-03-04,10.78537
2022-03-05,4.5633
2022-03-06,3.5071
2022-03-07,7.97562
2022-03-08,8.21259
2022-03-09,4.1503
2022-03-10,14.53622
2022-03-11,8.70006
2022-03-12,3.98781
2022-03-13,3.33107
2022-03-14,6.696
2022-03-15,8.06364
2022-03-16,7.21056
2022-03-17,7.20379
2022-03-18,7.13608
2022-03-19,3.33107
2022-03-20,3.48679
2022-03-21,11.81448
2022-03-22,6.31008
2022-03-23,6.52674
2022-03-24,8.19905
2022-03-25,14.59038
2022-03-26,3.83886
2022-03-27,3.29722
2022-03-28,7.72511
2022-03-29,6.36425
2022-03-30,7.31888
2022-03-31,10.4807
2022-04-01,6.96682
2022-04-02,3.17535
2022-04-03,3.07379
2022-04-04,7.29857
2022-04-05,10.85308
2022-04-06,7.88761
2022-04-07,6.89234
2022-04-08,11.34055
2022-04-09,3.89302
2022-04-10,3.70345
2022-04-11,8.51726
2022-04-12,6.43195
2022-04-13,5.76844
2022-04-14,5.87677
2022-04-15,7.06838
2022-04-16,3.31753
2022-04-17,2.66079
2022-04-18,5.53825
2022-04-19,5.92417
2022-04-20,8.21936
2022-04-21,8.78808
2022-04-22,7.56262
2022-04-23,3.23628
2022-04-24,3.13473
2022-04-25,14.38727
2022-04-26,8.44955
2022-04-27,7.05484
2022-04-28,6.9939
2022-04-29,8.78131
2022-04-30,3.75084
2022-05-01,4.34664
2022-05-02,10.38591
2022-05-03,9.51929
2022-05-04,10.29113
2022-05-05,4.08259
2022-05-06,7.49492
2022-05-07,3.90656
2022-05-08,5.34867
2022-05-09,11.0088
2022-05-10,15.9174
2022-05-11,9.84427
2022-05-12,9.44482
2022-05-13,8.36154
2022-05-14,4.00812
2022-05-15,3.72376
2022-05-16,8.16519
2022-05-17,8.1178
2022-05-18,7.73188
2022-05-19,9.45159
2022-05-20,11.96343
2022-05-21,4.10291
2022-05-22,3.64928
2022-05-23,8.25998
2022-05-24,10.07447
2022-05-25,14.98307
2022-05-26,8.72714
2022-05-27,7.61679
2022-05-28,3.16858
2022-05-29,3.24983
2022-05-30,8.74746
2022-05-31,10.30467
2022-06-01,3.84563
2022-06-02,5.55856
2022-06-03,7.25795
2022-06-04,3.23628
2022-06-05,2.5457
2022-06-06,2.68111
2022-06-07,6.08666
2022-06-08,6.49289
2022-06-09,6.80433
2022-06-10,10.84631
2022-06-11,3.33784
2022-06-12,2.62017
2022-06-13,5.3893
2022-06-14,6.13405
2022-06-15,6.18821
2022-06-16,6.26269
2022-06-17,5.71428
2022-06-18,2.87745
2022-06-19,2.62694
2022-06-20,7.98916
2022-06-21,8.20582
2022-06-22,5.71428
2022-06-23,7.37982
2022-06-24,11.58429
2022-06-25,3.39201
2022-06-26,2.60663
2022-06-27,6.26269
2022-06-28,5.79553
2022-06-29,5.86323
2022-06-30,8.00947
2022-07-01,6.2153
2022-07-02,2.36966
2022-07-03,2.68111
2022-07-04,6.91943
2022-07-05,9.04536
2022-07-06,6.75016
2022-07-07,6.57413
2022-07-08,9.51929
2022-07-09,3.37169
2022-07-10,26.78402
2022-07-11,25.41638
2022-07-12,16.24915
2022-07-13,11.2593
2022-07-14,11.00203
2022-07-15,13.22274
2022-07-16,4.60392
2022-07-17,3.98781
2022-07-18,11.93635
2022-07-19,13.65605
2022-07-20,12.14624
2022-07-21,67.91469
2022-07-22,61.36763
2022-07-23,12.7285
2022-07-24,12.50507
2022-07-25,29.91198
2022-07-26,15.05754
2022-07-27,9.45836
2022-07-28,9.21462
2022-07-29,11.21868
2022-07-30,4.42112
2022-07-31,4.00812
2022-08-01,7.57616
2022-08-02,6.50643
2022-08-03,6.35748
2022-08-04,5.97156
2022-08-05,10.28436
2022-08-06,3.51387
2022-08-07,2.92484
2022-08-08,7.60324
2022-08-09,6.20176
2022-08-10,14.22477
2022-08-11,7.04807
2022-08-12,7.26472
2022-08-13,2.89776
2022-08-14,2.50507
2022-08-15,3.2566
2022-08-16,6.32362
2022-08-17,5.8023
2022-08-18,6.55382
2022-08-19,8.67298
2022-08-20,3.0264
2022-08-21,2.6134
2022-08-22,6.16113
2022-08-23,6.44549
2022-08-24,8.98442
2022-08-25,14.65809
2022-08-26,6.96682
2022-08-27,2.80974
2022-08-28,2.73527
2022-08-29,5.89031
2022-08-30,7.12254
2022-08-31,9.14014
2022-09-01,6.89911
2022-09-02,6.10697
2022-09-03,2.88422
2022-09-04,2.96547
2022-09-05,9.30941
2022-09-06,8.74746
2022-09-07,9.39742
2022-09-08,12.12593
2022-09-09,3.77792
2022-09-10,2.5457
2022-09-11,2.19363
2022-09-12,2.99932
2022-09-13,7.08192
2022-09-14,6.2153
2022-09-15,7.73865
2022-09-16,7.35951
2022-09-17,2.91807
2022-09-18,2.49153
2022-09-19,6.35071
2022-09-20,9.01828
2022-09-21,8.86932
2022-09-22,10.26404
2022-09-23,16.71631
2022-09-24,3.79146
2022-09-25,2.87068
2022-09-26,6.93974
2022-09-27,6.16113
2022-09-28,6.20853
2022-09-29,6.76371
2022-09-30,8.70683
2022-10-01,3.56804
2022-10-02,3.0264
2022-10-03,3.64251
2022-10-04,7.59647
2022-10-05,10.79891
2022-10-06,8.69329
2022-10-07,12.05822
2022-10-08,4.04197
2022-10-09,3.39201
2022-10-10,4.27894
2022-10-11,8.19905
2022-10-12,6.5809
2022-10-13,6.5132
2022-10-14,7.35951
2022-10-15,3.42586
2022-10-16,3.16181
2022-10-17,6.65538
2022-10-18,5.9851
2022-10-19,6.27623
2022-10-20,7.38659
2022-10-21,7.3392
2022-10-22,3.01963
2022-10-23,2.73527
2022-10-24,7.73188
2022-10-25,13.17535
2022-10-26,7.00744
2022-10-27,6.16113
2022-10-28,5.80907
2022-10-29,3.05348
2022-10-30,2.37643
2022-10-31,8.55111
2022-11-01,7.11577
2022-11-02,6.72985
2022-11-03,6.91266
2022-11-04,7.84698
2022-11-05,3.54096
2022-11-06,3.12796
2022-11-07,7.08869
2022-11-08,7.08192
2022-11-09,7.85375
2022-11-10,13.06025
2022-11-11,7.00744
2022-11-12,3.77792
2022-11-13,2.95192
2022-11-14,6.68246
2022-11-15,8.1178
2022-11-16,6.56059
2022-11-17,6.82464
2022-11-18,6.87203
2022-11-19,3.40555
2022-11-20,2.99255
2022-11-21,7.6371
2022-11-22,6.31685
2022-11-23,6.10697
2022-11-24,7.37982
2022-11-25,12.45768
2022-11-26,3.96073
2022-11-27,3.42586
2022-11-28,6.73662
2022-11-29,7.57616
2022-11-30,9.7698
2022-12-01,7.3392
2022-12-02,6.45903
2022-12-03,2.88422
2022-12-04,3.47325
2022-12-05,9.174
2022-12-06,7.00744
2022-12-07,8.50372
2022-12-08,7.77251
2022-12-09,11.24576
2022-12-10,4.65809
2022-12-11,4.23832
2022-12-12,8.76777
2022-12-13,7.7522
2022-12-14,7.60324
2022-12-15,9.11306
2022-12-16,7.935
2022-12-17,3.74407
2022-12-18,3.53419
2022-12-19,7.56262
2022-12-20,9.8375
2022-12-21,10.20311
2022-12-22,10.26404
2022-12-23,16.14759
2022-12-24,5.34867
2022-12-25,4.30602
2022-12-26,10.1354
2022-12-27,9.30264
2022-12-28,9.80365
2022-12-29,10.37914
2022-12-30,11.63168
2022-12-31,5.40961
2023-01-01,4.77318
2023-01-02,12.64048
2023-01-03,11.46919
2023-01-04,10.5484
2023-01-05,15.9851
2023-01-06,11.59783
2023-01-07,5.06431
2023-01-08,4.94922
2023-01-09,11.70616
2023-01-10,22.26134
2023-01-11,13.22274
2023-01-12,10.79214
2023-01-13,10.62965
2023-01-14,4.9289
2023-01-15,7.20379
2023-01-16,20.19634
2023-01-17,19.98645
2023-01-18,26.283
2023-01-19,25.5044
2023-01-20,27.33243
2023-01-21,7.82667
2023-01-22,5.69397
2023-01-23,5.9174
2023-01-24,6.93974
2023-01-25,34.12999
2023-01-26,23.73053
2023-01-27,20.20311
2023-01-28,7.23087
2023-01-29,5.81584
2023-01-30,19.77657
2023-01-31,25.61272
2023-02-01,17.16316
2023-02-02,15.87
2023-02-03,17.88761
2023-02-04,6.06635
2023-02-05,5.7549
2023-02-06,14.3331
2023-02-07,13.72376
2023-02-08,14.08259
2023-02-09,15.83615
2023-02-10,25.41638
2023-02-11,7.109
2023-02-12,4.76641
2023-02-13,13.77115
2023-02-14,14.04197
2023-02-15,15.99187
2023-02-16,12.74204
2023-02-17,12.45091
2023-02-18,5.20649
2023-02-19,4.05551
2023-02-20,13.75761
2023-02-21,14.73933
2023-02-22,11.23222
2023-02-23,12.69465
2023-02-24,18.46987
2023-02-25,5.01015
2023-02-26,4.05551
2023-02-27,11.97698
2023-02-28,14.1503
2023-03-01,5.457
2023-03-02,9.2417
2023-03-03,10.88016
2023-03-04,4.48205
2023-03-05,4.49559
2023-03-06,9.64116
2023-03-07,8.53757
2023-03-08,8.32092
2023-03-09,9.0589
2023-03-10,14.73256
2023-03-11,4.05551
2023-03-12,3.8524
2023-03-13,7.61679
2023-03-14,7.31888
2023-03-15,9.14691
2023-03-16,7.57616
2023-03-17,6.56736
2023-03-18,3.84563
2023-03-19,3.58835
2023-03-20,8.90318
2023-03-21,10.44685
2023-03-22,7.92823
2023-03-23,9.63439
2023-03-24,17.36628
2023-03-25,4.37373
2023-03-26,3.78469
2023-03-27,8.72714
2023-03-28,7.57616
2023-03-29,6.8111
2023-03-30,7.65064
2023-03-31,10.10832
2023-04-01,3.52064
2023-04-02,3.4394
2023-04-03,7.97562
2023-04-04,7.87406
2023-04-05,11.82125
2023-04-06,10.12186
2023-04-07,8.82193
2023-04-08,3.95396
2023-04-09,3.62897
2023-04-10,15.56533
2023-04-11,8.80839
2023-04-12,7.67095
2023-04-13,7.30534
2023-04-14,8.22613
2023-04-15,3.87948
2023-04-16,3.10765
2023-04-17,7.4069
2023-04-18,6.24238
2023-04-19,6.49289
2023-04-20,8.42247
2023-04-21,8.79485
2023-04-22,3.48679
2023-04-23,3.03994
2023-04-24,9.14014
2023-04-25,15.97833
2023-04-26,8.6459
2023-04-27,8.72037
2023-04-28,10.02031
2023-04-29,4.59715
2023-04-30,4.1503
2023-05-01,9.0115
2023-05-02,14.00135
2023-05-03,12.05145
2023-05-04,14.33987
2023-05-05,6.27623
2023-05-06,4.7935
2023-05-07,4.50914
2023-05-08,11.23899
2023-05-09,11.09004
2023-05-10,17.21056
2023-05-11,10.32498
2023-05-12,8.07718
2023-05-13,4.05551
2023-05-14,3.77792
2023-05-15,10.27758
2023-05-16,10.08801
2023-05-17,9.18077
2023-05-18,9.72918
2023-05-19,11.80094
2023-05-20,4.7935
2023-05-21,4.38727
2023-05-22,9.07244
2023-05-23,10.04739
2023-05-24,12.13947
2023-05-25,15.61272
2023-05-26,9.03182
2023-05-27,4.25863
2023-05-28,4.06228
2023-05-29,4.44143
