date,풍차돌리기적금
2020-03-21,0.96153
2020-03-23,3.57142
2020-03-24,1.64835
2020-03-30,1.0989
2020-03-31,1.23626
2020-04-01,1.51098
2020-04-02,0.96153
2020-04-06,1.0989
2020-04-15,0.82417
2020-04-16,0.96153
2020-04-17,0.68681
2020-04-18,0.68681
2020-04-20,0.68681
2020-04-21,0.68681
2020-04-23,0.96153
2020-04-27,0.96153
2020-04-28,1.92307
2020-04-29,0.82417
2020-04-30,0.82417
2020-05-01,1.0989
2020-05-04,0.68681
2020-05-20,0.82417
2020-05-21,1.23626
2020-05-25,0.68681
2020-06-02,0.68681
2020-06-05,0.82417
2020-06-06,0.96153
2020-06-16,0.82417
2020-06-18,1.78571
2020-07-20,0.68681
2020-07-29,0.96153
2020-08-04,7.14285
2020-08-05,3.70879
2020-08-06,3.15934
2020-08-07,1.0989
2020-08-08,2.88461
2020-08-09,3.57142
2020-08-10,1.23626
2020-08-11,6.5934
2020-08-12,2.74725
2020-08-13,2.06043
2020-08-14,2.60989
2020-08-15,3.15934
2020-08-16,1.51098
2020-08-17,3.70879
2020-08-18,2.47252
2020-08-19,1.37362
2020-08-20,3.02197
2020-08-21,0.68681
2020-08-24,1.23626
2020-08-25,0.82417
2020-08-30,0.68681
2020-09-03,0.68681
2020-09-05,0.82417
2020-09-08,0.68681
2020-09-16,0.68681
2020-09-17,0.68681
2020-09-23,0.68681
2020-10-22,0.68681
2020-10-29,0.68681
2020-11-12,0.68681
2020-11-13,0.68681
2020-11-22,2.1978
2020-11-25,1.51098
2020-12-01,0.68681
2020-12-02,1.0989
2020-12-07,0.96153
2020-12-09,0.82417
2020-12-14,0.96153
2020-12-22,1.37362
2020-12-23,0.82417
2020-12-27,0.68681
2020-12-30,0.68681
2021-01-02,0.68681
2021-01-09,1.64835
2021-01-10,1.37362
2021-01-12,1.51098
2021-01-18,1.0989
2021-01-21,1.23626
2021-01-22,0.96153
2021-01-24,0.96153
2021-01-25,0.68681
2021-01-28,0.82417
2021-01-29,0.82417
2021-01-30,1.23626
2021-01-31,0.68681
2021-02-01,0.68681
2021-02-03,1.78571
2021-02-05,0.82417
2021-02-07,0.68681
2021-02-13,0.82417
2021-02-16,0.96153
2021-02-18,0.96153
2021-02-19,0.68681
2021-02-21,0.68681
2021-02-22,0.68681
2021-03-06,1.0989
2021-03-10,1.78571
2021-03-11,1.23626
2021-03-12,0.68681
2021-03-14,0.82417
2021-03-17,0.68681
2021-03-24,0.68681
2021-03-26,0.68681
2021-03-27,0.68681
2021-03-30,0.68681
2021-04-04,0.68681
2021-04-16,0.68681
2021-04-26,1.0989
2021-04-27,0.96153
2021-05-27,0.68681
2021-07-14,1.0989
2021-07-17,0.96153
2021-07-22,0.68681
2021-07-23,0.68681
2021-07-28,1.23626
2021-07-29,0.68681
2021-08-01,0.68681
2021-08-10,1.64835
2021-08-11,0.96153
2021-08-12,1.23626
2021-08-13,0.96153
2021-08-14,1.37362
2021-08-15,2.60989
2021-08-16,2.06043
2021-08-17,1.92307
2021-08-19,1.64835
2021-08-20,0.82417
2021-08-21,0.68681
2021-08-22,1.37362
2021-08-23,1.51098
2021-08-25,0.68681
2021-08-26,2.33516
2021-08-27,1.0989
2021-08-28,1.64835
2021-08-29,1.23626
2021-08-30,1.23626
2021-08-31,1.23626
2021-09-01,0.82417
2021-09-02,0.96153
2021-09-03,1.78571
2021-09-05,1.37362
2021-09-06,1.92307
2021-09-07,1.37362
2021-09-08,1.64835
2021-09-09,1.37362
2021-09-11,1.23626
2021-09-12,1.23626
2021-09-13,0.68681
2021-09-14,0.82417
2021-09-15,1.64835
2021-09-16,0.96153
2021-09-17,1.64835
2021-09-18,0.96153
2021-09-20,1.23626
2021-09-21,0.68681
2021-09-22,0.82417
2021-09-23,1.51098
2021-09-24,2.60989
2021-09-25,2.47252
2021-09-26,2.33516
2021-09-27,3.2967
2021-09-28,4.12087
2021-09-29,2.60989
2021-09-30,2.60989
2021-10-01,2.47252
2021-10-02,2.60989
2021-10-03,1.51098
2021-10-04,2.33516
2021-10-05,2.74725
2021-10-06,1.51098
2021-10-07,2.88461
2021-10-08,2.88461
2021-10-09,2.33516
2021-10-10,1.92307
2021-10-11,2.74725
2021-10-12,7.55494
2021-10-13,2.60989
2021-10-14,3.02197
2021-10-15,3.2967
2021-10-16,1.64835
2021-10-17,1.23626
2021-10-18,1.0989
2021-10-19,3.2967
2021-10-20,3.2967
2021-10-21,2.47252
2021-10-22,3.02197
2021-10-23,2.47252
2021-10-24,1.37362
2021-10-25,1.64835
2021-10-26,1.92307
2021-10-27,2.60989
2021-10-28,0.82417
2021-10-31,0.96153
2021-11-01,0.68681
2021-11-02,0.82417
2021-11-06,0.96153
2021-11-08,2.1978
2021-11-10,0.82417
2021-11-18,0.68681
2021-11-25,0.68681
2021-11-26,1.23626
2021-11-28,0.68681
2021-11-29,0.68681
2021-11-30,0.82417
2021-12-01,0.82417
2021-12-02,1.0989
2021-12-05,0.82417
2021-12-06,0.68681
2021-12-08,0.96153
2021-12-15,0.68681
2021-12-16,1.0989
2021-12-17,0.68681
2021-12-18,0.82417
2021-12-23,0.68681
2021-12-24,0.82417
2021-12-26,1.23626
2021-12-28,0.96153
2021-12-29,0.68681
2021-12-30,0.82417
2021-12-31,0.68681
2022-01-01,0.96153
2022-01-02,0.82417
2022-01-03,2.1978
2022-01-04,2.74725
2022-01-05,3.98351
2022-01-06,0.68681
2022-01-07,1.0989
2022-01-08,1.37362
2022-01-09,1.51098
2022-01-10,1.64835
2022-01-11,1.23626
2022-01-12,0.82417
2022-01-13,1.0989
2022-01-16,1.37362
2022-01-17,1.23626
2022-01-18,0.82417
2022-01-19,0.96153
2022-01-20,0.96153
2022-01-23,1.78571
2022-01-24,0.82417
2022-01-25,2.1978
2022-01-26,0.82417
2022-01-27,0.68681
2022-01-28,1.51098
2022-01-29,1.0989
2022-01-30,0.68681
2022-01-31,0.82417
2022-02-01,1.51098
2022-02-02,1.64835
2022-02-03,2.06043
2022-02-04,2.88461
2022-02-05,0.68681
2022-02-09,1.51098
2022-02-10,1.23626
2022-02-14,0.68681
2022-02-17,1.0989
2022-02-21,0.68681
2022-02-22,0.82417
2022-02-23,3.57142
2022-02-24,0.68681
2022-02-25,2.88461
2022-02-26,1.0989
2022-02-27,1.23626
2022-02-28,0.96153
2022-03-01,2.47252
2022-03-04,2.06043
2022-03-06,1.0989
2022-03-07,0.82417
2022-03-10,0.96153
2022-03-11,0.82417
2022-03-12,0.68681
2022-03-13,0.96153
2022-03-15,1.64835
2022-03-17,0.82417
2022-03-18,2.88461
2022-03-19,0.68681
2022-03-22,0.68681
2022-03-23,0.68681
2022-03-24,1.23626
2022-03-25,2.47252
2022-03-26,1.37362
2022-03-27,1.51098
2022-03-28,2.33516
2022-03-29,1.23626
2022-03-30,2.47252
2022-03-31,1.51098
2022-04-02,0.82417
2022-04-05,0.82417
2022-04-06,0.82417
2022-04-07,0.68681
2022-04-11,1.51098
2022-04-12,0.96153
2022-04-14,2.60989
2022-04-15,0.82417
2022-04-22,0.68681
2022-04-23,0.68681
2022-04-24,1.37362
2022-04-25,1.51098
2022-04-26,0.96153
2022-04-28,1.0989
2022-04-29,0.96153
2022-04-30,0.68681
2022-05-01,0.96153
2022-05-02,0.82417
2022-05-03,1.0989
2022-05-08,0.96153
2022-05-10,0.68681
2022-05-11,0.68681
2022-05-13,0.68681
2022-05-15,0.82417
2022-05-16,0.68681
2022-05-21,1.51098
2022-05-25,1.0989
2022-05-26,1.23626
2022-05-30,2.06043
2022-06-01,0.96153
2022-06-02,1.0989
2022-06-03,1.23626
2022-06-04,1.23626
2022-06-05,1.0989
2022-06-06,0.96153
2022-06-07,1.0989
2022-06-08,0.96153
2022-06-09,0.82417
2022-06-10,1.37362
2022-06-14,0.68681
2022-06-17,0.68681
2022-06-25,1.37362
2022-06-26,0.96153
2022-06-28,1.64835
2022-06-30,0.68681
2022-07-02,1.0989
2022-07-03,0.68681
2022-07-04,0.82417
2022-07-06,1.37362
2022-07-07,0.68681
2022-07-13,0.68681
2022-07-16,0.68681
2022-07-20,1.0989
2022-07-21,2.1978
2022-07-22,0.82417
2022-07-23,0.96153
2022-07-25,2.1978
2022-07-26,2.06043
2022-07-28,0.96153
2022-07-30,0.68681
2022-07-31,1.37362
2022-08-01,0.68681
2022-08-03,2.1978
2022-08-04,0.82417
2022-08-05,2.47252
2022-08-06,0.68681
2022-08-08,0.82417
2022-08-09,0.68681
2022-08-12,0.82417
2022-08-13,1.0989
2022-08-14,0.68681
2022-08-16,1.23626
2022-08-17,2.60989
2022-08-18,2.60989
2022-08-19,0.68681
2022-08-20,1.0989
2022-08-21,1.23626
2022-08-22,1.92307
2022-08-23,2.33516
2022-08-25,0.82417
2022-08-26,2.33516
2022-08-28,0.82417
2022-08-29,1.37362
2022-08-30,1.37362
2022-09-04,0.96153
2022-09-05,1.78571
2022-09-07,0.82417
2022-09-09,0.96153
2022-09-10,0.68681
2022-09-11,2.06043
2022-09-12,1.23626
2022-09-13,1.37362
2022-09-14,2.74725
2022-09-15,2.1978
2022-09-18,0.96153
2022-09-19,2.74725
2022-09-20,0.82417
2022-09-21,1.92307
2022-09-22,5.08241
2022-09-23,4.80769
2022-09-25,0.82417
2022-09-26,0.96153
2022-09-27,1.92307
2022-09-28,0.96153
2022-09-29,5.90659
2022-09-30,13.32417
2022-10-01,9.61538
2022-10-02,14.42307
2022-10-03,10.71428
2022-10-04,14.97252
2022-10-05,15.52197
2022-10-06,10.16483
2022-10-07,10.43956
