date,풍차돌리기적금
2022-10-08,5.21978
2022-10-09,7.28021
2022-10-10,10.71428
2022-10-11,14.14835
2022-10-12,33.7912
2022-10-13,19.23076
2022-10-14,23.90109
2022-10-15,35.30219
2022-10-16,94.50549
2022-10-17,100.0
2022-10-18,62.77472
2022-10-19,36.81318
2022-10-20,39.97252
2022-10-21,36.95054
2022-10-22,17.30769
2022-10-23,18.13186
2022-10-24,25.41208
2022-10-25,28.2967
2022-10-26,66.07142
2022-10-27,28.2967
2022-10-28,24.45054
2022-10-29,38.46153
2022-10-30,39.42307
2022-10-31,33.51648
2022-11-01,40.7967
2022-11-02,36.95054
2022-11-03,42.9945
2022-11-04,32.14285
2022-11-05,27.60989
2022-11-06,27.74725
2022-11-07,33.51648
2022-11-08,35.43956
2022-11-09,41.75824
2022-11-10,38.32417
2022-11-11,47.11538
2022-11-12,29.53296
2022-11-13,31.86813
2022-11-14,41.07142
2022-11-15,37.22527
2022-11-16,29.12087
2022-11-17,37.08791
2022-11-18,28.2967
2022-11-19,20.1923
2022-11-20,21.84065
2022-11-21,28.57142
2022-11-22,30.4945
2022-11-23,35.02747
2022-11-24,33.7912
2022-11-25,53.02197
2022-11-26,46.84065
2022-11-27,28.2967
2022-11-28,34.61538
2022-11-29,34.8901
2022-11-30,28.02197
2022-12-01,28.98351
2022-12-02,22.52747
2022-12-03,18.68131
2022-12-04,49.31318
2022-12-05,32.6923
2022-12-06,27.47252
2022-12-07,21.70329
2022-12-08,22.93956
2022-12-09,20.87912
2022-12-10,21.2912
2022-12-11,16.62087
2022-12-12,21.84065
2022-12-13,25.27472
2022-12-14,21.70329
2022-12-15,25.0
2022-12-16,20.60439
2022-12-17,19.91758
2022-12-18,42.58241
2022-12-19,35.02747
2022-12-20,32.6923
2022-12-21,24.58791
2022-12-22,24.03846
2022-12-23,23.76373
2022-12-24,20.46703
2022-12-25,20.46703
2022-12-26,24.58791
2022-12-27,26.64835
2022-12-28,29.3956
2022-12-29,27.88461
2022-12-30,24.58791
2022-12-31,17.9945
2023-01-01,22.93956
2023-01-02,32.00549
2023-01-03,29.94505
2023-01-04,29.80769
2023-01-05,24.31318
2023-01-06,26.23626
2023-01-07,21.2912
2023-01-08,21.84065
2023-01-09,25.82417
2023-01-10,28.70879
2023-01-11,21.97802
2023-01-12,28.57142
2023-01-13,25.41208
2023-01-14,21.42857
2023-01-15,27.47252
2023-01-16,25.41208
2023-01-17,23.62637
2023-01-18,23.07692
2023-01-19,24.86263
2023-01-20,23.35164
2023-01-21,16.8956
2023-01-22,20.60439
2023-01-23,21.01648
2023-01-24,34.61538
2023-01-25,34.20329
2023-01-26,25.27472
2023-01-27,26.78571
2023-01-28,16.8956
2023-01-29,19.36813
2023-01-30,22.93956
2023-01-31,28.70879
2023-02-01,29.25824
2023-02-02,26.92307
2023-02-03,16.62087
2023-02-04,14.97252
2023-02-05,16.34615
2023-02-06,21.56593
2023-02-07,15.24725
2023-02-08,17.85714
2023-02-09,17.85714
2023-02-10,15.7967
2023-02-11,13.5989
2023-02-12,16.48351
2023-02-13,19.91758
2023-02-14,18.68131
2023-02-15,17.30769
2023-02-16,17.44505
2023-02-17,15.93406
2023-02-18,16.75824
2023-02-19,22.25274
2023-02-20,24.03846
2023-02-21,20.74175
2023-02-22,21.42857
2023-02-23,18.81868
2023-02-24,15.7967
2023-02-25,16.34615
2023-02-26,11.53846
2023-02-27,19.0934
2023-02-28,18.95604
2023-03-01,20.32967
2023-03-02,15.7967
2023-03-03,13.73626
2023-03-04,12.08791
2023-03-05,11.26373
2023-03-06,16.48351
2023-03-07,14.14835
2023-03-08,13.87362
2023-03-09,18.68131
2023-03-10,17.03296
2023-03-11,8.24175
2023-03-12,11.26373
2023-03-13,14.14835
2023-03-14,13.87362
2023-03-15,13.5989
2023-03-16,13.04945
2023-03-17,13.46153
2023-03-18,10.30219
2023-03-19,10.85164
2023-03-20,16.75824
2023-03-21,13.73626
2023-03-22,11.67582
2023-03-23,14.56043
2023-03-24,13.46153
2023-03-25,10.98901
2023-03-26,13.18681
2023-03-27,17.9945
2023-03-28,14.01098
2023-03-29,12.91208
2023-03-30,12.91208
2023-03-31,10.43956
2023-04-01,10.98901
2023-04-02,7.55494
2023-04-03,12.22527
2023-04-04,14.97252
2023-04-05,13.04945
2023-04-06,13.04945
2023-04-07,9.20329
2023-04-08,9.34065
2023-04-09,8.51648
2023-04-10,14.01098
2023-04-11,12.08791
2023-04-12,11.40109
2023-04-13,11.12637
2023-04-14,12.5
2023-04-15,6.86813
2023-04-16,12.5
2023-04-17,10.02747
2023-04-18,12.77472
2023-04-19,8.65384
2023-04-20,9.34065
2023-04-21,7.28021
2023-04-22,6.73076
2023-04-23,11.95054
2023-04-24,8.65384
2023-04-25,12.5
2023-04-26,11.67582
2023-04-27,13.32417
2023-04-28,9.34065
2023-04-29,9.47802
2023-04-30,8.92857
2023-05-01,10.98901
2023-05-02,14.42307
2023-05-03,12.77472
2023-05-04,12.22527
2023-05-05,7.41758
2023-05-06,8.37912
2023-05-07,21.2912
2023-05-08,19.36813
2023-05-09,12.5
2023-05-10,11.67582
2023-05-11,10.16483
2023-05-12,10.02747
2023-05-13,5.08241
2023-05-14,8.51648
2023-05-15,11.12637
2023-05-16,11.26373
2023-05-17,10.57692
2023-05-18,9.61538
2023-05-19,10.16483
2023-05-20,7.28021
2023-05-21,8.37912
2023-05-22,12.08791
2023-05-23,10.71428
2023-05-24,9.75274
2023-05-25,9.61538
2023-05-26,10.02747
2023-05-27,7.00549
2023-05-28,7.41758
2023-05-29,9.20329
2023-05-30,11.67582
2023-05-31,13.04945
2023-06-01,11.12637
2023-06-02,9.20329
2023-06-03,6.73076
2023-06-04,6.5934
2023-06-05,11.12637
2023-06-06,10.71428
2023-06-07,11.95054
2023-06-08,9.47802
2023-06-09,10.02747
2023-06-10,8.24175
2023-06-11,6.86813
2023-06-12,10.43956
2023-06-13,12.5
2023-06-14,11.53846
2023-06-15,15.10989
2023-06-16,10.85164
2023-06-17,10.43956
2023-06-18,11.40109
2023-06-19,9.34065
2023-06-20,14.42307
2023-06-21,11.81318
2023-06-22,12.91208
2023-06-23,9.75274
2023-06-24,7.14285
2023-06-25,9.8901
2023-06-26,10.43956
2023-06-27,12.08791
2023-06-28,10.98901
2023-06-29,10.16483
2023-06-30,12.22527
2023-07-01,11.95054
2023-07-02,8.65384
2023-07-03,9.20329
2023-07-04,12.63736
2023-07-05,11.12637
2023-07-06,10.57692
2023-07-07,7.28021
2023-07-08,6.31868
2023-07-09,8.37912
2023-07-10,11.67582
2023-07-11,13.46153
2023-07-12,10.71428
2023-07-13,11.81318
2023-07-14,9.47802
2023-07-15,9.47802
2023-07-16,7.14285
2023-07-17,8.92857
2023-07-18,8.65384
2023-07-19,9.75274
2023-07-20,10.30219
2023-07-21,10.02747
2023-07-22,5.08241
2023-07-23,7.96703
2023-07-24,11.26373
2023-07-25,12.63736
2023-07-26,11.26373
2023-07-27,13.46153
2023-07-28,8.7912
2023-07-29,6.31868
2023-07-30,7.14285
2023-07-31,9.34065
2023-08-01,9.75274
2023-08-02,10.57692
2023-08-03,11.95054
2023-08-04,8.37912
2023-08-05,9.06593
2023-08-06,6.31868
2023-08-07,7.96703
2023-08-08,7.6923
2023-08-09,10.57692
2023-08-10,11.53846
2023-08-11,8.92857
2023-08-12,6.31868
2023-08-13,6.73076
2023-08-14,6.86813
2023-08-15,10.71428
2023-08-16,8.92857
2023-08-17,9.75274
2023-08-18,11.95054
2023-08-19,6.04395
2023-08-20,8.7912
2023-08-21,10.16483
2023-08-22,9.61538
2023-08-23,13.18681
2023-08-24,8.10439
2023-08-25,10.16483
2023-08-26,7.00549
2023-08-27,7.82967
2023-08-28,15.24725
2023-08-29,11.81318
2023-08-30,10.57692
2023-08-31,8.65384
2023-09-01,10.43956
2023-09-02,10.30219
2023-09-03,8.7912
2023-09-04,10.85164
2023-09-05,10.30219
2023-09-06,11.67582
2023-09-07,13.18681
2023-09-08,12.91208
2023-09-09,8.7912
2023-09-10,9.06593
2023-09-11,13.46153
2023-09-12,14.6978
2023-09-13,11.53846
2023-09-14,10.30219
2023-09-15,9.8901
2023-09-16,7.6923
2023-09-17,7.82967
2023-09-18,9.34065
2023-09-19,9.34065
2023-09-20,9.61538
2023-09-21,9.34065
2023-09-22,9.8901
2023-09-23,7.82967
2023-09-24,7.55494
2023-09-25,11.40109
2023-09-26,13.5989
2023-09-27,10.02747
2023-09-28,5.90659
2023-09-29,6.18131
2023-09-30,7.14285
2023-10-01,8.51648
2023-10-02,9.75274
2023-10-03,7.28021
2023-10-04,12.08791
2023-10-05,11.26373
2023-10-06,7.82967
2023-10-07,8.92857
2023-10-08,9.47802
2023-10-09,11.67582
2023-10-10,12.63736
2023-10-11,21.97802
2023-10-12,22.3901
2023-10-13,10.71428
2023-10-14,10.71428
2023-10-15,12.08791
2023-10-16,15.52197
2023-10-17,13.04945
2023-10-18,26.78571
2023-10-19,28.15934
2023-10-20,24.03846
2023-10-21,12.77472
2023-10-22,14.42307
2023-10-23,19.64285
2023-10-24,24.31318
2023-10-25,23.76373
2023-10-26,20.46703
2023-10-27,16.20879
2023-10-28,12.22527
2023-10-29,13.18681
2023-10-30,17.44505
2023-10-31,22.52747
2023-11-01,17.44505
2023-11-02,15.10989
2023-11-03,15.10989
2023-11-04,11.95054
2023-11-05,13.87362
2023-11-06,17.17032
2023-11-07,16.20879
2023-11-08,16.07142
2023-11-09,15.24725
2023-11-10,9.47802
2023-11-11,12.36263
2023-11-12,14.56043
2023-11-13,10.85164
2023-11-14,13.04945
2023-11-15,14.01098
2023-11-16,15.7967
2023-11-17,11.67582
2023-11-18,8.24175
2023-11-19,9.61538
2023-11-20,14.42307
2023-11-21,14.14835
2023-11-22,16.34615
2023-11-23,14.01098
2023-11-24,13.46153
2023-11-25,10.57692
2023-11-26,15.65934
2023-11-27,17.44505
2023-11-28,14.83516
2023-11-29,13.87362
2023-11-30,12.22527
2023-12-01,15.24725
2023-12-02,10.16483
2023-12-03,10.43956
2023-12-04,12.77472
2023-12-05,15.7967
2023-12-06,15.93406
2023-12-07,14.56043
2023-12-08,14.42307
2023-12-09,11.95054
2023-12-10,13.73626
2023-12-11,17.44505
2023-12-12,17.30769
2023-12-13,14.01098
2023-12-14,13.32417
2023-12-15,15.7967
2023-12-16,11.81318
2023-12-17,10.16483
2023-12-18,14.6978
2023-12-19,13.18681
2023-12-20,11.26373
2023-12-21,13.46153
2023-12-22,14.56043
2023-12-23,11.81318
2023-12-24,11.40109
2023-12-25,11.81318
2023-12-26,15.93406
2023-12-27,14.01098
2023-12-28,13.73626
2023-12-29,14.6978
2023-12-30,13.46153
2023-12-31,20.46703
2024-01-01,22.66483
2024-01-02,24.86263
2024-01-03,19.23076
2024-01-04,21.15384
2024-01-05,17.85714
2024-01-06,15.10989
2024-01-07,22.66483
2024-01-08,18.68131
2024-01-09,19.0934
2024-01-10,21.56593
2024-01-11,18.40659
2024-01-12,21.97802
2024-01-13,12.77472
2024-01-14,17.9945
2024-01-15,19.0934
2024-01-16,23.21428
2024-01-17,21.2912
2024-01-18,20.74175
2024-01-19,21.56593
2024-01-20,11.53846
2024-01-21,15.65934
2024-01-22,16.8956
2024-01-23,17.58241
2024-01-24,12.77472
2024-01-25,18.81868
2024-01-26,17.30769
2024-01-27,15.7967
2024-01-28,17.58241
2024-01-29,25.82417
2024-01-30,22.11538
2024-01-31,20.87912
2024-02-01,19.23076
2024-02-02,22.66483
2024-02-03,10.98901
2024-02-04,18.54395
2024-02-05,20.46703
2024-02-06,20.05494
2024-02-07,22.3901
2024-02-08,20.87912
2024-02-09,16.20879
2024-02-10,17.03296
2024-02-11,17.58241
2024-02-12,18.26923
2024-02-13,43.81868
2024-02-14,43.81868
2024-02-15,30.08241
2024-02-16,20.05494
2024-02-17,17.30769
2024-02-18,18.40659
2024-02-19,21.84065
2024-02-20,21.97802
2024-02-21,21.84065
2024-02-22,22.52747
2024-02-23,22.3901
2024-02-24,16.07142
2024-02-25,21.70329
2024-02-26,22.11538
2024-02-27,24.72527
2024-02-28,21.84065
2024-02-29,23.48901
2024-03-01,17.58241
2024-03-02,15.24725
2024-03-03,16.62087
2024-03-04,20.60439
2024-03-05,21.56593
2024-03-06,14.28571
2024-03-07,14.01098
2024-03-08,18.13186
2024-03-09,14.28571
2024-03-10,11.81318
2024-03-11,17.03296
2024-03-12,18.13186
2024-03-13,15.38461
2024-03-14,17.30769
2024-03-15,13.73626
2024-03-16,9.75274
2024-03-17,14.6978
2024-03-18,14.83516
2024-03-19,14.01098
2024-03-20,14.42307
