date,FUND
2023-05-29,26.02291
2023-05-30,32.73322
2023-05-31,29.78723
2023-06-01,29.4599
2023-06-02,24.05891
2023-06-03,15.38461
2023-06-04,21.93126
2023-06-05,27.4959
2023-06-06,26.02291
2023-06-07,29.29623
2023-06-08,28.9689
2023-06-09,26.51391
2023-06-10,20.94926
2023-06-11,19.96726
2023-06-12,31.42389
2023-06-13,31.26022
2023-06-14,29.13256
2023-06-15,27.33224
2023-06-16,22.74959
2023-06-17,21.60392
2023-06-18,23.73158
2023-06-19,28.15057
2023-06-20,26.67757
2023-06-21,32.73322
2023-06-22,26.51391
2023-06-23,22.91325
2023-06-24,17.02127
2023-06-25,19.8036
2023-06-26,21.93126
2023-06-27,24.22258
2023-06-28,28.4779
2023-06-29,23.89525
2023-06-30,19.3126
2023-07-01,20.94926
2023-07-02,17.51227
2023-07-03,27.4959
2023-07-04,31.09656
2023-07-05,32.56955
2023-07-06,31.26022
2023-07-07,27.0049
2023-07-08,15.54828
2023-07-09,22.25859
2023-07-10,39.44353
2023-07-11,35.18821
2023-07-12,36.49754
2023-07-13,34.86088
2023-07-14,36.17021
2023-07-15,22.91325
2023-07-16,27.9869
2023-07-17,39.77086
2023-07-18,35.51554
2023-07-19,35.67921
2023-07-20,44.84451
2023-07-21,35.67921
2023-07-22,19.47626
2023-07-23,23.73158
2023-07-24,40.75286
2023-07-25,42.88052
2023-07-26,53.84615
2023-07-27,42.38952
2023-07-28,29.29623
2023-07-29,22.25859
2023-07-30,20.13093
2023-07-31,32.07855
2023-08-01,33.87888
2023-08-02,37.97054
2023-08-03,44.35351
2023-08-04,35.51554
2023-08-05,21.11292
2023-08-06,23.73158
2023-08-07,37.31587
2023-08-08,43.53518
2023-08-09,43.69885
2023-08-10,41.73486
2023-08-11,32.56955
2023-08-12,25.69558
2023-08-13,18.00327
2023-08-14,35.02454
2023-08-15,27.16857
2023-08-16,41.24386
2023-08-17,45.17184
2023-08-18,33.55155
2023-08-19,18.16693
2023-08-20,24.05891
2023-08-21,38.78887
2023-08-22,33.55155
2023-08-23,34.86088
2023-08-24,35.84288
2023-08-25,32.24222
2023-08-26,19.47626
2023-08-27,21.60392
2023-08-28,28.4779
2023-08-29,31.91489
2023-08-30,30.93289
2023-08-31,33.38788
2023-09-01,27.82324
2023-09-02,22.58592
2023-09-03,23.24058
2023-09-04,36.17021
2023-09-05,30.60556
2023-09-06,37.31587
2023-09-07,37.80687
2023-09-08,28.31423
2023-09-09,20.13093
2023-09-10,22.58592
2023-09-11,33.22422
2023-09-12,32.40589
2023-09-13,31.75122
2023-09-14,26.35024
2023-09-15,27.4959
2023-09-16,19.47626
2023-09-17,19.63993
2023-09-18,33.38788
2023-09-19,27.33224
2023-09-20,30.44189
2023-09-21,29.29623
2023-09-22,26.35024
2023-09-23,18.00327
2023-09-24,20.45826
2023-09-25,27.4959
2023-09-26,24.87725
2023-09-27,20.94926
2023-09-28,14.56628
2023-09-29,14.72995
2023-09-30,11.78396
2023-10-01,15.54828
2023-10-02,20.13093
2023-10-03,27.16857
2023-10-04,30.27823
2023-10-05,27.82324
2023-10-06,29.4599
2023-10-07,16.85761
2023-10-08,17.3486
2023-10-09,22.25859
2023-10-10,32.07855
2023-10-11,36.82487
2023-10-12,32.40589
2023-10-13,31.09656
2023-10-14,20.45826
2023-10-15,24.71358
2023-10-16,32.40589
2023-10-17,33.71522
2023-10-18,29.9509
2023-10-19,31.26022
2023-10-20,26.67757
2023-10-21,21.93126
2023-10-22,23.73158
2023-10-23,35.18821
2023-10-24,36.17021
2023-10-25,30.27823
2023-10-26,31.91489
2023-10-27,21.76759
2023-10-28,17.67594
2023-10-29,19.3126
2023-10-30,30.60556
2023-10-31,29.29623
2023-11-01,33.22422
2023-11-02,29.78723
2023-11-03,26.51391
2023-11-04,17.67594
2023-11-05,21.93126
2023-11-06,34.36988
2023-11-07,33.38788
2023-11-08,31.42389
2023-11-09,27.65957
2023-11-10,25.20458
2023-11-11,18.49427
2023-11-12,25.04091
2023-11-13,34.20621
2023-11-14,29.13256
2023-11-15,32.89689
2023-11-16,30.11456
2023-11-17,21.27659
2023-11-18,20.94926
2023-11-19,20.62193
2023-11-20,31.75122
2023-11-21,32.07855
2023-11-22,30.44189
2023-11-23,33.87888
2023-11-24,23.89525
2023-11-25,18.16693
2023-11-26,23.07692
2023-11-27,33.87888
2023-11-28,33.06055
2023-11-29,31.58756
2023-11-30,30.60556
2023-12-01,27.16857
2023-12-02,20.29459
2023-12-03,26.35024
2023-12-04,31.09656
2023-12-05,36.66121
2023-12-06,33.22422
2023-12-07,32.07855
2023-12-08,30.76923
2023-12-09,21.11292
2023-12-10,23.24058
2023-12-11,31.42389
2023-12-12,33.55155
2023-12-13,33.06055
2023-12-14,28.15057
2023-12-15,27.82324
2023-12-16,17.51227
2023-12-17,25.20458
2023-12-18,34.69721
2023-12-19,31.42389
2023-12-20,30.11456
2023-12-21,31.09656
2023-12-22,23.73158
2023-12-23,18.65793
2023-12-24,15.38461
2023-12-25,16.53027
2023-12-26,30.44189
2023-12-27,26.18657
2023-12-28,28.31423
2023-12-29,29.29623
2023-12-30,19.14893
2023-12-31,15.38461
2024-01-01,19.3126
2024-01-02,33.22422
2024-01-03,45.66284
2024-01-04,50.40916
2024-01-05,43.69885
2024-01-06,29.4599
2024-01-07,32.56955
2024-01-08,50.24549
2024-01-09,54.33715
2024-01-10,54.50081
2024-01-11,66.44844
2024-01-12,54.99181
2024-01-13,25.04091
2024-01-14,36.00654
2024-01-15,59.08346
2024-01-16,56.46481
2024-01-17,55.48281
2024-01-18,53.68248
2024-01-19,43.86252
2024-01-20,27.16857
2024-01-21,28.9689
2024-01-22,61.86579
2024-01-23,50.40916
2024-01-24,55.97381
2024-01-25,49.42716
2024-01-26,40.75286
2024-01-27,29.78723
2024-01-28,31.42389
2024-01-29,45.82651
2024-01-30,49.7545
2024-01-31,48.11783
2024-02-01,46.31751
2024-02-02,39.93453
2024-02-03,27.65957
2024-02-04,26.67757
2024-02-05,47.7905
2024-02-06,53.84615
2024-02-07,41.73486
2024-02-08,40.26186
2024-02-09,19.3126
2024-02-10,17.8396
2024-02-11,18.00327
2024-02-12,29.13256
2024-02-13,49.2635
2024-02-14,46.97217
2024-02-15,46.80851
2024-02-16,39.1162
2024-02-17,31.91489
2024-02-18,32.07855
2024-02-19,48.2815
2024-02-20,51.88216
2024-02-21,43.20785
2024-02-22,48.93617
2024-02-23,39.93453
2024-02-24,25.36824
2024-02-25,28.4779
2024-02-26,43.53518
2024-02-27,44.02618
2024-02-28,43.04418
2024-02-29,35.67921
2024-03-01,22.09492
2024-03-02,23.56792
2024-03-03,27.65957
2024-03-04,35.02454
2024-03-05,45.17184
2024-03-06,37.97054
2024-03-07,48.44517
2024-03-08,31.42389
2024-03-09,32.07855
2024-03-10,35.02454
2024-03-11,44.35351
2024-03-12,48.93617
2024-03-13,46.64484
2024-03-14,39.44353
2024-03-15,28.80523
2024-03-16,21.76759
2024-03-17,26.84124
2024-03-18,43.04418
2024-03-19,42.55319
2024-03-20,37.97054
